gid	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	PV.XYliver.XXliver	FDR.XYliver.XXliver	A12FL1	A12ML1	A15ML1	A17FL1	A17ML1	A2FL1	A7FL1	A8FL1	A8ML1
TRINITY_DN85324_c0_g2_i1	ccdc129	Chr06	26678962	26678962	5.887305163	-0.587584294	0.072106721	0.513594167	5.790471624	5.503112787	5.301652326	5.681031511	5.489124001	6.423374707	6.3096476	6.241100518	5.792520206
TRINITY_DN87865_c0_g1_i1	rheb	Chr06	6774932	6774932	4.801894636	0.246346796	0.445604675	0.85562877	4.615817127	4.600550848	5.258978178	4.236061492	5.150284095	5.09659882	4.733065	4.626457829	4.597897067
TRINITY_DN92456_c0_g1_i1	cdh12	Chr06	57117611	57117611	3.496262434	-0.487152304	0.416093568	0.844957448	3.344007702	3.373070163	3.356484823	3.178053235	2.944808824	0.422781017	5.209802427	2.710242511	3.093373446
TRINITY_DN94946_c0_g1_i2	Xetrov90015754m	Chr06	21655584	21655584	5.214264381	0.135584366	0.664400406	0.930767799	4.989541582	5.248773818	5.238623197	4.905954739	5.267406551	5.513049363	4.757056198	5.442690154	5.390350112
TRINITY_DN95094_c0_g3_i1	ptp4a3	Chr06	130762535	130762535	4.358772833	0.9554638	0.360456021	0.823160691	-0.908723008	5.844347147	4.16239467	-0.736986579	5.096237327	-1.738906101	5.459858484	4.752500543	1.307143143
TRINITY_DN95815_c0_g1_i1	nom1	Chr06	9640832	9640832	5.753531398	0.952400102	0.02133357	0.325687158	5.738322154	5.426310345	6.518997185	6.081786535	6.510015262	4.441287102	4.383772641	4.764826577	6.11142247
TRINITY_DN96116_c0_g2_i1	sri	Chr06	22607641	22607641	1.215754746	0.663540314	0.194936643	0.714541153	0.192161152	1.841487154	1.674306818	0.30080452	0.227431964	0.513239881	1.843500069	0.850351161	1.821741966
TRINITY_DN97748_c0_g1_i1	itga9-like	Chr06	26938819	26938819	2.526825836	-0.657277526	0.138446963	0.640642825	2.743857198	2.024272861	1.528623739	2.740161255	1.308329613	1.846320481	2.865438539	3.30713313	3.000831397
TRINITY_DN105647_c0_g2_i1	cpeb3	Chr07	17464515	17464515	0.007652218	-4.456667859	1.10E-07	4.96E-05	0.809242671	-2.356494809	-2.987229828	0.474868071	-2.987229828	1.251822965	-0.805753503	1.104249239	-1.848811487
TRINITY_DN105951_c0_g1_i1	cyp26a1	Chr07	17008567	17008567	2.51785438	-0.935700032	0.014510034	0.280779536	3.069105155	1.755456661	2.066248645	2.210379672	1.520188631	2.955957853	3.143277297	2.684520994	2.269903758
TRINITY_DN106229_c0_g1_i2	LOC733932	Chr07	1586851	1586851	0.087011306	-0.532024589	0.337474078	0.812867116	0.631354704	-0.712677272	-0.9733985	0.30080452	0.759639928	-0.62912702	0.442584827	0.222682633	-0.307743061
TRINITY_DN107178_c0_g3_i1	tmem45b	Chr07	67399340	67399340	5.160311273	0.186890691	0.623510298	0.920826034	5.825369025	5.665238262	5.129147942	4.778901692	5.062809909	5.021530225	3.799541859	5.250094681	5.093392038
TRINITY_DN108842_c0_g1_i1	LOC100498550-like	Chr07	78733725	78733725	3.500861135	-0.024713266	0.944799853	0.987918516	3.44619717	3.293902915	3.603880109	3.777227041	3.762967712	3.96837225	3.457640349	2.548549185	3.227771591
TRINITY_DN109598_c0_g1_i2	wdr11	Chr07	11159978	11159978	1.467325757	0.663490686	0.300793901	0.790391912	1.396783598	2.829976878	0.064573661	2.258799441	1.520188631	-0.009352482	-0.873474401	1.179837806	1.47380234
TRINITY_DN109773_c0_g1_i2	iffo1-like	Chr07	1695507	1695507	1.053200669	-0.427658359	0.484292593	0.869271985	0.863977174	0.301668836	1.231821832	0.630173478	0.517939376	-1.738906101	1.955072258	1.936100079	0.95919652
TRINITY_DN110065_c0_g1_i2	usp54	Chr07	52636053	52636053	2.278267509	-0.51583294	0.193331324	0.71293751	1.666846942	1.896116763	1.898452403	2.351020602	1.704882877	2.548715096	2.610490481	2.92316943	2.314528086
TRINITY_DN110733_c0_g2_i2	tm9sf3	Chr07	31491069	31491069	6.165006894	0.74441437	0.071240483	0.511660777	6.462884391	6.040499166	6.343583063	5.391819382	6.450946366	4.339879697	5.531156225	6.311060151	7.079726815
TRINITY_DN111246_c0_g1_i4	zmynd12	Chr07	77967231	77967231	4.916665668	-0.561288212	0.076177731	0.522308431	5.132946153	4.771013255	4.667715313	4.607209967	4.281839919	5.413798244	5.305733532	5.107360708	4.547378134
TRINITY_DN111508_c0_g1_i1	ei24	Chr07	65831647	65831647	0.446288449	0.384896925	0.464162177	0.86428256	0.566826213	0.035776599	1.231821832	0.390459837	0.227431964	-1.372059093	0.523797258	0.483558406	0.714757702
TRINITY_DN111530_c0_g1_i1	znf518a	Chr07	17734780	17734780	1.430233544	-0.81198642	0.082877067	0.539701457	1.433438274	1.091914056	0.917471193	1.27293746	-0.36028631	2.26610196	1.526329223	1.891829283	1.47380234
TRINITY_DN111812_c0_g1_i1	LOC101730375	Chr07	28433838	28433838	0.596031757	1.556792381	0.011984559	0.260307274	-0.581709951	0.658405722	0.51497501	0.835674348	-0.136712198	-0.447504423	-0.873474401	-0.505680582	2.42039973
TRINITY_DN111860_c0_g1_i1	ncapd3	Chr07	49509701	49509701	3.000066125	-0.429696381	0.261698077	0.768471151	2.113392572	2.428085257	2.680433594	3.251678134	2.762492784	3.554543741	3.036628121	3.496423128	3.054437105
TRINITY_DN112014_c0_g1_i1	LOC101732113	Chr07	95784438	95784438	5.869178254	1.066272248	0.030508178	0.379347747	6.498998486	5.738076113	6.048512531	5.654131372	6.806096553	4.09825782	4.742992092	3.616905959	6.614729358
TRINITY_DN112043_c0_g1_i1	tapbpl-like	Chr07	1801832	1801832	4.228485718	0.659809669	0.053434752	0.468172542	4.19793447	4.39303901	4.66335863	4.459665528	4.876564526	3.825625689	3.474762191	3.193186897	4.206234933
TRINITY_DN113473_c0_g1_i2	LOC100496010	Chr07	30924488	30924488	1.140727086	0.179196832	0.696012559	0.940515751	1.154838422	1.387165019	1.030038712	0.102820944	1.230182482	1.536986683	0.549882971	1.507784358	1.262286207
TRINITY_DN114035_c0_g2_i1	LOC100493884	Chr07	97272344	97272344	6.009540976	0.810231047	0.016817608	0.295791909	6.219630223	6.504406097	6.558243813	5.375443452	6.51414335	5.574740606	5.047629293	5.486143498	5.954610232
TRINITY_DN114342_c0_g1_i1	ventx3.2	Chr07	18597030	18597030	3.561253348	0.486232986	0.133707833	0.633854104	3.092214427	3.562312525	3.85375115	3.64685031	4.212402181	3.12327522	3.222449964	3.474076224	3.512679224
TRINITY_DN114396_c0_g2_i1	il10ra	Chr07	84695100	84695100	0.921869083	-0.764357169	0.151462817	0.658647475	2.13580862	0.526099106	1.183959767	0.701975773	-0.136712198	0.961777386	1.029333511	0.483558406	-0.178437597
TRINITY_DN114653_c0_g2_i1	pitpnc1-like	Chr07	108587238	108587238	6.955746547	0.33170975	0.415200396	0.844364039	6.523644764	7.020026065	6.620248191	7.266590941	7.424909025	7.517590203	5.483736132	6.37577593	7.32642089
TRINITY_DN114687_c1_g1_i1	dna2	Chr07	32127864	32127864	1.787458239	-0.122973154	0.763628882	0.959351872	1.110253884	1.841487154	1.603303379	1.879788362	1.584416683	1.536986683	2.197119935	2.1579286	1.821741966
TRINITY_DN115053_c0_g1_i2	ccdc63	Chr07	107952987	107952987	1.580923751	0.503617888	0.281215701	0.778088497	1.016725472	1.755456661	2.143353897	0.770373284	2.061459186	2.36658456	0.872806234	1.104249239	1.215989679
TRINITY_DN115195_c0_g1_i1	rnf214-like	Chr07	84251433	84251433	2.526025517	0.58751658	0.193983673	0.713848788	2.714371661	2.096035398	3.548258579	2.773871896	2.789991445	2.342112376	1.767726461	0.940041219	2.42039973
TRINITY_DN115403_c0_g1_i1	slc37a2	Chr07	65097722	65097722	1.335138343	0.092206776	0.860742363	0.974904958	0.192161152	1.137975675	1.927808985	1.78377962	0.227431964	0.111406653	1.552369605	1.846156862	1.658236052
TRINITY_DN115520_c0_g1_i2	dscaml1	Chr07	84376720	84376720	2.883320839	0.610477012	0.084326876	0.543534095	2.20103983	3.620252014	2.975744043	2.740161255	3.084610869	2.36658456	2.547150729	2.955791043	2.959278135
TRINITY_DN115660_c1_g1_i1	dhx32-like	Chr07	16717251	16717251	1.202194162	-0.483175569	0.305789826	0.793195248	0.967584642	0.720270683	1.13445521	1.17541024	1.452967407	2.100897191	1.119185777	1.28627678	0.151759979
TRINITY_DN115715_c2_g3_i1	LOC101731600	Chr07	77137767	77137767	9.815728002	0.424572097	0.404239824	0.839670582	9.39190131	9.446419034	9.967707823	10.87269948	10.47702275	9.048296249	7.805794499	9.256285181	10.07074571
TRINITY_DN115833_c0_g3_i2	robo3	Chr07	64735206	64735206	4.171994933	0.110961175	0.733988258	0.951571657	3.929415485	4.339836911	4.073250373	4.480231973	4.617328997	3.522232121	4.292089556	4.196916747	3.774652381
TRINITY_DN116156_c0_g2_i1	fut1	Chr07	106371237	106371237	5.018218652	0.28220804	0.41831753	0.84623193	4.95843851	5.295247794	5.000352228	4.545117507	5.262507182	4.210666503	5.656495625	4.602621277	5.096589751
TRINITY_DN116275_c1_g2_i1	LOC101734690	Chr07	103192497	103192497	2.434285237	0.864186926	0.015714567	0.289861782	2.13580862	2.9510301	2.7145231	1.608038406	2.816975753	2.36658456	1.905424515	1.891829283	2.887247056
TRINITY_DN116410_c0_g2_i2	adk	Chr07	57842641	57842641	4.170327252	-0.119775444	0.729106284	0.950906784	4.727037075	4.015225679	4.228766156	3.992959482	4.181588628	4.452761992	3.168751709	4.331447857	3.96862969
TRINITY_DN116475_c1_g4_i1	mrpl20	Chr07	70116630	70116630	3.111125269	-0.614836947	0.078373986	0.526655877	3.264860859	2.801638834	2.796381026	3.6649298	2.762492784	3.637329025	2.706382937	3.290178108	2.593350549
TRINITY_DN116673_c0_g3_i1	LOC101732440	Chr07	30734000	30734000	2.997172063	-0.338223275	0.394976838	0.835571061	2.842554772	2.351959671	2.812209663	2.839018311	2.676704745	2.291886303	3.871120442	3.298680527	3.227771591
TRINITY_DN116680_c0_g4_i1	Xetrov90017494m	Chr07	8981017	8981017	2.213122996	0.16822336	0.79906925	0.966095916	1.840662162	3.620252014	-0.045227258	0.630173478	0.643845378	1.979216864	1.329563042	3.373028199	2.247063082
TRINITY_DN117082_c0_g2_i2	chuk	Chr07	99646406	99646406	3.023399753	-0.350330696	0.354043443	0.819919988	2.506456296	2.602486126	2.94735634	2.94639212	2.843464598	2.631826048	3.780389819	3.503795831	2.872398996
TRINITY_DN117115_c0_g1_i4	slk-like	Chr07	19692774	19692774	1.251903011	-0.115906227	0.797059978	0.965684009	1.016725472	1.632136616	0.35128002	1.57016699	1.059913953	0.827187013	1.220105911	1.673854763	1.39287795
TRINITY_DN117665_c0_g2_i1	ate1-like	Chr07	10842921	10842921	2.553652155	-0.137193936	0.710030681	0.945564365	2.815037662	2.229665012	2.395310931	1.910422094	2.383696129	2.651876652	2.849774366	2.631659932	2.826915301
TRINITY_DN117875_c0_g2_i1	etfb	Chr07	113400394	113400394	5.043249224	0.260976332	0.422129138	0.84659654	5.179545232	4.939791395	5.067836066	5.040138682	5.594250793	5.00603613	4.250940102	4.970384876	5.034587012
TRINITY_DN117996_c0_g1_i1	pyroxd2	Chr07	26604879	26604879	3.67185407	1.181474996	0.009937049	0.239260374	2.380708348	3.69918354	4.760377258	1.78377962	4.742242025	3.780805046	3.20613928	3.238083653	2.842236415
TRINITY_DN118218_c0_g1_i1	cd79a	Chr07	98385218	98385218	1.64717602	-2.104835634	0.033970187	0.395135701	3.700443745	0.526099106	-0.293606965	-2.987229828	0.759639928	3.165729695	-0.944531396	-0.096013556	-0.307743061
TRINITY_DN118231_c0_g3_i1	usp2	Chr07	86119765	86119765	0.023824024	0.233978661	0.679864286	0.934856616	-0.090493601	0.129958354	-0.045227258	0.630173478	0.517939376	-2.232063498	-0.090314913	0.149363055	-0.059774198
TRINITY_DN118297_c0_g1_i1	LOC100490653	Chr07	32231175	32231175	1.708583069	0.818775853	0.321386186	0.803242853	2.637908428	2.682369067	-0.5938284	1.644941055	3.310280552	0.513239881	-1.269969821	0.483558406	-1.220511311
TRINITY_DN118313_c2_g1_i12	pank1-like	Chr07	28093397	28093397	0.74155133	-2.516567297	0.000885057	0.062968833	1.785018505	-1.919104363	-2.987229828	0.30080452	0.517939376	2.18586301	0.414465312	1.142538514	-0.985972104
TRINITY_DN118330_c0_g1_i1	LOC100489703	Chr07	95316671	95316671	7.83759698	-0.095993097	0.814594135	0.968368185	8.370921616	7.683566853	7.743698729	8.624649687	7.854951742	6.743711502	7.005711911	7.755102672	7.844802721
TRINITY_DN118488_c0_g1_i2	dffa	Chr07	38900036	38900036	0.163721581	-0.707258436	0.169309463	0.680032119	0.275282869	-1.083509636	0.35128002	0.102820944	-0.36028631	0.896051138	0.385786808	0.222682633	-0.178437597
TRINITY_DN118651_c0_g1_i1	camk2g	Chr07	51965497	51965497	6.229729987	-0.168952819	0.628549159	0.920864474	6.126158849	6.141466619	6.550007521	5.468450478	5.800979405	6.386454495	6.769104272	6.453028491	5.924336493
TRINITY_DN118667_c2_g1_i1	LOC100145748	Chr07	106345024	106345024	2.556402399	-0.202118553	0.68943082	0.938890844	3.264860859	3.121207891	1.603303379	1.608038406	1.308329613	2.671652407	1.431298102	3.246897743	2.887247056
TRINITY_DN119102_c2_g1_i1	st3gal4	Chr07	46483099	46483099	3.090423529	0.613290878	0.130154553	0.629645938	2.85611898	3.062707643	3.070920238	3.609997094	3.804008294	2.71040881	2.501097926	1.620594106	3.522223119
TRINITY_DN119263_c1_g1_i3	gpr153	Chr07	90623178	90623178	7.172322474	-0.176757076	0.612082233	0.918681597	7.501233317	7.16054364	6.911358947	7.079600683	7.024402943	7.774641682	7.004533433	6.590949084	7.173559908
TRINITY_DN119381_c0_g1_i7	LOC100485009	Chr07	106724743	106724743	4.430201594	0.314505785	0.396651011	0.835645275	4.224323277	4.274322731	4.619052527	4.155233385	4.4973456	4.921844245	4.512049301	2.955791043	4.916513467
TRINITY_DN119389_c0_g1_i1	ptpn6	Chr07	1003744	1003744	1.492487018	-1.085304771	0.016453496	0.293756996	1.971049192	1.225908739	0.974852571	1.644941055	-0.36028631	1.947122742	1.374045019	2.230824939	0.901858934
TRINITY_DN119408_c2_g1_i1	cyth1-like	Chr07	106697307	106697307	3.454839651	-0.436674431	0.258365413	0.767769204	3.363134105	3.304039678	3.172519745	3.904421336	2.992930563	2.291886303	3.671737855	4.24169936	3.296123604
TRINITY_DN119446_c0_g1_i3	slc18a3	Chr07	42224472	42224472	6.170564103	0.245215191	0.553379912	0.898636934	7.023310756	6.016041553	5.267614588	5.536313513	6.609831224	5.743073604	5.511379509	5.837844801	6.841311275
TRINITY_DN119518_c0_g1_i1	bicc1	Chr07	7611027	7611027	5.426857451	-0.050222996	0.871256408	0.976494009	5.57567163	5.27477729	5.734350204	5.228189319	5.022806419	5.413798244	5.516349162	5.486143498	5.466477382
TRINITY_DN119594_c0_g1_i1	utp3	Chr07	77984665	77984665	5.005654385	-0.13408447	0.730602713	0.951154572	5.345009394	5.173367184	4.497053612	5.0539248	4.181588628	4.655051262	4.109018585	5.671048667	5.490985895
TRINITY_DN119693_c1_g5_i1	cldnd1	Chr07	61879295	61879295	5.221259379	0.182313663	0.676376126	0.933859938	4.903973943	5.416999955	5.942836225	5.463294277	5.362054052	5.953583116	4.309371976	4.347927455	3.844788916
TRINITY_DN119748_c1_g1_i2	abcc2-like	Chr07	27206781	27206781	3.959388457	-0.252669925	0.423263566	0.84694151	3.916526208	3.668127195	3.830623813	4.042203781	4.073847272	4.525203377	3.914431999	3.813640964	3.649603981
TRINITY_DN119766_c0_g1_i1	dkk1	Chr07	5573713	5573713	5.075621524	-0.355384241	0.330632857	0.808427237	4.92986063	4.600550848	4.940399612	4.932316607	5.062809909	6.084747954	5.198509719	4.400222076	4.830783164
TRINITY_DN120237_c0_g2_i1	brsk1-like	Chr07	105976371	105976371	6.409103295	1.768689816	4.58E-05	0.007529301	5.734655191	7.898673718	6.174788595	5.19435755	7.040233712	5.829236498	3.845022126	5.482416473	6.868690137
TRINITY_DN120311_c0_g2_i1	LOC100493955	Chr07	103011511	103011511	4.196038214	-0.039834927	0.910652276	0.983185661	4.619798502	3.926151426	3.666172508	3.842225485	4.062617026	4.481056157	3.467937819	4.360164784	4.783946505
TRINITY_DN120368_c0_g1_i2	ccdc6	Chr07	8097857	8097857	4.956702033	-0.052400977	0.872012579	0.976860327	4.749015217	4.763686635	4.735690271	4.783046218	5.306013809	5.502045901	5.080437036	4.595737866	4.830783164
TRINITY_DN120407_c0_g2_i1	sec24d-like.2	Chr07	52754568	52754568	4.48193176	-0.287202396	0.37895136	0.829674588	4.320416711	4.167337583	4.497053612	4.831873492	4.262339234	5.09659882	4.52525775	3.98146757	4.314559985
TRINITY_DN120437_c2_g1_i2	ube4a	Chr07	84933924	84933924	1.362109222	0.446031866	0.310535935	0.796758753	1.571398361	1.755456661	1.528623739	1.36428717	1.761542459	0.827187013	1.417196426	0.222682633	1.262286207
TRINITY_DN120614_c0_g3_i1	layn	Chr07	75016713	75016713	0.229892929	0.896475444	0.134880827	0.63508498	0.631354704	-0.712677272	1.36656002	-0.126720342	0.056818512	-1.738906101	-0.173233483	-0.39185369	0.95919652
TRINITY_DN120621_c0_g2_i1	btrc	Chr07	22238310	22238310	2.460502335	0.303950181	0.608682972	0.918000621	-0.315295501	3.466285702	2.286204347	2.757115035	1.919280406	2.414317716	3.361498074	0.754713414	2.247063082
TRINITY_DN120825_c3_g4_i1	dffb	Chr07	75952155	75952155	4.036956529	0.46391007	0.155274173	0.664460356	3.607264767	4.093285461	4.421672502	3.985785333	4.655203987	4.23080178	3.47816231	3.643850211	3.790535592
TRINITY_DN121109_c1_g2_i1	gal.2	Chr07	104595194	104595194	0.67311976	-0.023932399	0.961530432	0.993161122	0.010004738	0.720270683	0.795371496	1.124057421	0.517939376	-0.009352482	1.388572703	0.149363055	0.575019828
TRINITY_DN121153_c0_g2_i1	Xetrov90017416m	Chr07	1849813	1849813	2.652474311	-0.190742014	0.587271228	0.910241644	2.684270908	2.500394514	2.609738544	2.596842197	2.419350167	3.019068373	2.292905253	2.966503031	2.629122538
TRINITY_DN121161_c0_g1_i1	gnb3	Chr07	1299936	1299936	8.423078673	0.480608546	0.255568678	0.766097171	8.401308422	8.361428191	8.971418152	8.406945309	8.342593488	6.62827845	7.777441173	8.857892464	8.888428778
TRINITY_DN121182_c1_g2_i2	ccnj	Chr07	17642106	17642106	5.611276751	0.165360537	0.583042845	0.907706962	5.729137209	5.723044452	5.738497995	5.386381366	5.574620158	5.356915709	5.499716641	5.667770487	5.758604081
TRINITY_DN121257_c0_g1_i1	bmpr1a	Chr07	45640330	45640330	0.193382795	-0.177583889	0.745473416	0.953497003	0.353875255	0.129958354	-1.489939476	-0.558577591	0.379985581	0.326268582	0.356526638	0.54201998	0.646579962
TRINITY_DN121310_c0_g1_i1	lpar5-like	Chr07	1786073	1786073	0.180998775	-0.178337237	0.760919364	0.959016429	-0.090493601	-0.417937367	0.661974652	0.554609585	0.056818512	-1.079837381	-0.455103193	1.21619702	-0.178437597
TRINITY_DN121381_c0_g2_i3	tpi1	Chr07	1146974	1146974	1.113008783	-0.165890753	0.759448648	0.958298818	1.154838422	1.348509053	1.674306818	1.070809015	0.517939376	1.0246393	1.984060969	-0.188047265	-0.178437597
TRINITY_DN121434_c0_g1_i2	sorl1	Chr07	88174319	88174319	0.266649962	-0.365601612	0.578895573	0.905945483	-0.198520372	-0.290448886	0.51497501	0.102820944	0.379985581	0.678736466	1.417196426	-2.048384173	-0.607363778
TRINITY_DN121659_c3_g1_i2	ruvbl2	Chr07	105538234	105538234	2.778109991	1.547937774	3.65E-05	0.006336985	2.59000643	3.074599004	3.196839737	1.879788362	3.817433083	1.536986683	1.539408166	1.750231201	3.531704292
TRINITY_DN121660_c4_g6_i1	LOC100135223	Chr07	110601456	110601456	1.295234639	-0.636884203	0.277759839	0.775997188	0.916710783	1.044333167	-0.045227258	1.319335213	0.759639928	2.611492848	1.722570635	-0.505680582	1.512623611
TRINITY_DN121816_c2_g2_i3	lhb	Chr07	105507839	105507839	0.134569559	-0.02273869	0.964668185	0.993261141	0.566826213	-0.173317311	-0.045227258	-0.940613466	-0.136712198	0.422781017	0.02575893	0.222682633	0.646579962
TRINITY_DN122094_c7_g1_i2	hes5.1	Chr07	81014444	81014444	0.660596787	0.195717284	0.677834542	0.934043529	0.192161152	0.779591502	0.857712668	0.102820944	0.227431964	1.0246393	1.047757231	0.149363055	1.014342155
TRINITY_DN122121_c0_g1_i1	barx2	Chr07	67220722	67220722	0.736101723	0.254580762	0.755619285	0.956692291	-0.315295501	-1.312129972	2.012456199	1.644941055	-0.62497671	-2.987229828	1.359369556	-0.009500524	1.067457278
TRINITY_DN122299_c8_g1_i8	spib	Chr07	109923055	109923055	1.13909752	0.151392289	0.73905968	0.952237415	0.428406518	1.461501902	0.661974652	1.407880718	1.230182482	0.422781017	1.236260331	1.47814765	1.39287795
TRINITY_DN122335_c0_g1_i1	LOC100498205-like	Chr07	106520856	106520856	3.754792174	-0.186368216	0.635719034	0.92297865	2.668981697	3.392201331	3.576337381	3.9493695	2.969070324	3.902952665	4.385584372	3.759234488	4.309056969
TRINITY_DN122472_c0_g1_i5	pold1	Chr07	109850744	109850744	1.320058603	-0.003835492	0.992747574	0.998691804	0.863977174	0.94418799	1.708539694	1.17541024	1.147558672	1.536986683	1.526329223	1.385399594	1.350647321
TRINITY_DN122657_c4_g1_i1	morn4-like	Chr07	24838828	24838828	3.597641938	-0.262475829	0.449322545	0.857181159	4.203250988	3.188413999	3.70907586	3.503510201	3.538181392	4.038588782	3.429815588	3.069463268	3.296123604
TRINITY_DN122714_c15_g1_i1	srm-like	Chr07	39710550	39710550	3.406841187	-0.257252722	0.418033868	0.84623193	3.304976966	3.098091662	3.367239573	3.377610964	3.310280552	3.637329025	3.45419146	3.746860379	3.250917287
TRINITY_DN122776_c0_g1_i1	lpcat3	Chr07	849641	849641	2.538219502	-0.118043969	0.758916563	0.958092574	1.945897501	2.938070546	2.118107271	2.615555246	2.309630532	2.213108201	2.870622362	3.008572905	2.378978652
TRINITY_DN122778_c1_g2_i1	ybx3	Chr07	10400900	10400900	4.959805824	0.098313149	0.763545346	0.959351872	5.046851434	4.763686635	5.514947304	4.490406286	5.068435208	5.164468604	4.862290185	4.927169478	4.509493133
TRINITY_DN122781_c9_g2_i2	usp48	Chr07	116229980	116229980	3.187629678	0.074744474	0.868676042	0.976494009	2.653528719	3.273413184	3.409474341	3.431410263	3.601630639	4.090932763	2.880934462	1.673854763	2.357813441
TRINITY_DN123122_c0_g1_i3	ascc1	Chr07	34985505	34985505	3.73566835	0.72319216	0.057961929	0.481959319	4.187242296	4.388282716	3.440358311	2.823005416	4.051298675	3.500281865	2.641147166	3.184037415	4.303532881
TRINITY_DN123187_c0_g1_i1	LOC100488382	Chr07	59717190	59717190	1.207438313	-1.773814705	0.006057636	0.189176168	-0.908723008	0.301668836	0.261895749	1.608038406	-0.136712198	2.611492848	2.353402111	0.65228277	-0.307743061
TRINITY_DN123188_c6_g3_i2	LOC101734171	Chr07	67692509	67692509	1.527596028	0.495695019	0.265456961	0.769127821	1.635727159	2.186482607	1.449866342	1.608038406	2.015605676	0.961777386	0.414465312	1.565291578	1.262286207
TRINITY_DN123196_c2_g1_i5	LOC101730373-like	Chr07	96657638	96657638	0.588037014	0.526386897	0.390037284	0.833685971	0.809242671	0.720270683	1.489782399	0.554609585	-0.136712198	-1.738906101	1.153616211	-0.913588409	0.779858418
TRINITY_DN123246_c3_g3_i1	wnt4	Chr07	68744600	68744600	1.018492251	-0.053510242	0.922742841	0.984582338	1.154838422	0.301668836	0.435447971	0.835674348	-0.62497671	0.678736466	0.972607169	1.416982778	2.200267401
TRINITY_DN123288_c6_g1_i1	pou2f3	Chr07	87326592	87326592	3.514600464	0.231030479	0.47320568	0.866850184	3.202514312	3.952167303	3.480534661	3.6649298	3.554307223	3.677005828	3.24657536	3.174829537	3.503071772
TRINITY_DN123389_c0_g1_i4	arhgef1-like	Chr07	98424525	98424525	3.297036676	-0.101200516	0.766546691	0.959768186	3.009658686	2.829976878	3.509949317	2.975657679	3.437447278	3.455353307	3.361498074	3.746860379	3.093373446
TRINITY_DN123504_c0_g2_i1	LOC100158464	Chr07	116295586	116295586	0.536886339	-0.110097196	0.825264979	0.969856906	0.863977174	1.137975675	-0.045227258	0.898147225	0.517939376	-0.286211066	0.414465312	0.704406966	-0.059774198
TRINITY_DN123597_c2_g3_i3	LOC100495696-like	Chr07	104191330	104191330	4.543636843	0.210094896	0.512911645	0.883324495	3.979851011	4.965564637	4.554645153	4.778901692	4.713808824	4.068731764	4.623718439	4.606050706	4.314559985
TRINITY_DN123648_c0_g1_i1	ubash3b	Chr07	88558299	88558299	3.479250993	-0.171293585	0.633431395	0.922450449	3.344007702	3.475284373	3.409474341	3.152652292	3.291163064	4.388489782	3.250557326	3.211313604	3.33995633
TRINITY_DN123678_c2_g6_i3	opn4	Chr07	45844683	45844683	0.544324749	0.147222931	0.754656511	0.956680117	0.631354704	0.836569193	0.261895749	-0.256819016	0.517939376	0.111406653	0.523797258	1.024480245	0.779858418
TRINITY_DN123787_c0_g2_i6	pknox2	Chr07	65558345	65558345	0.007996122	0.162978042	0.770342832	0.960707618	0.192161152	0.779591502	-0.435922311	-1.461754606	-0.36028631	-0.286211066	0.470166727	-0.009500524	-0.059774198
TRINITY_DN123804_c0_g1_i1	ppp6r1-like	Chr07	106192611	106192611	0.818328533	-2.020136974	0.007578277	0.210287322	-2.366846989	-0.417937367	0.166605626	1.608038406	-0.949392365	0.678736466	2.353402111	1.353109494	-1.220511311
TRINITY_DN123834_c0_g1_i1	Xetrov90018174m	Chr07	46703828	46703828	4.608505434	-0.464237563	0.216831592	0.734480898	4.756267485	4.684423379	3.621954074	4.205507303	4.262339234	5.545564995	4.064474187	4.910624029	4.547378134
TRINITY_DN123863_c1_g1_i3	sncg	Chr07	45551118	45551118	2.753652771	-0.115695348	0.777953565	0.9622951	2.985176847	2.682369067	2.516201021	3.139782119	2.149012872	1.35327069	2.989753949	2.92316943	3.19234154
TRINITY_DN123880_c0_g1_i2	cpn1	Chr07	27352634	27352634	13.3045539	0.567837059	0.227621598	0.744754854	12.93726263	13.33064802	13.76361756	13.49962481	14.01256695	13.43843878	12.1573007	12.68016536	13.08047297
TRINITY_DN123891_c0_g1_i1	LOC101735007	Chr07	33961612	33961612	8.075219003	1.058465012	0.033992511	0.395152498	8.309390901	8.362944161	8.698732115	8.332902265	8.856592169	7.218941713	5.425047082	6.307904835	8.269592833
TRINITY_DN124216_c1_g4_i1	cadm1-like	Chr07	82953056	82953056	2.95923096	-0.522785495	0.249205396	0.761392238	2.896062806	3.177428147	2.697579032	2.258799441	1.868593462	4.000002227	2.103354238	3.637161178	2.53797242
TRINITY_DN124217_c2_g4_i3	zw10	Chr07	73222380	73222380	6.167556752	-0.735582097	0.103446546	0.58770581	7.36140034	6.39366695	5.321143026	5.442483191	5.56271227	6.853838276	5.147103369	6.283482048	5.273713911
TRINITY_DN124266_c1_g1_i2	dyrk1a.2	Chr07	114616856	114616856	10.40459594	0.27328788	0.47942154	0.867550636	10.3517804	10.97298486	10.20267023	10.20593229	10.28367822	10.4459066	9.838097751	10.45595843	10.60900464
TRINITY_DN124359_c0_g1_i1	slc17a7	Chr07	104717111	104717111	2.460660514	-0.35527619	0.503491494	0.880294163	2.113392572	0.995129355	2.012456199	0.835674348	2.73445978	2.071425658	2.801734792	3.696274481	2.698110745
