gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue
TRINITY_DN110877_c0_g1_i3	NA	NA	NA	NA	-0.226302802	0.226302802	unbias	0.508118335	Ovary_mean
TRINITY_DN110879_c0_g1_i2	tfb1m	Chr10	9082099	9082099	-0.547374357	0.547374357	unbias	0.399795279	Ovary_mean
TRINITY_DN110879_c0_g2_i1	NA	NA	NA	NA	-0.964077376	0.964077376	unbias	0.368873109	G23_mean
TRINITY_DN110882_c0_g4_i1	NA	NA	NA	NA	0.256177195	0.256177195	unbias	0.286035233	G46_M_mean
TRINITY_DN110884_c0_g1_i2	NA	NA	NA	NA	0.832215328	0.832215328	unbias	0.434323991	Ovary_mean
TRINITY_DN110885_c0_g1_i1	LOC100493838-like	Chr02	30395779	30395779	-0.307702458	0.307702458	unbias	0.571335037	Ovary_mean
TRINITY_DN110891_c0_g7_i1	sh3gl1	Chr01	74984069	74984069	-0.234008912	0.234008912	unbias	0.448288986	G43_F_mean
TRINITY_DN110895_c0_g1_i1	NA	NA	NA	NA	-0.440529991	0.440529991	unbias	0.312454975	Ovary_mean
TRINITY_DN110916_c0_g1_i1	NA	NA	NA	NA	-0.450365388	0.450365388	unbias	0.25323877	Brain_mean
TRINITY_DN110920_c0_g1_i2	NA	NA	NA	NA	-0.057456682	0.057456682	unbias	0.336326775	Ovary_mean
TRINITY_DN110930_c0_g1_i1	NA	NA	NA	NA	0.891767524	0.891767524	unbias	0.360354251	G27_mean
TRINITY_DN110934_c0_g1_i2	LOC100495517	Chr05	144881906	144881906	-1.075759541	1.075759541	unbias	0.739836093	Brain_mean
TRINITY_DN110948_c0_g1_i1	NA	NA	NA	NA	-0.241125712	0.241125712	unbias	0.47671485	Ovary_mean
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	-0.06141959	0.06141959	unbias	0.157870288	Ovary_mean
TRINITY_DN110955_c0_g1_i1	NA	NA	NA	NA	0.763767942	0.763767942	unbias	0.206696488	G23_mean
TRINITY_DN110955_c0_g2_i1	NA	NA	NA	NA	-0.381538761	0.381538761	unbias	0.406585623	Brain_mean
TRINITY_DN110957_c0_g1_i1	sike1	Chr02	66934574	66934574	-0.164183829	0.164183829	unbias	0.217292616	Brain_mean
TRINITY_DN110959_c0_g1_i1	NA	NA	NA	NA	-1.349267158	1.349267158	unbias	0.430715293	Testis_mean
TRINITY_DN110970_c0_g1_i2	NA	NA	NA	NA	-0.416746346	0.416746346	unbias	0.283888611	Liver_mean
TRINITY_DN110974_c0_g1_i4	Xetrov90003223m	Chr01	157376647	157376647	0.676683296	0.676683296	unbias	0.603297085	Liver_mean
TRINITY_DN110982_c0_g1_i1	NA	NA	NA	NA	-0.057023297	0.057023297	unbias	0.329161825	Ovary_mean
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-0.737694591	0.737694591	unbias	0.449030578	Ovary_mean
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	1.358287894	1.358287894	unbias	0.291992629	Liver_mean
TRINITY_DN110996_c0_g1_i1	NA	NA	NA	NA	-0.116694166	0.116694166	unbias	0.29639037	G46_F_mean
TRINITY_DN110999_c0_g1_i1	NA	NA	NA	NA	0.292505317	0.292505317	unbias	0.447679332	Ovary_mean
TRINITY_DN111011_c1_g2_i1	NA	NA	NA	NA	0.566828406	0.566828406	unbias	0.311980347	Brain_mean
TRINITY_DN111012_c0_g1_i1	Xetrov90011196m	Chr04	42464714	42464714	0.377007126	0.377007126	unbias	0.609510768	Liver_mean
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	-0.173423022	0.173423022	unbias	0.356876441	Ovary_mean
TRINITY_DN111014_c0_g2_i1	NA	NA	NA	NA	-1.663793678	1.663793678	unbias	0.429123907	Ovary_mean
TRINITY_DN111019_c0_g1_i1	NA	NA	NA	NA	-0.21984559	0.21984559	unbias	0.170500885	G43_M_mean
TRINITY_DN111020_c0_g1_i1	NA	NA	NA	NA	-0.390956467	0.390956467	unbias	0.249807148	G43_F_mean
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	-0.352644753	0.352644753	unbias	0.258729683	Testis_mean
TRINITY_DN111048_c0_g2_i3	NA	NA	NA	NA	0.750807549	0.750807549	unbias	0.323216554	Brain_mean
TRINITY_DN111053_c0_g1_i1	NA	NA	NA	NA	0.155685902	0.155685902	unbias	0.080233701	G23_mean
TRINITY_DN111067_c0_g1_i1	mrpl39	Chr02	14525117	14525117	0.699259542	0.699259542	unbias	0.462234863	Ovary_mean
TRINITY_DN111069_c0_g1_i1	NA	NA	NA	NA	-1.400272754	1.400272754	unbias	0.2417091	Brain_mean
TRINITY_DN111074_c0_g1_i1	NA	NA	NA	NA	0.193073355	0.193073355	unbias	0.464053773	Brain_mean
TRINITY_DN111080_c0_g1_i3	NA	NA	NA	NA	0.19582474	0.19582474	unbias	0.196972481	Ovary_mean
TRINITY_DN111082_c0_g1_i1	slc2a9	Chr01	18216490	18216490	0.226228181	0.226228181	unbias	0.351452443	G43_M_mean
TRINITY_DN111084_c0_g3_i8	NA	NA	NA	NA	-0.182642696	0.182642696	unbias	0.505264047	Ovary_mean
TRINITY_DN111084_c0_g5_i1	NA	NA	NA	NA	-0.591660656	0.591660656	unbias	0.492518949	Ovary_mean
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	-0.75797622	0.75797622	unbias	0.372466531	G43_M_mean
TRINITY_DN111111_c0_g1_i1	NA	NA	NA	NA	0.471137951	0.471137951	unbias	0.405542871	Liver_mean
TRINITY_DN111114_c0_g1_i1	NA	NA	NA	NA	-0.299129428	0.299129428	unbias	0.245609306	Ovary_mean
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	-0.197235822	0.197235822	unbias	0.357743579	G27_mean
TRINITY_DN111129_c0_g1_i1	galt	scaffold_771	25593	25593	0.323107739	0.323107739	unbias	0.300833595	Ovary_mean
TRINITY_DN111143_c0_g1_i2	NA	NA	NA	NA	1.346202506	1.346202506	male	0.200198456	Brain_mean
TRINITY_DN111151_c0_g1_i1	NA	NA	NA	NA	-0.334230343	0.334230343	unbias	0.581512981	Ovary_mean
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.23828125	0.23828125	unbias	0.184420812	G23_mean
TRINITY_DN111158_c0_g1_i1	NA	NA	NA	NA	-1.05082915	1.05082915	unbias	0.284834081	G43_M_mean
TRINITY_DN111163_c0_g1_i3	NA	NA	NA	NA	0.210092347	0.210092347	unbias	0.866803885	Testis_mean
TRINITY_DN111167_c0_g1_i1	NA	NA	NA	NA	0.34925881	0.34925881	unbias	0.499872812	G43_M_mean
TRINITY_DN111173_c0_g1_i1	NA	NA	NA	NA	0.616373734	0.616373734	unbias	0.416114569	Liver_mean
TRINITY_DN111189_c0_g2_i1	noc4l	Chr01	147958547	147958547	0.280937144	0.280937144	unbias	0.967123373	Liver_mean
TRINITY_DN111190_c0_g1_i2	irf6.2	Chr05	80381766	80381766	-0.1905169	0.1905169	unbias	0.296769032	Ovary_mean
TRINITY_DN111200_c0_g1_i1	NA	NA	NA	NA	-0.644574949	0.644574949	unbias	0.35876646	Ovary_mean
TRINITY_DN111204_c0_g1_i1	lgr5-like	Chr03	50360357	50360357	-0.574180981	0.574180981	unbias	0.633174663	Brain_mean
TRINITY_DN111206_c0_g1_i1	NA	NA	NA	NA	-1.270662833	1.270662833	unbias	0.238505446	Brain_mean
TRINITY_DN111209_c0_g1_i1	NA	NA	NA	NA	0.006313204	0.006313204	unbias	0.252237423	Brain_mean
TRINITY_DN111216_c0_g2_i3	tyk2	Chr03	127122974	127122974	-0.694238925	0.694238925	unbias	0.390375756	Ovary_mean
TRINITY_DN111216_c0_g3_i1	sgol1	Chr06	78500226	78500226	-0.839301239	0.839301239	unbias	0.406270626	Ovary_mean
TRINITY_DN111220_c0_g1_i1	Xetrov90030195m	scaffold_73	1083572	1083572	0.301415089	0.301415089	unbias	0.274855441	Ovary_mean
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.645946908	0.645946908	unbias	0.42248944	Liver_mean
TRINITY_DN111223_c0_g1_i1	NA	NA	NA	NA	-0.088310284	0.088310284	unbias	0.362263447	Ovary_mean
TRINITY_DN111231_c0_g1_i1	kl	Chr02	150083364	150083364	1.349826273	1.349826273	unbias	0.199366144	Liver_mean
TRINITY_DN111246_c0_g1_i4	zmynd12	Chr07	77967231	77967231	-0.561288212	0.561288212	unbias	0.21519793	Ovary_mean
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	-0.147035761	0.147035761	unbias	0.421798313	Testis_mean
TRINITY_DN111257_c1_g1_i1	NA	NA	NA	NA	-0.238669774	0.238669774	unbias	0.16070886	G23_mean
TRINITY_DN111259_c0_g1_i2	plekho1-like	Chr08	107820155	107820155	-0.282353634	0.282353634	unbias	0.623048257	Liver_mean
TRINITY_DN111266_c0_g1_i1	pop1-like	Chr06	114278966	114278966	0.360108713	0.360108713	unbias	0.601874012	Ovary_mean
TRINITY_DN111267_c0_g1_i3	NA	NA	NA	NA	-0.093030918	0.093030918	unbias	0.251405463	Ovary_mean
TRINITY_DN111272_c1_g1_i1	NA	NA	NA	NA	0.153689536	0.153689536	unbias	0.342946515	G23_mean
TRINITY_DN111283_c0_g1_i2	NA	NA	NA	NA	0.048452409	0.048452409	unbias	0.361977883	Brain_mean
TRINITY_DN111288_c0_g1_i1	LOC100487355-like	Chr08	10830663	10830663	-0.867225378	0.867225378	unbias	0.602841699	G23_mean
TRINITY_DN111288_c0_g2_i1	NA	NA	NA	NA	1.879175952	1.879175952	unbias	0.806419129	G23_mean
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	-0.254960749	0.254960749	unbias	0.327892291	Ovary_mean
TRINITY_DN111294_c0_g1_i1	NA	NA	NA	NA	-0.036041928	0.036041928	unbias	0.295990352	Liver_mean
TRINITY_DN111316_c0_g1_i1	LOC100487773	Chr02	37561839	37561839	-0.471281755	0.471281755	unbias	0.293597182	Ovary_mean
TRINITY_DN111318_c0_g1_i3	NA	NA	NA	NA	0.211433841	0.211433841	unbias	0.703076995	Ovary_mean
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	-0.294976613	0.294976613	unbias	0.401630933	Ovary_mean
TRINITY_DN111333_c0_g1_i1	LOC100497637	Chr03	125614579	125614579	-0.525973876	0.525973876	unbias	0.217885226	Testis_mean
TRINITY_DN111338_c0_g1_i1	NA	NA	NA	NA	-1.574556635	1.574556635	female	0.166943452	G43_F_mean
TRINITY_DN111341_c0_g1_i1	mthfs	Chr03	115637860	115637860	0.35512559	0.35512559	unbias	0.711845262	Brain_mean
TRINITY_DN111351_c0_g1_i1	NA	NA	NA	NA	-0.892305377	0.892305377	unbias	0.302849117	G27_mean
TRINITY_DN111353_c0_g1_i1	NA	NA	NA	NA	0.478788078	0.478788078	unbias	0.599769568	Liver_mean
TRINITY_DN111356_c0_g1_i1	NA	NA	NA	NA	0.301457781	0.301457781	unbias	0.494252086	Ovary_mean
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	-0.238684671	0.238684671	unbias	0.57764965	Brain_mean
TRINITY_DN111366_c0_g2_i1	naprt	Chr06	134483651	134483651	-2.503011703	2.503011703	unbias	0.826946681	Brain_mean
TRINITY_DN111370_c0_g2_i1	isca1	Chr01	122707595	122707595	0.2224304	0.2224304	unbias	0.170696328	Ovary_mean
TRINITY_DN111376_c0_g1_i1	NA	NA	NA	NA	-0.66492122	0.66492122	unbias	0.178700136	Brain_mean
TRINITY_DN111380_c0_g1_i1	NA	NA	NA	NA	-0.991288868	0.991288868	unbias	0.268082898	G23_mean
TRINITY_DN111384_c0_g1_i1	alk-like.1	Chr05	2390020	2390020	0.522762828	0.522762828	unbias	0.258577395	G23_mean
TRINITY_DN111397_c0_g1_i1	NA	NA	NA	NA	-0.67843599	0.67843599	unbias	0.250627146	G43_F_mean
TRINITY_DN111402_c0_g1_i1	NA	NA	NA	NA	0.003686879	0.003686879	unbias	0.359023652	Brain_mean
TRINITY_DN111407_c0_g1_i1	NA	NA	NA	NA	0.368361783	0.368361783	unbias	0.248109298	G23_mean
TRINITY_DN111408_c0_g2_i1	sult1e1	Chr04	39016000	39016000	0.698296483	0.698296483	unbias	0.42011219	G23_mean
TRINITY_DN111410_c0_g1_i1	NA	NA	NA	NA	-1.355636313	1.355636313	unbias	0.786938944	Brain_mean
TRINITY_DN111411_c0_g1_i1	NA	NA	NA	NA	0.028323097	0.028323097	unbias	0.271422215	Ovary_mean
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	0.818943716	0.818943716	unbias	0.417422371	Liver_mean
TRINITY_DN111424_c0_g1_i1	NA	NA	NA	NA	0.062085868	0.062085868	unbias	0.213363176	Brain_mean
TRINITY_DN111428_c0_g1_i1	NA	NA	NA	NA	-1.385726387	1.385726387	unbias	0.320629944	Brain_mean
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	0.129760513	0.129760513	unbias	0.245498294	Brain_mean
TRINITY_DN111452_c0_g1_i1	NA	NA	NA	NA	-0.910066041	0.910066041	unbias	0.27391966	G43_F_mean
TRINITY_DN111460_c0_g2_i2	NA	NA	NA	NA	-0.399229086	0.399229086	unbias	0.165398832	G43_M_mean
TRINITY_DN111460_c0_g3_i3	NA	NA	NA	NA	-0.16011278	0.16011278	unbias	0.196772412	G23_mean
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	1.030290292	1.030290292	unbias	0.504147009	Brain_mean
TRINITY_DN111491_c0_g1_i1	gas6	Chr02	108648079	108648079	0.193108432	0.193108432	unbias	0.332752202	Ovary_mean
TRINITY_DN111504_c0_g1_i1	NA	NA	NA	NA	0.494436633	0.494436633	unbias	0.186796027	Ovary_mean
TRINITY_DN111508_c0_g1_i1	ei24	Chr07	65831647	65831647	0.384896925	0.384896925	unbias	0.322628482	Brain_mean
TRINITY_DN111510_c0_g2_i2	tmem129	Chr01	13302596	13302596	0.478424482	0.478424482	unbias	0.328879169	Liver_mean
TRINITY_DN111511_c0_g1_i1	NA	NA	NA	NA	-0.794054445	0.794054445	unbias	0.387063581	Ovary_mean
TRINITY_DN111515_c0_g1_i2	reep6	Chr01	80453085	80453085	1.117124424	1.117124424	unbias	0.380595482	Brain_mean
TRINITY_DN111518_c0_g1_i1	NA	NA	NA	NA	-0.721870256	0.721870256	unbias	0.247205569	G43_M_mean
TRINITY_DN111530_c0_g1_i1	znf518a	Chr07	17734780	17734780	-0.81198642	0.81198642	unbias	0.235283463	G43_F_mean
TRINITY_DN111535_c0_g1_i1	tomm22	Chr04	110087033	110087033	-0.384754896	0.384754896	unbias	0.773097647	Liver_mean
TRINITY_DN111536_c1_g1_i1	NA	NA	NA	NA	-0.204371513	0.204371513	unbias	0.763702196	Brain_mean
TRINITY_DN111538_c0_g1_i2	upk3b	Chr02	90361921	90361921	-0.217841336	0.217841336	unbias	0.391900847	Ovary_mean
TRINITY_DN111548_c0_g1_i3	NA	NA	NA	NA	-0.103304171	0.103304171	unbias	0.251235332	Ovary_mean
TRINITY_DN111552_c0_g1_i1	NA	NA	NA	NA	-0.614552845	0.614552845	unbias	0.471552667	Ovary_mean
TRINITY_DN111558_c0_g1_i1	NA	NA	NA	NA	-0.629806767	0.629806767	unbias	0.286448442	Brain_mean
TRINITY_DN111565_c0_g1_i1	NA	NA	NA	NA	-0.105880135	0.105880135	unbias	0.675856766	Liver_mean
TRINITY_DN111566_c0_g1_i2	NA	NA	NA	NA	0.277864788	0.277864788	unbias	0.163953526	Ovary_mean
TRINITY_DN111568_c0_g1_i1	NA	NA	NA	NA	-0.103905546	0.103905546	unbias	0.177966963	Ovary_mean
TRINITY_DN111576_c0_g1_i2	NA	NA	NA	NA	1.030539902	1.030539902	unbias	0.404216073	Testis_mean
TRINITY_DN111579_c0_g1_i1	NA	NA	NA	NA	-0.09694713	0.09694713	unbias	0.356944368	G23_mean
TRINITY_DN111582_c0_g1_i1	sppl3	Chr01	143400992	143400992	-0.848604163	0.848604163	unbias	0.437639226	Ovary_mean
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	0.186754712	0.186754712	unbias	0.331355107	Ovary_mean
TRINITY_DN111591_c0_g2_i2	NA	NA	NA	NA	0.861617905	0.861617905	unbias	0.599077782	G27_mean
TRINITY_DN111603_c0_g2_i1	NA	NA	NA	NA	0.445332303	0.445332303	unbias	0.14175546	Brain_mean
TRINITY_DN111608_c0_g1_i1	NA	NA	NA	NA	0.097408484	0.097408484	unbias	0.271424229	G46_M_mean
TRINITY_DN111610_c0_g1_i1	NA	NA	NA	NA	-0.141779038	0.141779038	unbias	0.233375758	G43_F_mean
TRINITY_DN111611_c0_g1_i1	NA	NA	NA	NA	0.837885051	0.837885051	unbias	0.4300164	Testis_mean
TRINITY_DN111615_c0_g1_i2	loh12cr1	scaffold_41	66521	66521	-0.298425596	0.298425596	unbias	0.423008017	Ovary_mean
TRINITY_DN111616_c0_g1_i1	NA	NA	NA	NA	-0.073658763	0.073658763	unbias	0.271761459	G23_mean
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	0.31148932	0.31148932	unbias	0.410312733	G23_mean
TRINITY_DN111634_c0_g2_i1	NA	NA	NA	NA	-0.346305214	0.346305214	unbias	0.255520052	G31_mean
TRINITY_DN111637_c0_g1_i1	NA	NA	NA	NA	0.19199051	0.19199051	unbias	0.157167702	Brain_mean
TRINITY_DN111655_c0_g1_i1	rcvrn.1	scaffold_210	148332	148332	0.831968178	0.831968178	unbias	0.411752964	G43_M_mean
TRINITY_DN111657_c0_g1_i1	gemin8	Chr02	102019529	102019529	0.448953295	0.448953295	unbias	0.667674242	Brain_mean
TRINITY_DN111662_c0_g1_i1	NA	NA	NA	NA	-0.268507517	0.268507517	unbias	0.369397796	Ovary_mean
TRINITY_DN111668_c0_g1_i1	NA	NA	NA	NA	0.332925109	0.332925109	unbias	0.25054145	Ovary_mean
TRINITY_DN111673_c0_g1_i1	NA	NA	NA	NA	0.529194184	0.529194184	unbias	0.258330651	Brain_mean
TRINITY_DN111683_c1_g1_i1	NA	NA	NA	NA	0.321686874	0.321686874	unbias	0.154965064	G23_mean
TRINITY_DN111683_c1_g3_i4	NA	NA	NA	NA	0.907159685	0.907159685	unbias	0.661410431	Brain_mean
TRINITY_DN111683_c1_g6_i1	NA	NA	NA	NA	0.086729798	0.086729798	unbias	0.212986053	Brain_mean
TRINITY_DN111688_c0_g1_i2	NA	NA	NA	NA	-0.139073429	0.139073429	unbias	0.248797939	Ovary_mean
TRINITY_DN111700_c0_g1_i1	NA	NA	NA	NA	-0.217194712	0.217194712	unbias	0.125326227	Brain_mean
TRINITY_DN111706_c1_g1_i1	NA	NA	NA	NA	-0.09982206	0.09982206	unbias	0.171256962	G23_mean
TRINITY_DN111713_c0_g2_i1	NA	NA	NA	NA	-0.24977681	0.24977681	unbias	0.481491861	Ovary_mean
TRINITY_DN111713_c0_g3_i1	NA	NA	NA	NA	0.056880695	0.056880695	unbias	0.571871599	Ovary_mean
TRINITY_DN111719_c1_g1_i1	Xetrov90030953m	scaffold_98	186113	186113	0.014690173	0.014690173	unbias	0.38321206	Ovary_mean
TRINITY_DN111724_c0_g1_i1	ebf2	Chr03	106405241	106405241	0.040487397	0.040487397	unbias	0.488509326	Ovary_mean
TRINITY_DN111732_c1_g3_i1	eogt	Chr04	131516355	131516355	0.353802386	0.353802386	unbias	0.151084396	Ovary_mean
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	0.118052622	0.118052622	unbias	0.273273247	Ovary_mean
TRINITY_DN111752_c0_g1_i1	NA	NA	NA	NA	-0.143055902	0.143055902	unbias	0.292565998	Ovary_mean
TRINITY_DN111754_c0_g1_i1	NA	NA	NA	NA	-0.235623195	0.235623195	unbias	0.292273888	Brain_mean
TRINITY_DN111780_c0_g2_i2	NA	NA	NA	NA	-0.153158704	0.153158704	unbias	0.290630305	Ovary_mean
TRINITY_DN111788_c0_g1_i1	hcn1	Chr01	181104515	181104515	0.099984406	0.099984406	unbias	0.791929361	Liver_mean
TRINITY_DN111797_c0_g1_i1	NA	NA	NA	NA	-0.026815317	0.026815317	unbias	0.292545047	Ovary_mean
TRINITY_DN111801_c0_g1_i1	med14-like	Chr02	70152404	70152404	-0.781775848	0.781775848	unbias	0.452193413	Liver_mean
TRINITY_DN111803_c0_g1_i2	NA	NA	NA	NA	0.140314966	0.140314966	unbias	0.307569502	Testis_mean
TRINITY_DN111804_c0_g1_i4	NA	NA	NA	NA	-0.774795649	0.774795649	unbias	0.27852268	Ovary_mean
TRINITY_DN111804_c0_g2_i1	cpb2	Chr02	131049700	131049700	-0.321133525	0.321133525	unbias	0.180961633	Ovary_mean
TRINITY_DN111810_c0_g4_i1	traf3	Chr08	76953094	76953094	-1.716046912	1.716046912	female	0.375130367	G23_mean
TRINITY_DN111812_c0_g1_i1	LOC101730375	Chr07	28433838	28433838	1.556792381	1.556792381	unbias	0.812588187	Liver_mean
TRINITY_DN111820_c0_g1_i5	NA	NA	NA	NA	-0.162522315	0.162522315	unbias	0.520963547	Ovary_mean
TRINITY_DN111833_c0_g1_i3	mtg2	Chr10	1161281	1161281	0.662512058	0.662512058	unbias	0.154709755	G27_mean
TRINITY_DN111838_c0_g1_i1	NA	NA	NA	NA	0.217440412	0.217440412	unbias	0.225917009	Testis_mean
TRINITY_DN111840_c0_g1_i1	NA	NA	NA	NA	-0.630765952	0.630765952	unbias	0.451774665	G46_F_mean
TRINITY_DN111853_c0_g1_i1	LOC100496997-like	Chr02	138250630	138250630	-0.025565001	0.025565001	unbias	0.243627703	Brain_mean
TRINITY_DN111859_c0_g1_i1	NA	NA	NA	NA	-0.77669025	0.77669025	unbias	0.522126834	Ovary_mean
TRINITY_DN111860_c0_g1_i1	ncapd3	Chr07	49509701	49509701	-0.429696381	0.429696381	unbias	0.545643192	Ovary_mean
TRINITY_DN111861_c0_g1_i1	NA	NA	NA	NA	-0.347016682	0.347016682	unbias	0.459579784	Ovary_mean
TRINITY_DN111866_c0_g1_i1	NA	NA	NA	NA	0.397151088	0.397151088	unbias	0.686939609	G27_mean
TRINITY_DN111882_c0_g2_i2	NA	NA	NA	NA	-1.438812514	1.438812514	unbias	0.28848916	Ovary_mean
TRINITY_DN111898_c0_g1_i2	plcb2	Chr08	94159012	94159012	-0.359244625	0.359244625	unbias	0.475122391	Ovary_mean
TRINITY_DN111933_c0_g1_i1	NA	NA	NA	NA	0.016749476	0.016749476	unbias	0.375107972	Brain_mean
TRINITY_DN111935_c0_g1_i1	NA	NA	NA	NA	0.098304936	0.098304936	unbias	0.569244348	G43_M_mean
TRINITY_DN111938_c0_g1_i1	c11orf49	Chr04	151653	151653	0.170902708	0.170902708	unbias	0.231131122	Brain_mean
TRINITY_DN111942_c0_g2_i1	ptf1a	Chr06	18183506	18183506	-2.445674908	2.445674908	unbias	0.701319653	G27_mean
TRINITY_DN111958_c0_g1_i1	rnf7	Chr05	125903385	125903385	1.219273143	1.219273143	unbias	0.575473158	G43_M_mean
TRINITY_DN111960_c0_g1_i1	NA	NA	NA	NA	-0.420929947	0.420929947	unbias	0.193633412	G43_M_mean
TRINITY_DN111963_c1_g2_i1	atg16l1	Chr05	123273939	123273939	-1.704509315	1.704509315	unbias	0.344461529	Brain_mean
TRINITY_DN111973_c0_g1_i2	NA	NA	NA	NA	0.418272698	0.418272698	unbias	0.515473847	G46_M_mean
TRINITY_DN111974_c0_g1_i2	kctd15	Chr04	19757914	19757914	-0.157597851	0.157597851	unbias	0.258673272	Brain_mean
TRINITY_DN111980_c0_g1_i1	otud1	Chr06	18074802	18074802	-0.6273487	0.6273487	unbias	0.238663792	G43_M_mean
TRINITY_DN111983_c0_g2_i1	NA	NA	NA	NA	-0.521426843	0.521426843	unbias	0.255881049	G23_mean
TRINITY_DN111984_c0_g1_i1	NA	NA	NA	NA	-0.343818888	0.343818888	unbias	0.270725078	Brain_mean
TRINITY_DN111985_c0_g1_i1	NA	NA	NA	NA	0.24762472	0.24762472	unbias	0.246839305	Testis_mean
TRINITY_DN111985_c0_g2_i1	NA	NA	NA	NA	0.997238517	0.997238517	unbias	0.168400144	Brain_mean
TRINITY_DN112006_c0_g1_i1	NA	NA	NA	NA	0.016663031	0.016663031	unbias	0.327715122	Ovary_mean
TRINITY_DN112014_c0_g1_i1	LOC101732113	Chr07	95784438	95784438	1.066272248	1.066272248	unbias	0.583783734	G27_mean
TRINITY_DN112021_c0_g1_i1	NA	NA	NA	NA	-0.757771442	0.757771442	unbias	0.529420657	Brain_mean
TRINITY_DN112022_c0_g1_i1	wrb	Chr02	7672769	7672769	-0.432041467	0.432041467	unbias	0.365805577	Testis_mean
TRINITY_DN112022_c0_g2_i2	NA	NA	NA	NA	0.224438787	0.224438787	unbias	0.296475666	Ovary_mean
TRINITY_DN112025_c0_g1_i2	NA	NA	NA	NA	-0.070967567	0.070967567	unbias	0.285431172	G46_M_mean
TRINITY_DN112043_c0_g1_i1	tapbpl-like	Chr07	1801832	1801832	0.659809669	0.659809669	unbias	0.225408979	Brain_mean
TRINITY_DN112051_c0_g1_i2	slc4a5	Chr03	112917024	112917024	-0.516694149	0.516694149	unbias	0.366134401	Brain_mean
TRINITY_DN112056_c0_g3_i3	NA	NA	NA	NA	-0.238755729	0.238755729	unbias	0.125235458	G23_mean
TRINITY_DN112060_c0_g1_i2	NA	NA	NA	NA	0.201034924	0.201034924	unbias	0.165064937	G43_F_mean
TRINITY_DN112061_c0_g1_i1	NA	NA	NA	NA	0.170852054	0.170852054	unbias	0.263843804	Brain_mean
TRINITY_DN112070_c0_g1_i2	NA	NA	NA	NA	0.254631925	0.254631925	unbias	0.525134438	G23_mean
TRINITY_DN112075_c0_g1_i1	tnk2	Chr05	109822499	109822499	-1.020635667	1.020635667	unbias	0.636189588	Brain_mean
TRINITY_DN112076_c0_g2_i1	NA	NA	NA	NA	-0.45389911	0.45389911	unbias	0.405441486	Brain_mean
TRINITY_DN112081_c0_g3_i7	NA	NA	NA	NA	0.191749431	0.191749431	unbias	0.302169065	Ovary_mean
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	0.541801181	0.541801181	unbias	0.2592401	G27_mean
TRINITY_DN112089_c0_g1_i1	nrm	Chr08	52369033	52369033	-0.151776528	0.151776528	unbias	0.293816955	Brain_mean
TRINITY_DN112096_c1_g1_i1	Xetrov90022240m	Chr08	109588673	109588673	-0.954796916	0.954796916	unbias	0.211747291	Ovary_mean
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	0.1526096	0.1526096	unbias	0.224799012	Ovary_mean
TRINITY_DN112100_c0_g1_i1	NA	NA	NA	NA	0.030285356	0.030285356	unbias	0.159772746	Ovary_mean
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	0.209612049	0.209612049	unbias	0.258387937	Ovary_mean
TRINITY_DN112107_c0_g1_i1	NA	NA	NA	NA	-0.672912095	0.672912095	unbias	0.306389714	Ovary_mean
TRINITY_DN112113_c0_g2_i1	acvr2b	Chr06	6159628	6159628	-0.7750309	0.7750309	unbias	0.469445811	Brain_mean
TRINITY_DN112117_c1_g1_i4	NA	NA	NA	NA	0.957221839	0.957221839	unbias	0.75816465	Ovary_mean
TRINITY_DN112136_c0_g1_i1	NA	NA	NA	NA	0.528729705	0.528729705	unbias	0.435142561	Ovary_mean
TRINITY_DN112144_c0_g1_i4	fis1	Chr03	134716060	134716060	0.871139895	0.871139895	unbias	0.207562976	G43_M_mean
TRINITY_DN112147_c0_g1_i2	NA	NA	NA	NA	0.219399998	0.219399998	unbias	0.364676629	Brain_mean
TRINITY_DN112152_c0_g2_i1	NA	NA	NA	NA	-0.045456838	0.045456838	unbias	0.261804622	Ovary_mean
