gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue
TRINITY_DN121222_c0_g1_i2	n4bp1	Chr04	25940137	25940137	-0.032052199	0.032052199	unbias	0.418734333	Ovary_mean
TRINITY_DN121223_c0_g2_i5	mlnr	Chr02	146255509	146255509	-0.621151572	0.621151572	unbias	0.488722584	G46_F_mean
TRINITY_DN121224_c0_g1_i3	NA	NA	NA	NA	0.222571791	0.222571791	unbias	0.231271933	Brain_mean
TRINITY_DN121224_c2_g1_i1	NA	NA	NA	NA	0.053620511	0.053620511	unbias	0.780861634	Brain_mean
TRINITY_DN121226_c0_g1_i3	NA	NA	NA	NA	1.202377527	1.202377527	unbias	0.364917836	Ovary_mean
TRINITY_DN121228_c0_g1_i1	NA	NA	NA	NA	-0.132683708	0.132683708	unbias	0.337863228	Ovary_mean
TRINITY_DN121229_c0_g1_i4	NA	NA	NA	NA	-0.168049022	0.168049022	unbias	0.555105296	Liver_mean
TRINITY_DN121229_c1_g1_i1	NA	NA	NA	NA	0.610436271	0.610436271	unbias	0.494135612	Liver_mean
TRINITY_DN121231_c0_g1_i2	NA	NA	NA	NA	0.250062378	0.250062378	unbias	0.180911601	G43_M_mean
TRINITY_DN121233_c0_g3_i1	NA	NA	NA	NA	-0.081296503	0.081296503	unbias	0.181140267	Ovary_mean
TRINITY_DN121234_c1_g1_i3	NA	NA	NA	NA	0.348723967	0.348723967	unbias	0.681506734	Ovary_mean
TRINITY_DN121235_c0_g1_i1	cenpm	Chr04	105778900	105778900	-0.438161657	0.438161657	unbias	0.310717076	G43_F_mean
TRINITY_DN121237_c1_g2_i1	cacna1a-like	Chr03	129506774	129506774	0.16889903	0.16889903	unbias	0.335292348	Ovary_mean
TRINITY_DN121238_c0_g1_i2	NA	NA	NA	NA	-0.570090852	0.570090852	unbias	0.317415937	Brain_mean
TRINITY_DN121239_c1_g1_i1	klhl36-like	Chr04	64622355	64622355	0.896299266	0.896299266	unbias	0.614843087	G27_mean
TRINITY_DN121241_c1_g1_i1	NA	NA	NA	NA	-0.118544883	0.118544883	unbias	0.368533806	Ovary_mean
TRINITY_DN121243_c0_g1_i4	NA	NA	NA	NA	0.042670764	0.042670764	unbias	0.734460139	G46_M_mean
TRINITY_DN121244_c2_g1_i3	NA	NA	NA	NA	-0.285138062	0.285138062	unbias	0.675181673	Brain_mean
TRINITY_DN121246_c0_g1_i1	NA	NA	NA	NA	0.149068303	0.149068303	unbias	0.439262494	Brain_mean
TRINITY_DN121247_c1_g2_i3	hid1	Chr10	35688243	35688243	-0.244594189	0.244594189	unbias	0.402632159	Ovary_mean
TRINITY_DN121247_c1_g4_i1	LOC100490582-like	Chr09	15852217	15852217	-0.460399051	0.460399051	unbias	0.420111275	Ovary_mean
TRINITY_DN121249_c3_g1_i1	NA	NA	NA	NA	0.398982091	0.398982091	unbias	0.363663437	G43_M_mean
TRINITY_DN121251_c0_g1_i1	NA	NA	NA	NA	0.418621505	0.418621505	unbias	0.736636537	Ovary_mean
TRINITY_DN121253_c0_g3_i1	NA	NA	NA	NA	-0.056599921	0.056599921	unbias	0.36888166	Ovary_mean
TRINITY_DN121255_c0_g1_i1	NA	NA	NA	NA	-0.17503902	0.17503902	unbias	0.331911282	Ovary_mean
TRINITY_DN121256_c0_g1_i1	NA	NA	NA	NA	0.562624535	0.562624535	unbias	0.756049822	Brain_mean
TRINITY_DN121257_c0_g1_i1	NA	NA	NA	NA	0.100748619	0.100748619	unbias	0.440516263	G46_M_mean
TRINITY_DN121257_c0_g2_i12	NA	NA	NA	NA	0.254875165	0.254875165	unbias	0.430031662	G46_M_mean
TRINITY_DN121258_c1_g1_i1	NA	NA	NA	NA	0.478523066	0.478523066	unbias	0.278545894	Ovary_mean
TRINITY_DN121259_c0_g1_i1	NA	NA	NA	NA	0.276136969	0.276136969	unbias	0.558111273	Brain_mean
TRINITY_DN121260_c1_g1_i1	NA	NA	NA	NA	0.15705022	0.15705022	unbias	0.430465487	Brain_mean
TRINITY_DN121261_c0_g2_i1	LOC100495698-like	Chr03	85321777	85321777	-0.251305489	0.251305489	unbias	0.209042461	Ovary_mean
TRINITY_DN121263_c0_g2_i1	NA	NA	NA	NA	0.448554314	0.448554314	unbias	0.502918247	Brain_mean
TRINITY_DN121263_c0_g3_i1	NA	NA	NA	NA	0.129322998	0.129322998	unbias	0.444576217	Brain_mean
TRINITY_DN121264_c0_g1_i3	yipf7	Chr01	28520233	28520233	-0.474681996	0.474681996	unbias	0.574766722	G43_F_mean
TRINITY_DN121268_c0_g2_i1	NA	NA	NA	NA	-0.097629302	0.097629302	unbias	0.478253521	Ovary_mean
TRINITY_DN121270_c0_g2_i2	NA	NA	NA	NA	-0.352711762	0.352711762	unbias	0.22271021	Brain_mean
TRINITY_DN121271_c0_g1_i1	NA	NA	NA	NA	-0.20834402	0.20834402	unbias	0.133774618	Ovary_mean
TRINITY_DN121272_c0_g1_i2	NA	NA	NA	NA	0.491767612	0.491767612	unbias	0.354914274	G43_M_mean
TRINITY_DN121273_c0_g2_i1	NA	NA	NA	NA	-0.298734483	0.298734483	unbias	0.498349105	G43_F_mean
TRINITY_DN121276_c0_g2_i1	NA	NA	NA	NA	0.085149436	0.085149436	unbias	0.329755821	Brain_mean
TRINITY_DN121277_c0_g1_i1	NA	NA	NA	NA	0.795777899	0.795777899	unbias	0.764878101	Brain_mean
TRINITY_DN121278_c0_g1_i1	tmem229b-like	Chr08	97443155	97443155	0.481104855	0.481104855	unbias	0.528682733	Ovary_mean
TRINITY_DN121282_c0_g1_i1	ldb3-like.2	Chr07	45770011	45770011	0.074845695	0.074845695	unbias	0.409339275	Brain_mean
TRINITY_DN121283_c0_g1_i1	LOC100489530-like	Chr08	111927446	111927446	-0.28727291	0.28727291	unbias	0.256291951	Ovary_mean
TRINITY_DN121284_c0_g1_i2	NA	NA	NA	NA	-0.024895689	0.024895689	unbias	0.757325782	Ovary_mean
TRINITY_DN121287_c2_g1_i3	NA	NA	NA	NA	0.171886789	0.171886789	unbias	0.389934275	Ovary_mean
TRINITY_DN121287_c2_g4_i4	NA	NA	NA	NA	-0.58932712	0.58932712	unbias	0.349870073	G43_F_mean
TRINITY_DN121288_c0_g1_i1	cdk5r2	Chr09	77477661	77477661	0.195518635	0.195518635	unbias	0.462795207	Ovary_mean
TRINITY_DN121291_c0_g1_i1	NA	NA	NA	NA	-0.043972922	0.043972922	unbias	0.515882129	Testis_mean
TRINITY_DN121292_c0_g1_i1	NA	NA	NA	NA	-0.165306884	0.165306884	unbias	0.229920551	Ovary_mean
TRINITY_DN121294_c0_g1_i1	NA	NA	NA	NA	0.092123053	0.092123053	unbias	0.515233849	Brain_mean
TRINITY_DN121294_c0_g2_i2	NA	NA	NA	NA	0.234041061	0.234041061	unbias	0.544243212	Brain_mean
TRINITY_DN121295_c0_g1_i1	NA	NA	NA	NA	0.319530486	0.319530486	unbias	0.581291425	Brain_mean
TRINITY_DN121296_c0_g2_i1	mrps22	Chr05	124920712	124920712	0.398306121	0.398306121	unbias	0.506521794	Ovary_mean
TRINITY_DN121298_c0_g2_i2	NA	NA	NA	NA	0.299285218	0.299285218	unbias	0.878043434	Brain_mean
TRINITY_DN121300_c0_g2_i5	NA	NA	NA	NA	0.269181045	0.269181045	unbias	0.360772146	Brain_mean
TRINITY_DN121301_c0_g2_i3	NA	NA	NA	NA	0.100914703	0.100914703	unbias	0.316180885	Liver_mean
TRINITY_DN121303_c0_g1_i1	NA	NA	NA	NA	-0.175766889	0.175766889	unbias	0.279527828	Ovary_mean
TRINITY_DN121303_c1_g2_i4	rapgef4-like	Chr09	61837922	61837922	-0.244835141	0.244835141	unbias	0.312467577	G43_F_mean
TRINITY_DN121308_c0_g2_i1	NA	NA	NA	NA	-0.550551261	0.550551261	unbias	0.365756246	Ovary_mean
TRINITY_DN121310_c0_g1_i1	nifk	scaffold_456	71418	71418	-0.297882939	0.297882939	unbias	0.270503861	G23_mean
TRINITY_DN121313_c0_g1_i3	NA	NA	NA	NA	-0.76842104	0.76842104	unbias	0.337838949	Ovary_mean
TRINITY_DN121318_c0_g1_i2	NA	NA	NA	NA	0.017532156	0.017532156	unbias	0.788112196	Brain_mean
TRINITY_DN121319_c1_g4_i12	NA	NA	NA	NA	-0.008602792	0.008602792	unbias	0.192500754	G43_M_mean
TRINITY_DN12131_c0_g1_i1	NA	NA	NA	NA	-0.484836563	0.484836563	unbias	0.208197048	G23_mean
TRINITY_DN121320_c0_g1_i1	NA	NA	NA	NA	-0.010602146	0.010602146	unbias	0.167229367	Liver_mean
TRINITY_DN121322_c0_g1_i2	NA	NA	NA	NA	0.22317437	0.22317437	unbias	0.548544727	Liver_mean
TRINITY_DN121324_c0_g3_i1	NA	NA	NA	NA	0.701720896	0.701720896	unbias	0.763197079	G43_M_mean
TRINITY_DN121327_c0_g1_i1	NA	NA	NA	NA	-0.060325713	0.060325713	unbias	0.465421666	G46_F_mean
TRINITY_DN121329_c0_g1_i2	NA	NA	NA	NA	0.234257432	0.234257432	unbias	0.340632643	G43_M_mean
TRINITY_DN121330_c1_g1_i2	NA	NA	NA	NA	-0.061768445	0.061768445	unbias	0.483551748	Ovary_mean
TRINITY_DN121334_c5_g4_i1	NA	NA	NA	NA	-0.295013778	0.295013778	unbias	0.303310916	Ovary_mean
TRINITY_DN121336_c0_g2_i1	NA	NA	NA	NA	-0.071687092	0.071687092	unbias	0.214245647	Ovary_mean
TRINITY_DN121337_c0_g1_i5	NA	NA	NA	NA	-0.149114979	0.149114979	unbias	0.474945778	G43_F_mean
TRINITY_DN121338_c0_g1_i2	orc2	Chr09	49267809	49267809	-0.181005947	0.181005947	unbias	0.712218144	Ovary_mean
TRINITY_DN121340_c2_g1_i1	NA	NA	NA	NA	-0.1712708	0.1712708	unbias	0.054069056	Testis_mean
TRINITY_DN121341_c0_g1_i1	wsb1	Chr02	101222122	101222122	0.305611442	0.305611442	unbias	0.387796465	G46_M_mean
TRINITY_DN121342_c0_g1_i1	arhgap40-like	Chr10	31870948	31870948	0.276020425	0.276020425	unbias	0.76924835	Brain_mean
TRINITY_DN121343_c0_g1_i2	NA	NA	NA	NA	-0.445307626	0.445307626	unbias	0.185113449	Liver_mean
TRINITY_DN121345_c0_g2_i1	NA	NA	NA	NA	0.560084685	0.560084685	unbias	0.51467661	Brain_mean
TRINITY_DN121347_c0_g1_i2	hook2-like	scaffold_185	94113	94113	-3.851454336	3.851454336	female	0.814820422	G46_F_mean
TRINITY_DN121348_c0_g1_i1	NA	NA	NA	NA	-0.00077845	0.00077845	unbias	0.392544151	G46_M_mean
TRINITY_DN121351_c0_g1_i1	NA	NA	NA	NA	-0.428557032	0.428557032	unbias	0.198602984	Brain_mean
TRINITY_DN121352_c2_g1_i1	rabggtb	Chr04	70804062	70804062	-0.484635716	0.484635716	unbias	0.283503198	G43_F_mean
TRINITY_DN121352_c2_g3_i1	NA	NA	NA	NA	-1.314762403	1.314762403	unbias	0.605971776	G43_F_mean
TRINITY_DN121355_c0_g1_i4	NA	NA	NA	NA	-5.094790784	5.094790784	female	0.868801809	Ovary_mean
TRINITY_DN121356_c0_g1_i4	NA	NA	NA	NA	-0.173652783	0.173652783	unbias	0.329548327	Ovary_mean
TRINITY_DN121358_c0_g1_i1	gyg1	Chr05	118797205	118797205	-0.024055774	0.024055774	unbias	0.183583287	Ovary_mean
TRINITY_DN121359_c1_g2_i1	fscn2	Chr10	20609595	20609595	-1.817497161	1.817497161	unbias	0.825031934	G43_F_mean
TRINITY_DN121359_c1_g3_i1	NA	NA	NA	NA	-1.38198739	1.38198739	unbias	0.743466333	G43_F_mean
TRINITY_DN121361_c0_g2_i3	NA	NA	NA	NA	0.032525353	0.032525353	unbias	0.529778857	G27_mean
TRINITY_DN121361_c0_g4_i1	trpc1-like	Chr05	116374820	116374820	0.143127986	0.143127986	unbias	0.317506742	Brain_mean
TRINITY_DN121362_c0_g1_i1	LOC100497487	Chr10	23068428	23068428	0.179793274	0.179793274	unbias	0.296311499	Brain_mean
TRINITY_DN121363_c0_g1_i1	NA	NA	NA	NA	-0.03476733	0.03476733	unbias	0.157507195	Testis_mean
TRINITY_DN121363_c0_g2_i2	NA	NA	NA	NA	-0.3976293	0.3976293	unbias	0.130772474	Testis_mean
TRINITY_DN121364_c0_g1_i2	NA	NA	NA	NA	0.461507806	0.461507806	unbias	0.43931108	Liver_mean
TRINITY_DN121366_c0_g1_i5	NA	NA	NA	NA	-0.212612678	0.212612678	unbias	0.443757586	Ovary_mean
TRINITY_DN121367_c0_g2_i1	NA	NA	NA	NA	-0.197465241	0.197465241	unbias	0.353409033	Ovary_mean
TRINITY_DN121368_c0_g1_i1	NA	NA	NA	NA	0.452436963	0.452436963	unbias	0.538532795	G46_M_mean
TRINITY_DN121369_c0_g1_i1	dnajc30	Chr02	37221903	37221903	0.083930406	0.083930406	unbias	0.441420093	Ovary_mean
TRINITY_DN121370_c0_g1_i5	NA	NA	NA	NA	-0.453669843	0.453669843	unbias	0.383602579	Testis_mean
TRINITY_DN121372_c0_g1_i4	NA	NA	NA	NA	-0.106076909	0.106076909	unbias	0.466569251	Ovary_mean
TRINITY_DN121373_c0_g2_i1	NA	NA	NA	NA	1.186118767	1.186118767	unbias	0.857532654	G31_mean
TRINITY_DN121374_c1_g1_i3	NA	NA	NA	NA	-0.3080059	0.3080059	unbias	0.296856279	Brain_mean
TRINITY_DN121375_c6_g2_i6	c16orf13	Chr09	15813756	15813756	-0.075579105	0.075579105	unbias	0.276736613	Ovary_mean
TRINITY_DN121375_c6_g6_i1	c6orf120	Chr05	40217581	40217581	-0.270453903	0.270453903	unbias	0.307547411	G43_F_mean
TRINITY_DN121376_c0_g1_i2	LOC100498278	scaffold_113	647787	647787	1.862869724	1.862869724	unbias	0.795006999	Brain_mean
TRINITY_DN121377_c0_g1_i1	elovl5	Chr05	114321936	114321936	-0.191970964	0.191970964	unbias	0.569816264	G27_mean
TRINITY_DN121378_c0_g1_i1	NA	NA	NA	NA	-0.082139657	0.082139657	unbias	0.510172256	Ovary_mean
TRINITY_DN121378_c0_g2_i2	smek2	Chr05	25865725	25865725	0.03930314	0.03930314	unbias	0.222701271	G23_mean
TRINITY_DN121379_c0_g3_i1	NA	NA	NA	NA	0.006073139	0.006073139	unbias	0.367194457	Brain_mean
TRINITY_DN121381_c0_g2_i3	NA	NA	NA	NA	-0.722917925	0.722917925	unbias	0.656153123	Brain_mean
TRINITY_DN121382_c0_g2_i1	NA	NA	NA	NA	0.164091275	0.164091275	unbias	0.221344124	Brain_mean
TRINITY_DN121384_c0_g1_i7	NA	NA	NA	NA	-0.79040617	0.79040617	unbias	0.165680885	Ovary_mean
TRINITY_DN121385_c0_g3_i3	cmip-like	Chr04	54950042	54950042	-0.164737773	0.164737773	unbias	0.587408715	Brain_mean
TRINITY_DN121386_c0_g1_i1	NA	NA	NA	NA	0.288563296	0.288563296	unbias	0.5001852	G43_M_mean
TRINITY_DN121394_c0_g2_i1	ftsj3	scaffold_27	527019	527019	-0.06628142	0.06628142	unbias	0.177545274	Brain_mean
TRINITY_DN121395_c0_g2_i1	LOC100216149	scaffold_526	9680	9680	-0.166507033	0.166507033	unbias	0.138579237	Testis_mean
TRINITY_DN121396_c0_g1_i1	fam131a-like	Chr05	111285018	111285018	0.659095973	0.659095973	unbias	0.480449908	Liver_mean
TRINITY_DN121399_c0_g1_i1	lrrc8e	Chr03	123775664	123775664	-0.051538778	0.051538778	unbias	0.632462078	G46_M_mean
TRINITY_DN121400_c0_g1_i4	NA	NA	NA	NA	-0.408807249	0.408807249	unbias	0.631391727	Liver_mean
TRINITY_DN121401_c0_g1_i1	NA	NA	NA	NA	-0.329388207	0.329388207	unbias	0.244945892	Ovary_mean
TRINITY_DN121405_c0_g3_i2	fam120a	scaffold_350	69567	69567	-0.013256213	0.013256213	unbias	0.525954106	G46_M_mean
TRINITY_DN121406_c0_g1_i2	NA	NA	NA	NA	0.35535584	0.35535584	unbias	0.791670913	Brain_mean
TRINITY_DN121407_c0_g1_i1	bbs1	Chr04	37644842	37644842	-0.174918301	0.174918301	unbias	0.563260851	Ovary_mean
TRINITY_DN121408_c0_g4_i1	ube2c	Chr10	16577842	16577842	-0.160057478	0.160057478	unbias	0.613294304	Brain_mean
TRINITY_DN121409_c1_g1_i1	elf1	Chr02	129003239	129003239	0.1576306	0.1576306	unbias	0.265097284	G43_M_mean
TRINITY_DN121410_c0_g1_i3	NA	NA	NA	NA	-0.356926353	0.356926353	unbias	0.534687494	Brain_mean
TRINITY_DN121411_c0_g1_i1	NA	NA	NA	NA	0.246898328	0.246898328	unbias	0.684843187	G31_mean
TRINITY_DN121411_c0_g3_i1	NA	NA	NA	NA	0.649816123	0.649816123	unbias	0.70391444	G31_mean
TRINITY_DN121412_c0_g1_i3	LOC100485780	Chr07	8025303	8025303	0.55538514	0.55538514	unbias	0.298446456	Liver_mean
TRINITY_DN121413_c0_g1_i2	cry2	Chr04	5667696	5667696	-0.542287139	0.542287139	unbias	0.230680294	Ovary_mean
TRINITY_DN121414_c0_g1_i1	cdk12	Chr10	3233887	3233887	-0.235830501	0.235830501	unbias	0.63090857	Ovary_mean
TRINITY_DN121415_c1_g3_i2	LOC100494968	Chr02	46165667	46165667	0.398133085	0.398133085	unbias	0.313210506	Brain_mean
TRINITY_DN121416_c0_g1_i2	NA	NA	NA	NA	0.369255112	0.369255112	unbias	0.444509516	Ovary_mean
TRINITY_DN121417_c1_g1_i4	Xetrov90020926m	Chr08	55734634	55734634	0.201564922	0.201564922	unbias	0.336122186	Ovary_mean
TRINITY_DN121418_c2_g1_i1	NA	NA	NA	NA	-0.345794194	0.345794194	unbias	0.204796605	G43_F_mean
TRINITY_DN121418_c3_g5_i1	NA	NA	NA	NA	0.393351133	0.393351133	unbias	0.292228655	Ovary_mean
TRINITY_DN121419_c0_g1_i2	NA	NA	NA	NA	-1.402147429	1.402147429	unbias	0.589808335	Ovary_mean
TRINITY_DN121421_c0_g2_i1	isoc1	Chr01	158912481	158912481	-0.397708221	0.397708221	unbias	0.602437735	Brain_mean
TRINITY_DN121421_c0_g3_i1	NA	NA	NA	NA	-0.461665985	0.461665985	unbias	0.270718988	G43_F_mean
TRINITY_DN121422_c0_g9_i2	NA	NA	NA	NA	0.226642173	0.226642173	unbias	0.367918687	Ovary_mean
TRINITY_DN121423_c0_g1_i3	NA	NA	NA	NA	0.255990672	0.255990672	unbias	0.637371872	G27_mean
TRINITY_DN121425_c1_g1_i1	NA	NA	NA	NA	-0.537406991	0.537406991	unbias	0.26126446	Brain_mean
TRINITY_DN121425_c1_g2_i1	NA	NA	NA	NA	0.206339261	0.206339261	unbias	0.459276706	Testis_mean
TRINITY_DN121426_c0_g1_i2	dapp1	Chr01	65208909	65208909	0.259042949	0.259042949	unbias	0.262394169	G46_F_mean
TRINITY_DN121427_c0_g5_i1	NA	NA	NA	NA	-0.335032475	0.335032475	unbias	0.263085841	Ovary_mean
TRINITY_DN121428_c1_g2_i2	NA	NA	NA	NA	0.387623726	0.387623726	unbias	0.293473845	G46_F_mean
TRINITY_DN121429_c0_g1_i1	NA	NA	NA	NA	-0.09628953	0.09628953	unbias	0.413291369	Testis_mean
TRINITY_DN121430_c0_g1_i2	NA	NA	NA	NA	0.380791146	0.380791146	unbias	0.446568155	Brain_mean
TRINITY_DN121431_c0_g1_i3	NA	NA	NA	NA	0.432680483	0.432680483	unbias	0.505144912	Brain_mean
TRINITY_DN121436_c0_g1_i1	NA	NA	NA	NA	-0.127666435	0.127666435	unbias	0.768109684	G31_mean
TRINITY_DN121437_c0_g1_i1	NA	NA	NA	NA	0.259992096	0.259992096	unbias	0.414692151	G23_mean
TRINITY_DN121438_c0_g1_i1	NA	NA	NA	NA	-0.421851987	0.421851987	unbias	0.377373039	Ovary_mean
TRINITY_DN121438_c1_g1_i2	NA	NA	NA	NA	-0.28887314	0.28887314	unbias	0.265323474	Ovary_mean
TRINITY_DN121440_c0_g1_i3	NA	NA	NA	NA	-0.072043212	0.072043212	unbias	0.14863541	Ovary_mean
TRINITY_DN121440_c1_g1_i6	NA	NA	NA	NA	0.595233738	0.595233738	unbias	0.531903814	Brain_mean
TRINITY_DN121442_c0_g1_i1	NA	NA	NA	NA	0.03141241	0.03141241	unbias	0.184836045	Ovary_mean
TRINITY_DN121443_c0_g1_i2	NA	NA	NA	NA	0.039603063	0.039603063	unbias	0.794717092	Brain_mean
TRINITY_DN121444_c0_g1_i1	NA	NA	NA	NA	0.338529083	0.338529083	unbias	0.470123508	Brain_mean
TRINITY_DN121444_c0_g2_i1	NA	NA	NA	NA	-0.49497263	0.49497263	unbias	0.352271005	G27_mean
TRINITY_DN121448_c5_g2_i4	NA	NA	NA	NA	0.15916933	0.15916933	unbias	0.355377114	G43_M_mean
TRINITY_DN121451_c0_g1_i1	NA	NA	NA	NA	0.072746883	0.072746883	unbias	0.130515213	G27_mean
TRINITY_DN121451_c0_g2_i1	NA	NA	NA	NA	0.067448087	0.067448087	unbias	0.405200459	Brain_mean
TRINITY_DN121452_c0_g1_i3	NA	NA	NA	NA	-0.203983461	0.203983461	unbias	0.493319296	Ovary_mean
TRINITY_DN121457_c0_g2_i1	c6orf57	Chr05	91327971	91327971	0.488100595	0.488100595	unbias	0.656699783	Brain_mean
TRINITY_DN121460_c0_g4_i2	NA	NA	NA	NA	1.552523144	1.552523144	unbias	0.671442441	G43_M_mean
TRINITY_DN121462_c0_g1_i1	NA	NA	NA	NA	0.487222052	0.487222052	unbias	0.449300273	Ovary_mean
TRINITY_DN121463_c3_g1_i2	NA	NA	NA	NA	-0.096574484	0.096574484	unbias	0.360460669	Brain_mean
TRINITY_DN121464_c0_g1_i1	NA	NA	NA	NA	0.047839928	0.047839928	unbias	0.410512174	Brain_mean
TRINITY_DN121465_c3_g1_i1	NA	NA	NA	NA	0.10908457	0.10908457	unbias	0.241853537	Brain_mean
TRINITY_DN121465_c5_g1_i1	NA	NA	NA	NA	-1.476495421	1.476495421	unbias	0.457142971	G43_F_mean
TRINITY_DN121465_c5_g2_i1	NA	NA	NA	NA	7.910859932	7.910859932	male	0.508595225	Brain_mean
TRINITY_DN121465_c5_g5_i1	kcnk10	Chr08	64762583	64762583	-1.881683411	1.881683411	unbias	0.395688428	Brain_mean
TRINITY_DN121465_c5_g6_i3	nmb	Chr03	81064920	81064920	0.040192139	0.040192139	unbias	0.329993709	Testis_mean
TRINITY_DN121466_c0_g3_i1	NA	NA	NA	NA	0.109805812	0.109805812	unbias	0.282239304	Ovary_mean
TRINITY_DN121467_c0_g1_i1	ska2-like	Chr02	91425675	91425675	0.680865811	0.680865811	unbias	0.724110471	Brain_mean
TRINITY_DN121472_c0_g1_i3	NA	NA	NA	NA	-0.119378637	0.119378637	unbias	0.263450012	Ovary_mean
TRINITY_DN121478_c6_g1_i1	NA	NA	NA	NA	0.23532972	0.23532972	unbias	0.39302348	Ovary_mean
TRINITY_DN121480_c0_g1_i2	NA	NA	NA	NA	-0.299191539	0.299191539	unbias	0.489968939	Ovary_mean
TRINITY_DN121481_c0_g2_i1	eef2k	Chr09	19064362	19064362	0.632159434	0.632159434	unbias	0.812381593	Brain_mean
TRINITY_DN121482_c1_g1_i1	hdhd2	Chr01	193087310	193087310	-0.115320719	0.115320719	unbias	0.385245986	Ovary_mean
TRINITY_DN121483_c0_g3_i2	NA	NA	NA	NA	-0.053876159	0.053876159	unbias	0.863476416	Brain_mean
TRINITY_DN121485_c0_g1_i1	NA	NA	NA	NA	0.031222965	0.031222965	unbias	0.347944479	Ovary_mean
TRINITY_DN121487_c0_g4_i2	NA	NA	NA	NA	0.07431672	0.07431672	unbias	0.223702238	G23_mean
TRINITY_DN121490_c3_g1_i3	NA	NA	NA	NA	2.746749474	2.746749474	male	0.518447177	Brain_mean
TRINITY_DN121491_c0_g1_i1	NA	NA	NA	NA	0.011699699	0.011699699	unbias	0.569060708	G43_M_mean
TRINITY_DN121492_c0_g1_i1	NA	NA	NA	NA	-0.381169516	0.381169516	unbias	0.582704171	G43_F_mean
TRINITY_DN121493_c0_g1_i2	NA	NA	NA	NA	-0.31677592	0.31677592	unbias	0.463605625	Ovary_mean
TRINITY_DN121494_c0_g1_i3	NA	NA	NA	NA	-0.261159514	0.261159514	unbias	0.534127043	Testis_mean
TRINITY_DN121495_c0_g1_i2	cutc	Chr07	27179803	27179803	-0.424236983	0.424236983	unbias	0.312096437	Testis_mean
TRINITY_DN121497_c2_g2_i2	NA	NA	NA	NA	-0.100699736	0.100699736	unbias	0.546368324	G46_M_mean
TRINITY_DN121499_c0_g2_i1	NA	NA	NA	NA	0.364390186	0.364390186	unbias	0.661848619	Brain_mean
TRINITY_DN121502_c0_g1_i1	NA	NA	NA	NA	-0.407126725	0.407126725	unbias	0.212174337	G43_F_mean
TRINITY_DN121505_c1_g3_i1	b3gat2	Chr05	91434519	91434519	-0.295694818	0.295694818	unbias	0.448121115	Ovary_mean
TRINITY_DN121508_c2_g1_i2	NA	NA	NA	NA	0.074090394	0.074090394	unbias	0.458195394	Brain_mean
TRINITY_DN121508_c2_g2_i1	NA	NA	NA	NA	0.042789507	0.042789507	unbias	0.490084018	Brain_mean
TRINITY_DN121510_c0_g1_i1	NA	NA	NA	NA	0.357605494	0.357605494	unbias	0.389243476	Ovary_mean
TRINITY_DN121511_c0_g3_i2	NA	NA	NA	NA	0.221738358	0.221738358	unbias	0.540981903	Brain_mean
TRINITY_DN121512_c0_g1_i1	rilpl2	Chr01	152450969	152450969	-0.17946816	0.17946816	unbias	0.309785311	Ovary_mean
TRINITY_DN121514_c8_g3_i1	LOC100489129	Chr06	82005940	82005940	-0.07777454	0.07777454	unbias	0.412923062	Ovary_mean
TRINITY_DN121514_c9_g7_i1	NA	NA	NA	NA	0.378890977	0.378890977	unbias	0.317717474	Ovary_mean
TRINITY_DN121516_c0_g1_i12	NA	NA	NA	NA	-0.225989536	0.225989536	unbias	0.212577273	G23_mean
TRINITY_DN121516_c0_g2_i1	NA	NA	NA	NA	-0.265427835	0.265427835	unbias	0.195790391	G23_mean
TRINITY_DN121517_c0_g1_i1	NA	NA	NA	NA	-0.15674341	0.15674341	unbias	0.112532443	G23_mean
TRINITY_DN121523_c0_g1_i3	NA	NA	NA	NA	0.864295992	0.864295992	unbias	0.658165052	Brain_mean
TRINITY_DN121524_c0_g1_i2	LOC100487643-like	scaffold_229	80307	80307	0.030619319	0.030619319	unbias	0.255346418	G43_M_mean
TRINITY_DN121525_c1_g1_i3	impad1	Chr06	101202661	101202661	0.341230224	0.341230224	unbias	0.47736471	Brain_mean
TRINITY_DN121526_c0_g1_i1	NA	NA	NA	NA	0.02097509	0.02097509	unbias	0.380025089	Brain_mean
TRINITY_DN121528_c0_g1_i2	NA	NA	NA	NA	-0.490729831	0.490729831	unbias	0.529230906	Ovary_mean
TRINITY_DN121530_c2_g3_i2	dffa	Chr07	38900036	38900036	0.971781679	0.971781679	unbias	0.755543621	Brain_mean
TRINITY_DN121531_c2_g1_i6	NA	NA	NA	NA	-0.298362872	0.298362872	unbias	0.249734755	Ovary_mean
TRINITY_DN121531_c2_g4_i1	tnfrsf19	Chr02	153813047	153813047	0.18762539	0.18762539	unbias	0.318968805	Ovary_mean
TRINITY_DN121532_c0_g1_i1	NA	NA	NA	NA	0.316481555	0.316481555	unbias	0.813798487	Brain_mean
TRINITY_DN121533_c0_g1_i2	arel1	Chr08	60941408	60941408	0.218129273	0.218129273	unbias	0.320658811	Ovary_mean
TRINITY_DN121536_c0_g1_i3	NA	NA	NA	NA	0.006069863	0.006069863	unbias	0.158840717	Ovary_mean
TRINITY_DN121536_c0_g2_i1	NA	NA	NA	NA	-0.308500629	0.308500629	unbias	0.323973641	Testis_mean
