gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN119255_c0_g1_i1	upf3a-like	Chr02	108294130	108294130	0.678340433	0.678340433	unbias	0.68024383	Brain_mean	0.0355	0.0314	0.8863
TRINITY_DN119257_c0_g1_i1	NA	NA	NA	NA	-0.283506774	0.283506774	unbias	0.327940533	Ovary_mean	0.001	0.0017	1.6701
TRINITY_DN119264_c0_g1_i1	NA	NA	NA	NA	-0.301788964	0.301788964	unbias	0.590905992	G23_mean	0.3246	0.4991	1.5377
TRINITY_DN119268_c0_g2_i1	NA	NA	NA	NA	-0.19525065	0.19525065	unbias	0.102547561	G27_mean	0.0364	0.0596	1.6347
TRINITY_DN119273_c0_g1_i1	NA	NA	NA	NA	0.139634955	0.139634955	unbias	0.622182978	G43_M_mean	0.0865	0.1329	1.5371
TRINITY_DN119274_c0_g1_i1	NA	NA	NA	NA	0.114117764	0.114117764	unbias	0.505158835	Ovary_mean	0.1418	0.2242	1.5815
TRINITY_DN119288_c0_g1_i2	Xetrov90006124m	Chr02	129202544	129202544	-4.845393213	4.845393213	female	0.866339988	Ovary_mean	0.1552	0.1958	1.2617
TRINITY_DN119292_c0_g1_i1	LOC101732487	Chr02	147038977	147038977	-0.394200387	0.394200387	unbias	0.369227379	Ovary_mean	0.1132	0.1842	1.6261
TRINITY_DN119304_c0_g1_i2	NA	NA	NA	NA	0.322636127	0.322636127	unbias	0.238298047	G43_M_mean	0.0846	0.115	1.3604
TRINITY_DN119306_c0_g1_i2	NA	NA	NA	NA	0.194235357	0.194235357	unbias	0.381608348	Testis_mean	0.0633	0.1017	1.6049
TRINITY_DN119323_c0_g1_i3	NA	NA	NA	NA	-0.563891523	0.563891523	unbias	0.380533382	Ovary_mean	0.1681	0.19	1.1302
TRINITY_DN119338_c0_g1_i1	NA	NA	NA	NA	-0.38281812	0.38281812	unbias	0.412631413	Ovary_mean	0.0671	0.1221	1.8194
TRINITY_DN119340_c0_g1_i1	NA	NA	NA	NA	-0.278153341	0.278153341	unbias	0.184160955	Ovary_mean	0.1052	0.132	1.2547
TRINITY_DN119347_c0_g1_i2	znf592	Chr03	80986093	80986093	-0.056289101	0.056289101	unbias	0.452990917	Ovary_mean	0.0738	0.1231	1.667
TRINITY_DN119348_c0_g2_i1	NA	NA	NA	NA	0.561190867	0.561190867	unbias	0.285119503	Testis_mean	0.0636	0.0602	0.9478
TRINITY_DN119352_c0_g2_i1	metap1d	Chr09	62341331	62341331	-0.090483408	0.090483408	unbias	0.373675772	G43_M_mean	0.0421	0.0519	1.2322
TRINITY_DN119352_c0_g4_i1	NA	NA	NA	NA	0.27194547	0.27194547	unbias	0.555566898	G23_mean	0.0634	0.082	1.2931
TRINITY_DN119352_c0_g5_i1	NA	NA	NA	NA	0.194465648	0.194465648	unbias	0.450894739	G43_M_mean	0.0435	0.0528	1.2141
TRINITY_DN119353_c1_g1_i2	bend2-like	Chr02	91183509	91183509	-0.201432529	0.201432529	unbias	0.473453943	Brain_mean	0.1257	0.1715	1.3647
TRINITY_DN119356_c0_g1_i1	NA	NA	NA	NA	-0.343396679	0.343396679	unbias	0.622587323	Ovary_mean	0.0632	0.0936	1.4821
TRINITY_DN119358_c1_g1_i1	NA	NA	NA	NA	0.333938337	0.333938337	unbias	0.328992595	Liver_mean	0.1153	0.2177	1.8884
TRINITY_DN119368_c0_g1_i2	NA	NA	NA	NA	0.128306941	0.128306941	unbias	0.326823681	G43_M_mean	0.0817	0.1196	1.4634
TRINITY_DN119379_c0_g1_i1	NA	NA	NA	NA	-0.34016863	0.34016863	unbias	0.314142543	Testis_mean	0.0464	0.0617	1.3298
TRINITY_DN119381_c0_g1_i7	NA	NA	NA	NA	0.089836201	0.089836201	unbias	0.419394369	Ovary_mean	0.1361	0.1929	1.4177
TRINITY_DN119386_c0_g1_i2	NA	NA	NA	NA	-0.075038975	0.075038975	unbias	0.27569853	G23_mean	0.085	0.0745	0.8759
TRINITY_DN119393_c0_g1_i1	NA	NA	NA	NA	0.574567494	0.574567494	unbias	0.464934633	G23_mean	0.0751	0.1341	1.7851
TRINITY_DN119394_c0_g1_i1	hint3	Chr05	47292791	47292791	-0.280329427	0.280329427	unbias	0.503391533	Ovary_mean	0.1469	0.2453	1.6698
TRINITY_DN119399_c0_g1_i1	NA	NA	NA	NA	-0.094180033	0.094180033	unbias	0.285511062	G23_mean	0.0528	0.0604	1.1427
TRINITY_DN119403_c0_g1_i1	plaa	Chr01	110007093	110007093	-0.0337804	0.0337804	unbias	0.386064011	Ovary_mean	0.1172	0.1376	1.1738
TRINITY_DN119433_c0_g1_i1	NA	NA	NA	NA	-0.25724332	0.25724332	unbias	0.366781562	Ovary_mean	0.0921	0.1496	1.6243
TRINITY_DN119436_c0_g1_i1	NA	NA	NA	NA	-0.037010591	0.037010591	unbias	0.347464731	Ovary_mean	0.0418	0.0777	1.8565
TRINITY_DN119443_c0_g1_i1	NA	NA	NA	NA	0.109399831	0.109399831	unbias	0.099901726	G23_mean	0.0345	0.044	1.2736
TRINITY_DN119444_c0_g2_i4	NA	NA	NA	NA	-0.304723035	0.304723035	unbias	0.214419342	G23_mean	0.0272	0.0401	1.4759
TRINITY_DN119451_c0_g1_i1	NA	NA	NA	NA	-0.026758511	0.026758511	unbias	0.193804815	G23_mean	0.0236	0.0443	1.8822
TRINITY_DN119453_c0_g1_i1	NA	NA	NA	NA	-0.534458616	0.534458616	unbias	0.247492539	Brain_mean	0.1366	0.1614	1.1816
TRINITY_DN119459_c0_g1_i1	tmem19	Chr03	50539201	50539201	0.001677412	0.001677412	unbias	0.424800333	G43_M_mean	0.0926	0.1722	1.8589
TRINITY_DN119465_c0_g1_i1	ntm-like	Chr07	48334596	48334596	0.03294918	0.03294918	unbias	0.826909472	Brain_mean	0.0492	0.0759	1.5436
TRINITY_DN119467_c0_g1_i2	NA	NA	NA	NA	-0.230103521	0.230103521	unbias	0.37836703	Ovary_mean	0.0429	0.0674	1.5732
TRINITY_DN119473_c0_g1_i1	NA	NA	NA	NA	-0.032170717	0.032170717	unbias	0.510201878	Brain_mean	0.0625	0.0731	1.1696
TRINITY_DN119475_c1_g2_i1	NA	NA	NA	NA	-1.758488702	1.758488702	unbias	0.518142065	Ovary_mean	0.1609	0.1955	1.2153
TRINITY_DN119480_c0_g1_i1	clpp	Chr03	129787873	129787873	0.799515848	0.799515848	unbias	0.501669982	Ovary_mean	0.1015	0.1388	1.3673
TRINITY_DN119484_c0_g1_i2	NA	NA	NA	NA	0.231751727	0.231751727	unbias	0.426907943	Brain_mean	0.024	0.0418	1.7402
TRINITY_DN119487_c0_g1_i1	NA	NA	NA	NA	-0.337764026	0.337764026	unbias	0.546260721	Testis_mean	0.237	0.3209	1.3542
TRINITY_DN119489_c0_g3_i1	NA	NA	NA	NA	0.145452378	0.145452378	unbias	0.107471807	Brain_mean	0.0845	0.1566	1.8523
TRINITY_DN119494_c0_g1_i1	NA	NA	NA	NA	-4.676646489	4.676646489	female	0.794547002	Ovary_mean	0.1386	0.2642	1.9053
TRINITY_DN119498_c1_g1_i2	LOC100145516	Chr06	22527723	22527723	-0.013629756	0.013629756	unbias	0.217730877	Ovary_mean	0.0336	0.0574	1.711
TRINITY_DN119499_c0_g1_i1	NA	NA	NA	NA	-0.460503854	0.460503854	unbias	0.588255444	Ovary_mean	0.3074	0.3896	1.2674
TRINITY_DN119506_c0_g1_i1	bambi	Chr06	15893169	15893169	0.797863842	0.797863842	unbias	0.788857	Brain_mean	0.0513	0.0751	1.4658
TRINITY_DN119507_c0_g1_i1	NA	NA	NA	NA	0.336456681	0.336456681	unbias	0.606353468	Brain_mean	0.2632	0.4413	1.6768
TRINITY_DN119509_c1_g3_i5	lrrc18	Chr07	37100259	37100259	-0.235425399	0.235425399	unbias	0.494753804	Ovary_mean	0.0336	0.0493	1.4704
TRINITY_DN119509_c1_g4_i1	NA	NA	NA	NA	-0.035641524	0.035641524	unbias	0.365090092	Ovary_mean	0.1301	0.206	1.5838
TRINITY_DN119518_c0_g1_i1	NA	NA	NA	NA	-0.247746084	0.247746084	unbias	0.212536432	G23_mean	0.0711	0.1127	1.5861
TRINITY_DN119519_c0_g1_i2	NA	NA	NA	NA	-0.157642459	0.157642459	unbias	0.295954116	G43_M_mean	0.0387	0.0688	1.779
TRINITY_DN119521_c1_g1_i5	racgap1.2	Chr09	78223466	78223466	-0.039855529	0.039855529	unbias	0.585427151	Brain_mean	0.0634	0.0559	0.8819
TRINITY_DN119528_c0_g1_i3	NA	NA	NA	NA	-0.450917572	0.450917572	unbias	0.692880988	Ovary_mean	0.0988	0.1202	1.2166
TRINITY_DN119534_c0_g3_i1	Xetrov90001129m	Chr01	61281695	61281695	-0.035116934	0.035116934	unbias	0.090138079	G23_mean	0.071	0.0547	0.7705
TRINITY_DN119535_c0_g1_i1	NA	NA	NA	NA	-0.161020676	0.161020676	unbias	0.207549954	Testis_mean	0.046	0.0469	1.0194
TRINITY_DN119538_c0_g1_i1	erf	Chr07	99060020	99060020	-0.067714471	0.067714471	unbias	0.183113216	Brain_mean	0.0296	0.0328	1.1105
TRINITY_DN119539_c0_g1_i2	NA	NA	NA	NA	0.140776076	0.140776076	unbias	0.52677515	G46_M_mean	0.1791	0.3185	1.7781
TRINITY_DN119540_c0_g1_i1	NA	NA	NA	NA	-0.313366948	0.313366948	unbias	0.646848772	Liver_mean	0.0887	0.1274	1.437
TRINITY_DN119544_c1_g1_i1	NA	NA	NA	NA	-0.132947899	0.132947899	unbias	0.149061554	G23_mean	0.0047	0.0056	1.2053
TRINITY_DN119545_c0_g1_i2	NA	NA	NA	NA	0.062639834	0.062639834	unbias	0.400448643	G43_M_mean	0.1777	0.3014	1.6959
TRINITY_DN119547_c0_g1_i1	NA	NA	NA	NA	1.633531327	1.633531327	unbias	0.474506595	G43_M_mean	0.1399	0.1684	1.2038
TRINITY_DN119549_c0_g1_i1	NA	NA	NA	NA	0.018427895	0.018427895	unbias	0.179758579	Ovary_mean	0.0631	0.0827	1.3108
TRINITY_DN119552_c0_g1_i1	NA	NA	NA	NA	-0.050350564	0.050350564	unbias	0.290827317	Ovary_mean	0.0425	0.0725	1.7066
TRINITY_DN119562_c0_g1_i1	NA	NA	NA	NA	0.639492842	0.639492842	unbias	0.736413017	Brain_mean	0.0488	0.0791	1.6203
TRINITY_DN119565_c0_g1_i1	NA	NA	NA	NA	-0.099214083	0.099214083	unbias	0.589250456	G23_mean	0.1046	0.176	1.6821
TRINITY_DN119577_c0_g1_i2	NA	NA	NA	NA	0.958822319	0.958822319	unbias	0.705938071	G27_mean	0.1085	0.167	1.5384
TRINITY_DN119580_c0_g1_i7	filip1l	Chr02	30551451	30551451	0.408121922	0.408121922	unbias	0.327822781	Ovary_mean	0.0762	0.0915	1.2013
TRINITY_DN119581_c0_g1_i1	NA	NA	NA	NA	-0.235684275	0.235684275	unbias	0.64096635	Brain_mean	0.1187	0.2204	1.8563
TRINITY_DN119585_c0_g1_i1	pes1	Chr01	131788303	131788303	-0.288711982	0.288711982	unbias	0.615749981	Brain_mean	0.0211	0.0356	1.684
TRINITY_DN119590_c0_g4_i1	tor1b	Chr08	4491463	4491463	-0.271787959	0.271787959	unbias	0.557581787	Brain_mean	0.0596	0.0593	0.9956
TRINITY_DN119591_c0_g2_i6	Xetrov90028445m	scaffold_384	7659	7659	-0.115826169	0.115826169	unbias	0.469568644	Ovary_mean	0.1	0.1512	1.5123
TRINITY_DN119593_c1_g2_i2	NA	NA	NA	NA	0.044063317	0.044063317	unbias	0.758265134	G46_F_mean	0.0654	0.061	0.932
TRINITY_DN119599_c0_g1_i2	LOC100490663	Chr08	104631075	104631075	0.255590947	0.255590947	unbias	0.202671303	G23_mean	0.0915	0.1463	1.5985
TRINITY_DN119603_c0_g2_i2	NA	NA	NA	NA	-0.300866119	0.300866119	unbias	0.324311411	Ovary_mean	0.1008	0.1185	1.1761
TRINITY_DN119604_c0_g1_i1	NA	NA	NA	NA	0.040610645	0.040610645	unbias	0.641026296	Ovary_mean	0.0542	0.0702	1.2954
TRINITY_DN119605_c0_g2_i2	NA	NA	NA	NA	0.817870602	0.817870602	unbias	0.341397302	Ovary_mean	0.0758	0.0904	1.1917
TRINITY_DN119611_c0_g1_i1	os9-like	Chr02	138049041	138049041	0.599319202	0.599319202	unbias	0.633323006	Brain_mean	0.0758	0.1117	1.4747
TRINITY_DN119613_c0_g2_i1	slc2a10	Chr10	29387860	29387860	0.187976625	0.187976625	unbias	0.273691361	Ovary_mean	0.0509	0.0908	1.7846
TRINITY_DN119631_c0_g1_i1	NA	NA	NA	NA	-0.860357439	0.860357439	unbias	0.199613955	G27_mean	0.0638	0.1077	1.6875
TRINITY_DN119634_c0_g1_i1	NA	NA	NA	NA	0.312781195	0.312781195	unbias	0.660178002	Brain_mean	0.1132	0.1467	1.2956
TRINITY_DN119647_c0_g2_i1	NA	NA	NA	NA	-0.203973992	0.203973992	unbias	0.608567368	G27_mean	0.0684	0.1019	1.4906
TRINITY_DN119648_c0_g1_i3	NA	NA	NA	NA	-0.356062923	0.356062923	unbias	0.270929887	Testis_mean	0.1508	0.1898	1.2582
TRINITY_DN119653_c0_g2_i1	NA	NA	NA	NA	-0.148032811	0.148032811	unbias	0.494463805	Brain_mean	0.0305	0.0135	0.4424
TRINITY_DN119668_c0_g1_i3	NA	NA	NA	NA	-0.122942634	0.122942634	unbias	0.210534881	G23_mean	0.0458	0.0608	1.3276
TRINITY_DN119670_c0_g1_i4	NA	NA	NA	NA	-0.646180802	0.646180802	unbias	0.507975735	G43_F_mean	0.0586	0.1058	1.8049
TRINITY_DN119671_c0_g2_i1	NA	NA	NA	NA	0.615604473	0.615604473	unbias	0.731172875	Liver_mean	0.2254	0.3509	1.5564
TRINITY_DN119673_c1_g1_i1	NA	NA	NA	NA	-0.225891618	0.225891618	unbias	0.739317466	G46_F_mean	0.0625	0.0827	1.3235
TRINITY_DN119678_c0_g1_i2	LOC100125166	scaffold_1162	3838	3838	-0.752427152	0.752427152	unbias	0.594783314	Ovary_mean	0.0902	0.1365	1.5137
TRINITY_DN119680_c0_g1_i1	NA	NA	NA	NA	-0.039185781	0.039185781	unbias	0.73792281	Brain_mean	0.0677	0.038	0.5614
TRINITY_DN119703_c0_g1_i2	NA	NA	NA	NA	-0.153150679	0.153150679	unbias	0.391931308	Ovary_mean	0.1768	0.1723	0.9746
TRINITY_DN119707_c0_g1_i1	lrrc8d	Chr04	95473730	95473730	-0.011543742	0.011543742	unbias	0.455886459	G27_mean	0.2598	0.3063	1.1788
TRINITY_DN119712_c0_g1_i2	NA	NA	NA	NA	0.720169131	0.720169131	unbias	0.592721814	Brain_mean	0.1377	0.1004	0.7292
TRINITY_DN119713_c0_g1_i1	NA	NA	NA	NA	0.208134572	0.208134572	unbias	0.386167165	G43_M_mean	0.3109	0.3355	1.0792
TRINITY_DN119720_c0_g1_i2	NA	NA	NA	NA	-0.147583758	0.147583758	unbias	0.190817311	Brain_mean	0.0162	0.0234	1.4395
TRINITY_DN119721_c1_g1_i2	NA	NA	NA	NA	0.521520851	0.521520851	unbias	0.207945803	Brain_mean	0.1502	0.2234	1.4876
TRINITY_DN119732_c0_g1_i7	NA	NA	NA	NA	-0.090899169	0.090899169	unbias	0.430608001	Ovary_mean	0.077	0.1202	1.5611
TRINITY_DN119736_c0_g1_i3	NA	NA	NA	NA	-0.252603335	0.252603335	unbias	0.350398684	Ovary_mean	0.0617	0.0869	1.4081
TRINITY_DN119737_c0_g2_i2	NA	NA	NA	NA	0.657568243	0.657568243	unbias	0.337547832	G43_M_mean	0.0481	0.0219	0.4547
TRINITY_DN119755_c1_g2_i1	NA	NA	NA	NA	-0.123104617	0.123104617	unbias	0.49577556	Ovary_mean	0.1276	0.1155	0.9048
TRINITY_DN119759_c0_g1_i1	NA	NA	NA	NA	-0.016591123	0.016591123	unbias	0.515105625	Ovary_mean	0.049	0.0626	1.2779
TRINITY_DN119760_c0_g1_i4	NA	NA	NA	NA	0.112493361	0.112493361	unbias	0.439390804	Ovary_mean	0.0646	0.1024	1.5836
TRINITY_DN119762_c1_g1_i1	NA	NA	NA	NA	-0.059936294	0.059936294	unbias	0.319280264	Ovary_mean	0.0914	0.1275	1.3942
TRINITY_DN119763_c1_g3_i1	NA	NA	NA	NA	-0.224381362	0.224381362	unbias	0.470274679	Ovary_mean	0.101	0.1527	1.5116
TRINITY_DN119766_c0_g1_i1	NA	NA	NA	NA	-0.472926234	0.472926234	unbias	0.254615183	Ovary_mean	0.0688	0.0907	1.3183
TRINITY_DN119772_c0_g2_i1	NA	NA	NA	NA	0.117453278	0.117453278	unbias	0.332447015	Brain_mean	0.1076	0.1828	1.6993
TRINITY_DN119778_c1_g2_i2	NA	NA	NA	NA	0.114032569	0.114032569	unbias	0.429516941	Ovary_mean	0.0951	0.1077	1.1329
TRINITY_DN119780_c1_g3_i5	NA	NA	NA	NA	0.035215657	0.035215657	unbias	0.361005134	Ovary_mean	0.0193	0.0213	1.1021
TRINITY_DN119782_c1_g1_i1	NA	NA	NA	NA	-0.046093146	0.046093146	unbias	0.329443416	Testis_mean	0.0094	0.0142	1.4998
TRINITY_DN119786_c0_g2_i3	NA	NA	NA	NA	-0.171315322	0.171315322	unbias	0.190882808	Ovary_mean	0.0056	0.0084	1.5031
TRINITY_DN119788_c0_g1_i2	cdh23-like.1	Chr07	41437428	41437428	-0.421322774	0.421322774	unbias	0.143206915	Liver_mean	0.9947	1.1985	1.205
TRINITY_DN119789_c0_g1_i4	NA	NA	NA	NA	-0.226430168	0.226430168	unbias	0.162283496	G23_mean	0.0339	0.0671	1.9785
TRINITY_DN119793_c0_g1_i1	NA	NA	NA	NA	-0.337086212	0.337086212	unbias	0.484794194	Ovary_mean	0.0649	0.0969	1.4926
TRINITY_DN119798_c0_g1_i2	NA	NA	NA	NA	-0.321818102	0.321818102	unbias	0.421317729	Testis_mean	0.1588	0.1493	0.9404
TRINITY_DN119800_c0_g2_i2	plxnc1-like.2	Chr03	46999602	46999602	0.272222503	0.272222503	unbias	0.427529347	G43_M_mean	0.0311	0.0491	1.5788
TRINITY_DN119804_c0_g1_i1	rrp9	Chr04	117616579	117616579	-0.130162796	0.130162796	unbias	0.200295036	Ovary_mean	0.0188	0.0309	1.6437
TRINITY_DN119807_c0_g1_i4	NA	NA	NA	NA	0.369544659	0.369544659	unbias	0.362314987	Ovary_mean	0.2361	0.4637	1.9643
TRINITY_DN119811_c0_g1_i1	NA	NA	NA	NA	0.854002635	0.854002635	unbias	0.814881201	Brain_mean	0.0253	0.0391	1.5442
TRINITY_DN119817_c0_g1_i1	NA	NA	NA	NA	0.880759756	0.880759756	unbias	0.554732884	Brain_mean	0.1175	0.1984	1.6882
TRINITY_DN119822_c0_g1_i1	NA	NA	NA	NA	-0.000700585	0.000700585	unbias	0.163792106	G43_M_mean	0.0615	0.1026	1.6689
TRINITY_DN119829_c0_g1_i1	znf644	Chr04	94950194	94950194	0.399804712	0.399804712	unbias	0.409975273	Liver_mean	0.0684	0.0986	1.4422
TRINITY_DN119831_c1_g1_i3	NA	NA	NA	NA	0.014275334	0.014275334	unbias	0.592066164	Brain_mean	0.0653	0.0832	1.2746
TRINITY_DN119836_c0_g1_i1	NA	NA	NA	NA	-0.186596933	0.186596933	unbias	0.678857364	G27_mean	0.0628	0.1105	1.7591
TRINITY_DN119848_c2_g3_i3	NA	NA	NA	NA	-0.277298179	0.277298179	unbias	0.618551123	Brain_mean	0.0521	0.0761	1.4605
TRINITY_DN119857_c0_g1_i1	fgf1	Chr03	27860985	27860985	0.09727825	0.09727825	unbias	0.452829462	Ovary_mean	0.0842	0.1667	1.9809
TRINITY_DN119861_c0_g3_i1	NA	NA	NA	NA	0.135483702	0.135483702	unbias	0.409395307	Brain_mean	0.0507	0.0638	1.2574
TRINITY_DN119863_c0_g2_i2	NA	NA	NA	NA	0.157861144	0.157861144	unbias	0.357855251	Ovary_mean	0.0394	0.0519	1.3166
TRINITY_DN119866_c0_g1_i1	NA	NA	NA	NA	0.196171521	0.196171521	unbias	0.607609404	G27_mean	0.0609	0.0889	1.4606
TRINITY_DN119869_c0_g1_i1	NA	NA	NA	NA	0.049777368	0.049777368	unbias	0.214493646	Brain_mean	0.0046	0.0079	1.7125
TRINITY_DN119874_c0_g1_i1	gins2	Chr04	67310826	67310826	0.467133787	0.467133787	unbias	0.465433379	Ovary_mean	0.111	0.1071	0.9653
TRINITY_DN119878_c0_g1_i1	NA	NA	NA	NA	-0.068686673	0.068686673	unbias	0.46870626	G43_M_mean	0.0809	0.1168	1.4437
TRINITY_DN119883_c0_g5_i1	NA	NA	NA	NA	-0.18165517	0.18165517	unbias	0.232739946	Ovary_mean	0.1512	0.2858	1.8909
TRINITY_DN119888_c0_g1_i1	LOC100144947	Chr08	50497124	50497124	0.577876876	0.577876876	unbias	0.55309564	Brain_mean	0.0804	0.1337	1.6636
TRINITY_DN119893_c0_g3_i1	NA	NA	NA	NA	0.537107473	0.537107473	unbias	0.483309537	Ovary_mean	0.1517	0.2156	1.4212
TRINITY_DN119913_c1_g1_i3	NA	NA	NA	NA	0.31981759	0.31981759	unbias	0.366606229	G43_M_mean	0.0672	0.1091	1.6242
TRINITY_DN119914_c0_g1_i4	NA	NA	NA	NA	-0.934263533	0.934263533	unbias	0.48280773	Ovary_mean	0.085	0.1568	1.8436
TRINITY_DN119918_c0_g5_i2	gdpd1	Chr02	38579139	38579139	0.369002945	0.369002945	unbias	0.757130911	Brain_mean	0.0534	0.0719	1.3466
TRINITY_DN119920_c0_g1_i1	LOC100485539-like	Chr02	153676237	153676237	0.586836881	0.586836881	unbias	0.549131964	Liver_mean	0.1271	0.2334	1.837
TRINITY_DN119929_c0_g1_i1	NA	NA	NA	NA	-0.098566178	0.098566178	unbias	0.256156365	Ovary_mean	0.0323	0.0356	1.102
TRINITY_DN119936_c0_g1_i1	NA	NA	NA	NA	0.003061873	0.003061873	unbias	0.393325169	Ovary_mean	0.0183	0.0204	1.1113
TRINITY_DN119938_c1_g2_i1	NA	NA	NA	NA	-0.413749738	0.413749738	unbias	0.483797718	G23_mean	0.0883	0.1538	1.741
TRINITY_DN119941_c0_g1_i2	nudt4	Chr03	46649268	46649268	0.122065146	0.122065146	unbias	0.516059475	Ovary_mean	0.0186	0.0194	1.0406
TRINITY_DN119946_c0_g1_i2	NA	NA	NA	NA	0.284550624	0.284550624	unbias	0.322745985	Ovary_mean	0.0421	0.0735	1.7452
TRINITY_DN119947_c0_g1_i3	LOC100488028-like	Chr08	7802661	7802661	0.012535528	0.012535528	unbias	0.1822783	Ovary_mean	0.0943	0.1552	1.6452
TRINITY_DN119963_c0_g1_i6	NA	NA	NA	NA	-0.155981313	0.155981313	unbias	0.279099677	Testis_mean	0.097	0.1272	1.3123
TRINITY_DN119965_c0_g1_i1	NA	NA	NA	NA	0.401061239	0.401061239	unbias	0.836552126	Brain_mean	0.0624	0.0778	1.2469
TRINITY_DN119972_c0_g1_i1	Xetrov90026410m	scaffold_147	378361	378361	0.653384595	0.653384595	unbias	0.299165041	Testis_mean	0.1861	0.2847	1.53
TRINITY_DN119978_c0_g1_i1	aimp1	Chr01	62768413	62768413	0.218710107	0.218710107	unbias	0.166625558	Ovary_mean	0.0567	0.0669	1.1803
TRINITY_DN119988_c0_g1_i3	NA	NA	NA	NA	0.028996965	0.028996965	unbias	0.21095976	Ovary_mean	0.001	0.001	1.0218
TRINITY_DN119992_c0_g1_i3	NA	NA	NA	NA	-0.293838034	0.293838034	unbias	0.514326496	Ovary_mean	0.1133	0.1534	1.3549
TRINITY_DN119995_c0_g1_i3	NA	NA	NA	NA	1.276337571	1.276337571	unbias	0.870500468	Brain_mean	0.0502	0.0393	0.7833
TRINITY_DN120000_c0_g1_i1	NA	NA	NA	NA	-0.025988699	0.025988699	unbias	0.57084573	Ovary_mean	0.0582	0.0913	1.5706
TRINITY_DN120005_c0_g1_i1	NA	NA	NA	NA	-0.161564847	0.161564847	unbias	0.153417234	Ovary_mean	0.0539	0.0865	1.6041
TRINITY_DN120007_c0_g1_i4	tbc1d13	Chr08	4337482	4337482	-0.497437573	0.497437573	unbias	0.381637263	Ovary_mean	0.2292	0.2006	0.875
TRINITY_DN120019_c0_g1_i1	rnpc3-like.1	Chr04	99708333	99708333	0.020758717	0.020758717	unbias	0.815532728	Brain_mean	0.0883	0.1168	1.3226
TRINITY_DN120021_c0_g1_i2	NA	NA	NA	NA	-0.444999936	0.444999936	unbias	0.34233457	G23_mean	0.048	0.0779	1.621
TRINITY_DN120023_c0_g2_i3	LOC100489764	Chr07	101144462	101144462	-0.485873099	0.485873099	unbias	0.737524355	Brain_mean	0.0638	0.0632	0.9899
TRINITY_DN120025_c0_g1_i4	NA	NA	NA	NA	-0.104071422	0.104071422	unbias	0.661860138	Ovary_mean	0.1759	0.3173	1.8041
TRINITY_DN120026_c0_g2_i2	mgll	Chr04	124360506	124360506	-0.367361778	0.367361778	unbias	0.196774922	Ovary_mean	0.0895	0.1166	1.3037
TRINITY_DN120030_c0_g1_i1	NA	NA	NA	NA	-0.541317296	0.541317296	unbias	0.493780628	Ovary_mean	0.1534	0.2069	1.3486
TRINITY_DN120038_c0_g2_i1	NA	NA	NA	NA	-0.504153327	0.504153327	unbias	0.119451458	G27_mean	0.0754	0.0703	0.9317
TRINITY_DN120048_c0_g1_i1	NA	NA	NA	NA	0.72121077	0.72121077	unbias	0.483880249	Brain_mean	0.001	0.0012	1.2349
TRINITY_DN120049_c0_g1_i1	NA	NA	NA	NA	-0.298809405	0.298809405	unbias	0.274320076	G43_F_mean	0.0896	0.1138	1.2697
TRINITY_DN120052_c0_g1_i4	NA	NA	NA	NA	-0.25744136	0.25744136	unbias	0.549688463	Ovary_mean	0.158	0.1681	1.0643
TRINITY_DN120055_c0_g2_i2	NA	NA	NA	NA	0.040229157	0.040229157	unbias	0.619688832	G43_M_mean	0.0245	0.0447	1.8271
TRINITY_DN120058_c3_g1_i3	NA	NA	NA	NA	0.043621251	0.043621251	unbias	0.299207016	G43_M_mean	0.0634	0.0831	1.3107
TRINITY_DN120059_c0_g2_i1	psme3	Chr10	11076502	11076502	-0.218849564	0.218849564	unbias	0.348035909	Ovary_mean	0.1576	0.1686	1.0701
TRINITY_DN120061_c0_g2_i3	NA	NA	NA	NA	-0.077765839	0.077765839	unbias	0.235138692	Ovary_mean	0.0449	0.0561	1.2502
TRINITY_DN120063_c0_g1_i4	txndc15-like	Chr03	17073386	17073386	0.317157744	0.317157744	unbias	0.568958968	Liver_mean	0.0849	0.1641	1.9345
TRINITY_DN120071_c0_g1_i2	NA	NA	NA	NA	-4.919958981	4.919958981	female	0.859855661	Ovary_mean	0.0762	0.1438	1.8866
TRINITY_DN120079_c0_g1_i1	NA	NA	NA	NA	0.04773808	0.04773808	unbias	0.486393561	Brain_mean	0.0709	0.101	1.4257
TRINITY_DN120080_c0_g1_i1	NA	NA	NA	NA	0.878313725	0.878313725	unbias	0.475945203	Testis_mean	0.1509	0.143	0.9479
TRINITY_DN120082_c0_g1_i2	scrn2	Chr10	4533528	4533528	-0.279752721	0.279752721	unbias	0.480231952	Brain_mean	0.049	0.0765	1.5628
TRINITY_DN120090_c0_g1_i1	NA	NA	NA	NA	0.265825808	0.265825808	unbias	0.402824605	Testis_mean	0.1908	0.3549	1.8601
TRINITY_DN120094_c0_g1_i1	NA	NA	NA	NA	-0.458812419	0.458812419	unbias	0.457804	G43_F_mean	0.0654	0.0869	1.3286
TRINITY_DN120095_c2_g1_i1	NA	NA	NA	NA	0.856951819	0.856951819	unbias	0.682409675	G27_mean	0.0648	0.1008	1.5545
