gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN122023_c2_g2_i2	LOC101730450	Chr07	96776470	96776470	-0.471953895	0.471953895	unbias	0.275701942	Testis_mean	0.1139	0.13	1.141
TRINITY_DN122030_c1_g4_i2	NA	NA	NA	NA	0.44259188	0.44259188	unbias	0.515160487	Brain_mean	0.0389	0.0682	1.7556
TRINITY_DN122055_c1_g1_i1	NA	NA	NA	NA	-0.290571105	0.290571105	unbias	0.511139362	Brain_mean	0.0311	0.0294	0.9455
TRINITY_DN122096_c0_g1_i4	NA	NA	NA	NA	-0.656569205	0.656569205	unbias	0.219810886	Ovary_mean	0.0444	0.0771	1.7354
TRINITY_DN122106_c0_g1_i1	NA	NA	NA	NA	0.177501779	0.177501779	unbias	0.303932014	Ovary_mean	0.0018	0.0031	1.7863
TRINITY_DN122122_c0_g1_i5	NA	NA	NA	NA	-0.015004117	0.015004117	unbias	0.204886813	G27_mean	0.125	0.1893	1.5137
TRINITY_DN122154_c0_g1_i1	NA	NA	NA	NA	0.139757365	0.139757365	unbias	0.447826925	Brain_mean	0.0794	0.1228	1.547
TRINITY_DN122192_c0_g1_i1	NA	NA	NA	NA	0.107842511	0.107842511	unbias	0.440863042	Brain_mean	0.0246	0.0392	1.596
TRINITY_DN122197_c0_g1_i1	NA	NA	NA	NA	0.123478483	0.123478483	unbias	0.223274881	G43_M_mean	0.0974	0.1828	1.8766
TRINITY_DN122206_c0_g1_i1	NA	NA	NA	NA	0.260271882	0.260271882	unbias	0.266140253	Ovary_mean	0.0202	0.0188	0.9329
TRINITY_DN122248_c0_g1_i4	NA	NA	NA	NA	0.235859087	0.235859087	unbias	0.327475354	G43_M_mean	0.1341	0.2086	1.5548
TRINITY_DN122260_c1_g3_i2	pqlc1.2	Chr04	64993806	64993806	0.272216641	0.272216641	unbias	0.402745863	Ovary_mean	0.0806	0.1075	1.3331
TRINITY_DN122263_c0_g1_i1	NA	NA	NA	NA	-0.752838188	0.752838188	unbias	0.215462881	Ovary_mean	0.0472	0.0844	1.7888
TRINITY_DN122291_c6_g1_i3	NA	NA	NA	NA	0.213619424	0.213619424	unbias	0.342158775	Ovary_mean	0.156	0.2493	1.5974
TRINITY_DN122326_c0_g1_i2	NA	NA	NA	NA	-0.151817937	0.151817937	unbias	0.387424044	Ovary_mean	0.0678	0.1328	1.9588
TRINITY_DN122329_c4_g1_i1	NA	NA	NA	NA	0.155880666	0.155880666	unbias	0.536769551	Testis_mean	0.1328	0.1971	1.4835
TRINITY_DN122335_c0_g1_i1	NA	NA	NA	NA	0.55077304	0.55077304	unbias	0.264084542	Brain_mean	0.0615	0.0683	1.1109
TRINITY_DN122338_c1_g1_i5	NA	NA	NA	NA	-0.390300232	0.390300232	unbias	0.070504798	G27_mean	0.0442	0.0651	1.4748
TRINITY_DN122354_c0_g3_i1	NA	NA	NA	NA	0.258724247	0.258724247	unbias	0.293947669	Ovary_mean	0.1651	0.232	1.4056
TRINITY_DN122356_c1_g4_i9	NA	NA	NA	NA	0.691924177	0.691924177	unbias	0.721768431	Brain_mean	0.0769	0.0962	1.2507
TRINITY_DN122360_c1_g1_i1	NA	NA	NA	NA	0.172999437	0.172999437	unbias	0.666572722	Brain_mean	0.0676	0.0739	1.0935
TRINITY_DN122415_c4_g3_i4	NA	NA	NA	NA	-0.039247059	0.039247059	unbias	0.314484267	G27_mean	0.1078	0.1425	1.3218
TRINITY_DN122427_c0_g2_i8	NA	NA	NA	NA	0.232637905	0.232637905	unbias	0.177463974	Ovary_mean	0.0061	0.0063	1.0257
TRINITY_DN122434_c0_g2_i5	LOC100494026	scaffold_289	104055	104055	-0.045673644	0.045673644	unbias	0.117374803	Ovary_mean	0.0921	0.1785	1.9386
TRINITY_DN122437_c0_g1_i2	NA	NA	NA	NA	-0.414273173	0.414273173	unbias	0.110045539	Ovary_mean	0.0788	0.1118	1.4201
TRINITY_DN122446_c0_g1_i4	NA	NA	NA	NA	-0.171267507	0.171267507	unbias	0.173105933	Ovary_mean	0.1419	0.2288	1.6123
TRINITY_DN122446_c0_g2_i3	NA	NA	NA	NA	0.088554785	0.088554785	unbias	0.476548116	Brain_mean	0.1027	0.0961	0.9362
TRINITY_DN122463_c5_g2_i1	NA	NA	NA	NA	0.468870756	0.468870756	unbias	0.667840517	Brain_mean	0.0328	0.0398	1.2142
TRINITY_DN122477_c0_g1_i1	NA	NA	NA	NA	-0.3332398	0.3332398	unbias	0.391763054	Brain_mean	0.0758	0.145	1.9122
TRINITY_DN122486_c8_g5_i1	NA	NA	NA	NA	-0.034254367	0.034254367	unbias	0.389644826	G23_mean	0.0862	0.1386	1.6091
TRINITY_DN122502_c0_g1_i1	NA	NA	NA	NA	0.220058573	0.220058573	unbias	0.092629366	G43_M_mean	0.0719	0.1075	1.4939
TRINITY_DN122504_c0_g1_i1	NA	NA	NA	NA	0.695969342	0.695969342	unbias	0.426771274	G27_mean	0.1148	0.2206	1.9209
TRINITY_DN122506_c0_g2_i7	NA	NA	NA	NA	-1.619981861	1.619981861	unbias	0.267868034	G27_mean	0.0686	0.0885	1.2909
TRINITY_DN122549_c0_g1_i1	srp72	Chr01	100771709	100771709	-0.196054144	0.196054144	unbias	0.12414895	G27_mean	0.0195	0.0361	1.8537
TRINITY_DN122558_c5_g1_i7	c12orf5	Chr03	2661117	2661117	-0.146951775	0.146951775	unbias	0.570177922	Liver_mean	0.1831	0.2481	1.355
TRINITY_DN122563_c0_g4_i1	acer2	Chr01	106914652	106914652	0.077324192	0.077324192	unbias	0.282684229	G46_F_mean	0.1616	0.2023	1.2521
TRINITY_DN122574_c0_g1_i1	NA	NA	NA	NA	-0.080822341	0.080822341	unbias	0.151539478	G23_mean	0.0669	0.0834	1.247
TRINITY_DN122580_c0_g1_i2	NA	NA	NA	NA	-0.141391379	0.141391379	unbias	0.437485799	Liver_mean	0.2007	0.2993	1.4917
TRINITY_DN122624_c1_g1_i4	NA	NA	NA	NA	-0.1386016	0.1386016	unbias	0.28913548	Brain_mean	0.2018	0.3838	1.9017
TRINITY_DN122630_c7_g1_i2	NA	NA	NA	NA	0.23594088	0.23594088	unbias	0.482519198	Brain_mean	0.0137	0.0145	1.0568
TRINITY_DN122635_c5_g5_i6	ccdc113	Chr04	27778349	27778349	-0.042506272	0.042506272	unbias	0.169287213	G27_mean	0.0262	0.0314	1.1986
TRINITY_DN122646_c2_g1_i1	plcxd1	Chr02	111487556	111487556	0.681228947	0.681228947	unbias	0.481275838	Ovary_mean	0.0523	0.029	0.5545
TRINITY_DN122649_c6_g1_i4	tspan12-like	Chr03	59737526	59737526	-0.246225802	0.246225802	unbias	0.158254588	G23_mean	0.007	0.0058	0.8385
TRINITY_DN122655_c0_g1_i3	NA	NA	NA	NA	0.392168778	0.392168778	unbias	0.420196492	G23_mean	0.0865	0.1099	1.2704
TRINITY_DN122662_c0_g10_i3	NA	NA	NA	NA	0.99237396	0.99237396	unbias	0.401193009	Ovary_mean	0.2306	0.3058	1.3262
TRINITY_DN122675_c1_g1_i1	NA	NA	NA	NA	0.192198526	0.192198526	unbias	0.196428638	Brain_mean	0.0553	0.106	1.9153
TRINITY_DN122676_c4_g6_i2	NA	NA	NA	NA	0.488510313	0.488510313	unbias	0.527531396	Brain_mean	0.0642	0.1097	1.7083
TRINITY_DN122701_c2_g2_i4	casz1	Chr07	39083845	39083845	-0.007858044	0.007858044	unbias	0.387904147	G43_M_mean	0.0878	0.161	1.8335
TRINITY_DN122721_c0_g1_i1	NA	NA	NA	NA	-0.341510411	0.341510411	unbias	0.291137758	Ovary_mean	0.0964	0.1522	1.5793
TRINITY_DN122725_c0_g1_i3	mier1-like	Chr04	79838756	79838756	-0.327724423	0.327724423	unbias	0.381587615	G23_mean	0.0654	0.0516	0.7886
TRINITY_DN122730_c1_g2_i5	slc26a1	Chr01	90427648	90427648	-0.072330395	0.072330395	unbias	0.222009826	Brain_mean	0.0247	0.0317	1.2831
TRINITY_DN122745_c0_g1_i1	LOC101734912	Chr06	65836553	65836553	0.261730496	0.261730496	unbias	0.288706681	Brain_mean	0.0909	0.1327	1.4594
TRINITY_DN122758_c4_g4_i1	ccne1	Chr04	23270880	23270880	-0.227755643	0.227755643	unbias	0.079353539	Testis_mean	0.1179	0.1752	1.4858
TRINITY_DN122767_c2_g2_i1	LOC100498169	Chr05	5380152	5380152	0.250999085	0.250999085	unbias	0.519502934	Brain_mean	0.1427	0.2333	1.6351
TRINITY_DN122785_c0_g2_i2	NA	NA	NA	NA	-0.259238289	0.259238289	unbias	0.259827627	Ovary_mean	0.1049	0.0686	0.6539
TRINITY_DN122800_c1_g1_i1	NA	NA	NA	NA	-0.259565647	0.259565647	unbias	0.137434129	G27_mean	0.0296	0.0527	1.7804
TRINITY_DN122839_c0_g1_i1	NA	NA	NA	NA	1.005040038	1.005040038	unbias	0.47726903	Ovary_mean	0.1066	0.132	1.2388
TRINITY_DN122842_c2_g2_i1	NA	NA	NA	NA	0.623654698	0.623654698	unbias	0.484455569	Ovary_mean	0.2782	0.3384	1.2166
TRINITY_DN122866_c0_g1_i1	NA	NA	NA	NA	0.414529765	0.414529765	unbias	0.702781287	Brain_mean	0.0326	0.0359	1.0994
TRINITY_DN122868_c1_g1_i4	frmd4b-like	Chr04	131223615	131223615	-0.380699372	0.380699372	unbias	0.130402427	G27_mean	0.0358	0.0655	1.8315
TRINITY_DN122883_c0_g1_i1	NA	NA	NA	NA	-0.669544231	0.669544231	unbias	0.488237713	Liver_mean	0.104	0.1427	1.3713
TRINITY_DN122887_c4_g1_i2	NA	NA	NA	NA	0.767902868	0.767902868	unbias	0.335585906	Brain_mean	0.0159	0.0313	1.9701
TRINITY_DN122889_c8_g1_i4	NA	NA	NA	NA	-0.268247104	0.268247104	unbias	0.221698454	Testis_mean	0.001	0.0006	0.5505
TRINITY_DN122898_c0_g1_i1	NA	NA	NA	NA	0.006459657	0.006459657	unbias	0.196637633	Brain_mean	0.1112	0.1607	1.4448
TRINITY_DN122914_c0_g1_i2	LOC100497845-like	Chr04	91113105	91113105	0.40744842	0.40744842	unbias	0.54674466	Ovary_mean	0.0721	0.0949	1.3164
TRINITY_DN122933_c2_g4_i2	NA	NA	NA	NA	-0.098406386	0.098406386	unbias	0.249262179	Ovary_mean	0.0157	0.0193	1.2293
TRINITY_DN122956_c5_g1_i1	NA	NA	NA	NA	0.201428122	0.201428122	unbias	0.46656487	Ovary_mean	0.1294	0.1854	1.4331
TRINITY_DN122961_c6_g7_i3	NA	NA	NA	NA	-0.226315986	0.226315986	unbias	0.340949134	G23_mean	0.1375	0.2297	1.6702
TRINITY_DN122997_c0_g1_i2	NA	NA	NA	NA	0.404035669	0.404035669	unbias	0.371429336	Brain_mean	0.0846	0.1459	1.725
TRINITY_DN123001_c0_g1_i3	NA	NA	NA	NA	-0.099544361	0.099544361	unbias	0.426743361	Brain_mean	0.0903	0.138	1.5282
TRINITY_DN123008_c3_g1_i2	NA	NA	NA	NA	-0.405630786	0.405630786	unbias	0.130167008	Ovary_mean	0.1768	0.322	1.8211
TRINITY_DN123019_c0_g1_i7	NA	NA	NA	NA	-0.492198793	0.492198793	unbias	0.231762853	Ovary_mean	0.109	0.1807	1.6574
TRINITY_DN123028_c3_g1_i2	gad1-like	Chr09	62911797	62911797	0.197644181	0.197644181	unbias	0.224463412	Brain_mean	0.0516	0.0821	1.5911
TRINITY_DN123061_c0_g2_i1	NA	NA	NA	NA	-0.467248974	0.467248974	unbias	0.43372039	Ovary_mean	0.1187	0.237	1.9973
TRINITY_DN123103_c0_g1_i1	LOC100127860	Chr01	51606696	51606696	0.464111674	0.464111674	unbias	0.490207678	Brain_mean	0.0424	0.0581	1.3724
TRINITY_DN123108_c4_g5_i4	NA	NA	NA	NA	0.213747916	0.213747916	unbias	0.303616964	Brain_mean	0.0624	0.0363	0.5816
TRINITY_DN123128_c0_g2_i1	zar1	Chr01	29767993	29767993	-0.382037829	0.382037829	unbias	0.359705284	G23_mean	0.0798	0.1308	1.6387
TRINITY_DN123135_c0_g1_i1	vopp1	Chr06	65599005	65599005	-1.002701088	1.002701088	unbias	0.096422636	G27_mean	0.0393	0.0712	1.8118
TRINITY_DN123148_c0_g1_i2	NA	NA	NA	NA	-0.413354694	0.413354694	unbias	0.377738196	Brain_mean	0.0688	0.1246	1.8118
TRINITY_DN123159_c2_g5_i1	NA	NA	NA	NA	0.035955276	0.035955276	unbias	0.450354616	Ovary_mean	0.047	0.0853	1.8148
TRINITY_DN123188_c6_g3_i2	NA	NA	NA	NA	-0.263878934	0.263878934	unbias	0.515941309	Ovary_mean	0.0526	0.0683	1.2998
TRINITY_DN123203_c0_g2_i2	LOC100497938	Chr10	33266394	33266394	-0.302849531	0.302849531	unbias	0.601255814	Ovary_mean	0.1409	0.2628	1.8656
TRINITY_DN123234_c0_g3_i1	NA	NA	NA	NA	0.686460517	0.686460517	unbias	0.574940694	Brain_mean	0.001	0.0006	0.6025
TRINITY_DN123316_c1_g3_i5	NA	NA	NA	NA	0.662306171	0.662306171	unbias	0.649535914	Brain_mean	0.1363	0.2205	1.6182
TRINITY_DN123360_c0_g2_i1	nqo1	Chr04	62418080	62418080	-0.127327873	0.127327873	unbias	0.358297652	G46_M_mean	0.0869	0.075	0.8635
TRINITY_DN123366_c0_g2_i2	mta1	Chr08	95605833	95605833	0.293870851	0.293870851	unbias	0.242146216	Brain_mean	0.0053	0.0053	1.0171
TRINITY_DN123387_c1_g1_i1	NA	NA	NA	NA	0.351603358	0.351603358	unbias	0.309266756	Ovary_mean	0.0229	0.0274	1.1945
TRINITY_DN123387_c3_g1_i1	tsga10	Chr02	109303013	109303013	0.098281804	0.098281804	unbias	0.456100901	Ovary_mean	0.0239	0.0364	1.5233
TRINITY_DN123401_c0_g2_i2	NA	NA	NA	NA	0.094721428	0.094721428	unbias	0.162784011	Brain_mean	0.0445	0.0768	1.7266
TRINITY_DN123415_c0_g1_i1	NA	NA	NA	NA	-0.110954522	0.110954522	unbias	0.126214175	G23_mean	0.0352	0.0595	1.6933
TRINITY_DN123426_c1_g4_i1	NA	NA	NA	NA	0.616998375	0.616998375	unbias	0.194007891	G23_mean	0.0974	0.1812	1.8611
TRINITY_DN123437_c0_g1_i2	NA	NA	NA	NA	0.850335176	0.850335176	unbias	0.395039658	Testis_mean	0.0957	0.1156	1.2076
TRINITY_DN123443_c0_g2_i1	NA	NA	NA	NA	-0.073349461	0.073349461	unbias	0.390288388	G27_mean	0.0683	0.1191	1.7448
TRINITY_DN123455_c2_g1_i1	NA	NA	NA	NA	0.346698918	0.346698918	unbias	0.669383313	Liver_mean	0.0612	0.0914	1.4924
TRINITY_DN123487_c0_g1_i2	NA	NA	NA	NA	0.741763897	0.741763897	unbias	0.41144121	G23_mean	0.1433	0.2208	1.5414
TRINITY_DN123540_c2_g5_i1	NA	NA	NA	NA	0.04819921	0.04819921	unbias	0.434112547	Brain_mean	0.0518	0.0487	0.9405
TRINITY_DN123544_c7_g1_i3	NA	NA	NA	NA	-0.12298047	0.12298047	unbias	0.179988133	Ovary_mean	0.1414	0.2226	1.5739
TRINITY_DN123572_c2_g1_i2	NA	NA	NA	NA	0.057052915	0.057052915	unbias	0.577459029	Brain_mean	0.052	0.0645	1.2403
TRINITY_DN123577_c1_g2_i2	fam43b	scaffold_352	29199	29199	0.066307605	0.066307605	unbias	0.505667278	Brain_mean	0.0358	0.0705	1.9668
TRINITY_DN123593_c0_g5_i2	NA	NA	NA	NA	0.129072374	0.129072374	unbias	0.411111205	Ovary_mean	0.0366	0.0594	1.6231
TRINITY_DN123618_c0_g1_i3	NA	NA	NA	NA	-0.069390367	0.069390367	unbias	0.248089954	G43_M_mean	0.1282	0.2184	1.7032
TRINITY_DN123621_c0_g1_i2	NA	NA	NA	NA	-0.306297605	0.306297605	unbias	0.199025872	Ovary_mean	0.102	0.1282	1.2567
TRINITY_DN123637_c0_g2_i2	NA	NA	NA	NA	0.181144647	0.181144647	unbias	0.300346206	Brain_mean	0.0528	0.0827	1.5652
TRINITY_DN123638_c0_g1_i1	NA	NA	NA	NA	0.677338015	0.677338015	unbias	0.374357631	Ovary_mean	0.1288	0.2193	1.7027
TRINITY_DN123678_c2_g6_i3	NA	NA	NA	NA	0.227223423	0.227223423	unbias	0.799772988	Brain_mean	0.0971	0.1505	1.5505
TRINITY_DN123702_c4_g2_i2	NA	NA	NA	NA	0.116119136	0.116119136	unbias	0.147667314	G46_M_mean	0.1435	0.2479	1.7277
TRINITY_DN123703_c0_g1_i1	NA	NA	NA	NA	0.327042462	0.327042462	unbias	0.468259491	Brain_mean	0.0484	0.0824	1.7021
TRINITY_DN123709_c0_g2_i1	NA	NA	NA	NA	0.170468649	0.170468649	unbias	0.351139975	Ovary_mean	0.1561	0.2876	1.8422
TRINITY_DN123719_c0_g1_i4	NA	NA	NA	NA	-0.491533912	0.491533912	unbias	0.141198157	G27_mean	0.0876	0.126	1.438
TRINITY_DN123752_c0_g4_i7	NA	NA	NA	NA	0.292736081	0.292736081	unbias	0.277319826	Ovary_mean	0.1081	0.1472	1.3615
TRINITY_DN123788_c0_g2_i3	NA	NA	NA	NA	-0.239255518	0.239255518	unbias	0.259268435	G23_mean	0.0741	0.1201	1.6204
TRINITY_DN123806_c2_g2_i3	NA	NA	NA	NA	-0.377575857	0.377575857	unbias	0.232900702	Ovary_mean	0.1681	0.3272	1.946
TRINITY_DN123812_c0_g1_i9	NA	NA	NA	NA	-0.057588205	0.057588205	unbias	0.162547017	G23_mean	0.041	0.0478	1.1652
TRINITY_DN123827_c2_g4_i4	nrf1-like	Chr03	77458182	77458182	-0.534062801	0.534062801	unbias	0.123589155	G31_mean	0.0215	0.0341	1.585
TRINITY_DN123839_c0_g3_i1	NA	NA	NA	NA	0.344757193	0.344757193	unbias	0.297392094	Brain_mean	0.0347	0.0664	1.9102
TRINITY_DN123845_c2_g1_i2	NA	NA	NA	NA	-0.302888893	0.302888893	unbias	0.231070601	Liver_mean	0.04	0.0514	1.2869
TRINITY_DN123852_c0_g1_i1	NA	NA	NA	NA	0.12538924	0.12538924	unbias	0.159826587	Brain_mean	0.0398	0.0651	1.6351
TRINITY_DN123862_c0_g1_i3	pgam2	Chr03	108057511	108057511	0.188491382	0.188491382	unbias	0.493074978	G43_M_mean	0.022	0.0317	1.4424
TRINITY_DN123891_c0_g1_i1	ethe1	Chr07	110936307	110936307	-0.582519073	0.582519073	unbias	0.331813724	Liver_mean	0.0458	0.0766	1.6723
TRINITY_DN123892_c0_g1_i1	NA	NA	NA	NA	0.059375619	0.059375619	unbias	0.451470216	Brain_mean	0.061	0.0656	1.0756
TRINITY_DN123903_c0_g2_i4	NA	NA	NA	NA	-0.110180681	0.110180681	unbias	0.560279107	Ovary_mean	0.1605	0.3205	1.9967
TRINITY_DN123914_c1_g2_i1	NA	NA	NA	NA	0.269919555	0.269919555	unbias	0.458121785	Ovary_mean	0.067	0.1066	1.5898
TRINITY_DN123915_c3_g4_i1	mgst2	Chr03	9552236	9552236	-0.15250659	0.15250659	unbias	0.411177757	G43_M_mean	0.179	0.3052	1.7055
TRINITY_DN123948_c0_g2_i1	Xetrov90026281m	scaffold_138	226245	226245	-0.128085272	0.128085272	unbias	0.473480153	G27_mean	0.1417	0.2215	1.5626
TRINITY_DN123966_c0_g2_i1	NA	NA	NA	NA	-0.442825915	0.442825915	unbias	0.192335347	Ovary_mean	0.0637	0.0945	1.4852
TRINITY_DN123968_c0_g1_i1	NA	NA	NA	NA	0.893323225	0.893323225	unbias	0.135029337	Brain_mean	0.0666	0.1181	1.7734
TRINITY_DN123969_c1_g6_i1	NA	NA	NA	NA	-0.111618974	0.111618974	unbias	0.175457155	G43_M_mean	0.151	0.2562	1.6966
TRINITY_DN123990_c0_g1_i1	NA	NA	NA	NA	0.051871963	0.051871963	unbias	0.424754113	Ovary_mean	0.1047	0.1181	1.1286
TRINITY_DN124031_c2_g5_i3	NA	NA	NA	NA	0.095129924	0.095129924	unbias	0.495186795	Ovary_mean	0.0224	0.033	1.4736
TRINITY_DN124057_c4_g2_i2	NA	NA	NA	NA	1.415527066	1.415527066	unbias	0.311385753	Ovary_mean	0.0296	0.048	1.6209
TRINITY_DN124074_c0_g4_i2	NA	NA	NA	NA	-0.082916784	0.082916784	unbias	0.67371039	Brain_mean	0.0826	0.0987	1.1944
TRINITY_DN124113_c0_g1_i4	NA	NA	NA	NA	0.133776693	0.133776693	unbias	0.449916917	Brain_mean	0.1144	0.2042	1.7841
TRINITY_DN124117_c6_g4_i3	NA	NA	NA	NA	-0.172971839	0.172971839	unbias	0.227534315	G23_mean	0.1387	0.188	1.3557
TRINITY_DN124138_c14_g3_i2	Xetrov90009847m	Chr03	129966306	129966306	-0.115366734	0.115366734	unbias	0.162323374	Ovary_mean	0.1223	0.173	1.4145
TRINITY_DN124153_c8_g5_i1	NA	NA	NA	NA	0.14009087	0.14009087	unbias	0.422581593	Ovary_mean	0.0555	0.0713	1.2851
TRINITY_DN124167_c1_g2_i1	NA	NA	NA	NA	-0.310086866	0.310086866	unbias	0.174331716	G23_mean	0.0541	0.0753	1.3929
TRINITY_DN124211_c1_g2_i5	NA	NA	NA	NA	0.460728925	0.460728925	unbias	0.437352227	G23_mean	0.0241	0.0402	1.6645
TRINITY_DN124247_c3_g3_i1	NA	NA	NA	NA	0.601617787	0.601617787	unbias	0.423825131	Brain_mean	0.084	0.0937	1.1152
TRINITY_DN124276_c5_g2_i2	NA	NA	NA	NA	-0.011865826	0.011865826	unbias	0.215781191	G46_F_mean	0.1491	0.2426	1.6266
TRINITY_DN124291_c0_g1_i1	NA	NA	NA	NA	0.457932682	0.457932682	unbias	0.294114598	G23_mean	0.054	0.0777	1.439
TRINITY_DN124302_c1_g8_i3	NA	NA	NA	NA	0.481821293	0.481821293	unbias	0.249025449	Brain_mean	0.0368	0.0565	1.5341
TRINITY_DN124337_c0_g1_i1	ep400	Chr01	147977216	147977216	0.820156645	0.820156645	unbias	0.453595298	Ovary_mean	0.0337	0.0512	1.5178
TRINITY_DN124341_c2_g1_i1	smcr8	Chr09	10166922	10166922	0.263410593	0.263410593	unbias	0.28145918	G23_mean	0.2074	0.2548	1.2287
TRINITY_DN124347_c0_g1_i2	NA	NA	NA	NA	-0.095805544	0.095805544	unbias	0.113280932	Ovary_mean	0.0282	0.0338	1.1994
TRINITY_DN124383_c0_g1_i1	LOC100490227	Chr02	169938887	169938887	0.223640299	0.223640299	unbias	0.367789935	Ovary_mean	0.0499	0.0924	1.8526
TRINITY_DN124385_c5_g1_i3	NA	NA	NA	NA	0.062077132	0.062077132	unbias	0.091714358	Ovary_mean	0.0322	0.0559	1.7352
TRINITY_DN124394_c3_g1_i1	bbs9	Chr06	25887444	25887444	0.379025599	0.379025599	unbias	0.308955723	Brain_mean	0.0656	0.1062	1.6186
TRINITY_DN124394_c4_g1_i1	NA	NA	NA	NA	-0.399910109	0.399910109	unbias	0.111346862	Brain_mean	0.0814	0.1177	1.4459
TRINITY_DN124395_c0_g2_i2	ctnnal1	Chr06	61288653	61288653	0.011940818	0.011940818	unbias	0.165143272	Ovary_mean	0.0339	0.0415	1.2254
TRINITY_DN124398_c0_g1_i2	NA	NA	NA	NA	0.349623421	0.349623421	unbias	0.501617877	G27_mean	0.1248	0.2385	1.9118
TRINITY_DN124406_c1_g1_i3	NA	NA	NA	NA	0.009459341	0.009459341	unbias	0.427024607	Brain_mean	0.041	0.0379	0.924
TRINITY_DN124406_c1_g2_i1	mlycd	Chr04	65232754	65232754	0.084265036	0.084265036	unbias	0.269164388	G23_mean	0.0268	0.0333	1.2415
TRINITY_DN124406_c4_g1_i2	NA	NA	NA	NA	0.278123738	0.278123738	unbias	0.573194774	G23_mean	0.082	0.0928	1.1317
TRINITY_DN124422_c0_g1_i4	NA	NA	NA	NA	0.194473026	0.194473026	unbias	0.480779163	G23_mean	0.15	0.2314	1.5433
TRINITY_DN124430_c0_g3_i2	tex9-like	Chr03	90333850	90333850	-0.331738047	0.331738047	unbias	0.096974133	G46_F_mean	0.0283	0.0387	1.3695
TRINITY_DN124434_c0_g1_i1	NA	NA	NA	NA	0.516012662	0.516012662	unbias	0.422021354	Brain_mean	0.0362	0.0699	1.9327
TRINITY_DN124435_c1_g11_i3	NA	NA	NA	NA	-0.060653543	0.060653543	unbias	0.202104091	Ovary_mean	0.0106	0.0134	1.2669
TRINITY_DN124466_c0_g1_i4	kiaa1324l	Chr03	71543214	71543214	-0.161129001	0.161129001	unbias	0.113440157	Brain_mean	0.0056	0.0059	1.0417
TRINITY_DN124509_c0_g2_i1	NA	NA	NA	NA	0.770328453	0.770328453	unbias	0.559482459	Ovary_mean	0.0457	0.0674	1.4742
TRINITY_DN124515_c6_g4_i2	NA	NA	NA	NA	0.637495449	0.637495449	unbias	0.523095724	Brain_mean	0.0069	0.0103	1.4939
TRINITY_DN124518_c0_g1_i1	NA	NA	NA	NA	-0.594142121	0.594142121	unbias	0.274286555	Ovary_mean	0.108	0.1172	1.085
TRINITY_DN124530_c0_g1_i1	NA	NA	NA	NA	0.165990457	0.165990457	unbias	0.276595054	Ovary_mean	0.0488	0.0923	1.8922
TRINITY_DN124552_c0_g1_i1	ccdc169	Chr02	149105296	149105296	0.102146465	0.102146465	unbias	0.256970622	Ovary_mean	0.0434	0.0598	1.3798
TRINITY_DN124580_c0_g5_i1	NA	NA	NA	NA	0.602085186	0.602085186	unbias	0.54318878	Ovary_mean	0.0656	0.0961	1.4638
TRINITY_DN124604_c0_g2_i2	ces3	Chr04	19233576	19233576	-0.907128642	0.907128642	unbias	0.36324136	Liver_mean	0.1224	0.2163	1.7663
TRINITY_DN124616_c4_g6_i5	agap1-like.2	Chr09	54582705	54582705	0.432922274	0.432922274	unbias	0.341701898	Brain_mean	0.0476	0.0708	1.4858
TRINITY_DN124635_c1_g1_i7	NA	NA	NA	NA	-0.09482843	0.09482843	unbias	0.165907814	G43_M_mean	0.0339	0.0592	1.7444
TRINITY_DN124651_c2_g3_i2	NA	NA	NA	NA	0.51220772	0.51220772	unbias	0.240919718	Ovary_mean	0.1052	0.1717	1.6331
TRINITY_DN124651_c4_g1_i1	NA	NA	NA	NA	0.492747671	0.492747671	unbias	0.555918209	Brain_mean	0.051	0.0661	1.2964
TRINITY_DN124661_c0_g1_i1	NA	NA	NA	NA	0.693127719	0.693127719	unbias	0.203562781	G23_mean	0.076	0.1054	1.3854
TRINITY_DN124669_c3_g1_i1	NA	NA	NA	NA	0.157071345	0.157071345	unbias	0.130476855	G23_mean	0.0028	0.0044	1.6023
TRINITY_DN124683_c3_g3_i3	NA	NA	NA	NA	0.047291348	0.047291348	unbias	0.296047371	Ovary_mean	0.0092	0.0164	1.7805
TRINITY_DN124701_c0_g1_i1	NA	NA	NA	NA	0.012360305	0.012360305	unbias	0.47692183	Brain_mean	0.0532	0.0698	1.3119
TRINITY_DN124735_c0_g1_i2	NA	NA	NA	NA	0.039172793	0.039172793	unbias	0.333574361	Brain_mean	0.0651	0.0968	1.4872
TRINITY_DN124741_c0_g1_i2	NA	NA	NA	NA	0.622255463	0.622255463	unbias	0.275891624	Brain_mean	0.1328	0.172	1.2955
TRINITY_DN124779_c1_g2_i2	NA	NA	NA	NA	-0.17897726	0.17897726	unbias	0.316410469	Brain_mean	0.0857	0.1102	1.2858
TRINITY_DN124788_c6_g1_i6	pcyt1a	Chr05	110019550	110019550	0.403115585	0.403115585	unbias	0.347297528	Brain_mean	0.0863	0.1363	1.5792
TRINITY_DN124806_c0_g2_i1	NA	NA	NA	NA	-1.434552479	1.434552479	unbias	0.384470633	Ovary_mean	0.1073	0.1409	1.3131
