G23	F-bias	23_F-bias		TRINITY_DN114651_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN113753_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122308_c0_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN114976_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN136585_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN123193_c0_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN107308_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129596_c3_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN125104_c0_g8_i5			
G46	F-bias	46_F-bias		TRINITY_DN109667_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134066_c0_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN18217_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131292_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN133133_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN134976_c6_g9_i1			
G46	F-bias	46_F-bias		TRINITY_DN128761_c2_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN119480_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128428_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN131986_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130597_c4_g6_i7			
G46	F-bias	46_F-bias		TRINITY_DN134425_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN132098_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN125072_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN123115_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121372_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN117117_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128018_c0_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN107530_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128032_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134462_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN123707_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN126619_c1_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN124856_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128703_c7_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN135222_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN124922_c6_g7_i1			
G46	F-bias	46_F-bias		TRINITY_DN124621_c1_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN126027_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120688_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN114799_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122628_c3_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN124665_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132635_c2_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN133996_c3_g8_i2			
G46	F-bias	46_F-bias		TRINITY_DN118644_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN103783_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127109_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN127067_c5_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN126910_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN98399_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124362_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN136221_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN117152_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN127619_c2_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN112103_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118530_c0_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN127876_c3_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN119243_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN122965_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN131068_c1_g7_i3			
G46	F-bias	46_F-bias		TRINITY_DN126296_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN123377_c2_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN121944_c0_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN125176_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124520_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129469_c0_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN130414_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN122714_c15_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN117330_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN121715_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126357_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132899_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN110265_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132163_c5_g7_i3			
G46	F-bias	46_F-bias		TRINITY_DN124083_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132776_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121485_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130616_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN129774_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN127848_c6_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135185_c1_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN114928_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124133_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130763_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135727_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN119807_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN124446_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128684_c3_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN134809_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120998_c0_g3_i4			
G46	F-bias	46_F-bias		TRINITY_DN115244_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130392_c1_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN122420_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN117855_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN121128_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124686_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121039_c3_g3_i4			
G46	F-bias	46_F-bias		TRINITY_DN118628_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN134085_c3_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN122996_c0_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN126535_c1_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN134941_c5_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN132493_c3_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN127225_c3_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN131641_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN136102_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN129505_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN121771_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123960_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN126284_c5_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN119100_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN132732_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN115043_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN127458_c0_g6_i1			
G46	F-bias	46_F-bias		TRINITY_DN43625_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121870_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN127245_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN136469_c4_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN133061_c1_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN132022_c5_g3_i1			
G46	M-bias	46_M-bias		TRINITY_DN131584_c0_g2_i3			
G46	M-bias	46_M-bias		TRINITY_DN129128_c4_g1_i5			
G46	M-bias	46_M-bias		TRINITY_DN129034_c7_g7_i3			
G46	M-bias	46_M-bias		TRINITY_DN61744_c0_g2_i1			
G46	M-bias	46_M-bias		TRINITY_DN101728_c0_g2_i1			
G46	M-bias	46_M-bias		TRINITY_DN126268_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN128513_c1_g2_i6			
G46	M-bias	46_M-bias		TRINITY_DN115612_c0_g2_i2			
G46	M-bias	46_M-bias		TRINITY_DN123534_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN134219_c1_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN134053_c4_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN115114_c1_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN129661_c1_g6_i1			
G46	M-bias	46_M-bias		TRINITY_DN131503_c1_g3_i4			
G46	M-bias	46_M-bias		TRINITY_DN128660_c0_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN135623_c1_g2_i3			
G46	M-bias	46_M-bias		TRINITY_DN125938_c4_g5_i1			
G46	M-bias	46_M-bias		TRINITY_DN120135_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN122876_c3_g1_i10			
G46	M-bias	46_M-bias		TRINITY_DN129648_c0_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN130770_c0_g2_i2			
G46	M-bias	46_M-bias		TRINITY_DN131236_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN124181_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN133247_c2_g3_i5			
G46	M-bias	46_M-bias		TRINITY_DN134451_c0_g1_i4			
G46	M-bias	46_M-bias		TRINITY_DN134283_c1_g2_i1			
G46	M-bias	46_M-bias		TRINITY_DN123549_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN124180_c0_g7_i1			
G46	M-bias	46_M-bias		TRINITY_DN132547_c1_g4_i1			
G46	M-bias	46_M-bias		TRINITY_DN123637_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN128955_c5_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN126878_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN127994_c1_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN120528_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN114406_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN127361_c15_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN123854_c0_g4_i5			
G46	M-bias	46_M-bias		TRINITY_DN129910_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN116728_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN130527_c4_g4_i1			
G46	M-bias	46_M-bias		TRINITY_DN134738_c1_g2_i2			
G46	M-bias	46_M-bias		TRINITY_DN131868_c0_g11_i1			
G46	M-bias	46_M-bias		TRINITY_DN118284_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN129017_c1_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN135226_c0_g2_i1			
G46	M-bias	46_M-bias		TRINITY_DN133210_c0_g1_i4			
G46	M-bias	46_M-bias		TRINITY_DN121490_c3_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN117755_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN124423_c0_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN122162_c1_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN129065_c3_g2_i2			
G46	M-bias	46_M-bias		TRINITY_DN44160_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN124136_c0_g3_i1			
G46	M-bias	46_M-bias		TRINITY_DN131465_c3_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN133575_c2_g1_i3			
G46	M-bias	46_M-bias		TRINITY_DN117942_c0_g1_i2			
G46	M-bias	46_M-bias		TRINITY_DN131299_c0_g1_i4			
G46	M-bias	46_M-bias		TRINITY_DN112596_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN134143_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN122807_c0_g1_i1			
G46	M-bias	46_M-bias		TRINITY_DN132809_c9_g3_i1			
G46	M-bias	46_M-bias		TRINITY_DN114818_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN68054_c0_g2_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN96442_c0_g2_i2			
Brain	F-bias	Br_F-bias		TRINITY_DN193911_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN84399_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN96493_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN133899_c4_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN196817_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN101171_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN1373_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN170036_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN63671_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN65335_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN135690_c1_g2_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN151939_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN130680_c2_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN115996_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN133563_c2_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN114651_c0_g1_i3			
Brain	F-bias	Br_F-bias		TRINITY_DN127522_c0_g1_i1			
Brain	F-bias	Br_F-bias		TRINITY_DN129581_c0_g1_i5			
Brain	M-bias	Br_M-bias		TRINITY_DN135594_c6_g2_i2			
Brain	M-bias	Br_M-bias		TRINITY_DN126602_c0_g1_i2			
Brain	M-bias	Br_M-bias		TRINITY_DN132245_c4_g2_i3			
Brain	M-bias	Br_M-bias		TRINITY_DN115328_c0_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN128642_c2_g2_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN135618_c2_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN130174_c0_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN132119_c0_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN134429_c5_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN123054_c2_g2_i2			
Brain	M-bias	Br_M-bias		TRINITY_DN120967_c0_g2_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN125909_c1_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN121505_c1_g3_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN122118_c0_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN132837_c1_g8_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN126662_c0_g2_i5			
Brain	M-bias	Br_M-bias		TRINITY_DN127055_c1_g7_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN125892_c0_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN131466_c7_g1_i2			
Brain	M-bias	Br_M-bias		TRINITY_DN123918_c0_g2_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN117036_c0_g1_i1			
Brain	M-bias	Br_M-bias		TRINITY_DN129784_c1_g7_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN134935_c0_g2_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN105647_c0_g2_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN129827_c5_g2_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN110867_c0_g1_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN121035_c0_g2_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN112847_c0_g1_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN104464_c0_g1_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN129628_c2_g2_i2			
Liver	F-bias	Li_F-bias		TRINITY_DN121738_c0_g2_i3			
Liver	F-bias	Li_F-bias		TRINITY_DN134360_c3_g1_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN115794_c1_g1_i1			
Liver	F-bias	Li_F-bias		TRINITY_DN126754_c2_g1_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN118885_c0_g1_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN133911_c4_g9_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN131896_c3_g1_i2			
Liver	M-bias	Li_M-bias		TRINITY_DN129860_c0_g3_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN130699_c6_g2_i2			
Liver	M-bias	Li_M-bias		TRINITY_DN44500_c0_g1_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN132129_c0_g1_i2			
Liver	M-bias	Li_M-bias		TRINITY_DN124922_c6_g7_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN120237_c0_g2_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN129698_c3_g1_i2			
Liver	M-bias	Li_M-bias		TRINITY_DN115622_c0_g2_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN113202_c0_g1_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN119647_c0_g2_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN117920_c0_g1_i5			
Liver	M-bias	Li_M-bias		TRINITY_DN122892_c0_g1_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN179330_c0_g1_i1			
Liver	M-bias	Li_M-bias		TRINITY_DN126089_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN133080_c7_g9_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN109666_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN48710_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN105647_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN83270_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN111028_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN63671_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN117125_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128424_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119288_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN110679_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN1373_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135526_c5_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120396_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN123821_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN96442_c0_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN65335_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123147_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN136353_c2_g4_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127129_c2_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132047_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN121355_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN45542_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN24472_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130577_c0_g2_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN97559_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN68054_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135914_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN118281_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN9222_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN84399_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN193911_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126729_c2_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN124325_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN101171_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN123696_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132305_c3_g4_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN109596_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135690_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131491_c0_g1_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN121071_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN118496_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN109913_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN91515_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120071_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN114684_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133899_c4_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN111236_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN114038_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN131327_c3_g2_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN170036_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131157_c1_g4_i5			
Gonad	F-bias	Go_F-bias		TRINITY_DN130955_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN135175_c3_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN125006_c1_g6_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN126783_c1_g5_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN126078_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN116067_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN110103_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133921_c11_g2_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN134055_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN196817_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN118554_c3_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN117724_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN96493_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN113605_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130424_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN133281_c3_g3_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN125971_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN124190_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129466_c1_g5_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN92629_c0_g4_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN103838_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127485_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN125054_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN119717_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN126060_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126495_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129860_c0_g3_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN130084_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN136563_c5_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN124649_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN122072_c1_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124826_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN125009_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN131905_c3_g3_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN108052_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119122_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN122708_c1_g6_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN130090_c6_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN121284_c0_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN208554_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN128175_c8_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124453_c0_g1_i4			
Gonad	F-bias	Go_F-bias		TRINITY_DN116961_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132876_c2_g4_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN127929_c1_g1_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN128960_c2_g2_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN115534_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132429_c0_g3_i7			
Gonad	F-bias	Go_F-bias		TRINITY_DN118644_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN124131_c8_g4_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130060_c4_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN119475_c1_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN133256_c3_g11_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN130591_c1_g6_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN119995_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN23385_c0_g2_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN112272_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132624_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126932_c0_g1_i10			
Gonad	F-bias	Go_F-bias		TRINITY_DN130037_c1_g4_i6			
Gonad	F-bias	Go_F-bias		TRINITY_DN214148_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN129950_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN132360_c0_g3_i2			
Gonad	F-bias	Go_F-bias		TRINITY_DN118445_c0_g1_i3			
Gonad	F-bias	Go_F-bias		TRINITY_DN127961_c1_g13_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN98655_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN43625_c0_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN126408_c2_g1_i1			
Gonad	F-bias	Go_F-bias		TRINITY_DN120000_c0_g1_i1			
