gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	stage	sexbias	tissue
TRINITY_DN131702_c2_g3_i2	NA	NA	NA	NA	8.078865816	1.071841791	1.30E-05	4.93E-05	Gonad	male	adult
TRINITY_DN129284_c0_g1_i1	NA	NA	NA	NA	1.921505673	1.072100014	0.02268121	0.042456695	Gonad	male	adult
TRINITY_DN129819_c2_g1_i2	NA	NA	NA	NA	4.000900361	1.072986033	0.001871359	0.004610447	Gonad	male	adult
TRINITY_DN129292_c0_g3_i1	NA	NA	NA	NA	0.980139539	1.073146001	0.022832509	0.042704477	Gonad	male	adult
TRINITY_DN129540_c3_g1_i3	NA	NA	NA	NA	4.046415419	1.073687398	0.0029302	0.006898186	Gonad	male	adult
TRINITY_DN122757_c0_g1_i4	NA	NA	NA	NA	7.263846499	1.074187812	3.61E-05	0.000126766	Gonad	male	adult
TRINITY_DN124983_c6_g6_i1	NA	NA	NA	NA	2.782176614	1.074381169	0.021595118	0.040697173	Gonad	male	adult
TRINITY_DN125683_c8_g2_i1	NA	NA	NA	NA	2.047863616	1.074404467	0.01606445	0.031429537	Gonad	male	adult
TRINITY_DN128687_c0_g1_i2	NA	NA	NA	NA	4.592635001	1.075001474	0.005659433	0.012440497	Gonad	male	adult
TRINITY_DN134419_c0_g2_i4	nop58	Chr09	46859704	46859704	2.638251804	1.075511903	0.024990565	0.046170433	Gonad	male	adult
TRINITY_DN124905_c0_g4_i1	zbtb7c	Chr01	192640895	192640895	5.011665067	1.075816327	0.004253991	0.009637482	Gonad	male	adult
TRINITY_DN125846_c0_g1_i1	NA	NA	NA	NA	2.843299619	1.07643817	0.016435065	0.032068419	Gonad	male	adult
TRINITY_DN127229_c2_g1_i1	NA	NA	NA	NA	4.128060486	1.076707468	0.014180185	0.028113628	Gonad	male	adult
TRINITY_DN129329_c6_g1_i3	NA	NA	NA	NA	2.963689572	1.076816352	0.00456963	0.01027006	Gonad	male	adult
TRINITY_DN109203_c0_g1_i1	NA	NA	NA	NA	3.177825222	1.077200864	0.008060896	0.017075476	Gonad	male	adult
TRINITY_DN134871_c1_g2_i1	NA	NA	NA	NA	2.32305023	1.078463256	0.017010525	0.033030401	Gonad	male	adult
TRINITY_DN130854_c0_g3_i2	psmb8	Chr08	47291597	47291597	3.500896969	1.080019324	0.01110153	0.022654953	Gonad	male	adult
TRINITY_DN106281_c0_g2_i1	NA	NA	NA	NA	2.510766779	1.080083346	0.012383513	0.024950617	Gonad	male	adult
TRINITY_DN109714_c0_g1_i1	NA	NA	NA	NA	0.908274002	1.080707085	0.015242505	0.029976387	Gonad	male	adult
TRINITY_DN125689_c3_g5_i4	NA	NA	NA	NA	4.391539462	1.081607505	0.025562791	0.047054224	Gonad	male	adult
TRINITY_DN129329_c6_g2_i1	rhoj-like	Chr08	81238951	81238951	2.072262578	1.081741071	0.015872033	0.031096227	Gonad	male	adult
TRINITY_DN133816_c1_g1_i1	NA	NA	NA	NA	7.384672372	1.082531408	2.53E-06	1.09E-05	Gonad	male	adult
TRINITY_DN109907_c0_g1_i1	NA	NA	NA	NA	7.318817898	1.083246044	3.79E-06	1.58E-05	Gonad	male	adult
TRINITY_DN123497_c0_g2_i3	NA	NA	NA	NA	0.826773481	1.083669397	0.023776369	0.044257003	Gonad	male	adult
TRINITY_DN119446_c0_g1_i3	NA	NA	NA	NA	5.325415225	1.083845788	0.003064507	0.007181395	Gonad	male	adult
TRINITY_DN131678_c0_g4_i1	NA	NA	NA	NA	1.241893558	1.084041811	0.016369426	0.031957251	Gonad	male	adult
TRINITY_DN117514_c0_g1_i1	NA	NA	NA	NA	2.479477441	1.084129531	0.017513478	0.033879615	Gonad	male	adult
TRINITY_DN129398_c7_g1_i4	LOC100491399	Chr10	2505265	2505265	5.077858174	1.084381374	0.00113843	0.002945633	Gonad	male	adult
TRINITY_DN127339_c3_g1_i1	NA	NA	NA	NA	2.417884962	1.084906545	0.008549244	0.017969902	Gonad	male	adult
TRINITY_DN131344_c3_g8_i3	trim67	Chr05	39565013	39565013	4.039129064	1.084933923	0.012472859	0.025090298	Gonad	male	adult
TRINITY_DN130535_c1_g1_i1	sbk1	Chr07	95496307	95496307	4.706079444	1.086411505	0.000360122	0.00103674	Gonad	male	adult
TRINITY_DN126166_c0_g1_i10	NA	NA	NA	NA	2.754579234	1.087339537	0.00484797	0.010825517	Gonad	male	adult
TRINITY_DN134299_c0_g1_i2	NA	NA	NA	NA	7.28040216	1.087671655	1.10E-05	4.24E-05	Gonad	male	adult
TRINITY_DN127698_c2_g3_i1	NA	NA	NA	NA	2.145265908	1.087913503	0.020598664	0.039034511	Gonad	male	adult
TRINITY_DN128197_c7_g1_i3	NA	NA	NA	NA	4.50314584	1.088472568	0.000556699	0.001539299	Gonad	male	adult
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	3.003751787	1.088556467	0.005124414	0.011383102	Gonad	male	adult
TRINITY_DN133515_c1_g1_i2	sec22c-like	Chr06	2663966	2663966	1.359702006	1.088688297	0.014620532	0.028880062	Gonad	male	adult
TRINITY_DN130148_c2_g1_i2	NA	NA	NA	NA	5.040996384	1.088694392	0.002788974	0.006601537	Gonad	male	adult
TRINITY_DN134827_c1_g8_i1	NA	NA	NA	NA	8.249274075	1.089196632	0.006162025	0.013415874	Gonad	male	adult
TRINITY_DN134583_c2_g1_i1	NA	NA	NA	NA	4.231480072	1.08953319	0.000995196	0.002604898	Gonad	male	adult
TRINITY_DN129895_c0_g1_i1	NA	NA	NA	NA	4.362376411	1.089790233	0.026654976	0.048786001	Gonad	male	adult
TRINITY_DN120781_c0_g1_i2	NA	NA	NA	NA	0.979762256	1.089846246	0.018818194	0.036100209	Gonad	male	adult
TRINITY_DN125634_c1_g4_i5	etv1	Chr06	45673995	45673995	2.741826213	1.089878338	0.006007371	0.013123492	Gonad	male	adult
TRINITY_DN123304_c0_g1_i1	zbtb38	Chr05	125792901	125792901	0.664014904	1.090018585	0.017975608	0.034666585	Gonad	male	adult
TRINITY_DN136525_c2_g3_i2	NA	NA	NA	NA	3.308024482	1.09110504	0.015843431	0.031042887	Gonad	male	adult
TRINITY_DN123634_c1_g1_i1	NA	NA	NA	NA	3.040661754	1.091362889	0.025942499	0.047655954	Gonad	male	adult
TRINITY_DN127570_c4_g1_i11	NA	NA	NA	NA	5.248417151	1.091404315	0.001077006	0.002799223	Gonad	male	adult
TRINITY_DN70684_c0_g1_i1	arl13b	Chr02	17633081	17633081	6.530800866	1.091558041	0.000260149	0.000772129	Gonad	male	adult
TRINITY_DN128925_c7_g1_i1	NA	NA	NA	NA	5.347729119	1.091622363	0.00030456	0.000891742	Gonad	male	adult
TRINITY_DN120058_c3_g1_i3	NA	NA	NA	NA	3.938823498	1.092172434	0.002778621	0.006579869	Gonad	male	adult
TRINITY_DN125431_c0_g1_i2	NA	NA	NA	NA	6.879084446	1.093169677	0.000232198	0.0006978	Gonad	male	adult
TRINITY_DN130806_c0_g2_i3	NA	NA	NA	NA	3.798625708	1.093237832	0.010200277	0.021021124	Gonad	male	adult
TRINITY_DN124062_c2_g3_i1	NA	NA	NA	NA	3.995843899	1.093325871	0.001573133	0.003945074	Gonad	male	adult
TRINITY_DN130765_c5_g1_i1	NA	NA	NA	NA	5.412316186	1.094059714	0.007598441	0.016206942	Gonad	male	adult
TRINITY_DN119819_c1_g1_i1	NA	NA	NA	NA	1.160257844	1.094090795	0.026773456	0.048979011	Gonad	male	adult
TRINITY_DN133518_c2_g2_i5	NA	NA	NA	NA	3.184706046	1.094849993	0.010349694	0.021288212	Gonad	male	adult
TRINITY_DN117534_c0_g1_i1	NA	NA	NA	NA	3.49489174	1.094893348	0.00182773	0.004513309	Gonad	male	adult
TRINITY_DN120387_c2_g5_i2	NA	NA	NA	NA	6.036416212	1.095004632	6.24E-06	2.51E-05	Gonad	male	adult
TRINITY_DN134918_c3_g1_i1	NA	NA	NA	NA	4.28641065	1.095174464	0.021474732	0.040504135	Gonad	male	adult
TRINITY_DN132667_c0_g7_i3	NA	NA	NA	NA	5.737772614	1.095210692	0.000668182	0.001814637	Gonad	male	adult
TRINITY_DN108191_c0_g1_i1	psat1	Chr01	120348962	120348962	2.91032198	1.09581837	0.009151514	0.019091748	Gonad	male	adult
TRINITY_DN120684_c0_g1_i4	NA	NA	NA	NA	6.251986255	1.095914568	3.40E-05	0.000120253	Gonad	male	adult
TRINITY_DN122852_c0_g1_i1	NA	NA	NA	NA	3.92094704	1.09635445	0.003615302	0.008346419	Gonad	male	adult
TRINITY_DN128455_c10_g3_i1	clk2-like.2	Chr08	117605974	117605974	2.786709079	1.096379686	0.006420949	0.013932539	Gonad	male	adult
TRINITY_DN134853_c3_g2_i1	NA	NA	NA	NA	1.347176383	1.096790359	0.014837385	0.029255929	Gonad	male	adult
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	6.062284282	1.096793692	6.61E-05	0.000221097	Gonad	male	adult
TRINITY_DN136610_c26_g3_i2	NA	NA	NA	NA	0.815010443	1.099183809	0.017767269	0.034311726	Gonad	male	adult
TRINITY_DN135445_c5_g3_i2	NA	NA	NA	NA	6.403300628	1.099328339	4.82E-05	0.00016523	Gonad	male	adult
TRINITY_DN133698_c1_g2_i2	top1.2	Chr04	65111976	65111976	4.829851631	1.099466981	0.000323671	0.000942316	Gonad	male	adult
TRINITY_DN134085_c3_g2_i2	NA	NA	NA	NA	6.450852999	1.099563627	0.000592045	0.001627258	Gonad	male	adult
TRINITY_DN132721_c0_g1_i1	NA	NA	NA	NA	4.833619943	1.099816751	0.000256509	0.000762431	Gonad	male	adult
TRINITY_DN123712_c0_g1_i1	NA	NA	NA	NA	1.824018176	1.100042041	0.022032937	0.041387432	Gonad	male	adult
TRINITY_DN130845_c4_g1_i3	NA	NA	NA	NA	3.50694863	1.100719068	0.002866556	0.006763179	Gonad	male	adult
TRINITY_DN124570_c0_g2_i2	gjb1	Chr08	23152513	23152513	3.043044375	1.10110913	0.018177258	0.035028525	Gonad	male	adult
TRINITY_DN126142_c0_g1_i4	NA	NA	NA	NA	4.418113297	1.101162291	0.020065329	0.038145598	Gonad	male	adult
TRINITY_DN44160_c0_g1_i1	NA	NA	NA	NA	1.342439327	1.101835106	0.014204393	0.028156674	Gonad	male	adult
TRINITY_DN132305_c4_g1_i1	NA	NA	NA	NA	3.015765299	1.102000646	0.011982628	0.024225117	Gonad	male	adult
TRINITY_DN135798_c3_g8_i1	NA	NA	NA	NA	2.53574442	1.102192487	0.01141523	0.023232079	Gonad	male	adult
TRINITY_DN123932_c1_g1_i1	NA	NA	NA	NA	2.065316598	1.103374871	0.020349712	0.038620537	Gonad	male	adult
TRINITY_DN131597_c4_g1_i2	NA	NA	NA	NA	3.661872145	1.103715803	0.003951286	0.009031511	Gonad	male	adult
TRINITY_DN134596_c7_g1_i2	NA	NA	NA	NA	4.096500185	1.103872497	0.011985167	0.024226476	Gonad	male	adult
TRINITY_DN123087_c0_g1_i1	NA	NA	NA	NA	1.570466225	1.104426816	0.010262357	0.021125904	Gonad	male	adult
TRINITY_DN125000_c5_g8_i1	NA	NA	NA	NA	3.773478638	1.104670944	0.020590678	0.03902836	Gonad	male	adult
TRINITY_DN132606_c2_g1_i2	stat6	Chr02	136017434	136017434	4.508875709	1.104854374	0.000851863	0.002263075	Gonad	male	adult
TRINITY_DN131035_c0_g3_i2	NA	NA	NA	NA	5.807488582	1.105258737	0.004589672	0.010309968	Gonad	male	adult
TRINITY_DN132232_c1_g1_i1	Xetrov90019984m	Chr08	10299704	10299704	3.550007558	1.105298023	0.01048928	0.021543897	Gonad	male	adult
TRINITY_DN129634_c0_g1_i4	NA	NA	NA	NA	7.923398642	1.105432137	1.32E-05	5.01E-05	Gonad	male	adult
TRINITY_DN130526_c13_g1_i2	NA	NA	NA	NA	6.45202432	1.106120942	0.000176184	0.000542402	Gonad	male	adult
TRINITY_DN116740_c0_g1_i2	NA	NA	NA	NA	4.597756334	1.106861183	0.002225534	0.005385396	Gonad	male	adult
TRINITY_DN123352_c3_g3_i1	Xetrov90013625m	Chr05	47310136	47310136	4.873143279	1.106957058	0.000858076	0.002277972	Gonad	male	adult
TRINITY_DN135709_c2_g2_i1	pou3f2	Chr05	86011691	86011691	2.094173019	1.10777516	0.010189114	0.021001957	Gonad	male	adult
TRINITY_DN135823_c6_g2_i1	NA	NA	NA	NA	0.961947081	1.107843833	0.023115469	0.043169287	Gonad	male	adult
TRINITY_DN117721_c0_g2_i1	NA	NA	NA	NA	2.34152895	1.108365744	0.008135771	0.017217535	Gonad	male	adult
TRINITY_DN134375_c0_g1_i1	mlh1	Chr06	69432185	69432185	7.597545557	1.108460805	3.39E-05	0.000119983	Gonad	male	adult
TRINITY_DN134386_c0_g21_i1	NA	NA	NA	NA	4.178732759	1.108618502	0.003901818	0.008930203	Gonad	male	adult
TRINITY_DN124481_c0_g1_i1	NA	NA	NA	NA	5.746633907	1.108623639	9.80E-06	3.81E-05	Gonad	male	adult
TRINITY_DN131862_c0_g1_i1	NA	NA	NA	NA	1.126938582	1.109778924	0.025730652	0.047343896	Gonad	male	adult
TRINITY_DN130448_c1_g7_i9	NA	NA	NA	NA	4.250106632	1.110154029	0.00106432	0.0027704	Gonad	male	adult
TRINITY_DN119216_c0_g1_i2	cux1	Chr02	41999416	41999416	5.528940162	1.110190802	1.76E-05	6.55E-05	Gonad	male	adult
TRINITY_DN132119_c0_g1_i1	krt80	Chr02	145364548	145364548	4.672360814	1.110399573	0.014808198	0.029202181	Gonad	male	adult
TRINITY_DN111754_c0_g1_i1	NA	NA	NA	NA	1.436691681	1.11064492	0.009834212	0.02032717	Gonad	male	adult
TRINITY_DN132363_c0_g3_i2	NA	NA	NA	NA	2.847142575	1.110999339	0.023849469	0.044374765	Gonad	male	adult
TRINITY_DN114143_c0_g1_i3	NA	NA	NA	NA	2.664673997	1.111007985	0.011753042	0.023831443	Gonad	male	adult
TRINITY_DN133977_c8_g4_i1	NA	NA	NA	NA	4.466127118	1.111039612	0.0001802	0.000553859	Gonad	male	adult
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	2.294920789	1.111192907	0.017221437	0.033383367	Gonad	male	adult
TRINITY_DN130899_c2_g3_i2	LOC101730706	Chr06	42992264	42992264	1.632781613	1.111454899	0.007054962	0.015152318	Gonad	male	adult
TRINITY_DN126237_c11_g4_i1	NA	NA	NA	NA	0.349497713	1.111571511	0.013947649	0.027698853	Gonad	male	adult
TRINITY_DN131970_c0_g8_i2	NA	NA	NA	NA	1.296523495	1.112921601	0.011800491	0.023908314	Gonad	male	adult
TRINITY_DN130799_c0_g2_i2	safb	Chr01	85658014	85658014	0.420647359	1.113145709	0.015208608	0.029913804	Gonad	male	adult
TRINITY_DN126362_c2_g1_i1	NA	NA	NA	NA	2.652696825	1.113269671	0.003588743	0.008288497	Gonad	male	adult
TRINITY_DN124038_c0_g2_i2	NA	NA	NA	NA	1.937138353	1.113330942	0.012968941	0.025990877	Gonad	male	adult
TRINITY_DN118205_c2_g1_i6	NA	NA	NA	NA	1.873300041	1.113380984	0.01278105	0.025655351	Gonad	male	adult
TRINITY_DN133334_c6_g9_i1	NA	NA	NA	NA	3.562011508	1.114644638	0.019327381	0.036923169	Gonad	male	adult
TRINITY_DN193437_c0_g1_i1	NA	NA	NA	NA	2.04309058	1.11650041	0.023885294	0.044430429	Gonad	male	adult
TRINITY_DN126735_c1_g1_i2	NA	NA	NA	NA	3.532803506	1.118165004	0.003727205	0.008572306	Gonad	male	adult
TRINITY_DN127567_c6_g2_i1	NA	NA	NA	NA	9.621257292	1.11873936	8.03E-05	0.000264121	Gonad	male	adult
TRINITY_DN112799_c0_g1_i1	LOC101734821	scaffold_135	395031	395031	2.023917235	1.118918396	0.010589819	0.021718757	Gonad	male	adult
TRINITY_DN120750_c0_g4_i1	NA	NA	NA	NA	2.472485252	1.119114198	0.010883702	0.022244639	Gonad	male	adult
TRINITY_DN133397_c2_g1_i1	NA	NA	NA	NA	3.303219393	1.119118461	0.012164169	0.024559124	Gonad	male	adult
TRINITY_DN121826_c1_g2_i4	NA	NA	NA	NA	4.823870283	1.119147426	0.000722954	0.001947909	Gonad	male	adult
TRINITY_DN119708_c0_g2_i4	NA	NA	NA	NA	3.819538318	1.119754985	0.005732051	0.012587858	Gonad	male	adult
TRINITY_DN126462_c0_g1_i2	NA	NA	NA	NA	3.614955433	1.120579928	0.004490136	0.010110538	Gonad	male	adult
TRINITY_DN128678_c1_g3_i2	NA	NA	NA	NA	5.727971678	1.12085	0.001610607	0.004029644	Gonad	male	adult
TRINITY_DN134783_c1_g2_i3	NA	NA	NA	NA	1.855982445	1.12095543	0.017319306	0.033541381	Gonad	male	adult
TRINITY_DN132140_c8_g1_i1	NA	NA	NA	NA	1.893621338	1.121561974	0.005223295	0.011579947	Gonad	male	adult
TRINITY_DN123037_c0_g2_i2	tia1	Chr03	112185368	112185368	4.677578637	1.121692784	0.000142469	0.000446216	Gonad	male	adult
TRINITY_DN114327_c0_g1_i1	NA	NA	NA	NA	1.006786785	1.121714985	0.018349534	0.03531093	Gonad	male	adult
TRINITY_DN133853_c5_g1_i2	LOC100487502	Chr04	105063977	105063977	1.913520131	1.121975644	0.017240286	0.033411293	Gonad	male	adult
TRINITY_DN128401_c6_g2_i1	NA	NA	NA	NA	2.122053505	1.122601408	0.010936909	0.022343264	Gonad	male	adult
TRINITY_DN96782_c0_g1_i3	Xetrov90005082m	Chr02	64827785	64827785	3.943952521	1.122635934	0.008182087	0.017304572	Gonad	male	adult
TRINITY_DN126245_c5_g1_i1	aqp10	scaffold_627	999	999	2.288700533	1.122788531	0.025113471	0.046372086	Gonad	male	adult
TRINITY_DN131058_c3_g2_i3	stk10	Chr03	30745446	30745446	1.636566961	1.122883579	0.009458558	0.019655958	Gonad	male	adult
TRINITY_DN131344_c3_g4_i6	NA	NA	NA	NA	6.526676619	1.123092533	7.95E-05	0.00026147	Gonad	male	adult
TRINITY_DN127422_c1_g1_i1	NA	NA	NA	NA	4.486522849	1.123231966	0.018998824	0.036397203	Gonad	male	adult
TRINITY_DN136656_c12_g1_i2	NA	NA	NA	NA	4.268336169	1.123243219	0.002638491	0.006284908	Gonad	male	adult
TRINITY_DN125542_c1_g1_i4	NA	NA	NA	NA	4.41060006	1.123862807	0.001540194	0.003869353	Gonad	male	adult
TRINITY_DN123245_c0_g1_i2	NA	NA	NA	NA	8.96267078	1.124512095	7.33E-05	0.000243126	Gonad	male	adult
TRINITY_DN128772_c5_g1_i1	NA	NA	NA	NA	5.133350691	1.124934001	0.001632357	0.004078555	Gonad	male	adult
TRINITY_DN122453_c4_g5_i3	NA	NA	NA	NA	2.63055917	1.12506059	0.003355905	0.007797838	Gonad	male	adult
TRINITY_DN110445_c1_g1_i3	brox	Chr05	5890834	5890834	4.456761262	1.125296563	0.000237373	0.000711167	Gonad	male	adult
TRINITY_DN131564_c3_g1_i1	NA	NA	NA	NA	2.010874212	1.125422674	0.00776663	0.016518825	Gonad	male	adult
TRINITY_DN125200_c0_g2_i6	mthfd2l	scaffold_51	96148	96148	4.445545319	1.125496769	0.005303752	0.011736406	Gonad	male	adult
TRINITY_DN132885_c0_g1_i1	NA	NA	NA	NA	7.71962321	1.126503051	0.000782703	0.002092402	Gonad	male	adult
TRINITY_DN99157_c0_g1_i1	foxr1	Chr07	85608552	85608552	2.575028356	1.126710375	0.019003947	0.036403926	Gonad	male	adult
TRINITY_DN131468_c1_g2_i1	p2rx1	Chr02	97830639	97830639	2.367328816	1.126733975	0.009685315	0.020058818	Gonad	male	adult
TRINITY_DN129520_c2_g10_i1	NA	NA	NA	NA	5.133035293	1.128013192	7.21E-05	0.000239305	Gonad	male	adult
TRINITY_DN126324_c7_g2_i1	NA	NA	NA	NA	3.633607186	1.128311765	0.003153291	0.007365733	Gonad	male	adult
TRINITY_DN128925_c5_g1_i1	NA	NA	NA	NA	4.989834033	1.128405293	0.000168156	0.000519599	Gonad	male	adult
TRINITY_DN114033_c0_g3_i2	NA	NA	NA	NA	6.417269749	1.128684839	0.000209527	0.000635512	Gonad	male	adult
TRINITY_DN132558_c3_g1_i1	NA	NA	NA	NA	0.904630688	1.128898467	0.024306628	0.04511071	Gonad	male	adult
TRINITY_DN119101_c0_g1_i1	NA	NA	NA	NA	8.154568597	1.129057521	0.000347499	0.001003786	Gonad	male	adult
TRINITY_DN117996_c0_g1_i1	NA	NA	NA	NA	6.864594902	1.129479808	0.002695157	0.006405007	Gonad	male	adult
TRINITY_DN134026_c0_g3_i4	LOC101733741	Chr02	140228574	140228574	3.850401911	1.129992006	0.001408885	0.003567679	Gonad	male	adult
TRINITY_DN134448_c0_g1_i2	NA	NA	NA	NA	2.027986312	1.130312871	0.007932584	0.01683212	Gonad	male	adult
TRINITY_DN120421_c0_g1_i1	spon1	Chr04	8634693	8634693	5.227806188	1.131170247	0.000760932	0.00203879	Gonad	male	adult
TRINITY_DN115690_c0_g2_i1	ccnj	Chr07	17642106	17642106	0.373657661	1.131942002	0.022277321	0.041776922	Gonad	male	adult
TRINITY_DN133987_c1_g2_i2	man1a1	Chr05	70995302	70995302	4.459482972	1.13257213	0.003612877	0.008341676	Gonad	male	adult
TRINITY_DN134243_c3_g3_i1	NA	NA	NA	NA	4.888274242	1.133170763	0.000222148	0.000670367	Gonad	male	adult
TRINITY_DN132611_c0_g3_i1	NA	NA	NA	NA	7.664536681	1.133816113	1.95E-05	7.21E-05	Gonad	male	adult
TRINITY_DN131556_c0_g2_i4	NA	NA	NA	NA	2.977951978	1.133900671	0.010745165	0.021993371	Gonad	male	adult
TRINITY_DN128025_c3_g1_i1	ethe1	Chr07	110936307	110936307	1.030062084	1.133934472	0.022933786	0.04286902	Gonad	male	adult
TRINITY_DN131622_c1_g5_i1	NA	NA	NA	NA	1.82114572	1.134110051	0.007699872	0.016393624	Gonad	male	adult
TRINITY_DN130950_c1_g1_i4	NA	NA	NA	NA	9.497895746	1.134208935	0.000198205	0.000604174	Gonad	male	adult
TRINITY_DN132610_c4_g1_i1	apopt1	Chr08	77619916	77619916	0.857060788	1.134732557	0.0087901	0.018419529	Gonad	male	adult
TRINITY_DN126100_c3_g1_i1	NA	NA	NA	NA	6.204636204	1.135469792	3.57E-05	0.000125588	Gonad	male	adult
TRINITY_DN122938_c2_g2_i1	NA	NA	NA	NA	6.708291818	1.135658513	8.89E-05	0.000289958	Gonad	male	adult
TRINITY_DN128246_c0_g4_i2	NA	NA	NA	NA	2.138073053	1.135843764	0.004128831	0.009388027	Gonad	male	adult
TRINITY_DN134513_c3_g2_i4	NA	NA	NA	NA	2.213823226	1.135985444	0.009182318	0.019145387	Gonad	male	adult
TRINITY_DN131760_c0_g1_i4	NA	NA	NA	NA	2.177627031	1.136088157	0.012462514	0.02507396	Gonad	male	adult
TRINITY_DN133808_c0_g1_i2	frk	Chr05	72132776	72132776	5.791015718	1.136157872	0.000285271	0.000839186	Gonad	male	adult
TRINITY_DN126034_c0_g1_i1	NA	NA	NA	NA	4.019209643	1.136262598	0.009018694	0.018844284	Gonad	male	adult
TRINITY_DN135035_c1_g2_i1	NA	NA	NA	NA	4.036028533	1.13658319	0.022041553	0.04140017	Gonad	male	adult
TRINITY_DN132611_c0_g2_i1	NA	NA	NA	NA	6.383562014	1.136669237	0.000673954	0.001828771	Gonad	male	adult
TRINITY_DN122569_c0_g3_i1	LOC100488699-like	scaffold_316	48127	48127	2.787520226	1.136686348	0.012141137	0.024520011	Gonad	male	adult
TRINITY_DN114634_c0_g1_i1	NA	NA	NA	NA	4.212203317	1.136892077	0.000330566	0.000960655	Gonad	male	adult
TRINITY_DN116534_c0_g1_i1	NA	NA	NA	NA	5.288860369	1.137001903	0.000957371	0.002514363	Gonad	male	adult
TRINITY_DN122092_c3_g1_i2	NA	NA	NA	NA	1.539042877	1.137219983	0.00890003	0.018623939	Gonad	male	adult
TRINITY_DN136324_c5_g3_i1	NA	NA	NA	NA	1.605261911	1.137287191	0.012685655	0.025475198	Gonad	male	adult
TRINITY_DN136216_c2_g1_i1	NA	NA	NA	NA	6.19645313	1.137580165	5.41E-05	0.000183922	Gonad	male	adult
TRINITY_DN127336_c13_g2_i2	NA	NA	NA	NA	0.823537777	1.13775494	0.010573628	0.021689493	Gonad	male	adult
TRINITY_DN131107_c0_g4_i2	LOC100486806	Chr02	162230393	162230393	1.87026372	1.137808057	0.005478228	0.01208338	Gonad	male	adult
TRINITY_DN133227_c0_g1_i1	NA	NA	NA	NA	0.716512067	1.137967005	0.02378152	0.044262939	Gonad	male	adult
TRINITY_DN133480_c2_g3_i1	NA	NA	NA	NA	2.374072526	1.138395575	0.01903296	0.036444031	Gonad	male	adult
TRINITY_DN133347_c5_g4_i2	NA	NA	NA	NA	2.63742289	1.138694623	0.017734077	0.034256423	Gonad	male	adult
TRINITY_DN112499_c0_g1_i1	NA	NA	NA	NA	6.102752692	1.138704984	0.001159131	0.002992333	Gonad	male	adult
TRINITY_DN112732_c0_g1_i5	NA	NA	NA	NA	1.185772496	1.139598574	0.006147398	0.01338941	Gonad	male	adult
TRINITY_DN134491_c2_g1_i1	NA	NA	NA	NA	2.749418665	1.139633784	0.011747142	0.02382162	Gonad	male	adult
TRINITY_DN208337_c0_g1_i1	dusp9	Chr08	3428297	3428297	2.817484268	1.139796796	0.005047228	0.011221588	Gonad	male	adult
TRINITY_DN128915_c0_g1_i1	NA	NA	NA	NA	6.353752724	1.140369709	0.002526158	0.00603901	Gonad	male	adult
TRINITY_DN120080_c0_g1_i1	btrc	Chr07	22238310	22238310	4.347984536	1.141049964	0.010157078	0.020937836	Gonad	male	adult
TRINITY_DN128937_c2_g3_i3	NA	NA	NA	NA	2.459981168	1.141143763	0.006075803	0.013251172	Gonad	male	adult
TRINITY_DN125880_c0_g1_i1	NA	NA	NA	NA	1.957590038	1.141286995	0.010009889	0.02065959	Gonad	male	adult
TRINITY_DN127040_c3_g1_i8	tlr2	Chr01	45753921	45753921	6.95031582	1.141462743	3.04E-06	1.29E-05	Gonad	male	adult
TRINITY_DN97754_c0_g1_i2	LOC100493411	Chr08	15733074	15733074	6.949709545	1.141625079	0.000144813	0.000452803	Gonad	male	adult
TRINITY_DN129335_c5_g2_i1	NA	NA	NA	NA	4.76104543	1.142087978	0.005696566	0.012516023	Gonad	male	adult
TRINITY_DN128817_c0_g2_i8	NA	NA	NA	NA	3.432982854	1.143201692	0.013754785	0.027356779	Gonad	male	adult
TRINITY_DN122453_c4_g1_i3	NA	NA	NA	NA	7.035278356	1.143272725	5.24E-07	2.56E-06	Gonad	male	adult
TRINITY_DN131585_c4_g1_i5	NA	NA	NA	NA	8.30930639	1.143335121	5.03E-06	2.05E-05	Gonad	male	adult
TRINITY_DN121895_c0_g2_i1	NA	NA	NA	NA	3.567172218	1.143425971	0.005612361	0.012341833	Gonad	male	adult
TRINITY_DN130756_c3_g1_i2	NA	NA	NA	NA	1.299183561	1.144582994	0.008857757	0.018547521	Gonad	male	adult
TRINITY_DN129817_c4_g7_i4	NA	NA	NA	NA	2.299150382	1.144862925	0.0159339	0.03120118	Gonad	male	adult
TRINITY_DN129802_c0_g8_i1	tmem74	Chr06	116287654	116287654	1.738537484	1.145054738	0.021770849	0.040983841	Gonad	male	adult
TRINITY_DN99558_c0_g1_i1	NA	NA	NA	NA	0.641520197	1.145747382	0.015508806	0.030461316	Gonad	male	adult
TRINITY_DN124514_c4_g5_i4	NA	NA	NA	NA	2.670163527	1.146397405	0.004165697	0.009459298	Gonad	male	adult
TRINITY_DN132442_c3_g2_i2	NA	NA	NA	NA	2.094718105	1.146734494	0.012998746	0.026041355	Gonad	male	adult
