gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	stage	sexbias	tissue
TRINITY_DN129674_c0_g1_i1	NA	NA	NA	NA	5.070724533	-3.904367235	1.02E-25	7.75E-24	G46	female	larva
TRINITY_DN135727_c2_g6_i1	NA	NA	NA	NA	4.542750862	-3.903262271	5.38E-30	5.14E-28	G46	female	larva
TRINITY_DN117317_c1_g2_i1	NA	NA	NA	NA	3.722472639	-3.902813458	1.13E-17	5.10E-16	G46	female	larva
TRINITY_DN135789_c0_g1_i2	NA	NA	NA	NA	4.518628228	-3.899245074	1.77E-28	1.59E-26	G46	female	larva
TRINITY_DN129009_c1_g1_i3	NA	NA	NA	NA	4.876201237	-3.89821057	3.28E-33	3.60E-31	G46	female	larva
TRINITY_DN131447_c0_g2_i1	NA	NA	NA	NA	3.583702059	-3.894348461	4.40E-20	2.40E-18	G46	female	larva
TRINITY_DN122661_c0_g1_i5	mrpl10	Chr10	4514910	4514910	0.897264362	-3.892319836	8.84E-11	2.05E-09	G46	female	larva
TRINITY_DN120396_c0_g1_i4	NA	NA	NA	NA	3.683942721	-3.89197532	5.31E-15	1.91E-13	G46	female	larva
TRINITY_DN103741_c0_g1_i2	NA	NA	NA	NA	3.36795765	-3.891943868	4.26E-19	2.16E-17	G46	female	larva
TRINITY_DN96802_c0_g1_i1	NA	NA	NA	NA	3.461457519	-3.891181377	1.29E-14	4.47E-13	G46	female	larva
TRINITY_DN125113_c2_g1_i3	NA	NA	NA	NA	3.730470461	-3.888842213	7.55E-22	4.64E-20	G46	female	larva
TRINITY_DN3025_c0_g1_i1	NA	NA	NA	NA	1.957910977	-3.888095324	1.44E-08	2.47E-07	G46	female	larva
TRINITY_DN102409_c0_g1_i1	rem1	scaffold_2533	2137	2137	0.707822664	-3.884454614	3.10E-07	4.35E-06	G46	female	larva
TRINITY_DN114523_c0_g1_i1	NA	NA	NA	NA	0.096526502	-3.882451739	2.22E-08	3.69E-07	G46	female	larva
TRINITY_DN134312_c3_g2_i3	LOC100145527	Chr04	46721839	46721839	3.667101409	-3.880909149	2.12E-22	1.34E-20	G46	female	larva
TRINITY_DN135970_c0_g1_i2	pus7	Chr03	67530666	67530666	3.77261172	-3.872188037	8.57E-19	4.27E-17	G46	female	larva
TRINITY_DN112226_c0_g2_i2	NA	NA	NA	NA	2.858960368	-3.867016882	1.87E-12	5.16E-11	G46	female	larva
TRINITY_DN122167_c0_g1_i8	rfx1	Chr03	129940552	129940552	7.46658343	-3.866850976	2.61E-21	1.51E-19	G46	female	larva
TRINITY_DN130057_c11_g2_i3	NA	NA	NA	NA	1.581363063	-3.865017774	5.28E-14	1.71E-12	G46	female	larva
TRINITY_DN123236_c2_g8_i2	NA	NA	NA	NA	1.704123055	-3.855642816	8.69E-14	2.74E-12	G46	female	larva
TRINITY_DN131198_c0_g1_i3	NA	NA	NA	NA	2.487130838	-3.851690209	1.96E-15	7.31E-14	G46	female	larva
TRINITY_DN124784_c1_g2_i1	NA	NA	NA	NA	5.278242336	-3.845114283	5.14E-30	4.93E-28	G46	female	larva
TRINITY_DN115324_c0_g1_i4	slc24a4	Chr08	66385913	66385913	1.945060614	-3.836546757	1.84E-15	6.91E-14	G46	female	larva
TRINITY_DN126611_c2_g1_i1	NA	NA	NA	NA	2.840896394	-3.830525711	3.09E-17	1.34E-15	G46	female	larva
TRINITY_DN136054_c1_g1_i2	Xetrov90028034m	scaffold_316	172984	172984	3.37927069	-3.830313544	1.24E-15	4.71E-14	G46	female	larva
TRINITY_DN131079_c3_g2_i1	NA	NA	NA	NA	3.790431831	-3.826609275	2.32E-24	1.61E-22	G46	female	larva
TRINITY_DN132301_c0_g1_i1	NA	NA	NA	NA	2.989368081	-3.825095992	9.93E-15	3.48E-13	G46	female	larva
TRINITY_DN119683_c0_g3_i1	NA	NA	NA	NA	0.690545459	-3.817208254	1.53E-09	3.00E-08	G46	female	larva
TRINITY_DN103621_c0_g1_i2	NA	NA	NA	NA	3.77826955	-3.807957397	9.33E-19	4.62E-17	G46	female	larva
TRINITY_DN123349_c1_g4_i2	NA	NA	NA	NA	3.749418912	-3.805158848	1.79E-09	3.45E-08	G46	female	larva
TRINITY_DN134508_c1_g2_i1	NA	NA	NA	NA	1.198282008	-3.803449843	0.00022877	0.001834055	G46	female	larva
TRINITY_DN112841_c0_g1_i1	NA	NA	NA	NA	3.35922041	-3.799414906	7.53E-19	3.77E-17	G46	female	larva
TRINITY_DN122597_c0_g1_i2	opcml	Chr07	48447694	48447694	2.302537468	-3.796968877	2.28E-12	6.25E-11	G46	female	larva
TRINITY_DN126405_c0_g1_i1	NA	NA	NA	NA	8.024278532	-3.795162615	5.68E-25	4.06E-23	G46	female	larva
TRINITY_DN94938_c0_g2_i1	NA	NA	NA	NA	0.549743088	-3.7950897	9.67E-10	1.93E-08	G46	female	larva
TRINITY_DN136055_c0_g2_i1	tnrc6b-like	Chr04	111289037	111289037	1.411177529	-3.7893793	1.13E-11	2.86E-10	G46	female	larva
TRINITY_DN117651_c0_g1_i7	NA	NA	NA	NA	4.054892418	-3.787189743	2.70E-23	1.77E-21	G46	female	larva
TRINITY_DN130206_c0_g1_i1	NA	NA	NA	NA	6.064035785	-3.786702855	2.64E-28	2.36E-26	G46	female	larva
TRINITY_DN130671_c3_g1_i1	NA	NA	NA	NA	2.523347439	-3.779752052	9.33E-14	2.93E-12	G46	female	larva
TRINITY_DN129270_c0_g2_i5	NA	NA	NA	NA	4.523871994	-3.774000785	6.14E-29	5.61E-27	G46	female	larva
TRINITY_DN118360_c0_g1_i2	NA	NA	NA	NA	4.545163624	-3.772509948	3.89E-28	3.45E-26	G46	female	larva
TRINITY_DN127328_c1_g5_i1	NA	NA	NA	NA	3.114003273	-3.76983019	5.98E-17	2.51E-15	G46	female	larva
TRINITY_DN136496_c6_g1_i1	NA	NA	NA	NA	2.623232518	-3.761735518	1.81E-17	8.00E-16	G46	female	larva
TRINITY_DN114835_c0_g1_i1	NA	NA	NA	NA	2.778485755	-3.760335313	3.62E-16	1.43E-14	G46	female	larva
TRINITY_DN126256_c6_g2_i1	NA	NA	NA	NA	2.929771447	-3.758536934	1.86E-17	8.20E-16	G46	female	larva
TRINITY_DN117578_c0_g2_i1	NA	NA	NA	NA	8.231019809	-3.757482835	1.09E-21	6.62E-20	G46	female	larva
TRINITY_DN129466_c1_g3_i1	NA	NA	NA	NA	4.841619355	-3.753794883	8.85E-24	5.91E-22	G46	female	larva
TRINITY_DN129488_c0_g1_i2	slc39a1-like.1	Chr03	97498254	97498254	4.876336554	-3.74259734	5.55E-31	5.65E-29	G46	female	larva
TRINITY_DN129315_c1_g1_i7	LOC101733364	Chr01	171045326	171045326	5.732448097	-3.738951484	4.80E-29	4.43E-27	G46	female	larva
TRINITY_DN121554_c1_g3_i1	abcc4	Chr02	119015899	119015899	1.368548422	-3.737656732	1.47E-11	3.67E-10	G46	female	larva
TRINITY_DN112117_c1_g1_i4	uba3	Chr04	131437096	131437096	2.8532107	-3.727382775	2.49E-14	8.33E-13	G46	female	larva
TRINITY_DN134918_c2_g1_i1	NA	NA	NA	NA	2.053066937	-3.703873708	2.55E-12	6.95E-11	G46	female	larva
TRINITY_DN123537_c0_g3_i1	NA	NA	NA	NA	1.26703061	-3.691635123	1.32E-10	2.99E-09	G46	female	larva
TRINITY_DN91264_c0_g1_i2	csnk1g3	Chr01	160600427	160600427	5.24294991	-3.685362227	4.37E-30	4.23E-28	G46	female	larva
TRINITY_DN131447_c0_g1_i3	NA	NA	NA	NA	4.404412581	-3.684187238	1.82E-24	1.27E-22	G46	female	larva
TRINITY_DN104207_c0_g1_i1	NA	NA	NA	NA	1.036145319	-3.681619619	5.82E-08	9.13E-07	G46	female	larva
TRINITY_DN126630_c4_g2_i1	mterf1	Chr06	23212520	23212520	4.029050206	-3.677597622	1.28E-24	9.02E-23	G46	female	larva
TRINITY_DN125054_c0_g2_i1	cul3	Chr05	120359914	120359914	2.646699157	-3.677526157	1.20E-17	5.39E-16	G46	female	larva
TRINITY_DN118635_c0_g1_i1	NA	NA	NA	NA	4.39379638	-3.670333677	9.25E-30	8.77E-28	G46	female	larva
TRINITY_DN118145_c0_g2_i2	NA	NA	NA	NA	4.38047472	-3.667993341	4.87E-27	4.13E-25	G46	female	larva
TRINITY_DN119234_c0_g1_i1	NA	NA	NA	NA	0.638615916	-3.666571481	1.85E-07	2.70E-06	G46	female	larva
TRINITY_DN111318_c0_g1_i3	NA	NA	NA	NA	3.962860843	-3.664463936	1.94E-19	1.00E-17	G46	female	larva
TRINITY_DN132301_c0_g2_i1	NA	NA	NA	NA	3.629265261	-3.656018945	1.88E-21	1.11E-19	G46	female	larva
TRINITY_DN134021_c2_g1_i2	NA	NA	NA	NA	2.441005338	-3.653249934	4.84E-08	7.69E-07	G46	female	larva
TRINITY_DN122074_c0_g1_i2	NA	NA	NA	NA	2.724850836	-3.64983123	6.69E-16	2.57E-14	G46	female	larva
TRINITY_DN89374_c0_g2_i1	NA	NA	NA	NA	3.030402318	-3.649105492	2.73E-15	1.01E-13	G46	female	larva
TRINITY_DN128282_c6_g2_i1	NA	NA	NA	NA	2.668047829	-3.64396096	1.16E-16	4.83E-15	G46	female	larva
TRINITY_DN130883_c0_g1_i2	NA	NA	NA	NA	3.351983507	-3.641489003	2.99E-15	1.10E-13	G46	female	larva
TRINITY_DN132749_c1_g2_i5	NA	NA	NA	NA	3.050788182	-3.639045472	1.88E-15	7.04E-14	G46	female	larva
TRINITY_DN121488_c3_g6_i1	NA	NA	NA	NA	0.964211469	-3.637444615	2.77E-09	5.26E-08	G46	female	larva
TRINITY_DN109541_c0_g2_i1	NA	NA	NA	NA	4.403415119	-3.63519657	5.14E-27	4.34E-25	G46	female	larva
TRINITY_DN123951_c0_g1_i1	NA	NA	NA	NA	2.183458094	-3.628548084	8.22E-15	2.90E-13	G46	female	larva
TRINITY_DN114707_c0_g2_i2	NA	NA	NA	NA	4.86955519	-3.627502148	7.84E-26	6.06E-24	G46	female	larva
TRINITY_DN120749_c0_g1_i3	NA	NA	NA	NA	0.327587269	-3.626264191	1.03E-08	1.80E-07	G46	female	larva
TRINITY_DN87009_c0_g2_i1	NA	NA	NA	NA	5.839300205	-3.622655208	7.63E-28	6.67E-26	G46	female	larva
TRINITY_DN120849_c0_g1_i1	slc26a6-like.1	Chr04	125431618	125431618	1.780679031	-3.618520515	4.20E-14	1.37E-12	G46	female	larva
TRINITY_DN121625_c0_g1_i1	NA	NA	NA	NA	4.670390874	-3.612986315	5.50E-25	3.94E-23	G46	female	larva
TRINITY_DN127161_c0_g1_i2	NA	NA	NA	NA	3.323554114	-3.604710059	9.45E-20	5.00E-18	G46	female	larva
TRINITY_DN122069_c0_g1_i6	NA	NA	NA	NA	3.550631726	-3.599316361	1.83E-17	8.06E-16	G46	female	larva
TRINITY_DN125015_c1_g1_i1	NA	NA	NA	NA	4.783526798	-3.598460601	8.39E-26	6.46E-24	G46	female	larva
TRINITY_DN120473_c0_g1_i2	siah3	Chr02	130899696	130899696	4.879685194	-3.593735954	7.04E-21	3.99E-19	G46	female	larva
TRINITY_DN125963_c8_g3_i1	NA	NA	NA	NA	1.522301991	-3.586116705	3.54E-10	7.55E-09	G46	female	larva
TRINITY_DN134031_c5_g1_i1	btbd6	Chr08	80556428	80556428	3.976967608	-3.584824753	1.58E-18	7.67E-17	G46	female	larva
TRINITY_DN127576_c0_g1_i5	NA	NA	NA	NA	2.41955243	-3.578745943	8.45E-15	2.98E-13	G46	female	larva
TRINITY_DN116499_c0_g1_i2	arl14epl-like	Chr01	163243296	163243296	7.458089241	-3.574754696	9.16E-24	6.11E-22	G46	female	larva
TRINITY_DN133585_c15_g11_i1	NA	NA	NA	NA	5.362022171	-3.574448714	4.07E-27	3.47E-25	G46	female	larva
TRINITY_DN122373_c0_g1_i2	NA	NA	NA	NA	2.737789897	-3.568141938	2.77E-14	9.20E-13	G46	female	larva
TRINITY_DN113419_c0_g3_i1	NA	NA	NA	NA	3.393507369	-3.566091011	2.01E-14	6.79E-13	G46	female	larva
TRINITY_DN132005_c0_g3_i2	sec31a	Chr01	91624136	91624136	0.12485272	-3.561250365	5.35E-08	8.46E-07	G46	female	larva
TRINITY_DN131719_c0_g1_i1	NA	NA	NA	NA	4.825104099	-3.560276476	1.77E-16	7.17E-15	G46	female	larva
TRINITY_DN112473_c1_g1_i1	NA	NA	NA	NA	2.763347166	-3.555663102	2.71E-18	1.29E-16	G46	female	larva
TRINITY_DN117075_c0_g1_i1	NA	NA	NA	NA	5.972252294	-3.553390584	1.76E-17	7.81E-16	G46	female	larva
TRINITY_DN124685_c0_g2_i1	NA	NA	NA	NA	3.201151816	-3.553070502	1.61E-10	3.59E-09	G46	female	larva
TRINITY_DN130211_c0_g1_i4	NA	NA	NA	NA	6.048358843	-3.550882965	7.23E-26	5.62E-24	G46	female	larva
TRINITY_DN122749_c0_g1_i3	NA	NA	NA	NA	6.234289507	-3.539211815	3.54E-27	3.02E-25	G46	female	larva
TRINITY_DN125531_c0_g2_i1	vsx2	Chr08	60879222	60879222	3.433988237	-3.535712172	7.34E-20	3.92E-18	G46	female	larva
TRINITY_DN120555_c0_g2_i5	NA	NA	NA	NA	2.359908853	-3.531447683	6.86E-17	2.87E-15	G46	female	larva
TRINITY_DN122337_c0_g3_i1	NA	NA	NA	NA	1.415923236	-3.530528797	5.75E-12	1.51E-10	G46	female	larva
TRINITY_DN118804_c0_g3_i3	NA	NA	NA	NA	7.107596434	-3.527729557	1.73E-21	1.02E-19	G46	female	larva
TRINITY_DN132603_c6_g2_i2	stx2	Chr01	149277828	149277828	4.290642888	-3.523571153	6.31E-16	2.43E-14	G46	female	larva
TRINITY_DN114784_c0_g1_i2	LOC100496116	Chr05	141719829	141719829	4.348073554	-3.514607291	1.86E-22	1.18E-20	G46	female	larva
TRINITY_DN122633_c0_g1_i1	NA	NA	NA	NA	0.875467965	-3.513989293	8.49E-08	1.30E-06	G46	female	larva
TRINITY_DN130202_c0_g1_i3	NA	NA	NA	NA	4.140372104	-3.511848535	1.66E-22	1.06E-20	G46	female	larva
TRINITY_DN133820_c2_g1_i2	NA	NA	NA	NA	5.278523872	-3.509812465	1.68E-26	1.37E-24	G46	female	larva
TRINITY_DN123289_c4_g7_i1	wnt10b	Chr02	132965801	132965801	0.146075744	-3.50821371	1.45E-08	2.48E-07	G46	female	larva
TRINITY_DN129741_c0_g5_i1	NA	NA	NA	NA	2.782929014	-3.499973825	1.92E-14	6.49E-13	G46	female	larva
TRINITY_DN127328_c1_g4_i6	NA	NA	NA	NA	4.930093344	-3.499067439	1.72E-21	1.02E-19	G46	female	larva
TRINITY_DN125558_c1_g1_i5	LOC100486595-like	Chr08	59768363	59768363	2.071802848	-3.49889183	1.28E-06	1.63E-05	G46	female	larva
TRINITY_DN130650_c1_g1_i3	NA	NA	NA	NA	4.74877651	-3.495562602	1.06E-22	6.84E-21	G46	female	larva
TRINITY_DN132395_c1_g1_i1	zdhhc14	Chr05	41753310	41753310	4.983534414	-3.490197001	1.07E-26	8.83E-25	G46	female	larva
TRINITY_DN116067_c0_g1_i1	NA	NA	NA	NA	3.031081271	-3.488355415	8.28E-18	3.78E-16	G46	female	larva
TRINITY_DN133129_c1_g4_i3	NA	NA	NA	NA	4.899975963	-3.487479316	2.32E-26	1.88E-24	G46	female	larva
TRINITY_DN121419_c0_g1_i2	gpm6a	Chr01	38740647	38740647	3.826404283	-3.483734877	8.46E-21	4.77E-19	G46	female	larva
TRINITY_DN130361_c2_g1_i2	NA	NA	NA	NA	4.797824486	-3.483604617	2.33E-22	1.46E-20	G46	female	larva
TRINITY_DN131833_c2_g1_i5	api5	Chr04	3008865	3008865	1.517653579	-3.48324777	6.75E-09	1.22E-07	G46	female	larva
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	1.51537941	-3.476691747	1.64E-05	0.000168831	G46	female	larva
TRINITY_DN135450_c0_g1_i9	setd6	Chr04	28293445	28293445	8.230993231	-3.476614132	6.98E-14	2.22E-12	G46	female	larva
TRINITY_DN118097_c0_g2_i1	dtd1	Chr05	23915090	23915090	1.518008863	-3.468323745	5.45E-11	1.29E-09	G46	female	larva
TRINITY_DN128881_c4_g2_i1	NA	NA	NA	NA	3.899729111	-3.464442424	1.79E-19	9.30E-18	G46	female	larva
TRINITY_DN110795_c0_g1_i1	NA	NA	NA	NA	0.079709538	-3.462804107	1.76E-07	2.57E-06	G46	female	larva
TRINITY_DN131222_c0_g2_i4	NA	NA	NA	NA	7.105983992	-3.458835724	5.38E-20	2.90E-18	G46	female	larva
TRINITY_DN131939_c2_g8_i2	NA	NA	NA	NA	4.580777695	-3.455843239	4.47E-28	3.95E-26	G46	female	larva
TRINITY_DN126839_c0_g2_i1	NA	NA	NA	NA	6.326091171	-3.455414889	2.83E-24	1.96E-22	G46	female	larva
TRINITY_DN112598_c0_g2_i1	NA	NA	NA	NA	4.966966117	-3.45370611	3.39E-21	1.95E-19	G46	female	larva
TRINITY_DN127341_c11_g1_i1	NA	NA	NA	NA	3.139966297	-3.446601368	2.71E-18	1.29E-16	G46	female	larva
TRINITY_DN98835_c0_g3_i1	fbxo8	Chr01	39144104	39144104	1.777980074	-3.439751299	2.70E-12	7.31E-11	G46	female	larva
TRINITY_DN134660_c1_g2_i1	NA	NA	NA	NA	4.004663267	-3.439507188	8.16E-19	4.07E-17	G46	female	larva
TRINITY_DN117179_c0_g1_i1	NA	NA	NA	NA	3.525376747	-3.43743873	6.28E-18	2.90E-16	G46	female	larva
TRINITY_DN134056_c1_g1_i2	hgs	Chr10	19631932	19631932	7.887866536	-3.436218195	2.40E-21	1.39E-19	G46	female	larva
TRINITY_DN121056_c0_g1_i2	NA	NA	NA	NA	4.681750436	-3.435416543	8.82E-26	6.75E-24	G46	female	larva
TRINITY_DN126421_c2_g1_i1	oxt	Chr01	6308159	6308159	5.312261106	-3.415872165	4.61E-26	3.63E-24	G46	female	larva
TRINITY_DN121973_c0_g1_i2	katna1	Chr05	61731653	61731653	4.865040647	-3.414786356	3.92E-26	3.11E-24	G46	female	larva
TRINITY_DN131883_c2_g3_i1	NA	NA	NA	NA	2.019167784	-3.411942669	2.26E-14	7.58E-13	G46	female	larva
TRINITY_DN126930_c1_g3_i1	sfrp4	Chr06	80859061	80859061	4.162269861	-3.411601041	6.19E-23	4.02E-21	G46	female	larva
TRINITY_DN130378_c8_g3_i1	haao	Chr05	13379087	13379087	3.780298822	-3.40575631	2.99E-14	9.90E-13	G46	female	larva
TRINITY_DN130820_c7_g1_i3	NA	NA	NA	NA	4.706994224	-3.404939602	8.39E-25	5.95E-23	G46	female	larva
TRINITY_DN114190_c0_g1_i2	NA	NA	NA	NA	4.889258751	-3.400145907	2.68E-22	1.68E-20	G46	female	larva
TRINITY_DN122385_c2_g1_i3	mug1	scaffold_244	161661	161661	4.18500665	-3.397599393	7.81E-24	5.26E-22	G46	female	larva
TRINITY_DN130860_c3_g1_i1	NA	NA	NA	NA	4.734922711	-3.396279382	9.07E-18	4.12E-16	G46	female	larva
TRINITY_DN129291_c3_g7_i3	NA	NA	NA	NA	1.153610194	-3.394921585	1.08E-10	2.49E-09	G46	female	larva
TRINITY_DN73574_c0_g2_i1	NA	NA	NA	NA	6.257347033	-3.394816682	4.21E-25	3.05E-23	G46	female	larva
TRINITY_DN117339_c0_g3_i1	NA	NA	NA	NA	0.694398494	-3.393523698	4.63E-09	8.58E-08	G46	female	larva
TRINITY_DN112907_c0_g2_i1	NA	NA	NA	NA	6.720220038	-3.392442607	2.33E-23	1.54E-21	G46	female	larva
TRINITY_DN134800_c12_g7_i1	NA	NA	NA	NA	1.14569515	-3.392151644	3.57E-10	7.60E-09	G46	female	larva
TRINITY_DN118981_c0_g4_i1	LOC100489782	Chr02	62569009	62569009	0.136990144	-3.389769216	2.84E-08	4.65E-07	G46	female	larva
TRINITY_DN133053_c7_g1_i2	Xetrov90014784m	Chr05	118728492	118728492	5.810667593	-3.376474739	1.56E-22	9.97E-21	G46	female	larva
TRINITY_DN122315_c2_g2_i3	LOC100487324	Chr04	118260499	118260499	3.352833395	-3.376073934	1.93E-17	8.47E-16	G46	female	larva
TRINITY_DN117011_c0_g1_i1	NA	NA	NA	NA	3.7762547	-3.374924277	7.51E-18	3.44E-16	G46	female	larva
TRINITY_DN118387_c0_g3_i2	NA	NA	NA	NA	4.482097742	-3.364009896	1.29E-21	7.78E-20	G46	female	larva
TRINITY_DN115286_c0_g1_i1	NA	NA	NA	NA	3.277932921	-3.362152116	1.21E-17	5.44E-16	G46	female	larva
TRINITY_DN126447_c0_g1_i1	NA	NA	NA	NA	4.960595535	-3.351416542	4.27E-24	2.93E-22	G46	female	larva
TRINITY_DN118036_c0_g1_i1	NA	NA	NA	NA	5.506945327	-3.348655888	4.47E-26	3.53E-24	G46	female	larva
TRINITY_DN127409_c0_g1_i4	NA	NA	NA	NA	1.994626779	-3.346508569	3.42E-10	7.31E-09	G46	female	larva
TRINITY_DN130934_c0_g1_i1	gucy1a3-like	Chr01	44695371	44695371	2.381595543	-3.344424472	6.88E-15	2.45E-13	G46	female	larva
TRINITY_DN119069_c0_g1_i2	NA	NA	NA	NA	4.643613743	-3.340159727	3.07E-25	2.23E-23	G46	female	larva
TRINITY_DN21737_c0_g1_i1	NA	NA	NA	NA	1.023723335	-3.338342671	4.84E-09	8.96E-08	G46	female	larva
TRINITY_DN127315_c0_g1_i2	gclc	Chr05	114371420	114371420	0.708426025	-3.332313918	1.05E-06	1.36E-05	G46	female	larva
TRINITY_DN119554_c2_g4_i2	NA	NA	NA	NA	6.666763831	-3.332062511	1.29E-21	7.78E-20	G46	female	larva
TRINITY_DN132696_c0_g3_i1	NA	NA	NA	NA	4.858658317	-3.331586276	3.48E-17	1.50E-15	G46	female	larva
TRINITY_DN120854_c0_g1_i3	NA	NA	NA	NA	4.509729078	-3.33061348	1.08E-25	8.18E-24	G46	female	larva
TRINITY_DN131487_c9_g3_i1	NA	NA	NA	NA	5.005983308	-3.327766932	1.36E-26	1.12E-24	G46	female	larva
TRINITY_DN69029_c0_g1_i1	NA	NA	NA	NA	3.214890215	-3.327103351	3.66E-17	1.57E-15	G46	female	larva
TRINITY_DN132030_c0_g1_i2	NA	NA	NA	NA	3.082976144	-3.32417864	2.03E-10	4.47E-09	G46	female	larva
TRINITY_DN126025_c7_g3_i1	msl2	Chr05	128566667	128566667	5.119617944	-3.324121685	5.95E-18	2.75E-16	G46	female	larva
TRINITY_DN126092_c0_g2_i2	sema3a	Chr03	70641601	70641601	4.152264169	-3.319977861	3.06E-21	1.76E-19	G46	female	larva
TRINITY_DN125133_c0_g2_i7	NA	NA	NA	NA	2.022723204	-3.318951037	1.10E-11	2.79E-10	G46	female	larva
TRINITY_DN118193_c0_g1_i1	NA	NA	NA	NA	5.571334607	-3.308380283	5.41E-25	3.89E-23	G46	female	larva
TRINITY_DN118697_c0_g1_i1	NA	NA	NA	NA	1.9032314	-3.307061921	2.29E-10	4.98E-09	G46	female	larva
TRINITY_DN127574_c0_g1_i13	tmem47	Chr02	103649160	103649160	1.955129612	-3.306711737	1.63E-12	4.53E-11	G46	female	larva
TRINITY_DN131787_c2_g1_i1	NA	NA	NA	NA	1.769701936	-3.304034981	1.78E-11	4.43E-10	G46	female	larva
TRINITY_DN135256_c1_g1_i2	NA	NA	NA	NA	2.206764537	-3.303179425	1.16E-11	2.94E-10	G46	female	larva
TRINITY_DN110037_c0_g1_i1	NA	NA	NA	NA	0.135620034	-3.298390808	1.01E-07	1.52E-06	G46	female	larva
TRINITY_DN123183_c0_g1_i1	NA	NA	NA	NA	1.973252892	-3.29708741	3.04E-13	9.18E-12	G46	female	larva
TRINITY_DN123057_c1_g2_i1	NA	NA	NA	NA	1.537561367	-3.296363276	2.21E-06	2.70E-05	G46	female	larva
TRINITY_DN123297_c0_g2_i5	NA	NA	NA	NA	2.680981363	-3.295557473	3.33E-11	8.07E-10	G46	female	larva
TRINITY_DN133045_c7_g3_i1	NA	NA	NA	NA	4.149715754	-3.293790623	6.99E-22	4.33E-20	G46	female	larva
TRINITY_DN122413_c4_g5_i2	NA	NA	NA	NA	2.583157683	-3.292894718	6.03E-10	1.23E-08	G46	female	larva
TRINITY_DN131718_c2_g6_i3	dennd5a	scaffold_299	131825	131825	1.300641037	-3.287578614	1.33E-08	2.30E-07	G46	female	larva
TRINITY_DN124802_c6_g3_i1	chrnb4	Chr03	80472595	80472595	4.406097845	-3.277278126	2.52E-08	4.14E-07	G46	female	larva
TRINITY_DN121214_c0_g2_i1	LOC100494861-like	Chr07	26505207	26505207	4.791694266	-3.271237051	1.49E-25	1.10E-23	G46	female	larva
TRINITY_DN103622_c0_g3_i3	dhx15	Chr01	21109905	21109905	4.435799414	-3.268973096	3.84E-19	1.95E-17	G46	female	larva
TRINITY_DN125727_c0_g1_i1	NA	NA	NA	NA	7.231095313	-3.267784754	1.91E-20	1.06E-18	G46	female	larva
TRINITY_DN136034_c0_g2_i1	znf319	Chr04	27889132	27889132	0.861587525	-3.26369169	2.60E-05	0.000256757	G46	female	larva
TRINITY_DN115417_c0_g2_i3	NA	NA	NA	NA	6.092193067	-3.26335875	6.78E-24	4.61E-22	G46	female	larva
TRINITY_DN124862_c1_g2_i1	NA	NA	NA	NA	4.276331423	-3.260381824	7.57E-23	4.89E-21	G46	female	larva
TRINITY_DN103637_c0_g1_i1	NA	NA	NA	NA	3.165584784	-3.259103652	3.12E-17	1.36E-15	G46	female	larva
TRINITY_DN130471_c0_g1_i1	NA	NA	NA	NA	3.262900354	-3.258532987	7.28E-12	1.89E-10	G46	female	larva
TRINITY_DN126217_c0_g2_i3	NA	NA	NA	NA	4.692466616	-3.257934841	3.91E-20	2.14E-18	G46	female	larva
TRINITY_DN55232_c0_g2_i1	NA	NA	NA	NA	3.797811186	-3.251190924	0.000348284	0.002685177	G46	female	larva
TRINITY_DN110880_c0_g1_i1	NA	NA	NA	NA	7.563430221	-3.249669848	4.32E-20	2.36E-18	G46	female	larva
TRINITY_DN133326_c4_g1_i2	NA	NA	NA	NA	1.753282465	-3.245550928	1.99E-10	4.37E-09	G46	female	larva
TRINITY_DN133539_c0_g1_i1	NA	NA	NA	NA	5.714826193	-3.245460674	1.37E-21	8.19E-20	G46	female	larva
TRINITY_DN132489_c2_g2_i5	NA	NA	NA	NA	8.60232382	-3.241851007	3.56E-17	1.53E-15	G46	female	larva
TRINITY_DN130941_c3_g2_i1	NA	NA	NA	NA	4.643324718	-3.239658824	2.47E-21	1.43E-19	G46	female	larva
TRINITY_DN123962_c0_g3_i1	zbtb8b	Chr02	55316012	55316012	0.620894693	-3.238805813	0.001871425	0.011789644	G46	female	larva
TRINITY_DN126178_c1_g1_i1	NA	NA	NA	NA	5.223699793	-3.23699691	7.96E-21	4.49E-19	G46	female	larva
TRINITY_DN110864_c0_g1_i2	NA	NA	NA	NA	0.632585785	-3.234818949	6.09E-07	8.20E-06	G46	female	larva
TRINITY_DN131614_c0_g1_i4	NA	NA	NA	NA	1.035236019	-3.233903722	2.04E-09	3.93E-08	G46	female	larva
TRINITY_DN120743_c0_g1_i1	NA	NA	NA	NA	5.747414011	-3.233805317	3.75E-24	2.58E-22	G46	female	larva
TRINITY_DN129928_c3_g2_i2	cbx6	Chr04	110294616	110294616	4.411474536	-3.233728753	5.38E-14	1.74E-12	G46	female	larva
TRINITY_DN119793_c0_g1_i1	NA	NA	NA	NA	4.973954242	-3.232007101	2.18E-25	1.59E-23	G46	female	larva
TRINITY_DN114630_c0_g1_i1	pdlim1	Chr07	31050715	31050715	2.717567314	-3.220674585	2.69E-14	8.97E-13	G46	female	larva
