gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	stage	sexbias	tissue
TRINITY_DN134855_c0_g2_i1	NA	NA	NA	NA	4.306906641	-1.521979603	1.74E-05	0.000178957	G46	female	larva
TRINITY_DN134750_c8_g2_i1	ubtd1	Chr07	24699116	24699116	4.873519697	-1.521823453	1.61E-07	2.35E-06	G46	female	larva
TRINITY_DN129176_c3_g4_i1	NA	NA	NA	NA	4.938837115	-1.521759879	3.15E-07	4.41E-06	G46	female	larva
TRINITY_DN122613_c0_g1_i3	NA	NA	NA	NA	4.113257278	-1.520833045	1.44E-06	1.81E-05	G46	female	larva
TRINITY_DN119102_c3_g7_i5	poldip3	Chr04	105166521	105166521	5.662381893	-1.520817817	6.41E-07	8.60E-06	G46	female	larva
TRINITY_DN128991_c5_g5_i3	NA	NA	NA	NA	5.204145246	-1.520223749	2.76E-06	3.30E-05	G46	female	larva
TRINITY_DN126007_c0_g2_i4	wdr86	Chr06	6712210	6712210	1.892982014	-1.519505533	0.001724364	0.010974066	G46	female	larva
TRINITY_DN114610_c0_g3_i1	NA	NA	NA	NA	0.775125289	-1.518977937	0.008738048	0.043104362	G46	female	larva
TRINITY_DN133715_c2_g2_i3	NA	NA	NA	NA	6.615504472	-1.51799474	1.75E-06	2.17E-05	G46	female	larva
TRINITY_DN116929_c0_g1_i1	NA	NA	NA	NA	0.603621202	-1.517739677	0.0065369	0.033874262	G46	female	larva
TRINITY_DN127429_c1_g3_i4	NA	NA	NA	NA	4.633454839	-1.517548708	1.24E-05	0.000130826	G46	female	larva
TRINITY_DN125838_c1_g1_i1	NA	NA	NA	NA	1.528347705	-1.517240065	0.000577319	0.00419916	G46	female	larva
TRINITY_DN128054_c5_g1_i1	NA	NA	NA	NA	2.799684784	-1.517237768	4.96E-05	0.000465742	G46	female	larva
TRINITY_DN98865_c0_g3_i1	tubb4b	scaffold_384	64928	64928	0.703631942	-1.516411476	0.006269941	0.032728884	G46	female	larva
TRINITY_DN110622_c0_g1_i1	NA	NA	NA	NA	3.48711541	-1.516214798	0.000104952	0.000907947	G46	female	larva
TRINITY_DN133747_c3_g1_i1	nab2	Chr02	135989777	135989777	5.302056531	-1.516150995	1.42E-05	0.000148672	G46	female	larva
TRINITY_DN114776_c0_g1_i3	NA	NA	NA	NA	5.118463162	-1.516065281	4.61E-07	6.30E-06	G46	female	larva
TRINITY_DN133209_c1_g2_i1	NA	NA	NA	NA	4.050206371	-1.515797812	6.55E-06	7.29E-05	G46	female	larva
TRINITY_DN110801_c0_g2_i1	fam219b	Chr03	84300642	84300642	1.237244582	-1.515498238	0.001510708	0.00976635	G46	female	larva
TRINITY_DN116581_c0_g1_i1	NA	NA	NA	NA	6.569996069	-1.514771524	5.55E-06	6.29E-05	G46	female	larva
TRINITY_DN130570_c8_g1_i2	NA	NA	NA	NA	1.977286748	-1.513470317	0.000480091	0.003556432	G46	female	larva
TRINITY_DN130176_c7_g4_i2	LOC100490937	Chr02	132435515	132435515	4.263411173	-1.512637828	0.008305193	0.041337022	G46	female	larva
TRINITY_DN124708_c2_g1_i1	NA	NA	NA	NA	7.363172324	-1.512386324	5.55E-06	6.29E-05	G46	female	larva
TRINITY_DN134491_c2_g1_i1	NA	NA	NA	NA	1.047320224	-1.51029616	0.002352466	0.014384124	G46	female	larva
TRINITY_DN136525_c2_g1_i1	osbpl6-like	Chr09	59061971	59061971	2.186937152	-1.509681173	0.000869733	0.006012201	G46	female	larva
TRINITY_DN124247_c2_g2_i1	NA	NA	NA	NA	5.66072542	-1.509461157	1.68E-06	2.10E-05	G46	female	larva
TRINITY_DN117639_c0_g2_i1	NA	NA	NA	NA	2.492509587	-1.50918848	0.001970754	0.012340594	G46	female	larva
TRINITY_DN133703_c1_g4_i3	NA	NA	NA	NA	4.779497181	-1.508929648	3.06E-06	3.62E-05	G46	female	larva
TRINITY_DN113341_c0_g1_i2	NA	NA	NA	NA	3.88076483	-1.508485673	7.96E-06	8.69E-05	G46	female	larva
TRINITY_DN125707_c0_g1_i1	NA	NA	NA	NA	3.993437329	-1.507339127	4.46E-05	0.000419827	G46	female	larva
TRINITY_DN92997_c0_g1_i1	NA	NA	NA	NA	7.043518813	-1.506106349	6.84E-06	7.58E-05	G46	female	larva
TRINITY_DN133873_c1_g1_i2	LOC100493878-like	Chr09	49753743	49753743	2.180278315	-1.505776504	0.000170399	0.001407261	G46	female	larva
TRINITY_DN113530_c0_g1_i1	NA	NA	NA	NA	3.695795744	-1.504921311	1.29E-05	0.000135494	G46	female	larva
TRINITY_DN116684_c0_g2_i1	mfsd8	Chr01	54814496	54814496	1.367658133	-1.504583628	0.010164803	0.048913825	G46	female	larva
TRINITY_DN127805_c6_g1_i1	NA	NA	NA	NA	7.198303586	-1.503733615	5.92E-06	6.66E-05	G46	female	larva
TRINITY_DN135645_c0_g1_i1	plcd4-like	Chr09	77176923	77176923	3.200755422	-1.503663083	0.000531571	0.003901594	G46	female	larva
TRINITY_DN122146_c0_g6_i1	NA	NA	NA	NA	0.78958142	-1.503152705	0.00446597	0.024686559	G46	female	larva
TRINITY_DN136257_c1_g4_i6	NA	NA	NA	NA	2.623592273	-1.503113281	0.000149516	0.001251371	G46	female	larva
TRINITY_DN130930_c1_g1_i1	NA	NA	NA	NA	5.430239008	-1.502465007	1.67E-06	2.09E-05	G46	female	larva
TRINITY_DN124416_c2_g1_i1	NA	NA	NA	NA	7.011532911	-1.501740996	8.44E-06	9.16E-05	G46	female	larva
TRINITY_DN121090_c0_g1_i1	NA	NA	NA	NA	0.089633172	-1.501288815	0.006730734	0.034691308	G46	female	larva
TRINITY_DN133494_c5_g6_i3	NA	NA	NA	NA	6.009486988	-1.500696087	6.96E-07	9.28E-06	G46	female	larva
TRINITY_DN120272_c0_g3_i2	NA	NA	NA	NA	3.314348915	-1.500571153	2.75E-05	0.000270044	G46	female	larva
TRINITY_DN126605_c1_g1_i1	NA	NA	NA	NA	0.765621868	-1.50014809	0.004443105	0.024571058	G46	female	larva
TRINITY_DN126761_c0_g1_i1	NA	NA	NA	NA	3.94696249	-1.499600215	7.98E-06	8.70E-05	G46	female	larva
TRINITY_DN134913_c0_g3_i1	NA	NA	NA	NA	0.29595014	-1.499343624	0.010257095	0.04930087	G46	female	larva
TRINITY_DN135397_c0_g2_i3	NA	NA	NA	NA	2.636038152	-1.498653134	7.21E-05	0.000648863	G46	female	larva
TRINITY_DN126817_c3_g2_i3	LOC100135405	Chr01	146451221	146451221	4.938148034	-1.498501117	1.25E-05	0.000131879	G46	female	larva
TRINITY_DN126357_c1_g2_i4	gpr126	Chr05	53863685	53863685	4.640779697	-1.49808147	2.19E-06	2.69E-05	G46	female	larva
TRINITY_DN121367_c0_g2_i1	NA	NA	NA	NA	4.237381966	-1.497766584	6.71E-06	7.45E-05	G46	female	larva
TRINITY_DN126202_c1_g1_i2	NA	NA	NA	NA	4.646504446	-1.497404444	1.13E-05	0.000120061	G46	female	larva
TRINITY_DN131142_c0_g4_i1	NA	NA	NA	NA	3.185817759	-1.496710676	6.02E-05	0.000552684	G46	female	larva
TRINITY_DN128037_c0_g2_i4	NA	NA	NA	NA	2.573122101	-1.496112367	0.000281543	0.002217517	G46	female	larva
TRINITY_DN125944_c4_g3_i8	NA	NA	NA	NA	1.898921674	-1.494812683	0.001411974	0.00917562	G46	female	larva
TRINITY_DN125659_c0_g1_i1	NA	NA	NA	NA	4.406979833	-1.494328071	3.19E-06	3.76E-05	G46	female	larva
TRINITY_DN135710_c0_g1_i2	NA	NA	NA	NA	4.411897115	-1.494160108	3.51E-05	0.000337256	G46	female	larva
TRINITY_DN114951_c0_g1_i3	NA	NA	NA	NA	2.58432206	-1.494113307	0.000715716	0.005063862	G46	female	larva
TRINITY_DN123167_c6_g2_i4	mbp	scaffold_21	365078	365078	0.325098976	-1.493128148	0.005975782	0.03152326	G46	female	larva
TRINITY_DN124339_c5_g2_i2	strn	Chr05	39402052	39402052	2.822068313	-1.492252593	0.000164584	0.001364656	G46	female	larva
TRINITY_DN125320_c1_g5_i1	LOC100485505-like	scaffold_230	75240	75240	2.945223022	-1.492246511	0.000213932	0.001727873	G46	female	larva
TRINITY_DN132717_c3_g1_i4	NA	NA	NA	NA	1.966289173	-1.491251161	0.000813051	0.00567067	G46	female	larva
TRINITY_DN135357_c1_g1_i2	NA	NA	NA	NA	4.53764036	-1.489261853	6.91E-06	7.66E-05	G46	female	larva
TRINITY_DN122717_c0_g1_i1	NA	NA	NA	NA	3.711967061	-1.488665984	2.28E-05	0.000228055	G46	female	larva
TRINITY_DN126314_c2_g1_i2	NA	NA	NA	NA	3.509104756	-1.488246959	0.000285559	0.002247906	G46	female	larva
TRINITY_DN121481_c0_g2_i1	NA	NA	NA	NA	0.434503026	-1.487739548	0.007407917	0.03766786	G46	female	larva
TRINITY_DN135036_c1_g4_i1	NA	NA	NA	NA	4.176614538	-1.487546851	6.54E-06	7.27E-05	G46	female	larva
TRINITY_DN133136_c6_g2_i1	NA	NA	NA	NA	2.820723579	-1.486375861	0.001171831	0.007814611	G46	female	larva
TRINITY_DN119637_c0_g1_i1	NA	NA	NA	NA	1.019790887	-1.486183445	0.009287563	0.045357572	G46	female	larva
TRINITY_DN128731_c4_g1_i1	NA	NA	NA	NA	5.500148384	-1.485664439	6.52E-07	8.74E-06	G46	female	larva
TRINITY_DN126027_c6_g2_i1	NA	NA	NA	NA	3.599976758	-1.485352561	5.20E-05	0.000484778	G46	female	larva
TRINITY_DN100856_c0_g1_i1	NA	NA	NA	NA	3.49352572	-1.484850461	2.80E-05	0.000274508	G46	female	larva
TRINITY_DN134047_c0_g3_i1	NA	NA	NA	NA	1.14027487	-1.48465536	0.001768691	0.011218952	G46	female	larva
TRINITY_DN129172_c0_g2_i2	nnt	Chr01	181902473	181902473	3.750726407	-1.484046633	2.71E-05	0.000266677	G46	female	larva
TRINITY_DN121881_c0_g1_i1	NA	NA	NA	NA	4.725485278	-1.483692228	2.55E-06	3.08E-05	G46	female	larva
TRINITY_DN125033_c0_g2_i2	NA	NA	NA	NA	5.13844184	-1.483589697	2.78E-07	3.92E-06	G46	female	larva
TRINITY_DN114661_c0_g1_i2	NA	NA	NA	NA	3.272795624	-1.483484164	0.000124092	0.001056306	G46	female	larva
TRINITY_DN132803_c2_g1_i12	NA	NA	NA	NA	4.311873051	-1.482879298	1.64E-06	2.06E-05	G46	female	larva
TRINITY_DN130762_c4_g2_i2	NA	NA	NA	NA	4.432181597	-1.482705412	1.83E-06	2.28E-05	G46	female	larva
TRINITY_DN124098_c0_g1_i2	NA	NA	NA	NA	4.180658816	-1.482528379	9.92E-05	0.000863352	G46	female	larva
TRINITY_DN115010_c0_g4_i2	NA	NA	NA	NA	5.12842159	-1.482390139	1.41E-06	1.78E-05	G46	female	larva
TRINITY_DN127197_c12_g3_i1	NA	NA	NA	NA	3.737829723	-1.482316896	0.000836843	0.005808993	G46	female	larva
TRINITY_DN115365_c0_g1_i1	NA	NA	NA	NA	2.555396228	-1.481961039	0.000483421	0.003577749	G46	female	larva
TRINITY_DN121805_c0_g1_i2	NA	NA	NA	NA	5.491066754	-1.480803117	3.11E-06	3.67E-05	G46	female	larva
TRINITY_DN125337_c3_g1_i1	NA	NA	NA	NA	6.331139721	-1.480358584	4.20E-06	4.84E-05	G46	female	larva
TRINITY_DN130766_c0_g1_i1	NA	NA	NA	NA	1.957958244	-1.479366359	0.000724475	0.005120183	G46	female	larva
TRINITY_DN125218_c0_g1_i2	NA	NA	NA	NA	2.683921603	-1.479321709	0.001080139	0.007273147	G46	female	larva
TRINITY_DN27210_c0_g2_i1	NA	NA	NA	NA	3.873793844	-1.479117656	0.000582876	0.004233404	G46	female	larva
TRINITY_DN119962_c0_g1_i5	NA	NA	NA	NA	0.253580776	-1.479059002	0.007524235	0.038150424	G46	female	larva
TRINITY_DN130505_c1_g1_i3	NA	NA	NA	NA	4.378626278	-1.47893878	1.12E-06	1.44E-05	G46	female	larva
TRINITY_DN118995_c0_g1_i2	NA	NA	NA	NA	5.238862669	-1.478555195	5.96E-07	8.04E-06	G46	female	larva
TRINITY_DN124031_c2_g6_i1	NA	NA	NA	NA	0.930170313	-1.47838725	0.007575578	0.038363958	G46	female	larva
TRINITY_DN134491_c2_g3_i1	NA	NA	NA	NA	2.758747049	-1.478345668	0.000127278	0.001080401	G46	female	larva
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	6.912555022	-1.477907893	8.67E-06	9.40E-05	G46	female	larva
TRINITY_DN130966_c6_g4_i1	NA	NA	NA	NA	5.741501168	-1.477568441	1.16E-06	1.49E-05	G46	female	larva
TRINITY_DN123658_c4_g2_i1	NA	NA	NA	NA	3.803460246	-1.475310275	1.23E-05	0.000129633	G46	female	larva
TRINITY_DN107727_c0_g1_i1	NA	NA	NA	NA	4.300387049	-1.475306546	1.08E-05	0.000114921	G46	female	larva
TRINITY_DN126563_c2_g1_i1	NA	NA	NA	NA	3.318573197	-1.474414477	6.82E-05	0.000616024	G46	female	larva
TRINITY_DN133152_c0_g2_i1	NA	NA	NA	NA	1.684802602	-1.473641631	0.001016947	0.006894176	G46	female	larva
TRINITY_DN124534_c3_g3_i1	NA	NA	NA	NA	1.027855762	-1.473452623	0.007956623	0.039956062	G46	female	larva
TRINITY_DN102272_c0_g1_i1	NA	NA	NA	NA	4.074535052	-1.473375874	4.22E-05	0.000398646	G46	female	larva
TRINITY_DN3392_c0_g1_i1	fkbp10	Chr10	2108818	2108818	4.022577396	-1.473372446	1.12E-05	0.000119427	G46	female	larva
TRINITY_DN125212_c0_g1_i7	NA	NA	NA	NA	1.470324378	-1.473303676	0.003788066	0.021550221	G46	female	larva
TRINITY_DN127635_c1_g1_i2	LOC100493336	Chr09	46295541	46295541	5.491700377	-1.472524014	3.92E-06	4.54E-05	G46	female	larva
TRINITY_DN130368_c5_g2_i1	NA	NA	NA	NA	4.260777202	-1.470613502	0.000565293	0.00411769	G46	female	larva
TRINITY_DN127810_c6_g3_i2	LOC101734044	Chr01	172561627	172561627	1.801886675	-1.470549829	0.001462647	0.00948515	G46	female	larva
TRINITY_DN119433_c0_g1_i1	cacng2	Chr04	113057152	113057152	5.078703324	-1.470063335	5.17E-07	7.04E-06	G46	female	larva
TRINITY_DN125792_c1_g2_i4	NA	NA	NA	NA	4.545273535	-1.470006455	1.17E-06	1.50E-05	G46	female	larva
TRINITY_DN132287_c0_g1_i1	NA	NA	NA	NA	6.080563473	-1.468306198	1.72E-06	2.14E-05	G46	female	larva
TRINITY_DN131289_c0_g1_i1	irx5	Chr04	44934379	44934379	4.541991145	-1.468219975	1.39E-05	0.000145565	G46	female	larva
TRINITY_DN118862_c0_g1_i1	NA	NA	NA	NA	3.082313553	-1.467934403	0.001119106	0.00750514	G46	female	larva
TRINITY_DN120650_c0_g1_i1	NA	NA	NA	NA	4.147945209	-1.467875684	2.21E-06	2.71E-05	G46	female	larva
TRINITY_DN128932_c0_g1_i1	NA	NA	NA	NA	1.965499497	-1.467746166	0.00065366	0.004686098	G46	female	larva
TRINITY_DN128999_c1_g2_i3	prpf19	Chr07	35821205	35821205	3.645958678	-1.467382919	3.08E-05	0.000299965	G46	female	larva
TRINITY_DN123408_c0_g1_i6	NA	NA	NA	NA	1.783509447	-1.467061589	0.001033158	0.006988878	G46	female	larva
TRINITY_DN67995_c0_g1_i1	NA	NA	NA	NA	7.376510543	-1.466818811	1.12E-05	0.000119313	G46	female	larva
TRINITY_DN121160_c1_g2_i1	NA	NA	NA	NA	7.119548969	-1.466614947	2.83E-05	0.000276654	G46	female	larva
TRINITY_DN121726_c0_g1_i1	eefsec	Chr04	124531006	124531006	4.582993088	-1.466583911	1.71E-06	2.13E-05	G46	female	larva
TRINITY_DN115461_c0_g1_i2	NA	NA	NA	NA	5.688811583	-1.466324244	1.34E-06	1.70E-05	G46	female	larva
TRINITY_DN131392_c0_g1_i2	NA	NA	NA	NA	2.99908636	-1.466248398	7.29E-05	0.00065536	G46	female	larva
TRINITY_DN123299_c0_g1_i4	NA	NA	NA	NA	4.511943285	-1.465227686	3.83E-06	4.45E-05	G46	female	larva
TRINITY_DN116754_c0_g4_i2	NA	NA	NA	NA	3.67107438	-1.465107722	6.52E-05	0.000593842	G46	female	larva
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	4.502586786	-1.464496149	7.99E-07	1.05E-05	G46	female	larva
TRINITY_DN132943_c0_g6_i1	ggct	Chr06	72883850	72883850	1.125723353	-1.464335283	0.004371339	0.024222519	G46	female	larva
TRINITY_DN119047_c0_g1_i1	NA	NA	NA	NA	5.078930677	-1.463192294	0.000116429	0.000998229	G46	female	larva
TRINITY_DN127856_c7_g1_i1	mex3d	Chr01	79764930	79764930	2.34083762	-1.463181948	0.000400542	0.003030002	G46	female	larva
TRINITY_DN132525_c0_g1_i2	c2	Chr08	53840616	53840616	1.746673396	-1.463107694	0.001966048	0.012314216	G46	female	larva
TRINITY_DN118922_c2_g1_i8	NA	NA	NA	NA	5.851503999	-1.463014313	2.93E-06	3.48E-05	G46	female	larva
TRINITY_DN131034_c4_g1_i1	NA	NA	NA	NA	0.828620255	-1.462961146	0.005535047	0.029586287	G46	female	larva
TRINITY_DN130098_c0_g1_i16	NA	NA	NA	NA	1.797862318	-1.462692539	0.000768523	0.005397842	G46	female	larva
TRINITY_DN135310_c4_g1_i3	aldh1a3-like	Chr03	105666646	105666646	3.620402386	-1.462647521	2.00E-05	0.00020227	G46	female	larva
TRINITY_DN127059_c1_g4_i2	NA	NA	NA	NA	5.697580535	-1.462495087	1.12E-06	1.45E-05	G46	female	larva
TRINITY_DN135348_c0_g1_i1	NA	NA	NA	NA	2.145017056	-1.462066846	0.001050375	0.007089958	G46	female	larva
TRINITY_DN124459_c0_g1_i1	NA	NA	NA	NA	5.074948547	-1.462003172	7.83E-07	1.03E-05	G46	female	larva
TRINITY_DN101087_c0_g1_i1	NA	NA	NA	NA	3.426268406	-1.461381506	0.000868679	0.006008243	G46	female	larva
TRINITY_DN128686_c3_g1_i1	LOC101733469	Chr09	4112565	4112565	5.488145663	-1.460963624	1.13E-06	1.45E-05	G46	female	larva
TRINITY_DN115520_c0_g1_i2	tbc1d19	scaffold_69	412023	412023	4.046288907	-1.460331465	6.67E-05	0.000605707	G46	female	larva
TRINITY_DN129335_c9_g1_i1	NA	NA	NA	NA	5.168798832	-1.459753582	4.03E-06	4.66E-05	G46	female	larva
TRINITY_DN124832_c11_g3_i2	LOC101732440	Chr07	30734000	30734000	5.218916073	-1.459603205	2.37E-06	2.88E-05	G46	female	larva
TRINITY_DN126692_c6_g4_i1	NA	NA	NA	NA	5.303994987	-1.459243756	8.54E-05	0.000755135	G46	female	larva
TRINITY_DN179676_c0_g1_i1	NA	NA	NA	NA	4.993192104	-1.459108137	1.91E-06	2.37E-05	G46	female	larva
TRINITY_DN116854_c0_g1_i3	slc25a16	Chr07	30450891	30450891	4.214599917	-1.457955312	6.15E-06	6.90E-05	G46	female	larva
TRINITY_DN115215_c1_g2_i1	NA	NA	NA	NA	3.400399103	-1.457837104	0.009499459	0.046234576	G46	female	larva
TRINITY_DN132552_c1_g1_i4	gzmh	Chr01	85231096	85231096	2.786027438	-1.457658057	0.000468685	0.003483156	G46	female	larva
TRINITY_DN125705_c0_g3_i1	NA	NA	NA	NA	1.13522075	-1.457576997	0.010266693	0.04932799	G46	female	larva
TRINITY_DN127092_c0_g1_i5	NA	NA	NA	NA	2.880793372	-1.457570597	0.000147065	0.001232927	G46	female	larva
TRINITY_DN130112_c8_g1_i3	NA	NA	NA	NA	5.315627268	-1.456742731	6.82E-07	9.10E-06	G46	female	larva
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	5.674265933	-1.456181507	7.16E-06	7.89E-05	G46	female	larva
TRINITY_DN125877_c0_g1_i2	NA	NA	NA	NA	5.437767458	-1.456044536	2.82E-06	3.37E-05	G46	female	larva
TRINITY_DN130053_c1_g1_i6	NA	NA	NA	NA	4.175247796	-1.455781371	4.10E-06	4.72E-05	G46	female	larva
TRINITY_DN128483_c5_g2_i2	NA	NA	NA	NA	5.807536642	-1.45541759	2.93E-06	3.48E-05	G46	female	larva
TRINITY_DN130545_c1_g7_i1	NA	NA	NA	NA	1.179721756	-1.455401395	0.007980103	0.040035924	G46	female	larva
TRINITY_DN136213_c2_g2_i1	NA	NA	NA	NA	1.635804991	-1.45486857	0.001833186	0.011575059	G46	female	larva
TRINITY_DN112749_c0_g3_i7	NA	NA	NA	NA	3.858836832	-1.454679324	4.17E-05	0.000394405	G46	female	larva
TRINITY_DN132350_c1_g1_i1	NA	NA	NA	NA	3.658194196	-1.45465869	0.000188025	0.001535534	G46	female	larva
TRINITY_DN134234_c4_g2_i1	NA	NA	NA	NA	3.458107367	-1.454330163	8.03E-05	0.000713995	G46	female	larva
TRINITY_DN127988_c3_g3_i1	NA	NA	NA	NA	6.398852169	-1.454274341	9.98E-06	0.000107058	G46	female	larva
TRINITY_DN132278_c0_g1_i3	NA	NA	NA	NA	7.395440061	-1.454110045	2.28E-05	0.000228271	G46	female	larva
TRINITY_DN133159_c0_g1_i1	NA	NA	NA	NA	4.840085089	-1.454081413	7.72E-07	1.02E-05	G46	female	larva
TRINITY_DN132762_c3_g1_i5	NA	NA	NA	NA	3.72958961	-1.453780045	6.78E-05	0.00061334	G46	female	larva
TRINITY_DN117619_c0_g1_i1	socs1	Chr09	31468729	31468729	5.92037487	-1.453684555	7.28E-06	8.01E-05	G46	female	larva
TRINITY_DN84774_c0_g1_i1	Xetrov90008553m	Chr03	81946359	81946359	3.418813528	-1.453242136	0.000207373	0.001677071	G46	female	larva
TRINITY_DN121288_c0_g2_i2	NA	NA	NA	NA	1.549346837	-1.452814922	0.000858627	0.005945314	G46	female	larva
TRINITY_DN129797_c1_g3_i1	lamtor1	scaffold_2970	963	963	3.761520176	-1.452625088	7.98E-05	0.000710402	G46	female	larva
TRINITY_DN120707_c0_g1_i4	NA	NA	NA	NA	4.869265151	-1.451040929	1.40E-06	1.77E-05	G46	female	larva
TRINITY_DN134491_c2_g2_i1	NA	NA	NA	NA	0.399895656	-1.45102356	0.006403471	0.03328657	G46	female	larva
TRINITY_DN116746_c0_g1_i1	LOC101731600	Chr07	77137767	77137767	6.157930014	-1.450893624	2.68E-06	3.23E-05	G46	female	larva
TRINITY_DN119778_c1_g2_i2	NA	NA	NA	NA	5.423734257	-1.450674034	1.05E-06	1.36E-05	G46	female	larva
TRINITY_DN119521_c1_g1_i5	Xetrov90015993m	Chr06	39274572	39274572	3.693437223	-1.450666574	6.09E-05	0.000559107	G46	female	larva
TRINITY_DN121197_c0_g1_i2	foxp1	Chr04	130190634	130190634	4.492509414	-1.450359736	7.05E-06	7.80E-05	G46	female	larva
TRINITY_DN128751_c0_g2_i1	NA	NA	NA	NA	6.195982404	-1.450101945	3.11E-05	0.000302013	G46	female	larva
TRINITY_DN118258_c0_g1_i2	aqp8	Chr09	14044609	14044609	2.864679039	-1.449996237	0.00319407	0.018678384	G46	female	larva
TRINITY_DN127238_c1_g1_i1	NA	NA	NA	NA	3.244735151	-1.44986412	6.56E-05	0.000597317	G46	female	larva
TRINITY_DN110298_c0_g3_i1	sts	Chr02	29341607	29341607	5.536251937	-1.44905914	2.30E-06	2.80E-05	G46	female	larva
TRINITY_DN118194_c0_g1_i3	NA	NA	NA	NA	4.003366031	-1.448825048	2.19E-05	0.000219824	G46	female	larva
TRINITY_DN122213_c2_g5_i1	NA	NA	NA	NA	4.395225174	-1.448654244	5.71E-06	6.45E-05	G46	female	larva
TRINITY_DN113434_c0_g1_i1	NA	NA	NA	NA	4.563484902	-1.448175636	5.64E-06	6.38E-05	G46	female	larva
TRINITY_DN135816_c2_g2_i1	NA	NA	NA	NA	1.642293867	-1.446671752	0.005067838	0.027460291	G46	female	larva
TRINITY_DN125277_c0_g1_i1	NA	NA	NA	NA	1.646517181	-1.446636703	0.001049429	0.007085496	G46	female	larva
TRINITY_DN124474_c0_g2_i2	NA	NA	NA	NA	3.241017449	-1.445956378	0.000239031	0.001908956	G46	female	larva
TRINITY_DN128579_c0_g1_i4	NA	NA	NA	NA	3.83348545	-1.444282672	2.14E-05	0.000215506	G46	female	larva
TRINITY_DN122000_c1_g3_i2	NA	NA	NA	NA	3.651292227	-1.443053992	0.000875665	0.006043154	G46	female	larva
TRINITY_DN127028_c1_g1_i1	NA	NA	NA	NA	2.169372351	-1.44192172	0.000238889	0.001908431	G46	female	larva
TRINITY_DN122242_c0_g1_i1	anxa10	Chr01	41382093	41382093	4.060581222	-1.441708839	0.000371558	0.002838796	G46	female	larva
TRINITY_DN126639_c0_g1_i1	NA	NA	NA	NA	3.991357101	-1.441671151	1.47E-05	0.000152998	G46	female	larva
TRINITY_DN110879_c0_g1_i2	LOC100145332	Chr04	15675407	15675407	1.799068713	-1.441339238	0.002050389	0.012787883	G46	female	larva
TRINITY_DN131911_c1_g1_i1	NA	NA	NA	NA	4.316613891	-1.441177593	8.34E-06	9.07E-05	G46	female	larva
TRINITY_DN121112_c0_g1_i1	rad51	Chr08	94740657	94740657	5.598202908	-1.439703253	3.51E-06	4.10E-05	G46	female	larva
TRINITY_DN130024_c2_g3_i1	asmtl	Chr02	34679028	34679028	4.566428774	-1.439604901	1.15E-05	0.000121482	G46	female	larva
TRINITY_DN123019_c0_g2_i4	NA	NA	NA	NA	4.485190466	-1.439593939	1.32E-06	1.68E-05	G46	female	larva
TRINITY_DN125330_c7_g6_i2	NA	NA	NA	NA	3.344042492	-1.438819761	7.33E-05	0.000657971	G46	female	larva
TRINITY_DN207920_c0_g1_i1	NA	NA	NA	NA	3.083589217	-1.438655197	0.000127312	0.001080401	G46	female	larva
TRINITY_DN115323_c1_g1_i1	NA	NA	NA	NA	2.91743816	-1.438556128	0.000621392	0.004483121	G46	female	larva
TRINITY_DN122985_c0_g1_i4	kissr2	Chr04	73566046	73566046	4.9904314	-1.437345622	1.27E-06	1.62E-05	G46	female	larva
TRINITY_DN132606_c3_g1_i3	NA	NA	NA	NA	3.789275904	-1.437204201	0.000116988	0.001002333	G46	female	larva
TRINITY_DN133713_c0_g2_i2	hibadh	Chr06	32622949	32622949	3.836492609	-1.436758219	7.17E-05	0.000645194	G46	female	larva
TRINITY_DN135816_c2_g1_i1	NA	NA	NA	NA	5.769528226	-1.435816201	8.94E-06	9.67E-05	G46	female	larva
TRINITY_DN135378_c2_g13_i2	NA	NA	NA	NA	3.302903103	-1.434671906	0.00015337	0.001278904	G46	female	larva
TRINITY_DN135615_c0_g1_i2	hnrnpul2	Chr04	39775191	39775191	5.323681092	-1.434605763	2.52E-06	3.04E-05	G46	female	larva
TRINITY_DN110622_c0_g2_i1	rbm23	Chr01	127947997	127947997	4.148184075	-1.434526127	3.35E-05	0.000322627	G46	female	larva
TRINITY_DN184690_c0_g1_i1	NA	NA	NA	NA	2.799853146	-1.434456342	0.00027673	0.002181391	G46	female	larva
TRINITY_DN129577_c7_g5_i1	NA	NA	NA	NA	3.822719358	-1.434140151	8.53E-05	0.000755119	G46	female	larva
TRINITY_DN125641_c0_g1_i1	NA	NA	NA	NA	4.092283004	-1.433990961	4.38E-05	0.000412693	G46	female	larva
TRINITY_DN115135_c0_g2_i1	LOC100497938	Chr10	33266394	33266394	2.070129983	-1.433895395	0.001218305	0.008083464	G46	female	larva
TRINITY_DN72469_c0_g2_i1	NA	NA	NA	NA	5.0312966	-1.433231586	1.40E-06	1.77E-05	G46	female	larva
TRINITY_DN130090_c8_g4_i5	NA	NA	NA	NA	4.08526761	-1.433043258	3.56E-05	0.000341862	G46	female	larva
TRINITY_DN120692_c0_g1_i2	NA	NA	NA	NA	4.605469555	-1.432856629	3.61E-06	4.21E-05	G46	female	larva
