gid	gname	chr	start	end	logCPM	logFC.MB.FB	PV.MB.FB	FDR.MB.FB	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB	average	ward.D
TRINITY_DN128367_c1_g4_i3	NA	NA	NA	NA	10.7989350071141	5.82220761020192	6.54849034882861e-05	0.00148328587441572	5.25592942648994	6.08733417536729	4.74651328374365	12.6573931948916	6.97243673027115	4.16728754357681	6.95466195989222	3.64795183189569	13.1610728900984	2	2
TRINITY_DN128394_c4_g1_i3	NA	NA	NA	NA	3.73424943080221	-2.79416757816354	0.000151812398784042	0.00334953247812049	0.578058985863491	3.18934049599347	2.92086055948448	-0.10516500831863	1.37411509281721	5.84874929141708	2.94716557637565	4.99581714451347	0.25781222549162	1	1
TRINITY_DN128464_c2_g2_i4	ddx26b	Chr08	47549159	47549159	4.73107613238571	-0.714934746670636	0.000662131163138091	0.0140462824615253	4.23445109060009	5.43856599945777	4.42893653594999	4.71592331834053	4.86933554806036	5.03334974963796	4.16822508296577	4.91860274482861	4.23181828769087	1	1
TRINITY_DN128465_c0_g5_i9	NA	NA	NA	NA	5.89667862913124	2.44397120751251	0.000855553834692308	0.0178927331012679	3.89400363766046	3.48594163036995	3.98130347020418	7.19703554653779	3.81312822438951	3.5717256123178	3.90384153163889	4.99581714451347	8.09884683630723	2	2
TRINITY_DN128475_c6_g2_i1	NA	NA	NA	NA	2.28110935863984	-5.10967016596031	4.30240146240257e-07	1.07701916109181e-05	-2.76073336601957	3.88691620467748	-2.76073336601957	-2.76073336601957	2.12507992539608	3.87601681619122	0.690809518814347	2.9781312880135	-2.76073336601958	1	1
TRINITY_DN128602_c0_g1_i2	NA	NA	NA	NA	1.21373880898293	-2.35488413076973	0.00177080616533967	0.0359628581098303	0.234256673553351	-0.470109095763466	-0.383953410940951	-0.832312642618761	2.0090227305729	3.50023827646093	-0.386314334012995	-1.05855565754763	0.428029687772106	1	1
TRINITY_DN128699_c1_g2_i1	gdi1	scaffold_247	135520	135520	0.329241215814747	-5.61153186166992	1.32620327641763e-12	9.98634622647236e-11	-2.14124688619374	2.37105901305649	-2.76073336601957	-2.36916322704831	0.497705471871747	1.2416761545479	-2.15366708707112	0.563453708283176	-2.76073336601958	1	1
TRINITY_DN128788_c0_g1_i2	NA	NA	NA	NA	2.90224482568164	-5.29362884817588	2.79179653245113e-11	1.42310688215889e-09	-1.70925234684164	4.5490017142923	-2.76073336601957	-2.06150099111154	2.59649678452772	4.64554366850138	0.884217898311648	3.35157073791928	-2.16867773884217	1	1
TRINITY_DN128884_c3_g1_i1	NA	NA	NA	NA	3.79278456295262	1.53217029310775	9.2865571684707e-05	0.00208999624351632	4.5924792427377	2.78582047847631	3.04965876490532	4.36607482238225	2.35640381857219	2.89840922918008	3.11080127466116	2.96282804382315	5.15213743234726	2	2
TRINITY_DN129213_c0_g2_i1	NA	NA	NA	NA	4.0182250341094	1.02763009669289	0.000425745648660154	0.00914178466661042	4.66627525112936	3.51341274860387	4.76069597567167	4.17352491473765	3.46225336283083	2.9606061386265	4.58029955175792	3.46453772112953	3.33694638296519	3	2
TRINITY_DN129262_c0_g1_i1	NA	NA	NA	NA	5.86874022961925	-0.899966539495116	1.18586271505198e-05	0.000274360181858854	5.21962298498534	6.15721162970504	5.6866898699946	5.20228292612937	6.21907696362151	6.2295693141202	5.77404888447608	6.55224322070007	4.95382764454372	1	1
TRINITY_DN129273_c5_g1_i1	hspb2	Chr07	74665677	74665677	0.0814731846515696	-4.910675161803	2.92264084846152e-09	9.33881837437301e-08	-2.76073336601957	1.52394506010683	-2.76073336601957	-2.76073336601957	-0.142099724706935	1.67170536084323	-1.13189686064402	0.71728440606937	-2.76073336601958	1	1
TRINITY_DN129273_c5_g4_i1	NA	NA	NA	NA	2.74457079311946	-5.53443693652186	5.42110165732912e-15	1.10335132064785e-12	-2.14124688619374	4.4146165036553	-2.76073336601957	-1.80805613539913	2.09692910492966	4.45883463124565	0.384517037878066	3.40915965028679	-1.75010671133744	1	1
TRINITY_DN129320_c0_g1_i6	NA	NA	NA	NA	0.0822814614157634	-1.68089379232863	0.00251544940665418	0.0499162818245943	-0.684184732677626	1.24683230382755	-0.996711895809558	-0.423403534053668	-0.0137801987182962	1.2416761545479	-0.539750013497393	-0.29924798363227	-1.1616193157615	1	1
TRINITY_DN129474_c1_g1_i2	NA	NA	NA	NA	3.92403782966557	-0.836766424689628	0.000257070064271789	0.00560584386273426	3.42647979707645	4.27713975954129	3.25061783456058	3.47815013400131	4.33094115190282	4.08590976532387	3.41218582639135	4.57043572091476	3.84518575692494	1	1
TRINITY_DN129525_c1_g3_i1	NA	NA	NA	NA	1.87113327575035	1.50988923146425	0.00191894057373711	0.03888692921685	1.65748849557969	1.15678975203691	3.10998773534824	1.05652701061566	0.806649067844981	0.547385394875437	1.7278785086686	1.04249636575762	3.06742174009316	2	2
TRINITY_DN129581_c0_g1_i5	dcaf11	Chr01	127254242	127254242	4.12310153883961	-0.949136843409982	1.29423019387602e-05	0.000299185542842764	3.40508467586507	4.36521364047024	3.98130347020418	3.53651789728291	4.65437864614448	4.47490660069644	3.60755934822976	4.75499678060102	3.55479518226512	1	1
TRINITY_DN129658_c2_g4_i1	NA	NA	NA	NA	4.75045818980669	0.984462160230946	9.2106092292647e-05	0.00207456600980239	4.91737185518584	4.26641555125448	4.60170781061837	5.40856384600346	4.01466758925791	4.03622937976882	4.59419794366266	4.17839386174668	5.67189149227378	2	2
TRINITY_DN129669_c3_g1_i1	ccdc33	Chr03	83015671	83015671	0.29390994211494	-6.70888669938641	2.15921619013204e-11	1.1293464642875e-09	-2.76073336601957	1.98283493036625	-2.76073336601957	-2.76073336601957	-1.04475582062015	2.14328809581483	-2.15366708707112	0.563453708283176	-2.76073336601958	1	1
TRINITY_DN129733_c3_g5_i1	col4a1	Chr02	113776064	113776064	1.17737591941376	2.07076991724343	3.81939112749459e-06	9.01472593260004e-05	2.1443154023789	-0.981295613275982	1.43887283719795	1.88370932957482	-0.142099724706935	-0.0458370457960322	1.43021625776426	0.296757133447198	1.61696846854746	2	2
TRINITY_DN129784_c1_g7_i1	NA	NA	NA	NA	1.97301766052619	2.74711361422702	0.00033875140685907	0.00733578316457263	0.652577489163665	-0.333324976624003	3.7257897930887	3.71391898675887	0.314264004723763	0.547385394875437	1.00010595704815	-0.629513864526524	-0.283953204326809	3	2
TRINITY_DN129840_c0_g1_i3	NA	NA	NA	NA	1.67783968840156	-2.89589166125494	0.000864633919336069	0.0180691762592204	-1.70925234684164	-0.621233403796992	-0.0844704841849665	-0.613418970519246	4.38432538831321	-0.313850211046893	0.884217898311648	1.0995844413127	-0.0423556645355652	1	1
TRINITY_DN129885_c0_g2_i14	NA	NA	NA	NA	5.90290897197562	1.00734216678298	0.00125425874537539	0.0258841773558843	6.89203279429258	5.41690911035137	6.57117544978512	6.20479850737332	5.41100814983073	5.39889382415643	6.12781348378291	4.70068134714535	4.77996393380523	3	2
TRINITY_DN129893_c2_g2_i1	NA	NA	NA	NA	2.21514128750517	3.05078118238205	0.00074233990101937	0.0156767675187451	0.133781535531451	-0.333324976624003	-0.560777363225674	3.66242675707958	0.660431295060162	-0.469182048554876	-0.121133712871129	-0.0306817044032732	4.44020635174483	2	2
TRINITY_DN130021_c0_g2_i1	tfam-like	Chr07	7394004	7394004	0.050248205590041	-5.24603618479806	1.9203376714952e-09	6.27899000923001e-08	-2.76073336601957	1.2898302411654	-2.76073336601957	-2.76073336601957	-0.439069186170932	1.94217760238254	-1.39925911009131	0.563453708283176	-2.76073336601958	1	1
TRINITY_DN130067_c1_g1_i1	NA	NA	NA	NA	3.07453906402061	-2.55803444026178	2.35227718176488e-10	9.51994368937033e-09	1.62083690491752	4.50861951706883	1.48516280691996	0.521850145312523	2.78473569897677	4.43712297347465	2.00256855104411	3.43156660100597	1.34666802518581	1	1
TRINITY_DN130164_c2_g10_i1	NA	NA	NA	NA	1.93917676371909	-1.22734767852298	0.000631248222543272	0.0134113985072412	1.19168056765496	2.70869812167597	1.84601954284618	1.11898166560272	2.09692910492966	2.29583602757589	0.690809518814347	2.71136162055343	1.42919893861317	1	1
TRINITY_DN130192_c1_g2_i1	NA	NA	NA	NA	5.42294606830181	1.08717361484067	0.000552057020728409	0.0117734438429756	6.21369048348586	4.56221510905058	6.13980342760555	5.90590404760544	4.78362700345448	4.43712297347465	5.85131092122246	5.04387757615538	4.15508334692371	3	2
TRINITY_DN130262_c0_g1_i1	NA	NA	NA	NA	5.23147442104417	0.735032635176908	0.00058351950121555	0.0124161456292736	5.39265468607181	4.66377927183075	5.05347558285238	5.77140929016478	4.95023654060411	4.71485141573995	5.26433265825864	4.77703825152828	5.90063449229761	2	2
TRINITY_DN130300_c0_g1_i3	NA	NA	NA	NA	3.29508334131603	3.08731736643942	0.000730081166517255	0.015441106719857	0.652577489163665	1.2898302411654	-0.0844704841849665	5.10727405305469	1.11810476063242	0.375399837752286	0.620114757187685	1.04249636575762	5.35576240280799	2	2
TRINITY_DN130338_c8_g4_i1	NA	NA	NA	NA	1.5726453315971	-5.15758652976233	6.05612636541013e-09	1.85899913907403e-07	-2.76073336601957	3.27743430273328	-2.76073336601957	-2.76073336601957	0.735391793568115	3.41395070448475	-0.121133712871129	1.7254800953304	-2.16867773884217	1	1
TRINITY_DN130569_c1_g1_i1	NA	NA	NA	NA	1.23588311767129	2.77514423873498	7.99306916021104e-08	2.13404309413353e-06	1.89087925064322	0.204992950391595	2.42304785392561	1.9709531606417	-0.614147378587069	-1.34408907263803	1.7278785086686	-1.33289220621081	1.11697278608788	3	2
TRINITY_DN130589_c4_g1_i1	NA	NA	NA	NA	0.111682703028606	-4.13672873198951	8.48773284702017e-06	0.000197510316880079	-2.14124688619374	2.00880433628241	-2.76073336601957	-2.76073336601957	-0.813445150034577	1.55559831283462	-0.711467750267295	-0.0306817044032732	-2.76073336601958	1	1
TRINITY_DN130652_c1_g3_i1	NA	NA	NA	NA	3.79196551466149	-5.6651656066867	7.35306859493461e-12	4.51916056074242e-10	-2.14124688619374	5.54666548533523	-2.08346519122015	-1.40509591124924	3.10047246946295	5.52774432696174	1.38828847155709	4.29907244314563	-2.16867773884217	1	1
TRINITY_DN130680_c2_g1_i1	NA	NA	NA	NA	1.68147717310385	-3.13435564046965	0.000203118265110929	0.00446050251147041	-0.357294961943071	0.847064285826175	-0.0844704841849665	-0.337024881054623	4.43580452575104	-1.34408907263803	-0.004831877434283	0.296757133447198	-0.574311660659276	1	1
TRINITY_DN130859_c0_g1_i1	NA	NA	NA	NA	-0.0144476212342147	3.73424133718921	5.93560154084152e-06	0.00013915963311988	-0.880384341349751	-0.981295613275982	0.643317143450844	1.11898166560272	-2.76073336601957	-2.76073336601957	0.620114757187685	-2.76073336601957	0.902615773320296	2	2
TRINITY_DN130933_c7_g3_i1	NA	NA	NA	NA	3.60236567856251	-5.29138164302811	7.27814071355358e-10	2.62414811580975e-08	-1.70925234684164	5.21977355686967	-1.62439905261603	-1.80805613539913	3.37116572870283	5.36479918954509	1.58671065406693	4.05393138388034	-2.76073336601958	1	1
TRINITY_DN131144_c0_g4_i3	NA	NA	NA	NA	1.02173269376169	2.11440960283849	0.000518738676886667	0.0110797058689854	0.133781535531451	0.292164299661417	1.12479261205751	1.9709531606417	-1.66137363046342	0.18010114212078	2.43204440946607	-1.05855565754763	1.16593075840964	2	2
TRINITY_DN131144_c0_g8_i1	NA	NA	NA	NA	0.970314635017339	1.64501876123408	0.000942997316159799	0.019677537606969	0.976471993149347	0.0130555364457615	1.29036295732353	1.86560910729152	-0.813445150034577	0.375399837752286	2.03009571112384	-0.0306817044032732	0.506155323444246	2	2
TRINITY_DN131149_c0_g1_i1	NA	NA	NA	NA	0.291302283654328	-4.85270029653348	7.49466562722113e-09	2.26834777448017e-07	-2.76073336601957	1.72531984960707	-2.76073336601957	-2.76073336601957	0.497705471871747	2.03182076457764	-0.906421051844555	0.296757133447198	-2.76073336601958	1	1
TRINITY_DN131154_c3_g9_i2	pde1b	Chr02	141495142	141495142	3.4552788537849	0.929134621607252	0.00205396709910203	0.0413843428353506	3.09353146342497	2.52295169929554	4.0053263688518	4.07456899196114	3.15610112367436	3.2616966320554	3.86615368786833	2.36064530333189	3.71963496547083	2	2
TRINITY_DN131157_c1_g2_i1	NA	NA	NA	NA	0.310247974446217	-4.87768914559834	1.74873322001846e-09	5.75136650476096e-08	-2.76073336601957	1.81636198075555	-2.76073336601957	-2.76073336601957	0.735391793568115	1.87916339568051	-0.906421051844555	0.391240940835033	-2.76073336601958	1	1
TRINITY_DN131218_c0_g1_i10	NA	NA	NA	NA	2.56504760833321	1.98804625849078	0.000707839347689287	0.0149932758360098	1.89087925064322	1.95638947678689	2.6017468729221	2.24745019719078	1.11810476063242	0.071550513358304	2.10965949378807	1.0995844413127	4.64833402276892	2	2
TRINITY_DN131220_c7_g1_i1	NA	NA	NA	NA	6.09530184875356	1.28584497151275	0.000129762836336066	0.00288342467102144	6.93091504497422	5.38007579958436	7.04480166799354	6.50657187033135	5.32564287050241	5.27586155170069	6.54646490338412	4.98827903727102	4.62225822223599	3	2
TRINITY_DN131251_c3_g6_i1	LOC100496491	Chr05	74971425	74971425	2.09918470553277	-5.20233232277818	5.81552378107795e-09	1.79298151963926e-07	-2.76073336601957	3.80776776919976	-2.76073336601957	-2.36916322704831	1.88280611991477	3.79298345231386	0.384517037878066	2.38381243742716	-2.76073336601958	1	1
TRINITY_DN131292_c2_g5_i1	LOC100489267	Chr07	76040433	76040433	0.490036770413138	-6.93949320875268	2.03486468261278e-14	3.10615458372528e-12	-2.76073336601957	1.72531984960707	-2.76073336601957	-2.76073336601957	0.212983515738366	2.53945191228915	-2.15366708707112	0.788456284782641	-2.76073336601958	1	1
TRINITY_DN131335_c0_g2_i2	rab31	Chr06	89534480	89534480	2.39422311846804	-1.29675630265565	0.00233104552444586	0.0465661988941044	1.33433421544702	2.17857164503859	2.10509230817241	1.29159701060375	1.78032413390401	3.89206504337482	1.7278785086686	3.06669089765855	1.90345734743653	1	1
TRINITY_DN131357_c0_g2_i5	NA	NA	NA	NA	4.05306250582181	1.16167169009404	0.000732695058878232	0.0154847299614093	4.52465831059669	3.62675674568396	5.34774392644273	4.42905614894086	3.50572755824928	2.99072713435602	3.787689268054	2.9781312880135	3.43007525527858	3	2
TRINITY_DN131425_c0_g1_i1	fibin	Chr04	12239155	12239155	1.81066219136353	-5.05270085052606	3.63430099886412e-11	1.80029298333504e-09	-2.76073336601957	3.50431370698335	-2.76073336601957	-1.80805613539913	1.81529993276914	3.39154760017476	0.102789766973791	2.18713884517484	-2.76073336601958	1	1
TRINITY_DN131583_c4_g1_i1	senp1-like	Chr02	140277955	140277955	3.63305250004798	-5.40415171523858	2.56892018852535e-11	1.32148830284087e-09	-1.37724487870555	5.30083679256269	-2.76073336601957	-1.80805613539913	3.3828711913446	5.26665864019328	1.4709598670427	4.29296642642425	-1.75010671133744	1	1
TRINITY_DN131605_c2_g1_i2	zdhhc21	Chr01	111993185	111993185	6.88773066648125	0.655497617667481	0.00172625758502796	0.035134345500493	7.32833303807444	6.5015887884335	6.88242320092477	7.17699277596239	6.4424600932124	6.59693906907872	7.51763764641007	6.40432069935215	6.64303477530272	3	2
TRINITY_DN131738_c0_g7_i11	gtf2ird1-like	Chr02	96932929	96932929	4.64252579949313	0.971181787668888	0.000839757114783843	0.0176016851365178	4.98742570375537	4.49030254032438	4.8385327976081	4.78496413955986	3.3828711913446	3.10529054353976	5.28732835664477	4.57043572091476	5.02189659955846	2	2
TRINITY_DN131753_c0_g4_i1	NA	NA	NA	NA	2.34974894840118	3.62605890976328	7.54955466354787e-05	0.00170339973298936	0.133781535531451	0.0130555364457615	4.33095173979467	0.213804622407867	-0.282956751940792	-0.643278809858528	4.3040882074638	-0.29924798363227	-0.283953204326809	3	2
TRINITY_DN131767_c0_g2_i1	NA	NA	NA	NA	5.34657682084548	0.785536572494464	0.000118622244697903	0.00264844434565183	5.85391495497954	5.06747863360956	5.17494627760937	5.82975812728127	4.74333194271499	4.81925203064679	5.73276200990021	4.79010328444929	5.51776138625769	3	2
TRINITY_DN131905_c3_g1_i1	NA	NA	NA	NA	0.593043290906582	-7.05906379951055	1.84938908277168e-17	1.082162315996e-14	-2.76073336601957	1.59423981166946	-2.76073336601957	-2.76073336601957	0.660431295060162	2.4555467454482	-2.15366708707112	1.53166705128661	-2.76073336601958	1	1
TRINITY_DN131910_c0_g1_i1	NA	NA	NA	NA	0.0479675884220874	-4.55166987488239	3.31954513828987e-07	8.40721950398084e-06	-2.76073336601957	1.78664842166147	-2.76073336601957	-2.76073336601957	-0.439069186170932	1.47265433189018	-0.906421051844555	0.391240940835033	-2.76073336601958	1	1
TRINITY_DN131910_c0_g3_i1	NA	NA	NA	NA	0.354567852598359	-4.97331062077108	7.14513683049529e-10	2.58282442931945e-08	-2.14124688619374	1.9019982941293	-2.76073336601957	-2.36916322704831	-0.614147378587069	2.08863070379364	-1.39925911009131	0.921060765796632	-2.76073336601958	1	1
TRINITY_DN131925_c1_g2_i3	NA	NA	NA	NA	3.21356031370165	1.87309930121963	0.0013781482193673	0.0283160563550617	1.50494055957313	2.64388714493633	3.20984918083908	4.64341172663299	2.17978540233179	1.7084201324398	2.58835098320437	0.195649108662036	4.62225822223599	2	2
TRINITY_DN132104_c0_g2_i3	NA	NA	NA	NA	2.81913066190713	2.30449508677615	0.000782609261868192	0.0164776209430974	1.288332656382	0.59613016125129	1.43887283719795	4.14003354286841	1.11810476063242	1.87916339568051	1.5105843561909	0.856281522322073	4.81491927487796	2	2
TRINITY_DN132119_c0_g1_i1	NA	NA	NA	NA	2.9699432898909	1.34451760111379	0.000669262996625834	0.0141868602160225	3.87856241064506	2.20127200874091	3.6667632154013	3.51345338009691	2.42594430456144	1.9726817570001	3.49353667598971	1.68874465397849	1.68572894537567	3	2
TRINITY_DN132123_c0_g1_i2	NA	NA	NA	NA	4.19119535220851	0.951395708776582	0.000391530534288753	0.00843321941454617	4.32267561577403	3.3705068925142	4.02895579541791	4.92919192880737	3.71467387077996	3.61103939440511	4.01822439225891	3.65748878956969	5.03842360003484	2	2
TRINITY_DN132317_c2_g4_i4	NA	NA	NA	NA	7.11338195089178	-0.600259062067056	0.00130863922956274	0.0269866006172751	6.98418877976793	7.62212331593103	6.73457802212465	6.82378985801742	7.25872631938109	7.40981001573314	6.70750491735759	7.34596332586702	6.81308334776316	1	1
TRINITY_DN132349_c0_g3_i1	NA	NA	NA	NA	5.23295193898339	1.11906173981291	0.00173903258603544	0.0353431318697376	5.73676952504945	4.66785981214014	6.40354027450736	5.67336641062451	4.78803554248927	4.53746170616523	5.46927161773685	3.90975026872857	3.79159643015072	3	2
TRINITY_DN132398_c5_g1_i1	NA	NA	NA	NA	0.532173199416232	-5.1286237102317	8.90722556436894e-10	3.13112946716434e-08	-2.76073336601957	2.10824539629004	-2.76073336601957	-2.76073336601957	0.104052437594963	2.1698593839937	-0.906421051844555	1.0995844413127	-2.76073336601958	1	1
TRINITY_DN132429_c0_g1_i3	NA	NA	NA	NA	7.34390291850911	0.825939676296932	0.00133544043265076	0.0274989116069368	8.07341265160612	6.76613607065843	7.88314230740491	7.68256486695413	7.00025088413737	6.93570764825629	7.59743307721126	6.5775815451521	6.68247636419494	3	2
TRINITY_DN132431_c2_g3_i1	NA	NA	NA	NA	1.08901604790708	-3.17188577488911	9.64542725948412e-05	0.00216728892349704	-0.684184732677626	-0.0934243544045242	-0.383953410940951	-2.76073336601957	2.71236000697291	1.91101451444476	-2.76073336601957	2.40661342026811	0.34542990633563	1	1
TRINITY_DN132560_c1_g7_i1	NA	NA	NA	NA	0.219086770111716	3.6231846970313	0.00131177482495896	0.0270314156336187	0.499480786980479	-2.76073336601957	-2.76073336601957	2.06912578494955	-2.10877662483621	-1.34408907263803	-2.15366708707112	-1.67194128501677	1.46875889102566	2	2
TRINITY_DN132568_c0_g2_i1	NA	NA	NA	NA	3.0653776349548	-5.38754414768036	1.70645965420726e-10	7.16432470967404e-09	-2.76073336601957	4.67192884353241	-2.08346519122015	-2.36916322704831	2.76697931563863	4.82762043256525	1.00010595704815	3.57936728897543	-1.75010671133744	1	1
TRINITY_DN132616_c0_g3_i1	NA	NA	NA	NA	0.159913325766501	-5.3732939777362	2.41999238569328e-10	9.75184019181739e-09	-2.76073336601957	1.69364937380351	-2.76073336601957	-2.76073336601957	-0.142099724706935	1.84659317763125	-1.39925911009131	0.563453708283176	-2.76073336601958	1	1
TRINITY_DN132642_c5_g2_i1	NA	NA	NA	NA	0.456066324230853	7.89543372715689	5.28054819649481e-09	1.63702822510982e-07	-2.76073336601957	-2.76073336601957	1.88106437937974	0.991245855582641	-2.76073336601957	-2.76073336601957	1.88688627793211	-2.76073336601957	1.11697278608788	2	2
TRINITY_DN132667_c0_g6_i1	NA	NA	NA	NA	3.54343701226899	-1.26724440814122	2.9452197239072e-05	0.000671993390620483	2.2679845517832	4.45295579105568	3.32885365549699	2.54908750052613	3.35936451510539	4.27524004671129	3.18614743448516	4.11057749231678	2.68621805349287	1	1
TRINITY_DN132763_c3_g3_i1	NA	NA	NA	NA	1.41834284026775	-5.46676446880126	5.63179615736389e-15	1.12985899051343e-12	-1.70925234684164	2.91503250674878	-2.76073336601957	-2.76073336601957	1.42028468285551	3.13256429959763	-0.711467750267295	1.95935751298097	-2.76073336601958	1	1
TRINITY_DN132765_c1_g1_i7	mov10	Chr02	74100790	74100790	1.683453019456	3.16829563757643	0.0005091601985485	0.010891685069788	2.46694302788904	-0.333324976624003	-0.996711895809558	-2.06150099111154	-0.813445150034577	-0.313850211046893	3.18614743448516	-0.629513864526524	3.43007525527858	2	2
TRINITY_DN132881_c5_g2_i1	NA	NA	NA	NA	4.82931007487659	1.17594739162172	0.000809838772483171	0.0169999563548093	5.64164117426733	4.59687037747319	5.58674190751956	4.96576099662034	3.85575146121893	3.695763844898	5.59900457686383	3.9491115288346	3.46961151179115	3	2
TRINITY_DN132937_c1_g1_i3	NA	NA	NA	NA	4.49135422216489	0.792415918170352	0.00252171058049138	0.0499839697066064	4.15976866145002	3.82248513440677	4.73218978071044	5.10919839856957	4.45810746745442	3.53131043705531	4.55683382247655	4.03941537856523	5.1551716783922	2	2
TRINITY_DN132968_c1_g4_i1	NA	NA	NA	NA	0.853098643741375	-8.70124800733851	1.38522409433306e-07	3.61251524025373e-06	-2.76073336601957	-2.76073336601957	-2.76073336601957	-2.76073336601957	3.0862235700483	2.83340962853339	-2.76073336601957	-2.76073336601957	-2.76073336601958	1	1
TRINITY_DN133064_c1_g2_i1	NA	NA	NA	NA	0.448074677410536	7.85224054110292	3.21861565944723e-06	7.63524138740661e-05	-2.76073336601957	-2.76073336601957	1.29036295732353	1.71200019272679	-2.76073336601957	-2.76073336601957	-2.76073336601957	-2.76073336601957	2.40959709940927	2	2
TRINITY_DN133272_c1_g1_i1	NA	NA	NA	NA	0.648829605378521	-5.31245274247083	1.02167072845192e-11	5.9411316252648e-10	-2.76073336601957	2.15550838033749	-2.76073336601957	-2.36916322704831	0.735391793568115	2.47698493666323	-1.13189686064402	0.563453708283176	-2.76073336601958	1	1
TRINITY_DN133320_c2_g1_i1	NA	NA	NA	NA	6.8518005650124	0.649993640270881	0.000868076419400066	0.018127630030996	6.80384069802092	6.63053975533481	6.97656796546767	7.40440853918118	6.52796807245306	6.39777472411357	7.0256107491427	6.23789184513185	7.23698549993392	2	2
TRINITY_DN133322_c1_g4_i1	NA	NA	NA	NA	1.09758347132609	2.17793581806136	0.000250287290928576	0.00547067637378282	1.03335780824278	-2.1887316805868	0.643317143450844	2.4553783747925	-0.614147378587069	0.375399837752286	1.4709598670427	0.0869175213595669	1.90345734743653	2	2
TRINITY_DN133418_c2_g1_i3	NA	NA	NA	NA	4.97277918804019	1.09655619176494	0.00135827558825333	0.0279486347599057	6.37093502348313	4.298351945105	4.56446380147525	4.90723959215211	3.71467387077996	4.89685764575021	5.22913689577814	3.86105384190865	4.97801879871723	3	2
TRINITY_DN133534_c1_g5_i1	NA	NA	NA	NA	0.114602154514247	2.25905094576211	0.000812759358657123	0.0170485228578063	1.58322985646627	-0.333324976624003	0.273007934900539	0.521850145312523	-1.66137363046342	-1.07090446024518	0.102789766973791	-2.76073336601957	0.25781222549162	3	2
TRINITY_DN133668_c0_g1_i1	NA	NA	NA	NA	1.02604481970952	-4.69432778284658	2.31545661812023e-08	6.54926787846352e-07	-1.70925234684164	2.5932937072263	-2.76073336601957	-2.76073336601957	0.497705471871747	2.88243180977247	-0.386314334012995	1.0995844413127	-2.76073336601958	1	1
TRINITY_DN133748_c2_g1_i1	NA	NA	NA	NA	1.14100529032212	-4.50344890788641	0.00027928520739504	0.00606204298307921	-2.76073336601957	-2.76073336601957	-2.76073336601957	-1.59255262929494	-0.614147378587069	3.31027812283704	-2.76073336601957	2.96282804382315	-0.158103012193269	1	1
TRINITY_DN133773_c6_g4_i1	NA	NA	NA	NA	1.78724828267505	-6.49753636229661	4.56137625880265e-16	1.55963707190029e-13	-2.76073336601957	3.54037053418453	-2.76073336601957	-2.76073336601957	1.50841451548112	3.63983727258302	-0.906421051844555	1.65104932058724	-2.76073336601958	1	1
TRINITY_DN133819_c0_g2_i3	NA	NA	NA	NA	1.72025814155772	-2.34591104415158	0.000120411972119628	0.00268413576263808	0.416374940073128	1.75630999370538	-0.0844704841849665	0.736249275152389	1.06096175949599	4.01440266467804	0.690809518814347	0.921060765796632	-0.421839993447507	1	1
TRINITY_DN133826_c11_g1_i2	NA	NA	NA	NA	4.85530669576838	0.7889061054602	0.00195522254807027	0.0395365987816053	5.49998436076604	4.76248242046753	5.42101319553159	5.14340478514587	4.21130379322231	4.37567411002783	5.11165701769914	4.00993771220542	4.31556661566503	3	2
TRINITY_DN133866_c1_g1_i1	NA	NA	NA	NA	3.87518422148327	-2.59970861282146	6.43612264733553e-13	5.39088663945682e-11	1.33433421544702	5.34482834464923	2.34988450812808	2.43096814926983	3.55829041503369	5.25739664648419	2.45253424410467	4.20465229728528	2.19049020226026	1	1
TRINITY_DN133888_c1_g5_i1	NA	NA	NA	NA	2.49673804833248	-5.10461834791339	1.57676222728407e-09	5.21631574531539e-08	-1.70925234684164	4.14286740639822	-2.76073336601957	-2.06150099111154	1.88280611991477	4.32337509754165	0.690809518814347	2.83418145872783	-2.76073336601958	1	1
TRINITY_DN133899_c4_g1_i1	Xetrov90013347m	Chr05	28944236	28944236	4.00567890433085	-5.39923694339734	9.24284961025576e-09	2.75004149367853e-07	-1.70925234684164	5.58601086524202	-2.76073336601957	-2.06150099111154	3.71467387077996	5.79428544080314	1.94588659958288	4.53982302676733	-1.75010671133744	1	1
TRINITY_DN133905_c2_g1_i1	NA	NA	NA	NA	0.892052707376696	-6.18121900092677	1.63441579745049e-11	9.05440562189188e-10	-1.70925234684164	2.94223982156136	-2.76073336601957	-2.76073336601957	-0.813445150034577	2.4555467454482	-2.76073336601957	1.04249636575762	-2.16867773884217	1	1
TRINITY_DN133905_c2_g2_i1	NA	NA	NA	NA	2.64512529950599	-5.08937685647689	2.60147599451513e-06	6.19217425914801e-05	-2.76073336601957	4.20034027187574	-2.76073336601957	-2.76073336601957	2.67476341638766	4.38136978772919	1.05473629966345	3.03777087028326	-2.76073336601958	1	1
TRINITY_DN133976_c2_g2_i1	NA	NA	NA	NA	2.95417710513855	1.7148746363879	0.000137678253368243	0.00305206716839293	2.90825160104834	2.3097064688901	2.64316532627209	4.06270163042382	1.50841451548112	0.547385394875437	2.71247470332548	2.21324002186579	4.20278583425561	2	2
