ID	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313
TRINITY_DN121465_c3_g1_i1	475	556	431	403	412	317	464	794	526
TRINITY_DN121465_c4_g2_i1	8	7	4	9	15	8	2	5	21
TRINITY_DN121466_c0_g3_i1	871	1129	775	617	945	872	1215	1829	1155
TRINITY_DN121467_c0_g1_i1	10	15	15	9	0	6	28	33	14
TRINITY_DN121478_c6_g1_i1	193	343	192	160	166	214	246	443	241
TRINITY_DN121480_c0_g1_i2	427	624	397	325	281	279	356	479	437
TRINITY_DN121481_c0_g2_i1	30	26	19	26	21	19	28	44	17
TRINITY_DN121482_c1_g1_i1	599	701	518	421	362	535	668	1058	773
TRINITY_DN121483_c0_g3_i2	65	133	60	51	84	72	57	116	89
TRINITY_DN121485_c0_g1_i1	900	2026	1546	848	699	985	1301	1728	1176
TRINITY_DN121487_c0_g4_i2	3000	5533	3584	2548	2256	2073	2581	3022	2673
TRINITY_DN121490_c3_g1_i3	4	38	35	13	8	47	51	155	49
TRINITY_DN121491_c0_g1_i1	62	108	64	49	92	72	67	120	127
TRINITY_DN121492_c0_g1_i1	152	223	72	133	235	131	233	205	137
TRINITY_DN121493_c0_g1_i2	196	210	157	93	109	155	110	214	207
TRINITY_DN121494_c0_g1_i3	14	12	9	5	7	6	132	192	11
TRINITY_DN121505_c1_g3_i1	1010	1027	957	696	587	1246	1285	2206	1377
TRINITY_DN121512_c0_g1_i1	1072	1447	1264	865	612	637	740	1039	812
TRINITY_DN121517_c0_g1_i1	897	1419	816	627	621	898	900	1409	999
TRINITY_DN121523_c0_g1_i3	8	16	7	8	49	22	42	73	23
TRINITY_DN121525_c1_g1_i3	111.391	166.827	95.3242	66.7005	132.684	119.371	161.75	250.656	141.875
TRINITY_DN121531_c2_g4_i1	247	484	372	242	225	237	329	499	274
TRINITY_DN121532_c0_g1_i1	89.5065	106.147	68.9867	61.4075	85.2393	67.778	67.3113	133.371	63.3588
TRINITY_DN121533_c0_g1_i2	544	1004	590	500	578	565	676	990	757
TRINITY_DN121536_c0_g1_i3	980	1222	910	661	873	917	882	1437	1177
TRINITY_DN121536_c0_g2_i1	17	65	25	28	45	36	63	60	70
TRINITY_DN121539_c0_g1_i1	672	972	727	455	462	813	683	1009	815
TRINITY_DN121543_c0_g1_i2	457	484	433	266	341	325	435	486	386
TRINITY_DN121544_c0_g1_i2	716	1193	717	598	699	636	854	1287	798
TRINITY_DN121547_c0_g1_i5	99	176	71	95	112	76	70	126	105
TRINITY_DN121549_c0_g1_i2	148.836	195.969	155.718	81.2212	51.6119	96.0812	108.272	154.843	97.7996
TRINITY_DN121554_c1_g10_i1	18	26	19	13	8	8	10	44	11
TRINITY_DN121556_c12_g4_i1	136	509	239	153	395	181	233	495	287
TRINITY_DN121557_c0_g2_i1	21	79	46	19	30	21	6	25	9
TRINITY_DN121558_c0_g1_i1	325	497	286	293	397	309	563	501	489
TRINITY_DN121559_c0_g1_i2	157	262	205	113	178	241	225	552	362
TRINITY_DN121562_c0_g1_i6	0	0	0	0	0	0	0	0	0
TRINITY_DN121564_c0_g1_i2	62	152	77	47	50	70	76	169	99
TRINITY_DN121566_c0_g2_i1	125	220	92	129	191	99	104	163	107
TRINITY_DN121567_c0_g4_i2	14.2405	23.0133	13.6087	13.9339	11.8346	31.0238	21.4361	28.495	26.5811
TRINITY_DN121568_c0_g1_i2	614	657	416	383	643	573	789	1384	909
TRINITY_DN121570_c0_g1_i1	77	224	53	54	93	51	101	191	148
TRINITY_DN121578_c0_g1_i1	154	258	170	113	196	162	212	339	244
TRINITY_DN121583_c1_g1_i1	2.20159	50.774	28.2671	5.08233	7.09874	12.2807	10.3956	15.6604	13.9965
TRINITY_DN121583_c1_g3_i5	66	173	88	39	76	74	61	119	57
TRINITY_DN121584_c0_g1_i2	4832	7440	3999	4177	6011	5217	6429	7432	6238
TRINITY_DN121585_c3_g5_i1	928	1440	811	674	1106	869	658	1036	1096
TRINITY_DN121586_c1_g1_i2	166.145	301.192	181.806	127.13	167.18	145.623	153.992	275.454	154.6
TRINITY_DN121592_c0_g1_i1	11339	21042	10749	9731	18052	12366	10891	15185	16813
TRINITY_DN121593_c4_g2_i1	795	1229	725	535	819	886	1001	1662	1202
TRINITY_DN121594_c0_g5_i8	225	158	203	89	106	178	295	533	222
TRINITY_DN121596_c6_g1_i1	511	756	535	371	386	516	523	740	520
TRINITY_DN121598_c0_g1_i3	21	33	20	18	10	22	30	38	45
TRINITY_DN121603_c0_g3_i12	369	463	241	305	571	354	371	703	344
TRINITY_DN121606_c1_g2_i3	77	108	90	67	50	74	59	145	101
TRINITY_DN121610_c0_g1_i1	40	60	32	36	22	32	25	38	29
TRINITY_DN121611_c0_g1_i3	153	435	263	127	720	559	773	855	562
TRINITY_DN121613_c0_g1_i1	69.8922	151.613	61.7333	79.2234	32.4471	30.5757	55.3583	83.428	64.5079
TRINITY_DN121614_c1_g1_i8	251	407	279	194	272	313	604	1049	347
TRINITY_DN121615_c0_g1_i1	299	448	316	239	197	210	219	334	239
TRINITY_DN121616_c0_g1_i2	13	9	1	10	16	15	5	17	2
TRINITY_DN121618_c1_g1_i2	1030	1398	1008	659	926	854	966	1552	1087
TRINITY_DN121623_c0_g1_i1	104	184	121	92	92	71	87	138	91
TRINITY_DN121625_c0_g1_i1	182	365	239	147	106	185	159	255	200
TRINITY_DN121635_c0_g1_i1	1580.5	2250.61	1704.44	1212.88	1798	1727.41	1534.38	2610.78	2033.94
TRINITY_DN121636_c0_g3_i2	2384	3641	2444	1884	1825	2152	2146	3544	2555
TRINITY_DN121636_c0_g4_i2	160.973	295.978	147.966	106.96	385	480	265.968	519.867	903.988
TRINITY_DN121638_c0_g1_i3	756	1527	724	776	794	1171	1368	1921	1642
TRINITY_DN121641_c0_g1_i1	16	43	11	17	22	17	11	38	13
TRINITY_DN121643_c0_g1_i1	2192	3119	2441	1469	1323	1714	1508	2436	2003
TRINITY_DN121645_c1_g1_i1	8	16	10	8	13	6	22	74	10
TRINITY_DN121649_c0_g1_i1	11	10	6	4	6	6	8	22	3
TRINITY_DN121650_c0_g1_i1	304.848	548.564	301.435	263.17	296.892	287.725	336.956	527.362	473.574
TRINITY_DN121654_c1_g3_i1	33	57	25	29	39	26	25	42	30
TRINITY_DN121654_c1_g7_i2	339	564	328	224	418	251	294	508	343
TRINITY_DN121660_c4_g6_i1	80	185	75	65	75	127	125	170	95
TRINITY_DN121663_c1_g2_i1	47	124	69	50	59	42	41	55	85
TRINITY_DN121666_c1_g3_i2	1103.09	1256.4	752.149	696.522	620.813	1035.79	946.918	3003.49	2107.03
TRINITY_DN121668_c0_g1_i1	96	121	94	57	134	138	204	439	180
TRINITY_DN121671_c0_g1_i1	7882	10346	7464	6118	7873	8037	8359	12362	10567
TRINITY_DN121671_c1_g1_i1	67	104	46	46	141	64	151	152	130
TRINITY_DN121675_c2_g1_i3	124	136	157	102	57	131	261	542	190
TRINITY_DN121678_c0_g2_i4	760	1096	612	544	1418	1293	1015	1744	1260
TRINITY_DN121680_c0_g1_i1	3	15	4	3	7	4	23	69	3
TRINITY_DN121681_c0_g3_i1	70	91	57	60	94	68	60	111	63
TRINITY_DN121682_c0_g4_i1	1100	2466	2022	1129	678	920	1236	1645	777
TRINITY_DN121683_c1_g1_i1	0	3	1	2	3	2	8	24	6
TRINITY_DN121684_c0_g1_i1	460	1040	676	331	459	536	394	678	773
TRINITY_DN121685_c0_g1_i1	168	248	121	123	194	155	149	263	141
TRINITY_DN121691_c3_g3_i1	148	205	152	95	156	180	190	277	228
TRINITY_DN121692_c2_g1_i1	205.303	287.898	201.773	162.107	138.482	230.396	213.937	447.041	247.884
TRINITY_DN121692_c2_g4_i1	16	47	14	25	47	49	38	109	60
TRINITY_DN121695_c0_g1_i1	191	217	254	131	91	321	309	349	301
TRINITY_DN121697_c0_g2_i1	24.2199	50.3338	25.1751	26.1857	38.7119	32.405	39.4136	47.0242	36.4637
TRINITY_DN121698_c5_g1_i2	8.80784	18.078	4.42536	2.31815	6.23557	0	2.22084	24.6102	5.68991
TRINITY_DN121702_c0_g2_i4	1108.24	1716	882.17	780	1251	1085	1583.42	2186	1205
TRINITY_DN121703_c0_g2_i1	78	111	104	51	96	82	56	159	89
TRINITY_DN121705_c0_g1_i3	137	218	105	66	39	111	109	221	170
TRINITY_DN121706_c0_g1_i2	962	1323	702	644	1113	954	826	1082	989.828
TRINITY_DN121707_c0_g2_i1	260	428	239	219	316	249	264	504	426
TRINITY_DN121710_c0_g1_i1	770	1046	734	512	689	978	966	1594	982
TRINITY_DN121711_c0_g1_i2	315	532	452	228	228	248	140	292	296
TRINITY_DN121712_c0_g1_i1	338	461	303	275	251	285	377	500	401
TRINITY_DN121715_c0_g1_i1	611	762	523	422	376	533	528	836	708
TRINITY_DN121716_c0_g1_i1	635	744.548	635.882	389.57	509.456	556.538	559.435	1015.62	672.513
TRINITY_DN121726_c0_g1_i1	482	765	525	348	460	604	449	646	517
TRINITY_DN121728_c2_g2_i3	251	411	231	209	214	209	213	372	313
TRINITY_DN121728_c3_g9_i1	2599	3277	906	1773	3988	2323	2493	2318	3103
TRINITY_DN121729_c0_g1_i1	29	58	45	36	55	66	98	116	56
TRINITY_DN121730_c0_g2_i1	361	480	280	276	585	376	484	544	464
TRINITY_DN121731_c2_g1_i3	117	182	153	119	171	130	186	338	172
TRINITY_DN121732_c0_g1_i1	2	4	3	4	6	1	1	6	2
TRINITY_DN121733_c0_g1_i3	56	119	85	31	21	87	62	112	59
TRINITY_DN121734_c0_g1_i2	24	22	20	19	14	14	31	55	19
TRINITY_DN121734_c0_g2_i1	7	7	6	3	4	7	16	29	8
TRINITY_DN121738_c0_g2_i3	19186	25945	17164	10069	18542	21852	27681	36221	27302
TRINITY_DN121738_c1_g1_i3	389	438	155	72	423	885	1663	707	726.921
TRINITY_DN121741_c0_g1_i3	536	862	547	413	462	576	568	920	740
TRINITY_DN121742_c2_g1_i3	419.283	720.619	383.395	261.359	328.749	363.687	381.376	544.563	436.519
TRINITY_DN121743_c2_g1_i1	2729	4552	2601	2094	2506	2838	3006	4176	3145
TRINITY_DN121751_c0_g1_i5	24	182	43	48	196	207	348	230	105
TRINITY_DN121755_c3_g1_i4	274	301	205	164	242	304	264	493	396
TRINITY_DN121756_c0_g1_i1	461	677	420	282	381	417	477	684	521
TRINITY_DN121758_c0_g1_i1	12	11	7	5	26	15	45	132	16
TRINITY_DN121758_c0_g2_i1	103	172	85	70	110	103	108	170	108
TRINITY_DN121759_c0_g1_i1	499	458	375	344	515	482	624	1488	751
TRINITY_DN121768_c0_g1_i1	724	1261	585	840	825	783	1632	2453	2298
TRINITY_DN121771_c0_g1_i1	352	627	449	312	370	394	380	577	385
TRINITY_DN121773_c0_g1_i2	676	1120	683	491	523	505	486	546	699
TRINITY_DN121775_c0_g1_i1	47	28	54	17	38	36	115	152	31
TRINITY_DN121777_c0_g3_i3	2724	3707	2144	1911	2530	2262	2729	4020	3036
TRINITY_DN121780_c0_g2_i1	366	616	462	303	334	376	371	576	558
TRINITY_DN121781_c0_g1_i1	2584	3784	2808	1957	1846	2011	2525	3499	2733
TRINITY_DN121785_c0_g2_i1	196	329	182	97	159.441	201.531	222.658	357.932	277
TRINITY_DN121787_c0_g1_i1	15	31	12	19	20	18	31	58	44
TRINITY_DN121788_c0_g1_i1	21	30	12	19	16	25	18	41	36
TRINITY_DN121794_c0_g1_i2	39.0931	64.1171	25.0365	26.0402	33.037	31.0288	62.0594	90.0616	44.0438
TRINITY_DN121796_c1_g2_i1	215	522	248	210	351	281	322	486	347
TRINITY_DN121803_c0_g1_i2	28	42	19	19	43	22	31	61	24
TRINITY_DN121805_c0_g1_i2	419	713	396	366	494	398	392	611	429
TRINITY_DN121806_c0_g1_i1	344	621	380	237	385	441	507	862	504
TRINITY_DN121808_c0_g1_i1	206.789	413.049	317.685	201.332	234.939	317.669	593.659	1098.06	519.983
TRINITY_DN121809_c4_g6_i1	2462	5157	2882	1957	4335	2194	1928	2203	2376
TRINITY_DN121812_c0_g2_i2	2182	2615	1607	1585	2612	3150	2855	6377	3629
TRINITY_DN121814_c0_g1_i1	18	47	21	17	26	27	28	46	25
TRINITY_DN121815_c5_g2_i6	690.283	854.804	523.595	516.375	572.045	628.296	650.896	922.632	675.998
TRINITY_DN121817_c0_g1_i2	66	98	111	52	57	65	240	334	81
TRINITY_DN121819_c0_g1_i1	1119	1609	941	831	1112	1265	1485	2800	1908
TRINITY_DN121820_c0_g1_i2	84	126	72	60	71	62	76	127	90
TRINITY_DN121821_c2_g3_i1	401	905	435	363	822	486	435	649	893
TRINITY_DN121821_c2_g4_i2	758	1172	603	443	895	815	854	1048	958
TRINITY_DN121823_c0_g1_i2	163.031	245.094	223.143	121.101	150.09	208.164	128.137	243.311	180.107
TRINITY_DN121824_c0_g1_i3	58.9413	77.0416	41.1272	36.8309	60.8844	72	74.7371	175.233	89.36
TRINITY_DN121826_c2_g14_i2	1628	3304	2142	1195	1560	1421	1047	1778	1786
TRINITY_DN121827_c0_g1_i1	8	15	19	19	17	4	43	58	25
TRINITY_DN121830_c0_g1_i1	162	412	256	145	214	185	145	228	208
TRINITY_DN121834_c1_g3_i2	0	0	0	0	0	0	0	0	0
TRINITY_DN121835_c0_g1_i2	110	145	74	83	111	102	104	158	129
TRINITY_DN121844_c0_g2_i1	141	227	131	99	107	130	82	262	200
TRINITY_DN121845_c0_g1_i1	25	23	20	22	18	20	14	27	21
TRINITY_DN121847_c0_g1_i2	1936	3608	2862	1132	1684	1883	1608	3503	3148
TRINITY_DN121851_c0_g1_i1	699	1007	618	489	959	937	1015	1335	1303
TRINITY_DN121856_c0_g1_i1	128	247	136	91	167	169	177	423	252
TRINITY_DN121862_c1_g1_i1	26	55	52	14	30	43	26	56	10
TRINITY_DN121865_c0_g1_i1	9	18	6	9	7	53	37	48	14
TRINITY_DN121866_c0_g1_i1	55	84	57	38	43	34	34	61	55
TRINITY_DN121870_c0_g1_i1	651.756	1164	664	566.771	626.854	489	658	946	859
TRINITY_DN121873_c0_g1_i4	423	682	365	346	419	464	434	568	484
TRINITY_DN121879_c1_g1_i5	3216	5785	2908	3057	4926	3872	5694	6567	4981
TRINITY_DN121881_c0_g1_i1	507	757	628	448	414	426	493	712	571
TRINITY_DN121882_c0_g1_i1	7	8	1	2	6	2	1	3	2
TRINITY_DN121884_c0_g2_i1	10	23	13	11	8	12	31	67	14
TRINITY_DN121888_c0_g2_i1	86	147	81	67	112	95	86	161	109
TRINITY_DN121889_c0_g2_i1	116	261	136	89	71	102	103	130	90
TRINITY_DN121893_c1_g1_i1	332	509	306	249	208	344	412	763	429
TRINITY_DN121901_c0_g1_i3	262	444	254	221	243	225	240	369.511	289
TRINITY_DN121902_c0_g1_i2	2182	3235	2135	1795	2186	1479	2610	2708	2304
TRINITY_DN121903_c1_g10_i1	141	255	143	144	178	156	338	512	228
TRINITY_DN121903_c1_g6_i2	3	5	1	1	7	9	13	7	12
TRINITY_DN121906_c0_g1_i2	3726	4578	3155	1024	1653	2643	2872	3073	2492
TRINITY_DN121908_c1_g1_i1	103	118	112	56	69.2757	90	108	142	136
TRINITY_DN121912_c1_g2_i1	747	889	735	462	539	719	870	1374	911
TRINITY_DN121913_c1_g1_i1	1795	2314	1562	1294	1694	1566	1840	2642	2072
TRINITY_DN121916_c2_g5_i1	9	4	4	2	17	8	49	90	8
TRINITY_DN121918_c0_g1_i1	152	355	279	172	90	121	115	147	119
TRINITY_DN121919_c8_g3_i5	641	998	503	480	504	649	701	1037	837
TRINITY_DN121922_c0_g1_i8	175	230	152	137	222	166	268	239	168
TRINITY_DN121924_c0_g2_i2	11	8	3	9	6	8	4	16	11
TRINITY_DN121929_c0_g1_i1	132.432	121.522	60.4634	80.3402	101.968	155.223	137.003	269.418	243.052
TRINITY_DN121930_c2_g3_i1	446.821	552.414	490.013	364.726	213.495	280	434	948.388	589
TRINITY_DN121930_c2_g6_i2	538.554	603.531	497	336.558	436.71	499.362	482.023	740.902	612.683
TRINITY_DN121931_c0_g1_i1	87	173	88	59	69	42	95	90	100
TRINITY_DN121933_c2_g4_i3	1238	1767	1159	952	1130	1191	1500	2142	1600
TRINITY_DN121933_c2_g8_i2	80	126	61	63	68	61	40	83	56
TRINITY_DN121935_c3_g1_i3	162	280	223	139	83	89	107	136	103
TRINITY_DN121938_c0_g2_i1	69	90	67	45	82	130	168	273	200
TRINITY_DN121939_c0_g1_i1	258	519	278	222	408	251	171	333	345
TRINITY_DN121943_c0_g1_i2	695	980	755	502	384	490	485	672	514
TRINITY_DN121944_c0_g4_i1	471	396	427	251	307	563	658	1048	470
TRINITY_DN121944_c1_g4_i7	438	572	308	288	678	583	584	1105	938
TRINITY_DN121947_c0_g1_i2	725	1154	628	497	572	661	774	1191	810
TRINITY_DN121948_c0_g1_i1	137	215	143	118	115	124	189	237	196
TRINITY_DN121950_c0_g1_i1	19	83	20	13	16	21	12	36	45
TRINITY_DN121951_c0_g1_i1	123	177	95	96	162	249	206	397	177
TRINITY_DN121952_c0_g1_i1	2	1	2	2	13	9	28	28	5
TRINITY_DN121953_c0_g1_i3	67	90	35	53	66	60	90	149	80
TRINITY_DN121956_c0_g1_i6	149	279	157	100	138	119	324	467	221
TRINITY_DN121957_c0_g1_i4	15	22	15	14	22	21	22	43	36
TRINITY_DN121967_c1_g1_i1	137.703	153.248	123.869	110.707	215.1	233.502	193.702	236.916	175.822
TRINITY_DN121970_c0_g1_i6	4147	6652	4520	3524	3844	4178	3680	4942	4585
TRINITY_DN121973_c0_g1_i2	149	296	171	170	134	174	212	333	231
TRINITY_DN121980_c0_g1_i4	74.2631	125.052	95.9528	50.9096	110.014	87.3135	105.014	240.893	124.238
TRINITY_DN121981_c0_g1_i2	159	266	136	122	138	133	196	232	170
TRINITY_DN121982_c0_g1_i2	1	4	1	1	3	1	25	73	6
TRINITY_DN121983_c0_g2_i3	436	773	596	495	428	476	501	853	693
TRINITY_DN121985_c0_g1_i2	106	130	62	85	139	95	81	169	87
TRINITY_DN121986_c0_g1_i2	284	299	214	173	191	290	356	566	387
TRINITY_DN121988_c0_g1_i2	402	826	335	354	511	623	444	777	551
TRINITY_DN121989_c0_g1_i2	14.1975	24.0829	18.1268	7	19.0544	25	42.0975	60.27	26
TRINITY_DN121993_c0_g1_i1	14	9	9	7	13	8	6	10	10
TRINITY_DN122000_c1_g3_i2	36	52	39	27	13	29	49	85	42
TRINITY_DN122011_c0_g2_i2	18	19	10	13	35	16	59	83	63
TRINITY_DN122013_c0_g1_i2	169	223	123.755	82	141	264	206	369	225
TRINITY_DN122021_c2_g12_i1	49265	77654	27001	33588	61219	66664	53806	55373	64787
TRINITY_DN122022_c0_g1_i1	30.0477	46.1379	35.0633	23	53.0664	42.072	50.0644	73.0685	64.0954
TRINITY_DN122023_c2_g2_i2	2297	3352	2362	1718	2494	2420	1900	2895	2976
TRINITY_DN122025_c0_g1_i3	204	430	147	179	225	338	344	460	438
TRINITY_DN122027_c0_g1_i2	998	2045	1487	814	539	538	581	689	581
TRINITY_DN122029_c0_g1_i1	97	130	111	70	89	161	103	216	201
TRINITY_DN122030_c1_g4_i2	110	205	158	77	119	88	123	260	143
TRINITY_DN122032_c1_g1_i1	0	1	0	0	0	0	5	5	1
TRINITY_DN122032_c1_g2_i1	1	3	0	0	5	2	10	18	7
TRINITY_DN122033_c1_g1_i8	419.633	547.574	418.836	231	329.206	266.583	310.543	557.217	261
TRINITY_DN122034_c0_g3_i2	590	1199	480	656	640	986	1148	1627	1276
TRINITY_DN122039_c0_g3_i1	66	77	45	62	68	67	70	99	70
TRINITY_DN122042_c0_g2_i1	2522	4537	2463	2511	3999	3405	4092	5492	4181
TRINITY_DN122045_c0_g1_i1	23	35	10	20	39	17	26	35	24
TRINITY_DN122046_c0_g1_i1	120	224	97	92	162	191	335	706	270
TRINITY_DN122048_c0_g2_i2	2555	4304	3264	2190	2627	2739	2605	4939	3189
TRINITY_DN122049_c0_g1_i1	1290	1829	1228	920	1166	1358	1639	2387	1616
TRINITY_DN122051_c3_g10_i1	7	15	9	8	8	10	15	76	12
TRINITY_DN122055_c1_g1_i1	1031.6	1487.38	661.376	603.336	1066.26	1244.54	1124	1866	1528
TRINITY_DN122066_c0_g1_i1	1049	1546	861	993	1341	1125	1064	1768	1063
TRINITY_DN122068_c0_g1_i1	19	15	20	7	11	13	24	48	19
TRINITY_DN122068_c1_g3_i4	0	0	1	0	1	4	0	0	0
TRINITY_DN122069_c0_g1_i6	90	112	68	55	2	21	9	12	14
TRINITY_DN122072_c1_g1_i1	54	121	72	50	110	159	110	155	88
TRINITY_DN122072_c1_g3_i3	349	639	384	212	262	318	496	827	444
TRINITY_DN122073_c0_g2_i6	1420	1576	988	598	686	1308	979	2006	1622
TRINITY_DN122074_c0_g1_i2	40	56	41	30	11	25	66	67	27
TRINITY_DN122080_c1_g1_i1	430	746	385	303	589	437	516	987	545
TRINITY_DN122082_c0_g1_i3	234.091	418.396	235.866	148.578	187.841	264.18	272.564	429.998	310.01
TRINITY_DN122083_c0_g2_i2	66	89	71	52	97	100	92	179	115
TRINITY_DN122092_c3_g4_i1	47	68	69	29	44	51	45	111	112
TRINITY_DN122092_c3_g5_i1	62	108	67	45	59	43	69	122	70
TRINITY_DN122092_c3_g8_i1	107	144	70	86	92	74	77	161	100
TRINITY_DN122093_c0_g2_i1	677	981	600	484	258	608	898	1762	1205
TRINITY_DN122094_c3_g3_i1	684	1414	1023	697	483	576	736	1302	819
TRINITY_DN122095_c4_g7_i1	3790	1672	2806	3532	2855	6061	6764	9990	4374
TRINITY_DN122096_c0_g1_i4	243	319	197	187	189	226	235	283	234
TRINITY_DN122097_c0_g1_i2	253	468	304	207	194	186	433	514	348
TRINITY_DN122098_c1_g1_i2	388	550	413	308	472	350	414	658	547
TRINITY_DN122099_c0_g4_i2	298	486	354	266	260	237	276	349	265
TRINITY_DN122100_c0_g1_i3	205	203	119	105	137	214	268	390	316
TRINITY_DN122101_c0_g1_i1	1686	2497	1860	1294	1454	1480	1488	2154	1929
TRINITY_DN122106_c0_g1_i1	439	773	391	356	479	447	563	884	618
TRINITY_DN122112_c0_g1_i2	53	85	37	40	54	54	39	84	65
TRINITY_DN122116_c1_g1_i2	134	293	213.131	127	86	79	84	128	93
TRINITY_DN122117_c0_g3_i3	227	392	308	204	255	213	259	339	271
TRINITY_DN122119_c0_g1_i5	186	275	119	106	213	167	162	180	133
TRINITY_DN122121_c0_g3_i1	25	30	27	18	23	43	74	156	22
TRINITY_DN122122_c0_g1_i5	387.224	423.409	246.032	240.345	386.302	411.439	654.032	740.682	516.774
TRINITY_DN122124_c0_g1_i2	1712	2501	1707	1244	1386	1168	1494	1761	1550
TRINITY_DN122125_c0_g1_i2	27	54	29	26	34	25	24	57	25
TRINITY_DN122130_c0_g1_i3	9758	14276	10234	8121	5989	8067	7708	11698	9159
TRINITY_DN122134_c1_g2_i3	508.429	603.953	411.058	321.03	589.318	516.51	628.468	936.331	689.728
TRINITY_DN122137_c0_g1_i1	696	21	24	68	9	72	249	105	16
TRINITY_DN122139_c2_g2_i3	317	385	224	203	397	390	353	551	453
TRINITY_DN122140_c0_g1_i1	2122.4	3121.63	1887.3	1435.71	2022.82	2003.2	2659.52	3727.77	3419.68
TRINITY_DN122142_c0_g2_i2	33	47	40	23	88	62	39	128	108
TRINITY_DN122144_c0_g2_i1	158	258	173	117	141	157	235	357	211
TRINITY_DN122144_c1_g4_i2	7	6	1	4	7	4	3	32	6
TRINITY_DN122145_c0_g1_i1	169.373	313.063	164.39	126.288	208.009	191.718	842.836	456.531	671.692
TRINITY_DN122146_c0_g9_i1	236	544	271	217	151	149	105	228	211
TRINITY_DN122149_c0_g1_i1	258	289	409	514	636	436	660	647	466
TRINITY_DN122151_c0_g2_i1	29.4637	33.8137	16	18	9	20	14	56	42
TRINITY_DN122154_c0_g1_i1	372	521	345	260	457	462	643	1042	700
TRINITY_DN122157_c0_g1_i2	141.835	209.7	136.265	76.3589	70	115.487	216.388	415.808	179.075
TRINITY_DN122160_c0_g4_i1	13.976	42.2211	16.2243	8.84377	20.3359	26.0139	32.4638	43.8	54.5119
TRINITY_DN122162_c1_g1_i2	102.801	175.074	117.078	87.6623	85.6673	87.5977	458.195	509.097	116.488
TRINITY_DN122164_c1_g1_i4	3	11.0095	15	3	2.00222	8.01375	18	16	12.0226
TRINITY_DN122168_c1_g1_i9	213.392	317.416	145.114	165.258	176.258	150.627	79.1923	200.786	127.75
TRINITY_DN122171_c0_g1_i3	257	419	237	235	356	286	297	508	352
TRINITY_DN122173_c0_g1_i1	56.0917	138	67.0837	46.194	115.517	67.0676	132.081	181	66
TRINITY_DN122175_c0_g1_i1	313	547	378	215	278	380	402	743	447
TRINITY_DN122176_c0_g2_i3	347	585	466	229	102	324	548	828	450
TRINITY_DN122180_c0_g1_i2	99	207	182	227	193	118	230	401	220
TRINITY_DN122182_c0_g1_i2	151.402	256.695	184.704	144	150	137.776	164.767	208	112
TRINITY_DN122183_c0_g2_i1	425	986	380	419	878	483	423	664	618
TRINITY_DN122187_c0_g1_i1	1619	2641	1271	921	1742	1715	1722	2645	2364
TRINITY_DN122189_c0_g1_i7	5042	9063	2947	4578	11768	6488	11245	9760	9379
TRINITY_DN122191_c0_g1_i2	1097	1905	1105	1065	1053	1033	1327	1216	1206
TRINITY_DN122192_c0_g1_i1	2286	3127	1958	1827	2191	1985	2211	3805	2286
TRINITY_DN122195_c3_g4_i1	135	301	154	82	164	104	87	184	166
TRINITY_DN122197_c0_g1_i1	522	801	432	367	750	734	902	1436	821
TRINITY_DN122198_c3_g2_i1	47	37	18	39	120	30	69	119	65
TRINITY_DN122199_c0_g1_i2	252	454	228	198	282	251	280	440	408
TRINITY_DN122201_c2_g3_i4	243	261	145	132	215	330	356	547	451
TRINITY_DN122206_c0_g1_i1	466	857	537	498	832	550	765	1202	712
TRINITY_DN122207_c0_g1_i1	584.641	1197.3	677.336	491.022	725.292	803.156	590.74	925.449	725.678
TRINITY_DN122212_c0_g1_i2	133.483	284.139	179.05	124.044	188.073	219.86	196.367	386.932	252.653
TRINITY_DN122213_c2_g2_i1	436	763.351	451	341	652	456	609	984	734.688
TRINITY_DN122213_c2_g5_i1	294.795	528.046	350.747	239.659	281.588	318.591	273.915	594.634	362.714
TRINITY_DN122218_c0_g2_i1	1101	2181	1362	878	1032	1051	1017	1628	1297
TRINITY_DN122221_c0_g2_i1	32	75	45	24	24	62	21	33	36
TRINITY_DN122221_c0_g3_i1	224	635	367	171	288	283	269	406	369
TRINITY_DN122222_c0_g3_i5	202	236	171	171	172	168	199	267	217
TRINITY_DN122225_c0_g1_i5	398	827	398	312	207	250	317	386	309
TRINITY_DN122226_c0_g1_i2	11	15	8	12	15	16	11	17	27
TRINITY_DN122227_c2_g5_i35	321	645	345	283	384	330	249	482	482
TRINITY_DN122229_c0_g1_i1	676	905	709	461	545	492	563	968	645
TRINITY_DN122233_c0_g1_i1	102	158	92	97	83	111	105	153	123
TRINITY_DN122236_c0_g1_i1	20	71	57	9	53	57	46	103	66
TRINITY_DN122238_c0_g4_i1	45	87	59	25	41	48	113	201	77
TRINITY_DN122242_c0_g1_i1	369	571	373	229	170	179	248	328	211
TRINITY_DN122244_c0_g1_i1	191	243	135	121	147	143	143	257	191
TRINITY_DN122245_c0_g1_i1	231	459	243	204	218	235	281	374	289
TRINITY_DN122248_c0_g1_i4	157	335	78	161	147	143	191	209	287
TRINITY_DN122253_c0_g1_i1	20	37	34	13	42	37	19	44	48
TRINITY_DN122256_c0_g1_i1	355	964	399	396	438	380	375	616	401
TRINITY_DN122260_c1_g3_i2	112	227	154	118	107	107	115	185	114
