gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	ID	tau	tissue
TRINITY_DN121918_c0_g1_i1	NA	NA	NA	NA	4.069884347	-3.123084109	7.37E-18	3.38E-16	TRINITY_DN121918_c0_g1_i1	0.580596479847485	Ovary_mean
TRINITY_DN121919_c8_g3_i5	Xetrov90008110m	Chr03	55515910	55515910	5.052373563	-1.814009474	5.32E-10	1.11E-08	TRINITY_DN121919_c8_g3_i5	0.386312192427818	Ovary_mean
TRINITY_DN121931_c0_g1_i1	NA	NA	NA	NA	3.189859627	-3.030071008	1.59E-14	5.40E-13	TRINITY_DN121931_c0_g1_i1	0.656780336112613	Ovary_mean
TRINITY_DN121938_c0_g2_i1	NA	NA	NA	NA	3.860707455	-2.022872365	1.78E-09	3.44E-08	TRINITY_DN121938_c0_g2_i1	0.515523943564476	Ovary_mean
TRINITY_DN121943_c0_g1_i2	NA	NA	NA	NA	5.434120432	-2.107392613	5.26E-12	1.38E-10	TRINITY_DN121943_c0_g1_i2	0.406134234413957	Ovary_mean
TRINITY_DN121944_c0_g4_i1	NA	NA	NA	NA	5.041139395	-1.095314117	0.000286494	0.002254081	TRINITY_DN121944_c0_g4_i1	0.422466945262141	Ovary_mean
TRINITY_DN121956_c0_g1_i6	NA	NA	NA	NA	3.778301953	-2.688899482	1.28E-13	3.99E-12	TRINITY_DN121956_c0_g1_i6	0.452406344342083	Ovary_mean
TRINITY_DN121957_c0_g1_i4	NA	NA	NA	NA	0.430577928	-1.737467554	0.003748154	0.021352832	TRINITY_DN121957_c0_g1_i4	0.528233193181073	Ovary_mean
TRINITY_DN121973_c0_g1_i2	katna1	Chr05	61731653	61731653	4.865040647	-3.414786356	3.92E-26	3.11E-24	TRINITY_DN121973_c0_g1_i2	0.623110889281681	Ovary_mean
TRINITY_DN121981_c0_g1_i2	NA	NA	NA	NA	4.414558776	-1.650133906	5.17E-08	8.19E-07	TRINITY_DN121981_c0_g1_i2	0.575157793726804	Ovary_mean
TRINITY_DN121990_c1_g1_i1	NA	NA	NA	NA	1.409225809	-3.152405277	3.18E-06	3.76E-05	TRINITY_DN121990_c1_g1_i1	0.794070216991151	Ovary_mean
TRINITY_DN122000_c1_g3_i2	NA	NA	NA	NA	3.651292227	-1.443053992	0.000875665	0.006043154	TRINITY_DN122000_c1_g3_i2	0.704582676829401	Ovary_mean
TRINITY_DN122009_c0_g1_i1	rwdd2b	Chr02	12557111	12557111	4.549223929	-4.182374261	1.44E-17	6.44E-16	TRINITY_DN122009_c0_g1_i1	0.542226450076243	Ovary_mean
TRINITY_DN122025_c0_g1_i3	NA	NA	NA	NA	4.279289314	-2.072273129	3.29E-09	6.18E-08	TRINITY_DN122025_c0_g1_i3	0.490070409375302	Ovary_mean
TRINITY_DN122027_c0_g1_i2	kiaa1033-like	Chr03	40774166	40774166	5.959921956	-2.16545497	6.27E-08	9.78E-07	TRINITY_DN122027_c0_g1_i2	0.30098710839898	Ovary_mean
TRINITY_DN122034_c0_g3_i2	nme6	Chr03	79910503	79910503	5.797331634	-1.940538598	5.97E-10	1.22E-08	TRINITY_DN122034_c0_g3_i2	0.452079214422741	Ovary_mean
TRINITY_DN122068_c0_g1_i1	NA	NA	NA	NA	1.265092425	-2.114377384	1.56E-05	0.000161882	TRINITY_DN122068_c0_g1_i1	0.686015802097321	Ovary_mean
TRINITY_DN122069_c0_g1_i6	NA	NA	NA	NA	3.550631726	-3.599316361	1.83E-17	8.06E-16	TRINITY_DN122069_c0_g1_i6	0.799328038111324	Testis_mean
TRINITY_DN122073_c0_g2_i6	NA	NA	NA	NA	5.221124565	-2.250573314	1.05E-11	2.67E-10	TRINITY_DN122073_c0_g2_i6	0.56376965228055	Ovary_mean
TRINITY_DN122074_c0_g1_i2	NA	NA	NA	NA	2.724850836	-3.64983123	6.69E-16	2.57E-14	TRINITY_DN122074_c0_g1_i2	0.707725234389857	Ovary_mean
TRINITY_DN122083_c0_g2_i2	NA	NA	NA	NA	2.999205522	-1.410334067	0.000100717	0.000874039	TRINITY_DN122083_c0_g2_i2	0.477331681498295	Ovary_mean
TRINITY_DN122094_c7_g1_i2	NA	NA	NA	NA	3.292979026	-2.287748074	1.62E-08	2.75E-07	TRINITY_DN122094_c7_g1_i2	0.444603273044719	Ovary_mean
TRINITY_DN122094_c7_g2_i1	NA	NA	NA	NA	4.982706226	-1.81543089	1.50E-08	2.57E-07	TRINITY_DN122094_c7_g2_i1	0.378493573325451	Ovary_mean
TRINITY_DN122099_c0_g4_i2	pacsin3	Chr04	36084	36084	4.135835738	-1.241416082	0.000139088	0.001173148	TRINITY_DN122099_c0_g4_i2	0.364758620756768	Ovary_mean
TRINITY_DN122116_c1_g1_i2	NA	NA	NA	NA	3.100814531	-1.118845492	0.002090219	0.012994058	TRINITY_DN122116_c1_g1_i2	0.410126165911232	Ovary_mean
TRINITY_DN122117_c0_g3_i3	NA	NA	NA	NA	4.190893445	-1.528403779	1.44E-06	1.82E-05	TRINITY_DN122117_c0_g3_i3	0.46959549951736	Ovary_mean
TRINITY_DN122121_c0_g3_i1	pias2	Chr01	193144450	193144450	2.314830647	-2.645625291	1.37E-08	2.37E-07	TRINITY_DN122121_c0_g3_i1	0.603040311206977	Ovary_mean
TRINITY_DN122124_c0_g1_i2	NA	NA	NA	NA	5.944806434	-1.158518361	0.000182163	0.001493529	TRINITY_DN122124_c0_g1_i2	0.239530586830392	G23_mean
TRINITY_DN122125_c0_g1_i2	NA	NA	NA	NA	1.652072302	-3.017679711	1.78E-09	3.44E-08	TRINITY_DN122125_c0_g1_i2	0.647411830450257	Ovary_mean
TRINITY_DN122130_c0_g1_i3	NA	NA	NA	NA	8.402160584	-1.369893121	0.000107413	0.00092634	TRINITY_DN122130_c0_g1_i3	0.212353359121955	Testis_mean
TRINITY_DN122131_c0_g1_i1	NA	NA	NA	NA	3.903243802	-1.615197868	2.25E-05	0.0002251	TRINITY_DN122131_c0_g1_i1	0.570057963486691	Ovary_mean
TRINITY_DN122136_c0_g1_i2	NA	NA	NA	NA	1.864951476	-1.736463583	3.58E-05	0.000342796	TRINITY_DN122136_c0_g1_i2	0.569486916764208	Brain_mean
TRINITY_DN122142_c0_g2_i2	NA	NA	NA	NA	1.551877427	-1.359992049	0.006088667	0.031969989	TRINITY_DN122142_c0_g2_i2	0.562623492113795	Ovary_mean
TRINITY_DN122144_c0_g2_i1	NA	NA	NA	NA	4.191460591	-1.253279071	5.35E-05	0.000496551	TRINITY_DN122144_c0_g2_i1	0.520961825557067	Ovary_mean
TRINITY_DN122146_c0_g1_i1	c10orf32	Chr07	20676119	20676119	1.340997809	-2.409456723	4.07E-05	0.000385897	TRINITY_DN122146_c0_g1_i1	0.414834366369191	Ovary_mean
TRINITY_DN122146_c0_g4_i1	NA	NA	NA	NA	2.76666085	-1.602879173	0.000166182	0.001375619	TRINITY_DN122146_c0_g4_i1	0.446379281400326	Ovary_mean
TRINITY_DN122146_c0_g6_i1	NA	NA	NA	NA	0.78958142	-1.503152705	0.00446597	0.024686559	TRINITY_DN122146_c0_g6_i1	0.393706352943661	Ovary_mean
TRINITY_DN122146_c0_g7_i3	NA	NA	NA	NA	3.628087018	-1.034356526	0.007351959	0.037436754	TRINITY_DN122146_c0_g7_i3	0.404960024658119	Ovary_mean
TRINITY_DN122146_c0_g9_i1	kiaa0196	Chr06	129718293	129718293	4.224313981	-1.971308623	2.37E-06	2.88E-05	TRINITY_DN122146_c0_g9_i1	0.440195395938465	Ovary_mean
TRINITY_DN122167_c0_g1_i8	rfx1	Chr03	129940552	129940552	7.46658343	-3.866850976	2.61E-21	1.51E-19	TRINITY_DN122167_c0_g1_i8	0.443012843188746	Ovary_mean
TRINITY_DN122173_c0_g1_i1	NA	NA	NA	NA	4.641540532	-2.626543943	1.58E-12	4.42E-11	TRINITY_DN122173_c0_g1_i1	0.546570930509532	Ovary_mean
TRINITY_DN122182_c0_g1_i2	NA	NA	NA	NA	3.405588753	-1.251119728	0.000874691	0.006038102	TRINITY_DN122182_c0_g1_i2	0.488423372836856	Ovary_mean
TRINITY_DN122190_c1_g1_i1	cdk5rap1	Chr10	17311611	17311611	3.528351647	-1.386017284	7.29E-05	0.00065536	TRINITY_DN122190_c1_g1_i1	0.387655889263809	Testis_mean
TRINITY_DN122194_c3_g1_i2	ttc9b	Chr08	56476310	56476310	2.842019502	-5.795864638	5.16E-34	5.83E-32	TRINITY_DN122194_c3_g1_i2	0.697605688600066	Ovary_mean
TRINITY_DN122199_c0_g1_i2	NA	NA	NA	NA	3.863516415	-1.257146808	0.000174063	0.001434194	TRINITY_DN122199_c0_g1_i2	0.50470089038635	Ovary_mean
TRINITY_DN122200_c2_g4_i2	NA	NA	NA	NA	3.791851336	-1.562909275	9.17E-06	9.89E-05	TRINITY_DN122200_c2_g4_i2	0.538859421136173	Ovary_mean
TRINITY_DN122213_c2_g5_i1	NA	NA	NA	NA	4.395225174	-1.448654244	5.71E-06	6.45E-05	TRINITY_DN122213_c2_g5_i1	0.519192738056855	Ovary_mean
TRINITY_DN122217_c0_g1_i1	NA	NA	NA	NA	3.488778172	-1.544601461	0.000111153	0.000955958	TRINITY_DN122217_c0_g1_i1	0.387359713466841	G46_F_mean
TRINITY_DN122218_c0_g2_i1	NA	NA	NA	NA	6.296404674	-1.64301326	1.16E-05	0.000122702	TRINITY_DN122218_c0_g2_i1	0.309665228062504	Ovary_mean
TRINITY_DN122221_c0_g2_i1	NA	NA	NA	NA	2.033910389	-1.427085548	0.000795521	0.0055624	TRINITY_DN122221_c0_g2_i1	0.560831218774082	Ovary_mean
TRINITY_DN122222_c0_g3_i5	NA	NA	NA	NA	3.796019449	-1.752889227	5.56E-07	7.52E-06	TRINITY_DN122222_c0_g3_i5	0.46926664355625	Ovary_mean
TRINITY_DN122225_c0_g1_i5	NA	NA	NA	NA	5.163638469	-2.23670306	7.15E-14	2.27E-12	TRINITY_DN122225_c0_g1_i5	0.473373709455961	Ovary_mean
TRINITY_DN122229_c0_g1_i1	NA	NA	NA	NA	5.840163414	-1.633904845	3.05E-07	4.28E-06	TRINITY_DN122229_c0_g1_i1	0.401513387819993	Ovary_mean
TRINITY_DN122242_c0_g1_i1	anxa10	Chr01	41382093	41382093	4.060581222	-1.441708839	0.000371558	0.002838796	TRINITY_DN122242_c0_g1_i1	0.451589536372704	Ovary_mean
TRINITY_DN122244_c0_g1_i1	aass	Chr03	60287990	60287990	3.555216879	-1.299043267	0.00048598	0.003593488	TRINITY_DN122244_c0_g1_i1	0.416502571930792	Ovary_mean
TRINITY_DN122245_c0_g1_i1	LOC100490653	Chr07	32231175	32231175	6.817034021	-4.250962631	3.55E-28	3.16E-26	TRINITY_DN122245_c0_g1_i1	0.576031077281145	Ovary_mean
TRINITY_DN122247_c0_g5_i2	fbxo3	Chr04	7063002	7063002	6.471674428	-1.863209071	2.09E-06	2.57E-05	TRINITY_DN122247_c0_g5_i2	0.268761986467193	Ovary_mean
TRINITY_DN122285_c0_g1_i1	NA	NA	NA	NA	1.270281327	-1.853688714	0.007195113	0.036750626	TRINITY_DN122285_c0_g1_i1	0.595184810136134	Ovary_mean
TRINITY_DN122287_c2_g3_i6	NA	NA	NA	NA	0.896326511	-2.054758365	8.23E-05	0.00072911	TRINITY_DN122287_c2_g3_i6	0.593019482443612	Ovary_mean
TRINITY_DN122293_c0_g1_i1	NA	NA	NA	NA	4.728819596	-9.264453692	2.19E-69	7.80E-67	TRINITY_DN122293_c0_g1_i1	0.842015964816498	Ovary_mean
TRINITY_DN122298_c0_g2_i1	NA	NA	NA	NA	4.096430557	-1.815928011	1.04E-08	1.82E-07	TRINITY_DN122298_c0_g2_i1	0.548715310078112	Ovary_mean
TRINITY_DN122299_c8_g1_i8	NA	NA	NA	NA	3.360669102	-1.598455503	0.000306478	0.002400714	TRINITY_DN122299_c8_g1_i8	0.355354523880449	G46_F_mean
TRINITY_DN122300_c0_g1_i3	NA	NA	NA	NA	6.354789888	-6.202323295	2.57E-52	5.16E-50	TRINITY_DN122300_c0_g1_i3	0.640637195234523	Ovary_mean
TRINITY_DN122308_c0_g2_i4	NA	NA	NA	NA	3.041523692	-1.213854913	0.001268975	0.008364032	TRINITY_DN122308_c0_g2_i4	0.524139854620711	Ovary_mean
TRINITY_DN122315_c2_g2_i3	LOC100487324	Chr04	118260499	118260499	3.352833395	-3.376073934	1.93E-17	8.47E-16	TRINITY_DN122315_c2_g2_i3	0.720606894238541	Ovary_mean
TRINITY_DN122337_c0_g1_i2	LOC100490440	Chr07	110696226	110696226	2.544901114	-4.021242899	6.22E-21	3.53E-19	TRINITY_DN122337_c0_g1_i2	0.684236494253923	Ovary_mean
TRINITY_DN122337_c0_g3_i1	NA	NA	NA	NA	1.415923236	-3.530528797	5.75E-12	1.51E-10	TRINITY_DN122337_c0_g3_i1	0.646310900003188	Ovary_mean
TRINITY_DN122347_c0_g1_i2	NA	NA	NA	NA	3.053678595	-1.258551827	0.001522877	0.009837369	TRINITY_DN122347_c0_g1_i2	0.44505306742803	Ovary_mean
TRINITY_DN122352_c0_g1_i2	Xetrov90012202m	Chr04	101872422	101872422	4.900762502	-1.82557412	8.41E-08	1.29E-06	TRINITY_DN122352_c0_g1_i2	0.415631383310455	Ovary_mean
TRINITY_DN122355_c6_g2_i1	NA	NA	NA	NA	4.683568845	-1.254311299	7.21E-05	0.000648863	TRINITY_DN122355_c6_g2_i1	0.294205493755551	Ovary_mean
TRINITY_DN122371_c0_g1_i1	spop	Chr10	9897559	9897559	5.442215197	-2.159968041	9.23E-13	2.65E-11	TRINITY_DN122371_c0_g1_i1	0.355324287308921	Ovary_mean
TRINITY_DN122373_c0_g1_i2	NA	NA	NA	NA	2.737789897	-3.568141938	2.77E-14	9.20E-13	TRINITY_DN122373_c0_g1_i2	0.628747211434067	Brain_mean
TRINITY_DN122373_c0_g2_i1	NA	NA	NA	NA	0.94952114	-4.715465903	1.98E-10	4.36E-09	TRINITY_DN122373_c0_g2_i1	0.705029661719885	Ovary_mean
TRINITY_DN122374_c1_g1_i4	cyp21a2.1	Chr08	54181985	54181985	4.220492194	-1.194830797	0.000183986	0.001506997	TRINITY_DN122374_c1_g1_i4	0.412407586989384	Ovary_mean
TRINITY_DN122374_c1_g5_i1	NA	NA	NA	NA	5.10464365	-1.550916607	2.00E-06	2.47E-05	TRINITY_DN122374_c1_g5_i1	0.443630172567886	Ovary_mean
TRINITY_DN122379_c0_g2_i1	NA	NA	NA	NA	5.121459896	-1.409503019	1.69E-06	2.11E-05	TRINITY_DN122379_c0_g2_i1	0.280290807970699	Ovary_mean
TRINITY_DN122381_c0_g2_i8	NA	NA	NA	NA	4.304356798	-2.218924004	6.85E-13	2.00E-11	TRINITY_DN122381_c0_g2_i8	0.328767882480764	Ovary_mean
TRINITY_DN122382_c0_g1_i1	NA	NA	NA	NA	4.562756567	-2.615173215	3.13E-08	5.10E-07	TRINITY_DN122382_c0_g1_i1	0.362626821317234	Ovary_mean
TRINITY_DN122385_c2_g1_i3	mug1	scaffold_244	161661	161661	4.18500665	-3.397599393	7.81E-24	5.26E-22	TRINITY_DN122385_c2_g1_i3	0.626464527587179	Ovary_mean
TRINITY_DN122399_c0_g1_i2	NA	NA	NA	NA	4.424295408	-1.690325264	1.66E-06	2.08E-05	TRINITY_DN122399_c0_g1_i2	0.445297056945526	Ovary_mean
TRINITY_DN122413_c4_g5_i2	NA	NA	NA	NA	2.583157683	-3.292894718	6.03E-10	1.23E-08	TRINITY_DN122413_c4_g5_i2	0.645811929986142	Ovary_mean
TRINITY_DN122414_c0_g1_i3	NA	NA	NA	NA	0.464792956	-2.829849402	3.33E-05	0.00032095	TRINITY_DN122414_c0_g1_i3	0.668565311261115	Ovary_mean
TRINITY_DN122420_c1_g1_i3	NA	NA	NA	NA	4.683373468	-1.047747502	0.001715595	0.010929415	TRINITY_DN122420_c1_g1_i3	0.375404855005703	Ovary_mean
TRINITY_DN122426_c0_g1_i3	NA	NA	NA	NA	5.412088481	-2.021074263	4.49E-10	9.43E-09	TRINITY_DN122426_c0_g1_i3	0.521352129214984	Ovary_mean
TRINITY_DN122431_c8_g2_i2	wls	Chr04	80277569	80277569	2.522242631	-2.041420595	6.14E-07	8.27E-06	TRINITY_DN122431_c8_g2_i2	0.617662350370894	Ovary_mean
TRINITY_DN122435_c0_g1_i2	NA	NA	NA	NA	3.567122568	-2.534925097	1.68E-12	4.64E-11	TRINITY_DN122435_c0_g1_i2	0.635152583230481	Ovary_mean
TRINITY_DN122436_c6_g1_i1	NA	NA	NA	NA	0.812003853	-3.103623789	3.69E-08	5.96E-07	TRINITY_DN122436_c6_g1_i1	0.633998044546762	Ovary_mean
TRINITY_DN122436_c6_g3_i3	NA	NA	NA	NA	1.288848651	-2.73288414	3.97E-08	6.37E-07	TRINITY_DN122436_c6_g3_i3	0.618071756759031	Ovary_mean
TRINITY_DN122439_c0_g1_i1	pnpla8	Chr03	55965721	55965721	3.388276905	-2.289441701	3.25E-07	4.54E-06	TRINITY_DN122439_c0_g1_i1	0.605870064526426	Ovary_mean
TRINITY_DN122453_c4_g2_i1	NA	NA	NA	NA	4.552932874	-2.828986472	3.43E-18	1.62E-16	TRINITY_DN122453_c4_g2_i1	0.46752570896029	Ovary_mean
TRINITY_DN122463_c7_g3_i2	NA	NA	NA	NA	3.89356302	-1.860484974	5.22E-08	8.26E-07	TRINITY_DN122463_c7_g3_i2	0.584880180005933	Ovary_mean
TRINITY_DN122469_c0_g1_i1	LOC101733132	Chr03	85964111	85964111	4.923729268	-2.39409498	2.54E-13	7.74E-12	TRINITY_DN122469_c0_g1_i1	0.463860683434893	Ovary_mean
TRINITY_DN122474_c1_g1_i11	NA	NA	NA	NA	4.876429903	-1.27019364	2.75E-05	0.000270044	TRINITY_DN122474_c1_g1_i11	0.329457319398019	Ovary_mean
TRINITY_DN122475_c2_g1_i2	znf143	Chr04	430159	430159	3.877699344	-2.182808435	6.65E-10	1.35E-08	TRINITY_DN122475_c2_g1_i2	0.488141810903647	Ovary_mean
TRINITY_DN122476_c2_g2_i3	NA	NA	NA	NA	6.47465777	-1.380117089	1.95E-05	0.000198677	TRINITY_DN122476_c2_g2_i3	0.236987188773908	Ovary_mean
TRINITY_DN122501_c0_g1_i2	NA	NA	NA	NA	3.113671665	-1.403089248	0.000153919	0.001282352	TRINITY_DN122501_c0_g1_i2	0.571821446101543	Ovary_mean
TRINITY_DN122519_c0_g2_i4	NA	NA	NA	NA	3.549019238	-1.551090952	3.85E-05	0.000366696	TRINITY_DN122519_c0_g2_i4	0.357763725052207	G23_mean
TRINITY_DN122523_c0_g1_i1	NA	NA	NA	NA	3.18109483	-1.146543419	0.003593805	0.020624271	TRINITY_DN122523_c0_g1_i1	0.41081125803524	Ovary_mean
TRINITY_DN122526_c0_g1_i6	NA	NA	NA	NA	2.283172766	-2.632570064	2.55E-08	4.19E-07	TRINITY_DN122526_c0_g1_i6	0.497852322491776	Ovary_mean
TRINITY_DN122531_c0_g2_i1	NA	NA	NA	NA	2.057224432	-1.82366047	1.44E-05	0.000150074	TRINITY_DN122531_c0_g2_i1	0.568535291461067	Ovary_mean
TRINITY_DN122531_c0_g3_i1	NA	NA	NA	NA	5.544507871	-2.213420966	4.23E-13	1.25E-11	TRINITY_DN122531_c0_g3_i1	0.420220919604746	Ovary_mean
TRINITY_DN122538_c1_g1_i1	NA	NA	NA	NA	5.531013714	-1.038656642	0.000505355	0.003725702	TRINITY_DN122538_c1_g1_i1	0.35028181603474	Ovary_mean
TRINITY_DN122545_c0_g1_i4	NA	NA	NA	NA	2.356983606	-1.230852622	0.001692415	0.010803819	TRINITY_DN122545_c0_g1_i4	0.297366342889627	Testis_mean
TRINITY_DN122562_c0_g1_i2	NA	NA	NA	NA	1.535114137	-1.536372611	0.001714407	0.010927809	TRINITY_DN122562_c0_g1_i2	0.638499578188515	Ovary_mean
TRINITY_DN122572_c0_g1_i3	echdc2	Chr04	86875102	86875102	3.416033656	-1.031243092	0.006920941	0.035517531	TRINITY_DN122572_c0_g1_i3	0.196959156085535	Testis_mean
TRINITY_DN122578_c0_g1_i3	NA	NA	NA	NA	1.976920516	-2.319305668	1.39E-07	2.05E-06	TRINITY_DN122578_c0_g1_i3	0.515191259365892	Testis_mean
TRINITY_DN122582_c0_g1_i1	NA	NA	NA	NA	5.32903987	-1.802525146	1.42E-07	2.10E-06	TRINITY_DN122582_c0_g1_i1	0.494544293100732	Ovary_mean
TRINITY_DN122587_c0_g2_i1	NA	NA	NA	NA	6.534224126	-1.279423209	9.44E-05	0.000826908	TRINITY_DN122587_c0_g2_i1	0.315412700434514	Ovary_mean
TRINITY_DN122590_c2_g1_i1	trmt11-like	Chr05	47237453	47237453	4.007122241	-1.283147634	0.000199764	0.001621845	TRINITY_DN122590_c2_g1_i1	0.537911768930141	Ovary_mean
TRINITY_DN122591_c2_g4_i1	NA	NA	NA	NA	5.090314735	-1.541494331	1.05E-07	1.58E-06	TRINITY_DN122591_c2_g4_i1	0.347193897460374	Ovary_mean
TRINITY_DN122597_c0_g1_i2	opcml	Chr07	48447694	48447694	2.302537468	-3.796968877	2.28E-12	6.25E-11	TRINITY_DN122597_c0_g1_i2	0.635037498445322	Brain_mean
TRINITY_DN122603_c0_g1_i1	NA	NA	NA	NA	4.537777244	-1.35319393	2.71E-05	0.000266715	TRINITY_DN122603_c0_g1_i1	0.519239804021024	Ovary_mean
TRINITY_DN122604_c0_g1_i1	nipal4	Chr03	6539040	6539040	4.673165613	-2.849617832	6.46E-18	2.97E-16	TRINITY_DN122604_c0_g1_i1	0.503557631066605	Ovary_mean
TRINITY_DN122611_c2_g3_i4	plin2	Chr01	106859421	106859421	6.532128166	-1.604577178	1.17E-06	1.50E-05	TRINITY_DN122611_c2_g3_i4	0.200375657344223	Ovary_mean
TRINITY_DN122613_c0_g1_i3	NA	NA	NA	NA	4.113257278	-1.520833045	1.44E-06	1.81E-05	TRINITY_DN122613_c0_g1_i3	0.407206546242453	Ovary_mean
TRINITY_DN122615_c0_g2_i1	ntrk2	Chr01	122212677	122212677	2.334588489	-1.261502969	0.002968257	0.017518052	TRINITY_DN122615_c0_g2_i1	0.639075178781254	Brain_mean
TRINITY_DN122628_c3_g3_i1	dnajb2	Chr09	78552008	78552008	4.903870688	-1.143827285	0.000255706	0.002028483	TRINITY_DN122628_c3_g3_i1	0.468963810727072	Ovary_mean
TRINITY_DN122633_c0_g1_i1	NA	NA	NA	NA	0.875467965	-3.513989293	8.49E-08	1.30E-06	TRINITY_DN122633_c0_g1_i1	0.724643184336144	Ovary_mean
TRINITY_DN122646_c2_g2_i1	fbp2	Chr01	123210799	123210799	3.829773413	-1.179659765	0.001670235	0.010681369	TRINITY_DN122646_c2_g2_i1	0.333049878488419	Ovary_mean
TRINITY_DN122649_c5_g3_i1	NA	NA	NA	NA	3.133121754	-12.01173182	4.09E-48	7.34E-46	TRINITY_DN122649_c5_g3_i1	0.665931114583784	Ovary_mean
TRINITY_DN122649_c8_g3_i2	NA	NA	NA	NA	4.93905839	-1.307484754	9.44E-06	0.000101593	TRINITY_DN122649_c8_g3_i2	0.233546932342911	G46_F_mean
TRINITY_DN122654_c5_g1_i3	NA	NA	NA	NA	0.945999094	-1.365050364	0.006330708	0.032970179	TRINITY_DN122654_c5_g1_i3	0.492362918196407	Ovary_mean
TRINITY_DN122657_c4_g1_i1	LOC100489930	Chr02	4288233	4288233	4.591064235	-1.746696431	3.75E-08	6.05E-07	TRINITY_DN122657_c4_g1_i1	0.515901781543672	Ovary_mean
TRINITY_DN122658_c0_g1_i4	NA	NA	NA	NA	1.878113251	-8.905277446	5.10E-23	3.32E-21	TRINITY_DN122658_c0_g1_i4	0.91505975698859	Ovary_mean
TRINITY_DN122660_c2_g2_i4	ubash3b	Chr07	88558299	88558299	5.61046883	-1.340799881	4.83E-05	0.000453223	TRINITY_DN122660_c2_g2_i4	0.156292925061163	Ovary_mean
TRINITY_DN122661_c0_g1_i5	mrpl10	Chr10	4514910	4514910	0.897264362	-3.892319836	8.84E-11	2.05E-09	TRINITY_DN122661_c0_g1_i5	0.711511017446128	Ovary_mean
TRINITY_DN122666_c5_g2_i1	NA	NA	NA	NA	1.175786887	-1.25351694	0.009183119	0.044914189	TRINITY_DN122666_c5_g2_i1	0.494925246973149	G46_F_mean
TRINITY_DN122676_c4_g8_i4	NA	NA	NA	NA	4.616511195	-1.301677838	3.21E-05	0.000310729	TRINITY_DN122676_c4_g8_i4	0.308821211141251	Ovary_mean
TRINITY_DN122678_c0_g1_i1	NA	NA	NA	NA	4.694641833	-3.075439704	1.39E-21	8.28E-20	TRINITY_DN122678_c0_g1_i1	0.620005487460258	Ovary_mean
TRINITY_DN122686_c1_g1_i1	NA	NA	NA	NA	3.886582772	-1.322369959	7.23E-05	0.000650141	TRINITY_DN122686_c1_g1_i1	0.537631135428393	Ovary_mean
TRINITY_DN122708_c1_g6_i3	NA	NA	NA	NA	3.521622156	-2.303812183	5.11E-05	0.000478709	TRINITY_DN122708_c1_g6_i3	0.558285383494866	Ovary_mean
TRINITY_DN122713_c0_g1_i3	NA	NA	NA	NA	4.136752366	-1.75825376	1.67E-08	2.82E-07	TRINITY_DN122713_c0_g1_i3	0.421464945041045	Ovary_mean
TRINITY_DN122714_c15_g1_i1	neil3	Chr01	38056089	38056089	4.913275842	-1.086750625	0.000224681	0.001804758	TRINITY_DN122714_c15_g1_i1	0.362354710013204	Ovary_mean
TRINITY_DN122715_c2_g1_i2	NA	NA	NA	NA	4.623792427	-2.660703063	4.51E-16	1.75E-14	TRINITY_DN122715_c2_g1_i2	0.455698495575476	Ovary_mean
TRINITY_DN122717_c0_g1_i1	NA	NA	NA	NA	3.711967061	-1.488665984	2.28E-05	0.000228055	TRINITY_DN122717_c0_g1_i1	0.543765002885341	Ovary_mean
TRINITY_DN122722_c0_g1_i2	hmp19	Chr03	33482644	33482644	4.844507967	-1.23748188	7.67E-05	0.00068554	TRINITY_DN122722_c0_g1_i2	0.353450786494415	Ovary_mean
TRINITY_DN122727_c0_g1_i1	NA	NA	NA	NA	2.715356206	-1.328213305	0.001780176	0.01127746	TRINITY_DN122727_c0_g1_i1	0.699857904395138	Ovary_mean
TRINITY_DN122731_c0_g2_i1	NA	NA	NA	NA	5.46341642	-1.337505353	8.02E-06	8.74E-05	TRINITY_DN122731_c0_g2_i1	0.416242538075075	Ovary_mean
TRINITY_DN122749_c0_g1_i3	NA	NA	NA	NA	6.234289507	-3.539211815	3.54E-27	3.02E-25	TRINITY_DN122749_c0_g1_i3	0.391105370981548	Ovary_mean
TRINITY_DN122752_c0_g1_i2	NA	NA	NA	NA	2.659223257	-3.0245993	6.37E-13	1.86E-11	TRINITY_DN122752_c0_g1_i2	0.558979094353395	Ovary_mean
TRINITY_DN122754_c2_g1_i1	synj2bp	Chr08	86872825	86872825	2.325833971	-1.909403463	0.000105541	0.00091272	TRINITY_DN122754_c2_g1_i1	0.628441778269897	Ovary_mean
TRINITY_DN122768_c0_g1_i2	NA	NA	NA	NA	4.534716785	-2.839811003	8.21E-18	3.75E-16	TRINITY_DN122768_c0_g1_i2	0.497165030486159	Brain_mean
TRINITY_DN122784_c0_g1_i2	NA	NA	NA	NA	6.317628443	-2.733986579	1.62E-14	5.51E-13	TRINITY_DN122784_c0_g1_i2	0.433817821507782	Ovary_mean
TRINITY_DN122808_c0_g2_i1	NA	NA	NA	NA	4.738518322	-2.149686719	7.42E-13	2.15E-11	TRINITY_DN122808_c0_g2_i1	0.518064530298773	Ovary_mean
TRINITY_DN122851_c0_g2_i1	NA	NA	NA	NA	3.92737034	-1.388638535	0.000235204	0.001882617	TRINITY_DN122851_c0_g2_i1	0.514410923419298	Ovary_mean
