gid	gname	chr	logFC.XY46.XX46	tau	tissue
TRINITY_DN127236_c4_g6_i1	NA	NA	1.576166056	0.627909233404383	G46_M_mean
TRINITY_DN127236_c4_g7_i4	NA	NA	1.650999759	0.39603706128213	G27_mean
TRINITY_DN127245_c0_g1_i2	NA	NA	1.011107908	0.502696635121398	Brain_mean
TRINITY_DN127268_c1_g2_i1	NA	NA	1.402218177	0.555375101910504	G46_M_mean
TRINITY_DN127277_c0_g2_i2	NA	NA	2.647536197	0.550457170070732	G27_mean
TRINITY_DN127303_c2_g2_i1	NA	NA	1.405927713	0.523789805421269	G23_mean
TRINITY_DN127303_c2_g3_i3	NA	NA	1.343738731	0.500929410578393	G23_mean
TRINITY_DN127333_c1_g1_i5	NA	NA	2.790124305	0.430111862969589	G46_M_mean
TRINITY_DN127347_c4_g6_i1	cct5	Chr06	1.003125777	0.376833082222271	G46_M_mean
TRINITY_DN127361_c15_g1_i3	NA	NA	1.368710979	0.643061024089848	Liver_mean
TRINITY_DN127372_c3_g2_i2	NA	NA	1.12460105	0.345501408914341	G46_M_mean
TRINITY_DN127421_c2_g1_i1	NA	NA	1.85497515	0.675476746405792	Liver_mean
TRINITY_DN127464_c0_g2_i1	NA	NA	9.818036278	0.588003881572017	G46_M_mean
TRINITY_DN127464_c0_g7_i1	NA	NA	9.653653991	0.610270857916612	G43_M_mean
TRINITY_DN127516_c1_g1_i2	NA	NA	1.65257375	0.71863916118557	Brain_mean
TRINITY_DN127528_c0_g1_i2	cnih4	Chr05	1.074281562	0.424340467445256	Liver_mean
TRINITY_DN127548_c0_g6_i3	nr5a2	Chr04	1.285786651	0.568365574359923	Liver_mean
TRINITY_DN127623_c0_g1_i8	NA	NA	1.434759325	0.246883906867981	G43_M_mean
TRINITY_DN127632_c0_g1_i2	NA	NA	1.152390963	0.557032154362433	G27_mean
TRINITY_DN127647_c0_g1_i3	NA	NA	1.229472736	0.235579023834972	Testis_mean
TRINITY_DN127648_c1_g6_i1	arhgap9-like	Chr02	1.769170746	0.273999060384789	Brain_mean
TRINITY_DN127695_c4_g1_i1	NA	NA	1.687884384	0.600571831758692	Liver_mean
TRINITY_DN127832_c2_g1_i1	NA	NA	2.685351448	0.623684433005129	Liver_mean
TRINITY_DN127870_c2_g2_i1	NA	NA	2.136056909	0.541923023249927	G46_M_mean
TRINITY_DN127874_c4_g1_i1	NA	NA	2.180921477	0.519705576435624	Testis_mean
TRINITY_DN127901_c0_g4_i1	NA	NA	1.67582391	0.426138345723764	G43_M_mean
TRINITY_DN127966_c0_g1_i3	NA	NA	1.30428656	0.181327521674651	G46_M_mean
TRINITY_DN127994_c1_g1_i1	NA	NA	1.279261287	0.469606754514057	G27_mean
TRINITY_DN127998_c1_g5_i6	NA	NA	1.926496345	0.235256598454356	Testis_mean
TRINITY_DN128071_c0_g1_i3	NA	NA	1.065011235	0.463850656424983	G43_M_mean
TRINITY_DN128174_c4_g1_i1	LOC100485992	Chr02	1.137383798	0.616489059892191	Liver_mean
TRINITY_DN128194_c3_g1_i3	ick-like	Chr05	1.124243409	0.61314033730418	G46_M_mean
TRINITY_DN128205_c1_g3_i4	NA	NA	1.157903786	0.56851162330614	Brain_mean
TRINITY_DN128260_c1_g5_i6	gpr160	Chr05	1.316980707	0.263465542136593	G46_M_mean
TRINITY_DN128286_c2_g1_i2	NA	NA	1.139790511	0.286874505963002	G46_M_mean
TRINITY_DN128313_c5_g2_i1	kdm6a	Chr02	1.071280101	0.597860417518586	Liver_mean
TRINITY_DN128353_c0_g4_i3	NA	NA	1.423389707	0.355800405578533	G46_M_mean
TRINITY_DN128381_c1_g3_i2	trpm7	Chr03	1.190909109	0.683054023916646	G46_M_mean
TRINITY_DN128448_c2_g1_i2	NA	NA	1.038478089	0.393333507865973	G46_M_mean
TRINITY_DN128490_c0_g1_i4	NA	NA	1.030842341	0.283146739789921	G43_M_mean
TRINITY_DN128511_c3_g1_i1	LOC100493411	Chr08	1.501199258	0.40164857058287	G46_M_mean
TRINITY_DN128513_c1_g2_i6	arhgap42	Chr02	1.142107741	0.390900943020087	Liver_mean
TRINITY_DN128540_c3_g8_i1	NA	NA	1.07067616	0.213020270044811	G43_F_mean
TRINITY_DN128587_c0_g1_i3	NA	NA	1.874897077	0.367135789873981	Testis_mean
TRINITY_DN128607_c0_g1_i1	NA	NA	2.246132054	0.779202516759778	Liver_mean
TRINITY_DN128607_c0_g2_i1	NA	NA	2.017953933	0.705144409278481	Liver_mean
TRINITY_DN128633_c6_g7_i2	zmym3	Chr08	1.678894623	0.40194822642797	Testis_mean
TRINITY_DN128639_c3_g3_i1	NA	NA	1.52050966	0.360631643051618	Liver_mean
TRINITY_DN128644_c0_g2_i5	c11orf54	Chr02	1.115482708	0.584268995667257	G43_M_mean
TRINITY_DN128659_c2_g1_i2	NA	NA	1.17927278	0.428524382496553	G43_M_mean
TRINITY_DN128660_c0_g1_i3	NA	NA	1.167209698	0.17935085294092	Brain_mean
TRINITY_DN128683_c0_g1_i2	NA	NA	4.607017897	0.732052873944175	G27_mean
TRINITY_DN128743_c0_g1_i5	mrpl21	Chr04	2.941894282	0.629403984631025	G46_M_mean
TRINITY_DN128811_c0_g2_i1	NA	NA	1.534719285	0.504802305570193	G46_M_mean
TRINITY_DN128813_c2_g3_i1	NA	NA	1.152491035	0.61165367863097	G43_M_mean
TRINITY_DN128854_c0_g1_i2	NA	NA	1.14849366	0.345571573954386	G46_M_mean
TRINITY_DN128883_c0_g1_i2	pygl	Chr08	1.383302557	0.422900278689056	G46_M_mean
TRINITY_DN128911_c0_g1_i2	cdan1	Chr08	1.269114185	0.689259444457264	Brain_mean
TRINITY_DN128912_c6_g1_i1	NA	NA	2.342227006	0.311524691712821	Testis_mean
TRINITY_DN128941_c3_g5_i2	NA	NA	1.183655252	0.266157912667031	G46_M_mean
TRINITY_DN128955_c5_g1_i1	NA	NA	1.26787455	0.368470487701687	G23_mean
TRINITY_DN128988_c1_g1_i4	NA	NA	1.508393418	0.347847612793713	Brain_mean
TRINITY_DN129004_c0_g3_i2	NA	NA	1.071614413	0.365698236561743	Liver_mean
TRINITY_DN129017_c1_g1_i1	NA	NA	1.448718911	0.657099233365047	G46_M_mean
TRINITY_DN129034_c7_g7_i3	mrps35	Chr03	1.090029311	0.442595481238874	Testis_mean
TRINITY_DN129039_c0_g1_i1	NA	NA	1.427622956	0.536217339472466	Brain_mean
TRINITY_DN129043_c1_g6_i3	dnajc7	Chr10	1.22609552	0.318628844542554	G43_M_mean
TRINITY_DN129053_c3_g4_i1	tmem237	Chr09	2.74059366	0.347301117211739	G43_F_mean
TRINITY_DN129065_c3_g2_i2	NA	NA	1.666958445	0.325913319549605	Liver_mean
TRINITY_DN129084_c8_g2_i1	NA	NA	1.434462265	0.561937369300975	Liver_mean
TRINITY_DN129108_c0_g5_i7	NA	NA	1.262362257	0.701309302530837	G46_M_mean
TRINITY_DN129128_c4_g1_i5	NA	NA	1.07061262	0.245965737673817	Testis_mean
TRINITY_DN129158_c1_g1_i4	NA	NA	1.004122076	0.191902796419763	Testis_mean
TRINITY_DN129279_c4_g4_i1	NA	NA	9.739966754	0.781075186262566	G43_M_mean
TRINITY_DN129289_c0_g1_i19	commd5	Chr08	1.846538315	0.529838952356781	Brain_mean
TRINITY_DN129309_c1_g1_i4	NA	NA	1.751512388	0.803799729669521	G46_M_mean
TRINITY_DN129329_c6_g2_i1	ninj1	scaffold_192	1.106349869	0.289235260682588	Brain_mean
TRINITY_DN129435_c2_g1_i1	NA	NA	1.293018009	0.618577081205932	G46_M_mean
TRINITY_DN129648_c0_g1_i3	NA	NA	1.18593932	0.346582270428246	G27_mean
TRINITY_DN129653_c1_g2_i1	NA	NA	1.539742285	0.315195285627348	G46_M_mean
TRINITY_DN129653_c1_g3_i2	NA	NA	1.315419206	0.199540456786207	Testis_mean
TRINITY_DN129661_c1_g6_i1	stil	Chr04	1.161308721	0.591163920224897	G46_M_mean
TRINITY_DN129671_c1_g5_i2	NA	NA	1.072057129	0.411765999633449	G46_M_mean
TRINITY_DN129671_c1_g9_i1	NA	NA	1.824445319	0.361296495308443	Brain_mean
TRINITY_DN129733_c3_g5_i1	eif6	Chr10	4.182105379	0.477827468224055	G43_M_mean
TRINITY_DN129794_c4_g1_i1	NA	NA	1.569793454	0.554709695805495	Liver_mean
TRINITY_DN129836_c0_g2_i1	pole-like	Chr01	1.552922261	0.554171617303746	G46_M_mean
TRINITY_DN129910_c0_g1_i2	NA	NA	1.375031022	0.375262629482057	Brain_mean
TRINITY_DN130034_c2_g2_i1	NA	NA	1.076841787	0.574526820825284	Liver_mean
TRINITY_DN130043_c0_g2_i4	NA	NA	1.328193584	0.473715745519427	Liver_mean
TRINITY_DN130045_c0_g3_i2	NA	NA	2.669187443	0.731220858438863	Liver_mean
TRINITY_DN130048_c0_g1_i3	NA	NA	1.001052016	0.669000446291577	G46_M_mean
TRINITY_DN130068_c0_g10_i1	NA	NA	1.162427898	0.421715591002331	G46_M_mean
TRINITY_DN130136_c6_g1_i1	NA	NA	2.202271658	0.480895884126004	Testis_mean
TRINITY_DN130164_c2_g10_i1	NA	NA	1.302569493	0.515467200249447	Liver_mean
TRINITY_DN130250_c2_g1_i1	NA	NA	1.224554101	0.37887848002692	G43_M_mean
TRINITY_DN130291_c2_g1_i1	NA	NA	3.094575518	0.645406333843071	G43_M_mean
TRINITY_DN130326_c1_g3_i1	NA	NA	1.746363803	0.71683080812152	Brain_mean
TRINITY_DN130339_c2_g2_i1	sh3pxd2b	Chr03	1.024048617	0.33876914621449	G46_M_mean
TRINITY_DN130380_c0_g1_i1	NA	NA	1.062090466	0.375541061802202	Liver_mean
TRINITY_DN130408_c2_g3_i12	NA	NA	1.210446013	0.673282970654479	Liver_mean
TRINITY_DN130408_c2_g6_i1	LOC100492505	Chr01	1.069337341	0.550029610623088	Liver_mean
TRINITY_DN130413_c0_g1_i1	NA	NA	1.052689918	0.439322618636104	G46_M_mean
TRINITY_DN130449_c0_g1_i2	NA	NA	1.684200844	0.482262738114295	G46_M_mean
TRINITY_DN130513_c3_g3_i2	NA	NA	1.025665582	0.519396157061252	G43_M_mean
TRINITY_DN130527_c4_g4_i1	NA	NA	1.399967452	0.580920056708626	Testis_mean
TRINITY_DN130543_c0_g1_i1	NA	NA	1.796417281	0.645168817160479	G27_mean
TRINITY_DN130578_c0_g3_i1	NA	NA	2.185173963	0.768456135968204	G46_M_mean
TRINITY_DN130627_c3_g1_i1	NA	NA	2.039505188	0.219335050209476	G43_M_mean
TRINITY_DN130646_c1_g1_i2	LOC101733592	Chr10	1.191795408	0.717191662170491	G46_M_mean
TRINITY_DN130656_c3_g2_i12	NA	NA	2.99294251	0.421510892725431	Brain_mean
TRINITY_DN130770_c0_g2_i2	NA	NA	1.188860603	0.301816840848765	G27_mean
TRINITY_DN130777_c3_g1_i1	cnn2	Chr03	1.605673445	0.494684964951779	Ovary_mean
TRINITY_DN130777_c4_g10_i1	NA	NA	1.515662443	0.367903781291357	Ovary_mean
TRINITY_DN130791_c0_g2_i1	NA	NA	2.169775355	0.58850535896071	Brain_mean
TRINITY_DN130792_c5_g2_i3	NA	NA	1.199168255	0.371613476025513	G43_F_mean
TRINITY_DN130828_c1_g5_i3	NA	NA	1.451372899	0.421729976219866	G46_M_mean
TRINITY_DN130851_c1_g5_i1	pvrl2	Chr07	1.652558879	0.41486488406173	G46_M_mean
TRINITY_DN130851_c2_g3_i1	NA	NA	1.588727765	0.542955795792424	Brain_mean
TRINITY_DN130854_c0_g3_i2	NA	NA	1.001519993	0.29589646629933	G43_F_mean
TRINITY_DN130880_c4_g2_i7	ctage5	Chr08	1.245280764	0.269070356402789	G46_M_mean
TRINITY_DN130898_c0_g1_i1	NA	NA	1.132098643	0.417262078791193	Brain_mean
TRINITY_DN130898_c0_g2_i1	bcs1l	Chr09	1.216916284	0.506570446730102	Brain_mean
TRINITY_DN130923_c0_g2_i2	NA	NA	1.915986363	0.595083759785098	Testis_mean
TRINITY_DN130932_c0_g4_i5	LOC101732553	Chr07	1.22370999	0.504473750439447	Liver_mean
TRINITY_DN131013_c0_g1_i2	NA	NA	2.768920451	0.635083904299152	G46_M_mean
TRINITY_DN131030_c6_g1_i1	NA	NA	1.493719515	0.377999893637681	G46_M_mean
TRINITY_DN131091_c6_g3_i1	NA	NA	1.270551572	0.332190432284042	Liver_mean
TRINITY_DN131091_c8_g1_i2	cthrc1	Chr06	1.062616638	0.415442646856839	Brain_mean
TRINITY_DN131104_c0_g1_i2	NA	NA	1.380632618	0.269735845191166	G43_M_mean
TRINITY_DN131133_c0_g1_i1	cep19	Chr05	1.273299716	0.268626642803782	Brain_mean
TRINITY_DN131144_c0_g1_i1	NA	NA	2.540019214	0.817252769530293	G46_M_mean
TRINITY_DN131144_c0_g2_i3	NA	NA	1.290135244	0.616238610817056	Liver_mean
TRINITY_DN131144_c0_g3_i1	NA	NA	1.446242874	0.783197748591951	Liver_mean
TRINITY_DN131174_c1_g4_i1	NA	NA	1.745063259	0.352011919246162	Liver_mean
TRINITY_DN131187_c2_g1_i1	NA	NA	1.680799889	0.706870156175335	G46_M_mean
TRINITY_DN131220_c7_g1_i1	NA	NA	1.128045557	0.692909356737242	Brain_mean
TRINITY_DN131236_c0_g1_i1	NA	NA	1.189462792	0.611143701077139	Testis_mean
TRINITY_DN131259_c12_g3_i1	pspc1	Chr02	1.273908781	0.343840116780405	G43_M_mean
TRINITY_DN131264_c0_g1_i4	NA	NA	1.527126798	0.597141587794967	Liver_mean
TRINITY_DN131269_c13_g15_i1	NA	NA	1.33866516	0.324750092520944	G27_mean
TRINITY_DN131292_c2_g2_i1	NA	NA	1.504554754	0.599995355051717	Brain_mean
TRINITY_DN131299_c0_g1_i4	f2r	Chr01	1.8476959	0.643661238059391	Brain_mean
TRINITY_DN131299_c0_g2_i2	NA	NA	1.374376192	0.408258555519007	Brain_mean
TRINITY_DN131314_c0_g2_i2	NA	NA	1.11813443	0.718278603234241	Liver_mean
TRINITY_DN131321_c3_g2_i1	NA	NA	1.172586978	0.215112921131525	G46_M_mean
TRINITY_DN131369_c1_g1_i1	NA	NA	1.295768397	0.435968299321513	G46_M_mean
TRINITY_DN131379_c2_g1_i2	MGC76064	Chr01	1.662229825	0.440232724668436	Brain_mean
TRINITY_DN131465_c3_g1_i3	NA	NA	1.733109704	0.640354760333351	G23_mean
TRINITY_DN131472_c0_g1_i1	NA	NA	1.325011961	0.577478891985115	G46_M_mean
TRINITY_DN131503_c1_g3_i4	NA	NA	1.162115247	0.54742585312818	Liver_mean
TRINITY_DN131507_c3_g2_i1	syncrip	Chr05	1.525343386	0.535175539389809	G46_M_mean
TRINITY_DN131510_c9_g1_i1	ythdf1	scaffold_1290	1.093037426	0.485253885304188	Liver_mean
TRINITY_DN131535_c2_g1_i1	NA	NA	2.472238566	0.532736595636346	Testis_mean
TRINITY_DN131584_c0_g2_i3	NA	NA	1.055117481	0.59415141692795	G43_M_mean
TRINITY_DN131588_c1_g1_i6	NA	NA	2.519486352	0.422040733801897	Brain_mean
TRINITY_DN131589_c8_g3_i1	MGC75582	Chr01	1.459495459	0.778713015777795	Brain_mean
TRINITY_DN131592_c2_g2_i2	NA	NA	2.190606701	0.683118470705918	Brain_mean
TRINITY_DN131607_c2_g2_i8	NA	NA	1.517408829	0.410296894965666	Testis_mean
TRINITY_DN131670_c2_g3_i1	dclre1b	Chr02	1.770707176	0.571598771315574	G27_mean
TRINITY_DN131697_c5_g2_i1	NA	NA	1.553995625	0.3320110131473	G43_M_mean
TRINITY_DN131744_c0_g4_i2	NA	NA	3.010080874	0.84289528291233	G31_mean
TRINITY_DN131755_c8_g12_i2	NA	NA	1.033412854	0.208756626843517	G43_M_mean
TRINITY_DN131756_c6_g1_i1	NA	NA	1.856702757	0.624125899702041	Brain_mean
TRINITY_DN131760_c0_g1_i4	serpini2	Chr05	1.274646946	0.174575593610898	G31_mean
TRINITY_DN131764_c8_g2_i2	cdk5r2	Chr09	1.678092514	0.761704104905521	Liver_mean
TRINITY_DN131783_c3_g1_i1	NA	NA	3.082200252	0.666791091506963	Brain_mean
TRINITY_DN131848_c0_g1_i3	NA	NA	1.186252068	0.406640279855719	G23_mean
TRINITY_DN131856_c3_g2_i2	NA	NA	1.341445749	0.491609963072704	Testis_mean
TRINITY_DN131868_c0_g11_i1	NA	NA	1.441307239	0.708406007073389	Brain_mean
TRINITY_DN131895_c1_g9_i1	NA	NA	4.591396551	0.707441881168138	G46_M_mean
TRINITY_DN131925_c1_g2_i3	prps1	Chr08	1.159375868	0.558153572471514	Liver_mean
TRINITY_DN131972_c3_g4_i3	NA	NA	1.076697567	0.599677288675617	Liver_mean
TRINITY_DN131978_c0_g1_i1	NA	NA	1.159299352	0.30249048525925	Liver_mean
TRINITY_DN131994_c0_g3_i1	b3galnt2	Chr05	1.961035887	0.510621842650731	G46_M_mean
TRINITY_DN132014_c1_g3_i2	NA	NA	2.047833612	0.540172857216302	G46_M_mean
TRINITY_DN132022_c5_g3_i1	acvrl1	Chr02	1.044516417	0.470215890274216	G46_M_mean
TRINITY_DN132075_c0_g1_i5	NA	NA	1.402078234	0.784140107274136	Brain_mean
TRINITY_DN132087_c0_g1_i2	NA	NA	1.46113068	0.626055179318617	G46_M_mean
TRINITY_DN132134_c7_g3_i2	gpbar1	scaffold_305	1.230427594	0.635720227955079	G43_F_mean
TRINITY_DN132208_c6_g4_i1	NA	NA	2.681631522	0.461938431358482	Liver_mean
TRINITY_DN132304_c3_g1_i6	NA	NA	1.261636072	0.445389289736015	Liver_mean
TRINITY_DN132309_c1_g3_i6	LOC100486092	Chr04	1.840632166	0.553333848773378	G46_M_mean
TRINITY_DN132313_c0_g2_i1	NA	NA	2.834124255	0.833136524613037	G46_M_mean
TRINITY_DN132335_c6_g7_i1	tmed4	Chr03	1.986037499	0.642113996625131	G46_M_mean
TRINITY_DN132349_c0_g3_i1	NA	NA	1.035583149	0.617536711363505	Brain_mean
TRINITY_DN132370_c0_g1_i1	NA	NA	1.294022303	0.243008421889724	G23_mean
TRINITY_DN132444_c9_g1_i3	NA	NA	1.473825762	0.775931289438644	Liver_mean
TRINITY_DN132456_c6_g1_i1	NA	NA	1.208445954	0.544937397791365	Liver_mean
TRINITY_DN132465_c3_g1_i1	LOC734122	Chr03	1.351281342	0.384589691695648	Brain_mean
TRINITY_DN132472_c0_g2_i4	NA	NA	2.340094528	0.465754894412931	Brain_mean
TRINITY_DN132475_c1_g1_i2	NA	NA	1.420370897	0.440409293927446	G43_M_mean
TRINITY_DN132528_c3_g3_i1	cox6a1	Chr01	1.221303287	0.215188130155447	G43_M_mean
TRINITY_DN132533_c4_g2_i1	Xetrov90024992m	Chr10	1.050829645	0.2047136091717	Brain_mean
TRINITY_DN132547_c1_g4_i1	Xetrov90027597m	scaffold_2605	1.266861462	0.328332659364939	G46_M_mean
TRINITY_DN132578_c3_g4_i2	NA	NA	1.837878794	0.488988295777398	Brain_mean
TRINITY_DN132602_c3_g1_i2	NA	NA	1.547816996	0.31117769157912	Brain_mean
TRINITY_DN132602_c3_g2_i2	NA	NA	1.158846469	0.662767076300804	Brain_mean
TRINITY_DN132623_c1_g1_i1	NA	NA	1.654752098	0.616269622822924	Brain_mean
TRINITY_DN132634_c3_g2_i1	NA	NA	2.017713925	0.642521645075109	G46_M_mean
TRINITY_DN132634_c5_g2_i2	NA	NA	1.188007602	0.209002830060297	G46_M_mean
TRINITY_DN132647_c1_g1_i3	NA	NA	1.239507925	0.55506275442279	G27_mean
TRINITY_DN132741_c0_g1_i1	NA	NA	1.382334488	0.355954073029833	G43_M_mean
TRINITY_DN132741_c0_g3_i1	adipoq	Chr05	1.601166639	0.324457106748851	G31_mean
TRINITY_DN132758_c1_g2_i4	NA	NA	2.810698154	0.535483895691212	G46_M_mean
TRINITY_DN132778_c1_g2_i1	NA	NA	1.996598607	0.646175509990324	Brain_mean
TRINITY_DN132809_c9_g3_i1	NA	NA	2.249005589	0.647231452882313	Testis_mean
TRINITY_DN132814_c0_g1_i5	fancl	Chr05	1.081688162	0.504317238785457	Brain_mean
TRINITY_DN132850_c1_g1_i2	NA	NA	1.296007392	0.403949294829205	Brain_mean
TRINITY_DN132915_c0_g1_i6	NA	NA	1.579449688	0.613889297962433	Brain_mean
TRINITY_DN132950_c0_g4_i1	pop5-like	Chr01	8.424844749	0.870384636234069	G46_M_mean
TRINITY_DN132993_c1_g1_i1	NA	NA	1.121383948	0.744083812911159	G46_M_mean
TRINITY_DN133001_c0_g1_i1	NA	NA	1.682664147	0.571418526457222	G43_M_mean
TRINITY_DN133059_c0_g2_i2	NA	NA	1.680362553	0.426296826566065	G27_mean
TRINITY_DN133061_c1_g1_i3	zbtb48	Chr07	1.041763967	0.322424240592995	G43_M_mean
TRINITY_DN133064_c1_g5_i1	NA	NA	8.59396172	0.405509096643103	G46_M_mean
TRINITY_DN133085_c1_g1_i3	NA	NA	1.969776061	0.46311011086799	G27_mean
TRINITY_DN133096_c6_g5_i1	NA	NA	1.438948292	0.666229312245417	Testis_mean
TRINITY_DN133099_c0_g3_i1	klhl36-like	Chr04	3.274294542	0.613819213770705	Brain_mean
TRINITY_DN133143_c0_g1_i1	nek9	Chr08	1.125915683	0.452716161536901	G27_mean
TRINITY_DN133151_c2_g1_i1	NA	NA	1.705731725	0.456213739209403	G46_M_mean
TRINITY_DN133182_c5_g1_i2	NA	NA	1.015103844	0.485937140445349	G43_M_mean
TRINITY_DN133210_c0_g1_i4	NA	NA	1.60669752	0.562856714697727	Liver_mean
TRINITY_DN133219_c0_g2_i1	NA	NA	1.534332183	0.531709826017983	G46_M_mean
TRINITY_DN133219_c0_g7_i1	phospho2	Chr09	1.85890255	0.775981614747095	G46_M_mean
TRINITY_DN133220_c3_g3_i1	NA	NA	4.710694273	0.817166121894735	G46_M_mean
TRINITY_DN133247_c2_g3_i5	cnot6l	Chr01	1.194708911	0.352482493403978	G46_M_mean
TRINITY_DN133268_c0_g1_i3	NA	NA	1.175691133	0.307823401111703	G43_M_mean
TRINITY_DN133322_c1_g2_i1	NA	NA	1.412505233	0.648256229475076	G46_M_mean
TRINITY_DN133357_c2_g3_i2	NA	NA	1.261669668	0.615364760840732	G46_M_mean
TRINITY_DN133409_c1_g3_i1	setdb2	Chr02	1.339833278	0.191181025161217	G43_M_mean
TRINITY_DN133496_c0_g1_i3	NA	NA	1.249142284	0.387096124197376	G46_M_mean
TRINITY_DN133534_c2_g6_i1	NA	NA	1.368033797	0.64469468192301	Liver_mean
TRINITY_DN133575_c2_g1_i3	en2	Chr06	1.761125417	0.564702690560448	G23_mean
TRINITY_DN133577_c1_g4_i3	NA	NA	1.191481957	0.566646715648646	Liver_mean
TRINITY_DN133616_c0_g1_i1	NA	NA	1.263367394	0.639584071008521	Liver_mean
TRINITY_DN133677_c1_g1_i1	tmem181	Chr05	1.221636302	0.728709291790126	G27_mean
TRINITY_DN133721_c0_g1_i1	NA	NA	1.249680491	0.62969104853432	Brain_mean
TRINITY_DN133735_c0_g1_i9	NA	NA	1.267400576	0.496093278686857	Brain_mean
TRINITY_DN133738_c1_g7_i2	NA	NA	1.754124721	0.443967851800582	Brain_mean
TRINITY_DN133789_c3_g3_i1	NA	NA	1.764165341	0.687260313969836	Liver_mean
TRINITY_DN133818_c1_g1_i2	NA	NA	1.655612575	0.53598641155207	G27_mean
TRINITY_DN133896_c0_g1_i3	NA	NA	1.202016732	0.279578325761572	G46_M_mean
TRINITY_DN133900_c1_g3_i3	chac1-like	Chr08	2.565049149	0.587992096477838	Liver_mean
TRINITY_DN133949_c2_g3_i2	NA	NA	1.083374713	0.411443301038326	G46_M_mean
TRINITY_DN134026_c0_g2_i6	NA	NA	1.077837616	0.440830833869093	Liver_mean
TRINITY_DN134049_c0_g5_i1	NA	NA	1.688917586	0.41297485654895	Brain_mean
TRINITY_DN134053_c4_g1_i1	NA	NA	1.155833977	0.455438709151596	G27_mean
TRINITY_DN134060_c0_g1_i1	pitpnc1-like	Chr07	1.637111003	0.480782475281757	G27_mean
TRINITY_DN134068_c1_g10_i4	NA	NA	1.249448712	0.574486152217157	G46_M_mean
TRINITY_DN134068_c1_g9_i6	NA	NA	1.16571957	0.481279977103906	G46_M_mean
TRINITY_DN134074_c0_g5_i2	NA	NA	1.156477521	0.382191661811215	Brain_mean
TRINITY_DN134134_c0_g1_i2	mrpl46	Chr03	1.754475327	0.606969516616354	G27_mean
TRINITY_DN134143_c0_g1_i1	NA	NA	1.901485215	0.423313636385596	G43_M_mean
TRINITY_DN134157_c4_g3_i1	NA	NA	2.78582082	0.642031539541308	G46_M_mean
TRINITY_DN134215_c3_g1_i1	NA	NA	2.83840641	0.657692408678753	G23_mean
TRINITY_DN134219_c1_g1_i3	arid5b-like.1	Chr07	1.153040459	0.58476831407688	Brain_mean
TRINITY_DN134247_c0_g1_i1	NA	NA	1.224745592	0.419416889467241	G43_M_mean
TRINITY_DN134257_c1_g7_i1	tnnt3	Chr04	1.834321368	0.729418673490106	G23_mean
TRINITY_DN134283_c1_g2_i1	NA	NA	1.201249526	0.49489229759183	G23_mean
TRINITY_DN134296_c1_g1_i2	LOC100498575	Chr02	1.571923796	0.638576803548847	G46_M_mean
TRINITY_DN134301_c2_g2_i2	NA	NA	1.039485896	0.324157256854997	Testis_mean
TRINITY_DN134306_c3_g1_i1	NA	NA	8.36144499	0.576789068831789	G23_mean
TRINITY_DN134330_c0_g1_i3	NA	NA	1.20044152	0.533178421221138	G27_mean
TRINITY_DN134342_c3_g2_i1	NA	NA	1.160909584	0.310487222979255	G27_mean
TRINITY_DN134349_c1_g2_i1	NA	NA	1.270672829	0.631503326819631	Brain_mean
TRINITY_DN134385_c4_g1_i9	NA	NA	1.294092189	0.638701113907909	Liver_mean
TRINITY_DN134409_c0_g5_i4	NA	NA	1.689391212	0.651498800872744	Liver_mean
TRINITY_DN134409_c0_g6_i1	NA	NA	1.098810021	0.463982084198427	Liver_mean
TRINITY_DN134430_c2_g3_i2	NA	NA	1.784807862	0.694147509189726	G27_mean
TRINITY_DN134451_c0_g1_i4	NA	NA	1.197320822	0.431190049268218	Brain_mean
TRINITY_DN134483_c0_g1_i1	NA	NA	1.363276133	0.345544649041884	Brain_mean
TRINITY_DN134495_c3_g5_i1	NA	NA	1.138415592	0.583545834148906	G27_mean
TRINITY_DN134530_c9_g1_i1	NA	NA	1.134839258	0.560244869546489	G46_M_mean
TRINITY_DN134537_c0_g2_i1	NA	NA	2.141252003	0.672348777138437	G46_M_mean
TRINITY_DN134565_c0_g1_i4	atg4c	Chr04	2.070527366	0.790151579705393	G27_mean
TRINITY_DN134725_c1_g2_i7	NA	NA	1.436775016	0.580040211546772	G46_M_mean
TRINITY_DN134738_c1_g2_i2	NA	NA	1.427993185	0.697994736256562	Brain_mean
TRINITY_DN134776_c2_g1_i1	NA	NA	1.034231709	0.473591680716612	Brain_mean
TRINITY_DN134777_c1_g3_i3	NA	NA	1.061604972	0.180766994018878	G46_M_mean
TRINITY_DN134805_c7_g1_i8	NA	NA	1.627889952	0.61474981473085	G43_M_mean
TRINITY_DN134836_c4_g1_i1	NA	NA	1.079774896	0.631135379618901	G23_mean
TRINITY_DN134885_c1_g1_i1	LOC496913-like	Chr02	1.004567207	0.390962436602508	G46_M_mean
TRINITY_DN134898_c1_g7_i3	NA	NA	3.45625798	0.446885812931609	Brain_mean
TRINITY_DN134920_c8_g1_i1	NA	NA	1.764101462	0.527493105032465	Liver_mean
TRINITY_DN134948_c4_g6_i1	NA	NA	1.782140117	0.650668697966216	G43_M_mean
TRINITY_DN134995_c0_g1_i1	LOC100492311-like	Chr01	1.068791094	0.433780786694584	G31_mean
