ID	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB
TRINITY_DN93141_c0_g1_i2	274	309	273	269	502	388	207	409	440	382
TRINITY_DN86834_c0_g4_i3	196	133	126	105	200	218	120	134	105	131
TRINITY_DN92146_c2_g4_i3	31.6381	30.5011	38.7712	45.6055	63.4972	50.393	29.3068	46.45	26.3102	34.8033
TRINITY_DN28889_c0_g1_i1	4	0	1	3	2	1	0	2	0	1
TRINITY_DN84439_c5_g1_i3	162	158	218	223	289	248	100	252	256	156
TRINITY_DN72773_c0_g1_i1	12	18	12	20	32	27	14	25	22	19
TRINITY_DN86609_c0_g1_i1	4116	3133	4078	3590	6937	4905	2996	4749	4536	5707
TRINITY_DN61500_c0_g1_i1	25	24	20	15	48	14	16	23	26	24
TRINITY_DN82984_c0_g2_i1	79	55	51	47	60	84	55	69	48	49
TRINITY_DN53464_c0_g2_i1	18	15	19	21	33	17	13	24	23	9
TRINITY_DN82536_c0_g1_i1	181	248	171	136	275	344	211	221	158	186
TRINITY_DN93821_c0_g1_i1	89	101	81	78	127	106	78	83	206	111
TRINITY_DN70378_c0_g1_i1	23	27	20	26	90	36	30	39	29	33
TRINITY_DN78281_c0_g1_i1	72.2529	60.7827	61.4701	52.3791	121.757	95.788	58.5344	78	80.5858	57
TRINITY_DN37661_c0_g2_i1	30.6968	23	29	0.00595933	71	40.2686	14.0135	43	49	25
TRINITY_DN81633_c2_g2_i1	0	6.90336	8.21963	7.53906	64.8939	0	23.012	32.2804	30.6007	38.2157
TRINITY_DN84679_c2_g1_i2	153	179	181	189	486	245	189	218	245	219
TRINITY_DN73589_c0_g1_i1	30	21	25	14	39	23	29	48	19	50
TRINITY_DN62536_c0_g1_i1	11.1038	13.1528	12.0685	12.0534	15.438	15.0859	7.06191	20.3968	5.04656	5.17653
TRINITY_DN93693_c1_g4_i2	231.061	279.684	355.121	280.737	546.246	365.541	332.776	383.101	301.575	283.104
TRINITY_DN26825_c0_g1_i1	32	33	34	27	35	39	33	35	19	11
TRINITY_DN86455_c0_g3_i1	15	10	14	15	36	12	11	15	10	14
TRINITY_DN71494_c2_g1_i1	0	0	1	2	2	0	1	1	0	0
TRINITY_DN85397_c3_g1_i1	21	19	23	19	43	31	26	36	28	13
TRINITY_DN46278_c0_g1_i1	12	18	13	7	23	23	19	22	20	15
TRINITY_DN94024_c3_g1_i2	269.49	350.514	297.57	254	526.543	494.554	357.571	360	249	271.991
TRINITY_DN89992_c1_g3_i4	87	81	77	57	121	98	52	74	104	70
TRINITY_DN44749_c0_g2_i1	1	0.990008	0.975128	0.981289	0	1	3	0	0	0
TRINITY_DN93037_c1_g1_i1	87	88	104	133.602	223	149	99	141	117	124
TRINITY_DN83580_c14_g1_i1	30	43	30	17	39	76	21	24	24	32
TRINITY_DN87818_c6_g3_i1	88	30	32	33	52	71	66	57	38	60
TRINITY_DN89118_c1_g1_i2	80.1438	83.1814	160.532	53.9315	135.622	109.903	59.3021	98.4958	133.919	82.4733
TRINITY_DN21061_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN75873_c1_g1_i2	4	5.0618	15.065	79.2541	14.1077	57.4938	17.0646	41.547	18.0642	17
TRINITY_DN83757_c1_g1_i1	529.273	488.087	427.351	462.69	750.256	698.173	555.495	436.008	305.586	408.192
TRINITY_DN76608_c0_g1_i1	203	211	167	176	272	321	212	192	159	178
TRINITY_DN92209_c2_g3_i1	256.678	215.503	213.278	185	307.706	329.07	167.693	238.323	211.359	199.768
TRINITY_DN86449_c2_g1_i2	45	28	29	33	44	35	24	26	39	50
TRINITY_DN6045_c0_g1_i1	11	19.0125	14.0377	17.7135	29	9.11706	9	3	13	6
TRINITY_DN82443_c1_g5_i1	35	57	68	94	147	64	52	62	100	46
TRINITY_DN89772_c3_g3_i1	31	33	33	37	57	47	43	49	44	50
TRINITY_DN80396_c3_g2_i1	133.058	156.106	366.533	187.248	495.74	373.272	144.744	195.099	304.01	472.622
TRINITY_DN113121_c0_g1_i1	2	4	4	2	0	7	7	1	4	1
TRINITY_DN48498_c0_g2_i1	17.0086	10.0079	22	19	29.0206	33	21.0091	11.0218	41.0133	23
TRINITY_DN80722_c0_g1_i1	9	6	2	3	10	7	3	5	7	6
TRINITY_DN60498_c0_g1_i1	14	10	21	12	24	11	7	22	33	21
TRINITY_DN77640_c0_g2_i1	24	22	16	12	21	17	15	22	20	19
TRINITY_DN87105_c0_g2_i2	331	261	390	349	516.938	441	222.92	445	459.949	435.951
TRINITY_DN94133_c9_g1_i4	169.806	112.133	153.315	150.639	256.145	177.774	115.993	139.863	84.0516	112.085
TRINITY_DN117399_c0_g1_i1	32	27	33	30	42	37	22	44	29	21
TRINITY_DN83389_c3_g1_i2	105.392	114	117.437	123.107	206	158	108	141	87.4567	134
TRINITY_DN89386_c0_g3_i1	3	0	5	7	2	6	0	2	4	5
TRINITY_DN91305_c0_g7_i3	8	8	3	4	16	29	4	9	5	15
TRINITY_DN74172_c0_g1_i2	22	14	24	19	33	32	18	50	20	15
TRINITY_DN11410_c0_g1_i1	46	44	26	36	29	46	35	22	24	12
TRINITY_DN73729_c0_g1_i1	946	811	858	887	1296	1296	1100	992	818	700
TRINITY_DN91078_c5_g1_i2	649	929	424	376	799	703	367	435	454	629
TRINITY_DN76933_c0_g2_i1	12	8	9	11	23	17	15	21	17	19
TRINITY_DN90993_c0_g1_i1	167	209	194	254	465	334	158.141	332	239	225
TRINITY_DN91937_c4_g3_i1	24.9309	15.167	51.3589	37.1616	63.7271	17.3956	17.9173	32.0966	8.87278	57.4059
TRINITY_DN86668_c5_g1_i2	85	100	77	94	174	105	79	104	90	113
TRINITY_DN91464_c6_g2_i2	40	39	41	75	111	61	43	64	41	51
TRINITY_DN88214_c2_g4_i1	45	63	63	59	132	96	53	79	85	68
TRINITY_DN84303_c0_g2_i1	1734.88	1408.85	961.023	846.575	1437.19	1257.17	530.537	1056.77	1471.25	1707.25
TRINITY_DN83504_c1_g3_i1	1155	1241.84	1209	972.7	1732.82	1688.78	1173	1204	973	1021
TRINITY_DN12241_c0_g1_i1	2	2	0	0	0	0	0	0	0	0
TRINITY_DN94049_c1_g1_i2	34	52	63	69	94	66	43	68	54	41
TRINITY_DN67395_c0_g1_i1	64	56	52	40	81	108	54	64	54	61
TRINITY_DN28117_c0_g1_i1	4.04038	10.5855	7.12982	10.1769	14.4479	6.5889	7.59363	9.17459	7.36806	14.1381
TRINITY_DN93844_c1_g1_i2	206	193	196	215	340	273	168	241	186	244
TRINITY_DN67957_c0_g2_i1	50	61	70	52	128	84	48	87	74	62
TRINITY_DN92953_c0_g1_i1	1574.08	1551.8	1182.52	1236.95	2238.6	1891.47	1161.92	1174.46	1472.39	1420.96
TRINITY_DN83458_c0_g2_i1	17	39	21	24	52	38	42	26	42	32
TRINITY_DN60281_c0_g1_i1	186	171	349	265	354	267	312	327	246	207
TRINITY_DN82258_c0_g1_i3	322	379	432	420	769	459	328	400	317	395
TRINITY_DN67423_c0_g1_i1	3	6	3	7	14	9	1	1	4	8
TRINITY_DN80923_c0_g1_i1	24	23	17	21	83	24	15	13	24	93
TRINITY_DN73030_c0_g1_i1	749	787.938	672	711	1133	1194	626	859	680.858	636
TRINITY_DN77723_c2_g1_i1	8	9	8	12	29	8	4	8	8	7
TRINITY_DN86271_c1_g1_i4	19	27	23	17	23	44	40	33	15	19
TRINITY_DN75441_c2_g2_i1	33	32	64	40	145	38	28	57	57	54
TRINITY_DN84088_c3_g1_i1	37	49	52	55	87	62	28	54	44	71
TRINITY_DN89963_c6_g2_i1	120.7	111.305	63.3888	108	167.452	136	84	138.127	150.223	108.524
TRINITY_DN91303_c1_g1_i1	568	679	451	712	1093	715	555	857	442	549
TRINITY_DN84336_c2_g1_i1	10	16	14	24	25	25	11	22	26	22
TRINITY_DN71519_c0_g1_i1	73	116	129	51	152	128	45	95	119	60
TRINITY_DN22224_c0_g1_i1	8.65191	17.4743	17.2397	20.9396	8.16694	22.5058	20.2733	18.5974	11.2213	22.7708
TRINITY_DN91969_c1_g1_i2	16.0344	22.019	10.0057	9.00427	23.4843	13.0284	24.016	11.0163	19.0154	9.00552
TRINITY_DN87269_c0_g2_i1	18	8	8	14	30	10	11	20	6	11
TRINITY_DN86368_c4_g1_i2	53.8671	55.9474	83.1291	71.2059	110.084	88.9846	52.5884	101.695	107.117	73.1327
TRINITY_DN19124_c0_g2_i1	9	7.96833	23	25	18.8143	19	11.5113	6.57202	12	3.94364
TRINITY_DN70949_c0_g2_i1	9	20	19	15	24	34	30.2028	22	11	10
TRINITY_DN81079_c0_g1_i1	22	28	19	27	37	54	28	21	43	24
TRINITY_DN51381_c0_g1_i1	15	3	31	11	0	0	0	34	0	1
TRINITY_DN89286_c6_g1_i1	23	29	28	20	25	37	19	19	26	20
TRINITY_DN85088_c6_g4_i1	146.989	236.398	234.608	153.634	224.511	248.147	114.983	100.273	8.11238	133.58
TRINITY_DN82449_c0_g1_i2	32	33	35	56	71	53	44	22	13	128
TRINITY_DN83707_c0_g2_i2	1502	1851	1307	1393	2806	2197	1398	1260	1329	1569
TRINITY_DN76550_c1_g3_i1	35	19	23	48	36	35	8	31	57	26
TRINITY_DN88135_c0_g1_i2	75	80	49	41	102	75	52	45	53	49
TRINITY_DN78527_c0_g1_i1	18	32	18	16	31	16	33	39	32	30
TRINITY_DN79180_c0_g1_i1	50	46	57	46	84	82	36	89	48	29
TRINITY_DN91580_c0_g4_i4	104	66	145	124	287	119	143	172	128	110
TRINITY_DN85945_c1_g1_i1	86	85.0334	67	58	82.385	95.6243	51	72	101	106.571
TRINITY_DN80455_c11_g2_i1	1.08815	0	0	3	0	1	0	0	5	2
TRINITY_DN92289_c2_g1_i1	57	29	46	54	91	68	33	42	52	35
TRINITY_DN80957_c0_g3_i1	56	97	49	108	158	85	107	65	112	103
TRINITY_DN83075_c0_g1_i3	56	57	146	67	103	213	65	70	98	99
TRINITY_DN94208_c0_g6_i2	18446	15439	14159	13328	26498	18416	16043	12941	10952	17435
TRINITY_DN94330_c3_g4_i2	120.959	54	75.9042	88.9919	98	133.828	76.9272	95.9534	130.342	129.599
TRINITY_DN81741_c5_g2_i1	8.14945	17.0842	9.08969	17.5328	47.8045	20.2565	35.5252	18.8591	23.8165	39.1962
TRINITY_DN92754_c5_g1_i1	6	0	5	3	2	4	4	4	1	4
TRINITY_DN92453_c2_g1_i1	209	234	178	133	226	195	161	296	220	260
TRINITY_DN91333_c6_g2_i7	15	14	5	2	17	7	17	8	20	8
TRINITY_DN86864_c1_g2_i1	113	173	144	103	214	118	107	182	155	167
TRINITY_DN93691_c1_g1_i1	94.5503	109.884	113.834	102.587	187.591	124.752	101.841	127.446	121.836	157.91
TRINITY_DN79066_c0_g1_i1	39	46	56	58	147	83	34	82	93	37
TRINITY_DN84504_c4_g1_i1	27	49	31	47	54	45	28	38	48	50
TRINITY_DN79247_c0_g1_i1	82	85	59	75	121	111	46	97	130	52
TRINITY_DN90823_c0_g3_i2	42316	187	532	3935	72420	403	21489	4738	3595	84167
TRINITY_DN66736_c0_g1_i1	11.015	14.1607	22.3107	10.1492	40.3748	19	4.19914	22.1626	23.2578	16
TRINITY_DN93307_c1_g1_i3	723	955	802.901	1163.89	1943.87	645	795	886.91	838	1471
TRINITY_DN93788_c0_g1_i3	139	169	116	195	367	204	73	214	216	355
TRINITY_DN44511_c0_g2_i1	5	12	6	6	9	21	1	7	3	16
TRINITY_DN87954_c1_g3_i1	102.506	46.6182	26.6846	0.00479128	64.1502	40.3233	73.1985	81.396	41.4581	33.4068
TRINITY_DN78984_c3_g2_i1	9	9	6	28	80.439	45.375	5	42	29.326	81
TRINITY_DN72652_c0_g1_i1	15.814	11.9265	8.26012	29.1392	42.117	43.4713	0	18.2321	19.1118	13.2451
TRINITY_DN68151_c1_g1_i1	12	9	8	11	12	6	8	21	16	8
TRINITY_DN93563_c6_g1_i2	58.5529	61.7241	57.4282	65.5739	140.734	101.918	65.9326	61.8579	91.0354	62.5896
TRINITY_DN72175_c0_g1_i1	52	10	37	31	73	117	73	66	66	61
TRINITY_DN73252_c0_g2_i1	2	1	5	2	2	0	2	5	4	2
TRINITY_DN94168_c2_g2_i1	55	33	147	57	67	73	32	112.815	137	42
TRINITY_DN84540_c0_g1_i1	120	168	112.514	100	203	158.455	104	150	110	87.3661
TRINITY_DN83585_c0_g2_i1	27.6986	48	37.4593	54	82.4045	38.353	33	24	37.3495	69
TRINITY_DN89009_c0_g1_i1	73	70	66	64	91	98	72	69	85	59
TRINITY_DN87283_c0_g1_i1	275	357	249	280	518	401	203	402	265	313
TRINITY_DN86093_c0_g4_i1	2	3	5	8	17	0	8	5	6	7
TRINITY_DN77697_c0_g1_i1	273	318	257	288	495	411	328	272	228	312
TRINITY_DN90255_c4_g1_i1	20	13	16	16	17	29	9	26	16	16
TRINITY_DN84804_c3_g1_i4	106	92	64	66	115	144	100	72	57	64
TRINITY_DN63659_c0_g2_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN91464_c4_g1_i1	15	30	18	17	16	19	18	21	10	11
TRINITY_DN80991_c0_g1_i1	330	288	286	292	514	510	299	300	185	255
TRINITY_DN77879_c0_g1_i1	836	971	960	911	1525	1358	900	1083	1002	980
TRINITY_DN89759_c2_g1_i1	0	6	8	5	14	16	7.43539	4	4.32238	8
TRINITY_DN78848_c0_g1_i2	48	38	47	36	66	48	17	35	65	52
TRINITY_DN105504_c0_g1_i1	7	2	33	8	0	0	0	34	0	0
TRINITY_DN75771_c0_g1_i1	73.8406	132.685	69.3515	73.6669	100.933	84.9631	47.0691	101.072	79.3369	71.351
TRINITY_DN88978_c2_g2_i2	33.9659	32.0017	39.8021	37.1017	35.3493	46.178	19.3415	34.0648	29.2804	38.3301
TRINITY_DN84697_c0_g1_i2	899	1034	732	833	1436	1305	816	766	816	949
TRINITY_DN88656_c3_g2_i1	20	15	17	11	43	20	15	19	28	24
TRINITY_DN85558_c7_g1_i4	68	93	98	60	145	150	105	85.2258	118	104
TRINITY_DN83395_c0_g1_i1	164	134	124	103	169	147	107	107	117	146
TRINITY_DN88182_c0_g1_i1	39.557	25.6726	24.6267	32.158	46.8496	44.3827	16.5273	27.2806	24.5891	19.8122
TRINITY_DN93702_c0_g4_i1	56.5835	48.6378	71.3443	75.7239	394.172	115.104	46.2326	59.9567	61.4323	162.85
TRINITY_DN81816_c0_g1_i2	28	28	49	26	61	29	23	24	26	27
TRINITY_DN71822_c0_g1_i1	73	86	55	35	69	81	26	57	52	70
TRINITY_DN82155_c0_g1_i1	36	19	19	37	45	21	13	27	22	42
TRINITY_DN89977_c2_g1_i1	22	26	15	16	44	20	20	19	25	21.5056
TRINITY_DN64368_c0_g3_i1	0	1	0	0	0	0	1	0	0	0
TRINITY_DN89801_c0_g1_i1	130	47	83	54	148	84	39	86	149	45
TRINITY_DN85390_c2_g3_i1	161.2	108.268	37.0051	17.0908	70.9597	58.7674	31.0678	28.8544	21.5366	30.0108
TRINITY_DN79839_c0_g2_i4	157	212	194	137	253	299	171	243	174	221
TRINITY_DN93567_c5_g4_i1	0	1.02579	0	0	0	0	0	0	0	1.07243
TRINITY_DN89501_c3_g5_i1	554	541	387	474	1096	569	398	462	615	615
TRINITY_DN92640_c3_g3_i2	226.427	249.467	248.364	271.066	392.152	313.899	173.704	266.713	344.738	248.127
TRINITY_DN84622_c5_g2_i2	79	76	56.0765	45	143	127	75	69.1991	83	76
TRINITY_DN69365_c0_g2_i1	900.454	979.756	736.488	688.162	1244.43	1391.62	737.142	860.181	739.29	661.988
TRINITY_DN80997_c0_g1_i2	64.3415	98.3263	45.1378	73.3326	103.922	84.4916	80.2537	82.2415	60.1159	64.2203
TRINITY_DN94472_c5_g1_i1	23.4318	28.0654	30.4571	19.8784	53.1316	48.1696	23.3831	38.5953	35.32	25.2977
TRINITY_DN85078_c6_g5_i1	64	75	83	52	152	59	60	75	107	85
TRINITY_DN91133_c3_g2_i1	171	184	179	178	299	250	202	181	130	150
TRINITY_DN93366_c0_g5_i1	10	1	2.15154	3.14716	12.0711	1.00769	0	6.06271	0	18
TRINITY_DN65415_c0_g2_i1	69	76	51	88	129	62	80	92	111	72
TRINITY_DN90841_c1_g2_i1	28	25	23	24	66	36	38	38	19	36
TRINITY_DN82416_c6_g1_i1	440	471	502	515	671	630	257	642	603	747
TRINITY_DN78974_c0_g2_i1	250	241	223	173	258	255	205	198	169	185
TRINITY_DN91559_c0_g1_i2	582	741	501	558	2275	737	704	543	612	1444
TRINITY_DN85812_c1_g4_i1	51	27	53	55.4234	58	73	25	60	28.5115	61
TRINITY_DN69988_c0_g1_i1	0	1	0	1	1.02022	1.08955	0	0	0	0
TRINITY_DN68449_c0_g2_i1	20	13	9	17	41	19	9	22	18	28
TRINITY_DN93451_c3_g1_i2	7.11373	17.0645	9.16637	16.1273	18.253	10.1954	14	16.0771	4	58.3683
TRINITY_DN47444_c0_g2_i1	1	0	0	1	1	1	0	0	2	0
TRINITY_DN90846_c1_g6_i1	2938	2214	1876	1682	3303	2904	2190.5	1552	1498	1877.5
TRINITY_DN86608_c0_g1_i2	6.67897	0	0	0	13.1884	6.13578	0	33.4633	0	0
TRINITY_DN83794_c0_g1_i1	61	86	87	61	153	100	102	106.971	72	90
TRINITY_DN78698_c0_g1_i1	88	124	85.011	68	160.006	102.004	83.0026	128.006	99.0107	154
TRINITY_DN91720_c1_g1_i1	155.731	139.734	210.599	124	284.62	175.738	87.6947	148.457	207	208.756
TRINITY_DN89706_c0_g2_i1	22	6	8	11	10	19	16	15	8	11
TRINITY_DN89123_c4_g1_i1	212.658	262.164	390.204	346.731	700.306	223.436	138.706	430.17	533.804	421.974
TRINITY_DN79444_c2_g1_i5	42	20	21	17	39	32	26	32	28	36
TRINITY_DN94044_c7_g1_i1	26	12.3018	34.6669	30.9953	62.1332	23.4118	17.2816	24.9061	34	32.9117
TRINITY_DN86837_c3_g1_i1	0	0	35	30	0	24	0	0	0	0
TRINITY_DN82248_c1_g10_i3	177	167.367	70.5659	91	212	80	176	144.483	135	162
TRINITY_DN100412_c0_g1_i1	3	1	0	1	0	0	0	0	0	2
TRINITY_DN83333_c1_g2_i1	81	96	73	73	147	73	67	76	78	92
TRINITY_DN79776_c0_g1_i1	11	7.33333	0	0	28	0	0	13	8	10
TRINITY_DN84611_c3_g2_i2	40	26	17	17	36	29	59	23	31	19
TRINITY_DN81258_c2_g1_i1	263	323.296	159	174.263	467	315	212	300	220	324.352
TRINITY_DN93352_c0_g1_i1	11	5	8	8	5	7	3.00269	4	3	8
TRINITY_DN61423_c0_g3_i1	1	17	12	15	6	5	8	5	9	6
TRINITY_DN962_c0_g2_i1	18.6612	31.4996	33.0981	35.4333	68.4017	44.2301	23.2524	38.5741	49.2774	24.5402
TRINITY_DN82773_c0_g2_i1	37	5	13	13	24	57	4	25	26	5
TRINITY_DN83199_c0_g1_i1	54	81	71	62	103	128	89	97	76	74
TRINITY_DN86280_c6_g1_i2	1782.98	1773	1946	1526	2805.96	2118.91	1246.9	2298.9	2566	2361
TRINITY_DN76883_c0_g1_i1	43	87	97	59	86	61	23	106	45	80
TRINITY_DN84005_c0_g1_i2	162	178	245	250	473	255	186	255	209	216
TRINITY_DN9296_c0_g1_i1	28	17	22	37	30	42	24	26	22	24
TRINITY_DN88062_c0_g1_i1	103	77	101	88	212	150	115	75	150	131
TRINITY_DN91387_c0_g1_i1	7580	6725	5308	5003	9488	8009	5902	5400	3257	5755
TRINITY_DN86883_c0_g2_i2	230.271	236	275.472	230.553	534	317	180	216.242	178	275
TRINITY_DN74070_c1_g1_i2	9	11	16	23	33	21	5	20	10	23
TRINITY_DN72135_c0_g1_i1	4.24272	9.41554	3.21746	8.45004	26.9269	9.77301	4.14844	10.5224	36.1183	10.4193
TRINITY_DN47402_c0_g1_i1	4	6	3	1	1	2	2	0	4	7
TRINITY_DN87434_c2_g1_i2	45	43	61	29	83	44	45	71	54	73
TRINITY_DN89719_c1_g1_i2	252	239	161	202	340	290	216	289	277.739	205
TRINITY_DN90820_c1_g3_i1	18.4702	38.1963	26.9513	34.0939	68.4626	35.3517	13.7577	35.4238	18.9316	43.6773
TRINITY_DN85043_c0_g1_i2	32	27	98	1283	170	211	200	10	30	511
TRINITY_DN83643_c0_g2_i1	73	72	54	47	114	86	78	86	54	78
TRINITY_DN65879_c0_g1_i1	29	34	46	47	57	34	25	49	38	35
TRINITY_DN90675_c0_g1_i3	2163	2646	2306	2264	4149	2861	1879	2698	2677	2287
TRINITY_DN90341_c0_g2_i1	35	30	38	54	72	53	16	27	56	31
TRINITY_DN87400_c3_g1_i2	50.2719	61.7847	53.6441	80.9527	109.953	70.4101	39.4864	74.1719	102.394	44
TRINITY_DN83902_c1_g1_i2	75	76	66	63	111	85	45	61	69	44
TRINITY_DN86166_c1_g1_i1	85	99	126	115	167	122	92	158	137	174
TRINITY_DN81325_c2_g2_i1	0	0	6	7	13.5	0	6	7	4.5	0
TRINITY_DN93515_c1_g2_i1	37	26.454	29	28	55	26	53	32	25	39
TRINITY_DN88402_c4_g2_i1	32.0204	42.0514	40	39.0477	46.0132	58.0429	29	54	44.025	49
TRINITY_DN90709_c2_g3_i5	59.8725	65.385	102.386	89.4903	127.413	149	89.5489	170.993	83.2313	73
TRINITY_DN82450_c0_g1_i1	498	669	670	576	1407	617	704	598	630	578
TRINITY_DN90946_c1_g1_i2	158	307	180	149	463	271	175	327	272	192
TRINITY_DN94052_c4_g1_i2	624	472	263.747	308.517	564	411.669	330	324	288.523	534.024
TRINITY_DN80543_c5_g3_i2	137	150.485	201.204	176.252	363.307	256.673	145.901	221.533	224.674	173.718
TRINITY_DN91787_c2_g1_i1	13	3	5	6	23	10	16	17	11	31
TRINITY_DN87950_c0_g1_i1	386	553	357	355	712	571	510	441	389	393
TRINITY_DN88826_c4_g1_i6	1737.67	1769.05	1758.95	1663.92	2795.78	2417.81	1464.92	2230.89	2339.95	1718.41
TRINITY_DN81937_c1_g1_i1	14.0147	17	22	18.0097	34	44.018	13.0068	23.0294	12.0133	16.0107
TRINITY_DN111068_c0_g1_i1	15	184	164	56	204	104	50	4	3	25
TRINITY_DN79080_c0_g1_i1	201	201	132	141	311	261	149	147	166	216
TRINITY_DN49415_c0_g2_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN66022_c0_g1_i1	1	1	0	1	0	2	3	1	2	1
TRINITY_DN88505_c5_g2_i5	267.865	190.374	239.543	218.478	332.208	281.05	211.46	260.587	217.621	166.175
TRINITY_DN84826_c2_g3_i3	233	311	211	249	321	324	283	315	145	285
TRINITY_DN94341_c4_g1_i1	90	91	87	110	116	120	69	98	124	77
TRINITY_DN78253_c0_g1_i2	369	410	323	321	518	534	458	351	348	350
TRINITY_DN94094_c5_g5_i1	11	26	34	17	46	28	11	18	44	16.5235
TRINITY_DN91461_c0_g1_i1	438	481	556	448	786	619	281	651	681	667
TRINITY_DN71395_c0_g1_i1	6	10	6	15	14	5	9	7	14	14
TRINITY_DN71243_c0_g1_i1	4	8	9	7	8	10	3	8	12	7
TRINITY_DN84140_c2_g5_i2	78	102	81	95	160	117	66	102	92	79
TRINITY_DN86478_c4_g2_i1	120.934	144.898	181.73	191.619	240.057	273.603	155.644	193.351	162.682	105.133
TRINITY_DN56950_c0_g1_i1	2.52435	0	1.22069	2	3.76621	4	2.79931	2.43641	2	0
TRINITY_DN87910_c0_g2_i12	577	544	407	395	572	782	437	561	498	448
TRINITY_DN69268_c1_g1_i1	28	32	34	24	80	38	31	37	32	32
TRINITY_DN91203_c4_g1_i3	272	336	351.441	288	858	354	322	448	587	411
TRINITY_DN82511_c2_g5_i1	1	0	0	0	0	0	0	0	1	0
TRINITY_DN92084_c0_g2_i1	1.03239	2.12264	3.17475	3.3116	4.64307	3.83377	0	2.09669	1.14461	2.01767
TRINITY_DN85042_c0_g1_i1	5	0	1	0	0	2	2	1	7	2
TRINITY_DN58945_c0_g3_i1	6.82854	0	7.91995	3.65174	16.1449	6.82242	5.80939	10.729	0	23
TRINITY_DN89488_c0_g5_i1	10	9	12	23	15	13	12	12	10	7
TRINITY_DN81342_c1_g1_i2	60	84	44	78	97.7223	98	39	62	101	71.6682
TRINITY_DN93562_c4_g4_i1	14	20.7183	29.1417	32.0687	40.2127	41.5968	12	22.1702	27	20.2191
TRINITY_DN78388_c1_g2_i1	42	57	102	63	168	59	79	128	103	49
TRINITY_DN91662_c3_g1_i3	29.8305	29.2028	27.521	17.5435	46.0519	42.4954	20.8266	41.7579	34.5097	32.4023
TRINITY_DN85686_c1_g1_i1	65	77	81	67	117	118	72	65	48	62
TRINITY_DN48121_c0_g1_i1	13.1727	16.1343	13.1297	9	24.2477	13.0778	10	25.4711	13.2369	15.1365
TRINITY_DN91233_c2_g5_i1	291	356	325	281	574	455	376	335	230	280
TRINITY_DN74624_c0_g2_i1	4.01821	8.08637	12.1351	9.26236	17.4553	6.10492	13.0917	17.1874	14.2325	16.15
TRINITY_DN75744_c0_g1_i1	472.03	454.154	374.799	333.229	761.588	493.28	289.435	362.294	593.009	829.281
TRINITY_DN79850_c0_g1_i2	573	625	360	380	697	861	537	427	282	370
TRINITY_DN62541_c0_g1_i1	4	7	3	3	2	9	7	7	5	6
TRINITY_DN92654_c2_g1_i2	58	75	60	70	53	127	82	96	49	48
TRINITY_DN92394_c11_g1_i1	416	455	282	294	489	558	368	420	374	370
TRINITY_DN77286_c0_g1_i1	8	1	1	3	5	0	2	86	1	8
TRINITY_DN68942_c0_g1_i2	39.693	62.397	75.2775	64.0926	121.758	62.4806	40.4474	62.0351	105.5	71.8211
TRINITY_DN80917_c0_g1_i1	158.441	175.383	173.296	168.839	292.081	174.441	145.623	166	181.881	247.144
TRINITY_DN90572_c7_g2_i1	126.233	83	151	151.253	230	230.435	160	132.234	196.555	138.239
TRINITY_DN84516_c1_g2_i1	0	6.99578	0	0	0	0	0	0	0	0
TRINITY_DN93276_c4_g2_i2	647	782	680.509	744	1255.41	884	582.412	646	585	911
TRINITY_DN65292_c0_g1_i1	28	32	26	16	36	30	34	24	18.2145	29
TRINITY_DN86852_c0_g1_i1	92	109	133	124	183	152	124	117	94	137
TRINITY_DN75209_c0_g1_i1	316	327	345	269	576	505	273	323	265	328
TRINITY_DN40167_c0_g1_i1	22	19	41	30	34	45	20	24	41	37
TRINITY_DN91778_c5_g3_i1	20.7031	24.5981	25.5871	15.5044	29.4078	9.83281	8.68117	25.0474	23.4082	15.4745
TRINITY_DN89559_c1_g1_i11	147	161	159	116	223	184	116	154	148	182
TRINITY_DN79163_c0_g1_i1	441	522	320	322	666	465	301	376	335	410
TRINITY_DN91928_c2_g1_i2	481	461	500	466	924	570	319	520	671	425
TRINITY_DN71755_c0_g1_i1	4	8	34	20	45	15	5	8	13	36.8948
TRINITY_DN92053_c1_g2_i1	17	21	22	19	42	34	17	26	26	25
TRINITY_DN73248_c0_g1_i1	15	15	21	23	13	53	9	32	286	212
TRINITY_DN89216_c0_g1_i1	345.225	392.743	266.773	237.305	381.329	355.952	234.185	283.862	419.415	285.62
TRINITY_DN93882_c1_g5_i1	132.367	125.443	85.3285	145.38	376.814	74.2292	102.299	116.566	69.1207	195.011
TRINITY_DN83741_c1_g1_i1	33	29	45	34	51	61	31	60	30	39
TRINITY_DN92904_c2_g1_i3	700.746	813.362	685.596	662	1327.11	917.87	614.672	722.164	659.767	749.686
TRINITY_DN83150_c0_g1_i1	33.7938	23.7969	26.5593	36.5779	80.9897	50.3695	42.6133	35.1123	29.6267	29.3277
TRINITY_DN73526_c0_g1_i1	28	30	18	23	18	16	13	21	23	16
TRINITY_DN74974_c1_g2_i1	0	0	0	0	0	0	0	0	0	0
