G23	F-bias	23_F-bias		TRINITY_DN114651_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN128038_c3_g1_i6			
G46	F-bias	46_F-bias		TRINITY_DN123953_c1_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN128285_c6_g3_i4			
G46	F-bias	46_F-bias		TRINITY_DN132181_c5_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN122121_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN131011_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN108566_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN125607_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126559_c1_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN135280_c4_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN131927_c5_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN118297_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN133650_c1_g3_i5			
G46	F-bias	46_F-bias		TRINITY_DN122173_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125563_c4_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN129519_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN130288_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN130962_c1_g2_i12			
G46	F-bias	46_F-bias		TRINITY_DN126577_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN116819_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129177_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN118609_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130994_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN114829_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118390_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN135782_c2_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN113238_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131684_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN124463_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN133301_c2_g3_i5			
G46	F-bias	46_F-bias		TRINITY_DN128427_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN133473_c0_g7_i11			
G46	F-bias	46_F-bias		TRINITY_DN128185_c0_g1_i9			
G46	F-bias	46_F-bias		TRINITY_DN125997_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN132128_c1_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN132703_c8_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134844_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN116251_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN132305_c3_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN129939_c4_g1_i15			
G46	F-bias	46_F-bias		TRINITY_DN125960_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN128356_c6_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132817_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN130776_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131451_c3_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN130614_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113887_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122435_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN23317_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125761_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN129218_c0_g1_i9			
G46	F-bias	46_F-bias		TRINITY_DN131763_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115655_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120991_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN126161_c0_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN129546_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125618_c1_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN118496_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134104_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN131201_c5_g3_i7			
G46	F-bias	46_F-bias		TRINITY_DN116557_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN127485_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN126838_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131516_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN108932_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130785_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN133563_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123988_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN131809_c9_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128804_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130045_c0_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN123704_c2_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN134128_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN121452_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN119522_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126935_c6_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN116210_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125533_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130227_c9_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126394_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN136344_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128276_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN123418_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN132336_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN128225_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133247_c2_g5_i5			
G46	F-bias	46_F-bias		TRINITY_DN131033_c3_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN130861_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125254_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN99900_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN14300_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN109252_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN113911_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN121031_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN103526_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135339_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN112501_c0_g1_i7			
G46	F-bias	46_F-bias		TRINITY_DN130591_c1_g6_i2			
G46	F-bias	46_F-bias		TRINITY_DN134152_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125325_c6_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN129069_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN118479_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122469_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124967_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN118372_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN106464_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN110842_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN113561_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126359_c3_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN131600_c6_g13_i2			
G46	F-bias	46_F-bias		TRINITY_DN125305_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135221_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123569_c2_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN180067_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124453_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN133854_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN101356_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124812_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN116762_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129293_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN133914_c2_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN114651_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN116391_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131067_c2_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN119703_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN123123_c2_g1_i6			
G46	F-bias	46_F-bias		TRINITY_DN128408_c3_g7_i3			
G46	F-bias	46_F-bias		TRINITY_DN124749_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125269_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130848_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN117404_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN117667_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN123034_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128274_c4_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN134642_c6_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN130989_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN122708_c1_g6_i3			
G46	F-bias	46_F-bias		TRINITY_DN117842_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN126429_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131451_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128182_c0_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN124913_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN134966_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN125718_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN120545_c4_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN119604_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126499_c3_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN128154_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133308_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125710_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN125018_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN116340_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115646_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN164868_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132012_c5_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN111860_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN108930_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN135999_c2_g7_i2			
G46	F-bias	46_F-bias		TRINITY_DN131008_c4_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128913_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN124764_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN131766_c7_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125578_c3_g4_i3			
G46	F-bias	46_F-bias		TRINITY_DN122940_c0_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN92751_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121021_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN120176_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129581_c0_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN112953_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN122225_c0_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN132854_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN124802_c6_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN136052_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN127499_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126615_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125156_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN46536_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126815_c0_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN122381_c0_g2_i8			
G46	F-bias	46_F-bias		TRINITY_DN124503_c1_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN134440_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134636_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN49526_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN126600_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133864_c7_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN125192_c1_g1_i6			
G46	F-bias	46_F-bias		TRINITY_DN123012_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN121132_c2_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN114798_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN92438_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120594_c0_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN116876_c0_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN112166_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128560_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN114344_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN127233_c1_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN132891_c7_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN129690_c6_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN129561_c4_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN130346_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN131333_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN123679_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133588_c4_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN134606_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN127021_c5_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121549_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130873_c6_g6_i1			
G46	F-bias	46_F-bias		TRINITY_DN134073_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN126031_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN112341_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133173_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135766_c1_g8_i1			
G46	F-bias	46_F-bias		TRINITY_DN131244_c1_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN122371_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122933_c4_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN134352_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN131496_c5_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN102065_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129659_c2_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN126328_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129165_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124997_c9_g4_i3			
G46	F-bias	46_F-bias		TRINITY_DN133445_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115635_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115242_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN133784_c4_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN123319_c3_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN120666_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130037_c1_g4_i6			
G46	F-bias	46_F-bias		TRINITY_DN127522_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN136670_c26_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125155_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN122068_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN92528_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125916_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128544_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN133737_c5_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128899_c4_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN130708_c1_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN114938_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN118516_c0_g2_i7			
G46	F-bias	46_F-bias		TRINITY_DN104654_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN135829_c0_g1_i5			
G46	F-bias	46_F-bias		TRINITY_DN129467_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128058_c4_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN98498_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125895_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN115027_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN129727_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN114732_c1_g6_i1			
G46	F-bias	46_F-bias		TRINITY_DN127185_c2_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN127874_c6_g4_i6			
G46	F-bias	46_F-bias		TRINITY_DN81421_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN111151_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN128972_c3_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN136237_c11_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN124286_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121888_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132837_c1_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN117665_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN81198_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128505_c1_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN130420_c0_g3_i7			
G46	F-bias	46_F-bias		TRINITY_DN122025_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN123729_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN121381_c0_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN126595_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN81305_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN127392_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113466_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN129781_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129338_c2_g9_i1			
G46	F-bias	46_F-bias		TRINITY_DN117894_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN107740_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130961_c1_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN113958_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN48650_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN125423_c4_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN131160_c3_g1_i12			
G46	F-bias	46_F-bias		TRINITY_DN136180_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN125127_c2_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125619_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN129986_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN133530_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN128898_c3_g5_i2			
G46	F-bias	46_F-bias		TRINITY_DN124874_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN129142_c4_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122431_c8_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN129361_c4_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN136018_c4_g2_i7			
G46	F-bias	46_F-bias		TRINITY_DN129486_c1_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN135831_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN135121_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN118226_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133238_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN110999_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134506_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN127666_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129373_c3_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN117814_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN132601_c0_g1_i15			
G46	F-bias	46_F-bias		TRINITY_DN122426_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN123901_c1_g3_i3			
G46	F-bias	46_F-bias		TRINITY_DN129593_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130970_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN131471_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN135719_c1_g7_i3			
G46	F-bias	46_F-bias		TRINITY_DN119356_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN121866_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN127965_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN130498_c1_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN120868_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN133613_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124109_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN117803_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN128838_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN134522_c2_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN135004_c7_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN132311_c6_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN125639_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN123134_c0_g1_i8			
G46	F-bias	46_F-bias		TRINITY_DN131360_c5_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125636_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN133633_c4_g1_i9			
G46	F-bias	46_F-bias		TRINITY_DN131676_c1_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN125811_c0_g2_i6			
G46	F-bias	46_F-bias		TRINITY_DN121823_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN134649_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN124040_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN111332_c0_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN122146_c0_g9_i1			
G46	F-bias	46_F-bias		TRINITY_DN128639_c1_g2_i3			
G46	F-bias	46_F-bias		TRINITY_DN119552_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN131085_c8_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN118379_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN113212_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN124419_c1_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN117883_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124615_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN110314_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN125892_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN123229_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN120860_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115458_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN131272_c0_g3_i1			
G46	F-bias	46_F-bias		TRINITY_DN130553_c2_g5_i1			
G46	F-bias	46_F-bias		TRINITY_DN116594_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN115380_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130559_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN120007_c0_g1_i4			
G46	F-bias	46_F-bias		TRINITY_DN125604_c1_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN134813_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN133364_c2_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN123854_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN118389_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN120516_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN122034_c0_g3_i2			
G46	F-bias	46_F-bias		TRINITY_DN58689_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132031_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN129437_c2_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN116470_c1_g4_i1			
G46	F-bias	46_F-bias		TRINITY_DN131239_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124133_c0_g2_i4			
G46	F-bias	46_F-bias		TRINITY_DN132455_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN133964_c1_g4_i2			
G46	F-bias	46_F-bias		TRINITY_DN126890_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN118346_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN125147_c0_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN109560_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN125899_c5_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN99399_c1_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN130947_c1_g6_i1			
G46	F-bias	46_F-bias		TRINITY_DN115074_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN117878_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN114867_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN124046_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN133645_c1_g2_i5			
G46	F-bias	46_F-bias		TRINITY_DN129754_c0_g2_i2			
G46	F-bias	46_F-bias		TRINITY_DN131387_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN114945_c0_g2_i1			
G46	F-bias	46_F-bias		TRINITY_DN122859_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126377_c9_g1_i3			
G46	F-bias	46_F-bias		TRINITY_DN121820_c0_g1_i2			
G46	F-bias	46_F-bias		TRINITY_DN209603_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN132089_c3_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN126079_c0_g1_i1			
G46	F-bias	46_F-bias		TRINITY_DN119027_c0_g1_i5			
