gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN118297_c0_g2_i1	NA	NA	-2.629510365	0.432820668	Ovary_mean	female	RBH_pair_1888.fa.best.phy	TRINITY_DN118297_c0_g2_i1	0.2234	0.375	1.6783
TRINITY_DN118306_c0_g1_i1	NA	NA	0.777693159	0.34967837	Ovary_mean	unbias	RBH_pair_1889.fa.best.phy	TRINITY_DN118306_c0_g1_i1	0.0841	0.1183	1.4068
TRINITY_DN118308_c1_g1_i2	NA	NA	0.609270308	0.720492272	Testis_mean	unbias	RBH_pair_1891.fa.best.phy	TRINITY_DN118308_c1_g1_i2	0.0655	0.1154	1.7611
TRINITY_DN118313_c2_g5_i1	NA	NA	-0.42021242	0.220318283	Ovary_mean	unbias	RBH_pair_1892.fa.best.phy	TRINITY_DN118313_c2_g5_i1	0.1484	0.2222	1.4973
TRINITY_DN118323_c0_g1_i3	NA	NA	0.265806001	0.500193011	G23_mean	unbias	RBH_pair_1896.fa.best.phy	TRINITY_DN118323_c0_g1_i3	0.0285	0.0281	0.9872
TRINITY_DN118329_c0_g1_i1	f2rl2	Chr01	-0.704619233	0.253362545	Brain_mean	unbias	RBH_pair_1897.fa.best.phy	TRINITY_DN118329_c0_g1_i1	0.0846	0.0819	0.9674
TRINITY_DN118335_c0_g1_i1	LOC100497901-like	Chr08	0.377101493	0.75207879	G46_M_mean	unbias	RBH_pair_1898.fa.best.phy	TRINITY_DN118335_c0_g1_i1	0.0583	0.0774	1.3287
TRINITY_DN118346_c0_g2_i1	nags	Chr10	-1.922485669	0.712735181	Ovary_mean	female	RBH_pair_1902.fa.best.phy	TRINITY_DN118346_c0_g2_i1	0.0513	0.081	1.5798
TRINITY_DN118347_c0_g1_i2	NA	NA	0.956411827	0.569227382	Brain_mean	unbias	RBH_pair_1903.fa.best.phy	TRINITY_DN118347_c0_g1_i2	0.1164	0.2246	1.9291
TRINITY_DN118355_c0_g1_i1	NA	NA	0.815737318	0.262207327	G43_M_mean	unbias	RBH_pair_1905.fa.best.phy	TRINITY_DN118355_c0_g1_i1	0.2854	0.5228	1.8318
TRINITY_DN118357_c0_g2_i2	NA	NA	0.477397952	0.715622939	Brain_mean	unbias	RBH_pair_1906.fa.best.phy	TRINITY_DN118357_c0_g2_i2	0.0502	0.0389	0.7755
TRINITY_DN118359_c1_g1_i10	NA	NA	-0.420193705	0.194418382	Ovary_mean	unbias	RBH_pair_1907.fa.best.phy	TRINITY_DN118359_c1_g1_i10	0.1128	0.2243	1.9877
TRINITY_DN118360_c0_g1_i2	NA	NA	-3.772509948	0.646726792	Ovary_mean	female	RBH_pair_1908.fa.best.phy	TRINITY_DN118360_c0_g1_i2	0.166	0.2942	1.7725
TRINITY_DN118364_c0_g1_i1	NA	NA	-0.188112423	0.436325087	Brain_mean	unbias	RBH_pair_1911.fa.best.phy	TRINITY_DN118364_c0_g1_i1	0.1036	0.1415	1.366
TRINITY_DN118369_c0_g1_i2	NA	NA	0.887726396	0.572779421	G46_M_mean	unbias	RBH_pair_1913.fa.best.phy	TRINITY_DN118369_c0_g1_i2	0.1466	0.2396	1.6345
TRINITY_DN118372_c0_g2_i1	NA	NA	-1.798002665	0.415999818	Ovary_mean	female	RBH_pair_1915.fa.best.phy	TRINITY_DN118372_c0_g2_i1	0.0629	0.1132	1.7985
TRINITY_DN118372_c0_g3_i1	NA	NA	-2.390366018	0.632636994	Brain_mean	female	RBH_pair_1916.fa.best.phy	TRINITY_DN118372_c0_g3_i1	0.0712	0.1258	1.7664
TRINITY_DN118379_c0_g1_i1	NA	NA	-1.965868465	0.686920717	Ovary_mean	female	RBH_pair_1917.fa.best.phy	TRINITY_DN118379_c0_g1_i1	0.0731	0.1259	1.7225
TRINITY_DN118386_c0_g1_i6	NA	NA	0.794430678	0.257284009	G43_M_mean	unbias	RBH_pair_1918.fa.best.phy	TRINITY_DN118386_c0_g1_i6	0.0396	0.0404	1.0223
TRINITY_DN118389_c0_g1_i1	gdf10	Chr07	-1.941472617	0.450897759	Ovary_mean	female	RBH_pair_1919.fa.best.phy	TRINITY_DN118389_c0_g1_i1	0.0156	0.0267	1.7158
TRINITY_DN118390_c0_g2_i2	NA	NA	-2.614583114	0.644908978	Ovary_mean	female	RBH_pair_1920.fa.best.phy	TRINITY_DN118390_c0_g2_i2	0.3801	0.3475	0.9142
TRINITY_DN118393_c0_g1_i3	kdm4a	Chr04	1.793290971	0.492445231	G27_mean	male	RBH_pair_1922.fa.best.phy	TRINITY_DN118393_c0_g1_i3	0.3273	0.5558	1.6981
TRINITY_DN118401_c0_g1_i1	NA	NA	-1.063539692	0.534081448	G27_mean	unbias	RBH_pair_1923.fa.best.phy	TRINITY_DN118401_c0_g1_i1	0.0645	0.1022	1.5826
TRINITY_DN118406_c0_g1_i2	NA	NA	-0.181565799	0.237349658	Brain_mean	unbias	RBH_pair_1924.fa.best.phy	TRINITY_DN118406_c0_g1_i2	0.0187	0.0223	1.1874
TRINITY_DN118408_c0_g2_i1	NA	NA	-0.127718063	0.120295216	Brain_mean	unbias	RBH_pair_1925.fa.best.phy	TRINITY_DN118408_c0_g2_i1	0.083	0.1485	1.7888
TRINITY_DN118411_c0_g1_i21	wdr78	Chr04	0.48282722	0.519817495	Brain_mean	unbias	RBH_pair_1926.fa.best.phy	TRINITY_DN118411_c0_g1_i21	0.0205	0.0108	0.5254
TRINITY_DN118421_c0_g1_i2	NA	NA	-0.081632827	0.081490054	G27_mean	unbias	RBH_pair_1929.fa.best.phy	TRINITY_DN118421_c0_g1_i2	0.0367	0.0269	0.7331
TRINITY_DN118429_c0_g1_i1	NA	NA	-0.292646114	0.397416288	G43_M_mean	unbias	RBH_pair_1931.fa.best.phy	TRINITY_DN118429_c0_g1_i1	0.0785	0.1086	1.3828
TRINITY_DN118437_c0_g1_i1	NA	NA	0.117745972	0.628114209	Brain_mean	unbias	RBH_pair_1932.fa.best.phy	TRINITY_DN118437_c0_g1_i1	0.2338	0.3954	1.6907
TRINITY_DN118439_c1_g2_i1	NA	NA	-1.780388385	0.76750186	Brain_mean	female	RBH_pair_1933.fa.best.phy	TRINITY_DN118439_c1_g2_i1	0.0659	0.0971	1.4737
TRINITY_DN118443_c0_g1_i1	eif4ebp2	Chr07	0.553325236	0.738623037	Brain_mean	unbias	RBH_pair_1934.fa.best.phy	TRINITY_DN118443_c0_g1_i1	0.1253	0.2047	1.633
TRINITY_DN118445_c0_g1_i3	NA	NA	-5.167743643	0.790718512	Ovary_mean	female	RBH_pair_1935.fa.best.phy	TRINITY_DN118445_c0_g1_i3	0.0519	0.0588	1.1339
TRINITY_DN118448_c1_g1_i4	NA	NA	-0.198269909	0.134602686	Testis_mean	unbias	RBH_pair_1937.fa.best.phy	TRINITY_DN118448_c1_g1_i4	0.0637	0.093	1.46
TRINITY_DN118453_c0_g1_i2	NA	NA	-0.648197641	0.347438501	Ovary_mean	unbias	RBH_pair_1938.fa.best.phy	TRINITY_DN118453_c0_g1_i2	0.0531	0.0665	1.2516
TRINITY_DN118456_c0_g3_i1	hnf4a-like	Chr10	-0.706850519	0.255689819	Testis_mean	unbias	RBH_pair_1939.fa.best.phy	TRINITY_DN118456_c0_g3_i1	0.0753	0.1159	1.5385
TRINITY_DN118461_c0_g1_i5	c6orf211	Chr03	-0.486917293	0.392157061	Ovary_mean	unbias	RBH_pair_1941.fa.best.phy	TRINITY_DN118461_c0_g1_i5	0.0691	0.0865	1.2519
TRINITY_DN118473_c0_g2_i1	NA	NA	0.492716026	0.48310023	G43_F_mean	unbias	RBH_pair_1945.fa.best.phy	TRINITY_DN118473_c0_g2_i1	0.0829	0.1179	1.4235
TRINITY_DN118479_c0_g1_i1	NA	NA	-2.398950765	0.521091781	Ovary_mean	female	RBH_pair_1946.fa.best.phy	TRINITY_DN118479_c0_g1_i1	0.0543	0.0948	1.7456
TRINITY_DN118479_c1_g1_i4	NA	NA	-0.28143557	0.469815282	Brain_mean	unbias	RBH_pair_1947.fa.best.phy	TRINITY_DN118479_c1_g1_i4	0.075	0.0965	1.2867
TRINITY_DN118480_c0_g1_i2	NA	NA	0.775287434	0.588219367	Testis_mean	unbias	RBH_pair_1948.fa.best.phy	TRINITY_DN118480_c0_g1_i2	0.1194	0.179	1.4994
TRINITY_DN118484_c0_g1_i1	NA	NA	0.126413842	0.310340154	G23_mean	unbias	RBH_pair_1949.fa.best.phy	TRINITY_DN118484_c0_g1_i1	0.1081	0.1845	1.7063
TRINITY_DN118490_c0_g1_i1	NA	NA	0.432577001	0.480010693	G43_M_mean	unbias	RBH_pair_1951.fa.best.phy	TRINITY_DN118490_c0_g1_i1	0.1057	0.1673	1.5822
TRINITY_DN118496_c0_g1_i2	NA	NA	-2.511217318	0.646918659	Ovary_mean	female	RBH_pair_1953.fa.best.phy	TRINITY_DN118496_c0_g1_i2	0.0619	0.0946	1.5273
TRINITY_DN118504_c0_g1_i1	strap	scaffold_266	-1.869143748	0.34265651	Ovary_mean	female	RBH_pair_1955.fa.best.phy	TRINITY_DN118504_c0_g1_i1	0.0843	0.1354	1.606
TRINITY_DN118510_c0_g1_i3	NA	NA	0.102524142	0.110726619	G27_mean	unbias	RBH_pair_1956.fa.best.phy	TRINITY_DN118510_c0_g1_i3	0.0319	0.0301	0.9446
TRINITY_DN118516_c0_g2_i7	NA	NA	-2.101341284	0.457695163	Ovary_mean	female	RBH_pair_1957.fa.best.phy	TRINITY_DN118516_c0_g2_i7	0.0498	0.0651	1.308
TRINITY_DN118522_c0_g1_i1	NA	NA	0.231510789	0.661271234	G27_mean	unbias	RBH_pair_1958.fa.best.phy	TRINITY_DN118522_c0_g1_i1	0.1453	0.273	1.878
TRINITY_DN118530_c0_g2_i5	NA	NA	-1.113238388	0.446712098	Ovary_mean	female	RBH_pair_1959.fa.best.phy	TRINITY_DN118530_c0_g2_i5	0.0621	0.0895	1.4409
TRINITY_DN118537_c0_g1_i1	LOC100135092	Chr01	0.330287228	0.812922092	Brain_mean	unbias	RBH_pair_1961.fa.best.phy	TRINITY_DN118537_c0_g1_i1	0.0996	0.1353	1.359
TRINITY_DN118539_c1_g1_i1	NA	NA	-0.614431088	0.372857543	Ovary_mean	unbias	RBH_pair_1962.fa.best.phy	TRINITY_DN118539_c1_g1_i1	0.0389	0.0533	1.3678
TRINITY_DN118540_c0_g2_i1	NA	NA	1.650625966	0.833440384	Brain_mean	male	RBH_pair_1963.fa.best.phy	TRINITY_DN118540_c0_g2_i1	0.1447	0.1978	1.3673
TRINITY_DN118545_c0_g2_i1	NA	NA	0.204295603	0.566620142	G31_mean	unbias	RBH_pair_1965.fa.best.phy	TRINITY_DN118545_c0_g2_i1	0.0465	0.0836	1.8005
TRINITY_DN118546_c0_g1_i1	NA	NA	-0.76806695	0.197608259	Ovary_mean	unbias	RBH_pair_1966.fa.best.phy	TRINITY_DN118546_c0_g1_i1	0.0461	0.0515	1.1171
TRINITY_DN118554_c3_g1_i4	lyn	Chr06	-8.972108207	0.896345679	Ovary_mean	female	RBH_pair_1967.fa.best.phy	TRINITY_DN118554_c3_g1_i4	0.2345	0.3588	1.5299
TRINITY_DN118556_c0_g1_i2	NA	NA	-1.751340975	0.304646902	Ovary_mean	female	RBH_pair_1968.fa.best.phy	TRINITY_DN118556_c0_g1_i2	0.0817	0.1319	1.6158
TRINITY_DN118561_c0_g1_i2	shox2	Chr05	-0.761455234	0.370272879	Ovary_mean	unbias	RBH_pair_1970.fa.best.phy	TRINITY_DN118561_c0_g1_i2	0.1403	0.1792	1.2769
TRINITY_DN118562_c0_g3_i1	NA	NA	-0.601365575	0.549474509	Brain_mean	unbias	RBH_pair_1972.fa.best.phy	TRINITY_DN118562_c0_g3_i1	0.0551	0.0619	1.122
TRINITY_DN118563_c0_g1_i1	NA	NA	-0.55503897	0.603438442	Brain_mean	unbias	RBH_pair_1973.fa.best.phy	TRINITY_DN118563_c0_g1_i1	0.0361	0.0399	1.1037
TRINITY_DN118574_c0_g2_i1	NA	NA	-0.679922377	0.331708738	Ovary_mean	unbias	RBH_pair_1974.fa.best.phy	TRINITY_DN118574_c0_g2_i1	0.0632	0.1089	1.7221
TRINITY_DN118578_c0_g2_i2	NA	NA	-0.469667757	0.339084729	Ovary_mean	unbias	RBH_pair_1976.fa.best.phy	TRINITY_DN118578_c0_g2_i2	0.054	0.0776	1.4383
TRINITY_DN118597_c0_g2_i1	NA	NA	0.866205372	0.480588412	Testis_mean	unbias	RBH_pair_1980.fa.best.phy	TRINITY_DN118597_c0_g2_i1	0.0403	0.0706	1.7517
TRINITY_DN118604_c0_g1_i1	NA	NA	-1.836429658	0.691083397	Ovary_mean	female	RBH_pair_1982.fa.best.phy	TRINITY_DN118604_c0_g1_i1	0.0312	0.0554	1.7774
TRINITY_DN118609_c0_g1_i1	NA	NA	-2.61315512	0.533525816	Ovary_mean	female	RBH_pair_1983.fa.best.phy	TRINITY_DN118609_c0_g1_i1	0.0515	0.0446	0.867
TRINITY_DN118619_c0_g1_i2	NA	NA	-0.342389781	0.521070879	G23_mean	unbias	RBH_pair_1987.fa.best.phy	TRINITY_DN118619_c0_g1_i2	0.1106	0.1718	1.5541
TRINITY_DN118628_c0_g2_i3	NA	NA	-1.038445776	0.440853939	Ovary_mean	female	RBH_pair_1989.fa.best.phy	TRINITY_DN118628_c0_g2_i3	0.09	0.1559	1.732
TRINITY_DN118641_c0_g1_i3	NA	NA	0.941965774	0.526796012	G27_mean	unbias	RBH_pair_1992.fa.best.phy	TRINITY_DN118641_c0_g1_i3	0.0993	0.1947	1.9616
TRINITY_DN118644_c0_g1_i1	NA	NA	-1.133891369	0.552214769	Ovary_mean	female	RBH_pair_1993.fa.best.phy	TRINITY_DN118644_c0_g1_i1	0.2019	0.2975	1.4737
TRINITY_DN118653_c0_g2_i2	NA	NA	-0.169995029	0.111849722	Brain_mean	unbias	RBH_pair_1995.fa.best.phy	TRINITY_DN118653_c0_g2_i2	0.001	0.001	0.9858
TRINITY_DN118658_c0_g1_i1	NA	NA	-0.288856516	0.09479014	G43_M_mean	unbias	RBH_pair_1996.fa.best.phy	TRINITY_DN118658_c0_g1_i1	0.073	0.0952	1.3037
TRINITY_DN118661_c0_g2_i1	Xetrov90014406m	Chr05	-1.734262685	0.428875188	Ovary_mean	female	RBH_pair_1999.fa.best.phy	TRINITY_DN118661_c0_g2_i1	0.0467	0.0879	1.8837
TRINITY_DN118667_c1_g1_i2	NA	NA	-0.142799843	0.351294902	Ovary_mean	unbias	RBH_pair_2001.fa.best.phy	TRINITY_DN118667_c1_g1_i2	0.0603	0.0422	0.6995
TRINITY_DN118672_c0_g1_i1	NA	NA	0.692529528	0.566448393	G27_mean	unbias	RBH_pair_2002.fa.best.phy	TRINITY_DN118672_c0_g1_i1	0.2132	0.3705	1.7382
TRINITY_DN118679_c0_g3_i1	NA	NA	0.702039924	0.215473685	Testis_mean	unbias	RBH_pair_2005.fa.best.phy	TRINITY_DN118679_c0_g3_i1	0.0716	0.0753	1.0513
TRINITY_DN118686_c0_g1_i1	NA	NA	-0.410728294	0.526955359	Ovary_mean	unbias	RBH_pair_2006.fa.best.phy	TRINITY_DN118686_c0_g1_i1	0.0705	0.1254	1.777
TRINITY_DN118687_c0_g1_i2	NA	NA	-1.703670708	0.776960802	G27_mean	unbias	RBH_pair_2007.fa.best.phy	TRINITY_DN118687_c0_g1_i2	0.0829	0.1189	1.4335
TRINITY_DN118700_c1_g1_i2	znf710	Chr03	0.118732145	0.155038915	G23_mean	unbias	RBH_pair_2011.fa.best.phy	TRINITY_DN118700_c1_g1_i2	0.0165	0.0172	1.0427
TRINITY_DN118709_c0_g1_i3	NA	NA	0.282548522	0.704241161	Brain_mean	unbias	RBH_pair_2015.fa.best.phy	TRINITY_DN118709_c0_g1_i3	0.011	0.0123	1.1163
TRINITY_DN118716_c0_g1_i1	NA	NA	0.48692164	0.498794213	Brain_mean	unbias	RBH_pair_2016.fa.best.phy	TRINITY_DN118716_c0_g1_i1	0.1779	0.1997	1.1229
TRINITY_DN118725_c0_g2_i1	NA	NA	0.446530196	0.563943404	G43_M_mean	unbias	RBH_pair_2017.fa.best.phy	TRINITY_DN118725_c0_g2_i1	0.124	0.1963	1.5829
TRINITY_DN118750_c0_g2_i1	NA	NA	0.239577026	0.555303646	Brain_mean	unbias	RBH_pair_2021.fa.best.phy	TRINITY_DN118750_c0_g2_i1	0.039	0.0572	1.4652
TRINITY_DN118755_c0_g1_i1	NA	NA	-1.355627504	0.452951506	Ovary_mean	female	RBH_pair_2022.fa.best.phy	TRINITY_DN118755_c0_g1_i1	0.1409	0.2128	1.5102
TRINITY_DN118765_c0_g2_i2	NA	NA	1.173004727	0.575479059	G23_mean	unbias	RBH_pair_2024.fa.best.phy	TRINITY_DN118765_c0_g2_i2	0.1219	0.2007	1.6458
TRINITY_DN118790_c0_g2_i1	NA	NA	0.061711932	0.726872006	Brain_mean	unbias	RBH_pair_2029.fa.best.phy	TRINITY_DN118790_c0_g2_i1	0.0865	0.0699	0.8073
TRINITY_DN118793_c0_g1_i1	LOC733709	Chr07	-2.779381164	0.688268764	Ovary_mean	female	RBH_pair_2031.fa.best.phy	TRINITY_DN118793_c0_g1_i1	0.0637	0.1054	1.6544
TRINITY_DN118801_c0_g1_i2	NA	NA	0.046492833	0.097025383	G27_mean	unbias	RBH_pair_2032.fa.best.phy	TRINITY_DN118801_c0_g1_i2	0.0469	0.0881	1.8795
TRINITY_DN118816_c0_g1_i1	NA	NA	0.392297071	0.071814209	Testis_mean	unbias	RBH_pair_2037.fa.best.phy	TRINITY_DN118816_c0_g1_i1	0.0349	0.0669	1.9172
TRINITY_DN118821_c0_g1_i2	NA	NA	-0.727233096	0.306463205	Ovary_mean	unbias	RBH_pair_2039.fa.best.phy	TRINITY_DN118821_c0_g1_i2	0.0066	0.0047	0.7172
TRINITY_DN118823_c0_g1_i1	NA	NA	0.763815468	0.49631733	G27_mean	unbias	RBH_pair_2040.fa.best.phy	TRINITY_DN118823_c0_g1_i1	0.1089	0.1947	1.7877
TRINITY_DN118826_c0_g1_i1	NA	NA	-1.332922947	0.58768259	Ovary_mean	unbias	RBH_pair_2041.fa.best.phy	TRINITY_DN118826_c0_g1_i1	0.0703	0.1281	1.8232
TRINITY_DN118842_c0_g1_i2	NA	NA	-4.314727176	0.544488025	Ovary_mean	female	RBH_pair_2043.fa.best.phy	TRINITY_DN118842_c0_g1_i2	0.0116	0.0107	0.9185
TRINITY_DN118843_c0_g2_i2	setmar	Chr04	-1.397218924	0.663017981	Ovary_mean	unbias	RBH_pair_2044.fa.best.phy	TRINITY_DN118843_c0_g2_i2	0.0915	0.1277	1.3955
TRINITY_DN118850_c0_g1_i1	NA	NA	0.02637287	0.188771434	Brain_mean	unbias	RBH_pair_2047.fa.best.phy	TRINITY_DN118850_c0_g1_i1	0.0815	0.1512	1.8548
TRINITY_DN118854_c0_g1_i1	yod1	Chr02	0.413697554	0.195083212	G27_mean	unbias	RBH_pair_2049.fa.best.phy	TRINITY_DN118854_c0_g1_i1	0.0147	0.0179	1.2165
TRINITY_DN118855_c1_g1_i1	NA	NA	-1.859992964	0.722142988	Ovary_mean	female	RBH_pair_2050.fa.best.phy	TRINITY_DN118855_c1_g1_i1	0.0574	0.0719	1.2539
TRINITY_DN118857_c0_g1_i1	NA	NA	0.951215477	0.467003415	G46_M_mean	unbias	RBH_pair_2052.fa.best.phy	TRINITY_DN118857_c0_g1_i1	0.1689	0.2232	1.321
TRINITY_DN118872_c0_g1_i8	NA	NA	0.475560292	0.458638278	G43_F_mean	unbias	RBH_pair_2056.fa.best.phy	TRINITY_DN118872_c0_g1_i8	0.0792	0.1039	1.3126
TRINITY_DN118875_c0_g2_i1	NA	NA	-1.864003181	0.528262713	Ovary_mean	female	RBH_pair_2058.fa.best.phy	TRINITY_DN118875_c0_g2_i1	0.0442	0.061	1.3803
TRINITY_DN118885_c0_g1_i1	NA	NA	-0.543961528	0.380134593	Ovary_mean	unbias	RBH_pair_2060.fa.best.phy	TRINITY_DN118885_c0_g1_i1	0.0891	0.1273	1.4278
TRINITY_DN118893_c3_g1_i3	herpud2	Chr06	1.170270309	0.78261494	Brain_mean	unbias	RBH_pair_2062.fa.best.phy	TRINITY_DN118893_c3_g1_i3	0.0393	0.0376	0.9568
TRINITY_DN118896_c0_g1_i4	NA	NA	0.471865027	0.358792369	G23_mean	unbias	RBH_pair_2063.fa.best.phy	TRINITY_DN118896_c0_g1_i4	0.0204	0.0171	0.8387
TRINITY_DN118898_c0_g1_i3	NA	NA	0.189270994	0.230360077	G23_mean	unbias	RBH_pair_2064.fa.best.phy	TRINITY_DN118898_c0_g1_i3	0.091	0.1708	1.8764
TRINITY_DN118908_c1_g2_i2	NA	NA	-2.673550181	0.538959444	Ovary_mean	female	RBH_pair_2068.fa.best.phy	TRINITY_DN118908_c1_g2_i2	0.1177	0.2105	1.7876
TRINITY_DN118910_c0_g1_i1	NA	NA	-0.757642256	0.607178122	Brain_mean	unbias	RBH_pair_2069.fa.best.phy	TRINITY_DN118910_c0_g1_i1	0.1428	0.176	1.2325
TRINITY_DN118912_c1_g1_i1	NA	NA	-0.721753593	0.332235414	Ovary_mean	unbias	RBH_pair_2070.fa.best.phy	TRINITY_DN118912_c1_g1_i1	0.0447	0.0829	1.8547
TRINITY_DN118922_c2_g1_i8	NA	NA	-1.463014313	0.346179518	Ovary_mean	female	RBH_pair_2072.fa.best.phy	TRINITY_DN118922_c2_g1_i8	0.0355	0.0601	1.6913
TRINITY_DN118925_c0_g1_i1	NA	NA	-1.570165179	0.46475685	Ovary_mean	female	RBH_pair_2074.fa.best.phy	TRINITY_DN118925_c0_g1_i1	0.0675	0.1135	1.682
TRINITY_DN118933_c2_g2_i1	ube2v2	Chr06	-1.566876818	0.330500371	Ovary_mean	female	RBH_pair_2077.fa.best.phy	TRINITY_DN118933_c2_g2_i1	0.0975	0.095	0.9741
TRINITY_DN118947_c0_g1_i5	NA	NA	0.790213101	0.291492044	G43_M_mean	unbias	RBH_pair_2079.fa.best.phy	TRINITY_DN118947_c0_g1_i5	0.0692	0.1204	1.7398
TRINITY_DN118957_c0_g2_i1	NA	NA	-0.927675795	0.554837159	Ovary_mean	unbias	RBH_pair_2080.fa.best.phy	TRINITY_DN118957_c0_g2_i1	0.1317	0.2487	1.8885
TRINITY_DN118958_c0_g1_i1	LOC100491292-like	Chr07	-1.536737955	0.351147171	Ovary_mean	female	RBH_pair_2081.fa.best.phy	TRINITY_DN118958_c0_g1_i1	0.0812	0.126	1.5504
TRINITY_DN118968_c0_g1_i1	NA	NA	-1.37709531	0.361597465	Ovary_mean	female	RBH_pair_2082.fa.best.phy	TRINITY_DN118968_c0_g1_i1	0.0307	0.0534	1.7355
TRINITY_DN118969_c0_g1_i1	NA	NA	-0.232888213	0.446838818	Ovary_mean	unbias	RBH_pair_2083.fa.best.phy	TRINITY_DN118969_c0_g1_i1	0.1037	0.1962	1.8911
TRINITY_DN118970_c0_g1_i2	NA	NA	-0.65254328	0.407670596	G23_mean	unbias	RBH_pair_2084.fa.best.phy	TRINITY_DN118970_c0_g1_i2	0.0246	0.0432	1.7546
TRINITY_DN118973_c0_g1_i1	NA	NA	0.736299493	0.184052079	G43_M_mean	unbias	RBH_pair_2085.fa.best.phy	TRINITY_DN118973_c0_g1_i1	0.0884	0.1043	1.18
TRINITY_DN118973_c1_g2_i1	NA	NA	0.550609906	0.547701204	Brain_mean	unbias	RBH_pair_2086.fa.best.phy	TRINITY_DN118973_c1_g2_i1	0.136	0.1584	1.1642
TRINITY_DN118977_c1_g1_i4	NA	NA	0.009748611	0.173069337	G23_mean	unbias	RBH_pair_2088.fa.best.phy	TRINITY_DN118977_c1_g1_i4	0.0881	0.165	1.8738
TRINITY_DN118984_c1_g1_i1	yipf6	Chr08	-0.012427786	0.549447851	Liver_mean	unbias	RBH_pair_2090.fa.best.phy	TRINITY_DN118984_c1_g1_i1	0.1262	0.2364	1.8728
TRINITY_DN118986_c0_g1_i1	NA	NA	0.02560594	0.154421874	Brain_mean	unbias	RBH_pair_2091.fa.best.phy	TRINITY_DN118986_c0_g1_i1	0.0439	0.0751	1.7108
TRINITY_DN118987_c0_g1_i1	NA	NA	-0.765278164	0.230332669	Ovary_mean	unbias	RBH_pair_2092.fa.best.phy	TRINITY_DN118987_c0_g1_i1	0.1091	0.1336	1.2244
TRINITY_DN118995_c0_g1_i2	NA	NA	-1.478555195	0.398130945	Ovary_mean	female	RBH_pair_2095.fa.best.phy	TRINITY_DN118995_c0_g1_i2	0.0961	0.1223	1.2731
TRINITY_DN118997_c0_g1_i2	fmo1	Chr04	-0.050137101	0.231352493	G23_mean	unbias	RBH_pair_2096.fa.best.phy	TRINITY_DN118997_c0_g1_i2	0.001	0.0007	0.6742
TRINITY_DN118998_c1_g1_i2	NA	NA	0.215338096	0.36815516	Ovary_mean	unbias	RBH_pair_2097.fa.best.phy	TRINITY_DN118998_c1_g1_i2	0.0508	0.067	1.3205
TRINITY_DN119001_c0_g2_i2	NA	NA	-1.763462617	0.712639207	Brain_mean	female	RBH_pair_2098.fa.best.phy	TRINITY_DN119001_c0_g2_i2	0.082	0.1061	1.294
TRINITY_DN119004_c0_g1_i1	nupl1	Chr02	0.063355099	0.765709636	Brain_mean	unbias	RBH_pair_2099.fa.best.phy	TRINITY_DN119004_c0_g1_i1	0.4994	0.437	0.8749
TRINITY_DN119012_c0_g1_i4	NA	NA	0.390500987	0.298693122	G43_M_mean	unbias	RBH_pair_2102.fa.best.phy	TRINITY_DN119012_c0_g1_i4	0.0593	0.083	1.3987
TRINITY_DN119019_c0_g1_i2	NA	NA	-0.481808436	0.227018781	G23_mean	unbias	RBH_pair_2104.fa.best.phy	TRINITY_DN119019_c0_g1_i2	0.1057	0.185	1.7505
TRINITY_DN119023_c10_g1_i3	NA	NA	0.682464116	0.396335023	G43_M_mean	unbias	RBH_pair_2105.fa.best.phy	TRINITY_DN119023_c10_g1_i3	0.0279	0.0245	0.8758
TRINITY_DN119023_c7_g1_i1	dstyk	Chr02	-1.123095113	0.291187366	Ovary_mean	female	RBH_pair_2106.fa.best.phy	TRINITY_DN119023_c7_g1_i1	0.0037	0.0043	1.1819
TRINITY_DN119027_c0_g1_i5	tnnt1	Chr07	-1.891590486	0.589426059	G46_F_mean	female	RBH_pair_2107.fa.best.phy	TRINITY_DN119027_c0_g1_i5	0.0742	0.1257	1.6957
TRINITY_DN119033_c0_g1_i2	NA	NA	-0.796900959	0.270423687	Ovary_mean	unbias	RBH_pair_2109.fa.best.phy	TRINITY_DN119033_c0_g1_i2	0.0774	0.0929	1.1998
TRINITY_DN119035_c0_g1_i2	NA	NA	-1.710119996	0.368442994	Ovary_mean	female	RBH_pair_2110.fa.best.phy	TRINITY_DN119035_c0_g1_i2	0.0539	0.0786	1.4578
TRINITY_DN119040_c0_g1_i1	ndc1	Chr04	-1.685755081	0.382938948	Ovary_mean	female	RBH_pair_2111.fa.best.phy	TRINITY_DN119040_c0_g1_i1	0.0344	0.0564	1.6402
TRINITY_DN119047_c0_g1_i1	NA	NA	-1.463192294	0.384048017	Ovary_mean	female	RBH_pair_2114.fa.best.phy	TRINITY_DN119047_c0_g1_i1	0.0265	0.0431	1.6276
TRINITY_DN119048_c1_g1_i1	NA	NA	0.551080518	0.769626572	Testis_mean	unbias	RBH_pair_2115.fa.best.phy	TRINITY_DN119048_c1_g1_i1	0.0356	0.0364	1.0222
TRINITY_DN119049_c0_g1_i1	NA	NA	-0.392731225	0.848592524	Brain_mean	unbias	RBH_pair_2116.fa.best.phy	TRINITY_DN119049_c0_g1_i1	0.1196	0.1316	1.1
