gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN119257_c0_g1_i1	ddx56	Chr03	-1.541609839	0.327940533	Ovary_mean	female	0.001	0.0017	1.6701	G46
TRINITY_DN119274_c0_g1_i1	NA	NA	-1.56894678	0.505158835	Ovary_mean	female	0.1418	0.2242	1.5815	G46
TRINITY_DN119288_c0_g1_i2	slc38a9	Chr01	-12.12575199	0.866339988	Ovary_mean	female	0.1552	0.1958	1.2617	G46
TRINITY_DN119356_c0_g1_i1	NA	NA	-2.011981308	0.622587323	Ovary_mean	female	0.0632	0.0936	1.4821	G46
TRINITY_DN119403_c0_g1_i1	NA	NA	-1.554904901	0.386064011	Ovary_mean	female	0.1172	0.1376	1.1738	G46
TRINITY_DN119467_c0_g1_i2	ubox5	Chr01	-1.533152576	0.37836703	Ovary_mean	female	0.0429	0.0674	1.5732	G46
TRINITY_DN119475_c1_g2_i1	NA	NA	-4.419398252	0.518142065	Ovary_mean	female	0.1609	0.1955	1.2153	G46
TRINITY_DN119480_c0_g1_i1	NA	NA	-1.185686707	0.501669982	Ovary_mean	female	0.1015	0.1388	1.3673	G46
TRINITY_DN119494_c0_g1_i1	NA	NA	-9.014800681	0.794547002	Ovary_mean	female	0.1386	0.2642	1.9053	G46
TRINITY_DN119499_c0_g1_i1	NA	NA	-3.095870671	0.588255444	Ovary_mean	female	0.3074	0.3896	1.2674	G46
TRINITY_DN119509_c1_g3_i5	NA	NA	-1.637798586	0.494753804	Ovary_mean	female	0.0336	0.0493	1.4704	G46
TRINITY_DN119521_c1_g1_i5	Xetrov90015993m	Chr06	-1.450666574	0.585427151	Brain_mean	female	0.0634	0.0559	0.8819	G46
TRINITY_DN119528_c0_g1_i3	NA	NA	-3.028668336	0.692880988	Ovary_mean	female	0.0988	0.1202	1.2166	G46
TRINITY_DN119678_c0_g1_i2	NA	NA	-3.212486876	0.594783314	Ovary_mean	female	0.0902	0.1365	1.5137	G46
TRINITY_DN119683_c0_g3_i1	NA	NA	-3.817208254	0.8620176	Ovary_mean	female	0.076	0.1298	1.7083	G46
TRINITY_DN119703_c0_g1_i2	NA	NA	-2.338962844	0.391931308	Ovary_mean	female	0.1768	0.1723	0.9746	G46
TRINITY_DN119760_c0_g1_i4	NA	NA	-1.31129267	0.439390804	Ovary_mean	female	0.0646	0.1024	1.5836	G46
TRINITY_DN119778_c1_g2_i2	NA	NA	-1.450674034	0.429516941	Ovary_mean	female	0.0951	0.1077	1.1329	G46
TRINITY_DN119780_c1_g3_i5	NA	NA	-1.404572438	0.361005134	Ovary_mean	female	0.0193	0.0213	1.1021	G46
TRINITY_DN119793_c0_g1_i1	NA	NA	-3.232007101	0.484794194	Ovary_mean	female	0.0649	0.0969	1.4926	G46
TRINITY_DN119807_c0_g1_i4	NA	NA	-1.053725683	0.362314987	Ovary_mean	female	0.2361	0.4637	1.9643	G46
TRINITY_DN119914_c0_g1_i4	NA	NA	-1.866546521	0.48280773	Ovary_mean	female	0.085	0.1568	1.8436	G46
TRINITY_DN119941_c0_g1_i2	NA	NA	-1.649622027	0.516059475	Ovary_mean	female	0.0186	0.0194	1.0406	G46
TRINITY_DN120000_c0_g1_i1	NA	NA	-1.838799663	0.57084573	Ovary_mean	female	0.0582	0.0913	1.5706	G46
TRINITY_DN120007_c0_g1_i4	NA	NA	-1.948145541	0.381637263	Ovary_mean	female	0.2292	0.2006	0.875	G46
TRINITY_DN120025_c0_g1_i4	dcaf5	Chr08	-3.089207361	0.661860138	Ovary_mean	female	0.1759	0.3173	1.8041	G46
TRINITY_DN120030_c0_g1_i1	NA	NA	-1.309214548	0.493780628	Ovary_mean	female	0.1534	0.2069	1.3486	G46
TRINITY_DN120059_c0_g2_i1	NA	NA	-1.791014655	0.348035909	Ovary_mean	female	0.1576	0.1686	1.0701	G46
TRINITY_DN120071_c0_g1_i2	scn1b	Chr07	-12.25113043	0.859855661	Ovary_mean	female	0.0762	0.1438	1.8866	G46
TRINITY_DN120102_c0_g1_i2	pqlc1.1	Chr06	-1.258897615	0.358764887	Ovary_mean	female	0.0393	0.0491	1.2491	G46
TRINITY_DN120113_c0_g1_i3	NA	NA	-2.90421475	0.752654854	Ovary_mean	female	0.0758	0.1338	1.7657	G46
TRINITY_DN120130_c0_g1_i3	kcnq3	Chr06	-1.32447702	0.298774036	Ovary_mean	female	0.1144	0.1632	1.426	G46
TRINITY_DN120148_c0_g1_i3	NA	NA	-1.561507409	0.486663098	Ovary_mean	female	0.0797	0.1576	1.9775	G46
TRINITY_DN120161_c0_g2_i9	dek	Chr06	-1.592509747	0.387213762	Ovary_mean	female	0.0296	0.0511	1.7244	G46
TRINITY_DN120254_c0_g1_i1	LOC101732272	Chr07	-5.233462165	0.776175423	Ovary_mean	female	0.1973	0.3413	1.7303	G46
TRINITY_DN120272_c0_g3_i2	NA	NA	-1.500571153	0.551349238	Ovary_mean	female	0.1323	0.1997	1.51	G46
TRINITY_DN120335_c0_g1_i2	NA	NA	-5.021504128	0.624240311	Ovary_mean	female	0.0572	0.0948	1.6555	G46
TRINITY_DN120396_c0_g1_i4	NA	NA	-3.89197532	0.855755693	Ovary_mean	female	0.1792	0.3214	1.7935	G46
TRINITY_DN120402_c0_g1_i4	NA	NA	-1.718270817	0.443942401	Ovary_mean	female	0.1004	0.1787	1.7801	G46
TRINITY_DN120407_c0_g2_i1	NA	NA	-1.545977974	0.467053359	Ovary_mean	female	0.0462	0.0353	0.7636	G46
TRINITY_DN120415_c0_g1_i1	NA	NA	-1.229576452	0.310701232	Ovary_mean	female	0.0178	0.0282	1.5811	G46
TRINITY_DN120445_c0_g1_i1	NA	NA	-1.544379564	0.489289778	Ovary_mean	female	0.0615	0.0779	1.2665	G46
TRINITY_DN120457_c0_g1_i2	slc9a2	Chr02	-1.733081859	0.455658186	Ovary_mean	female	0.1659	0.3262	1.9664	G46
TRINITY_DN120459_c0_g2_i2	pdpk1	Chr09	-1.279759908	0.316636741	Ovary_mean	female	0.0742	0.1207	1.6259	G46
TRINITY_DN120473_c0_g1_i2	siah3	Chr02	-3.593735954	0.699730233	Ovary_mean	female	0.1284	0.2082	1.6209	G46
TRINITY_DN120485_c1_g3_i1	NA	NA	-4.556338704	0.833492771	Ovary_mean	female	0.2965	0.4409	1.4867	G46
TRINITY_DN120545_c4_g1_i4	tdrd7	Chr01	-2.286183956	0.465976041	Ovary_mean	female	0.0586	0.0774	1.3213	G46
TRINITY_DN120594_c0_g1_i5	nedd9	Chr06	-2.194953149	0.511759758	Ovary_mean	female	0.0604	0.1086	1.7985	G46
TRINITY_DN120619_c0_g1_i2	NA	NA	-3.985568448	0.730308257	Ovary_mean	female	0.0888	0.1708	1.9229	G46
TRINITY_DN120636_c0_g8_i1	tmtc3	Chr03	-1.805344985	0.383621979	Ovary_mean	female	0.1104	0.1748	1.584	G46
TRINITY_DN120666_c1_g1_i1	NA	NA	-2.139076694	0.547699035	Ovary_mean	female	0.0429	0.0292	0.6818	G46
TRINITY_DN120688_c2_g1_i2	als2cl-like	Chr06	-1.147686078	0.343675164	Ovary_mean	female	0.0202	0.0266	1.3142	G46
TRINITY_DN120707_c0_g1_i4	NA	NA	-1.451040929	0.454489687	Ovary_mean	female	0.0159	0.016	1.0092	G46
TRINITY_DN120743_c0_g1_i1	NA	NA	-3.233805317	0.496337331	Ovary_mean	female	0.183	0.1508	0.8241	G46
TRINITY_DN120772_c0_g1_i1	NA	NA	-2.84855259	0.67825741	Ovary_mean	female	0.049	0.0726	1.4823	G46
TRINITY_DN120777_c0_g1_i2	NA	NA	-1.323563274	0.592044765	Ovary_mean	female	0.0719	0.1054	1.4653	G46
TRINITY_DN120860_c0_g1_i1	NA	NA	-1.953014433	0.453694973	Ovary_mean	female	0.1222	0.2372	1.9401	G46
TRINITY_DN120868_c0_g1_i2	ramp3	Chr06	-2.005547164	0.409304342	Ovary_mean	female	0.0942	0.13	1.3803	G46
TRINITY_DN120911_c2_g1_i2	NA	NA	-1.361144263	0.464216028	Ovary_mean	female	0.0195	0.0314	1.6106	G46
TRINITY_DN120962_c4_g1_i2	cmya5	Chr01	-2.739829506	0.663894323	Brain_mean	female	0.1961	0.1027	0.5237	G46
TRINITY_DN120991_c0_g2_i2	lrsam1	scaffold_389	-2.517013514	0.319751474	Ovary_mean	female	0.0441	0.0544	1.2337	G46
TRINITY_DN120998_c0_g3_i4	wdr93	Chr03	-1.049785104	0.423821951	Ovary_mean	female	0.0734	0.1048	1.4283	G46
TRINITY_DN121021_c0_g3_i1	fhl5	Chr05	-2.245571166	0.548395512	Ovary_mean	female	0.1119	0.2038	1.8209	G46
TRINITY_DN121031_c1_g3_i1	NA	NA	-2.42093783	0.48121916	Ovary_mean	female	0.028	0.0297	1.061	G46
TRINITY_DN121039_c3_g3_i4	NA	NA	-1.03894595	0.48401416	Ovary_mean	female	0.058	0.084	1.4481	G46
TRINITY_DN121040_c0_g3_i2	cbln4	Chr10	-3.170744271	0.832265376	Ovary_mean	female	0.0681	0.074	1.0853	G46
TRINITY_DN121064_c0_g1_i5	NA	NA	-2.892602975	0.310241102	Ovary_mean	female	0.0851	0.1078	1.2658	G46
TRINITY_DN121071_c0_g1_i4	NA	NA	-8.322512557	0.843946808	Ovary_mean	female	0.0735	0.1288	1.7517	G46
TRINITY_DN121090_c0_g1_i1	NA	NA	-1.501288815	0.64401969	Brain_mean	female	0.0164	0.0186	1.1345	G46
TRINITY_DN121091_c0_g1_i3	NA	NA	-3.063995618	0.557558995	Ovary_mean	female	0.1553	0.1837	1.1823	G46
TRINITY_DN121128_c0_g1_i1	NA	NA	-1.044436301	0.516622006	Ovary_mean	female	0.0247	0.0309	1.2504	G46
TRINITY_DN121132_c2_g1_i5	NA	NA	-2.207671442	0.767389667	Ovary_mean	female	0.0979	0.1921	1.9622	G46
TRINITY_DN121149_c0_g1_i1	NA	NA	-1.824884381	0.488809034	Ovary_mean	female	0.1493	0.2582	1.7288	G46
TRINITY_DN121197_c0_g1_i2	foxp1	Chr04	-1.450359736	0.472136871	Ovary_mean	female	0.0201	0.022	1.0955	G46
TRINITY_DN121214_c0_g2_i1	LOC100494861-like	Chr07	-3.271237051	0.580609983	Ovary_mean	female	0.0899	0.1714	1.9063	G46
TRINITY_DN121222_c0_g1_i2	NA	NA	-1.555132035	0.418734333	Ovary_mean	female	0.1019	0.1844	1.8102	G46
TRINITY_DN121284_c0_g1_i2	NA	NA	-3.974171359	0.757325782	Ovary_mean	female	0.0618	0.1094	1.7707	G46
TRINITY_DN121355_c0_g1_i4	NA	NA	-9.518582627	0.868801809	Ovary_mean	female	0.1721	0.2608	1.5154	G46
TRINITY_DN121372_c0_g1_i4	NA	NA	-1.172857705	0.466569251	Ovary_mean	female	0.1332	0.1346	1.0106	G46
TRINITY_DN121378_c0_g1_i1	NA	NA	-2.865843079	0.510172256	Ovary_mean	female	0.1616	0.2708	1.6756	G46
TRINITY_DN121416_c0_g1_i2	nek2-like.2	Chr08	-1.5742293	0.444509516	Ovary_mean	female	0.0609	0.088	1.4444	G46
TRINITY_DN121419_c0_g1_i2	gpm6a	Chr01	-3.483734877	0.589808335	Ovary_mean	female	0.1311	0.1754	1.3381	G46
TRINITY_DN121452_c0_g1_i3	NA	NA	-2.464828867	0.493319296	Ovary_mean	female	0.2078	0.3096	1.4899	G46
TRINITY_DN121465_c4_g2_i1	NA	NA	-3.046376036	0.855974894	Testis_mean	female	0.1415	0.2426	1.7147	G46
TRINITY_DN121480_c0_g1_i2	prr15	Chr06	-1.236385452	0.489968939	Ovary_mean	female	0.065	0.0804	1.238	G46
TRINITY_DN121481_c0_g2_i1	NA	NA	-1.487739548	0.812381593	Brain_mean	female	0.0419	0.0683	1.6288	G46
TRINITY_DN121485_c0_g1_i1	NA	NA	-1.067771586	0.347944479	Ovary_mean	female	0.1292	0.2111	1.6341	G46
TRINITY_DN121549_c0_g1_i2	NA	NA	-2.17154966	0.590801454	Ovary_mean	female	0.0914	0.1367	1.4956	G46
TRINITY_DN121554_c1_g10_i1	ap3s1	Chr01	-4.020864071	0.718149883	Ovary_mean	female	0.0757	0.1513	1.9999	G46
TRINITY_DN121564_c0_g1_i2	txnl4b	Chr02	-1.244677753	0.592131897	Ovary_mean	female	0.0274	0.0329	1.2029	G46
TRINITY_DN121615_c0_g1_i1	LOC100497120-like	Chr02	-3.003759875	0.551282233	Ovary_mean	female	0.1038	0.1607	1.5481	G46
TRINITY_DN121680_c0_g1_i1	NA	NA	-1.623734031	0.71701377	Brain_mean	female	0.0494	0.0682	1.3808	G46
TRINITY_DN121715_c0_g1_i1	NA	NA	-1.084808344	0.359788933	Ovary_mean	female	0.0336	0.0394	1.1734	G46
TRINITY_DN121726_c0_g1_i1	eefsec	Chr04	-1.466583911	0.410517346	Ovary_mean	female	0.1172	0.2032	1.7337	G46
TRINITY_DN121728_c2_g2_i3	Xetrov90019333m	Chr07	-2.932248779	0.422473208	Ovary_mean	female	0.0217	0.0338	1.5594	G46
TRINITY_DN121771_c0_g1_i1	NA	NA	-1.013360432	0.466828068	Ovary_mean	female	0.0666	0.0806	1.2102	G46
TRINITY_DN121787_c0_g1_i1	NA	NA	-2.743928365	0.613526658	Ovary_mean	female	0.0403	0.0503	1.248	G46
TRINITY_DN121820_c0_g1_i2	NA	NA	-1.894693437	0.573146234	Ovary_mean	female	0.1629	0.3087	1.8946	G46
TRINITY_DN121823_c0_g1_i2	NA	NA	-1.962206507	0.591276153	Ovary_mean	female	0.1291	0.2095	1.6224	G46
TRINITY_DN121870_c0_g1_i1	fibp	Chr04	-1.001647419	0.310334368	Ovary_mean	female	0.0321	0.0372	1.16	G46
TRINITY_DN121888_c0_g2_i1	NA	NA	-2.07505699	0.511359896	Ovary_mean	female	0.0082	0.0103	1.2612	G46
TRINITY_DN121889_c0_g2_i1	NA	NA	-1.696086827	0.626073867	Ovary_mean	female	0.1263	0.1979	1.5665	G46
TRINITY_DN121931_c0_g1_i1	NA	NA	-3.030071008	0.656780336	Ovary_mean	female	0.0786	0.1563	1.9893	G46
TRINITY_DN121944_c0_g4_i1	NA	NA	-1.095314117	0.422466945	Ovary_mean	female	0.0894	0.1458	1.6301	G46
TRINITY_DN121956_c0_g1_i6	NA	NA	-2.688899482	0.452406344	Ovary_mean	female	0.0445	0.0565	1.2701	G46
TRINITY_DN121973_c0_g1_i2	katna1	Chr05	-3.414786356	0.623110889	Ovary_mean	female	0.0256	0.0394	1.539	G46
TRINITY_DN121981_c0_g1_i2	NA	NA	-1.650133906	0.575157794	Ovary_mean	female	0.0322	0.0502	1.5588	G46
TRINITY_DN122117_c0_g3_i3	NA	NA	-1.528403779	0.4695955	Ovary_mean	female	0.0801	0.1084	1.3541	G46
TRINITY_DN122125_c0_g1_i2	NA	NA	-3.017679711	0.64741183	Ovary_mean	female	0.1043	0.1093	1.0476	G46
TRINITY_DN122130_c0_g1_i3	NA	NA	-1.369893121	0.212353359	Testis_mean	female	0.0131	0.0102	0.7783	G46
TRINITY_DN122144_c0_g2_i1	NA	NA	-1.253279071	0.520961826	Ovary_mean	female	0.0509	0.0995	1.9545	G46
TRINITY_DN122146_c0_g9_i1	kiaa0196	Chr06	-1.971308623	0.440195396	Ovary_mean	female	0.0397	0.073	1.8384	G46
TRINITY_DN122173_c0_g1_i1	NA	NA	-2.626543943	0.546570931	Ovary_mean	female	0.0349	0.0564	1.6168	G46
TRINITY_DN122199_c0_g1_i2	NA	NA	-1.257146808	0.50470089	Ovary_mean	female	0.0683	0.1032	1.5103	G46
TRINITY_DN122213_c2_g5_i1	NA	NA	-1.448654244	0.519192738	Ovary_mean	female	0.0184	0.0348	1.8943	G46
TRINITY_DN122218_c0_g2_i1	NA	NA	-1.64301326	0.309665228	Ovary_mean	female	0.0425	0.0554	1.3031	G46
TRINITY_DN122225_c0_g1_i5	NA	NA	-2.23670306	0.473373709	Ovary_mean	female	0.0657	0.1303	1.9828	G46
TRINITY_DN122229_c0_g1_i1	NA	NA	-1.633904845	0.401513388	Ovary_mean	female	0.074	0.112	1.5126	G46
TRINITY_DN122245_c0_g1_i1	LOC100490653	Chr07	-4.250962631	0.576031077	Ovary_mean	female	0.0153	0.0168	1.103	G46
TRINITY_DN122308_c0_g2_i4	NA	NA	-1.213854913	0.524139855	Ovary_mean	female	0.0654	0.1121	1.7139	G46
TRINITY_DN122371_c0_g1_i1	spop	Chr10	-2.159968041	0.355324287	Ovary_mean	female	0.054	0.0991	1.8361	G46
TRINITY_DN122373_c0_g1_i2	NA	NA	-3.568141938	0.628747211	Brain_mean	female	0.136	0.1352	0.9938	G46
TRINITY_DN122374_c1_g5_i1	NA	NA	-1.550916607	0.443630173	Ovary_mean	female	0.0872	0.1467	1.6824	G46
TRINITY_DN122399_c0_g1_i2	NA	NA	-1.690325264	0.445297057	Ovary_mean	female	0.0657	0.0826	1.2575	G46
TRINITY_DN122414_c0_g1_i3	NA	NA	-2.829849402	0.668565311	Ovary_mean	female	0.0535	0.075	1.403	G46
TRINITY_DN122420_c1_g1_i3	NA	NA	-1.047747502	0.375404855	Ovary_mean	female	0.0879	0.1328	1.5098	G46
TRINITY_DN122435_c0_g1_i2	NA	NA	-2.534925097	0.635152583	Ovary_mean	female	0.0633	0.0945	1.4918	G46
TRINITY_DN122453_c4_g2_i1	NA	NA	-2.828986472	0.467525709	Ovary_mean	female	0.0812	0.1071	1.3197	G46
TRINITY_DN122463_c7_g3_i2	NA	NA	-1.860484974	0.58488018	Ovary_mean	female	0.135	0.2418	1.7906	G46
TRINITY_DN122469_c0_g1_i1	LOC101733132	Chr03	-2.39409498	0.463860683	Ovary_mean	female	0.0655	0.1024	1.5622	G46
TRINITY_DN122501_c0_g1_i2	NA	NA	-1.403089248	0.571821446	Ovary_mean	female	0.0835	0.1014	1.2137	G46
TRINITY_DN122562_c0_g1_i2	NA	NA	-1.536372611	0.638499578	Ovary_mean	female	0.1617	0.2265	1.4003	G46
TRINITY_DN122587_c0_g2_i1	NA	NA	-1.279423209	0.3154127	Ovary_mean	female	0.0605	0.1087	1.7969	G46
TRINITY_DN122590_c2_g1_i1	trmt11-like	Chr05	-1.283147634	0.537911769	Ovary_mean	female	0.0554	0.0624	1.126	G46
TRINITY_DN122604_c0_g1_i1	nipal4	Chr03	-2.849617832	0.503557631	Ovary_mean	female	0.2196	0.3346	1.5235	G46
TRINITY_DN122613_c0_g1_i3	NA	NA	-1.520833045	0.407206546	Ovary_mean	female	0.1074	0.1244	1.158	G46
TRINITY_DN122615_c0_g2_i1	ntrk2	Chr01	-1.261502969	0.639075179	Brain_mean	female	0.0959	0.1129	1.1772	G46
TRINITY_DN122628_c3_g3_i1	dnajb2	Chr09	-1.143827285	0.468963811	Ovary_mean	female	0.0369	0.063	1.705	G46
TRINITY_DN122657_c4_g1_i1	LOC100489930	Chr02	-1.746696431	0.515901782	Ovary_mean	female	0.11	0.1752	1.5922	G46
TRINITY_DN122708_c1_g6_i3	NA	NA	-2.303812183	0.558285383	Ovary_mean	female	0.2613	0.4739	1.8135	G46
TRINITY_DN122714_c15_g1_i1	neil3	Chr01	-1.086750625	0.36235471	Ovary_mean	female	0.0355	0.0521	1.4684	G46
TRINITY_DN122727_c0_g1_i1	NA	NA	-1.328213305	0.699857904	Ovary_mean	female	0.1285	0.2412	1.8777	G46
TRINITY_DN122731_c0_g2_i1	NA	NA	-1.337505353	0.416242538	Ovary_mean	female	0.0692	0.1185	1.7119	G46
TRINITY_DN122749_c0_g1_i3	NA	NA	-3.539211815	0.391105371	Ovary_mean	female	0.0633	0.0999	1.5775	G46
TRINITY_DN122768_c0_g1_i2	NA	NA	-2.839811003	0.49716503	Brain_mean	female	0.0078	0.0077	0.9926	G46
TRINITY_DN122851_c0_g2_i1	NA	NA	-1.388638535	0.514410923	Ovary_mean	female	0.003	0.003	1.0022	G46
TRINITY_DN122865_c0_g1_i1	f2rl3	Chr01	-1.824179865	0.405898852	Ovary_mean	female	0.0132	0.0154	1.169	G46
TRINITY_DN122895_c0_g1_i2	atp6v1g2	Chr08	-1.608729399	0.566370597	Ovary_mean	female	0.0942	0.122	1.2958	G46
TRINITY_DN122919_c1_g3_i3	cd36	Chr03	-4.891035187	0.698901632	Testis_mean	female	0.2328	0.3941	1.6933	G46
TRINITY_DN122956_c5_g2_i1	atg4a	Chr08	-3.024535677	0.581014116	Ovary_mean	female	0.1057	0.157	1.4845	G46
TRINITY_DN122965_c0_g2_i3	NA	NA	-1.100889734	0.475487842	Ovary_mean	female	0.0566	0.1061	1.8746	G46
TRINITY_DN122985_c0_g1_i4	kissr2	Chr04	-1.437345622	0.374153156	Ovary_mean	female	0.1344	0.2273	1.6914	G46
TRINITY_DN122996_c0_g5_i1	NA	NA	-1.036638835	0.390644628	Ovary_mean	female	0.0833	0.1302	1.5625	G46
TRINITY_DN123034_c0_g1_i1	NA	NA	-2.312895156	0.56044083	Ovary_mean	female	0.1239	0.2248	1.8145	G46
TRINITY_DN123115_c0_g1_i2	NA	NA	-1.174395024	0.385415731	Ovary_mean	female	0.0393	0.0494	1.2565	G46
TRINITY_DN123123_c2_g1_i6	NA	NA	-2.336792008	0.642184563	Ovary_mean	female	0.1616	0.224	1.3862	G46
TRINITY_DN123134_c0_g1_i8	NA	NA	-1.992558161	0.502492995	Ovary_mean	female	0.0307	0.0361	1.1727	G46
TRINITY_DN123147_c0_g1_i1	ddx20	Chr02	-12.62014153	0.920710154	Ovary_mean	female	0.1514	0.29	1.9156	G46
TRINITY_DN123168_c0_g1_i1	NA	NA	-3.036105036	0.571833543	Ovary_mean	female	0.0985	0.1854	1.883	G46
TRINITY_DN123183_c0_g1_i1	NA	NA	-3.29708741	0.730081704	Ovary_mean	female	0.1363	0.2473	1.8141	G46
TRINITY_DN123189_c2_g7_i4	Xetrov90022255m	Chr08	-1.348981747	0.411018252	Ovary_mean	female	0.0466	0.082	1.7585	G46
TRINITY_DN123193_c0_g2_i5	NA	NA	-1.20435418	0.276390075	Ovary_mean	female	0.0744	0.1221	1.6402	G46
TRINITY_DN123204_c5_g4_i1	NA	NA	-1.382492793	0.479189198	Ovary_mean	female	0.0111	0.0104	0.9337	G46
TRINITY_DN123229_c1_g2_i1	NA	NA	-1.958507462	0.562985267	Ovary_mean	female	0.0406	0.0602	1.4831	G46
TRINITY_DN123263_c0_g1_i4	LOC101733792	Chr05	-1.329280021	0.373991292	Ovary_mean	female	0.0487	0.0838	1.7232	G46
TRINITY_DN123296_c1_g1_i2	NA	NA	-6.966208663	0.772476373	Testis_mean	female	0.2322	0.308	1.3264	G46
TRINITY_DN123299_c0_g1_i4	NA	NA	-1.465227686	0.506005312	Ovary_mean	female	0.0586	0.1052	1.7962	G46
TRINITY_DN123319_c3_g4_i1	NA	NA	-2.140574891	0.632303929	Ovary_mean	female	0.0191	0.0266	1.3965	G46
TRINITY_DN123320_c0_g3_i7	nat8l	Chr01	-1.257939112	0.588122552	Ovary_mean	female	0.0884	0.1329	1.5038	G46
TRINITY_DN123354_c0_g1_i1	ppp1r21-like	Chr05	-1.868653475	0.67858231	G27_mean	female	0.0531	0.1025	1.9318	G46
TRINITY_DN123361_c0_g1_i1	NA	NA	-1.635210628	0.437081497	Ovary_mean	female	0.1027	0.1833	1.7842	G46
TRINITY_DN123367_c1_g1_i4	NA	NA	-1.691285377	0.457622753	Ovary_mean	female	0.1063	0.1941	1.8255	G46
TRINITY_DN123377_c2_g3_i1	NA	NA	-1.09730244	0.468971202	Ovary_mean	female	0.0192	0.0214	1.1146	G46
TRINITY_DN123418_c0_g1_i3	NA	NA	-2.443260776	0.428413363	Ovary_mean	female	0.033	0.0213	0.6448	G46
TRINITY_DN123442_c0_g2_i1	NA	NA	-1.29247125	0.344845534	Ovary_mean	female	0.0114	0.0117	1.0302	G46
TRINITY_DN123597_c3_g1_i3	NA	NA	-1.371339749	0.630248018	Ovary_mean	female	0.0489	0.0888	1.8157	G46
TRINITY_DN123601_c1_g5_i1	NA	NA	-1.323507976	0.518436463	Ovary_mean	female	0.1627	0.3	1.8434	G46
TRINITY_DN123632_c2_g2_i5	fgf5	Chr01	-1.329054761	0.438401446	Ovary_mean	female	0.1411	0.1518	1.0762	G46
TRINITY_DN123636_c0_g2_i1	NA	NA	-1.289119204	0.72584101	Ovary_mean	female	0.1951	0.3474	1.7808	G46
TRINITY_DN123679_c0_g1_i1	NA	NA	-2.182199691	0.606609664	Ovary_mean	female	0.0568	0.0748	1.3159	G46
TRINITY_DN123696_c0_g1_i1	NA	NA	-12.32770841	0.922233963	Ovary_mean	female	0.1147	0.186	1.6212	G46
TRINITY_DN123704_c2_g3_i1	sema6a	Chr01	-2.464643143	0.638841219	G31_mean	female	0.0993	0.1362	1.371	G46
TRINITY_DN123707_c0_g2_i3	NA	NA	-1.160498423	0.421429296	Ovary_mean	female	0.0735	0.1433	1.9502	G46
TRINITY_DN123710_c0_g1_i1	NA	NA	-5.10662405	0.81074428	Testis_mean	female	0.0959	0.1615	1.684	G46
TRINITY_DN123723_c3_g4_i1	NA	NA	-2.848507228	0.52807124	Ovary_mean	female	0.033	0.0451	1.3685	G46
TRINITY_DN123729_c0_g2_i2	NA	NA	-2.069572675	0.516861736	Ovary_mean	female	0.0893	0.1671	1.8715	G46
TRINITY_DN123770_c0_g1_i3	NA	NA	-1.326620705	0.369250985	Ovary_mean	female	0.1118	0.2126	1.9017	G46
TRINITY_DN123780_c0_g1_i1	NA	NA	-3.007108807	0.666897098	Ovary_mean	female	0.1333	0.1813	1.36	G46
TRINITY_DN123801_c0_g1_i3	NA	NA	-1.709544261	0.733659355	Ovary_mean	female	0.1546	0.2409	1.5586	G46
TRINITY_DN123821_c0_g1_i1	dusp10.1	Chr05	-7.532429203	0.862053946	Ovary_mean	female	0.084	0.1512	1.8005	G46
TRINITY_DN123960_c0_g1_i3	NA	NA	-1.012471325	0.40212584	Ovary_mean	female	0.0132	0.012	0.9131	G46
TRINITY_DN123988_c0_g3_i1	NA	NA	-2.481055007	0.663181059	Brain_mean	female	0.1187	0.1112	0.9364	G46
TRINITY_DN124046_c0_g1_i2	NA	NA	-1.907581536	0.443339606	Ovary_mean	female	0.1262	0.1196	0.9479	G46
TRINITY_DN124083_c0_g1_i2	tsga10	Chr02	-1.068758198	0.42487225	Ovary_mean	female	0.1008	0.1778	1.7629	G46
TRINITY_DN124094_c0_g1_i1	NA	NA	-1.687466975	0.597466484	Ovary_mean	female	0.2497	0.4731	1.8949	G46
TRINITY_DN124109_c1_g1_i1	NA	NA	-2.0011491	0.389123244	Ovary_mean	female	0.0629	0.1058	1.6826	G46
TRINITY_DN124133_c0_g2_i4	ppapdc3	Chr08	-1.928067015	0.610670953	Brain_mean	female	0.0389	0.059	1.5185	G46
TRINITY_DN124133_c1_g1_i1	NA	NA	-1.063134604	0.320628979	Ovary_mean	female	0.052	0.0422	0.8127	G46
TRINITY_DN124176_c0_g2_i1	NA	NA	-1.582430061	0.309248397	Ovary_mean	female	0.045	0.074	1.6426	G46
TRINITY_DN124190_c0_g2_i1	NA	NA	-4.128425519	0.662792271	Ovary_mean	female	0.0702	0.1354	1.9281	G46
TRINITY_DN124220_c0_g1_i2	hebp2	Chr05	-1.757275236	0.531916285	Ovary_mean	female	0.1517	0.1471	0.9697	G46
TRINITY_DN124238_c0_g1_i1	NA	NA	-2.976510317	0.502717686	Ovary_mean	female	0.077	0.13	1.6883	G46
TRINITY_DN124241_c0_g2_i2	dlx3	Chr10	-1.399833671	0.317646985	Ovary_mean	female	0.0651	0.0933	1.4325	G46
TRINITY_DN124265_c0_g1_i2	NA	NA	-3.006335838	0.44021816	Ovary_mean	female	0.1693	0.3089	1.8248	G46
