gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN127287_c0_g1_i2	NA	NA	-1.183826246	0.313687022	Ovary_mean	female	RBH_pair_5761.fa.best.phy	TRINITY_DN127287_c0_g1_i2	0.059	0.0952	1.6127
TRINITY_DN127298_c8_g2_i1	NA	NA	-1.721100724	0.491574206	Ovary_mean	female	RBH_pair_5768.fa.best.phy	TRINITY_DN127298_c8_g2_i1	0.0883	0.1232	1.3953
TRINITY_DN127310_c2_g2_i1	NA	NA	-1.881035319	0.380487267	G46_F_mean	female	RBH_pair_5770.fa.best.phy	TRINITY_DN127310_c2_g2_i1	0.0779	0.0995	1.2766
TRINITY_DN127335_c2_g3_i2	NA	NA	-1.424025404	0.373638367	Ovary_mean	female	RBH_pair_5786.fa.best.phy	TRINITY_DN127335_c2_g3_i2	0.052	0.0911	1.7537
TRINITY_DN127341_c11_g1_i1	NA	NA	-3.446601368	0.696907457	Ovary_mean	female	RBH_pair_5788.fa.best.phy	TRINITY_DN127341_c11_g1_i1	0.0825	0.1434	1.7384
TRINITY_DN127351_c3_g3_i1	NA	NA	-1.564536406	0.523236434	Ovary_mean	female	RBH_pair_5791.fa.best.phy	TRINITY_DN127351_c3_g3_i1	0.1249	0.2495	1.9985
TRINITY_DN127392_c2_g1_i1	NA	NA	-2.067435396	0.581188498	Brain_mean	female	RBH_pair_5807.fa.best.phy	TRINITY_DN127392_c2_g1_i1	0.1006	0.1214	1.2073
TRINITY_DN127401_c0_g1_i1	NA	NA	-1.871377405	0.413778821	Ovary_mean	female	RBH_pair_5814.fa.best.phy	TRINITY_DN127401_c0_g1_i1	0.0118	0.0099	0.8434
TRINITY_DN127409_c0_g1_i4	NA	NA	-3.346508569	0.70738272	Ovary_mean	female	RBH_pair_5815.fa.best.phy	TRINITY_DN127409_c0_g1_i4	0.1149	0.1139	0.9916
TRINITY_DN127422_c1_g2_i2	NA	NA	-1.342621937	0.595322882	Ovary_mean	female	RBH_pair_5823.fa.best.phy	TRINITY_DN127422_c1_g2_i2	0.2329	0.3482	1.4948
TRINITY_DN127429_c1_g3_i4	NA	NA	-1.517548708	0.435858476	Ovary_mean	female	RBH_pair_5827.fa.best.phy	TRINITY_DN127429_c1_g3_i4	0.0204	0.0311	1.5275
TRINITY_DN127432_c1_g4_i2	NA	NA	-1.058911946	0.340958023	Testis_mean	female	RBH_pair_5830.fa.best.phy	TRINITY_DN127432_c1_g4_i2	0.0328	0.0583	1.7789
TRINITY_DN127457_c0_g2_i2	NA	NA	-1.840803789	0.532081214	Ovary_mean	female	RBH_pair_5841.fa.best.phy	TRINITY_DN127457_c0_g2_i2	0.0775	0.1284	1.6572
TRINITY_DN127458_c0_g6_i1	NA	NA	-1.00407167	0.471729184	Ovary_mean	female	RBH_pair_5842.fa.best.phy	TRINITY_DN127458_c0_g6_i1	0.0775	0.1448	1.8674
TRINITY_DN127482_c0_g1_i2	mtmr1	Chr08	-1.02595406	0.521289427	Ovary_mean	female	RBH_pair_5855.fa.best.phy	TRINITY_DN127482_c0_g1_i2	0.0523	0.0843	1.6125
TRINITY_DN127483_c0_g1_i2	NA	NA	-1.081073038	0.423692112	Ovary_mean	female	RBH_pair_5856.fa.best.phy	TRINITY_DN127483_c0_g1_i2	0.0098	0.0129	1.3124
TRINITY_DN127485_c0_g1_i3	NA	NA	-2.495530866	0.546265639	Ovary_mean	female	RBH_pair_5858.fa.best.phy	TRINITY_DN127485_c0_g1_i3	0.0943	0.16	1.6965
TRINITY_DN127491_c0_g1_i1	NA	NA	-3.905759037	0.744610603	Ovary_mean	female	RBH_pair_5861.fa.best.phy	TRINITY_DN127491_c0_g1_i1	0.1424	0.2066	1.4507
TRINITY_DN127499_c0_g1_i1	NA	NA	-2.222900437	0.602272026	Brain_mean	female	RBH_pair_5866.fa.best.phy	TRINITY_DN127499_c0_g1_i1	0.0961	0.1132	1.1778
TRINITY_DN127505_c1_g6_i1	NA	NA	-1.117362269	0.263606667	Testis_mean	female	RBH_pair_5870.fa.best.phy	TRINITY_DN127505_c1_g6_i1	0.0432	0.0796	1.8414
TRINITY_DN127522_c0_g1_i1	NA	NA	-2.128637069	0.486239092	Ovary_mean	female	RBH_pair_5876.fa.best.phy	TRINITY_DN127522_c0_g1_i1	0.0651	0.116	1.7813
TRINITY_DN127522_c1_g6_i2	NA	NA	-1.429119271	0.323467815	Ovary_mean	female	RBH_pair_5877.fa.best.phy	TRINITY_DN127522_c1_g6_i2	0.0618	0.0964	1.5605
TRINITY_DN127570_c3_g1_i2	NA	NA	-1.153828107	0.428575089	Ovary_mean	female	RBH_pair_5901.fa.best.phy	TRINITY_DN127570_c3_g1_i2	0.0307	0.0512	1.6685
TRINITY_DN127576_c0_g1_i5	NA	NA	-3.578745943	0.735558697	Ovary_mean	female	RBH_pair_5906.fa.best.phy	TRINITY_DN127576_c0_g1_i5	0.0727	0.0956	1.315
TRINITY_DN127605_c4_g3_i1	tspan3	Chr03	-1.577873489	0.822274131	Ovary_mean	female	RBH_pair_5912.fa.best.phy	TRINITY_DN127605_c4_g3_i1	0.2732	0.4091	1.4975
TRINITY_DN127611_c0_g3_i1	NA	NA	-1.415353398	0.367104297	Ovary_mean	female	RBH_pair_5917.fa.best.phy	TRINITY_DN127611_c0_g3_i1	0.1319	0.1895	1.436
TRINITY_DN127619_c2_g2_i2	NA	NA	-1.113657238	0.481971934	Ovary_mean	female	RBH_pair_5921.fa.best.phy	TRINITY_DN127619_c2_g2_i2	0.0794	0.1007	1.2684
TRINITY_DN127630_c3_g2_i2	NA	NA	-2.770016026	0.418181336	Ovary_mean	female	RBH_pair_5926.fa.best.phy	TRINITY_DN127630_c3_g2_i2	0.1476	0.2522	1.7087
TRINITY_DN127631_c0_g1_i3	NA	NA	-1.658098775	0.474113472	Ovary_mean	female	RBH_pair_5928.fa.best.phy	TRINITY_DN127631_c0_g1_i3	0.0052	0.0078	1.4934
TRINITY_DN127634_c2_g2_i1	smarca2-like	Chr01	-1.663970398	0.314832157	Ovary_mean	female	RBH_pair_5932.fa.best.phy	TRINITY_DN127634_c2_g2_i1	0.0966	0.1485	1.5364
TRINITY_DN127666_c1_g1_i1	NA	NA	-2.026105732	0.513499052	Ovary_mean	female	RBH_pair_5951.fa.best.phy	TRINITY_DN127666_c1_g1_i1	0.0567	0.0898	1.5838
TRINITY_DN127667_c0_g2_i1	NA	NA	-1.868352278	0.673750104	Ovary_mean	female	RBH_pair_5953.fa.best.phy	TRINITY_DN127667_c0_g2_i1	0.132	0.1899	1.4385
TRINITY_DN127684_c3_g1_i1	pcyt1a	Chr05	-4.212473466	0.842407414	Brain_mean	female	RBH_pair_5962.fa.best.phy	TRINITY_DN127684_c3_g1_i1	0.1902	0.2907	1.5288
TRINITY_DN127706_c0_g1_i2	NA	NA	-1.64044537	0.534533007	Ovary_mean	female	RBH_pair_5972.fa.best.phy	TRINITY_DN127706_c0_g1_i2	0.047	0.0874	1.8584
TRINITY_DN127723_c5_g1_i2	NA	NA	-1.126521556	0.329180128	Brain_mean	female	RBH_pair_5985.fa.best.phy	TRINITY_DN127723_c5_g1_i2	0.0529	0.0661	1.2478
TRINITY_DN127727_c1_g2_i3	dctn4	Chr03	-1.664970514	0.615620121	Ovary_mean	female	RBH_pair_5988.fa.best.phy	TRINITY_DN127727_c1_g2_i3	0.0576	0.103	1.7882
TRINITY_DN127749_c2_g2_i1	LOC100488020	scaffold_124	-1.244455855	0.452360611	Ovary_mean	female	RBH_pair_5998.fa.best.phy	TRINITY_DN127749_c2_g2_i1	0.0655	0.1251	1.9099
TRINITY_DN127756_c0_g2_i2	NA	NA	-2.855464139	0.545588164	Ovary_mean	female	RBH_pair_6003.fa.best.phy	TRINITY_DN127756_c0_g2_i2	0.0516	0.0996	1.9326
TRINITY_DN127766_c5_g2_i1	NA	NA	-1.111284376	0.471339954	Ovary_mean	female	RBH_pair_6005.fa.best.phy	TRINITY_DN127766_c5_g2_i1	0.0641	0.0815	1.272
TRINITY_DN127771_c1_g4_i4	cdkn2b	Chr01	-1.259028217	0.280296999	Ovary_mean	female	RBH_pair_6009.fa.best.phy	TRINITY_DN127771_c1_g4_i4	0.0958	0.1432	1.4941
TRINITY_DN127773_c3_g1_i1	NA	NA	-3.129462774	0.50646269	Ovary_mean	female	RBH_pair_6011.fa.best.phy	TRINITY_DN127773_c3_g1_i1	0.1027	0.1717	1.6725
TRINITY_DN127777_c0_g1_i2	NA	NA	-1.760013636	0.495450127	Brain_mean	female	RBH_pair_6013.fa.best.phy	TRINITY_DN127777_c0_g1_i2	0.0444	0.0693	1.5588
TRINITY_DN127805_c6_g1_i1	NA	NA	-1.503733615	0.24370516	Ovary_mean	female	RBH_pair_6028.fa.best.phy	TRINITY_DN127805_c6_g1_i1	0.2292	0.3769	1.6446
TRINITY_DN127806_c0_g1_i2	NA	NA	-1.765888003	0.359576399	Ovary_mean	female	RBH_pair_6030.fa.best.phy	TRINITY_DN127806_c0_g1_i2	0.0192	0.0293	1.525
TRINITY_DN127810_c3_g1_i3	NA	NA	-1.239091272	0.338169726	Ovary_mean	female	RBH_pair_6032.fa.best.phy	TRINITY_DN127810_c3_g1_i3	0.0672	0.0871	1.2965
TRINITY_DN127810_c6_g3_i2	LOC101734044	Chr01	-1.470549829	0.582079897	Ovary_mean	female	RBH_pair_6033.fa.best.phy	TRINITY_DN127810_c6_g3_i2	0.2208	0.231	1.0464
TRINITY_DN127842_c2_g3_i1	NA	NA	-1.205191637	0.273788269	Ovary_mean	female	RBH_pair_6048.fa.best.phy	TRINITY_DN127842_c2_g3_i1	0.0062	0.0106	1.7128
TRINITY_DN127844_c2_g1_i2	NA	NA	-1.398954998	0.286206609	Ovary_mean	female	RBH_pair_6050.fa.best.phy	TRINITY_DN127844_c2_g1_i2	0.0314	0.0339	1.0825
TRINITY_DN127848_c6_g1_i1	NA	NA	-1.065338436	0.387293914	Ovary_mean	female	RBH_pair_6051.fa.best.phy	TRINITY_DN127848_c6_g1_i1	0.0964	0.1064	1.1028
TRINITY_DN127852_c0_g2_i1	stx5	Chr04	-1.829139851	0.546854034	Ovary_mean	female	RBH_pair_6054.fa.best.phy	TRINITY_DN127852_c0_g2_i1	0.1931	0.2366	1.2253
TRINITY_DN127864_c2_g4_i4	NA	NA	-5.045313569	0.702411059	G46_F_mean	female	RBH_pair_6058.fa.best.phy	TRINITY_DN127864_c2_g4_i4	0.1753	0.3272	1.8663
TRINITY_DN127867_c0_g1_i2	NA	NA	-1.27977129	0.588686577	Ovary_mean	female	RBH_pair_6061.fa.best.phy	TRINITY_DN127867_c0_g1_i2	0.048	0.0936	1.9494
TRINITY_DN127874_c6_g4_i6	NA	NA	-2.087145763	0.614924023	Brain_mean	female	RBH_pair_6065.fa.best.phy	TRINITY_DN127874_c6_g4_i6	0.0311	0.0486	1.5637
TRINITY_DN127876_c3_g2_i2	Xetrov90007040m	Chr03	-1.109201443	0.469071706	Ovary_mean	female	RBH_pair_6066.fa.best.phy	TRINITY_DN127876_c3_g2_i2	0.0466	0.0613	1.3154
TRINITY_DN127880_c5_g2_i8	NA	NA	-1.068576525	0.310275748	G46_F_mean	female	RBH_pair_6070.fa.best.phy	TRINITY_DN127880_c5_g2_i8	0.1283	0.2306	1.7975
TRINITY_DN127890_c0_g1_i1	NA	NA	-1.173884207	0.344926709	Ovary_mean	female	RBH_pair_6075.fa.best.phy	TRINITY_DN127890_c0_g1_i1	0.0734	0.105	1.4315
TRINITY_DN127929_c1_g1_i2	uqcrfs1	Chr04	-4.758407285	0.571023925	Ovary_mean	female	RBH_pair_6093.fa.best.phy	TRINITY_DN127929_c1_g1_i2	0.143	0.2425	1.6955
TRINITY_DN127932_c0_g1_i2	NA	NA	-1.635396964	0.401084797	Ovary_mean	female	RBH_pair_6097.fa.best.phy	TRINITY_DN127932_c0_g1_i2	0.0537	0.0811	1.5118
TRINITY_DN127965_c2_g2_i1	NA	NA	-2.007644109	0.491604979	Ovary_mean	female	RBH_pair_6121.fa.best.phy	TRINITY_DN127965_c2_g2_i1	0.0667	0.0762	1.1432
TRINITY_DN127988_c3_g3_i1	NA	NA	-1.454274341	0.302754772	Ovary_mean	female	RBH_pair_6129.fa.best.phy	TRINITY_DN127988_c3_g3_i1	0.0083	0.0095	1.1446
TRINITY_DN127991_c0_g1_i2	e2f6	Chr05	-1.220356149	0.507743385	Ovary_mean	female	RBH_pair_6132.fa.best.phy	TRINITY_DN127991_c0_g1_i2	0.0107	0.0107	1.0019
TRINITY_DN128016_c3_g2_i5	Xetrov90014462m	Chr05	-1.849372646	0.521270564	Ovary_mean	female	RBH_pair_6145.fa.best.phy	TRINITY_DN128016_c3_g2_i5	0.0478	0.0644	1.346
TRINITY_DN128018_c0_g5_i1	NA	NA	-1.165727463	0.410663099	Ovary_mean	female	RBH_pair_6148.fa.best.phy	TRINITY_DN128018_c0_g5_i1	0.1688	0.2597	1.5384
TRINITY_DN128032_c3_g1_i2	gab2	Chr02	-1.164264454	0.453569319	Ovary_mean	female	RBH_pair_6151.fa.best.phy	TRINITY_DN128032_c3_g1_i2	0.0675	0.1288	1.9078
TRINITY_DN128038_c3_g1_i6	lrp2bp	Chr01	-2.65643457	0.362747357	Ovary_mean	female	RBH_pair_6154.fa.best.phy	TRINITY_DN128038_c3_g1_i6	0.0895	0.1242	1.3879
TRINITY_DN128042_c2_g1_i1	limk2	Chr01	-3.148552052	0.48101582	Ovary_mean	female	RBH_pair_6159.fa.best.phy	TRINITY_DN128042_c2_g1_i1	0.0333	0.0516	1.547
TRINITY_DN128058_c4_g3_i2	NA	NA	-2.09703357	0.639725145	Brain_mean	female	RBH_pair_6168.fa.best.phy	TRINITY_DN128058_c4_g3_i2	0.02	0.029	1.449
TRINITY_DN128061_c1_g3_i7	dak	Chr04	-1.331159151	0.484705887	Ovary_mean	female	RBH_pair_6169.fa.best.phy	TRINITY_DN128061_c1_g3_i7	0.0584	0.0741	1.268
TRINITY_DN128099_c4_g2_i2	NA	NA	-4.503384249	0.711309352	Ovary_mean	female	RBH_pair_6189.fa.best.phy	TRINITY_DN128099_c4_g2_i2	0.1	0.158	1.5798
TRINITY_DN128101_c3_g2_i1	NA	NA	-1.260109704	0.210383359	Ovary_mean	female	RBH_pair_6192.fa.best.phy	TRINITY_DN128101_c3_g2_i1	0.0119	0.0119	0.9966
TRINITY_DN128113_c3_g3_i1	NA	NA	-1.623425365	0.510374515	Ovary_mean	female	RBH_pair_6197.fa.best.phy	TRINITY_DN128113_c3_g3_i1	0.0197	0.0173	0.8787
TRINITY_DN128135_c2_g5_i1	NA	NA	-1.221092726	0.408357691	Ovary_mean	female	RBH_pair_6210.fa.best.phy	TRINITY_DN128135_c2_g5_i1	0.047	0.0482	1.0266
TRINITY_DN128145_c0_g1_i3	NA	NA	-1.672773994	0.399123759	Ovary_mean	female	RBH_pair_6217.fa.best.phy	TRINITY_DN128145_c0_g1_i3	0.1026	0.1429	1.3922
TRINITY_DN128154_c0_g1_i1	NA	NA	-2.282366205	0.518675208	Ovary_mean	female	RBH_pair_6222.fa.best.phy	TRINITY_DN128154_c0_g1_i1	0.0901	0.1431	1.5885
TRINITY_DN128167_c5_g7_i4	NA	NA	-2.683327423	0.569452831	Ovary_mean	female	RBH_pair_6232.fa.best.phy	TRINITY_DN128167_c5_g7_i4	0.1067	0.2127	1.9934
TRINITY_DN128182_c0_g2_i4	pmp2	Chr06	-2.294511475	0.60671081	Ovary_mean	female	RBH_pair_6241.fa.best.phy	TRINITY_DN128182_c0_g2_i4	0.1506	0.2485	1.6498
TRINITY_DN128185_c0_g1_i9	NA	NA	-2.579869785	0.472857015	Ovary_mean	female	RBH_pair_6242.fa.best.phy	TRINITY_DN128185_c0_g1_i9	0.1236	0.1631	1.3195
TRINITY_DN128224_c1_g1_i2	NA	NA	-1.261197942	0.315394347	Ovary_mean	female	RBH_pair_6266.fa.best.phy	TRINITY_DN128224_c1_g1_i2	0.0917	0.1565	1.7075
TRINITY_DN128225_c1_g1_i1	f2	Chr04	-2.429404013	0.745987904	Ovary_mean	female	RBH_pair_6267.fa.best.phy	TRINITY_DN128225_c1_g1_i1	0.0114	0.0109	0.9524
TRINITY_DN128247_c5_g9_i3	NA	NA	-3.170760706	0.45550341	Ovary_mean	female	RBH_pair_6276.fa.best.phy	TRINITY_DN128247_c5_g9_i3	0.1751	0.2781	1.5883
TRINITY_DN128259_c0_g1_i1	jup	Chr10	-4.02183781	0.708799919	Ovary_mean	female	RBH_pair_6282.fa.best.phy	TRINITY_DN128259_c0_g1_i1	0.1485	0.2303	1.5511
TRINITY_DN128268_c2_g2_i1	NA	NA	-2.949852964	0.613903401	Ovary_mean	female	RBH_pair_6286.fa.best.phy	TRINITY_DN128268_c2_g2_i1	0.0128	0.0179	1.4028
TRINITY_DN128272_c3_g3_i1	mlnr	Chr02	-1.725361706	0.477743542	Ovary_mean	female	RBH_pair_6287.fa.best.phy	TRINITY_DN128272_c3_g3_i1	0.1189	0.217	1.8253
TRINITY_DN128274_c4_g1_i4	NA	NA	-2.311030025	0.506283457	Ovary_mean	female	RBH_pair_6291.fa.best.phy	TRINITY_DN128274_c4_g1_i4	0.0976	0.1359	1.3925
TRINITY_DN128276_c0_g1_i2	focad	Chr01	-2.444192101	0.584486166	Ovary_mean	female	RBH_pair_6292.fa.best.phy	TRINITY_DN128276_c0_g1_i2	0.0297	0.0452	1.5245
TRINITY_DN128282_c6_g2_i1	NA	NA	-3.64396096	0.656215739	Ovary_mean	female	RBH_pair_6295.fa.best.phy	TRINITY_DN128282_c6_g2_i1	0.0719	0.1069	1.4862
TRINITY_DN128285_c6_g3_i4	spint2	Chr08	-2.651003644	0.453501049	Ovary_mean	female	RBH_pair_6297.fa.best.phy	TRINITY_DN128285_c6_g3_i4	0.0505	0.0889	1.76
TRINITY_DN128313_c7_g1_i2	lrrc57	Chr08	-2.755954547	0.754685847	Ovary_mean	female	RBH_pair_6308.fa.best.phy	TRINITY_DN128313_c7_g1_i2	0.1104	0.1744	1.5794
TRINITY_DN128320_c1_g2_i2	NA	NA	-1.151390766	0.286703394	Ovary_mean	female	RBH_pair_6314.fa.best.phy	TRINITY_DN128320_c1_g2_i2	0.0127	0.0207	1.6351
TRINITY_DN128322_c0_g6_i10	NA	NA	-1.868129239	0.692304099	Ovary_mean	female	RBH_pair_6316.fa.best.phy	TRINITY_DN128322_c0_g6_i10	0.1315	0.2149	1.6339
TRINITY_DN128348_c7_g1_i1	mib1	Chr06	-1.84805531	0.406494934	Ovary_mean	female	RBH_pair_6327.fa.best.phy	TRINITY_DN128348_c7_g1_i1	0.08	0.1145	1.4325
TRINITY_DN128356_c6_g1_i1	NA	NA	-2.552091319	0.67623024	Brain_mean	female	RBH_pair_6330.fa.best.phy	TRINITY_DN128356_c6_g1_i1	0.0581	0.0768	1.3215
TRINITY_DN128390_c3_g1_i1	tmem19	Chr03	-1.287637078	0.4581437	Ovary_mean	female	RBH_pair_6348.fa.best.phy	TRINITY_DN128390_c3_g1_i1	0.1535	0.2467	1.6074
TRINITY_DN128408_c3_g7_i3	NA	NA	-2.329064393	0.40569598	Ovary_mean	female	RBH_pair_6361.fa.best.phy	TRINITY_DN128408_c3_g7_i3	0.1106	0.1981	1.7915
TRINITY_DN128419_c0_g2_i2	NA	NA	-1.790330344	0.37292879	Ovary_mean	female	RBH_pair_6368.fa.best.phy	TRINITY_DN128419_c0_g2_i2	0.0384	0.0703	1.8314
TRINITY_DN128427_c0_g2_i2	NA	NA	-2.587128091	0.619739555	Ovary_mean	female	RBH_pair_6375.fa.best.phy	TRINITY_DN128427_c0_g2_i2	0.07	0.1127	1.6099
TRINITY_DN128428_c0_g3_i2	NA	NA	-1.190811399	0.680459585	Ovary_mean	female	RBH_pair_6376.fa.best.phy	TRINITY_DN128428_c0_g3_i2	0.2434	0.3636	1.4938
TRINITY_DN128429_c0_g1_i1	NA	NA	-1.322250253	0.577292123	Ovary_mean	female	RBH_pair_6377.fa.best.phy	TRINITY_DN128429_c0_g1_i1	0.0417	0.0776	1.8587
TRINITY_DN128442_c2_g3_i1	dnajc25	Chr01	-1.233910957	0.26117979	Ovary_mean	female	RBH_pair_6387.fa.best.phy	TRINITY_DN128442_c2_g3_i1	0.0117	0.0152	1.2928
TRINITY_DN128450_c0_g1_i7	NA	NA	-1.362331459	0.61852448	Ovary_mean	female	RBH_pair_6390.fa.best.phy	TRINITY_DN128450_c0_g1_i7	0.0621	0.0782	1.2584
TRINITY_DN128466_c0_g1_i1	NA	NA	-2.803642821	0.604698978	Ovary_mean	female	RBH_pair_6396.fa.best.phy	TRINITY_DN128466_c0_g1_i1	0.1246	0.2192	1.7596
TRINITY_DN128505_c1_g1_i4	NA	NA	-2.073496015	0.27362834	Ovary_mean	female	RBH_pair_6411.fa.best.phy	TRINITY_DN128505_c1_g1_i4	0.0616	0.098	1.5918
TRINITY_DN128544_c0_g2_i1	NA	NA	-2.111358255	0.457463419	Ovary_mean	female	RBH_pair_6428.fa.best.phy	TRINITY_DN128544_c0_g2_i1	0.0277	0.0501	1.8092
TRINITY_DN128560_c0_g1_i1	NA	NA	-2.192880405	0.571830762	Ovary_mean	female	RBH_pair_6434.fa.best.phy	TRINITY_DN128560_c0_g1_i1	0.1552	0.2573	1.6574
TRINITY_DN128579_c0_g1_i4	NA	NA	-1.444282672	0.380009622	Ovary_mean	female	RBH_pair_6439.fa.best.phy	TRINITY_DN128579_c0_g1_i4	0.1103	0.1484	1.3459
TRINITY_DN128626_c1_g1_i3	dhdh-like.2	Chr07	-1.264843469	0.320648091	Ovary_mean	female	RBH_pair_6465.fa.best.phy	TRINITY_DN128626_c1_g1_i3	0.0452	0.0687	1.5196
TRINITY_DN128627_c3_g3_i1	NA	NA	-1.791087828	0.411563316	Ovary_mean	female	RBH_pair_6467.fa.best.phy	TRINITY_DN128627_c3_g3_i1	0.0197	0.0303	1.5403
TRINITY_DN128639_c1_g2_i3	NA	NA	-1.970357311	0.464980043	Ovary_mean	female	RBH_pair_6473.fa.best.phy	TRINITY_DN128639_c1_g2_i3	0.0832	0.1594	1.9164
TRINITY_DN128650_c0_g2_i1	NA	NA	-1.172247545	0.29544629	Brain_mean	female	RBH_pair_6482.fa.best.phy	TRINITY_DN128650_c0_g2_i1	0.063	0.0957	1.5185
TRINITY_DN128652_c2_g1_i3	cacna1a-like	Chr03	-1.398267698	0.443836448	Ovary_mean	female	RBH_pair_6484.fa.best.phy	TRINITY_DN128652_c2_g1_i3	0.006	0.0089	1.4652
TRINITY_DN128664_c0_g3_i1	NA	NA	-1.19521255	0.41591797	Ovary_mean	female	RBH_pair_6492.fa.best.phy	TRINITY_DN128664_c0_g3_i1	0.0634	0.1223	1.9308
TRINITY_DN128684_c3_g2_i2	NA	NA	-1.051026657	0.571785268	Ovary_mean	female	RBH_pair_6500.fa.best.phy	TRINITY_DN128684_c3_g2_i2	0.0613	0.1065	1.7357
TRINITY_DN128686_c3_g1_i1	LOC101733469	Chr09	-1.460963624	0.276052136	Ovary_mean	female	RBH_pair_6501.fa.best.phy	TRINITY_DN128686_c3_g1_i1	0.001	0.002	1.9527
TRINITY_DN128703_c7_g2_i2	NA	NA	-1.154964042	0.443615144	Ovary_mean	female	RBH_pair_6512.fa.best.phy	TRINITY_DN128703_c7_g2_i2	0.045	0.09	1.9992
TRINITY_DN128751_c0_g2_i1	NA	NA	-1.450101945	0.253416906	Ovary_mean	female	RBH_pair_6536.fa.best.phy	TRINITY_DN128751_c0_g2_i1	0.0487	0.0699	1.4362
TRINITY_DN128755_c0_g2_i5	NA	NA	-1.670422601	0.493311125	Ovary_mean	female	RBH_pair_6539.fa.best.phy	TRINITY_DN128755_c0_g2_i5	0.0682	0.1326	1.9432
TRINITY_DN128761_c2_g4_i2	NA	NA	-1.186281015	0.513911888	Ovary_mean	female	RBH_pair_6541.fa.best.phy	TRINITY_DN128761_c2_g4_i2	0.0538	0.0745	1.384
TRINITY_DN128768_c2_g2_i3	NA	NA	-1.047644493	0.165067615	Ovary_mean	female	RBH_pair_6546.fa.best.phy	TRINITY_DN128768_c2_g2_i3	0.0977	0.0604	0.6182
TRINITY_DN128790_c6_g2_i1	NA	NA	-1.158538289	0.310400214	Ovary_mean	female	RBH_pair_6555.fa.best.phy	TRINITY_DN128790_c6_g2_i1	0.0991	0.1222	1.2327
TRINITY_DN128790_c6_g6_i5	NA	NA	-1.309975442	0.371422168	Ovary_mean	female	RBH_pair_6556.fa.best.phy	TRINITY_DN128790_c6_g6_i5	0.0538	0.0573	1.0649
TRINITY_DN128804_c0_g1_i2	sepp1-like	Chr04	-2.384432	0.626083194	Brain_mean	female	RBH_pair_6564.fa.best.phy	TRINITY_DN128804_c0_g1_i2	0.0415	0.0645	1.5529
TRINITY_DN128829_c2_g1_i2	NA	NA	-1.187269421	0.283653485	Ovary_mean	female	RBH_pair_6576.fa.best.phy	TRINITY_DN128829_c2_g1_i2	0.1028	0.1732	1.684
TRINITY_DN128838_c0_g1_i1	NA	NA	-1.997260894	0.792592626	Ovary_mean	female	RBH_pair_6582.fa.best.phy	TRINITY_DN128838_c0_g1_i1	0.0985	0.1463	1.4859
TRINITY_DN128850_c0_g1_i4	Xetrov90018454m	Chr07	-1.003513086	0.227438296	Ovary_mean	female	RBH_pair_6591.fa.best.phy	TRINITY_DN128850_c0_g1_i4	0.2333	0.2767	1.1856
TRINITY_DN128858_c0_g1_i1	NA	NA	-1.71204528	0.494844724	Ovary_mean	female	RBH_pair_6594.fa.best.phy	TRINITY_DN128858_c0_g1_i1	0.0452	0.0675	1.494
TRINITY_DN128880_c4_g1_i2	NA	NA	-1.421291314	0.41961078	Ovary_mean	female	RBH_pair_6598.fa.best.phy	TRINITY_DN128880_c4_g1_i2	0.1042	0.2052	1.9698
TRINITY_DN128898_c3_g5_i2	gca	Chr09	-2.047840542	0.658377092	Ovary_mean	female	RBH_pair_6610.fa.best.phy	TRINITY_DN128898_c3_g5_i2	0.1536	0.2006	1.3057
TRINITY_DN128899_c4_g1_i2	NA	NA	-2.107413875	0.519157489	Ovary_mean	female	RBH_pair_6611.fa.best.phy	TRINITY_DN128899_c4_g1_i2	0.0489	0.0879	1.7958
TRINITY_DN128913_c0_g2_i1	NA	NA	-2.255252782	0.356028317	Ovary_mean	female	RBH_pair_6619.fa.best.phy	TRINITY_DN128913_c0_g2_i1	0.0308	0.0459	1.4895
TRINITY_DN128960_c2_g2_i7	NA	NA	-1.595150449	0.539655695	Brain_mean	female	RBH_pair_6642.fa.best.phy	TRINITY_DN128960_c2_g2_i7	0.0432	0.0515	1.192
TRINITY_DN128965_c5_g2_i1	NA	NA	-3.00349425	0.548482878	Ovary_mean	female	RBH_pair_6644.fa.best.phy	TRINITY_DN128965_c5_g2_i1	0.1958	0.2952	1.5075
TRINITY_DN128972_c3_g1_i2	NA	NA	-2.082605197	0.601645944	Ovary_mean	female	RBH_pair_6647.fa.best.phy	TRINITY_DN128972_c3_g1_i2	0.0249	0.046	1.8476
TRINITY_DN128991_c5_g5_i3	NA	NA	-1.520223749	0.367664804	Ovary_mean	female	RBH_pair_6661.fa.best.phy	TRINITY_DN128991_c5_g5_i3	0.085	0.1264	1.488
TRINITY_DN128994_c2_g4_i1	NA	NA	-1.763980941	0.338779259	Ovary_mean	female	RBH_pair_6663.fa.best.phy	TRINITY_DN128994_c2_g4_i1	0.0262	0.0519	1.9835
TRINITY_DN128999_c1_g2_i3	prpf19	Chr07	-1.467382919	0.4504546	Ovary_mean	female	RBH_pair_6665.fa.best.phy	TRINITY_DN128999_c1_g2_i3	0.1099	0.1617	1.4722
