gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN123033_c3_g1_i6	NA	NA	-1.976117768	0.523609608	Ovary_mean	female
TRINITY_DN123034_c0_g1_i1	NA	NA	-2.312895156	0.56044083	Ovary_mean	female
TRINITY_DN123043_c0_g1_i1	NA	NA	-2.312807672	0.603257226	Brain_mean	female
TRINITY_DN123052_c0_g1_i2	LOC100493992	Chr10	-9.248491012	0.897405605	Ovary_mean	female
TRINITY_DN123057_c1_g1_i1	NA	NA	-1.888348054	0.657010583	Ovary_mean	female
TRINITY_DN123057_c1_g2_i1	NA	NA	-3.296363276	0.729431922	Ovary_mean	female
TRINITY_DN123064_c5_g6_i2	kcna5	Chr03	-1.080931151	0.402076602	Ovary_mean	female
TRINITY_DN123083_c11_g5_i4	NA	NA	-1.045353801	0.39705037	Ovary_mean	female
TRINITY_DN123090_c3_g1_i4	NA	NA	-1.092716724	0.22755774	Ovary_mean	female
TRINITY_DN123099_c0_g1_i6	rhoj-like	Chr08	-1.530866332	0.419050838	G23_mean	female
TRINITY_DN123106_c0_g3_i8	NA	NA	-1.71242755	0.306101541	Ovary_mean	female
TRINITY_DN123115_c0_g1_i2	NA	NA	-1.174395024	0.385415731	Ovary_mean	female
TRINITY_DN123119_c7_g4_i2	NA	NA	-1.143366418	0.297605772	G23_mean	female
TRINITY_DN123123_c2_g1_i6	NA	NA	-2.336792008	0.642184563	Ovary_mean	female
TRINITY_DN123130_c1_g1_i1	NA	NA	-1.773391625	0.315689951	G46_F_mean	female
TRINITY_DN123133_c0_g1_i1	gemin6	Chr05	-1.408695508	0.427682694	Ovary_mean	female
TRINITY_DN123134_c0_g1_i8	NA	NA	-1.992558161	0.502492995	Ovary_mean	female
TRINITY_DN123137_c0_g1_i3	NA	NA	-1.758951816	0.210471107	Ovary_mean	female
TRINITY_DN123147_c0_g1_i1	ddx20	Chr02	-12.62014153	0.920710154	Ovary_mean	female
TRINITY_DN123149_c0_g1_i2	NA	NA	-1.566973038	0.349323663	Ovary_mean	female
TRINITY_DN123160_c3_g1_i1	NA	NA	-1.575298346	0.55940613	Ovary_mean	female
TRINITY_DN123167_c6_g2_i4	mbp	scaffold_21	-1.493128148	0.65959761	Testis_mean	female
TRINITY_DN123168_c0_g1_i1	NA	NA	-3.036105036	0.571833543	Ovary_mean	female
TRINITY_DN123177_c0_g1_i11	NA	NA	-1.999981037	0.467264821	Ovary_mean	female
TRINITY_DN123183_c0_g1_i1	NA	NA	-3.29708741	0.730081704	Ovary_mean	female
TRINITY_DN123184_c1_g1_i1	NA	NA	-3.03331143	0.575540843	Ovary_mean	female
TRINITY_DN123184_c1_g4_i1	NA	NA	-2.629945231	0.612631937	Ovary_mean	female
TRINITY_DN123189_c2_g7_i4	Xetrov90022255m	Chr08	-1.348981747	0.411018252	Ovary_mean	female
TRINITY_DN123193_c0_g2_i5	NA	NA	-1.20435418	0.276390075	Ovary_mean	female
TRINITY_DN123201_c0_g1_i2	cep57l1	Chr05	-1.37633214	0.467649386	Ovary_mean	female
TRINITY_DN123204_c5_g4_i1	NA	NA	-1.382492793	0.479189198	Ovary_mean	female
TRINITY_DN123204_c6_g1_i3	NA	NA	-1.356238954	0.302534271	Ovary_mean	female
TRINITY_DN123204_c8_g1_i1	NA	NA	-2.217805331	0.481395352	Ovary_mean	female
TRINITY_DN123212_c7_g1_i3	NA	NA	-1.814111761	0.415433981	Ovary_mean	female
TRINITY_DN123217_c0_g2_i1	NA	NA	-1.030793148	0.243967044	Ovary_mean	female
TRINITY_DN123217_c1_g3_i1	NA	NA	-1.058528812	0.375356242	Ovary_mean	female
TRINITY_DN123229_c1_g2_i1	NA	NA	-1.958507462	0.562985267	Ovary_mean	female
TRINITY_DN123236_c2_g8_i2	NA	NA	-3.855642816	0.650691108	Ovary_mean	female
TRINITY_DN123257_c0_g1_i1	NA	NA	-5.728798659	0.775857667	Brain_mean	female
TRINITY_DN123263_c0_g1_i4	LOC101733792	Chr05	-1.329280021	0.373991292	Ovary_mean	female
TRINITY_DN123271_c8_g1_i1	NA	NA	-2.712830075	0.482973338	Ovary_mean	female
TRINITY_DN123289_c4_g7_i1	wnt10b	Chr02	-3.50821371	0.754341776	Ovary_mean	female
TRINITY_DN123296_c1_g1_i2	NA	NA	-6.966208663	0.772476373	Testis_mean	female
TRINITY_DN123297_c0_g2_i5	NA	NA	-3.295557473	0.679013065	Ovary_mean	female
TRINITY_DN123299_c0_g1_i4	NA	NA	-1.465227686	0.506005312	Ovary_mean	female
TRINITY_DN123307_c0_g1_i1	smarcd2	Chr10	-3.168988004	0.611430758	Ovary_mean	female
TRINITY_DN123319_c3_g4_i1	NA	NA	-2.140574891	0.632303929	Ovary_mean	female
TRINITY_DN123320_c0_g3_i7	nat8l	Chr01	-1.257939112	0.588122552	Ovary_mean	female
TRINITY_DN123329_c0_g1_i2	NA	NA	-1.032755185	0.241519877	Ovary_mean	female
TRINITY_DN123333_c1_g1_i4	ift57	Chr02	-1.350425394	0.202289918	G46_F_mean	female
TRINITY_DN123343_c0_g2_i1	NA	NA	-1.120176041	0.165207551	Ovary_mean	female
TRINITY_DN123345_c0_g1_i3	NA	NA	-2.015552876	0.65936994	Brain_mean	female
TRINITY_DN123349_c1_g3_i1	NA	NA	-7.126563766	0.836335417	Ovary_mean	female
TRINITY_DN123349_c1_g4_i2	NA	NA	-3.805158848	0.593462508	Ovary_mean	female
TRINITY_DN123354_c0_g1_i1	ppp1r21-like	Chr05	-1.868653475	0.67858231	G27_mean	female
TRINITY_DN123361_c0_g1_i1	NA	NA	-1.635210628	0.437081497	Ovary_mean	female
TRINITY_DN123367_c1_g1_i4	NA	NA	-1.691285377	0.457622753	Ovary_mean	female
TRINITY_DN123377_c2_g3_i1	NA	NA	-1.09730244	0.468971202	Ovary_mean	female
TRINITY_DN123379_c0_g1_i2	b4galnt4	Chr04	-1.869276681	0.521662845	Ovary_mean	female
TRINITY_DN123382_c0_g1_i1	NA	NA	-4.632639716	0.435541822	Ovary_mean	female
TRINITY_DN123396_c0_g1_i4	NA	NA	-8.598793806	0.823095922	Ovary_mean	female
TRINITY_DN123402_c0_g1_i1	NA	NA	-2.905460039	0.375618325	Ovary_mean	female
TRINITY_DN123406_c2_g1_i2	NA	NA	-1.04422457	0.257095433	Ovary_mean	female
TRINITY_DN123408_c0_g1_i6	NA	NA	-1.467061589	0.400632548	Ovary_mean	female
TRINITY_DN123418_c0_g1_i3	NA	NA	-2.443260776	0.428413363	Ovary_mean	female
TRINITY_DN123427_c1_g1_i1	NA	NA	-4.022057861	0.661831161	Testis_mean	female
TRINITY_DN123436_c7_g2_i5	c21orf62	Chr02	-2.48081082	0.57067999	Ovary_mean	female
TRINITY_DN123442_c0_g2_i1	NA	NA	-1.29247125	0.344845534	Ovary_mean	female
TRINITY_DN123448_c1_g4_i1	NA	NA	-2.03499752	0.564657606	Ovary_mean	female
TRINITY_DN123456_c0_g3_i1	NA	NA	-9.004878144	0.813946812	Ovary_mean	female
TRINITY_DN123456_c0_g4_i1	NA	NA	-5.749122073	0.643824539	Ovary_mean	female
TRINITY_DN123457_c1_g1_i1	NA	NA	-1.674407679	0.574663678	Ovary_mean	female
TRINITY_DN123462_c3_g1_i1	NA	NA	-10.3689533	0.867259325	Ovary_mean	female
TRINITY_DN123462_c3_g2_i2	NA	NA	-1.740900794	0.438105495	G46_F_mean	female
TRINITY_DN123466_c0_g1_i2	NA	NA	-1.300701137	0.538690468	Ovary_mean	female
TRINITY_DN123486_c2_g3_i1	NA	NA	-1.764937837	0.424853159	Ovary_mean	female
TRINITY_DN123516_c0_g2_i1	NA	NA	-1.206614728	0.231362068	Ovary_mean	female
TRINITY_DN123516_c0_g3_i4	glra3	Chr01	-1.40007834	0.320917721	Ovary_mean	female
TRINITY_DN123521_c1_g1_i2	NA	NA	-1.399200542	0.506190314	Ovary_mean	female
TRINITY_DN123526_c0_g11_i1	LOC100497505-like	Chr07	-3.015657966	0.67636916	Ovary_mean	female
TRINITY_DN123537_c0_g3_i1	NA	NA	-3.691635123	0.599614441	Ovary_mean	female
TRINITY_DN123545_c0_g1_i1	NA	NA	-1.268139404	0.556026932	Ovary_mean	female
TRINITY_DN123557_c0_g2_i1	NA	NA	-2.231540395	0.409790513	G23_mean	female
TRINITY_DN123569_c2_g1_i3	NA	NA	-2.364965128	0.490927443	Ovary_mean	female
TRINITY_DN123597_c3_g1_i3	NA	NA	-1.371339749	0.630248018	Ovary_mean	female
TRINITY_DN123601_c1_g5_i1	NA	NA	-1.323507976	0.518436463	Ovary_mean	female
TRINITY_DN123601_c3_g9_i1	NA	NA	-2.185884996	0.509826167	Ovary_mean	female
TRINITY_DN123612_c2_g1_i1	NA	NA	-1.378179544	0.381276275	Ovary_mean	female
TRINITY_DN123619_c0_g1_i5	NA	NA	-1.357533485	0.458150687	Ovary_mean	female
TRINITY_DN123627_c0_g1_i1	LOC101731130	Chr03	-1.558691135	0.675823713	Brain_mean	female
TRINITY_DN123628_c0_g2_i3	NA	NA	-1.632598063	0.342556588	Ovary_mean	female
TRINITY_DN123632_c2_g2_i5	fgf5	Chr01	-1.329054761	0.438401446	Ovary_mean	female
TRINITY_DN123636_c0_g2_i1	NA	NA	-1.289119204	0.72584101	Ovary_mean	female
TRINITY_DN123640_c0_g1_i1	NA	NA	-1.056961925	0.38611983	Ovary_mean	female
TRINITY_DN123644_c3_g2_i1	NA	NA	-1.769240003	0.583914264	Ovary_mean	female
TRINITY_DN123649_c5_g1_i1	NA	NA	-2.721072739	0.567386238	Ovary_mean	female
TRINITY_DN123655_c6_g5_i1	NA	NA	-2.745351546	0.621217825	Testis_mean	female
TRINITY_DN123658_c4_g2_i1	NA	NA	-1.475310275	0.487168016	Ovary_mean	female
TRINITY_DN123664_c0_g1_i1	krt24-like.1	scaffold_39	-1.402522281	0.54713514	Brain_mean	female
TRINITY_DN123672_c0_g1_i1	NA	NA	-1.307147599	0.289761092	G23_mean	female
TRINITY_DN123674_c0_g1_i5	NA	NA	-1.743394195	0.428716081	Ovary_mean	female
TRINITY_DN123675_c0_g1_i1	NA	NA	-1.695958493	0.326029547	Ovary_mean	female
TRINITY_DN123679_c0_g1_i1	NA	NA	-2.182199691	0.606609664	Ovary_mean	female
TRINITY_DN123683_c2_g1_i2	NA	NA	-2.461182588	0.355780557	Ovary_mean	female
TRINITY_DN123691_c0_g1_i2	NA	NA	-1.364750431	0.334490501	Ovary_mean	female
TRINITY_DN123696_c0_g1_i1	NA	NA	-12.32770841	0.922233963	Ovary_mean	female
TRINITY_DN123704_c2_g3_i1	sema6a	Chr01	-2.464643143	0.638841219	G31_mean	female
TRINITY_DN123704_c2_g4_i2	NA	NA	-2.500656963	0.650466952	G27_mean	female
TRINITY_DN123707_c0_g2_i3	NA	NA	-1.160498423	0.421429296	Ovary_mean	female
TRINITY_DN123708_c4_g1_i1	raver1	Chr03	-2.235929917	0.394028047	Ovary_mean	female
TRINITY_DN123710_c0_g1_i1	NA	NA	-5.10662405	0.81074428	Testis_mean	female
TRINITY_DN123714_c0_g1_i4	NA	NA	-1.837936904	0.410899146	Ovary_mean	female
TRINITY_DN123715_c0_g1_i1	NA	NA	-1.148868006	0.223429305	G23_mean	female
TRINITY_DN123716_c2_g2_i19	NA	NA	-1.282529421	0.458677408	Ovary_mean	female
TRINITY_DN123723_c3_g4_i1	NA	NA	-2.848507228	0.52807124	Ovary_mean	female
TRINITY_DN123729_c0_g2_i2	NA	NA	-2.069572675	0.516861736	Ovary_mean	female
TRINITY_DN123746_c4_g2_i2	NA	NA	-1.817166441	0.622463953	Ovary_mean	female
TRINITY_DN123750_c2_g7_i3	gpa33	Chr02	-1.054000984	0.263747601	G46_F_mean	female
TRINITY_DN123763_c0_g1_i1	NA	NA	-1.354253831	0.389080367	Ovary_mean	female
TRINITY_DN123770_c0_g1_i3	NA	NA	-1.326620705	0.369250985	Ovary_mean	female
TRINITY_DN123779_c0_g3_i1	NA	NA	-1.361172788	0.435065145	Ovary_mean	female
TRINITY_DN123780_c0_g1_i1	NA	NA	-3.007108807	0.666897098	Ovary_mean	female
TRINITY_DN123795_c0_g1_i1	eif2b4	scaffold_1955	-1.987787787	0.338369965	Ovary_mean	female
TRINITY_DN123796_c0_g1_i1	tmem50a	Chr02	-3.035977792	0.675307379	Ovary_mean	female
TRINITY_DN123801_c0_g1_i3	NA	NA	-1.709544261	0.733659355	Ovary_mean	female
TRINITY_DN123802_c0_g1_i3	NA	NA	-1.753428442	0.567135073	Ovary_mean	female
TRINITY_DN123809_c0_g1_i2	pcdh8	Chr02	-7.263218705	0.871975247	Ovary_mean	female
TRINITY_DN123809_c0_g2_i2	NA	NA	-5.712298874	0.841251142	Ovary_mean	female
TRINITY_DN123818_c7_g1_i4	cbr3	Chr02	-1.910877545	0.383872809	Brain_mean	female
TRINITY_DN123821_c0_g1_i1	dusp10.1	Chr05	-7.532429203	0.862053946	Ovary_mean	female
TRINITY_DN123842_c8_g2_i6	camk2g	Chr07	-1.874546787	0.436232534	Ovary_mean	female
TRINITY_DN123854_c0_g3_i2	NA	NA	-1.932966365	0.495598872	Ovary_mean	female
TRINITY_DN123854_c1_g1_i1	NA	NA	-1.843965626	0.537809833	Ovary_mean	female
TRINITY_DN123859_c0_g1_i3	NA	NA	-1.380002986	0.31579883	Ovary_mean	female
TRINITY_DN123875_c3_g3_i2	pin1	Chr03	-4.220668609	0.715787199	Ovary_mean	female
TRINITY_DN123899_c0_g1_i2	tldc1-like	Chr04	-1.41766302	0.50414588	Brain_mean	female
TRINITY_DN123901_c1_g3_i3	NA	NA	-2.016731427	0.315588357	Ovary_mean	female
TRINITY_DN123927_c0_g1_i2	NA	NA	-1.270074751	0.392525047	Ovary_mean	female
TRINITY_DN123935_c0_g2_i1	NA	NA	-3.208426046	0.578520331	Ovary_mean	female
TRINITY_DN123951_c0_g1_i1	NA	NA	-3.628548084	0.842351236	Ovary_mean	female
TRINITY_DN123953_c1_g2_i2	NA	NA	-2.655427371	0.407032526	Testis_mean	female
TRINITY_DN123960_c0_g1_i3	NA	NA	-1.012471325	0.40212584	Ovary_mean	female
TRINITY_DN123962_c0_g1_i1	taf1	Chr08	-1.556137292	0.485573295	Ovary_mean	female
TRINITY_DN123962_c0_g3_i1	zbtb8b	Chr02	-3.238805813	0.796945526	Ovary_mean	female
TRINITY_DN123962_c2_g2_i1	NA	NA	-2.125660136	0.568544424	Ovary_mean	female
TRINITY_DN123972_c0_g2_i1	NA	NA	-1.337688736	0.338709839	Testis_mean	female
TRINITY_DN123985_c1_g1_i1	NA	NA	-1.544335599	0.521665154	Ovary_mean	female
TRINITY_DN123988_c0_g3_i1	NA	NA	-2.481055007	0.663181059	Brain_mean	female
TRINITY_DN124014_c1_g1_i1	NA	NA	-1.742521236	0.608583053	Ovary_mean	female
TRINITY_DN124015_c2_g3_i1	NA	NA	-1.430312671	0.166508801	G23_mean	female
TRINITY_DN124016_c0_g1_i1	NA	NA	-1.774023719	0.517428435	Ovary_mean	female
TRINITY_DN124017_c2_g2_i1	NA	NA	-1.354625604	0.456679174	Testis_mean	female
TRINITY_DN124030_c4_g1_i1	fscn2	Chr10	-1.239002217	0.447527997	Ovary_mean	female
TRINITY_DN124031_c2_g6_i1	NA	NA	-1.47838725	0.653219585	Brain_mean	female
TRINITY_DN124040_c1_g1_i1	NA	NA	-1.97451503	0.362237184	Ovary_mean	female
TRINITY_DN124046_c0_g1_i2	NA	NA	-1.907581536	0.443339606	Ovary_mean	female
TRINITY_DN124061_c0_g1_i3	NA	NA	-5.487061377	0.788479702	Ovary_mean	female
TRINITY_DN124065_c0_g1_i1	NA	NA	-2.414743958	0.654985184	Ovary_mean	female
TRINITY_DN124069_c0_g1_i1	mpst	Chr04	-1.684203974	0.78374536	Brain_mean	female
TRINITY_DN124075_c3_g4_i1	NA	NA	-2.174639723	0.671743198	Ovary_mean	female
TRINITY_DN124083_c0_g1_i2	tsga10	Chr02	-1.068758198	0.42487225	Ovary_mean	female
TRINITY_DN124091_c0_g1_i1	NA	NA	-1.283387308	0.398509781	G23_mean	female
TRINITY_DN124094_c0_g1_i1	NA	NA	-1.687466975	0.597466484	Ovary_mean	female
TRINITY_DN124098_c0_g1_i2	NA	NA	-1.482528379	0.491589485	Ovary_mean	female
TRINITY_DN124109_c0_g2_i3	NA	NA	-2.579484276	0.311593103	Ovary_mean	female
TRINITY_DN124109_c1_g1_i1	NA	NA	-2.0011491	0.389123244	Ovary_mean	female
TRINITY_DN124116_c0_g3_i1	NA	NA	-1.987381063	0.380355374	Ovary_mean	female
TRINITY_DN124126_c0_g1_i3	NA	NA	-1.861116564	0.364686254	Ovary_mean	female
TRINITY_DN124133_c0_g2_i4	ppapdc3	Chr08	-1.928067015	0.610670953	Brain_mean	female
TRINITY_DN124133_c1_g1_i1	NA	NA	-1.063134604	0.320628979	Ovary_mean	female
TRINITY_DN124147_c1_g3_i2	NA	NA	-7.523201093	0.77973702	Ovary_mean	female
TRINITY_DN124153_c8_g1_i1	tgif1	Chr06	-1.028597201	0.23576797	G23_mean	female
TRINITY_DN124153_c8_g3_i3	ddx5	scaffold_1412	-1.321240618	0.200500473	Ovary_mean	female
TRINITY_DN124155_c0_g1_i1	NA	NA	-1.930856658	0.721140691	Ovary_mean	female
TRINITY_DN124163_c0_g1_i1	NA	NA	-1.906800145	0.685007537	Ovary_mean	female
TRINITY_DN124165_c0_g1_i7	NA	NA	-6.342836188	0.765653699	Ovary_mean	female
TRINITY_DN124176_c0_g2_i1	NA	NA	-1.582430061	0.309248397	Ovary_mean	female
TRINITY_DN124180_c0_g4_i1	NA	NA	-1.629537867	0.402833288	Ovary_mean	female
TRINITY_DN124183_c4_g2_i1	NA	NA	-1.210540743	0.318441687	Ovary_mean	female
TRINITY_DN124186_c1_g1_i1	NA	NA	-1.590723236	0.341014077	Ovary_mean	female
TRINITY_DN124190_c0_g2_i1	NA	NA	-4.128425519	0.662792271	Ovary_mean	female
TRINITY_DN124202_c0_g1_i1	NA	NA	-1.989508383	0.718166503	Brain_mean	female
TRINITY_DN124211_c1_g1_i1	NA	NA	-1.30897528	0.158145025	Testis_mean	female
TRINITY_DN124220_c0_g1_i2	hebp2	Chr05	-1.757275236	0.531916285	Ovary_mean	female
TRINITY_DN124226_c0_g1_i1	NA	NA	-12.48998889	0.85404962	Ovary_mean	female
TRINITY_DN124230_c0_g1_i7	NA	NA	-2.124484276	0.375833538	Ovary_mean	female
TRINITY_DN124234_c1_g1_i2	NA	NA	-7.273410555	0.914383869	Ovary_mean	female
TRINITY_DN124238_c0_g1_i1	NA	NA	-2.976510317	0.502717686	Ovary_mean	female
TRINITY_DN124241_c0_g2_i2	dlx3	Chr10	-1.399833671	0.317646985	Ovary_mean	female
TRINITY_DN124247_c2_g2_i1	NA	NA	-1.509461157	0.255266958	Ovary_mean	female
TRINITY_DN124247_c2_g3_i1	slc12a6	Chr01	-1.678736142	0.334753111	Ovary_mean	female
TRINITY_DN124252_c0_g1_i3	NA	NA	-1.300555637	0.583002708	Brain_mean	female
TRINITY_DN124263_c0_g1_i1	NA	NA	-9.05683558	0.839003124	Ovary_mean	female
TRINITY_DN124265_c0_g1_i2	NA	NA	-3.006335838	0.44021816	Ovary_mean	female
TRINITY_DN124280_c3_g2_i1	NA	NA	-2.540488771	0.659043871	Ovary_mean	female
TRINITY_DN124285_c0_g1_i3	NA	NA	-2.136716656	0.629560836	Ovary_mean	female
TRINITY_DN124286_c0_g1_i1	ube3d	Chr05	-2.077425705	0.421804531	Ovary_mean	female
TRINITY_DN124305_c4_g1_i5	NA	NA	-3.091417368	0.482289021	Ovary_mean	female
TRINITY_DN124306_c2_g1_i1	NA	NA	-1.342262273	0.698467469	Ovary_mean	female
TRINITY_DN124309_c0_g1_i3	NA	NA	-1.059272759	0.343258546	Ovary_mean	female
TRINITY_DN124317_c0_g1_i6	NA	NA	-1.022830763	0.512004749	Ovary_mean	female
TRINITY_DN124322_c0_g1_i1	mrc1	Chr06	-1.305867254	0.620678457	Ovary_mean	female
TRINITY_DN124325_c0_g1_i1	NA	NA	-10.18508682	0.811035619	Ovary_mean	female
TRINITY_DN124331_c1_g1_i2	piwil4	Chr02	-1.853593195	0.516726817	Ovary_mean	female
TRINITY_DN124331_c1_g6_i5	NA	NA	-1.286392309	0.317021544	Ovary_mean	female
TRINITY_DN124336_c0_g2_i1	NA	NA	-4.809148921	0.766930448	Ovary_mean	female
TRINITY_DN124339_c3_g2_i2	NA	NA	-1.526879237	0.380222274	Ovary_mean	female
TRINITY_DN124339_c4_g2_i1	NA	NA	-5.371826609	0.7283814	Ovary_mean	female
TRINITY_DN124339_c4_g3_i4	NA	NA	-6.518532192	0.763090528	Testis_mean	female
TRINITY_DN124339_c5_g1_i1	NA	NA	-1.219966302	0.503420133	G23_mean	female
TRINITY_DN124339_c5_g2_i2	strn	Chr05	-1.492252593	0.470241984	G23_mean	female
TRINITY_DN124340_c1_g1_i4	rtn3	Chr04	-1.888262371	0.370241071	G46_F_mean	female
TRINITY_DN124342_c3_g1_i3	NA	NA	-1.260183763	0.515227898	Ovary_mean	female
TRINITY_DN124351_c0_g1_i8	NA	NA	-1.555929038	0.326199279	Ovary_mean	female
TRINITY_DN124356_c7_g4_i1	NA	NA	-1.172351607	0.250300046	Ovary_mean	female
TRINITY_DN124362_c0_g1_i2	LOC100487674-like	Chr01	-1.119458712	0.424205086	Ovary_mean	female
TRINITY_DN124365_c0_g1_i1	larp7	Chr01	-1.623640258	0.681899674	Ovary_mean	female
TRINITY_DN124370_c0_g1_i1	NA	NA	-2.633661041	0.30837233	Ovary_mean	female
TRINITY_DN124385_c4_g1_i3	NA	NA	-1.002717269	0.190608563	G23_mean	female
TRINITY_DN124389_c0_g1_i1	apbb3	Chr03	-13.14677515	0.886633034	Ovary_mean	female
TRINITY_DN124404_c2_g1_i10	NA	NA	-2.039966947	0.597999928	Ovary_mean	female
TRINITY_DN124410_c0_g4_i3	NA	NA	-2.404264283	0.661774466	Ovary_mean	female
TRINITY_DN124411_c0_g2_i4	NA	NA	-5.963991584	0.769410501	Ovary_mean	female
TRINITY_DN124416_c2_g1_i1	NA	NA	-1.501740996	0.21892071	Ovary_mean	female
TRINITY_DN124419_c1_g4_i1	NA	NA	-1.96423916	0.551040161	Ovary_mean	female
TRINITY_DN124420_c1_g1_i2	NA	NA	-1.162098823	0.341162759	Ovary_mean	female
TRINITY_DN124427_c8_g1_i1	NA	NA	-1.341786962	0.437764305	Ovary_mean	female
TRINITY_DN124438_c0_g1_i1	NA	NA	-8.162112727	0.877408227	Ovary_mean	female
TRINITY_DN124440_c0_g1_i6	NA	NA	-1.25310853	0.270054694	Ovary_mean	female
TRINITY_DN124445_c0_g3_i2	NA	NA	-1.141254158	0.252212823	Ovary_mean	female
TRINITY_DN124446_c1_g1_i2	NA	NA	-1.052029055	0.45062268	Ovary_mean	female
TRINITY_DN124448_c4_g1_i1	rcn2	Chr07	-12.68027028	0.846297654	Ovary_mean	female
TRINITY_DN124453_c0_g1_i4	NA	NA	-2.360571397	0.598737877	Brain_mean	female
TRINITY_DN124459_c0_g1_i1	NA	NA	-1.462003172	0.441178442	Ovary_mean	female
TRINITY_DN124462_c0_g1_i2	NA	NA	-2.866472979	0.531662022	Ovary_mean	female
TRINITY_DN124463_c0_g2_i3	NA	NA	-2.597147632	0.522679335	Ovary_mean	female
TRINITY_DN124474_c0_g2_i2	NA	NA	-1.445956378	0.5036019	Ovary_mean	female
TRINITY_DN124490_c6_g3_i7	NA	NA	-1.8751922	0.416120694	Ovary_mean	female
TRINITY_DN124490_c6_g4_i1	galnt16	Chr08	-1.36321974	0.285066749	G46_F_mean	female
TRINITY_DN124491_c7_g2_i1	NA	NA	-4.061809727	0.571669409	Ovary_mean	female
TRINITY_DN124496_c0_g3_i4	NA	NA	-2.305254811	0.447143908	Ovary_mean	female
TRINITY_DN124497_c3_g1_i2	NA	NA	-1.776425547	0.633213093	Ovary_mean	female
TRINITY_DN124500_c2_g1_i2	NA	NA	-1.092382104	0.304631026	Ovary_mean	female
TRINITY_DN124500_c2_g8_i1	NA	NA	-1.208422428	0.657506171	Ovary_mean	female
TRINITY_DN124503_c1_g2_i2	NA	NA	-2.217068797	0.618858103	Ovary_mean	female
TRINITY_DN124509_c0_g1_i1	NA	NA	-1.358151581	0.587340981	Brain_mean	female
TRINITY_DN124510_c0_g1_i1	itgb1bp2	Chr08	-1.135947999	0.56183758	Brain_mean	female
TRINITY_DN124511_c0_g1_i1	NA	NA	-2.223148343	0.265794333	Ovary_mean	female
TRINITY_DN124511_c1_g1_i3	ywhag	Chr02	-1.325940912	0.450464938	Ovary_mean	female
TRINITY_DN124520_c1_g1_i1	slc2a5	Chr07	-1.09254963	0.275732526	Ovary_mean	female
TRINITY_DN124521_c0_g1_i1	NA	NA	-5.291916776	0.620026412	Ovary_mean	female
TRINITY_DN124523_c1_g1_i1	NA	NA	-6.76825859	0.617740067	Ovary_mean	female
TRINITY_DN124534_c3_g3_i1	NA	NA	-1.473452623	0.663869065	Ovary_mean	female
TRINITY_DN124573_c0_g2_i1	nup35	Chr09	-3.202326161	0.800633512	Ovary_mean	female
TRINITY_DN124577_c0_g1_i1	dnajc17	Chr08	-1.002644866	0.425800909	Ovary_mean	female
TRINITY_DN124579_c0_g1_i3	NA	NA	-2.523966345	0.611238686	G46_F_mean	female
TRINITY_DN124588_c4_g2_i1	NA	NA	-1.209067174	0.231715202	Ovary_mean	female
TRINITY_DN124597_c0_g1_i1	NA	NA	-1.883568655	0.699156774	Ovary_mean	female
TRINITY_DN124598_c1_g1_i1	NA	NA	-2.633195136	0.491159307	Ovary_mean	female
TRINITY_DN124609_c0_g1_i1	NA	NA	-3.19689173	0.741891018	Ovary_mean	female
TRINITY_DN124615_c0_g1_i1	NA	NA	-1.962113803	0.525939241	Ovary_mean	female
TRINITY_DN124616_c3_g1_i2	NA	NA	-1.91390281	0.629525582	Ovary_mean	female
TRINITY_DN124616_c3_g3_i1	uri1	Chr04	-1.272177512	0.425268285	Ovary_mean	female
TRINITY_DN124621_c1_g2_i1	NA	NA	-1.61953979	0.361525986	Ovary_mean	female
TRINITY_DN124621_c1_g3_i2	NA	NA	-1.149479177	0.344116206	Ovary_mean	female
TRINITY_DN124631_c0_g1_i5	NA	NA	-1.04642964	0.433734547	Ovary_mean	female
TRINITY_DN124645_c0_g1_i1	NA	NA	-1.813238274	0.361955085	Ovary_mean	female
TRINITY_DN124646_c0_g1_i1	NA	NA	-1.431577239	0.609028173	Ovary_mean	female
TRINITY_DN124649_c0_g1_i1	NA	NA	-9.998825856	0.627763467	Ovary_mean	female
TRINITY_DN124650_c4_g3_i2	NA	NA	-1.728047367	0.505469384	Ovary_mean	female
TRINITY_DN124651_c3_g3_i3	NA	NA	-2.746008143	0.423519235	Ovary_mean	female
TRINITY_DN124656_c2_g1_i8	kank1	Chr01	-1.27915312	0.367700842	Ovary_mean	female
TRINITY_DN124665_c1_g1_i1	tnfaip8	Chr01	-1.140409526	0.325885098	Ovary_mean	female
TRINITY_DN124667_c1_g2_i1	memo1	Chr05	-2.700658798	0.556266523	Ovary_mean	female
TRINITY_DN124680_c0_g2_i3	NA	NA	-5.282441095	0.722117363	Ovary_mean	female
TRINITY_DN124685_c0_g2_i1	NA	NA	-3.553070502	0.707460368	Ovary_mean	female
TRINITY_DN124686_c2_g1_i1	stx6	Chr04	-1.043974374	0.418795844	Ovary_mean	female
TRINITY_DN124691_c2_g2_i5	NA	NA	-1.418098999	0.287557272	Ovary_mean	female
TRINITY_DN124703_c0_g1_i1	fkbp14	Chr06	-1.855145115	0.660299269	Brain_mean	female
