gid	gname	chr	start	end	logCPM	logFC.ML.FL	PV.ML.FL	FDR.ML.FL
TRINITY_DN96380_c0_g3_i1	NA	NA	NA	NA	4.20256311334602	-4.42292231337001	4.09902994037246e-17	6.47066034670629e-14
TRINITY_DN125819_c0_g7_i4	NA	NA	NA	NA	5.29404634817343	1.6733150944608	7.45328712566091e-06	0.00175951336709769
TRINITY_DN120435_c1_g1_i1	NA	NA	NA	NA	0.0639353694721118	-3.07758033680034	8.50062634633223e-05	0.0119279529539683
TRINITY_DN112847_c0_g1_i1	NA	NA	NA	NA	0.483109948595366	-2.38133945958982	2.47559542323739e-05	0.00468952041023858
TRINITY_DN133419_c0_g1_i1	NA	NA	NA	NA	0.670216046454536	-2.99240539211945	1.18576511787875e-05	0.00252381445258171
TRINITY_DN130085_c0_g1_i1	NA	NA	NA	NA	3.33873959328934	-5.03739235444898	1.94992053092204e-10	1.27370153852608e-07
TRINITY_DN134398_c2_g2_i2	NA	NA	NA	NA	8.64247140557155	1.73926588772208	1.47647859749522e-05	0.00307350923872
TRINITY_DN102016_c0_g3_i1	NA	NA	NA	NA	0.510525344026502	-3.72946344400105	1.11192549583491e-05	0.00239354598495462
TRINITY_DN124922_c6_g7_i1	NA	NA	NA	NA	3.37304074187227	1.52181615925286	0.000199005917369515	0.0231274177468143
TRINITY_DN87581_c0_g1_i1	NA	NA	NA	NA	0.150540353030274	2.49104830515508	3.34636319237871e-05	0.00607087626950649
TRINITY_DN107814_c0_g2_i1	NA	NA	NA	NA	0.567424616165992	-1.99203519718268	0.000534881854457916	0.0461247710078143
TRINITY_DN121831_c0_g1_i1	NA	NA	NA	NA	8.63639973840789	2.77162279877347	1.2292238490148e-07	5.2920880390653e-05
TRINITY_DN123466_c0_g1_i2	NA	NA	NA	NA	1.3117459107062	2.83963056407817	4.9384409215442e-05	0.00799563131425741
TRINITY_DN120956_c1_g1_i8	NA	NA	NA	NA	0.38244729612314	-2.0039999221091	0.000175545615300598	0.0214539392944466
TRINITY_DN37225_c0_g2_i1	NA	NA	NA	NA	10.3081094369356	-6.72900427114115	3.31709271408848e-25	1.0472614547163e-21
TRINITY_DN134779_c7_g2_i1	NA	NA	NA	NA	2.27314281525227	-1.97782416561209	0.000214145465113194	0.0243152788659591
TRINITY_DN120502_c0_g1_i1	NA	NA	NA	NA	0.236151745214349	-2.81785132240368	2.82174390092466e-06	0.00077467093790168
TRINITY_DN9176_c0_g1_i1	NA	NA	NA	NA	0.585799842493402	-4.06416849798704	0.00031585202095102	0.0330196223512497
TRINITY_DN118888_c0_g1_i2	NA	NA	NA	NA	0.668012013410853	-3.45721651229998	3.05865161760399e-06	0.000827714822746748
TRINITY_DN120303_c3_g1_i1	NA	NA	NA	NA	8.3943860425075	-6.95038530964179	3.34673194498122e-11	2.53588572935117e-08
TRINITY_DN70872_c0_g1_i1	NA	NA	NA	NA	0.21319737122625	-7.84218874518516	3.75427022216107e-06	0.000987738066922183
TRINITY_DN130313_c0_g5_i1	NA	NA	NA	NA	5.28072123383208	-1.15133583650281	0.000569688155611809	0.0473315909287478
TRINITY_DN130203_c1_g4_i1	NA	NA	NA	NA	3.22804530185119	-3.85980441339121	0.000561712981953283	0.0468745771680222
TRINITY_DN118022_c0_g1_i1	NA	NA	NA	NA	1.96585339588438	-5.97684745669555	1.36947669353912e-20	3.24274962571395e-17
TRINITY_DN117740_c0_g1_i2	NA	NA	NA	NA	0.342839179549631	-2.81937030978374	1.23593715757362e-05	0.0026013730639908
TRINITY_DN119520_c3_g2_i4	NA	NA	NA	NA	4.03933354702138	-6.1651565848631	9.99226539018469e-07	0.000315472472143781
TRINITY_DN161459_c0_g1_i1	NA	NA	NA	NA	2.16018420200208	-2.47586034561266	0.000126413542982137	0.0164017242788399
TRINITY_DN93628_c0_g1_i1	NA	NA	NA	NA	2.70936046842426	1.60762928473041	0.000187870793990744	0.0223214155360896
TRINITY_DN126074_c5_g1_i3	NA	NA	NA	NA	0.0507701880402575	-2.47004237071443	0.000188112801760409	0.0223214155360896
TRINITY_DN122892_c0_g1_i1	NA	NA	NA	NA	2.41151944814759	3.15252831677453	2.31551250680547e-06	0.000674811591021785
TRINITY_DN193423_c0_g1_i1	NA	NA	NA	NA	3.66302916955344	1.2542853608171	0.000476424251542631	0.042558203298946
