gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue
TRINITY_DN123658_c3_g1_i2	fam167a-like	scaffold_13	584678	584678	0.112282057	unbias	0.180438528	Brain_mmean
TRINITY_DN123658_c3_g2_i6	NA	NA	NA	NA	-0.107269193	unbias	0.423292782	Brain_fmean
TRINITY_DN123658_c4_g2_i1	elovl7	Chr01	176647919	176647919	-0.232573946	unbias	0.500956019	Ovary_mean
TRINITY_DN123659_c0_g2_i1	NA	NA	NA	NA	0.014958241	unbias	0.507143956	Brain_mmean
TRINITY_DN123662_c0_g1_i5	NA	NA	NA	NA	0.411424356	unbias	0.477225987	Brain_mmean
TRINITY_DN123664_c0_g1_i1	NA	NA	NA	NA	-0.227272337	unbias	0.6096356	Brain_fmean
TRINITY_DN123670_c1_g3_i1	NA	NA	NA	NA	0.144289715	unbias	0.324550833	Brain_mmean
TRINITY_DN123671_c3_g4_i1	NA	NA	NA	NA	0.041424321	unbias	0.264161744	Brain_fmean
TRINITY_DN123671_c4_g1_i1	NA	NA	NA	NA	0.591974691	unbias	0.309063017	G23_fmean
TRINITY_DN123671_c4_g5_i1	NA	NA	NA	NA	-0.04701632	unbias	0.081573081	Ovary_mean
TRINITY_DN123671_c5_g1_i1	NA	NA	NA	NA	0.233135737	unbias	0.404535892	Brain_mmean
TRINITY_DN123671_c5_g2_i1	NA	NA	NA	NA	-0.267449667	unbias	0.400000054	G46_F_mean
TRINITY_DN123671_c5_g5_i1	chsy1	Chr03	105833197	105833197	0.754262043	unbias	0.669171802	Brain_mmean
TRINITY_DN123672_c0_g1_i1	NA	NA	NA	NA	0.07714247	unbias	0.305451538	G23_mmean
TRINITY_DN123674_c0_g1_i5	upb1	Chr01	144075898	144075898	0.122530852	unbias	0.457776222	Ovary_mean
TRINITY_DN123675_c0_g1_i1	NA	NA	NA	NA	-0.03143643	unbias	0.357022375	Ovary_mean
TRINITY_DN123676_c0_g1_i1	NA	NA	NA	NA	0.094570274	unbias	0.967958715	Brain_mmean
TRINITY_DN123676_c0_g2_i2	NA	NA	NA	NA	0.161215259	unbias	0.820984522	Brain_mmean
TRINITY_DN123677_c5_g2_i1	NA	NA	NA	NA	-0.098341692	unbias	0.339290606	Ovary_mean
TRINITY_DN123677_c7_g1_i2	NA	NA	NA	NA	-0.604455602	unbias	0.473648144	Ovary_mean
TRINITY_DN123678_c2_g3_i3	caprin2	Chr03	2411898	2411898	0.163456208	unbias	0.271485177	Testis_mean
TRINITY_DN123678_c2_g6_i3	NA	NA	NA	NA	-0.057148971	unbias	0.807132216	Brain_fmean
TRINITY_DN123679_c0_g1_i1	esf1	Chr05	33325858	33325858	-0.089264423	unbias	0.644195695	Ovary_mean
TRINITY_DN123680_c0_g1_i1	NA	NA	NA	NA	-3.421407861	female	0.940714928	Brain_fmean
TRINITY_DN123683_c2_g1_i2	NA	NA	NA	NA	-0.100084763	unbias	0.390882957	G23_fmean
TRINITY_DN123687_c3_g3_i3	NA	NA	NA	NA	0.081267802	unbias	0.239258388	Liver_fmean
TRINITY_DN123689_c1_g1_i4	NA	NA	NA	NA	0.562118513	unbias	0.336673056	G27_mmean
TRINITY_DN123691_c0_g1_i2	NA	NA	NA	NA	0.055916902	unbias	0.340163411	Ovary_mean
TRINITY_DN123692_c0_g1_i7	qsox1	Chr04	90912210	90912210	-0.27595355	unbias	0.300577311	G23_mmean
TRINITY_DN123693_c0_g3_i2	NA	NA	NA	NA	0.215090424	unbias	0.46872702	Testis_mean
TRINITY_DN123695_c0_g4_i2	NA	NA	NA	NA	0.215274305	unbias	0.614240136	Ovary_mean
TRINITY_DN123697_c0_g1_i1	NA	NA	NA	NA	0.210530359	unbias	0.727129604	Ovary_mean
TRINITY_DN123702_c4_g2_i2	capsl	Chr01	185311838	185311838	0.219228247	unbias	0.177999362	Brain_mmean
TRINITY_DN123703_c0_g1_i1	NA	NA	NA	NA	0.282194249	unbias	0.52203637	Brain_mmean
TRINITY_DN123703_c1_g1_i1	NA	NA	NA	NA	0.066628452	unbias	0.208457222	Ovary_mean
TRINITY_DN123706_c1_g1_i1	cyb5b	Chr04	62315090	62315090	-0.180505697	unbias	0.504566485	Brain_fmean
TRINITY_DN123707_c0_g2_i3	NA	NA	NA	NA	-0.123649981	unbias	0.458338772	Ovary_mean
TRINITY_DN123708_c4_g1_i1	NA	NA	NA	NA	0.009171003	unbias	0.418637654	Ovary_mean
TRINITY_DN123709_c0_g2_i1	NA	NA	NA	NA	-0.212065383	unbias	0.372977149	Ovary_mean
TRINITY_DN123710_c0_g1_i1	NA	NA	NA	NA	0.212229473	unbias	0.897165693	Testis_mean
TRINITY_DN123711_c0_g1_i1	NA	NA	NA	NA	-0.111164791	unbias	0.302536505	Ovary_mean
TRINITY_DN123712_c0_g1_i1	NA	NA	NA	NA	-0.040451082	unbias	0.543715315	Brain_fmean
TRINITY_DN123713_c1_g1_i2	NA	NA	NA	NA	0.10087838	unbias	0.561155104	Brain_mmean
TRINITY_DN123714_c0_g1_i4	csrp1	Chr02	76975644	76975644	-0.094081017	unbias	0.436510833	Ovary_mean
TRINITY_DN123715_c0_g1_i1	slc25a45	Chr04	39038154	39038154	0.056470318	unbias	0.21805248	G23_mmean
TRINITY_DN123716_c2_g2_i19	ahsa1	Chr08	61748137	61748137	-0.020825418	unbias	0.489761878	Ovary_mean
TRINITY_DN123716_c3_g1_i1	NA	NA	NA	NA	-0.040907024	unbias	0.144037113	Brain_fmean
TRINITY_DN123716_c3_g2_i1	NA	NA	NA	NA	0.128171365	unbias	0.268562467	G43_M_mean
TRINITY_DN123717_c0_g1_i3	NA	NA	NA	NA	-0.274249243	unbias	0.365623157	G46_F_mean
TRINITY_DN123719_c0_g1_i4	endou	scaffold_1518	5662	5662	-0.124152292	unbias	0.150634803	G27_mmean
TRINITY_DN123720_c0_g2_i3	NA	NA	NA	NA	-0.206319285	unbias	0.583515684	Brain_fmean
TRINITY_DN123721_c0_g1_i1	NA	NA	NA	NA	-0.384864941	unbias	0.441685688	Brain_fmean
TRINITY_DN123722_c5_g1_i1	NA	NA	NA	NA	0.368558668	unbias	0.403146724	Brain_mmean
TRINITY_DN123723_c1_g1_i1	NA	NA	NA	NA	0.098377103	unbias	0.205543625	Ovary_mean
TRINITY_DN123723_c3_g4_i1	NA	NA	NA	NA	0.05929197	unbias	0.556258121	Ovary_mean
TRINITY_DN123723_c3_g5_i2	LOC100037859	Chr01	90488416	90488416	-0.301599705	unbias	0.213298051	Brain_fmean
TRINITY_DN123724_c14_g2_i1	NA	NA	NA	NA	-0.374513456	unbias	0.367279616	Brain_fmean
TRINITY_DN123725_c0_g1_i5	NA	NA	NA	NA	0.565987685	unbias	0.539308876	G43_M_mean
TRINITY_DN123725_c0_g2_i1	nudt16	Chr08	14223411	14223411	0.018961643	unbias	0.448890141	G43_M_mean
TRINITY_DN123726_c5_g1_i1	ddx51-like	Chr01	144564824	144564824	0.456363385	unbias	0.316733269	Brain_mmean
TRINITY_DN123726_c6_g2_i5	NA	NA	NA	NA	0.403865987	unbias	0.375910258	Brain_mmean
TRINITY_DN123727_c3_g2_i1	NA	NA	NA	NA	0.093980767	unbias	0.651770121	Brain_mmean
TRINITY_DN123727_c4_g1_i1	NA	NA	NA	NA	-0.697253248	unbias	0.690680709	Brain_fmean
TRINITY_DN123727_c4_g2_i1	NA	NA	NA	NA	0.116006525	unbias	0.538827772	Brain_mmean
TRINITY_DN123728_c5_g3_i1	NA	NA	NA	NA	-0.124310386	unbias	0.487619433	Brain_fmean
TRINITY_DN123728_c5_g4_i4	extl2	Chr04	98938920	98938920	-0.15352012	unbias	0.603226516	Brain_fmean
TRINITY_DN123729_c0_g2_i2	ezh1	Chr10	11719501	11719501	-0.266221007	unbias	0.545153844	Ovary_mean
TRINITY_DN123730_c0_g1_i2	NA	NA	NA	NA	0.20115067	unbias	0.340692607	Ovary_mean
TRINITY_DN123730_c1_g3_i1	NA	NA	NA	NA	0.376217828	unbias	0.412065711	G31_mmean
TRINITY_DN123731_c0_g1_i1	NA	NA	NA	NA	-0.179798412	unbias	0.470614246	G43_M_mean
TRINITY_DN123733_c4_g1_i2	trappc12	Chr05	131189153	131189153	-0.088546295	unbias	0.50135779	Brain_fmean
TRINITY_DN123734_c0_g1_i1	NA	NA	NA	NA	-0.226750543	unbias	0.808404028	Brain_fmean
TRINITY_DN123736_c0_g1_i1	NA	NA	NA	NA	-0.165265835	unbias	0.327007025	Ovary_mean
TRINITY_DN123736_c0_g2_i1	Xetrov90012957m	Chr05	3624723	3624723	0.29964318	unbias	0.364335307	Ovary_mean
TRINITY_DN123737_c1_g1_i5	NA	NA	NA	NA	-0.226034464	unbias	0.269183552	Brain_fmean
TRINITY_DN123740_c2_g2_i1	NA	NA	NA	NA	-0.275091318	unbias	0.25485794	G23_mmean
TRINITY_DN123740_c2_g3_i1	NA	NA	NA	NA	-0.075956375	unbias	0.309873913	Brain_fmean
TRINITY_DN123741_c0_g1_i1	NA	NA	NA	NA	-0.013495486	unbias	0.777566211	Brain_fmean
TRINITY_DN123744_c0_g1_i3	usp22	Chr09	33185113	33185113	0.016453809	unbias	0.171616726	Ovary_mean
TRINITY_DN123745_c0_g1_i2	NA	NA	NA	NA	-0.119658475	unbias	0.158834143	Brain_fmean
TRINITY_DN123745_c1_g1_i5	NA	NA	NA	NA	0.093993276	unbias	0.723641015	Brain_mmean
TRINITY_DN123745_c1_g2_i1	NA	NA	NA	NA	-0.177645811	unbias	0.404365808	Brain_fmean
TRINITY_DN123746_c4_g2_i2	NA	NA	NA	NA	-0.28531976	unbias	0.666876031	Ovary_mean
TRINITY_DN123747_c3_g1_i2	NA	NA	NA	NA	-0.243407277	unbias	0.434445407	Brain_fmean
TRINITY_DN123747_c3_g2_i4	NA	NA	NA	NA	-0.587472417	unbias	0.849410832	Brain_fmean
TRINITY_DN123748_c0_g1_i1	NA	NA	NA	NA	-0.239479285	unbias	0.577133394	Brain_fmean
TRINITY_DN123749_c0_g1_i9	NA	NA	NA	NA	0.344409362	unbias	0.577301225	G46_M_mean
TRINITY_DN123750_c2_g7_i3	NA	NA	NA	NA	0.034417968	unbias	0.274101132	G46_F_mean
TRINITY_DN123751_c1_g4_i1	NA	NA	NA	NA	-0.219354211	unbias	0.521618051	Brain_fmean
TRINITY_DN123752_c0_g1_i1	NA	NA	NA	NA	-0.313190095	unbias	0.385168935	Ovary_mean
TRINITY_DN123752_c0_g4_i7	NA	NA	NA	NA	0.071052464	unbias	0.288156735	Ovary_mean
TRINITY_DN123754_c0_g1_i2	NA	NA	NA	NA	1.261902852	male 	0.562916411	Brain_mmean
TRINITY_DN123755_c5_g3_i1	NA	NA	NA	NA	0.025197516	unbias	0.3200349	Brain_mmean
TRINITY_DN123756_c3_g1_i2	tmlhe	Chr08	43720266	43720266	0.247117469	unbias	0.735143961	G31_mmean
TRINITY_DN123756_c4_g2_i1	NA	NA	NA	NA	-0.081792382	unbias	0.285255486	G31_mmean
TRINITY_DN123756_c5_g4_i3	duox2	Chr03	85920577	85920577	0.237421731	unbias	0.433719546	Ovary_mean
TRINITY_DN123758_c9_g4_i1	NA	NA	NA	NA	0.366048184	unbias	0.317813101	G27_mmean
TRINITY_DN123758_c9_g5_i1	NA	NA	NA	NA	0.290393198	unbias	0.197513276	G23_fmean
TRINITY_DN123759_c0_g1_i9	NA	NA	NA	NA	-0.049234925	unbias	0.80616084	Brain_fmean
TRINITY_DN123759_c0_g2_i1	NA	NA	NA	NA	-0.114676322	unbias	0.837574889	Brain_fmean
TRINITY_DN123760_c0_g2_i1	LOC101733979	Chr09	1793364	1793364	-0.299874564	unbias	0.44804502	Brain_fmean
TRINITY_DN123761_c1_g2_i1	NA	NA	NA	NA	2.250919788	unbias	0.597140218	G43_M_mean
TRINITY_DN123762_c0_g2_i2	NA	NA	NA	NA	0.010060623	unbias	0.397891155	Brain_mmean
TRINITY_DN123763_c0_g1_i1	pde8a	Chr03	95217289	95217289	-0.132734471	unbias	0.384772552	Ovary_mean
TRINITY_DN123764_c1_g1_i1	NA	NA	NA	NA	-0.143021526	unbias	0.434980751	Brain_fmean
TRINITY_DN123764_c1_g2_i1	NA	NA	NA	NA	-0.095404531	unbias	0.309796069	Brain_fmean
TRINITY_DN123764_c1_g3_i1	NA	NA	NA	NA	-0.272825913	unbias	0.354173325	Brain_fmean
TRINITY_DN123764_c2_g1_i6	NA	NA	NA	NA	0.161374855	unbias	0.262402032	Testis_mean
TRINITY_DN123766_c5_g1_i3	NA	NA	NA	NA	-0.177468294	unbias	0.347718191	G46_M_mean
TRINITY_DN123768_c0_g2_i1	NA	NA	NA	NA	0.063309939	unbias	0.203372675	Brain_mmean
TRINITY_DN123769_c0_g1_i1	NA	NA	NA	NA	-0.035818438	unbias	0.238439372	Brain_fmean
TRINITY_DN123770_c0_g1_i3	NA	NA	NA	NA	-0.02952693	unbias	0.382933699	Ovary_mean
TRINITY_DN123771_c0_g1_i1	pvalb.1	Chr09	19971519	19971519	0.051393814	unbias	0.568025734	Ovary_mean
TRINITY_DN123773_c0_g8_i1	NA	NA	NA	NA	0.155271758	unbias	0.284649451	G46_M_mean
TRINITY_DN123776_c0_g1_i1	NA	NA	NA	NA	0.371641492	unbias	0.870591926	Brain_mmean
TRINITY_DN123779_c0_g3_i1	NA	NA	NA	NA	0.084242728	unbias	0.457217594	Ovary_mean
TRINITY_DN123780_c0_g1_i1	NA	NA	NA	NA	0.094553234	unbias	0.718000785	Ovary_mean
TRINITY_DN123781_c4_g1_i1	NA	NA	NA	NA	0.469229627	unbias	0.291030285	G43_F_mean
TRINITY_DN123781_c4_g2_i2	NA	NA	NA	NA	0.577785373	unbias	0.308193114	G43_F_mean
TRINITY_DN123783_c1_g1_i1	NA	NA	NA	NA	-0.156349703	unbias	0.86225411	Brain_fmean
TRINITY_DN123784_c6_g1_i1	sub1	Chr01	187102751	187102751	0.106167433	unbias	0.456274992	G46_M_mean
TRINITY_DN123784_c7_g4_i2	ptchd3	Chr06	16561522	16561522	0.116825721	unbias	0.222319328	G46_M_mean
TRINITY_DN123784_c7_g8_i1	NA	NA	NA	NA	0.123262406	unbias	0.515527572	G43_M_mean
TRINITY_DN123787_c0_g1_i1	NA	NA	NA	NA	-0.014804732	unbias	0.219732654	Brain_mmean
TRINITY_DN123787_c0_g2_i6	NA	NA	NA	NA	0.318770211	unbias	0.248032951	Brain_mmean
TRINITY_DN123788_c0_g2_i3	NA	NA	NA	NA	0.375401099	unbias	0.232208946	G27_mmean
TRINITY_DN123789_c2_g3_i3	NA	NA	NA	NA	-0.079398992	unbias	0.550628408	G23_mmean
TRINITY_DN123790_c0_g1_i2	NA	NA	NA	NA	-0.444862472	unbias	0.555967178	G43_M_mean
TRINITY_DN123791_c1_g1_i1	NA	NA	NA	NA	0.285431568	unbias	0.359502509	Brain_mmean
TRINITY_DN123791_c1_g2_i1	NA	NA	NA	NA	0.143962778	unbias	0.351317956	Brain_mmean
TRINITY_DN123794_c0_g3_i1	traf3	Chr08	76953094	76953094	-0.147752645	unbias	0.284788432	Liver_fmean
TRINITY_DN123795_c0_g1_i1	NA	NA	NA	NA	-0.27545126	unbias	0.376259389	Ovary_mean
TRINITY_DN123796_c0_g1_i1	NA	NA	NA	NA	0.748777868	unbias	0.728195414	Ovary_mean
TRINITY_DN123799_c0_g2_i2	NA	NA	NA	NA	0.004340007	unbias	0.66487273	G46_F_mean
TRINITY_DN123800_c0_g1_i1	ddo-like	Chr05	74407284	74407284	0.184903866	unbias	0.428729438	G23_mmean
TRINITY_DN123801_c0_g1_i3	filip1-like	Chr05	82314520	82314520	-0.269974717	unbias	0.77083375	Ovary_mean
TRINITY_DN123802_c0_g1_i3	d2hgdh-like	Chr05	122245741	122245741	-0.045125029	unbias	0.607892901	Ovary_mean
TRINITY_DN123804_c0_g1_i1	NA	NA	NA	NA	-0.631348334	unbias	0.884035297	Brain_fmean
TRINITY_DN123805_c1_g3_i3	txnrd3	Chr04	122921580	122921580	0.239847936	unbias	0.372690686	G43_F_mean
TRINITY_DN123806_c2_g2_i3	nrde2	Chr08	65684380	65684380	-0.132057858	unbias	0.230884668	Ovary_mean
TRINITY_DN123811_c0_g3_i1	NA	NA	NA	NA	0.071203562	unbias	0.926980662	Brain_mmean
TRINITY_DN123812_c0_g1_i9	NA	NA	NA	NA	0.052059812	unbias	0.193400445	G23_mmean
TRINITY_DN123813_c0_g2_i6	NA	NA	NA	NA	-0.295390861	unbias	0.560327309	G31_mmean
TRINITY_DN123814_c1_g1_i2	NA	NA	NA	NA	0.006998302	unbias	0.560682554	Brain_mmean
TRINITY_DN123817_c0_g1_i1	LOC100494328	Chr08	22145324	22145324	-0.018542269	unbias	0.669990803	Brain_mmean
TRINITY_DN123818_c7_g1_i4	NA	NA	NA	NA	0.076111503	unbias	0.469362176	Brain_mmean
TRINITY_DN123819_c0_g1_i3	shox	Chr02	111867083	111867083	-0.123906399	unbias	0.386619099	Brain_fmean
TRINITY_DN123822_c2_g1_i1	ret	Chr07	44663724	44663724	0.237002568	unbias	0.45293127	Liver_fmean
TRINITY_DN123826_c0_g1_i2	NA	NA	NA	NA	0.028673309	unbias	0.630900717	Brain_mmean
TRINITY_DN123827_c1_g2_i1	NA	NA	NA	NA	0.203691811	unbias	0.491140563	Brain_mmean
TRINITY_DN123827_c2_g1_i1	NA	NA	NA	NA	1.164847053	unbias	0.65558375	Brain_mmean
TRINITY_DN123827_c2_g4_i4	NA	NA	NA	NA	0.229545597	unbias	0.135057232	G31_mmean
TRINITY_DN123827_c3_g1_i3	NA	NA	NA	NA	-0.191269142	unbias	0.284401061	Ovary_mean
TRINITY_DN123829_c0_g3_i1	NA	NA	NA	NA	0.078725137	unbias	0.381637904	G23_mmean
TRINITY_DN123831_c0_g1_i1	aldh3b1-like.1	Chr01	138358906	138358906	-0.234870251	unbias	0.570646771	Ovary_mean
TRINITY_DN123834_c0_g1_i1	NA	NA	NA	NA	-0.014678488	unbias	0.262686362	Ovary_mean
TRINITY_DN123835_c0_g1_i1	NA	NA	NA	NA	0.078167553	unbias	0.724799891	Ovary_mean
TRINITY_DN123836_c0_g1_i1	nox5	Chr03	116288882	116288882	0.129775836	unbias	0.722084705	Brain_mmean
TRINITY_DN123836_c0_g2_i2	NA	NA	NA	NA	0.144118518	unbias	0.852486466	Brain_mmean
TRINITY_DN123836_c0_g3_i6	NA	NA	NA	NA	0.100684276	unbias	0.782316201	Brain_mmean
TRINITY_DN123837_c0_g2_i2	NA	NA	NA	NA	0.127706218	unbias	0.250870315	G27_mmean
TRINITY_DN123838_c1_g2_i2	fgl1	Chr01	33404389	33404389	0.017433334	unbias	0.25016989	Ovary_mean
TRINITY_DN123838_c1_g3_i1	asmtl	Chr02	34679028	34679028	0.170093604	unbias	0.599581544	Brain_mmean
TRINITY_DN123839_c0_g3_i1	NA	NA	NA	NA	-0.039937027	unbias	0.357160094	Brain_fmean
TRINITY_DN123841_c0_g1_i1	NA	NA	NA	NA	0.654058449	unbias	0.274698562	G43_F_mean
TRINITY_DN123842_c1_g1_i1	NA	NA	NA	NA	0.133615938	unbias	0.412958996	G43_M_mean
TRINITY_DN123842_c1_g2_i1	NA	NA	NA	NA	-0.610528031	unbias	0.516795628	G43_M_mean
TRINITY_DN123842_c10_g2_i1	NA	NA	NA	NA	-0.074451063	unbias	0.28453967	Brain_fmean
TRINITY_DN123842_c6_g2_i1	skap1	Chr10	4772460	4772460	-0.306825785	unbias	0.468963063	G23_fmean
TRINITY_DN123842_c8_g2_i6	NA	NA	NA	NA	0.150042204	unbias	0.455989435	Ovary_mean
TRINITY_DN123844_c0_g1_i1	NA	NA	NA	NA	0.403159336	unbias	0.606293093	Brain_mmean
TRINITY_DN123845_c1_g11_i1	NA	NA	NA	NA	0.082059378	unbias	0.397478676	Ovary_mean
TRINITY_DN123845_c2_g1_i2	NA	NA	NA	NA	-0.019712575	unbias	0.24098965	Liver_mmean
TRINITY_DN123852_c0_g1_i1	NA	NA	NA	NA	-0.04842225	unbias	0.222333112	Brain_fmean
TRINITY_DN123854_c0_g3_i2	NA	NA	NA	NA	-0.016339598	unbias	0.529066997	Ovary_mean
TRINITY_DN123854_c0_g4_i5	NA	NA	NA	NA	0.145710816	unbias	0.298041273	G46_M_mean
TRINITY_DN123854_c1_g1_i1	NA	NA	NA	NA	-0.001293746	unbias	0.547296205	Ovary_mean
TRINITY_DN123855_c0_g1_i1	LOC100498119	Chr08	58033011	58033011	0.617614365	unbias	0.928084641	Brain_mmean
TRINITY_DN123858_c0_g2_i2	atf7	Chr02	143862180	143862180	0.158740592	unbias	0.829712541	Brain_mmean
TRINITY_DN123859_c0_g1_i3	hgs	Chr10	19631932	19631932	0.130772911	unbias	0.333740451	Ovary_mean
TRINITY_DN123861_c1_g1_i3	NA	NA	NA	NA	0.034895464	unbias	0.708056419	Brain_fmean
TRINITY_DN123861_c1_g2_i10	rab2a	Chr06	102090910	102090910	-0.236245219	unbias	0.355775197	Ovary_mean
TRINITY_DN123862_c0_g1_i3	NA	NA	NA	NA	0.666608727	unbias	0.527352995	G43_M_mean
TRINITY_DN123863_c1_g1_i3	col11a2p1	Chr08	51239333	51239333	-0.090338091	unbias	0.384912606	Brain_fmean
TRINITY_DN123866_c2_g1_i2	NA	NA	NA	NA	-0.13103229	unbias	0.660035776	Brain_fmean
TRINITY_DN123866_c3_g1_i1	NA	NA	NA	NA	-0.178212978	unbias	0.635076332	Ovary_mean
TRINITY_DN123869_c1_g1_i1	NA	NA	NA	NA	0.343422282	unbias	0.131404231	G23_fmean
TRINITY_DN123870_c1_g2_i2	NA	NA	NA	NA	0.016471842	unbias	0.97175733	Brain_fmean
TRINITY_DN123870_c1_g3_i1	mecr	Chr02	57584479	57584479	-0.082203484	unbias	0.924015884	Brain_fmean
TRINITY_DN123870_c1_g6_i2	NA	NA	NA	NA	0.228699416	unbias	0.968459309	Brain_mmean
TRINITY_DN123870_c1_g7_i1	NA	NA	NA	NA	-0.141792856	unbias	0.909010869	Brain_fmean
TRINITY_DN123872_c0_g2_i8	NA	NA	NA	NA	0.070055524	unbias	0.490435673	Brain_mmean
TRINITY_DN123872_c1_g2_i1	NA	NA	NA	NA	0.137611582	unbias	0.294792958	Brain_mmean
TRINITY_DN123874_c2_g2_i1	NA	NA	NA	NA	-0.325188549	unbias	0.89467307	Brain_fmean
TRINITY_DN123875_c0_g2_i1	NA	NA	NA	NA	-0.21371652	unbias	0.212291037	Ovary_mean
TRINITY_DN123875_c2_g1_i2	NA	NA	NA	NA	-0.048825245	unbias	0.145860924	G23_fmean
TRINITY_DN123876_c0_g1_i2	NA	NA	NA	NA	0.208295255	unbias	0.600594955	Brain_mmean
TRINITY_DN123877_c0_g1_i4	NA	NA	NA	NA	-0.225218395	unbias	0.523006191	G43_M_mean
TRINITY_DN123878_c0_g2_i3	NA	NA	NA	NA	0.267455376	unbias	0.55809745	Ovary_mean
TRINITY_DN123880_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	0.335561526	unbias	0.076399346	G23_mmean
TRINITY_DN123882_c0_g2_i2	NA	NA	NA	NA	-0.109205489	unbias	0.494731285	Brain_fmean
TRINITY_DN123882_c0_g4_i4	NA	NA	NA	NA	0.180942359	unbias	0.45991901	Brain_mmean
TRINITY_DN123883_c0_g1_i5	NA	NA	NA	NA	-0.020483383	unbias	0.517511987	Brain_fmean
TRINITY_DN123887_c2_g1_i1	NA	NA	NA	NA	0.196642665	unbias	0.339689558	G46_F_mean
TRINITY_DN123890_c6_g1_i1	pvrl1-like.2	Chr07	86275154	86275154	0.062988926	unbias	0.272744946	G23_mmean
TRINITY_DN123891_c0_g1_i1	NA	NA	NA	NA	-0.043790184	unbias	0.374086529	Liver_mmean
TRINITY_DN123892_c0_g1_i1	clec2d	Chr07	2179298	2179298	0.150836308	unbias	0.500055419	Brain_mmean
TRINITY_DN123892_c0_g2_i1	NA	NA	NA	NA	0.294140692	unbias	0.404718918	Brain_mmean
TRINITY_DN123892_c1_g1_i2	NA	NA	NA	NA	-0.000278204	unbias	0.227276894	Ovary_mean
TRINITY_DN123894_c1_g1_i1	NA	NA	NA	NA	0.034353988	unbias	0.635488021	Brain_mmean
TRINITY_DN123896_c1_g1_i2	LOC613063	Chr04	12515783	12515783	-0.643559292	unbias	0.324104712	Testis_mean
TRINITY_DN123897_c4_g1_i1	dars	Chr09	76835925	76835925	-0.199132216	unbias	0.503644935	Brain_fmean
TRINITY_DN123897_c4_g2_i1	NA	NA	NA	NA	0.322962476	unbias	0.317444946	Brain_mmean
TRINITY_DN123899_c0_g1_i2	NA	NA	NA	NA	0.352761089	unbias	0.601300164	Brain_mmean
TRINITY_DN123901_c1_g3_i3	NA	NA	NA	NA	0.12372904	unbias	0.345349813	Ovary_mean
TRINITY_DN123903_c0_g2_i4	NA	NA	NA	NA	0.644812395	unbias	0.597526562	Ovary_mean
TRINITY_DN123904_c0_g1_i1	NA	NA	NA	NA	-0.090941245	unbias	0.43636897	Brain_fmean
TRINITY_DN123906_c0_g1_i1	NA	NA	NA	NA	-0.12041272	unbias	0.670501119	Brain_fmean
TRINITY_DN123906_c0_g4_i2	NA	NA	NA	NA	0.186537405	unbias	0.625096578	Brain_mmean
TRINITY_DN123908_c0_g1_i3	NA	NA	NA	NA	0.433463854	unbias	0.525550414	G43_M_mean
TRINITY_DN123909_c5_g1_i1	NA	NA	NA	NA	-0.158266715	unbias	0.552835961	Brain_fmean
TRINITY_DN123909_c5_g3_i1	NA	NA	NA	NA	0.060565378	unbias	0.782043862	Brain_mmean
TRINITY_DN123909_c5_g4_i1	NA	NA	NA	NA	-0.109678106	unbias	0.2525424	G23_fmean
TRINITY_DN123911_c0_g1_i1	NA	NA	NA	NA	-0.043713278	unbias	0.766847419	Brain_fmean
TRINITY_DN123912_c3_g11_i1	NA	NA	NA	NA	-0.108175174	unbias	0.401154133	Ovary_mean
TRINITY_DN123912_c3_g2_i6	lin9	Chr05	4262845	4262845	0.150507963	unbias	0.646543211	Brain_mmean
TRINITY_DN123914_c1_g2_i1	NA	NA	NA	NA	-0.071110683	unbias	0.492588687	Ovary_mean
TRINITY_DN123915_c3_g4_i1	sumf2	Chr02	94210484	94210484	0.640448333	unbias	0.454821807	G43_M_mean
TRINITY_DN123916_c1_g1_i2	NA	NA	NA	NA	0.031863069	unbias	0.340718745	Brain_mmean
TRINITY_DN123916_c1_g2_i2	NA	NA	NA	NA	-0.180378183	unbias	0.292224855	G23_mmean
TRINITY_DN123916_c2_g2_i1	NA	NA	NA	NA	0.047858309	unbias	0.775387728	Brain_mmean
TRINITY_DN123918_c0_g2_i1	NA	NA	NA	NA	2.568553796	male 	0.653161911	G27_mmean
TRINITY_DN123920_c0_g1_i1	NA	NA	NA	NA	-0.441543712	unbias	0.515833863	Brain_fmean
TRINITY_DN123922_c1_g1_i1	NA	NA	NA	NA	0.021953947	unbias	0.815957576	Brain_mmean
TRINITY_DN123922_c2_g1_i1	NA	NA	NA	NA	0.077445969	unbias	0.566814844	Ovary_mean
TRINITY_DN123922_c3_g3_i5	NA	NA	NA	NA	0.042112248	unbias	0.420803936	Ovary_mean
TRINITY_DN123922_c3_g5_i1	NA	NA	NA	NA	-0.182734774	unbias	0.357166667	Brain_fmean
TRINITY_DN123922_c4_g1_i1	NA	NA	NA	NA	0.636777565	unbias	0.891992537	Brain_mmean
TRINITY_DN123922_c4_g2_i2	NA	NA	NA	NA	0.031070549	unbias	0.201843101	G46_F_mean
TRINITY_DN123925_c0_g1_i1	NA	NA	NA	NA	-0.005669777	unbias	0.490845764	Brain_mmean
TRINITY_DN123926_c0_g2_i1	NA	NA	NA	NA	-0.29933826	unbias	0.413626524	G43_M_mean
