gid	gname	chr	start	end	logCPM	logFC.MT.FO	PV.MT.FO	FDR.MT.FO
TRINITY_DN98838_c0_g1_i2	eif2b4	scaffold_1955	536	536	7.05392472423756	-5.14325592242645	1.87030133967728e-08	1.1492734834172e-07
TRINITY_DN129308_c4_g1_i1	Xetrov90026987m	scaffold_199	220091	220091	1.00777896923294	-3.28668383391983	0.0024408127247938	0.00585005545108635
TRINITY_DN196817_c0_g1_i1	LOC100486614	scaffold_2081	6736	6736	1.80857818649334	-6.92071452151211	3.37351631008545e-07	1.6898680691126e-06
TRINITY_DN90918_c0_g2_i1	LOC100036701	scaffold_21	597229	597229	0.744004646911193	-8.6731206901697	4.64693555683496e-16	8.03426994530966e-15
TRINITY_DN130366_c0_g1_i14	LOC100487637	scaffold_21	1727686	1727686	1.47710471380605	3.31192514967221	1.90828946984827e-08	1.17041070359788e-07
TRINITY_DN122959_c0_g1_i3	yars2-like	scaffold_214	71688	71688	0.674669765445133	2.3264601873902	0.000157878485381995	0.000489020465986412
TRINITY_DN133661_c0_g3_i1	rnf186	scaffold_217	2593	2593	4.95299415631112	6.76876509464004	1.79599744442115e-51	2.34218592437597e-49
TRINITY_DN121872_c1_g2_i3	LOC101731854	scaffold_230	123591	123591	1.28486208876025	-2.1967476890072	0.00112608759024182	0.00291543629999987
TRINITY_DN122968_c0_g1_i1	adcyap1r1	scaffold_24	1079	1079	4.91221581022957	-3.665305145716	5.63070513102101e-25	2.13816892679137e-23
TRINITY_DN129750_c0_g2_i10	ppp4r1l	scaffold_249	131927	131927	0.369845633788302	2.85964832004716	3.50585981599649e-06	1.46566647225997e-05
TRINITY_DN131828_c1_g2_i3	LOC100495392	scaffold_259	79038	79038	5.28325093166975	4.80900725080078	7.58980350227588e-27	3.26204323030019e-25
TRINITY_DN118545_c0_g2_i1	LOC100495394	scaffold_261	108428	108428	2.71370383553862	2.01192959583871	5.77560687597534e-05	0.000194526121787941
TRINITY_DN132202_c1_g1_i1	arfgap1	scaffold_2620	1014	1014	1.00964905896535	3.23858911448977	1.52105084195223e-08	9.50531826808152e-08
TRINITY_DN132115_c2_g1_i2	rerg	scaffold_266	149553	149553	1.62009625340951	-2.05860941546127	0.000203499023215153	0.000617762498697874
TRINITY_DN136380_c2_g3_i16	LOC100491264-like	scaffold_2692	665	665	5.27963587044191	4.7163498386141	6.9901339037798e-36	4.69202458682537e-34
TRINITY_DN121175_c4_g9_i1	znf830	scaffold_29	671274	671274	1.66719975364894	2.37435606157514	0.00166473612007183	0.00414857040099141
TRINITY_DN129178_c2_g1_i1	Xetrov90027901m	scaffold_2965	4527	4527	7.18186848852836	-4.21581193007688	3.92593394191735e-47	4.34940118555523e-45
TRINITY_DN136125_c3_g2_i2	LOC100495728	scaffold_3121	161	161	5.67272831722639	2.86193559041295	3.42641134928422e-13	4.24986738116112e-12
TRINITY_DN123257_c0_g1_i1	elk1	scaffold_316	6645	6645	1.78964337576748	-2.02469179595991	0.000295471299793632	0.000866629739608053
TRINITY_DN114355_c0_g1_i1	LOC100488699-like	scaffold_316	48127	48127	5.15245737039764	2.49939469216832	2.18817519807207e-09	1.58434436454317e-08
TRINITY_DN101899_c0_g1_i2	kpna1	scaffold_327	13306	13306	2.03031243719974	-8.1157385200511	8.85494759437295e-09	5.78715962195818e-08
TRINITY_DN112768_c1_g1_i2	LOC100486299	scaffold_33	319543	319543	0.0147661715182832	3.06771735444851	1.01866333407628e-07	5.53654075024739e-07
TRINITY_DN124061_c0_g1_i3	wnt7b	scaffold_336	46765	46765	2.50896929666734	-3.07879376398804	5.27904628132333e-11	4.88359927978764e-10
TRINITY_DN123398_c5_g1_i5	fam168a	scaffold_337	17396	17396	5.72448550482935	-2.88310070452002	1.0589991473e-24	3.96204566224271e-23
TRINITY_DN119755_c1_g2_i1	fam43b	scaffold_352	29199	29199	7.04863462813292	-3.91950871418804	9.40214329033884e-44	9.24895319707383e-42
TRINITY_DN10201_c0_g1_i1	fpgt	scaffold_352	79295	79295	3.23415956587001	-3.92477039781146	1.83242777038508e-19	4.42068357037297e-18
TRINITY_DN97494_c0_g3_i1	stk33	scaffold_352	96873	96873	1.97398803008646	-5.89272713191146	3.94501243311047e-17	7.54677902334007e-16
TRINITY_DN134918_c2_g1_i1	c1orf85	scaffold_359	2523	2523	3.36922134720742	-2.21347170508506	1.41199976786555e-07	7.54675847827346e-07
TRINITY_DN128356_c6_g1_i1	aplp1	scaffold_37	854320	854320	1.69254012681813	-2.24185051577901	0.011772692484274	0.0238674947033935
TRINITY_DN120818_c0_g1_i2	arhgap33	scaffold_37	915529	915529	6.65088414385582	-7.02292947669083	2.13491113499752e-19	5.1018787353836e-18
TRINITY_DN117052_c0_g2_i1	Xetrov90028445m	scaffold_384	7659	7659	0.236279157637008	2.93396415705603	0.000127154580473202	0.000401094932350992
TRINITY_DN116063_c0_g1_i2	LOC101730713-like	scaffold_39	1423443	1423443	6.45189120459278	-3.4709799422142	7.15772914305735e-30	3.60440389304134e-28
TRINITY_DN36827_c0_g1_i1	cacna1c-like	scaffold_41	567763	567763	1.85933643162809	-9.83317718844808	2.48929482384263e-11	2.4278071140913e-10
TRINITY_DN127332_c0_g1_i7	piwil3	scaffold_414	158880	158880	5.75821740265197	-2.55441504284152	1.42767238500009e-21	4.07788975850714e-20
TRINITY_DN133168_c6_g1_i1	col9a3	scaffold_418	49828	49828	1.97297086750635	2.22753126354209	5.18749456329349e-05	0.000176291785260872
TRINITY_DN110815_c0_g1_i2	aloxe3	scaffold_440	14897	14897	1.44123351505468	-2.27864434379402	9.78815904875736e-05	0.000315248893325911
TRINITY_DN130559_c0_g1_i3	LOC101734726	scaffold_48	898547	898547	5.70194147754869	-2.11882717530648	6.37549174204234e-12	6.65910629459452e-11
TRINITY_DN132128_c1_g2_i1	arhgef3-like	scaffold_49	79382	79382	2.46836872062244	2.25022358688323	0.000299655153674166	0.000877097591016007
TRINITY_DN113336_c0_g1_i1	LOC100498389	scaffold_51	284268	284268	0.151046829291152	2.33783100547173	0.000191318449656488	0.00058388200829906
TRINITY_DN118083_c0_g1_i1	gc	scaffold_51	1327764	1327764	1.12155760047457	-4.31806469713984	2.95622642634724e-10	2.44180237068754e-09
TRINITY_DN129754_c1_g2_i2	hmx1	scaffold_52	202583	202583	3.22747822870055	3.70705356429136	5.11412096152177e-15	7.81744598686201e-14
TRINITY_DN112797_c0_g1_i1	Xetrov90029395m	scaffold_5394	908	908	0.479654136249248	-4.04094254861764	1.23122512231135e-09	9.26137763394513e-09
TRINITY_DN83270_c0_g2_i1	adar	scaffold_553	11761	11761	5.63073682281205	-9.98319394226849	1.08711686139845e-95	5.63867750246259e-93
TRINITY_DN129937_c0_g3_i4	mrpl14	scaffold_5560	2308	2308	2.01271794678366	2.30503988839607	1.53139132306425e-05	5.72190778896076e-05
TRINITY_DN131927_c4_g1_i1	LOC100495715	scaffold_569	30901	30901	4.19171888390976	2.53616419070782	2.03338865631416e-12	2.28600965095575e-11
TRINITY_DN70452_c0_g1_i1	LOC100488185	scaffold_5850	707	707	1.13252849671575	2.31261532839892	7.65145093829829e-06	3.01123320079054e-05
TRINITY_DN114680_c0_g1_i1	fam46c	scaffold_587	22245	22245	0.782458371584216	2.24273337342373	2.9686948187376e-05	0.000105668889033598
TRINITY_DN130781_c3_g1_i1	LOC734128	scaffold_612	77249	77249	1.88325461650072	-4.36987021345566	1.03549731587036e-12	1.20880407891526e-11
TRINITY_DN133176_c0_g3_i3	pon2	scaffold_73	300787	300787	3.98384347108727	-2.10070483709965	1.90301554835559e-08	1.16748980764977e-07
TRINITY_DN118217_c0_g1_i1	dlx6	scaffold_73	1007771	1007771	6.72544304083129	5.75327551654106	1.72377684818437e-57	2.77042501614532e-55
TRINITY_DN122585_c0_g2_i16	ppfibp1-like	scaffold_748	15007	15007	4.20392509569819	2.46534331008407	3.33327021191734e-10	2.73246741294459e-09
TRINITY_DN119494_c0_g1_i1	ccdc40	scaffold_754	2473	2473	6.45099564687299	-4.44714892776001	7.13426374964573e-42	6.48677957348266e-40
TRINITY_DN126540_c0_g1_i1	LOC100486112-like	scaffold_7631	671	671	5.10985462347562	-2.51851043449951	1.40137437141518e-18	3.05756844210681e-17
TRINITY_DN129631_c3_g2_i2	LOC101733008	scaffold_81	275486	275486	5.78017673603765	-3.06696621196602	1.16082914967376e-24	4.31473010649096e-23
TRINITY_DN121981_c0_g1_i2	LOC100145754	scaffold_85	85513	85513	6.43655444461778	-3.12617844673931	3.92538563339222e-35	2.55957574072221e-33
TRINITY_DN136127_c0_g1_i1	gtf2e1	scaffold_85	337931	337931	1.3750328624049	2.42392501634456	3.92109853284959e-06	1.62467884380344e-05
TRINITY_DN124660_c0_g1_i1	hgd	scaffold_85	368523	368523	1.98197229029133	3.00126784999297	1.96735173209218e-09	1.43355367911263e-08
TRINITY_DN128886_c5_g2_i3	dnah12	scaffold_87	196357	196357	1.13509206409105	2.55209366191425	4.4803810972667e-05	0.00015438812834338
TRINITY_DN121089_c2_g1_i1	Xetrov90030779m	scaffold_87	432157	432157	5.58546736875995	-4.53461457308412	1.3212874669788e-17	2.63587609889775e-16
TRINITY_DN130837_c3_g1_i1	Xetrov90030796m	scaffold_88	205574	205574	6.20879556304892	6.90530536871466	1.80115896821036e-40	1.55704734744306e-38
TRINITY_DN121900_c0_g1_i2	LOC100497560	scaffold_8947	665	665	2.88578233961541	3.13097677672431	1.15436496916226e-12	1.3386644982836e-11
TRINITY_DN126029_c0_g1_i2	Xetrov90030845m	scaffold_909	44775	44775	3.00430211134947	-4.33763211881178	8.14298487671108e-21	2.17610305452342e-19
TRINITY_DN117121_c0_g1_i1	Xetrov90030953m	scaffold_98	186113	186113	0.0795693001581282	-3.12706682818228	2.40655742623926e-05	8.6875124298691e-05
TRINITY_DN127341_c11_g1_i1	LOC100488387-like	scaffold_995	7989	7989	4.74421822893296	-2.68697609287382	1.95733590496671e-14	2.81122215375395e-13
TRINITY_DN108305_c0_g1_i1	NA	NA	NA	NA	0.395275832629299	-4.17468811975065	2.97412970444063e-10	2.4548133133723e-09
TRINITY_DN121270_c0_g2_i2	NA	NA	NA	NA	4.40889067881908	2.32157538387647	4.50105491454197e-11	4.21514465571099e-10
TRINITY_DN132097_c3_g3_i3	NA	NA	NA	NA	0.123143719257366	2.40881792722168	0.00169475078615862	0.00421600201021496
TRINITY_DN123099_c0_g1_i6	NA	NA	NA	NA	2.5105259400489	-4.18492026947805	4.29164615524562e-10	3.46458961991565e-09
TRINITY_DN126616_c6_g1_i1	NA	NA	NA	NA	5.10757519984728	2.12131264102715	3.6740477117213e-08	2.14555505277537e-07
TRINITY_DN96740_c0_g3_i1	NA	NA	NA	NA	0.980889185927916	-4.65962083202805	9.85309841556686e-12	1.00656854091346e-10
TRINITY_DN123999_c6_g2_i3	NA	NA	NA	NA	1.40532167445365	-4.31612566336123	6.64005610073247e-11	6.05430924214608e-10
TRINITY_DN137342_c0_g1_i1	NA	NA	NA	NA	1.8380896602278	-9.80893085846221	5.46852786803318e-08	3.11384089331969e-07
TRINITY_DN151741_c0_g1_i1	NA	NA	NA	NA	6.23994220452323	-8.32676536270714	5.98212683972479e-85	2.06854695054847e-82
TRINITY_DN133065_c0_g1_i1	NA	NA	NA	NA	2.07662823976251	4.46250663265187	1.18040901953387e-11	1.19996858101568e-10
TRINITY_DN134164_c0_g2_i1	NA	NA	NA	NA	1.0012735784287	-3.7119658537964	0.00019153904261569	0.000584398934568886
TRINITY_DN135751_c6_g7_i1	NA	NA	NA	NA	6.47784470181544	-2.62415980442126	1.52002440641331e-22	4.68151106655391e-21
TRINITY_DN134020_c1_g1_i34	NA	NA	NA	NA	2.51045639722992	2.03199575432199	2.45845485194207e-06	1.05424382997035e-05
TRINITY_DN127392_c2_g1_i1	NA	NA	NA	NA	4.11066556169976	-2.64634362329423	1.76447476167994e-10	1.50989287630519e-09
TRINITY_DN106792_c0_g2_i1	NA	NA	NA	NA	2.52322416795869	7.98102912093056	9.32707903925762e-24	3.25477978339354e-22
TRINITY_DN125242_c0_g4_i5	NA	NA	NA	NA	4.21660501785728	-2.24092573178129	1.08675396989762e-08	6.98841901972484e-08
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	2.75650091488928	-2.12951738133047	3.95876942977506e-06	1.63879985355208e-05
TRINITY_DN126857_c2_g1_i1	NA	NA	NA	NA	1.56286044580511	2.36487932313965	2.99554850621369e-06	1.26694603426258e-05
TRINITY_DN132397_c1_g3_i1	NA	NA	NA	NA	0.938258620002591	3.87274454403899	1.91948962900708e-10	1.6297095354613e-09
TRINITY_DN38800_c0_g1_i1	NA	NA	NA	NA	3.28130606792021	2.17321599103626	1.57224135041816e-07	8.31942779949994e-07
TRINITY_DN133048_c2_g2_i1	NA	NA	NA	NA	4.64704124261417	-2.19106272743202	1.41224238392646e-06	6.35453384975744e-06
TRINITY_DN111232_c0_g2_i1	NA	NA	NA	NA	4.5437581657916	-6.31701578518533	1.99128499791432e-41	1.78917741033074e-39
TRINITY_DN128732_c0_g2_i2	NA	NA	NA	NA	0.536178306470224	3.44988975816354	1.3568179644653e-06	6.11841525094388e-06
TRINITY_DN133888_c1_g5_i1	NA	NA	NA	NA	1.73376347597328	-8.42690115104142	6.89486741832982e-09	4.57150417654027e-08
TRINITY_DN120535_c1_g1_i5	NA	NA	NA	NA	4.81815541468989	-5.5732383067394	6.89399705175792e-35	4.45707650751329e-33
TRINITY_DN123704_c2_g3_i1	NA	NA	NA	NA	2.01960836909182	4.01205527013911	0.00108358169119708	0.00281368771834109
TRINITY_DN110877_c0_g1_i3	NA	NA	NA	NA	6.27685987831349	-2.54849648988092	9.21961165740447e-21	2.4437860307234e-19
TRINITY_DN24461_c0_g1_i1	NA	NA	NA	NA	0.420617718986229	-8.31648116914693	7.31640173523993e-17	1.36083879707943e-15
TRINITY_DN131819_c1_g5_i1	NA	NA	NA	NA	1.28058503792199	-2.26763813496516	7.98113647759981e-05	0.000261260269140845
TRINITY_DN125452_c0_g1_i2	NA	NA	NA	NA	3.26702397591662	-3.02172890273834	3.13663784183064e-13	3.89892967463283e-12
TRINITY_DN122964_c0_g1_i2	NA	NA	NA	NA	3.18988578652631	-3.07347123292166	2.30890651376872e-09	1.66647262673086e-08
TRINITY_DN125678_c0_g1_i3	NA	NA	NA	NA	3.00284336997982	2.13401480664383	4.55561209094612e-07	2.23731825133575e-06
TRINITY_DN126709_c0_g1_i4	NA	NA	NA	NA	5.96556255033527	-8.34683106251385	1.59753818411202e-86	5.78714546631818e-84
TRINITY_DN114379_c0_g1_i1	NA	NA	NA	NA	0.852557154576592	5.28970675209129	5.20879301031362e-12	5.51880566765912e-11
TRINITY_DN135877_c0_g2_i3	NA	NA	NA	NA	1.11423715881877	2.21057780726871	6.0341486725942e-05	0.000202725365826505
TRINITY_DN132024_c1_g3_i8	NA	NA	NA	NA	2.70700277948019	3.75252286597981	0.000637622553864915	0.00173836123812031
TRINITY_DN125288_c1_g2_i1	NA	NA	NA	NA	-0.0102741946182466	-2.69180944123995	4.19538263716668e-06	1.72828560551296e-05
TRINITY_DN20017_c0_g1_i1	NA	NA	NA	NA	0.0828481313447863	-2.22996913572331	3.35137415334465e-05	0.000118251485664242
TRINITY_DN115612_c0_g1_i1	NA	NA	NA	NA	3.24222912305125	2.54214902513441	1.84901341291706e-09	1.35424210878026e-08
TRINITY_DN121977_c0_g3_i5	NA	NA	NA	NA	1.29129965705515	-2.97604862722757	9.18180044646576e-07	4.29048013491486e-06
TRINITY_DN67991_c0_g3_i1	NA	NA	NA	NA	4.3618634525529	2.87397061867633	0.018358524440197	0.0353210457573913
TRINITY_DN129139_c0_g2_i3	NA	NA	NA	NA	3.71085503542978	-2.42769864666842	5.33773342850569e-08	3.04544380763392e-07
TRINITY_DN207659_c0_g1_i1	NA	NA	NA	NA	1.40643591461077	2.2741823750349	1.48254195570531e-05	5.558497209316e-05
TRINITY_DN125938_c4_g5_i1	NA	NA	NA	NA	0.269734754260374	2.4457529499541	0.000187366363712347	0.00057312359638697
TRINITY_DN132204_c4_g2_i1	NA	NA	NA	NA	4.29009293131453	2.16486913303278	5.29152358073658e-05	0.000179616127513718
TRINITY_DN116443_c0_g1_i6	NA	NA	NA	NA	3.46103238754433	-2.78487696405535	2.08808101158009e-06	9.07698758976776e-06
TRINITY_DN128491_c2_g2_i8	NA	NA	NA	NA	8.18474669707581	-2.10586520391258	2.33968340013588e-10	1.96237613222716e-09
TRINITY_DN149060_c0_g1_i1	NA	NA	NA	NA	2.94054938913735	3.28532435584001	4.82486841046361e-08	2.771536543257e-07
TRINITY_DN123307_c0_g1_i1	NA	NA	NA	NA	5.52284992837607	-2.47825759723765	6.22150192286385e-17	1.16958739406526e-15
TRINITY_DN134097_c3_g1_i1	NA	NA	NA	NA	4.14775153538213	4.0733815398178	3.80531980878695e-15	5.90782371946503e-14
TRINITY_DN140224_c0_g1_i1	NA	NA	NA	NA	0.39237101865406	-4.10361283439823	1.6925862921892e-09	1.24768101939089e-08
TRINITY_DN135580_c5_g2_i3	NA	NA	NA	NA	3.90210407177952	3.00835053106013	5.0516103606767e-14	6.90760045844e-13
TRINITY_DN130672_c2_g3_i5	NA	NA	NA	NA	0.743106826161712	2.38542993283775	2.46728500894163e-05	8.89407336503962e-05
TRINITY_DN130367_c5_g5_i2	NA	NA	NA	NA	5.72929854054146	-2.97801276934918	1.60588213258736e-19	3.8905989416039e-18
TRINITY_DN126149_c5_g2_i2	NA	NA	NA	NA	3.53774026147817	-3.59946757671816	1.94878085319265e-15	3.12324976345243e-14
TRINITY_DN126919_c0_g4_i1	NA	NA	NA	NA	1.7682498248768	3.99474109181778	6.30608103850457e-12	6.58962369325784e-11
TRINITY_DN116023_c0_g1_i8	NA	NA	NA	NA	0.768826196927224	2.74457601925699	8.72954633998636e-06	3.40614988153819e-05
TRINITY_DN123633_c0_g1_i1	NA	NA	NA	NA	2.52773568743176	-5.13603616348532	4.13185716288256e-18	8.60376315431623e-17
TRINITY_DN123256_c1_g1_i2	NA	NA	NA	NA	1.20750100107705	2.46144225957456	4.33707888699225e-05	0.000149834717467359
TRINITY_DN120237_c0_g2_i1	NA	NA	NA	NA	0.905202195627039	-2.5486730509499	1.73825124486681e-07	9.14274485142897e-07
TRINITY_DN114373_c0_g1_i1	NA	NA	NA	NA	0.266192863758898	2.00349715447195	0.00120309464695548	0.00308957196273411
TRINITY_DN180105_c0_g1_i1	NA	NA	NA	NA	2.61259395630824	-8.01388880178084	6.2970959931124e-08	3.54845246308176e-07
TRINITY_DN133773_c6_g2_i1	NA	NA	NA	NA	3.5403170840759	3.53675630077872	1.5570965202629e-15	2.53286220851318e-14
TRINITY_DN126091_c1_g2_i1	NA	NA	NA	NA	2.58326305722347	2.44598263570529	0.000378813218723947	0.001083096376562
TRINITY_DN126281_c5_g1_i4	NA	NA	NA	NA	4.82656518941461	-5.48057673121651	6.11212945117898e-44	6.038572222286e-42
TRINITY_DN124848_c3_g6_i2	NA	NA	NA	NA	1.42608929249045	2.8323146061078	4.22201607372906e-06	1.73894334659167e-05
TRINITY_DN63422_c0_g2_i1	NA	NA	NA	NA	4.84727077859595	2.02030901884093	8.99242297259297e-05	0.000291182004938304
TRINITY_DN133118_c1_g1_i6	NA	NA	NA	NA	7.27997715877115	2.92413009027707	3.38000023407809e-23	1.11150382337364e-21
TRINITY_DN123646_c0_g2_i3	NA	NA	NA	NA	2.5381464817236	2.07263220030014	1.156738713329e-05	4.42344016682211e-05
TRINITY_DN135575_c7_g6_i17	NA	NA	NA	NA	3.51521557414963	3.17134654245818	1.34901562532963e-13	1.76532308493537e-12
TRINITY_DN207301_c0_g1_i1	NA	NA	NA	NA	1.36343535526641	-9.31175654229115	5.23581844822778e-09	3.55736375782835e-08
TRINITY_DN125962_c0_g1_i6	NA	NA	NA	NA	3.58186385044582	4.20547546565667	1.7975345219364e-17	3.53649421203729e-16
TRINITY_DN133479_c1_g1_i3	NA	NA	NA	NA	1.66480851837861	2.04907988475649	0.00386780549404804	0.00883813353866944
TRINITY_DN113137_c1_g1_i2	NA	NA	NA	NA	1.10695924430131	3.97562336764219	5.58545366039428e-07	2.70352541755076e-06
TRINITY_DN124618_c1_g3_i3	NA	NA	NA	NA	2.07457342017858	2.99907181083083	2.00147475763729e-09	1.45748745752388e-08
TRINITY_DN130037_c1_g4_i6	NA	NA	NA	NA	3.72131431030941	-5.37542376884313	6.98151474225584e-23	2.2284213908778e-21
TRINITY_DN130355_c6_g1_i2	NA	NA	NA	NA	1.3556224453118	3.47364794310433	2.85285877004142e-09	2.03018219051716e-08
TRINITY_DN114338_c0_g2_i2	NA	NA	NA	NA	6.482047218103	-2.26907215521384	3.03388989693528e-13	3.77738326393109e-12
TRINITY_DN127484_c0_g2_i1	NA	NA	NA	NA	1.88379185952437	2.88620709911429	6.52923141967267e-09	4.35574742647675e-08
TRINITY_DN98835_c0_g2_i1	NA	NA	NA	NA	0.377249257300411	-3.44917015502163	5.29866602318072e-07	2.5745402593364e-06
TRINITY_DN123495_c0_g2_i3	NA	NA	NA	NA	1.47294508073972	2.62707830767131	2.93366257341879e-06	1.24238350808246e-05
TRINITY_DN112693_c0_g2_i1	NA	NA	NA	NA	4.60160947078171	-3.82889059863152	1.64505135708196e-14	2.38068243952597e-13
TRINITY_DN127554_c1_g2_i1	NA	NA	NA	NA	4.95928827039159	3.11769628398429	4.22286066910039e-17	8.07153485680144e-16
TRINITY_DN126546_c1_g3_i1	NA	NA	NA	NA	1.08374103260694	3.27514713918628	1.10043704679388e-06	5.062320959873e-06
TRINITY_DN120113_c0_g1_i3	NA	NA	NA	NA	3.95227771746904	-3.16494712392212	1.57395202990076e-16	2.84859105681167e-15
TRINITY_DN136147_c0_g1_i5	NA	NA	NA	NA	2.24287409683784	2.24421700254731	1.84554636359439e-06	8.10209575537831e-06
TRINITY_DN128587_c0_g1_i3	NA	NA	NA	NA	4.98904482735558	2.46400446641616	9.70074651970912e-06	3.75365271401834e-05
TRINITY_DN123962_c1_g1_i1	NA	NA	NA	NA	1.80497522067623	2.52642127069631	0.000193312034013699	0.000589099644847195
TRINITY_DN159629_c0_g1_i1	NA	NA	NA	NA	1.20198575057356	-5.7186052109155	4.96133353908638e-12	5.27375659194361e-11
TRINITY_DN118559_c0_g2_i1	NA	NA	NA	NA	1.61373667417172	3.7094797815762	3.91419221489594e-06	1.62319431086775e-05
TRINITY_DN128186_c0_g1_i4	NA	NA	NA	NA	5.88043028229658	-3.97485412817218	4.78384274757519e-32	2.66285022402832e-30
TRINITY_DN132846_c6_g3_i2	NA	NA	NA	NA	5.19220331531046	-8.20127058478484	1.55678383402513e-23	5.31870069762299e-22
TRINITY_DN133203_c1_g5_i7	NA	NA	NA	NA	0.0301275722190418	3.50237244490264	1.29382644711492e-08	8.19758666742271e-08
TRINITY_DN110142_c0_g3_i1	NA	NA	NA	NA	2.60786821270745	-2.92010574995399	0.000405759714313997	0.00115450046129835
TRINITY_DN128969_c1_g1_i2	NA	NA	NA	NA	3.64335016202554	-3.57524243539985	1.5696176712135e-10	1.35381007152058e-09
TRINITY_DN97211_c0_g1_i1	NA	NA	NA	NA	1.54344996520874	-7.20184460442522	1.92940382185391e-07	1.00684537203259e-06
TRINITY_DN132906_c0_g1_i1	NA	NA	NA	NA	4.03191219605215	2.13401535829237	2.02778676671676e-08	1.23606168776736e-07
TRINITY_DN130709_c2_g1_i1	NA	NA	NA	NA	4.60276503701142	-3.46261203008679	4.5983064605335e-23	1.49917928631851e-21
TRINITY_DN119570_c0_g2_i5	NA	NA	NA	NA	7.2965056028944	-2.82069201863823	1.0305053590709e-24	3.86177229962497e-23
TRINITY_DN117036_c0_g1_i1	NA	NA	NA	NA	4.4241757858565	2.6174859090281	2.40787407375794e-08	1.44878729531515e-07
TRINITY_DN103637_c0_g2_i1	NA	NA	NA	NA	6.16448006719753	-3.82767554919494	1.30670481913542e-22	4.05185018781367e-21
TRINITY_DN129262_c0_g1_i1	NA	NA	NA	NA	3.21215258863019	3.73657402889532	5.98975159635503e-11	5.50242271531023e-10
TRINITY_DN121505_c1_g3_i1	NA	NA	NA	NA	6.13820634418802	-4.50697907870435	6.32313972666668e-23	2.02393681405311e-21
TRINITY_DN100287_c0_g2_i1	NA	NA	NA	NA	3.26042533536433	2.8215715270933	1.69885392449766e-08	1.05014204401098e-07
TRINITY_DN133096_c6_g5_i1	NA	NA	NA	NA	7.29927116398644	9.49775330378121	1.09274560065561e-76	2.86651035611061e-74
TRINITY_DN196948_c0_g1_i1	NA	NA	NA	NA	0.13605163797859	-2.73428123374307	6.37355023408906e-06	2.54205588786774e-05
TRINITY_DN80093_c0_g1_i2	NA	NA	NA	NA	1.54927814547277	-7.6313115309584	3.57686910011193e-07	1.78429085470502e-06
TRINITY_DN122666_c4_g1_i3	NA	NA	NA	NA	3.04996997667669	6.19809826146011	4.03312595504191e-22	1.2000521583568e-20
TRINITY_DN123809_c0_g2_i2	NA	NA	NA	NA	2.86815456712009	-4.76073112887248	1.14376203460428e-06	5.238397983893e-06
TRINITY_DN110214_c0_g1_i3	NA	NA	NA	NA	1.16483158315034	3.24723645597001	7.91232149939181e-05	0.000259223372465001
TRINITY_DN123589_c1_g2_i1	NA	NA	NA	NA	1.49060888340324	2.33220611554289	4.14297995471221e-06	1.70824008177854e-05
TRINITY_DN131243_c0_g1_i1	NA	NA	NA	NA	1.13619430686954	-2.49201284330762	0.000110191608121996	0.000351817694538361
TRINITY_DN135153_c3_g2_i4	NA	NA	NA	NA	1.07290398447169	3.4309131514421	7.99639692923852e-10	6.20516051407962e-09
TRINITY_DN99962_c0_g1_i1	NA	NA	NA	NA	1.41860800645989	-3.24826499638215	2.46525961450107e-07	1.2640340355458e-06
TRINITY_DN125086_c0_g1_i4	NA	NA	NA	NA	0.156152285014167	2.50218407875832	0.00491158599931466	0.0109636361185797
TRINITY_DN155425_c0_g1_i1	NA	NA	NA	NA	2.86512247437363	-7.34798026351803	6.83723767187846e-07	3.25896905070197e-06
TRINITY_DN129662_c1_g7_i1	NA	NA	NA	NA	0.235692343823426	-2.65268811676536	3.52205206677328e-05	0.000123623919206244
TRINITY_DN128242_c0_g1_i2	NA	NA	NA	NA	0.791464522414428	2.1795308496542	3.48092811912934e-05	0.000122387523547635
TRINITY_DN131379_c2_g1_i2	NA	NA	NA	NA	5.20900004595911	2.62997578681371	2.18279741523605e-08	1.32277755205834e-07
TRINITY_DN134993_c0_g1_i5	NA	NA	NA	NA	1.66199939031253	2.68879190676795	6.1266556352007e-08	3.4583857261081e-07
TRINITY_DN135164_c2_g1_i3	NA	NA	NA	NA	4.23065519533531	2.40451270057852	1.1776348553112e-07	6.34615883539841e-07
TRINITY_DN135007_c3_g4_i1	NA	NA	NA	NA	1.21482792240377	2.24410931289666	5.52055456733208e-05	0.000186707315257339
TRINITY_DN119035_c0_g1_i2	NA	NA	NA	NA	7.32081311079615	-2.03983519048067	2.52731541770501e-10	2.10812837949064e-09
TRINITY_DN135251_c0_g1_i2	NA	NA	NA	NA	0.308587770397706	2.66690214336405	3.59738372668103e-06	1.50076623163254e-05
TRINITY_DN51110_c0_g1_i1	NA	NA	NA	NA	0.322286045909285	-8.19288309681892	8.99595064463557e-10	6.92897690218944e-09
TRINITY_DN122746_c3_g1_i3	NA	NA	NA	NA	6.99933841960946	4.13980245797207	1.95225459539836e-24	7.18618618970668e-23
TRINITY_DN61388_c0_g1_i1	NA	NA	NA	NA	2.51218457359489	-8.6176182119717	3.87004137446161e-09	2.69685753428894e-08
TRINITY_DN133984_c0_g1_i2	NA	NA	NA	NA	4.2291402549789	4.22637728339648	1.5449620121121e-22	4.74550781163155e-21
