gid	gname	chr	start	end	logCPM	logFC.FO.MT	PV.FO.MT	FDR.FO.MT
TRINITY_DN136353_c2_g4_i1	NA	NA	NA	NA	5.21424446664427	-9.40556451766438	3.07630802810001e-64	6.10500015802594e-62
TRINITY_DN123126_c1_g1_i1	NA	NA	NA	NA	1.03867427017718	3.68415119098975	1.49410747911788e-05	5.59910031008675e-05
TRINITY_DN117634_c2_g2_i1	NA	NA	NA	NA	3.1420378073035	3.26346859276214	7.86607469188345e-07	3.71445389236839e-06
TRINITY_DN48708_c0_g1_i1	NA	NA	NA	NA	3.61873312580294	-8.5858560993559	1.46658413157724e-08	9.19768701589878e-08
TRINITY_DN134948_c4_g7_i1	NA	NA	NA	NA	0.817230465750887	4.99784921560237	8.4832816989554e-09	5.55539325490847e-08
TRINITY_DN129684_c8_g1_i7	NA	NA	NA	NA	3.30329629481567	3.39870308531099	8.56411922094419e-13	1.01322098942659e-11
TRINITY_DN118098_c0_g2_i4	NA	NA	NA	NA	4.77511712632443	5.80552894295576	5.99580731301278e-26	2.44350561602817e-24
TRINITY_DN124242_c2_g5_i4	NA	NA	NA	NA	0.297826863273961	5.22417743426791	4.07947825300645e-09	2.83070394314726e-08
TRINITY_DN133271_c6_g2_i1	NA	NA	NA	NA	4.28543284291726	6.5252935399028	5.91483669801621e-22	1.74178584673711e-20
TRINITY_DN123526_c0_g11_i1	NA	NA	NA	NA	2.12345380851311	-3.80124644224927	1.64835692043531e-13	2.12896443905912e-12
TRINITY_DN69434_c0_g2_i1	NA	NA	NA	NA	5.23709451376872	-9.10701491462608	4.61451024367185e-78	1.28429698513511e-75
TRINITY_DN124821_c0_g2_i1	NA	NA	NA	NA	0.54058609975649	5.25660077652853	1.21408607533503e-09	9.14149535179678e-09
TRINITY_DN131645_c7_g1_i3	NA	NA	NA	NA	1.7348918333472	-4.8996744528444	4.70892735072251e-07	2.30863888288269e-06
TRINITY_DN132722_c2_g5_i3	NA	NA	NA	NA	0.514556382063997	3.10726895453825	6.43797215148014e-07	3.08624395416635e-06
TRINITY_DN135531_c2_g1_i4	NA	NA	NA	NA	6.75396950158199	-4.24948435605546	8.77839262038807e-43	8.24446404866241e-41
TRINITY_DN125613_c5_g1_i1	NA	NA	NA	NA	0.453919882589344	-4.41534907232093	7.15659743066735e-11	6.49156862331838e-10
TRINITY_DN132701_c0_g4_i1	NA	NA	NA	NA	6.10814002779358	-7.57848359716528	1.72652165228567e-50	2.2136335476665e-48
TRINITY_DN102067_c0_g2_i1	NA	NA	NA	NA	5.28582632539759	3.7371994364354	2.77239504860102e-23	9.19645345918205e-22
TRINITY_DN102303_c0_g1_i1	NA	NA	NA	NA	2.71188479961026	-8.70764816973238	4.9148646965993e-27	2.13651508772932e-25
TRINITY_DN114644_c0_g2_i1	NA	NA	NA	NA	0.781070066836579	3.56828037712313	3.13500627974552e-10	2.57641747628204e-09
TRINITY_DN124558_c3_g2_i6	NA	NA	NA	NA	6.31317303482969	4.92551606731203	1.27901445373072e-23	4.41016191408725e-22
TRINITY_DN132427_c1_g1_i1	NA	NA	NA	NA	0.858573977256955	3.82392187084962	1.93942975371779e-09	1.41411072969161e-08
TRINITY_DN133878_c1_g3_i1	NA	NA	NA	NA	1.78320058093383	-3.08289340208602	0.00413917391303327	0.00940316813092229
TRINITY_DN123046_c0_g1_i1	NA	NA	NA	NA	5.92047239769543	-4.59889953030896	2.84565403808487e-46	3.04899138296586e-44
TRINITY_DN123029_c0_g1_i2	NA	NA	NA	NA	3.65671125104248	-3.29260750017839	1.5951550755421e-12	1.81750519890274e-11
TRINITY_DN119839_c0_g5_i2	NA	NA	NA	NA	3.94871322264455	-7.66724353521255	3.35483014361478e-46	3.56111318779426e-44
TRINITY_DN118178_c0_g1_i1	NA	NA	NA	NA	2.82457682178313	6.29410913884595	1.21760672741042e-23	4.21033647469099e-22
TRINITY_DN119737_c0_g2_i2	NA	NA	NA	NA	3.15066281640349	4.22387504749464	2.69116554715899e-19	6.39102810793573e-18
TRINITY_DN127706_c0_g1_i2	NA	NA	NA	NA	4.89482094825499	-4.58413967660902	3.37673072318008e-27	1.47631702230682e-25
TRINITY_DN208048_c0_g1_i1	NA	NA	NA	NA	1.33973636002583	5.27738480710793	3.58505940717734e-15	5.58105223673952e-14
TRINITY_DN124768_c1_g3_i1	NA	NA	NA	NA	7.95146240820491	-3.28226946617892	5.44291756070067e-28	2.49434266205443e-26
TRINITY_DN118829_c0_g1_i1	NA	NA	NA	NA	2.75384848576686	3.22813240226854	0.00140954641418253	0.00356123859896753
TRINITY_DN116872_c1_g1_i1	NA	NA	NA	NA	1.18179926281928	4.39261189493984	6.53425867520618e-09	4.35782733739203e-08
TRINITY_DN105061_c0_g1_i1	NA	NA	NA	NA	2.08443494660693	5.23936504646118	3.7276800491125e-13	4.59854670707273e-12
TRINITY_DN125604_c3_g3_i3	NA	NA	NA	NA	3.56492384305333	-4.35219056919212	3.24564909576171e-17	6.25609828238799e-16
TRINITY_DN135065_c0_g1_i7	NA	NA	NA	NA	5.05465177933861	3.86180973986481	2.88601029368036e-28	1.35245435158877e-26
TRINITY_DN24244_c0_g1_i1	NA	NA	NA	NA	2.24341360908191	3.65074151238784	1.29619583840538e-10	1.13557702203791e-09
TRINITY_DN122851_c0_g2_i1	NA	NA	NA	NA	5.76784452478473	-3.13132374976555	3.76165836175705e-21	1.03183373956754e-19
TRINITY_DN120708_c0_g1_i1	NA	NA	NA	NA	1.86702164330788	-3.01361596086901	3.12766887701104e-10	2.57131336855713e-09
TRINITY_DN123644_c3_g2_i1	NA	NA	NA	NA	5.60448670538191	-3.10257735627025	1.62256718959138e-18	3.51998368829415e-17
TRINITY_DN125128_c1_g1_i1	NA	NA	NA	NA	0.282964367406702	3.63199512857031	3.98977836329019e-08	2.31691404089081e-07
TRINITY_DN131591_c3_g2_i1	NA	NA	NA	NA	6.53525815800318	-5.05484390771964	2.75803194143129e-52	3.70257676278499e-50
TRINITY_DN127522_c0_g1_i1	NA	NA	NA	NA	5.39676350178351	-3.06495131211416	2.01841154790072e-22	6.15831395002543e-21
TRINITY_DN24696_c0_g1_i1	NA	NA	NA	NA	0.815236358877382	3.02288104846133	2.81433124574096e-06	1.19495195702884e-05
TRINITY_DN135427_c0_g3_i2	NA	NA	NA	NA	2.2097184740728	4.45723522148824	2.02480386455985e-14	2.90082070288669e-13
TRINITY_DN132516_c3_g3_i2	NA	NA	NA	NA	1.05747050947857	-3.72505677221894	0.000112852968164269	0.000359610505367908
TRINITY_DN135024_c5_g2_i2	NA	NA	NA	NA	6.25451700098325	3.12856002827812	3.61609250519937e-09	2.53280675102432e-08
TRINITY_DN136348_c3_g2_i4	NA	NA	NA	NA	4.87369208445294	-3.0270320434184	3.04773757180473e-15	4.78044445798815e-14
TRINITY_DN119918_c0_g5_i2	NA	NA	NA	NA	1.04477580499124	3.21709149507695	5.79793464218718e-07	2.79924824209849e-06
TRINITY_DN119004_c0_g1_i1	NA	NA	NA	NA	0.361018460322906	4.39346415796178	9.15888909856067e-11	8.21635876601225e-10
TRINITY_DN127961_c1_g13_i1	NA	NA	NA	NA	0.089371530219503	-5.29836045325744	6.83792099838778e-10	5.37009748882332e-09
TRINITY_DN130084_c0_g1_i1	NA	NA	NA	NA	2.4147749916116	-6.24756833433133	5.35103706843973e-19	1.20792648838706e-17
TRINITY_DN117359_c0_g1_i4	NA	NA	NA	NA	5.91917011346133	6.74123568666369	1.39281466938532e-58	2.3202055755264e-56
TRINITY_DN115010_c0_g3_i1	NA	NA	NA	NA	0.911055124107258	-3.33862712190002	0.000370595286482007	0.00106230912018273
TRINITY_DN99742_c0_g1_i1	NA	NA	NA	NA	2.44757979402614	-7.95261941548103	1.45344649207715e-21	4.14631948027309e-20
TRINITY_DN116262_c0_g2_i2	NA	NA	NA	NA	1.30786715040928	-7.21583197564958	1.46618729117947e-13	1.90771529984594e-12
TRINITY_DN127730_c0_g10_i1	NA	NA	NA	NA	0.274525531648717	-6.74842503456185	8.06526291861584e-16	1.35342228182831e-14
TRINITY_DN115944_c0_g1_i1	NA	NA	NA	NA	3.32805020738714	-4.15997082803692	4.66761597285536e-14	6.40555211861124e-13
TRINITY_DN130176_c5_g1_i2	NA	NA	NA	NA	2.07008518251633	3.20513209412828	4.46201749915849e-09	3.07836044032028e-08
TRINITY_DN118145_c0_g3_i1	NA	NA	NA	NA	2.79239006228817	3.78191341539298	0.000322011213447743	0.000934741784953497
TRINITY_DN130652_c1_g3_i1	NA	NA	NA	NA	2.85010545443312	-8.01130471314061	7.26063463591076e-08	4.04941846678288e-07
TRINITY_DN127195_c8_g1_i3	NA	NA	NA	NA	2.3036778636728	4.59658843660894	4.95597047457895e-13	6.00345850163699e-12
TRINITY_DN116397_c0_g1_i1	NA	NA	NA	NA	1.18334600621322	-4.47556941509291	0.000320612708106628	0.000931037437894066
TRINITY_DN105525_c0_g1_i1	NA	NA	NA	NA	3.38297316170301	-6.41171150545773	1.58803973122551e-32	9.12902839950342e-31
TRINITY_DN129802_c0_g17_i1	NA	NA	NA	NA	2.79987355793401	5.89177848126089	2.83981530625042e-13	3.55904804608715e-12
TRINITY_DN131327_c3_g2_i5	NA	NA	NA	NA	5.78177947011785	-7.56343902354739	9.23469929747288e-80	2.66777604261932e-77
TRINITY_DN120485_c1_g7_i2	NA	NA	NA	NA	5.37779798012929	-3.83366201272761	4.78211580490739e-30	2.43067810466807e-28
TRINITY_DN133096_c6_g3_i1	NA	NA	NA	NA	1.72314456754495	3.02832566022074	0.000726031629387097	0.00195579483544291
TRINITY_DN93306_c0_g2_i1	NA	NA	NA	NA	1.79132153086493	9.77902335614899	5.87859713393741e-20	1.46624419443409e-18
TRINITY_DN90886_c0_g1_i1	NA	NA	NA	NA	0.0284176189141077	-6.43224614485015	1.05752817543955e-12	1.23263064452918e-11
TRINITY_DN127150_c4_g6_i2	NA	NA	NA	NA	6.529153890748	-3.66729510389969	1.89519996756979e-42	1.75822169349097e-40
TRINITY_DN121679_c0_g4_i1	NA	NA	NA	NA	6.74084845455079	4.40876479586047	6.61072610665095e-21	1.7833332293852e-19
TRINITY_DN135982_c2_g2_i3	NA	NA	NA	NA	0.556600561659192	4.31548383230175	9.14890857250284e-07	4.27686176652314e-06
TRINITY_DN128506_c1_g1_i7	NA	NA	NA	NA	1.55534924386461	3.197159300429	1.41383979192691e-08	8.89623703649185e-08
TRINITY_DN91131_c0_g1_i1	NA	NA	NA	NA	0.159152426411821	6.65586668687457	1.68095106564723e-12	1.90954032952719e-11
TRINITY_DN118473_c0_g2_i1	NA	NA	NA	NA	1.0500524249839	-4.62625129521197	1.32786635253199e-06	5.99496852571418e-06
TRINITY_DN131911_c1_g1_i1	NA	NA	NA	NA	4.73165587274921	-3.84396138559958	1.76204673615704e-10	1.50838074315739e-09
TRINITY_DN119487_c0_g1_i1	NA	NA	NA	NA	7.99248852361361	6.32731706977752	6.24509233674805e-23	2.00457802122734e-21
TRINITY_DN119205_c0_g4_i1	NA	NA	NA	NA	-0.0156177447703674	4.50877018775954	3.62018160695318e-08	2.11682768726327e-07
TRINITY_DN133080_c7_g9_i1	NA	NA	NA	NA	5.93597023302279	-13.963418724948	1.39647487846121e-117	2.12468997841611e-114
TRINITY_DN135060_c1_g2_i12	NA	NA	NA	NA	2.78786913221135	-4.01453458750299	3.51332568577713e-14	4.90404396335202e-13
TRINITY_DN115634_c1_g1_i5	NA	NA	NA	NA	5.57787285440723	-3.28650113139286	1.68661952201377e-23	5.72798076360093e-22
TRINITY_DN91592_c1_g1_i1	NA	NA	NA	NA	2.10125848238601	-4.5486632757969	7.66305530012623e-08	4.25410479346827e-07
TRINITY_DN193911_c0_g1_i1	NA	NA	NA	NA	2.86598876569874	-8.62248678747063	1.08787777952592e-06	5.01353584724499e-06
TRINITY_DN113403_c0_g2_i2	NA	NA	NA	NA	0.505849927010916	4.25122067025446	2.03764575230178e-11	2.00531053725878e-10
TRINITY_DN116744_c0_g1_i1	NA	NA	NA	NA	1.10377256241118	3.15607449265592	2.43954568883128e-07	1.25281979546596e-06
TRINITY_DN48710_c0_g1_i1	NA	NA	NA	NA	3.71700342004434	-11.7330795940262	3.21598883335952e-34	2.01635431744316e-32
TRINITY_DN136551_c1_g1_i3	NA	NA	NA	NA	0.30826544767266	5.64822294567571	3.16956888025903e-12	3.46768461099096e-11
TRINITY_DN133479_c0_g2_i4	NA	NA	NA	NA	4.71109319775336	3.57915877172053	2.1879332503593e-18	4.67537571532771e-17
TRINITY_DN129452_c0_g1_i5	NA	NA	NA	NA	5.61315344755308	3.72313907541119	5.68001959193669e-10	4.50571453344384e-09
TRINITY_DN125334_c0_g1_i1	NA	NA	NA	NA	6.52816111598945	-3.39029812607818	6.89201434163378e-34	4.23961054729828e-32
TRINITY_DN128381_c1_g4_i1	NA	NA	NA	NA	1.81932686930524	3.25962726927545	1.27967524012099e-08	8.11693950251288e-08
TRINITY_DN129002_c2_g3_i4	NA	NA	NA	NA	2.0940036253454	8.11420590703012	4.87583375968024e-12	5.18770527102202e-11
TRINITY_DN113781_c0_g2_i1	NA	NA	NA	NA	0.978489816565236	8.95183284538944	4.31589672060115e-11	4.05505948775461e-10
TRINITY_DN193688_c0_g1_i1	NA	NA	NA	NA	2.79023800714139	-8.89922279968163	1.05128653881529e-09	8.00816468252425e-09
TRINITY_DN111163_c0_g1_i3	NA	NA	NA	NA	5.01173671396608	4.21674134071504	1.5260591126134e-16	2.76849928998911e-15
TRINITY_DN116076_c0_g1_i3	NA	NA	NA	NA	4.29105748174161	6.24026087932266	2.60434463940171e-32	1.4748474779262e-30
TRINITY_DN100851_c0_g2_i1	NA	NA	NA	NA	2.47191467350919	-8.16788858772691	1.53243721438856e-08	9.56861343550638e-08
TRINITY_DN117638_c0_g1_i1	NA	NA	NA	NA	6.47379468290087	-3.5500028405662	2.10247673714476e-30	1.09800283970521e-28
TRINITY_DN114523_c0_g1_i1	NA	NA	NA	NA	-0.0360024488240633	-4.05551189520596	1.19623965391878e-08	7.6194756856641e-08
TRINITY_DN131486_c0_g1_i1	NA	NA	NA	NA	1.01215687563954	3.71316868248312	2.95710593752081e-09	2.09847859782649e-08
TRINITY_DN114720_c1_g3_i1	NA	NA	NA	NA	0.721871845436715	-3.00062760454008	0.000791897106600182	0.00211702863806293
TRINITY_DN122744_c1_g2_i4	NA	NA	NA	NA	0.0342974106423578	3.84092598239016	9.07646125921463e-07	4.24473358315156e-06
TRINITY_DN72121_c0_g2_i1	NA	NA	NA	NA	-0.0289952691389154	-7.79471656445135	2.86942503029823e-08	1.70536505316318e-07
TRINITY_DN130517_c0_g3_i18	NA	NA	NA	NA	5.42343230396846	-3.33087017959455	7.61080612421703e-24	2.67633000565302e-22
TRINITY_DN91583_c0_g1_i2	NA	NA	NA	NA	0.537084352169416	3.56971053313837	3.65674848405086e-08	2.13602032001558e-07
TRINITY_DN122787_c0_g1_i5	NA	NA	NA	NA	2.25047575977649	4.53200413903756	4.4936943397466e-08	2.59304910800751e-07
TRINITY_DN112907_c0_g1_i1	NA	NA	NA	NA	1.34335254462015	9.30170103956358	1.77523398894054e-22	5.43088339083124e-21
TRINITY_DN119122_c0_g1_i3	NA	NA	NA	NA	8.13643216276456	-5.88041815712914	3.81171961688426e-68	8.13000608378809e-66
TRINITY_DN32505_c0_g1_i1	NA	NA	NA	NA	0.0114233017058119	-3.68994282809716	0.000160561500183883	0.000496858923009707
TRINITY_DN115328_c0_g1_i1	NA	NA	NA	NA	1.66539861836727	3.34324769780062	6.11408219321742e-07	2.94006708414682e-06
TRINITY_DN133767_c0_g4_i3	NA	NA	NA	NA	8.90616498547276	4.77733819493822	2.80132100859021e-10	2.31888821392984e-09
TRINITY_DN119962_c0_g1_i5	NA	NA	NA	NA	1.81673891442501	-4.72358866517366	4.71880255419484e-15	7.24226710772256e-14
TRINITY_DN136091_c8_g2_i1	NA	NA	NA	NA	4.80380729256384	-3.23632779898388	8.69962648358484e-13	1.02712299849133e-11
TRINITY_DN127117_c4_g1_i1	NA	NA	NA	NA	0.58087772263794	4.0034348933154	1.15542727284622e-10	1.02047837542169e-09
TRINITY_DN84038_c0_g1_i1	NA	NA	NA	NA	1.54455595968732	-3.10234540036525	3.41018371747246e-08	2.00275895008123e-07
TRINITY_DN128784_c3_g3_i1	NA	NA	NA	NA	3.62688647199572	-9.13514063855098	2.02582730816585e-47	2.30017068790851e-45
TRINITY_DN128490_c0_g1_i4	NA	NA	NA	NA	1.40992507010656	3.11860529081822	4.98670156890845e-07	2.43384309678419e-06
TRINITY_DN132413_c0_g1_i3	NA	NA	NA	NA	3.77138725068691	5.50294779148978	2.21942340108854e-15	3.53269502154876e-14
TRINITY_DN122671_c3_g1_i1	NA	NA	NA	NA	3.51776785063605	4.62305149119456	4.05145927544934e-11	3.83025698360832e-10
TRINITY_DN127116_c0_g1_i6	NA	NA	NA	NA	1.69723168361997	3.34471333170653	1.80354825542198e-08	1.11034740451147e-07
TRINITY_DN131426_c0_g3_i1	NA	NA	NA	NA	2.48236171102509	-7.83189674748228	7.04632237294031e-19	1.57812727375117e-17
TRINITY_DN136486_c0_g2_i1	NA	NA	NA	NA	3.95169789719842	-4.70647265668331	8.26010856452979e-22	2.3983740160267e-20
TRINITY_DN135430_c5_g7_i2	NA	NA	NA	NA	6.32305674350147	4.33747292434193	7.17027152502307e-30	3.60440389304134e-28
TRINITY_DN122960_c4_g4_i2	NA	NA	NA	NA	2.31718575418034	3.50496882419053	4.76509194069739e-06	1.94333324286268e-05
TRINITY_DN118610_c0_g1_i2	NA	NA	NA	NA	2.8367647112655	-3.25428100234966	1.65885706415228e-08	1.02708724682809e-07
TRINITY_DN134830_c12_g9_i1	NA	NA	NA	NA	0.950964089674097	5.23523881377842	2.11253839063017e-12	2.37148800545803e-11
TRINITY_DN124589_c1_g2_i1	NA	NA	NA	NA	2.14177983745641	3.52324101170481	1.04821320903972e-06	4.84649956578292e-06
TRINITY_DN132624_c0_g5_i1	NA	NA	NA	NA	1.18796186159173	-5.54848566085242	4.11046455715475e-12	4.41662062727805e-11
TRINITY_DN119048_c1_g1_i1	NA	NA	NA	NA	5.93773189001375	7.68337827884301	1.07139390894411e-75	2.68696173515631e-73
TRINITY_DN90220_c0_g1_i1	NA	NA	NA	NA	2.58251260885421	-9.31789701964422	8.21702958171714e-09	5.39186455186741e-08
TRINITY_DN112041_c0_g1_i2	NA	NA	NA	NA	3.48631655430984	4.18549941645529	1.91696535729962e-11	1.88898891987443e-10
TRINITY_DN136561_c3_g4_i2	NA	NA	NA	NA	2.72352325823948	4.91370109854668	2.6379736582054e-15	4.16635535138849e-14
TRINITY_DN136184_c3_g1_i2	NA	NA	NA	NA	7.56974388013968	-3.73524494275714	1.2922243259276e-36	9.04636305715327e-35
TRINITY_DN125540_c3_g2_i1	NA	NA	NA	NA	6.16003109526305	9.91133349541738	9.12332721168281e-23	2.87189756724173e-21
TRINITY_DN127696_c2_g1_i1	NA	NA	NA	NA	0.396753517256464	3.95490033551609	3.03136584579389e-09	2.14650422999405e-08
TRINITY_DN115622_c0_g2_i1	NA	NA	NA	NA	0.402372170954281	-4.73824257360822	4.14110601461279e-09	2.87084816116322e-08
TRINITY_DN121071_c0_g1_i4	NA	NA	NA	NA	7.51308161309946	-7.9556304159876	8.10606834552722e-104	6.16655639272074e-101
TRINITY_DN135486_c0_g3_i8	NA	NA	NA	NA	0.78241147696371	4.20562959644449	1.65739582765136e-11	1.65247215284663e-10
TRINITY_DN207750_c0_g1_i1	NA	NA	NA	NA	0.614798943445781	-3.9557826652769	1.50329072739986e-05	5.62612347994747e-05
TRINITY_DN131121_c3_g4_i2	NA	NA	NA	NA	3.52797283555774	5.96097238993748	5.39731407355306e-27	2.33733399974626e-25
TRINITY_DN101489_c0_g1_i1	NA	NA	NA	NA	0.42322759191601	-8.3127753906179	2.05345545523568e-15	3.28178994393478e-14
TRINITY_DN127618_c5_g3_i1	NA	NA	NA	NA	1.0035833493814	-3.91377858128652	1.15338801274581e-06	5.27930630302546e-06
TRINITY_DN126783_c1_g5_i3	NA	NA	NA	NA	5.5789037557131	-7.4461036593365	5.12409955200302e-56	7.64328104417078e-54
TRINITY_DN131136_c0_g1_i1	NA	NA	NA	NA	2.02395449518883	3.382079988316	8.08816077938366e-10	6.27210347628589e-09
TRINITY_DN124448_c4_g1_i1	NA	NA	NA	NA	4.87199160637397	-8.37167652995042	2.70539761436357e-47	3.04150661847317e-45
TRINITY_DN101592_c0_g2_i1	NA	NA	NA	NA	0.310491182956847	-5.05292113402966	2.76533906003569e-12	3.0444075266828e-11
TRINITY_DN128968_c0_g1_i3	NA	NA	NA	NA	2.93068336924409	-5.17787177378402	7.99038342945124e-21	2.14033486651334e-19
TRINITY_DN125054_c0_g1_i2	NA	NA	NA	NA	3.37692036255016	-6.33125248487625	1.19540882080443e-22	3.72191270237364e-21
TRINITY_DN133291_c0_g1_i1	NA	NA	NA	NA	8.95620076349004	-9.68486562664494	3.14370829568733e-101	2.04987744926218e-98
TRINITY_DN127012_c1_g2_i4	NA	NA	NA	NA	2.72481238390368	4.23756056143679	1.68603027632633e-13	2.17012539765674e-12
TRINITY_DN52260_c0_g2_i1	NA	NA	NA	NA	2.4067537918031	-7.81695720582085	4.47661538308861e-07	2.20041602999889e-06
TRINITY_DN124771_c1_g6_i6	NA	NA	NA	NA	1.015244630004	3.18333701379298	1.24975821431214e-08	7.93820817340153e-08
TRINITY_DN127370_c1_g7_i1	NA	NA	NA	NA	2.31307929900616	4.5526365294861	6.9918668677581e-13	8.3631229379442e-12
TRINITY_DN112124_c0_g2_i1	NA	NA	NA	NA	4.45308328015321	-7.55921409311255	1.76273392779208e-38	1.3777093732901e-36
TRINITY_DN93339_c0_g1_i1	NA	NA	NA	NA	1.46664761217826	-6.80547142858127	3.76431393269763e-07	1.87165953315959e-06
TRINITY_DN134131_c2_g2_i1	NA	NA	NA	NA	1.98684354626701	-3.14407742571119	8.9251145646309e-05	0.000289372019596543
TRINITY_DN91218_c0_g3_i2	NA	NA	NA	NA	1.82453902280589	4.48957481416336	5.03254556321282e-12	5.34198859737875e-11
TRINITY_DN124339_c5_g1_i1	NA	NA	NA	NA	2.17146229092829	-3.53523460858462	3.25220369302422e-07	1.63124819081756e-06
TRINITY_DN127474_c0_g1_i3	NA	NA	NA	NA	6.39852622919943	-4.31457414336018	9.06598225429374e-36	6.06756149582087e-34
TRINITY_DN126872_c0_g1_i1	NA	NA	NA	NA	4.22415608589994	3.46876832802857	1.14992035600167e-16	2.10791023009398e-15
TRINITY_DN24786_c0_g1_i1	NA	NA	NA	NA	1.88509117685376	-7.55325170337161	3.4284056291857e-08	2.01242472400402e-07
TRINITY_DN128784_c3_g1_i2	NA	NA	NA	NA	4.98161950723354	-4.62548420091824	1.69760264360462e-24	6.25891559488606e-23
TRINITY_DN136295_c4_g1_i1	NA	NA	NA	NA	2.77432076272481	3.43269048619802	1.03572613396044e-11	1.05476759612874e-10
TRINITY_DN116443_c0_g2_i3	NA	NA	NA	NA	0.203228866517666	3.52594163828331	1.95734485628773e-06	8.55429419957845e-06
TRINITY_DN135013_c0_g1_i1	NA	NA	NA	NA	7.45430914223599	-3.44679737175994	6.76668510135654e-41	5.98563129392089e-39
TRINITY_DN134462_c0_g1_i2	NA	NA	NA	NA	0.969254922109694	3.49672189711819	1.1888995632759e-07	6.40232794551263e-07
TRINITY_DN110684_c0_g1_i2	NA	NA	NA	NA	1.17344866750489	-6.49211542393713	4.61507717957818e-11	4.31307499559104e-10
TRINITY_DN129213_c0_g2_i1	NA	NA	NA	NA	1.658409021685	3.90951729160464	2.22452212626807e-07	1.15068096023776e-06
TRINITY_DN131659_c0_g7_i4	NA	NA	NA	NA	6.21645429587968	4.21810518122824	4.90942582850075e-19	1.11596530137494e-17
TRINITY_DN124443_c2_g3_i2	NA	NA	NA	NA	5.92617616333474	3.68314134631211	4.02079781458989e-12	4.32732024200664e-11
TRINITY_DN112540_c0_g2_i2	NA	NA	NA	NA	3.07244069272282	-8.53257273638626	2.08561599262242e-06	9.06799927293369e-06
TRINITY_DN134948_c4_g1_i1	NA	NA	NA	NA	4.23108451347292	3.9244833581448	6.48042854925276e-16	1.09796837677095e-14
TRINITY_DN107659_c0_g1_i1	NA	NA	NA	NA	6.3887589084177	3.75644933425797	6.15005512951661e-25	2.32763778052783e-23
TRINITY_DN133151_c4_g4_i1	NA	NA	NA	NA	0.292210986505932	-3.49457086623954	6.49098344701613e-09	4.33403230625518e-08
TRINITY_DN130681_c5_g1_i1	NA	NA	NA	NA	2.59381209058514	4.93771874834179	3.75488244173218e-14	5.21569854444382e-13
TRINITY_DN132851_c2_g2_i1	NA	NA	NA	NA	1.67779597811427	3.17611761312024	5.44470091167023e-05	0.000184333131888649
TRINITY_DN123189_c2_g1_i2	NA	NA	NA	NA	3.46424116191184	3.03972295610467	2.65402930090668e-11	2.57519551588106e-10
TRINITY_DN122558_c2_g3_i1	NA	NA	NA	NA	1.12377339789474	-4.38915985170893	2.95746945628712e-06	1.25153658318904e-05
TRINITY_DN127832_c2_g2_i2	NA	NA	NA	NA	3.38335696726206	-3.37508765389124	2.45253605590055e-09	1.76567122611237e-08
TRINITY_DN112226_c0_g2_i2	NA	NA	NA	NA	2.89525709261777	-6.82596436026184	2.99034570760493e-23	9.86209100273984e-22
TRINITY_DN208426_c0_g1_i1	NA	NA	NA	NA	1.14120452234516	-9.08802859935508	3.7907406856072e-24	1.37103461056937e-22
TRINITY_DN127402_c0_g1_i1	NA	NA	NA	NA	4.76677542968263	5.63764973844168	4.27137546274965e-40	3.58387245628208e-38
TRINITY_DN97753_c0_g2_i1	NA	NA	NA	NA	5.39570170930012	-10.8334159848962	6.50222207819925e-40	5.39613499158775e-38
TRINITY_DN136439_c1_g1_i1	NA	NA	NA	NA	0.602961548595134	-3.68860442612442	1.24274355622498e-06	5.65428497610976e-06
TRINITY_DN101369_c0_g2_i1	NA	NA	NA	NA	0.174467693482754	-3.12481225834933	1.82057269907879e-06	8.00869509220818e-06
TRINITY_DN61904_c0_g1_i1	NA	NA	NA	NA	2.42613959270368	-9.15509982842152	8.26463858452898e-09	5.41998798207243e-08
TRINITY_DN151654_c0_g1_i1	NA	NA	NA	NA	0.460831976504349	-7.05659133923686	9.23465844374636e-08	5.05588593065125e-07
TRINITY_DN124827_c1_g4_i6	NA	NA	NA	NA	1.83537039260454	-3.34367406706822	2.67095402461003e-10	2.21660046362364e-09
TRINITY_DN122322_c0_g1_i2	NA	NA	NA	NA	2.61118424318789	3.73936752960074	1.89212671053917e-06	8.29149688708235e-06
TRINITY_DN195698_c0_g1_i1	NA	NA	NA	NA	2.0312152564576	-8.72869376961977	2.58967366533609e-10	2.15306128926413e-09
TRINITY_DN136580_c0_g1_i1	NA	NA	NA	NA	2.2944317209646	-4.56763406221456	2.49047218417725e-10	2.08101773794023e-09
TRINITY_DN101728_c0_g2_i1	NA	NA	NA	NA	1.81952743923286	3.49757285311422	5.43480812558817e-09	3.678327136482e-08
TRINITY_DN134536_c0_g1_i1	NA	NA	NA	NA	2.73549669870605	4.677137403747	1.66913023873533e-10	1.43476046359389e-09
TRINITY_DN123398_c4_g3_i2	NA	NA	NA	NA	1.2979581489865	-7.96015595730919	5.07997962039869e-09	3.46178844122839e-08
TRINITY_DN878_c0_g1_i1	NA	NA	NA	NA	6.4316972049982	-11.6061019109261	1.05134527147753e-129	3.42768596938004e-126
TRINITY_DN119573_c0_g7_i2	NA	NA	NA	NA	1.21585106861717	-3.71124859977284	5.83851252575043e-05	0.000196528809531971
TRINITY_DN77406_c0_g1_i1	NA	NA	NA	NA	1.52517890347026	-8.01604160957917	1.16136283419238e-08	7.42426403415643e-08
