RBH	gid	dnds	dn	ds	gname	chr	start	end
RBH_pair_2589.fa.best.phy	TRINITY_DN120500_c0_g1_i2	0.0434	0.0388	0.8937	ola1	Chr09	61380670	61380670
RBH_pair_2592.fa.best.phy	TRINITY_DN120511_c0_g1_i3	0.0211	0.0278	1.3163	dscaml1	Chr07	84376720	84376720
RBH_pair_2593.fa.best.phy	TRINITY_DN120513_c0_g1_i1	0.0386	0.0604	1.5641	ndufs8	Chr07	61047671	61047671
RBH_pair_2595.fa.best.phy	TRINITY_DN120516_c0_g1_i1	0.0365	0.0592	1.6213	atad3a	Chr07	70491718	70491718
RBH_pair_2596.fa.best.phy	TRINITY_DN120518_c0_g1_i4	0.1087	0.11	1.0114	coro2a	Chr01	95440790	95440790
RBH_pair_2597.fa.best.phy	TRINITY_DN120520_c2_g1_i1	0.1463	0.2542	1.7376	nkx3-1	Chr03	106998375	106998375
RBH_pair_2598.fa.best.phy	TRINITY_DN120520_c3_g1_i1	0.0801	0.1037	1.2945	dlx2	Chr09	62311877	62311877
RBH_pair_2603.fa.best.phy	TRINITY_DN120528_c0_g1_i2	0.0247	0.0402	1.6255	tbx15	scaffold_492	43901	43901
RBH_pair_2604.fa.best.phy	TRINITY_DN120530_c0_g1_i1	0.306	0.5101	1.667	LOC101732970	Chr01	8176111	8176111
RBH_pair_2606.fa.best.phy	TRINITY_DN120533_c0_g4_i1	0.0129	0.0113	0.8829	p2ry1	Chr05	105988857	105988857
RBH_pair_2607.fa.best.phy	TRINITY_DN120538_c0_g1_i1	0.0603	0.0762	1.2648	Xetrov90012037m	Chr04	92348072	92348072
RBH_pair_2609.fa.best.phy	TRINITY_DN120543_c0_g1_i1	0.1822	0.2466	1.3533	cetp	Chr04	54081858	54081858
RBH_pair_2610.fa.best.phy	TRINITY_DN120545_c4_g1_i4	0.0586	0.0774	1.3213	orc5	Chr06	105470332	105470332
RBH_pair_2611.fa.best.phy	TRINITY_DN120546_c0_g1_i1	0.0797	0.1172	1.4706	glod4	Chr02	92675320	92675320
RBH_pair_2613.fa.best.phy	TRINITY_DN120551_c0_g1_i1	0.0963	0.1924	1.9974	pik3r5	scaffold_253	39899	39899
RBH_pair_2616.fa.best.phy	TRINITY_DN120559_c0_g2_i1	0.1065	0.1213	1.139	zmat3	Chr05	94978942	94978942
RBH_pair_2617.fa.best.phy	TRINITY_DN120562_c0_g1_i1	0.0202	0.0228	1.1276	abce1	Chr01	49660265	49660265
RBH_pair_2619.fa.best.phy	TRINITY_DN120566_c0_g1_i2	0.001	0.001	1.0266	csnk2b	Chr08	53173073	53173073
RBH_pair_2620.fa.best.phy	TRINITY_DN120567_c0_g1_i3	0.0669	0.091	1.3592	LOC100485784-like	Chr03	129195330	129195330
RBH_pair_2623.fa.best.phy	TRINITY_DN120579_c0_g2_i2	0.0178	0.0201	1.1318	slc7a8	Chr01	127346709	127346709
RBH_pair_2625.fa.best.phy	TRINITY_DN120583_c0_g3_i3	0.1604	0.2435	1.5178	LOC100485912	Chr08	117133503	117133503
RBH_pair_2626.fa.best.phy	TRINITY_DN120584_c1_g1_i2	0.0392	0.0698	1.7822	LOC100492337-like	Chr10	5330114	5330114
RBH_pair_2628.fa.best.phy	TRINITY_DN120592_c0_g2_i3	0.0813	0.1184	1.4566	stard5-like	Chr03	96765343	96765343
RBH_pair_2629.fa.best.phy	TRINITY_DN120594_c0_g1_i5	0.0604	0.1086	1.7985	edc3	Chr03	84588594	84588594
RBH_pair_2630.fa.best.phy	TRINITY_DN120595_c0_g1_i1	0.145	0.1745	1.2032	fahd2a	Chr03	109320888	109320888
RBH_pair_2632.fa.best.phy	TRINITY_DN120603_c0_g1_i1	0.2103	0.3841	1.8263	LOC549720	Chr07	70093635	70093635
RBH_pair_2633.fa.best.phy	TRINITY_DN120616_c0_g1_i3	0.0367	0.055	1.501	cyp20a1	Chr09	49376672	49376672
RBH_pair_2634.fa.best.phy	TRINITY_DN120617_c0_g1_i1	0.0301	0.0326	1.0835	copb2	Chr05	124927864	124927864
RBH_pair_2635.fa.best.phy	TRINITY_DN120619_c0_g1_i2	0.0888	0.1708	1.9229	cdc25c	Chr03	38513138	38513138
RBH_pair_2636.fa.best.phy	TRINITY_DN120620_c0_g1_i1	0.0491	0.0891	1.8148	LOC100498398	Chr04	25009923	25009923
RBH_pair_2637.fa.best.phy	TRINITY_DN120621_c0_g2_i1	0.0469	0.0647	1.3797	ampd2-like	Chr02	63323925	63323925
RBH_pair_2638.fa.best.phy	TRINITY_DN120623_c0_g1_i1	0.0618	0.0996	1.6117	znf865	Chr07	96693637	96693637
RBH_pair_2640.fa.best.phy	TRINITY_DN120624_c0_g3_i6	0.0996	0.1422	1.4267	syk	Chr01	126264199	126264199
RBH_pair_2641.fa.best.phy	TRINITY_DN120626_c2_g4_i1	0.0814	0.138	1.6963	tom1	Chr04	111630908	111630908
RBH_pair_2642.fa.best.phy	TRINITY_DN120629_c3_g5_i1	0.0519	0.076	1.4661	LOC100492318	Chr03	121826014	121826014
RBH_pair_2643.fa.best.phy	TRINITY_DN120636_c0_g8_i1	0.1104	0.1748	1.584	trip4	Chr03	84854752	84854752
RBH_pair_2644.fa.best.phy	TRINITY_DN120641_c0_g1_i1	0.0744	0.1097	1.4731	slc30a1	Chr05	11149532	11149532
RBH_pair_2646.fa.best.phy	TRINITY_DN120649_c0_g2_i1	0.1223	0.1986	1.6238	lgals9c	Chr02	101393331	101393331
RBH_pair_2648.fa.best.phy	TRINITY_DN120651_c0_g3_i4	0.1011	0.0555	0.549	hoxa3	Chr06	32943252	32943252
RBH_pair_2649.fa.best.phy	TRINITY_DN120651_c0_g5_i1	0.0644	0.0385	0.5981	hoxa5	Chr06	32919504	32919504
RBH_pair_2651.fa.best.phy	TRINITY_DN120657_c0_g1_i5	0.0447	0.0882	1.9752	lpar2	Chr03	124503911	124503911
RBH_pair_2652.fa.best.phy	TRINITY_DN120658_c0_g1_i3	0.0608	0.0751	1.2353	srpk2	Chr08	8984195	8984195
RBH_pair_2655.fa.best.phy	TRINITY_DN120663_c1_g1_i1	0.0941	0.1668	1.772	acsf3	Chr04	61084873	61084873
RBH_pair_2656.fa.best.phy	TRINITY_DN120666_c1_g1_i1	0.0429	0.0292	0.6818	crk	Chr02	39470822	39470822
RBH_pair_2658.fa.best.phy	TRINITY_DN120670_c0_g4_i2	0.0583	0.0766	1.3145	arhgap28-like	Chr06	90759831	90759831
RBH_pair_2664.fa.best.phy	TRINITY_DN120688_c2_g1_i2	0.0202	0.0266	1.3142	rfwd2	Chr04	88398960	88398960
RBH_pair_2667.fa.best.phy	TRINITY_DN120701_c0_g1_i1	0.0309	0.0556	1.8031	mc5r	Chr06	87779227	87779227
RBH_pair_2668.fa.best.phy	TRINITY_DN120702_c0_g1_i1	0.0704	0.1315	1.8685	pltp	Chr10	16426295	16426295
RBH_pair_2669.fa.best.phy	TRINITY_DN120703_c0_g2_i1	0.0663	0.1074	1.6212	trabd2a	Chr01	101016346	101016346
RBH_pair_2670.fa.best.phy	TRINITY_DN120707_c0_g1_i4	0.0159	0.016	1.0092	klhl13	Chr08	45794140	45794140
RBH_pair_2673.fa.best.phy	TRINITY_DN120710_c1_g1_i1	0.0969	0.1658	1.7103	cyb5d2	Chr02	97524900	97524900
RBH_pair_2678.fa.best.phy	TRINITY_DN120729_c0_g1_i3	0.1232	0.1412	1.1463	wdr49	Chr05	101643096	101643096
RBH_pair_2679.fa.best.phy	TRINITY_DN120733_c0_g2_i1	0.0685	0.08	1.1669	Xetrov90001918m	Chr01	98784612	98784612
RBH_pair_2680.fa.best.phy	TRINITY_DN120735_c0_g1_i1	0.1266	0.2179	1.7216	erp29	Chr01	155038161	155038161
RBH_pair_2682.fa.best.phy	TRINITY_DN120743_c0_g1_i1	0.183	0.1508	0.8241	katnbl1	Chr08	98063291	98063291
RBH_pair_2683.fa.best.phy	TRINITY_DN120746_c0_g3_i1	0.0163	0.0217	1.3315	spcs3	Chr01	38518783	38518783
RBH_pair_2685.fa.best.phy	TRINITY_DN120753_c3_g1_i2	0.0981	0.1633	1.6659	stk19	Chr08	53702282	53702282
RBH_pair_2688.fa.best.phy	TRINITY_DN120763_c0_g1_i1	0.0202	0.035	1.7282	asf1b	Chr03	123901977	123901977
RBH_pair_2689.fa.best.phy	TRINITY_DN120764_c2_g1_i1	0.0361	0.0578	1.6014	nacc2	scaffold_361	41995	41995
RBH_pair_2690.fa.best.phy	TRINITY_DN120766_c0_g2_i1	0.0858	0.1237	1.4414	zpr1	Chr07	83914245	83914245
RBH_pair_2691.fa.best.phy	TRINITY_DN120772_c0_g1_i1	0.049	0.0726	1.4823	tmcc3	Chr03	47057162	47057162
RBH_pair_2692.fa.best.phy	TRINITY_DN120777_c0_g1_i2	0.0719	0.1054	1.4653	fuz	Chr07	103407840	103407840
RBH_pair_2693.fa.best.phy	TRINITY_DN120778_c0_g1_i5	0.0092	0.0158	1.7165	max	Chr08	99436242	99436242
RBH_pair_2696.fa.best.phy	TRINITY_DN120796_c0_g1_i3	0.1461	0.1573	1.0766	rspo1	Chr02	59032554	59032554
RBH_pair_2697.fa.best.phy	TRINITY_DN120797_c1_g4_i1	0.0222	0.0331	1.4914	psmd13	Chr04	14638266	14638266
RBH_pair_2700.fa.best.phy	TRINITY_DN120808_c0_g1_i3	0.012	0.0063	0.5257	snap25	Chr05	22595532	22595532
RBH_pair_2702.fa.best.phy	TRINITY_DN120811_c0_g1_i1	0.0242	0.0369	1.5244	slc25a13	scaffold_73	610193	610193
RBH_pair_2703.fa.best.phy	TRINITY_DN120812_c0_g1_i2	0.008	0.0077	0.964	caln1	Chr02	94521446	94521446
RBH_pair_2706.fa.best.phy	TRINITY_DN120815_c0_g3_i1	0.0478	0.0611	1.278	LOC101734912	Chr06	65836553	65836553
RBH_pair_2708.fa.best.phy	TRINITY_DN120819_c1_g2_i4	0.0826	0.1506	1.8236	metrnl	scaffold_103	384234	384234
RBH_pair_2710.fa.best.phy	TRINITY_DN120824_c0_g2_i4	0.1	0.1707	1.7063	pdgfrl.2	Chr05	42189276	42189276
RBH_pair_2711.fa.best.phy	TRINITY_DN120825_c1_g1_i2	0.1517	0.2129	1.4033	LOC100216114	Chr02	82341014	82341014
RBH_pair_2712.fa.best.phy	TRINITY_DN120826_c0_g2_i1	0.1073	0.1634	1.5221	NA	NA	NA	NA
RBH_pair_2714.fa.best.phy	TRINITY_DN120830_c0_g4_i1	0.1032	0.182	1.7629	LOC100494738	Chr10	16269108	16269108
RBH_pair_2716.fa.best.phy	TRINITY_DN120833_c1_g3_i2	0.1543	0.195	1.2635	rtn1	Chr08	82589838	82589838
RBH_pair_2717.fa.best.phy	TRINITY_DN120835_c1_g3_i1	0.0234	0.0415	1.7709	h2afy	Chr03	16514310	16514310
RBH_pair_2718.fa.best.phy	TRINITY_DN120836_c0_g1_i1	0.0381	0.0719	1.8845	NA	NA	NA	NA
RBH_pair_2721.fa.best.phy	TRINITY_DN120845_c0_g1_i1	0.0393	0.0664	1.6893	grk5	Chr03	121849051	121849051
RBH_pair_2722.fa.best.phy	TRINITY_DN120849_c0_g2_i2	0.0689	0.1295	1.88	mos	Chr06	100874947	100874947
RBH_pair_2723.fa.best.phy	TRINITY_DN120852_c0_g1_i3	0.0528	0.0334	0.6332	rab21	Chr03	50572154	50572154
RBH_pair_2724.fa.best.phy	TRINITY_DN120856_c0_g1_i2	0.0938	0.1586	1.6908	bbox1	Chr04	12170435	12170435
RBH_pair_2725.fa.best.phy	TRINITY_DN120857_c0_g1_i1	0.0089	0.0077	0.8715	pitx3	Chr07	53127185	53127185
RBH_pair_2726.fa.best.phy	TRINITY_DN120860_c0_g1_i1	0.1222	0.2372	1.9401	rlf	Chr02	85330557	85330557
RBH_pair_2727.fa.best.phy	TRINITY_DN120861_c0_g3_i1	0.0116	0.0228	1.9731	map2k1	Chr03	117034148	117034148
RBH_pair_2728.fa.best.phy	TRINITY_DN120863_c0_g1_i1	0.0421	0.0839	1.9944	cdc123	Chr03	72667962	72667962
RBH_pair_2729.fa.best.phy	TRINITY_DN120864_c0_g2_i1	0.0599	0.11	1.8361	NA	NA	NA	NA
RBH_pair_2731.fa.best.phy	TRINITY_DN120868_c0_g1_i2	0.0942	0.13	1.3803	nup35	Chr09	56846917	56846917
RBH_pair_2732.fa.best.phy	TRINITY_DN120878_c0_g1_i3	0.1113	0.1542	1.3855	nek11	Chr06	72100892	72100892
RBH_pair_2733.fa.best.phy	TRINITY_DN120883_c0_g1_i1	0.1262	0.2198	1.7415	f2r	Chr01	165004711	165004711
RBH_pair_2736.fa.best.phy	TRINITY_DN120901_c0_g1_i1	0.1062	0.1118	1.053	chchd3	Chr03	76381295	76381295
RBH_pair_2738.fa.best.phy	TRINITY_DN120903_c0_g1_i3	0.1424	0.1836	1.2895	LOC100495712	Chr06	110043451	110043451
RBH_pair_2739.fa.best.phy	TRINITY_DN120904_c0_g2_i3	0.0293	0.0548	1.873	luc7l	Chr09	33442451	33442451
RBH_pair_2742.fa.best.phy	TRINITY_DN120909_c0_g4_i5	0.1279	0.1635	1.2785	NA	NA	NA	NA
RBH_pair_2743.fa.best.phy	TRINITY_DN120911_c2_g1_i2	0.0195	0.0314	1.6106	med16	Chr01	81842115	81842115
RBH_pair_2746.fa.best.phy	TRINITY_DN120916_c0_g2_i3	0.1286	0.1899	1.4771	ctsf	Chr04	42281276	42281276
RBH_pair_2748.fa.best.phy	TRINITY_DN120918_c0_g1_i1	0.0952	0.1152	1.2102	nfil3	Chr01	126556004	126556004
RBH_pair_2750.fa.best.phy	TRINITY_DN120925_c0_g1_i5	0.1431	0.2072	1.4481	mipol1	Chr08	88600105	88600105
RBH_pair_2751.fa.best.phy	TRINITY_DN120926_c0_g1_i1	0.1174	0.1849	1.5745	NA	NA	NA	NA
RBH_pair_2752.fa.best.phy	TRINITY_DN120927_c0_g1_i1	0.2456	0.4042	1.6454	Xetrov90007784m	Chr03	38857809	38857809
RBH_pair_2753.fa.best.phy	TRINITY_DN120929_c0_g2_i4	0.0396	0.049	1.237	hdlbp	Chr05	122472884	122472884
RBH_pair_2754.fa.best.phy	TRINITY_DN120932_c1_g1_i3	0.2357	0.1578	0.6695	Xetrov90002329m	Chr01	123441776	123441776
RBH_pair_2755.fa.best.phy	TRINITY_DN120932_c2_g1_i1	0.1184	0.229	1.9343	LOC100497895	scaffold_87	356876	356876
RBH_pair_2756.fa.best.phy	TRINITY_DN120936_c0_g1_i1	0.0874	0.091	1.041	c20orf24	Chr10	32613868	32613868
RBH_pair_2758.fa.best.phy	TRINITY_DN120941_c0_g1_i1	0.1394	0.2169	1.5556	fgd6	Chr03	47364661	47364661
RBH_pair_2760.fa.best.phy	TRINITY_DN120947_c1_g6_i2	0.0245	0.0321	1.3066	ing3	Chr03	59817422	59817422
RBH_pair_2761.fa.best.phy	TRINITY_DN120950_c0_g1_i2	0.0424	0.0806	1.9017	sqrdl	Chr03	94752601	94752601
RBH_pair_2762.fa.best.phy	TRINITY_DN120954_c1_g1_i1	0.0763	0.1222	1.6023	insm1	Chr05	24666230	24666230
RBH_pair_2765.fa.best.phy	TRINITY_DN120962_c4_g1_i2	0.1961	0.1027	0.5237	tnrc6a-like	Chr09	14283558	14283558
RBH_pair_2766.fa.best.phy	TRINITY_DN120962_c5_g3_i1	0.0297	0.0303	1.0203	ephb1	Chr05	126944240	126944240
RBH_pair_2767.fa.best.phy	TRINITY_DN120963_c0_g1_i2	0.1609	0.209	1.2993	LOC100494554	Chr02	26934936	26934936
RBH_pair_2769.fa.best.phy	TRINITY_DN120967_c0_g2_i1	0.0525	0.0775	1.4761	sulf1	Chr06	105111004	105111004
RBH_pair_2770.fa.best.phy	TRINITY_DN120969_c2_g1_i2	0.0528	0.098	1.855	lman2l	Chr03	109055216	109055216
RBH_pair_2772.fa.best.phy	TRINITY_DN120971_c0_g1_i1	0.1654	0.2609	1.5771	slc51a-like.2	Chr05	109993376	109993376
RBH_pair_2773.fa.best.phy	TRINITY_DN120972_c0_g1_i1	0.0348	0.0475	1.3643	tars	Chr01	186837796	186837796
RBH_pair_2777.fa.best.phy	TRINITY_DN120978_c0_g1_i1	0.087	0.0397	0.4567	kdm6a	Chr02	69021431	69021431
RBH_pair_2778.fa.best.phy	TRINITY_DN120979_c0_g1_i3	0.0629	0.099	1.5747	enpp2	Chr06	122905717	122905717
RBH_pair_2779.fa.best.phy	TRINITY_DN120985_c3_g2_i1	0.0606	0.0816	1.3465	sod2	Chr05	54342556	54342556
RBH_pair_2781.fa.best.phy	TRINITY_DN120988_c0_g1_i1	0.0333	0.0588	1.7653	degs1	Chr05	5148084	5148084
RBH_pair_2782.fa.best.phy	TRINITY_DN120989_c0_g1_i2	0.0695	0.1189	1.7119	LOC101730706	Chr06	42992264	42992264
RBH_pair_2783.fa.best.phy	TRINITY_DN120991_c0_g2_i2	0.0441	0.0544	1.2337	gldc	Chr01	114524252	114524252
RBH_pair_2785.fa.best.phy	TRINITY_DN120996_c1_g2_i5	0.0304	0.0537	1.7643	pfkfb4	Chr04	113380618	113380618
RBH_pair_2787.fa.best.phy	TRINITY_DN120998_c0_g3_i4	0.0734	0.1048	1.4283	ulk3	Chr03	84367951	84367951
RBH_pair_2789.fa.best.phy	TRINITY_DN121008_c0_g1_i1	0.0699	0.1169	1.6738	tmbim6	Chr02	132270894	132270894
RBH_pair_2791.fa.best.phy	TRINITY_DN121021_c0_g3_i1	0.1119	0.2038	1.8209	LOC100216027	Chr04	40038217	40038217
RBH_pair_2793.fa.best.phy	TRINITY_DN121023_c0_g2_i1	0.195	0.3143	1.612	LOC101731408	Chr08	55043	55043
RBH_pair_2796.fa.best.phy	TRINITY_DN121027_c6_g3_i2	0.0802	0.1373	1.7129	lrp8	Chr04	87031565	87031565
RBH_pair_2797.fa.best.phy	TRINITY_DN121031_c1_g3_i1	0.028	0.0297	1.061	carm1	Chr03	128083755	128083755
RBH_pair_2798.fa.best.phy	TRINITY_DN121033_c0_g1_i1	0.0725	0.1125	1.5517	ddx54	Chr01	132712923	132712923
RBH_pair_2799.fa.best.phy	TRINITY_DN121034_c0_g1_i1	0.0221	0.0432	1.9526	camkv	Chr04	116126751	116126751
RBH_pair_2800.fa.best.phy	TRINITY_DN121035_c0_g2_i1	0.0282	0.053	1.8767	sox9	Chr10	22455490	22455490
RBH_pair_2801.fa.best.phy	TRINITY_DN121035_c0_g3_i3	0.045	0.0583	1.2967	sox8	Chr09	11446284	11446284
RBH_pair_2802.fa.best.phy	TRINITY_DN121036_c0_g1_i1	0.0821	0.1192	1.4522	LOC100487239	Chr09	14951990	14951990
RBH_pair_2803.fa.best.phy	TRINITY_DN121039_c2_g4_i15	0.0344	0.047	1.3671	nfyc	Chr02	83728547	83728547
RBH_pair_2804.fa.best.phy	TRINITY_DN121039_c3_g3_i4	0.058	0.084	1.4481	LOC100488561	Chr06	62581439	62581439
RBH_pair_2805.fa.best.phy	TRINITY_DN121040_c0_g3_i2	0.0681	0.074	1.0853	il1rapl2	Chr08	37750559	37750559
RBH_pair_2806.fa.best.phy	TRINITY_DN121041_c2_g2_i3	0.1578	0.2046	1.2965	hes5.1	Chr07	81014444	81014444
RBH_pair_2807.fa.best.phy	TRINITY_DN121044_c0_g1_i1	0.1498	0.2444	1.6308	LOC100486127-like	Chr01	116814354	116814354
RBH_pair_2808.fa.best.phy	TRINITY_DN121048_c1_g1_i1	0.0865	0.1302	1.5052	slc13a2	Chr02	27245842	27245842
RBH_pair_2809.fa.best.phy	TRINITY_DN121052_c0_g1_i2	0.1011	0.1722	1.7029	fhl5	Chr05	85109842	85109842
RBH_pair_2810.fa.best.phy	TRINITY_DN121053_c0_g2_i1	0.0266	0.0467	1.7541	hmgb3	Chr08	36991729	36991729
RBH_pair_2812.fa.best.phy	TRINITY_DN121063_c0_g1_i2	0.1356	0.1854	1.3672	zwilch	Chr03	116985753	116985753
RBH_pair_2813.fa.best.phy	TRINITY_DN121064_c0_g1_i5	0.0851	0.1078	1.2658	ifrd1	Chr03	57189624	57189624
RBH_pair_2815.fa.best.phy	TRINITY_DN121070_c1_g1_i1	0.1685	0.2632	1.5621	Xetrov90003149m	Chr01	153885424	153885424
RBH_pair_2816.fa.best.phy	TRINITY_DN121071_c0_g1_i4	0.0735	0.1288	1.7517	LOC100489788-like	Chr06	100826442	100826442
RBH_pair_2818.fa.best.phy	TRINITY_DN121074_c1_g1_i1	0.0899	0.1374	1.5283	pdxk	scaffold_655	4449	4449
RBH_pair_2819.fa.best.phy	TRINITY_DN121079_c0_g1_i1	0.0478	0.0696	1.4568	gpr176	Chr08	89696509	89696509
RBH_pair_2820.fa.best.phy	TRINITY_DN121082_c0_g1_i1	0.0352	0.0376	1.0677	fam76b	Chr02	161415103	161415103
RBH_pair_2821.fa.best.phy	TRINITY_DN121085_c0_g2_i1	0.0355	0.044	1.2388	rapgef4-like	Chr09	61837922	61837922
RBH_pair_2822.fa.best.phy	TRINITY_DN121086_c0_g1_i4	0.1041	0.1884	1.8094	gde1	Chr09	25932397	25932397
RBH_pair_2823.fa.best.phy	TRINITY_DN121089_c2_g6_i1	0.0356	0.0517	1.4531	slc8a2	Chr08	58782764	58782764
RBH_pair_2824.fa.best.phy	TRINITY_DN121090_c0_g1_i1	0.0164	0.0186	1.1345	zdhhc17	Chr03	52017948	52017948
RBH_pair_2825.fa.best.phy	TRINITY_DN121091_c0_g1_i3	0.1553	0.1837	1.1823	awat1	Chr05	121697508	121697508
RBH_pair_2826.fa.best.phy	TRINITY_DN121092_c0_g1_i2	0.1084	0.1436	1.3251	bag2	Chr05	89057208	89057208
RBH_pair_2828.fa.best.phy	TRINITY_DN121102_c2_g1_i1	0.0515	0.0651	1.2636	LOC100489129	Chr06	82005940	82005940
RBH_pair_2830.fa.best.phy	TRINITY_DN121104_c0_g2_i1	0.0883	0.1599	1.8115	intu	Chr01	54888126	54888126
RBH_pair_2832.fa.best.phy	TRINITY_DN121108_c0_g1_i1	0.047	0.0344	0.7319	twist2	Chr02	141060157	141060157
RBH_pair_2834.fa.best.phy	TRINITY_DN121110_c0_g5_i2	0.0401	0.0599	1.4927	msh2	Chr05	16806283	16806283
RBH_pair_2836.fa.best.phy	TRINITY_DN121117_c0_g1_i3	0.0522	0.0685	1.3143	spdef	Chr02	60898382	60898382
RBH_pair_2837.fa.best.phy	TRINITY_DN121118_c0_g3_i6	0.0234	0.015	0.6398	meis1	Chr05	30043942	30043942
RBH_pair_2838.fa.best.phy	TRINITY_DN121119_c0_g1_i1	0.0973	0.1856	1.907	sdc3	Chr02	57081182	57081182
RBH_pair_2839.fa.best.phy	TRINITY_DN121128_c0_g1_i1	0.0247	0.0309	1.2504	pard6g	Chr06	29494878	29494878
RBH_pair_2840.fa.best.phy	TRINITY_DN121132_c2_g1_i5	0.0979	0.1921	1.9622	tmem194a	Chr02	135964539	135964539
RBH_pair_2841.fa.best.phy	TRINITY_DN121132_c3_g5_i3	0.1207	0.1338	1.108	midn	Chr01	81072619	81072619
RBH_pair_2843.fa.best.phy	TRINITY_DN121138_c0_g1_i1	0.2583	0.3092	1.1972	LOC100487454-like	Chr03	60647269	60647269
RBH_pair_2847.fa.best.phy	TRINITY_DN121146_c0_g1_i2	0.0677	0.1285	1.8983	capn8	Chr05	5319491	5319491
RBH_pair_2848.fa.best.phy	TRINITY_DN121148_c0_g1_i1	0.0687	0.1301	1.8919	uqcrc1	scaffold_375	39717	39717
RBH_pair_2849.fa.best.phy	TRINITY_DN121149_c0_g1_i1	0.1493	0.2582	1.7288	LOC100489530-like	Chr08	111927446	111927446
RBH_pair_2850.fa.best.phy	TRINITY_DN121153_c0_g3_i1	0.0076	0.0104	1.3739	wdr48	Chr06	5799528	5799528
RBH_pair_2851.fa.best.phy	TRINITY_DN121154_c0_g1_i1	0.2032	0.2114	1.0403	fam134b	Chr06	59028073	59028073
RBH_pair_2852.fa.best.phy	TRINITY_DN121155_c0_g2_i2	0.0435	0.0347	0.7991	Xetrov90015993m	Chr06	39274572	39274572
RBH_pair_2855.fa.best.phy	TRINITY_DN121167_c3_g3_i1	0.1092	0.1977	1.8098	LOC100144987	Chr08	59608559	59608559
RBH_pair_2856.fa.best.phy	TRINITY_DN121168_c0_g1_i1	0.0889	0.1136	1.2768	slc2a11	Chr01	144665580	144665580
RBH_pair_2859.fa.best.phy	TRINITY_DN121175_c4_g1_i1	0.2159	0.3057	1.4158	LOC100489713	Chr06	115371838	115371838
RBH_pair_2860.fa.best.phy	TRINITY_DN121176_c0_g1_i3	0.0817	0.0907	1.111	pdgfc	Chr01	44413093	44413093
RBH_pair_2862.fa.best.phy	TRINITY_DN121178_c0_g1_i2	0.0666	0.0846	1.2695	ackr3	Chr09	54948899	54948899
RBH_pair_2863.fa.best.phy	TRINITY_DN121179_c0_g1_i2	0.0111	0.0139	1.2554	pbx2	Chr08	54361681	54361681
RBH_pair_2865.fa.best.phy	TRINITY_DN121187_c0_g1_i1	0.0552	0.1061	1.9213	mrpl14	scaffold_5560	2308	2308
RBH_pair_2867.fa.best.phy	TRINITY_DN121189_c0_g1_i2	0.0652	0.0739	1.1327	40603	Chr06	59191397	59191397
RBH_pair_2868.fa.best.phy	TRINITY_DN121191_c0_g1_i3	0.0349	0.0548	1.5731	trio	Chr06	40238959	40238959
RBH_pair_2869.fa.best.phy	TRINITY_DN121192_c0_g1_i1	0.0555	0.0857	1.545	lpar6	Chr02	131695144	131695144
RBH_pair_2871.fa.best.phy	TRINITY_DN121197_c0_g1_i2	0.0201	0.022	1.0955	tbp	Chr05	40105962	40105962
RBH_pair_2873.fa.best.phy	TRINITY_DN121201_c0_g1_i1	0.0761	0.1357	1.7837	fkbp7	Chr09	58999266	58999266
RBH_pair_2874.fa.best.phy	TRINITY_DN121203_c0_g1_i2	0.0366	0.06	1.6388	htr3a	Chr07	73471610	73471610
RBH_pair_2876.fa.best.phy	TRINITY_DN121214_c0_g2_i1	0.0899	0.1714	1.9063	ncaph2	Chr03	79808765	79808765
RBH_pair_2878.fa.best.phy	TRINITY_DN121222_c0_g1_i2	0.1019	0.1844	1.8102	rars2	Chr05	87093889	87093889
RBH_pair_2882.fa.best.phy	TRINITY_DN121233_c0_g3_i1	0.0374	0.0413	1.1058	stk39	scaffold_237	36634	36634
RBH_pair_2883.fa.best.phy	TRINITY_DN121237_c1_g2_i1	0.0838	0.0906	1.0812	NA	NA	NA	NA
RBH_pair_2885.fa.best.phy	TRINITY_DN121248_c0_g1_i1	0.0875	0.1446	1.6537	Xetrov90013120m	Chr05	12633371	12633371
RBH_pair_2886.fa.best.phy	TRINITY_DN121249_c3_g1_i1	0.0509	0.0648	1.2743	hic1	Chr02	27583882	27583882
RBH_pair_2891.fa.best.phy	TRINITY_DN121256_c0_g1_i1	0.0818	0.0921	1.1253	LOC100490043-like	Chr01	127771835	127771835
RBH_pair_2892.fa.best.phy	TRINITY_DN121258_c1_g1_i1	0.0442	0.0534	1.2084	sh3glb1	Chr04	96529110	96529110
RBH_pair_2895.fa.best.phy	TRINITY_DN121271_c0_g1_i1	0.0338	0.0579	1.712	gars	scaffold_24	840485	840485
RBH_pair_2898.fa.best.phy	TRINITY_DN121277_c0_g1_i1	0.0596	0.0978	1.64	LOC100124991	Chr01	81112251	81112251
RBH_pair_2899.fa.best.phy	TRINITY_DN121282_c0_g1_i1	0.0958	0.1626	1.6979	rai2	Chr02	91268195	91268195
RBH_pair_2900.fa.best.phy	TRINITY_DN121283_c0_g1_i1	0.0862	0.1237	1.436	decr1	Chr06	111343468	111343468
RBH_pair_2901.fa.best.phy	TRINITY_DN121284_c0_g1_i2	0.0618	0.1094	1.7707	tmem169-like	scaffold_33	1356345	1356345
