gid	gname	chr	start	end	logFC.XY43.XX43	bias	tau	tissue
TRINITY_DN118733_c0_g2_i1	LOC100496213	Chr02	44575106	44575106	-0.446137391	unbias	0.4140667	Brain_mmean
TRINITY_DN118734_c0_g1_i4	tmem181	Chr05	42110260	42110260	0.300934287	unbias	0.559652049	Brain_fmean
TRINITY_DN118735_c0_g1_i8	NA	NA	NA	NA	0.312828449	unbias	0.302451058	Brain_mmean
TRINITY_DN118737_c1_g1_i2	NA	NA	NA	NA	-0.742295647	unbias	0.726294962	G27_mmean
TRINITY_DN118738_c0_g1_i3	LOC100497395	Chr07	24594643	24594643	-0.27013095	unbias	0.418924514	G46_M_mean
TRINITY_DN118738_c0_g2_i1	NA	NA	NA	NA	-4.128085267	female	0.923530425	G43_F_mean
TRINITY_DN118740_c0_g1_i1	NA	NA	NA	NA	-0.622648649	unbias	0.666846418	G43_F_mean
TRINITY_DN118744_c0_g1_i2	NA	NA	NA	NA	0.495535633	unbias	0.750183285	Brain_fmean
TRINITY_DN118746_c0_g1_i1	NA	NA	NA	NA	-0.479594259	unbias	0.161209962	Brain_mmean
TRINITY_DN118748_c0_g2_i1	tti1	Chr10	30986723	30986723	-0.378360866	unbias	0.512174464	G43_F_mean
TRINITY_DN118750_c0_g2_i1	NA	NA	NA	NA	0.005002652	unbias	0.542112969	Brain_mmean
TRINITY_DN118751_c0_g1_i2	NA	NA	NA	NA	-0.64086991	unbias	0.237920227	Ovary_mean
TRINITY_DN118754_c0_g1_i1	NA	NA	NA	NA	0.134341788	unbias	0.376722577	Brain_mmean
TRINITY_DN118755_c0_g1_i1	NA	NA	NA	NA	-0.432459348	unbias	0.479125054	Ovary_mean
TRINITY_DN118757_c0_g3_i1	zeb1	Chr06	14907537	14907537	-0.197256382	unbias	0.176888021	Testis_mean
TRINITY_DN118760_c3_g11_i1	NA	NA	NA	NA	-0.312723781	unbias	0.254334066	G43_F_mean
TRINITY_DN118764_c1_g1_i1	NA	NA	NA	NA	-0.412962628	unbias	0.13916885	Brain_mmean
TRINITY_DN118765_c0_g2_i2	NA	NA	NA	NA	0.568426039	unbias	0.550576905	G23_mmean
TRINITY_DN118774_c0_g1_i2	NA	NA	NA	NA	-0.88937423	unbias	0.435125365	G23_mmean
TRINITY_DN118776_c2_g2_i3	NA	NA	NA	NA	0.039437143	unbias	0.647616817	Liver_fmean
TRINITY_DN118779_c0_g1_i2	NA	NA	NA	NA	-0.276585524	unbias	0.499841958	Ovary_mean
TRINITY_DN118782_c0_g1_i1	fat3-like	Chr02	163101849	163101849	-0.044455825	unbias	0.670003463	G43_M_mean
TRINITY_DN118783_c0_g1_i1	NA	NA	NA	NA	0.195309547	unbias	0.485783456	Brain_mmean
TRINITY_DN118784_c0_g1_i1	wdyhv1	scaffold_81	566860	566860	-0.362744868	unbias	0.675028872	G27_fmean
TRINITY_DN118785_c0_g1_i2	NA	NA	NA	NA	0.177609027	unbias	0.624052345	Ovary_mean
TRINITY_DN118786_c0_g2_i1	NA	NA	NA	NA	-0.009100789	unbias	0.553637462	Brain_fmean
TRINITY_DN118787_c0_g2_i5	NA	NA	NA	NA	0.582603794	unbias	0.816505165	Brain_fmean
TRINITY_DN118788_c0_g1_i1	gpr162	Chr07	1376006	1376006	-2.187789221	unbias	0.784641634	G43_F_mean
TRINITY_DN118790_c0_g2_i1	NA	NA	NA	NA	-0.015043529	unbias	0.716884957	Brain_mmean
TRINITY_DN118791_c0_g1_i2	cobll1	Chr09	65672097	65672097	-0.28775757	unbias	0.356752834	G31_mmean
TRINITY_DN118792_c0_g1_i1	NA	NA	NA	NA	0.174666878	unbias	0.351743448	G43_M_mean
TRINITY_DN118793_c0_g1_i1	NA	NA	NA	NA	0.113429891	unbias	0.723457136	Ovary_mean
TRINITY_DN118796_c0_g1_i1	LOC100487093-like	Chr01	35386654	35386654	-0.228397411	unbias	0.601692678	Brain_mmean
TRINITY_DN118801_c0_g1_i2	Xetrov90012173m	Chr04	98996539	98996539	-0.471597335	unbias	0.097978909	G27_fmean
TRINITY_DN118803_c0_g1_i1	NA	NA	NA	NA	0.187427666	unbias	0.548916573	Brain_fmean
TRINITY_DN118804_c0_g3_i3	NA	NA	NA	NA	-1.073278326	unbias	0.588164896	Ovary_mean
TRINITY_DN118806_c0_g2_i1	Xetrov90021881m	Chr08	98771287	98771287	-0.406867674	unbias	0.331559048	Liver_mmean
TRINITY_DN118810_c0_g1_i3	NA	NA	NA	NA	-0.413649975	unbias	0.407327633	Ovary_mean
TRINITY_DN118812_c0_g1_i1	NA	NA	NA	NA	0.341719022	unbias	0.324090529	Brain_fmean
TRINITY_DN118812_c0_g2_i1	nckap1l-like	Chr02	141750652	141750652	0.127618204	unbias	0.270402184	Brain_fmean
TRINITY_DN118815_c0_g1_i1	NA	NA	NA	NA	0.321677951	unbias	0.559461405	G46_M_mean
TRINITY_DN118816_c0_g1_i1	NA	NA	NA	NA	0.170619165	unbias	0.078428856	G31_mmean
TRINITY_DN118817_c0_g1_i1	lrp5	Chr04	41881405	41881405	0.221775216	unbias	0.783556967	Brain_mmean
TRINITY_DN118818_c0_g1_i3	pou4f2	Chr01	48700122	48700122	0.187039555	unbias	0.388787396	Ovary_mean
TRINITY_DN118819_c0_g1_i1	NA	NA	NA	NA	-0.572512154	unbias	0.312720099	Testis_mean
TRINITY_DN118821_c0_g1_i2	NA	NA	NA	NA	0.154009433	unbias	0.318066599	Ovary_mean
TRINITY_DN118821_c0_g2_i1	dcun1d3	Chr09	18524639	18524639	-0.119500983	unbias	0.307231402	Ovary_mean
TRINITY_DN118822_c0_g1_i1	NA	NA	NA	NA	-0.053734301	unbias	0.352627631	G43_M_mean
TRINITY_DN118823_c0_g1_i1	LOC100158544	Chr04	127653170	127653170	0.487930268	unbias	0.468346026	G27_fmean
TRINITY_DN118826_c0_g1_i1	rabl2b	Chr03	79920463	79920463	0.202973895	unbias	0.630263086	Ovary_mean
TRINITY_DN118829_c0_g1_i1	NA	NA	NA	NA	0.412888012	unbias	0.73410996	G46_M_mean
TRINITY_DN118833_c0_g1_i2	NA	NA	NA	NA	-1.293543724	unbias	0.67162781	Ovary_mean
TRINITY_DN118834_c1_g4_i1	NA	NA	NA	NA	0.408455986	unbias	0.705184729	Brain_fmean
TRINITY_DN118839_c0_g1_i1	NA	NA	NA	NA	-0.077080005	unbias	0.300498426	Ovary_mean
TRINITY_DN118840_c0_g1_i1	pde8a	Chr03	95217289	95217289	-0.562655349	unbias	0.611703496	G46_M_mean
TRINITY_DN118842_c0_g1_i2	stard10	scaffold_598	25507	25507	-1.0829013	unbias	0.602387366	Ovary_mean
TRINITY_DN118843_c0_g2_i2	NA	NA	NA	NA	0.207545105	unbias	0.686724301	Ovary_mean
TRINITY_DN118845_c0_g1_i2	NA	NA	NA	NA	-0.185340425	unbias	0.410094345	G43_F_mean
TRINITY_DN118849_c0_g3_i1	NA	NA	NA	NA	0.456578467	unbias	0.165926709	Ovary_mean
TRINITY_DN118850_c0_g1_i1	NA	NA	NA	NA	-0.517273982	unbias	0.243499143	Brain_mmean
TRINITY_DN118852_c0_g1_i1	myo3b-like.2	Chr09	63128331	63128331	0.009724599	unbias	0.430162678	Brain_fmean
TRINITY_DN118854_c0_g1_i1	NA	NA	NA	NA	-0.398786872	unbias	0.202944414	G27_mmean
TRINITY_DN118855_c0_g1_i1	NA	NA	NA	NA	-0.003992718	unbias	0.686469205	Brain_mmean
TRINITY_DN118855_c1_g1_i1	NA	NA	NA	NA	0.385837628	unbias	0.751842068	Ovary_mean
TRINITY_DN118856_c0_g1_i5	rbp1	Chr05	124962181	124962181	-0.127238477	unbias	0.466512518	G43_M_mean
TRINITY_DN118857_c0_g1_i1	NA	NA	NA	NA	0.002130961	unbias	0.5164795	G46_M_mean
TRINITY_DN118858_c0_g1_i2	NA	NA	NA	NA	0.649574928	unbias	0.647454813	Brain_mmean
TRINITY_DN118861_c0_g1_i3	ncoa5	Chr10	16131632	16131632	0.150678688	unbias	0.397549849	Ovary_mean
TRINITY_DN118862_c0_g1_i1	NA	NA	NA	NA	0.049608946	unbias	0.56643271	Ovary_mean
TRINITY_DN118863_c0_g1_i1	NA	NA	NA	NA	-0.150434274	unbias	0.382537123	Brain_fmean
TRINITY_DN118867_c3_g4_i2	NA	NA	NA	NA	-0.690124426	unbias	0.354497903	Brain_fmean
TRINITY_DN118868_c0_g1_i1	sec24d-like.2	Chr07	52754568	52754568	0.121904375	unbias	0.765495429	Brain_mmean
TRINITY_DN118871_c0_g1_i1	il17d	Chr02	155921747	155921747	-0.276306408	unbias	0.687595751	Brain_mmean
TRINITY_DN118872_c0_g1_i8	Xetrov90029205m	scaffold_50	709344	709344	-0.3592996	unbias	0.472324531	G43_F_mean
TRINITY_DN118874_c0_g1_i1	NA	NA	NA	NA	0.683036587	unbias	0.652979083	Liver_fmean
TRINITY_DN118875_c0_g2_i1	NA	NA	NA	NA	-0.200961219	unbias	0.567450876	Ovary_mean
TRINITY_DN118878_c0_g2_i1	NA	NA	NA	NA	-0.202574407	unbias	0.467263241	Ovary_mean
TRINITY_DN118880_c0_g3_i1	NA	NA	NA	NA	0.800013615	unbias	0.747863053	G43_M_mean
TRINITY_DN118880_c0_g4_i3	NA	NA	NA	NA	-0.247719656	unbias	0.282248801	Brain_fmean
TRINITY_DN118881_c2_g1_i1	NA	NA	NA	NA	0.580383863	unbias	0.392819237	Brain_mmean
TRINITY_DN118882_c1_g4_i1	lztr1	Chr01	158112593	158112593	0.113359235	unbias	0.371806379	G43_M_mean
TRINITY_DN118884_c0_g1_i1	NA	NA	NA	NA	-0.283272371	unbias	0.202586434	Ovary_mean
TRINITY_DN118885_c0_g1_i1	NA	NA	NA	NA	-0.85961311	unbias	0.378946439	Ovary_mean
TRINITY_DN118886_c1_g1_i1	ptger4	Chr01	183158052	183158052	-0.107366878	unbias	0.256831746	G43_M_mean
TRINITY_DN118887_c0_g1_i1	fbxo9	Chr05	114246870	114246870	0.759910257	unbias	0.372987448	Testis_mean
TRINITY_DN118888_c0_g1_i2	NA	NA	NA	NA	1.568899842	unbias	0.776944867	Testis_mean
TRINITY_DN118890_c0_g3_i2	atg5	Chr05	77078510	77078510	0.044845842	unbias	0.517672356	Ovary_mean
TRINITY_DN118891_c0_g1_i1	katnal1-like	Chr02	151280456	151280456	0.286107896	unbias	0.502146228	G31_mmean
TRINITY_DN118893_c3_g1_i3	NA	NA	NA	NA	0.278079685	unbias	0.750036841	Brain_fmean
TRINITY_DN118894_c0_g2_i1	NA	NA	NA	NA	-0.144531873	unbias	0.389898489	Brain_mmean
TRINITY_DN118896_c0_g1_i4	NA	NA	NA	NA	0.104911637	unbias	0.432071881	G23_fmean
TRINITY_DN118898_c0_g1_i3	NA	NA	NA	NA	-0.024205325	unbias	0.256207192	G23_mmean
TRINITY_DN118899_c0_g1_i1	NA	NA	NA	NA	0.472072109	unbias	0.428506457	Brain_mmean
TRINITY_DN118900_c0_g1_i1	qrfpr	Chr01	62153419	62153419	0.094952635	unbias	0.265897462	Testis_mean
TRINITY_DN118901_c0_g3_i1	ankrd39	Chr03	108996988	108996988	-0.328509008	unbias	0.645305846	Brain_fmean
TRINITY_DN118903_c0_g1_i1	ift74	Chr01	110027308	110027308	-0.742406589	unbias	0.561948751	Liver_fmean
TRINITY_DN118904_c0_g1_i1	NA	NA	NA	NA	-0.341745806	unbias	0.55746703	Ovary_mean
TRINITY_DN118905_c1_g1_i2	NA	NA	NA	NA	-0.279362926	unbias	0.318632809	Ovary_mean
TRINITY_DN118908_c1_g2_i2	NA	NA	NA	NA	-0.34577221	unbias	0.580336472	Ovary_mean
TRINITY_DN118910_c0_g1_i1	NA	NA	NA	NA	0.129376242	unbias	0.622450945	Brain_fmean
TRINITY_DN118911_c0_g2_i1	NA	NA	NA	NA	0.437145148	unbias	0.493482972	Brain_fmean
TRINITY_DN118912_c1_g1_i1	NA	NA	NA	NA	0.19086222	unbias	0.334301262	Ovary_mean
TRINITY_DN118913_c0_g1_i2	NA	NA	NA	NA	1.021750567	unbias	0.781115468	Brain_fmean
TRINITY_DN118915_c0_g1_i1	wdr18	Chr01	81495539	81495539	0.552528039	unbias	0.367674061	Brain_fmean
TRINITY_DN118918_c0_g1_i1	NA	NA	NA	NA	0.007781007	unbias	0.315930397	G46_F_mean
TRINITY_DN118921_c0_g2_i1	NA	NA	NA	NA	-0.651700223	unbias	0.278294968	G43_F_mean
TRINITY_DN118922_c2_g1_i8	NA	NA	NA	NA	0.279413905	unbias	0.376549744	Ovary_mean
TRINITY_DN118923_c1_g2_i2	NA	NA	NA	NA	-0.293441783	unbias	0.358526112	Testis_mean
TRINITY_DN118925_c0_g1_i1	mcm10	Chr03	72298777	72298777	-0.264917252	unbias	0.493852547	Ovary_mean
TRINITY_DN118928_c0_g1_i2	NA	NA	NA	NA	0.597072648	unbias	0.820396886	Brain_mmean
TRINITY_DN118929_c0_g1_i1	NA	NA	NA	NA	-0.401036123	unbias	0.337284657	G43_F_mean
TRINITY_DN118931_c0_g1_i1	NA	NA	NA	NA	0.237597758	unbias	0.595787183	Brain_mmean
TRINITY_DN118932_c0_g1_i1	NA	NA	NA	NA	-0.569422456	unbias	0.314949251	Brain_fmean
TRINITY_DN118933_c1_g1_i1	NA	NA	NA	NA	0.019759731	unbias	0.864756917	Brain_fmean
TRINITY_DN118933_c2_g2_i1	dusp10.1	Chr05	6223747	6223747	0.057393798	unbias	0.345499766	Ovary_mean
TRINITY_DN118938_c0_g2_i2	ddx39a	Chr03	124267947	124267947	0.06525078	unbias	0.393269697	G23_fmean
TRINITY_DN118939_c0_g1_i1	NA	NA	NA	NA	-0.277924267	unbias	0.266686547	Ovary_mean
TRINITY_DN118940_c0_g1_i1	Xetrov90004309m	Chr02	27773007	27773007	0.667140754	unbias	0.600052023	G43_M_mean
TRINITY_DN118942_c0_g4_i1	NA	NA	NA	NA	-0.076408129	unbias	0.719779193	G31_mmean
TRINITY_DN118942_c0_g7_i1	NA	NA	NA	NA	0.468091658	unbias	0.748194852	Brain_mmean
TRINITY_DN118942_c0_g9_i1	NA	NA	NA	NA	0.233180835	unbias	0.586104585	Brain_mmean
TRINITY_DN118945_c0_g1_i1	NA	NA	NA	NA	0.575913753	unbias	0.433538913	Brain_mmean
TRINITY_DN118947_c0_g1_i5	NA	NA	NA	NA	-0.133355357	unbias	0.341289926	G43_M_mean
TRINITY_DN118949_c0_g2_i2	sfrp1	Chr03	107281443	107281443	0.557104682	unbias	0.496831506	G43_M_mean
TRINITY_DN118957_c0_g2_i1	NA	NA	NA	NA	0.299755225	unbias	0.562264097	Ovary_mean
TRINITY_DN118958_c0_g1_i1	NA	NA	NA	NA	-0.295209059	unbias	0.380393933	Ovary_mean
TRINITY_DN118963_c0_g1_i2	NA	NA	NA	NA	0.2671192	unbias	0.557722202	Liver_fmean
TRINITY_DN118964_c0_g5_i1	NA	NA	NA	NA	-0.281643066	unbias	0.198895939	G23_fmean
TRINITY_DN118965_c0_g2_i2	NA	NA	NA	NA	-0.001906842	unbias	0.440097726	Brain_mmean
TRINITY_DN118966_c0_g1_i2	NA	NA	NA	NA	0.134229137	unbias	0.704050235	Brain_fmean
TRINITY_DN118968_c0_g1_i1	NA	NA	NA	NA	-0.122312079	unbias	0.383138807	Ovary_mean
TRINITY_DN118969_c0_g1_i1	NA	NA	NA	NA	0.115903068	unbias	0.487285876	Ovary_mean
TRINITY_DN118970_c0_g1_i2	NA	NA	NA	NA	0.822516172	unbias	0.431783411	G23_mmean
TRINITY_DN118972_c0_g1_i1	NA	NA	NA	NA	0.113369913	unbias	0.214835664	G43_M_mean
TRINITY_DN118973_c0_g1_i1	NA	NA	NA	NA	0.053047358	unbias	0.174617815	G43_M_mean
TRINITY_DN118973_c1_g2_i1	NA	NA	NA	NA	0.222534468	unbias	0.561782469	Brain_fmean
TRINITY_DN118976_c0_g1_i1	zfpl1	Chr04	38745005	38745005	0.171560714	unbias	0.371507193	Brain_fmean
TRINITY_DN118977_c1_g1_i4	ido1	Chr03	107372909	107372909	-0.012967493	unbias	0.194071741	G31_mmean
TRINITY_DN118977_c2_g5_i1	NA	NA	NA	NA	1.077742319	unbias	0.697925127	Brain_mmean
TRINITY_DN118978_c0_g1_i1	NA	NA	NA	NA	0.21309885	unbias	0.340701951	Ovary_mean
TRINITY_DN118980_c0_g1_i1	NA	NA	NA	NA	-0.722554475	unbias	0.363048929	Ovary_mean
TRINITY_DN118981_c0_g2_i3	Xetrov90030720m	scaffold_85	355035	355035	-0.451348712	unbias	0.736471017	Ovary_mean
TRINITY_DN118982_c0_g1_i1	NA	NA	NA	NA	0.315265235	unbias	0.318199924	Brain_fmean
TRINITY_DN118984_c1_g1_i1	tomm70a	Chr02	30459944	30459944	-0.183731201	unbias	0.557868708	Liver_fmean
TRINITY_DN118986_c0_g1_i1	NA	NA	NA	NA	0.375285902	unbias	0.21812032	Brain_mmean
TRINITY_DN118987_c0_g1_i1	NA	NA	NA	NA	-0.365229972	unbias	0.232224044	Ovary_mean
TRINITY_DN118991_c1_g1_i6	NA	NA	NA	NA	-0.7106755	unbias	0.07202377	Brain_mmean
TRINITY_DN118992_c0_g1_i1	trdmt1	Chr06	20345480	20345480	0.056599599	unbias	0.748161379	G46_F_mean
TRINITY_DN118994_c0_g1_i1	NA	NA	NA	NA	-0.422806692	unbias	0.25999789	Brain_fmean
TRINITY_DN118995_c0_g1_i2	dbt	Chr04	98799493	98799493	0.14513106	unbias	0.418298034	Ovary_mean
TRINITY_DN118997_c0_g1_i2	NA	NA	NA	NA	-0.094865312	unbias	0.224890766	G23_mmean
TRINITY_DN118998_c1_g1_i2	NA	NA	NA	NA	0.192408817	unbias	0.367991201	Ovary_mean
TRINITY_DN119003_c0_g1_i1	NA	NA	NA	NA	-0.393830185	unbias	0.550645164	Brain_mmean
TRINITY_DN119004_c0_g1_i1	samd13	Chr04	29765143	29765143	0.080305689	unbias	0.769965802	Brain_fmean
TRINITY_DN119005_c4_g1_i1	Xetrov90007531m	Chr03	26718674	26718674	-0.054592822	unbias	0.713123127	Testis_mean
TRINITY_DN119006_c0_g1_i2	NA	NA	NA	NA	0.319710451	unbias	0.807002937	Brain_mmean
TRINITY_DN119008_c0_g1_i1	NA	NA	NA	NA	-0.254899343	unbias	0.349176166	Ovary_mean
TRINITY_DN119009_c0_g2_i2	NA	NA	NA	NA	-0.151985107	unbias	0.726240603	Brain_fmean
TRINITY_DN119011_c0_g1_i1	NA	NA	NA	NA	-5.122920108	female	0.89261982	Ovary_mean
TRINITY_DN119012_c0_g1_i4	NA	NA	NA	NA	0.01351566	unbias	0.316077429	G43_M_mean
TRINITY_DN119019_c0_g1_i2	NA	NA	NA	NA	-0.085763399	unbias	0.256166038	Brain_fmean
TRINITY_DN119020_c0_g1_i2	NA	NA	NA	NA	0.127986672	unbias	0.558347644	G46_M_mean
TRINITY_DN119021_c0_g1_i3	NA	NA	NA	NA	-0.668445645	unbias	0.311945079	G43_F_mean
TRINITY_DN119023_c10_g1_i3	NA	NA	NA	NA	0.19934114	unbias	0.393302799	G43_M_mean
TRINITY_DN119023_c7_g1_i1	NA	NA	NA	NA	0.021792737	unbias	0.303052659	Ovary_mean
TRINITY_DN119023_c8_g1_i2	NA	NA	NA	NA	-0.454681759	unbias	0.306735037	Brain_mmean
TRINITY_DN119023_c9_g1_i1	NA	NA	NA	NA	0.064815108	unbias	0.324812515	G23_mmean
TRINITY_DN119027_c0_g1_i5	NA	NA	NA	NA	-1.446101011	unbias	0.683778396	G46_F_mean
TRINITY_DN119032_c0_g1_i2	NA	NA	NA	NA	-0.647074062	unbias	0.518125408	Ovary_mean
TRINITY_DN119033_c0_g1_i2	NA	NA	NA	NA	-0.564524494	unbias	0.285681838	Ovary_mean
TRINITY_DN119034_c0_g1_i1	NA	NA	NA	NA	0.217044969	unbias	0.321150538	Brain_fmean
TRINITY_DN119035_c0_g1_i2	NA	NA	NA	NA	-0.368696259	unbias	0.386777381	Ovary_mean
TRINITY_DN119038_c0_g1_i1	NA	NA	NA	NA	0.836922244	unbias	0.717984728	Liver_mmean
TRINITY_DN119040_c0_g1_i1	NA	NA	NA	NA	0.014694521	unbias	0.39824007	Ovary_mean
TRINITY_DN119041_c0_g1_i1	NA	NA	NA	NA	0.012124281	unbias	0.577112305	Ovary_mean
TRINITY_DN119042_c2_g1_i1	NA	NA	NA	NA	-0.265666356	unbias	0.207568196	Testis_mean
TRINITY_DN119044_c0_g1_i2	NA	NA	NA	NA	0.154566556	unbias	0.808410298	Ovary_mean
TRINITY_DN119046_c0_g1_i1	LOC101733741	Chr02	140228574	140228574	-0.542159292	unbias	0.242438654	Testis_mean
TRINITY_DN119047_c0_g1_i1	NA	NA	NA	NA	-0.004499653	unbias	0.40984624	Ovary_mean
TRINITY_DN119048_c1_g1_i1	NA	NA	NA	NA	0.289647877	unbias	0.781239756	Testis_mean
TRINITY_DN119048_c1_g2_i1	NA	NA	NA	NA	-0.122870578	unbias	0.699527726	Testis_mean
TRINITY_DN119049_c0_g1_i1	NA	NA	NA	NA	0.06892329	unbias	0.844369688	Brain_fmean
TRINITY_DN119050_c1_g1_i1	ddx60	Chr01	41320214	41320214	-0.22462103	unbias	0.34465647	Testis_mean
TRINITY_DN119052_c0_g1_i1	NA	NA	NA	NA	-1.174005278	unbias	0.157627514	G23_fmean
TRINITY_DN119053_c0_g1_i1	NA	NA	NA	NA	-0.213811417	unbias	0.257957234	Ovary_mean
TRINITY_DN119054_c1_g1_i1	NA	NA	NA	NA	0.348581784	unbias	0.743833192	Brain_fmean
TRINITY_DN119054_c1_g2_i1	dlx4	Chr10	9695052	9695052	0.16040119	unbias	0.566227627	Brain_mmean
TRINITY_DN119055_c0_g2_i1	NA	NA	NA	NA	-0.431442327	unbias	0.328964359	Ovary_mean
TRINITY_DN119056_c0_g1_i5	NA	NA	NA	NA	0.412582067	unbias	0.464010179	G23_mmean
TRINITY_DN119059_c0_g1_i2	ank1	Chr03	120028510	120028510	-0.428115127	unbias	0.453959496	G23_mmean
TRINITY_DN119060_c0_g1_i4	NA	NA	NA	NA	-0.113341869	unbias	0.518117481	Ovary_mean
TRINITY_DN119062_c0_g1_i1	NA	NA	NA	NA	-0.37924327	unbias	0.121139182	Liver_fmean
TRINITY_DN119065_c0_g1_i2	NA	NA	NA	NA	-0.024825543	unbias	0.592788121	G43_M_mean
TRINITY_DN119066_c0_g1_i1	NA	NA	NA	NA	0.088392112	unbias	0.680006865	Brain_fmean
TRINITY_DN119069_c0_g1_i2	cygb	Chr10	36782332	36782332	-0.39448992	unbias	0.595704983	Ovary_mean
TRINITY_DN119070_c0_g1_i1	mrpl28	Chr09	33362691	33362691	-0.957907369	unbias	0.699594321	G43_F_mean
TRINITY_DN119072_c0_g2_i2	lrp2	Chr09	63677200	63677200	0.175055778	unbias	0.242128264	G27_fmean
TRINITY_DN119076_c0_g1_i1	glrx3	Chr07	13876176	13876176	-0.278978914	unbias	0.807754822	G46_F_mean
TRINITY_DN119079_c0_g1_i1	gtf2f1	Chr03	129733271	129733271	0.133965436	unbias	0.331500479	Brain_fmean
TRINITY_DN119080_c0_g1_i1	NA	NA	NA	NA	0.496776189	unbias	0.599672303	G23_mmean
TRINITY_DN119082_c0_g1_i2	NA	NA	NA	NA	-0.357139828	unbias	0.401455255	Brain_mmean
TRINITY_DN119083_c0_g1_i2	NA	NA	NA	NA	-0.351874852	unbias	0.635821838	G27_mmean
TRINITY_DN119088_c0_g4_i2	NA	NA	NA	NA	-0.13180046	unbias	0.319002622	Ovary_mean
TRINITY_DN119089_c4_g1_i1	NA	NA	NA	NA	0.367985785	unbias	0.308511991	Brain_mmean
TRINITY_DN119090_c0_g3_i1	LOC100497154	Chr02	138395702	138395702	0.090647818	unbias	0.728713586	Brain_mmean
TRINITY_DN119091_c0_g1_i1	NA	NA	NA	NA	0.124715281	unbias	0.436625211	G23_fmean
TRINITY_DN119092_c1_g2_i3	NA	NA	NA	NA	-0.543381485	unbias	0.49801914	G43_F_mean
TRINITY_DN119093_c1_g1_i3	NA	NA	NA	NA	-0.005116289	unbias	0.223810582	Brain_mmean
TRINITY_DN119095_c0_g2_i1	NA	NA	NA	NA	0.211625601	unbias	0.41489763	Ovary_mean
TRINITY_DN119097_c0_g1_i1	NA	NA	NA	NA	0.171948654	unbias	0.345361525	Brain_mmean
TRINITY_DN119100_c0_g1_i2	topbp1-like	Chr06	71585794	71585794	-0.001821549	unbias	0.506751596	Ovary_mean
TRINITY_DN119101_c0_g1_i1	NA	NA	NA	NA	-0.573869	unbias	0.204134631	Testis_mean
TRINITY_DN119102_c2_g1_i1	NA	NA	NA	NA	0.012552781	unbias	0.241579395	G27_mmean
TRINITY_DN119102_c3_g7_i5	NA	NA	NA	NA	-0.084673213	unbias	0.416879423	Ovary_mean
TRINITY_DN119103_c0_g1_i2	b4galnt1	Chr02	137910815	137910815	-0.090265169	unbias	0.551698149	Liver_fmean
TRINITY_DN119104_c0_g1_i1	arhgap17-like	Chr09	14157183	14157183	-0.231036636	unbias	0.184790619	G23_fmean
TRINITY_DN119105_c0_g2_i1	gpm6b-like	Chr02	102224504	102224504	-0.085156505	unbias	0.483718853	G43_M_mean
TRINITY_DN119106_c0_g2_i2	stradb	Chr09	49103370	49103370	0.392959391	unbias	0.215849095	Brain_fmean
TRINITY_DN119107_c1_g1_i4	NA	NA	NA	NA	-0.151911289	unbias	0.236249876	G27_mmean
TRINITY_DN119110_c0_g1_i1	slc39a7	Chr08	50935122	50935122	-2.307959395	unbias	0.63265548	Liver_fmean
TRINITY_DN119113_c0_g1_i1	ttc29-like	Chr01	48527193	48527193	0.199131763	unbias	0.458366071	Ovary_mean
TRINITY_DN119113_c0_g2_i1	NA	NA	NA	NA	-0.20529734	unbias	0.483549744	Ovary_mean
TRINITY_DN119114_c0_g1_i1	NA	NA	NA	NA	0.480727129	unbias	0.532760302	Testis_mean
TRINITY_DN119114_c0_g2_i2	NA	NA	NA	NA	-0.34486493	unbias	0.38979654	Brain_mmean
TRINITY_DN119115_c0_g2_i1	NA	NA	NA	NA	-0.380616618	unbias	0.261512238	G43_F_mean
TRINITY_DN119116_c0_g1_i1	NA	NA	NA	NA	-5.992639733	female	0.948461007	Ovary_mean
TRINITY_DN119117_c1_g1_i1	NA	NA	NA	NA	0.290539187	unbias	0.339012035	Brain_mmean
TRINITY_DN119118_c0_g1_i13	NA	NA	NA	NA	0.027275072	unbias	0.584020537	Brain_mmean
TRINITY_DN119120_c0_g1_i1	NA	NA	NA	NA	-0.599154471	unbias	0.579227177	G43_F_mean
TRINITY_DN119122_c0_g1_i3	polr3b	Chr03	12206598	12206598	-0.546345837	unbias	0.431273488	Ovary_mean
TRINITY_DN119127_c1_g1_i1	polr1b-like	Chr05	39090670	39090670	0.705591898	unbias	0.840249303	Brain_fmean
TRINITY_DN119128_c0_g1_i1	NA	NA	NA	NA	-0.099346189	unbias	0.113898662	Liver_fmean
TRINITY_DN119132_c6_g10_i1	NA	NA	NA	NA	-0.23052637	unbias	0.160005522	Brain_fmean
TRINITY_DN119132_c6_g2_i1	NA	NA	NA	NA	-0.139043463	unbias	0.552727317	Brain_mmean
TRINITY_DN119132_c6_g7_i1	NA	NA	NA	NA	-0.679665065	unbias	0.447869037	Brain_fmean
TRINITY_DN119135_c1_g1_i2	vasn	Chr09	14484729	14484729	-0.159366026	unbias	0.615891445	Brain_fmean
TRINITY_DN119136_c0_g1_i2	NA	NA	NA	NA	0.227299649	unbias	0.380309539	Brain_mmean
TRINITY_DN119137_c0_g1_i1	ngf	Chr02	66181231	66181231	0.384393631	unbias	0.709921462	Brain_fmean
TRINITY_DN119138_c2_g2_i1	NA	NA	NA	NA	0.182841688	unbias	0.279592407	G43_M_mean
