gid	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary
TRINITY_DN121739_c0_g1_i5	0.984233036	2.023353883	2.542776969	1.753146103	2.107396887	1.806917392	3.218938809	1.169177938	2.994777785	1.949751447	NA	NA	NA	NA	3.162257308	0.483911457
TRINITY_DN121741_c0_g1_i3	54.20639506	41.27548121	63.36821814	31.59329335	61.15520868	70.24187566	27.52836088	61.02232494	33.63895951	34.08107518	crhr1.1	Chr10	7196145	7196145	6.564215456	-0.886769763
TRINITY_DN121742_c2_g1_i3	17.73162544	28.82415423	21.43375611	13.28511025	16.85487632	17.40385185	14.94807031	23.79399123	25.73311588	26.63632204	nudt12-like	Chr01	137154567	137154567	4.453487867	0.159388634
TRINITY_DN121743_c2_g1_i1	148.5974897	68.27667478	214.3060349	56.65900835	47.00221746	189.8143177	27.23208395	100.4985819	59.18160271	45.76490678	NA	NA	NA	NA	6.745257837	-1.432971348
TRINITY_DN121743_c2_g3_i1	2.121875261	2.985167333	1.516002582	3.394203087	1.760208924	2.598321543	5.115879672	2.278861132	3.679490089	3.70511472	NA	NA	NA	NA	1.870483654	0.883156862
TRINITY_DN121746_c0_g1_i1	3.236104381	12.03219996	2.221997713	12.84555258	1.564425503	1.616751264	6.294044612	5.992560755	6.64495995	5.832833234	NA	NA	NA	NA	3.282308148	1.548817269
TRINITY_DN121748_c0_g1_i3	0.607184315	5.207825567	4.321425714	3.218227121	4.659149498	0.908358934	3.118619578	0.177411338	2.608755015	3.99551723	NA	NA	NA	NA	0.52447555	0.741445574
TRINITY_DN121752_c1_g1_i3	3.053779937	7.139444438	1.330667102	9.698627743	4.320938396	1.305288889	5.778618629	2.379399123	6.247858649	8.264219175	NA	NA	NA	NA	2.274521666	1.551664549
TRINITY_DN121754_c0_g1_i2	0.984156567	1.164292429	2.408919322	1.513363254	1.166392574	1.776127692	2.01010551	0.383410285	1.58695829	1.439143647	NA	NA	NA	NA	1.514697391	0.226253988
TRINITY_DN121755_c3_g1_i4	63.27857431	81.58301317	65.73819138	44.41473649	57.96638903	57.77472709	47.5705852	66.711959	49.02382807	49.64850311	epdr1	Chr06	80833581	80833581	5.556678436	-0.201588715
TRINITY_DN121756_c0_g1_i1	16.50607207	7.757864292	12.99277006	10.14979323	11.71269006	12.33771036	9.151317692	11.20147895	5.329887169	7.812214108	NA	NA	NA	NA	4.702152752	-0.687159063
TRINITY_DN121758_c0_g1_i1	0	1.351354415	0.060332194	2.332628402	0.164694015	0.088772326	0.898290766	0.086690495	0.696860748	1.277917836	NA	NA	NA	NA	1.745003789	3.94632435
TRINITY_DN121758_c0_g2_i1	11.80868806	27.42003758	46.8757607	23.35988997	26.74481708	26.57956684	7.471103163	16.37078417	17.77551693	19.83980969	NA	NA	NA	NA	4.622969447	-0.419986
TRINITY_DN121759_c0_g1_i1	1.344259269	2.055165722	1.492919874	3.324956494	3.133328314	1.272919908	1.990251395	1.08768469	2.701195512	4.503299643	NA	NA	NA	NA	2.960137398	0.786762446
TRINITY_DN121762_c0_g1_i2	8.430676423	93.78813473	7.68248645	86.42899675	3.665161882	8.18329236	79.51002164	5.026052623	61.93618434	87.93223247	NA	NA	NA	NA	6.975582758	3.641682293
TRINITY_DN121768_c0_g1_i1	0.616192984	48.92254677	0.243641212	2.38900045	0.044711833	0.40970492	1.480650245	0.480116144	12.66858914	45.29905534	NA	NA	NA	NA	4.495103211	5.925583387
TRINITY_DN121771_c0_g1_i1	27.23202751	8.181573453	31.96511618	9.172853705	24.84660291	38.77039513	7.899639986	27.48618661	8.393802675	7.34125005	Xetrov90029958m	scaffold_663	33927	33927	6.010489036	-1.870088541
TRINITY_DN121773_c0_g1_i2	0.678920313	4.125460602	1.317813281	4.79792755	0.302298238	17.70180455	3.987606308	2.524730233	4.455004551	4.282958688	mff-like	Chr05	125447760	125447760	3.304382201	-0.014316168
TRINITY_DN121775_c0_g1_i1	0.498875761	0	0.042268771	0	0.352941515	0.74632734	2.96690295	0.267235817	0.476313228	0.049739445	NA	NA	NA	NA	1.006330402	0.923995043
TRINITY_DN121777_c0_g3_i3	120.4848194	104.9930568	71.61854792	80.240499	65.89571478	77.04241485	97.2569356	93.38223716	86.64823563	83.54636936	NA	NA	NA	NA	6.909780368	0.074460744
TRINITY_DN121780_c0_g2_i1	30.66077037	48.69347036	13.55593543	29.09579702	18.77923995	36.45698147	24.89035169	53.15481827	29.0611807	41.85273826	NA	NA	NA	NA	5.611185599	0.162355751
TRINITY_DN121781_c0_g1_i1	214.7062137	135.2840833	262.6962296	96.56274546	249.3873952	177.2263527	86.38620341	236.6913168	97.19771018	100.9724797	NA	NA	NA	NA	7.875795815	-1.152553871
TRINITY_DN121783_c1_g3_i1	0.147588512	3.317447299	5.702228508	1.564511266	2.795109239	3.785059464	2.154440817	2.759900049	2.19825156	5.120829604	NA	NA	NA	NA	0.581818272	-0.087688482
TRINITY_DN121783_c1_g4_i1	1.46163826	8.028290934	2.229151726	4.426882556	4.9089951	3.213018803	5.870342735	0.488081871	5.980856142	5.870829924	snap23	Chr08	85260312	85260312	1.55493016	1.275820793
TRINITY_DN121783_c1_g5_i2	3.915674031	11.50624033	8.476122803	8.814888521	3.79446808	5.291025032	7.785167121	1.328642576	3.90741992	11.48545497	NA	NA	NA	NA	1.897272588	0.940592268
TRINITY_DN121784_c0_g5_i1	0.430122577	3.525606325	0.062474482	3.69103368	0.140446357	0.735395782	1.577996591	0.107722464	2.780819371	2.793621537	tex9-like	Chr03	90333850	90333850	1.871920679	3.27117022
TRINITY_DN121785_c0_g1_i1	3.450494551	2.721372335	0.637862578	6.465622465	1.160819146	1.96647752	10.45821067	3.299529298	8.026453496	5.629498322	NA	NA	NA	NA	1.611044673	1.666726051
TRINITY_DN121785_c0_g2_i1	14.2467995	1.947329609	26.77750068	1.253511999	39.94009604	41.99615812	0.506344138	23.98129941	0.682832801	1.018649143	NA	NA	NA	NA	5.217952807	-4.779792902
TRINITY_DN121787_c0_g1_i1	3.985119461	3.227972579	7.300571005	3.139774489	6.564847355	9.207431994	2.426311912	5.077203316	1.64535586	3.135674688	NA	NA	NA	NA	3.15358984	-1.240863908
TRINITY_DN121788_c0_g1_i1	110.9754139	373.1175075	102.9422389	334.0541289	113.6357863	112.6325379	256.7583946	108.6652927	96.024132	265.1938616	mamdc2	Chr01	117467899	117467899	8.611180791	1.26181637
TRINITY_DN121789_c0_g1_i2	37.49043042	168.1851212	25.8154997	173.1574068	19.56651349	20.65476002	112.5402852	26.80191088	49.11524203	124.2702209	NA	NA	NA	NA	7.088501106	2.255931386
TRINITY_DN121790_c0_g1_i3	0.800219791	1.893377284	1.830628729	4.064639457	2.743574935	2.394287133	17.30563465	0.467627573	13.98172052	4.787062157	NA	NA	NA	NA	0.928597638	2.346337974
TRINITY_DN121794_c0_g1_i2	0.184052325	0.544351213	0.467831849	0.650348579	0.300489673	0.183563782	0.331694526	0.107555378	0.562330352	0.513816288	plaa	Chr01	110007093	110007093	0.886075685	1.052796735
TRINITY_DN121795_c0_g2_i1	0.953101713	1.127553426	1.635277643	1.262918733	1.205949707	2.291557085	1.15941795	2.436734042	2.047491027	1.567948242	NA	NA	NA	NA	0.959420872	-0.254110508
TRINITY_DN121796_c1_g1_i1	36.73759855	16.43071581	20.04278445	19.85441306	27.16120864	34.78892931	28.94563414	33.42452576	16.25476695	21.97710801	NA	NA	NA	NA	4.578278182	-0.556498075
TRINITY_DN121796_c1_g2_i1	11.6761924	19.72847744	26.0058837	14.8844684	24.40431588	36.83803196	19.84457719	11.58603448	14.93406044	16.73612896	elf2	Chr01	51750008	51750008	5.552272327	-0.343436548
TRINITY_DN121797_c0_g1_i2	1.016858517	1.202980006	1.476967565	0.962428887	1.68387203	1.366010617	0.942457963	0.679114965	0.832173688	0.912455237	dlat	Chr07	74472977	74472977	1.161022915	-0.362582384
TRINITY_DN121800_c0_g1_i2	1.896411285	0.897408959	0.964075404	8.376207576	3.839215232	2.918125296	1.230359505	2.881354555	4.12826547	6.579915299	mat2a	Chr03	108673606	108673606	0.43346437	0.722303706
TRINITY_DN121801_c0_g1_i2	3.050788967	3.769601052	1.309669525	5.449867476	2.302243376	2.144372735	3.77533183	2.456304286	5.048873564	2.433384191	NA	NA	NA	NA	1.754202602	0.855107327
TRINITY_DN121802_c5_g4_i3	2.035853291	2.729618918	2.069926603	3.716736813	1.240884873	2.32051358	3.15530922	0.158626608	4.665067791	2.435769862	eif6	Chr10	6210596	6210596	0.456245857	1.099895527
TRINITY_DN121805_c0_g1_i2	25.2443001	21.73533161	34.10919383	21.26736717	32.90938873	34.24737286	17.94415649	28.13776847	21.37794251	19.81193577	NA	NA	NA	NA	6.22000232	-0.599800688
TRINITY_DN121806_c0_g1_i1	1.327830289	5.692096321	4.844310284	4.208897804	3.488976037	5.875911163	3.074279015	1.351064815	5.19042749	4.915516612	NA	NA	NA	NA	4.144426054	0.466627285
TRINITY_DN121809_c4_g6_i1	0.035065356	9.790122562	12.94175994	0.774396091	0.091598102	17.5660762	0.398121648	0	1.084734608	1.090790556	egln2	Chr08	57480962	57480962	3.085008285	-1.176613953
TRINITY_DN121812_c0_g1_i2	32.55261025	56.49676364	88.56290616	54.98428353	30.9534128	59.47890039	56.37690585	27.59365185	108.610493	47.72094856	NA	NA	NA	NA	4.447956209	0.462013594
TRINITY_DN121812_c0_g2_i2	16.20383293	66.20885417	43.29585823	67.79347497	14.937591	31.39573175	60.07628622	14.34106031	111.7339924	69.72109138	NA	NA	NA	NA	6.324383372	1.664537928
TRINITY_DN121814_c0_g1_i1	0.179509886	0.722046498	1.350605636	0.919731921	0.515809435	0.39898872	0.873472288	0.167841432	0.863811826	0.644316717	NA	NA	NA	NA	0.487177796	0.63996368
TRINITY_DN121815_c5_g2_i6	177.8779976	67.13104194	104.0550833	55.00354897	133.7043934	121.2503936	46.54970204	131.7099598	41.47760427	44.01197047	NA	NA	NA	NA	6.915226499	-1.403964565
TRINITY_DN121816_c0_g1_i2	11.59819451	6.422632747	1.630851263	5.449760723	5.882116604	10.96970056	10.20639135	7.210300374	8.057844366	6.643008715	NA	NA	NA	NA	2.102337223	-0.012682271
TRINITY_DN121816_c1_g1_i1	0.499360241	0.499874719	1.366932662	0.712581921	1.028496222	0.919448777	0.353051273	0.448943231	0.176040294	0.643410907	NA	NA	NA	NA	0.401028261	-0.840003299
TRINITY_DN121816_c2_g2_i3	4.19509163	4.032391583	1.999360923	5.558755937	2.482776957	2.577615936	5.244951108	3.830472074	3.905227204	3.921220422	top3b-like	Chr01	145498207	145498207	1.08776529	0.589773565
TRINITY_DN121817_c0_g1_i2	2.2019521	6.03744304	4.161544053	6.178707011	3.654188344	5.204220668	3.515449913	1.816607115	3.82877757	5.671916198	smad9	Chr02	148846284	148846284	3.503098136	0.570586442
TRINITY_DN121819_c0_g1_i1	66.08325129	105.1086479	25.91923194	68.0714433	31.13440227	34.89822708	68.78753854	51.24091904	84.29605298	76.98013611	LOC101730769-like	scaffold_21	1064684	1064684	6.19440328	0.933799393
TRINITY_DN121820_c0_g1_i2	53.2603189	4.935120398	40.29321735	2.271026427	25.65870162	29.27554728	5.009023176	47.9614831	4.390459736	4.99102388	NA	NA	NA	NA	4.97160772	-3.189609799
TRINITY_DN121821_c2_g2_i4	6.229711071	18.5272884	1.319578209	3.630562471	0.254270606	0.702680518	4.935215482	4.752849749	15.66296511	6.573533915	NA	NA	NA	NA	3.341175003	1.871314817
TRINITY_DN121821_c2_g3_i1	10.78101424	3.043645873	0.996495639	1.082235669	0.080006484	0.104731144	1.854612705	4.43873748	7.720067938	19.05504919	NA	NA	NA	NA	1.517766709	0.966670906
TRINITY_DN121821_c2_g4_i2	22.71803467	73.48974009	24.66220243	33.02946263	10.35434337	17.90365477	26.86810713	16.45649377	96.52304366	59.74089911	qrich1.2	Chr03	62356156	62356156	4.484566652	1.656555903
TRINITY_DN121823_c0_g1_i2	97.80412783	26.90832148	77.1277447	16.29120301	63.38950641	78.40698015	11.31676696	46.77230923	13.31160108	23.75632738	NA	NA	NA	NA	6.673116958	-1.990823131
TRINITY_DN121824_c0_g1_i3	2.018046994	1.909937435	3.12902899	0.891345704	1.581469267	2.328970262	1.445657472	0.88447052	1.502886271	1.991934246	NA	NA	NA	NA	1.340518135	-0.352248335
TRINITY_DN121826_c1_g2_i4	17.86546564	30.28504564	25.39880888	28.0111612	15.40460031	20.76017009	43.40282174	20.06670903	72.39455481	40.89916144	NA	NA	NA	NA	4.823870283	1.119147426
TRINITY_DN121826_c2_g14_i2	38.72523098	37.97226626	27.8521012	38.69452154	30.01942113	42.44927139	28.58052289	28.73652686	50.30888358	45.75673624	NA	NA	NA	NA	6.577738459	0.262861612
TRINITY_DN121827_c0_g1_i1	0	1.017735543	0.100923764	2.221376656	0.043215739	0.056570838	1.502661823	0.038670923	2.805284551	2.177289504	arhgdib	Chr04	118041836	118041836	1.137111121	5.242308697
TRINITY_DN121828_c1_g1_i1	2.149658755	2.746573072	1.661083957	3.645991472	1.965376662	1.911180749	2.510391909	1.909430849	2.36440703	2.674808147	NA	NA	NA	NA	1.013899051	0.531674872
TRINITY_DN121829_c0_g3_i3	7.248405963	6.257522613	3.850844585	4.960927468	5.117395836	2.065476002	7.625907496	8.700519813	6.583906996	7.73471826	NA	NA	NA	NA	2.710461785	0.277559801
TRINITY_DN121830_c0_g1_i1	11.71843198	11.58442166	25.75503295	8.678465902	21.19707955	28.15936771	10.86598806	9.831023836	8.607439552	11.25470286	NA	NA	NA	NA	4.98775509	-0.908923778
TRINITY_DN121831_c0_g1_i1	0.934690333	1.290067455	1.900667788	1.422007333	1.254715333	2.086373237	1.375655148	1.517246253	1.368373223	1.242553268	arpc3	Chr01	154163060	154163060	1.028952787	-0.190406015
TRINITY_DN121834_c1_g1_i1	4.149368561	0.669388835	3.451757713	0	4.926829778	7.09432217	1.121683336	3.967826331	1.080465292	1.353942921	NA	NA	NA	NA	0.202820804	-2.451552928
TRINITY_DN121834_c1_g3_i2	11.31378959	0.632344151	5.887436025	0.078695386	10.76277696	12.33724787	0.722460134	8.850017331	1.122738323	4.05021192	NA	NA	NA	NA	2.15783453	-2.921346347
TRINITY_DN121835_c0_g1_i2	1.78272766	20.2903289	0.875031139	9.285985717	1.124069778	1.839305835	9.671598193	2.442793416	15.56541713	22.06470035	cdkn2aip	Chr01	35971555	35971555	3.268626427	3.237229685
TRINITY_DN121840_c0_g1_i3	6.990947586	0	1.579544988	0.228726865	4.678184597	1.32807448	0.279975822	1.311339666	0.395541907	0.51631032	slk-like	Chr07	19692774	19692774	0.613457692	-3.452966642
TRINITY_DN121841_c0_g2_i2	105.9145703	372.6864624	83.71388091	181.9033079	93.58603152	56.03881355	127.1884138	77.64881121	116.4243288	195.8092035	LOC100486910	Chr08	59833131	59833131	8.267288554	1.238190056
TRINITY_DN121842_c0_g1_i5	5.933058163	1.403804015	2.68104779	10.13281797	3.788497489	1.916081213	6.130315056	6.934248874	8.459322928	6.309803833	NA	NA	NA	NA	1.566068454	0.594542645
TRINITY_DN121843_c0_g1_i2	2.394271809	1.16205506	2.808858272	1.545605309	2.044688979	1.941822228	1.941703719	3.049429475	1.547437121	1.762827678	NA	NA	NA	NA	2.231138222	-0.61840795
TRINITY_DN121844_c0_g2_i1	6.316902114	12.42011693	13.0261705	9.064535174	13.67343026	10.14106192	12.76309092	6.516332132	16.81942822	12.2414655	NA	NA	NA	NA	4.726951583	0.354947795
TRINITY_DN121845_c0_g1_i1	0.912623889	1.20424364	0.749456184	1.426333927	1.902588259	2.400531289	0.816028247	1.435844299	0.764105931	0.377964289	tmem106b	Chr06	46240519	46240519	1.320724101	-0.691835723
TRINITY_DN121846_c0_g2_i2	2.220930863	1.20424364	1.129050874	3.842081309	0.906490573	0.94930101	3.302067788	2.595708135	4.983140595	0.664300871	NA	NA	NA	NA	0.823318756	0.849672035
TRINITY_DN121847_c0_g1_i2	32.09660453	80.67240068	24.62051312	52.77148994	7.123679599	21.87256364	32.7918217	31.30519672	106.7230484	70.44841316	toe1	Chr04	73047176	73047176	5.803888074	1.546801689
TRINITY_DN121849_c0_g1_i5	5.133338119	2.173467054	2.25251966	1.909330689	1.482087319	1.293401012	36.72229329	2.399831122	2.228744331	1.874839254	NA	NA	NA	NA	2.943933676	1.869714076
TRINITY_DN121851_c0_g1_i1	83.81721823	64.61836716	63.80296054	44.70215408	61.87111441	81.87077369	36.12566543	75.97574639	45.79888209	60.13403812	ogn	Chr04	113709111	113709111	6.450652924	-0.555027347
TRINITY_DN121855_c0_g1_i2	0.912623889	1.162717997	3.211955073	2.728638817	3.300876016	4.741049296	2.391152536	1.230723684	2.252101692	2.015809541	NA	NA	NA	NA	1.313386692	-0.326689216
TRINITY_DN121856_c0_g1_i1	20.96628354	8.551512519	34.36146064	8.391320471	24.56667099	34.90856801	5.606353839	38.65840588	7.674788947	5.071302151	donson	Chr02	10021947	10021947	5.117132603	-2.126202572
TRINITY_DN121858_c0_g2_i2	1.052316059	2.259312955	0.951047358	1.377169264	0.839932931	1.03286373	1.854314344	1.320995234	2.634607542	1.818598444	NA	NA	NA	NA	1.491575404	0.931408908
TRINITY_DN121862_c1_g1_i1	31.27712744	0.682922095	21.98296577	0.278148515	25.53201599	26.28918455	0.141862907	38.39509548	0.661385653	0.69065802	NA	NA	NA	NA	4.287234489	-5.9419966
TRINITY_DN121862_c1_g2_i3	33.48616804	3.290730689	14.90219183	2.740715833	14.95144348	14.17593497	2.255817562	47.13931679	1.593477561	2.176004606	psme2	Chr01	127210129	127210129	3.185914844	-3.392037118
TRINITY_DN121866_c0_g1_i1	18.6013908	14.57847174	10.03127247	8.164324917	9.957539334	13.60147791	9.297878764	10.11814343	7.640198349	9.704656037	NA	NA	NA	NA	4.315192533	-0.336636298
TRINITY_DN121870_c0_g1_i1	74.1844303	34.22399391	67.79836787	22.17000906	58.20962948	69.78503557	22.45406096	67.62131715	26.43538415	27.34709571	NA	NA	NA	NA	6.915563911	-1.352166695
TRINITY_DN121872_c1_g2_i3	2.377752317	0.429758704	0.235039376	0.116691441	3.342828148	2.286746564	0.821315843	0.96492808	0.378369048	0.19755767	NA	NA	NA	NA	1.320232572	-2.204640954
TRINITY_DN121873_c0_g1_i4	38.09222353	16.99574043	26.29197337	14.30593037	26.41144851	30.74023744	14.09851417	23.04874547	12.12037424	17.76120489	NA	NA	NA	NA	5.129852794	-0.942908533
TRINITY_DN121875_c0_g1_i1	4.863859823	2.583482532	14.97035827	2.689034899	17.1350406	21.77977253	3.219989621	5.839309321	2.160827289	2.493986159	NA	NA	NA	NA	4.023100027	-2.276466883
TRINITY_DN121879_c1_g1_i5	505.12996	246.1849959	290.1956319	288.342161	362.4451767	279.7877182	146.9189289	472.5718795	89.63529523	189.8308331	NA	NA	NA	NA	9.206797693	-1.012508505
TRINITY_DN121880_c0_g4_i1	3.67830498	8.834998429	6.573100258	17.62510538	3.348419498	2.00102258	11.14868835	0.651365299	14.94173887	13.06921929	NA	NA	NA	NA	2.375847321	2.021455848
TRINITY_DN121881_c0_g1_i1	82.55553547	95.58505962	97.87131682	37.07808481	60.51199597	85.82197297	30.34571674	107.4357767	48.0430297	48.99467582	NA	NA	NA	NA	6.877506101	-0.750885922
TRINITY_DN121882_c0_g1_i1	220.2186184	2.034881573	152.943884	0.368351297	169.0371924	142.4521	1.099031598	184.460767	0.477747906	0.623615778	NA	NA	NA	NA	6.866743306	-7.562185628
TRINITY_DN121883_c0_g1_i1	2.299439067	2.650566922	1.318828875	6.041714289	1.232127106	1.159268496	8.479245053	1.584914919	4.661094139	6.06660228	NA	NA	NA	NA	2.10970079	1.881544203
TRINITY_DN121884_c0_g2_i1	0.148009291	1.721819488	0.150486467	0.893442241	0.080548224	0.04217612	0.2400648	0	0.536998181	0.649307148	NA	NA	NA	NA	0.428418422	3.203082174
TRINITY_DN121884_c1_g2_i2	3.465075685	4.587321423	9.059321197	4.773639634	7.920069717	10.36763427	3.412267905	5.68900434	7.798280783	3.405432715	NA	NA	NA	NA	3.356423571	-0.599010339
TRINITY_DN121887_c2_g1_i1	14.16546356	19.02683428	11.06920535	21.36569194	13.04806365	7.720529095	31.97212135	14.60385449	30.33336305	20.7225461	NA	NA	NA	NA	4.380527702	1.020027736
TRINITY_DN121888_c0_g2_i1	35.86517964	22.18975923	54.05981779	17.4703758	44.61427305	48.10329936	16.10226027	39.02808063	13.66727344	16.6195726	NA	NA	NA	NA	5.762690441	-1.365790587
TRINITY_DN121889_c0_g2_i1	75.36890521	10.4231195	88.69250723	7.937076845	64.31623916	71.4402347	8.017623111	99.6079144	5.69685027	8.975666133	chst13	Chr04	122875443	122875443	6.135329607	-3.292096194
TRINITY_DN121893_c0_g1_i6	32.89408965	16.97878737	26.01544528	19.3872918	30.92252104	35.82177603	16.12761725	28.43575509	16.20330016	17.04578107	NA	NA	NA	NA	5.988405927	-0.848026691
TRINITY_DN121893_c1_g1_i1	10.88740785	8.478318537	22.75750302	12.4569151	19.39190823	21.25082751	7.224812893	10.55873913	6.75122444	8.210597594	NA	NA	NA	NA	5.929537217	-0.970962298
TRINITY_DN121894_c0_g2_i1	6.287990003	2.419160045	1.923166666	5.419171224	2.570666224	6.730174909	1.879463497	4.242148806	3.455733378	1.345609939	c19orf66	Chr03	126350905	126350905	2.32922039	-0.580771586
TRINITY_DN121895_c0_g1_i2	1.21436863	10.59523132	2.160712857	10.19105255	3.172186892	5.320388043	9.684134478	3.548226763	12.17419007	10.89686517	NA	NA	NA	NA	1.706233779	1.784686159
TRINITY_DN121895_c0_g2_i1	6.297530632	9.99728235	1.751228728	13.36089782	4.675028933	8.190366359	13.50270125	7.360225282	12.45710948	13.45923844	NA	NA	NA	NA	3.567172218	1.143425971
TRINITY_DN121896_c0_g2_i5	0.625002365	1.848500396	4.130508164	0.483097299	9.489708079	0.601081113	0.337909119	8.765641917	0.895103301	0.747775849	NA	NA	NA	NA	1.408437193	-2.509272675
TRINITY_DN121897_c0_g2_i1	2.444331078	1.314423235	0.903723974	1.668519037	1.668835079	1.044789822	4.325019767	1.428403326	2.673241094	1.595175126	NA	NA	NA	NA	0.415947831	0.648383568
TRINITY_DN121898_c0_g1_i1	20.23102644	14.70233154	7.86053547	20.10552121	11.56043579	11.42695492	26.79799203	17.14260203	21.93750564	20.05569172	NA	NA	NA	NA	4.058896434	0.596242393
TRINITY_DN121898_c1_g1_i1	0	3.948505353	1.770503258	5.640330972	1.516265433	1.612683966	0.863014223	0	8.978054994	6.597515014	NA	NA	NA	NA	0.652094514	2.375614676
TRINITY_DN121900_c0_g1_i2	0.762044168	7.71305162	0.946975596	8.826012485	1.299432521	1.194319374	8.331578175	0.445318735	8.294404935	7.496510059	NA	NA	NA	NA	2.911996557	3.113167877
TRINITY_DN121901_c0_g1_i3	22.88264348	7.851051851	27.37014186	7.219266245	24.88452015	33.92141935	7.026875407	30.26541531	4.174008024	6.078683707	NA	NA	NA	NA	5.918404677	-2.108844945
TRINITY_DN121902_c0_g1_i2	6.625248282	43.86887546	10.10419886	44.24372672	8.298101033	10.48209134	24.96677731	1.964703848	19.4866546	24.84485259	dnajb11	Chr09	43499058	43499058	4.767179711	2.080542872
TRINITY_DN121903_c1_g10_i1	5.538479996	8.339189073	14.94333573	9.509766392	11.33614554	14.30648466	5.936935642	6.417042457	8.817899181	8.7491976	fibcd1	Chr08	5904689	5904689	4.758170512	-0.337706515
TRINITY_DN121903_c1_g4_i1	4.278647714	4.724340434	11.50401516	8.315226944	11.17672992	9.509961902	7.19681441	3.667150847	6.100473265	6.370475024	NA	NA	NA	NA	2.437598295	-0.284834943
TRINITY_DN121904_c1_g2_i5	9.8824984	27.00144928	18.13969272	33.84383139	19.51503877	22.67059638	31.76614303	8.266282817	32.08085311	30.42057869	LOC100494984	Chr07	96307391	96307391	6.865288123	0.994496642
TRINITY_DN121908_c1_g2_i2	5.6736895	3.22184528	3.461188745	4.510793752	3.853427028	3.29817258	3.558293813	3.182933909	4.290332837	3.801398211	NA	NA	NA	NA	1.319381571	-0.008360578
TRINITY_DN121912_c1_g2_i1	41.9849026	23.39261299	62.14737716	17.57498883	46.5729887	48.33476938	19.0346742	47.24603289	15.53160295	17.7942469	NA	NA	NA	NA	6.591896994	-1.400892824
TRINITY_DN121913_c1_g1_i1	98.3355552	58.03091051	43.351293	44.11221415	43.32226769	51.81750607	33.0414456	64.55803659	40.44525755	38.5586965	NA	NA	NA	NA	6.541195566	-0.502783751
TRINITY_DN121916_c2_g5_i1	5.533004214	1.870211983	17.85269486	1.047367554	13.49473143	20.31963584	1.923063948	6.664646484	3.816527728	2.499346237	NA	NA	NA	NA	3.20822234	-2.499539367
TRINITY_DN121918_c0_g1_i1	109.6002925	23.71116738	127.3845729	16.13635199	99.60269592	120.8765021	16.59707621	148.1099645	15.01826955	18.06070531	NA	NA	NA	NA	6.836017788	-2.766684747
TRINITY_DN121919_c8_g3_i5	366.1509915	178.2597792	235.4965037	116.9430471	267.7774857	225.6148252	71.5023484	383.8734074	71.02488912	113.1223768	NA	NA	NA	NA	7.761111144	-1.446393433
TRINITY_DN121919_c9_g3_i2	1.942831274	0.534520676	1.286272928	0.478952861	1.180252303	0.65662052	1.367958457	1.372969207	6.10843733	0.973036002	NA	NA	NA	NA	1.360502651	0.55800807
TRINITY_DN121921_c1_g2_i1	0.532863833	2.36398867	0.270891087	1.38861917	0.748174564	0.569410087	0.936306109	0.404809243	1.22103391	1.753229269	pyroxd2	Chr07	26604879	26604879	1.46123391	1.565198789
TRINITY_DN121922_c0_g1_i8	0.300121849	0.90377607	0.665770638	0.265120011	1.532327567	0.559777024	0.516287041	0.797197184	0.375117788	0.195860091	NA	NA	NA	NA	0.761958676	-0.791806504
TRINITY_DN121924_c0_g2_i2	1.47578361	4.618199819	0.919651021	2.649393304	0.839407776	0.97672236	3.963692558	1.335343662	2.508997945	2.67700154	NA	NA	NA	NA	1.731855822	1.564302799
TRINITY_DN121925_c0_g1_i1	32.79012929	70.09935321	30.43806048	54.46186148	26.62533568	26.54659218	56.73875619	21.8921776	74.33175221	79.35313333	NA	NA	NA	NA	6.307732452	1.276274967
TRINITY_DN121927_c0_g2_i19	2.035853291	6.904330203	3.725867885	4.196315756	3.013577548	2.552564938	7.264549134	5.710557896	7.308606206	5.033924382	fam50a	scaffold_247	162311	162311	1.361557191	0.845377824
TRINITY_DN121927_c0_g3_i1	0.468751774	4.066700871	0.953194192	0.966194599	0.408159487	1.068588646	5.491023184	0.36523508	8.413971027	3.925823209	NA	NA	NA	NA	0.357244437	2.795340431
TRINITY_DN121929_c0_g1_i1	2.0485991	1.538032287	1.682330785	2.05329118	1.312115438	1.27978239	3.407939436	1.657589372	4.468587987	3.770799104	atp6v1b1	Chr03	119006995	119006995	2.074574159	0.935448236
TRINITY_DN121930_c2_g3_i1	1.523851381	8.433300238	1.313013143	9.856420975	1.298761966	1.103975677	12.44189572	1.086710644	23.25919247	9.424975175	NA	NA	NA	NA	4.239223685	3.327567911
TRINITY_DN121930_c2_g6_i2	2.389655765	3.210376843	1.729581737	1.896287134	1.507670453	1.592722311	2.912414772	1.65680805	6.728725632	3.585954929	NA	NA	NA	NA	2.254666077	1.045508058
TRINITY_DN121931_c0_g1_i1	144.7564772	13.27014735	184.5695169	8.842697906	138.7172927	149.176893	8.13719816	274.3117734	8.215303997	9.343363369	NA	NA	NA	NA	6.53185813	-4.239687966
TRINITY_DN121932_c0_g1_i1	0	6.781871476	4.175673937	9.97690188	4.581829893	9.216081744	10.54702493	5.599970248	0.490149273	5.835008644	NA	NA	NA	NA	2.251456917	0.516504319
