gid	gname	chr	start	end	logCPM	logFC.FL.ML	PV.FL.ML	FDR.FL.ML	A2FL1	A17ML1	A17FL1	A15ML1	A12ML1	A12FL1	A7FL1	A8FL1	A8ML1	average	ward.D
TRINITY_DN125465_c0_g2_i1	ndufab1	Chr09	14344829	14344829	0.205499213666703	-2.77872976476016	0.000489666501972423	0.0433446380694561	-0.668591389638937	-0.991729525760769	1.13420425241244	-3.03012314092908	-1.1246338656865	-1.37475137816782	1.29864861720134	1.52249521910336	-1.54305620508365	1	1
TRINITY_DN125819_c0_g7_i4	NA	NA	NA	NA	5.29404634817343	1.6733150944608	7.45328712566091e-06	0.00175951336709769	3.60867346442138	6.12404135427705	4.47441640060202	5.54176635114544	6.16321805033253	4.64736130973733	3.33377899831826	4.91958752540244	6.03581765246153	2	2
TRINITY_DN126074_c5_g1_i3	NA	NA	NA	NA	0.0507701880402575	-2.47004237071443	0.000188112801760409	0.0223214155360896	1.69914693790132	-3.03012314092908	0.0615049313690842	-1.01709375243476	-1.35336493377129	0.456939540129424	0.0525786212201245	0.17987964523616	-1.26278759123677	1	1
TRINITY_DN126082_c1_g2_i1	NA	NA	NA	NA	1.63380261473257	-9.42389127442246	4.09591742097894e-07	0.000158344823888988	2.65244298116716	-3.03012314092908	-3.03012314092908	-3.03012314092908	-3.03012314092908	3.43934405504426	3.23989814080981	-3.03012314092908	-3.03012314092908	1	1
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	2.96188625029075	5.70390050834415	8.59902909311518e-07	0.000276087132391323	0.183739557412906	-0.991729525760769	-1.85757418480317	1.18791981541112	5.94439034766317	-0.951149506332929	-2.75803373801587	-2.48560899549787	1.74843831848399	2	2
TRINITY_DN126361_c2_g2_i3	NA	NA	NA	NA	0.159032730600197	-3.01938740619499	0.000214349791776288	0.0243152788659591	1.3144260487698	-0.991729525760769	0.588921688494403	-2.34552183260596	-1.62532049432322	-2.40952652026907	0.651400222318568	1.4940280406174	-1.89122788999925	1	1
TRINITY_DN126472_c1_g2_i1	csrnp1	Chr06	5713310	5713310	0.0293454932939142	-5.85940976652861	5.13097499416098e-08	2.37063559303394e-05	2.11933848881367	-3.03012314092908	0.660731048804973	-3.03012314092908	-3.03012314092908	0.589023199431274	-0.724574843793737	-0.548490757960183	-2.35109427917736	1	1
TRINITY_DN126527_c2_g2_i1	NA	NA	NA	NA	1.1996175243523	-3.82240269864805	1.98038009579618e-07	8.33652003437046e-05	2.00257448366985	-2.00441420791874	0.513349969656812	-1.53352107754198	-0.753655347590238	1.82539649910032	0.451461987353213	3.10405446508795	-1.89122788999925	1	1
TRINITY_DN126754_c2_g1_i1	NA	NA	NA	NA	3.79286029772413	-1.39314757574272	0.000461843071500734	0.041842796886292	3.47261697823995	2.85285578555212	4.2657371613347	2.67058431380102	3.3799227149318	3.51602851115566	4.70400443736874	4.76734088756796	2.3986328267201	1	1
TRINITY_DN127041_c0_g1_i3	NA	NA	NA	NA	5.4140292629514	-2.25392372218081	4.13754290708966e-06	0.00107366404505479	6.02754829967841	4.26844261517097	5.38291241852038	2.78392618348691	3.4702218422853	4.54535061448155	5.98442835297385	7.06907274866817	4.1877004915653	1	1
TRINITY_DN127236_c4_g6_i1	NA	NA	NA	NA	3.43199206894603	3.66991636458228	0.00010062291338338	0.0136149989158669	2.30337187880363	6.11086513014772	-3.03012314092908	1.40595629424716	1.18529916490343	0.589023199431274	0.847489372314307	-0.0523054226737227	3.94049773290326	2	2
TRINITY_DN127281_c1_g1_i3	NA	NA	NA	NA	8.26659419056216	-1.95981280517801	2.47520283847031e-06	0.000699817423420046	9.16396759448493	7.13714344481973	9.04295388793953	6.05058620996994	6.41360404411561	8.126763373387	8.8166368310401	8.86684087331141	7.49794641452654	1	1
TRINITY_DN127333_c1_g3_i1	NA	NA	NA	NA	2.81816462898284	-2.32645623871507	3.85847335630519e-05	0.00658098945949049	3.1409141101593	1.60371900858856	2.62913903428031	1.36490577058747	0.954497222391933	4.10137701822055	1.17422539698586	4.30922543977889	0.604490033297678	1	1
TRINITY_DN127334_c4_g1_i1	NA	NA	NA	NA	0.769469998413718	-2.67191437002975	0.00031724495950628	0.0330196223512497	0.922867299081276	-3.03012314092908	0.974302018206489	0.307426158778324	-3.03012314092908	1.71406607063701	0.741855444920276	2.09631915637282	-1.02820986199079	1	1
TRINITY_DN127460_c5_g2_i1	NA	NA	NA	NA	4.36211612353261	1.28227129628091	6.50706840703355e-05	0.00994059651890618	3.32238051750673	5.22034660117104	3.96608136308974	4.75665162538852	5.08509610384377	3.84150308103056	3.1885537899486	3.81754485831402	4.58270095018037	2	2
TRINITY_DN127561_c4_g3_i1	NA	NA	NA	NA	6.46588549522643	-6.64413915673719	9.58778232902055e-22	2.59459086655195e-18	8.22152120274786	2.10683380751953	7.04185843789288	0.0207429741454077	0.260942518644318	6.39488582894676	6.71225947039196	7.40155467339696	-1.02820986199079	1	1
TRINITY_DN127570_c2_g1_i1	NA	NA	NA	NA	2.86054964810338	-1.36925452980231	0.000383409839260996	0.0382259609743213	3.58855882195364	1.87709773448753	3.35824440729018	1.48471107568048	2.57829143692331	3.33031388418714	2.79324034689698	3.37775336983145	1.65039969596803	1	1
TRINITY_DN127692_c0_g3_i1	NA	NA	NA	NA	0.496712958320375	-4.04347541976254	2.78629957572339e-06	0.00077467093790168	0.715917752028392	-1.41098287253754	-1.21939543858124	-3.03012314092908	-1.35336493377129	1.7708049170134	0.806159230840824	2.03835697260495	-3.03012314092908	1	1
TRINITY_DN127904_c4_g1_i1	NA	NA	NA	NA	1.69755134008924	2.62875065748107	6.08590280568715e-07	0.000209609557905694	1.26458632767698	1.60371900858856	-0.60001561168335	2.94578879414021	2.49470196075324	0.0616024730956121	-0.352853747041119	-0.807246695292291	2.91724441218635	2	2
TRINITY_DN128065_c4_g6_i1	NA	NA	NA	NA	4.11055585631828	1.16214101445236	0.000529943355165934	0.0460491604445335	3.02595426907801	4.62791808044117	3.29195007498648	4.97014877864991	4.55181055338675	3.91256694064368	3.90801532109937	2.97610782543725	4.33698430391336	2	2
TRINITY_DN128124_c11_g2_i3	NA	NA	NA	NA	4.84861010308397	-5.24504475199885	1.32321640089468e-17	2.5065688282148e-14	6.14583156404565	1.01771132759814	4.69567340366483	0.0207429741454077	0.903550372105343	3.84150308103056	6.67220485750193	5.31089745256797	-0.10190857857227	1	1
TRINITY_DN128148_c0_g18_i1	NA	NA	NA	NA	0.382256228125772	-4.92664692317883	2.84501188966651e-08	1.36535386221189e-05	2.14711041411844	-3.03012314092908	1.08284781965504	-1.53352107754198	-3.03012314092908	-0.624107085975295	0.945913685017241	0.807552033595549	-3.03012314092908	1	1
TRINITY_DN128286_c3_g2_i3	NA	NA	NA	NA	3.72732376459256	-1.43483085786417	0.000170922833306373	0.0210442873534653	4.76718109805926	2.18937787572877	4.50887401038467	2.63649529771224	2.83094573839883	3.88712870207416	3.47233383922845	3.99562769571266	3.23166655426056	1	1
TRINITY_DN128335_c3_g2_i1	NA	NA	NA	NA	1.96024561881538	-1.84114744256497	5.54727301634444e-05	0.00861327809414858	2.72794500392305	0.475716479040977	2.81371802726141	0.307426158778324	0.260942518644318	2.15874133715524	2.01267590918572	2.61553848958289	1.47056544414683	1	1
TRINITY_DN128394_c4_g1_i3	NA	NA	NA	NA	2.57652764822511	-5.65031623260382	6.60131046479091e-08	2.97734819367939e-05	0.857128215058642	-2.00441420791874	2.1191215827171	-3.03012314092908	-1.62532049432322	4.81860711369111	4.05859704259705	-0.548490757960183	-0.826492872310954	1	1
TRINITY_DN128547_c9_g1_i2	NA	NA	NA	NA	0.774481681526108	1.81606302912632	0.000208456560373968	0.0240780037997809	0.183739557412906	1.3402666215061	0.349181740251493	1.55938836439528	1.55900622582679	-1.1474588059608	0.0525786212201245	-0.956404509217663	1.47056544414683	2	2
TRINITY_DN128592_c11_g1_i1	ntn1-like.1	Chr07	97576780	97576780	6.48576699860883	-5.35750125399719	3.48043872084779e-27	1.64824876722549e-23	6.89925605622247	2.0192788141909	7.28917609101944	1.59532576258061	2.23104983954997	5.99587605850722	7.86176086310272	7.76724193750847	2.0341272357091	1	1
TRINITY_DN128775_c0_g1_i1	NA	NA	NA	NA	-0.0894835236817012	-2.16086765384326	0.000285815041540344	0.0304168220893187	0.183739557412906	-0.991729525760769	0.729134971444224	-1.88313204429709	-1.96073461724589	0.766916941545498	0.39682653260504	-0.138819249145759	-0.826492872310954	1	1
TRINITY_DN128940_c2_g1_i1	tmem223	Chr08	66741376	66741376	2.31434415207855	4.62546912415694	4.8079175556014e-13	4.3369705836075e-10	-1.4120825552913	2.99732941587696	-0.168072532268742	1.69805999904925	3.23290219276692	-0.2408905848568	-1.14329190785944	-2.48560899549787	4.44327516928188	2	2
TRINITY_DN129181_c0_g4_i14	NA	NA	NA	NA	3.3377505499108	-2.54043372712922	4.13534355546353e-05	0.00688933423074602	5.4185261706079	1.92606496366108	2.24126069328595	1.5225328501195	0.260942518644318	3.1388284407625	2.50762756804104	4.1449982189813	1.81028147467978	1	1
TRINITY_DN129192_c0_g2_i1	apex2	Chr08	2267905	2267905	-0.0587128408565729	-5.71225836741118	6.50969622525064e-07	0.000216338904552496	-3.03012314092908	-3.03012314092908	1.52898487489489	-3.03012314092908	-2.39853281370844	0.524492430927592	1.0733176634241	0.17987964523616	-3.03012314092908	1	1
TRINITY_DN129251_c2_g1_i5	NA	NA	NA	NA	11.8776411513377	1.69575931837202	0.000120201659315098	0.0159229372895517	10.8135924662064	12.9091113724545	11.3106582442615	12.7828518268482	12.2976621743594	11.3015525752994	10.4283238904871	10.2142308442377	12.1871258348984	2	2
TRINITY_DN129354_c0_g1_i2	NA	NA	NA	NA	0.112746961105174	3.80078435802688	1.43470573644936e-08	7.15200809620005e-06	-3.03012314092908	1.41077538496891	-3.03012314092908	1.18791981541112	1.14199851354668	-0.624107085975295	-2.33175683349366	-2.09122904276705	0.737774699140116	2	2
TRINITY_DN129430_c0_g1_i1	NA	NA	NA	NA	5.34389827826499	2.83620160797901	4.71494981046927e-07	0.000175741268044235	4.27628465637977	5.53246004693517	4.14574065037593	6.54562120313509	7.11866660117083	2.81382660763812	3.17644102018939	0.897242518653628	5.00253291672506	2	2
TRINITY_DN129489_c0_g1_i5	NA	NA	NA	NA	1.7806027851011	2.67651446374035	0.000100233568504509	0.0136149989158669	-1.11960610968956	1.26613402082084	0.349181740251493	4.26509700185097	1.18529916490343	0.456939540129424	-0.135942139072526	0.55540403902356	0.737774699140116	2	2
TRINITY_DN129562_c0_g3_i1	NA	NA	NA	NA	1.65968292880284	-1.70948344116889	0.000396163238433094	0.038647734525914	1.94044611619247	0.824618083356176	2.09340201668884	0.218048625425793	-0.753655347590238	2.4981641747435	1.88947028760936	2.30735606004121	1.22022072447276	1	1
TRINITY_DN129628_c2_g2_i2	NA	NA	NA	NA	3.82686764540826	-1.84657543162078	7.69160577422147e-06	0.00176530059544173	4.56069550782076	2.30496219661662	5.0863672486669	2.49146390701682	2.59444348066668	4.4443216629063	4.06518151571286	3.0166980971573	2.7693944799893	1	1
TRINITY_DN129651_c0_g4_i5	NA	NA	NA	NA	0.758924138797955	-3.61537772101373	2.12341361963853e-05	0.0041467859996714	1.10382076402012	-1.41098287253754	-0.298194415707943	-1.88313204429709	-2.39853281370844	0.925263487359935	-0.352853747041119	2.99654570766549	-1.02820986199079	1	1
TRINITY_DN129698_c3_g1_i2	NA	NA	NA	NA	2.87779480937854	1.7832154762846	8.29685025415482e-05	0.0117288980868996	2.83426954093447	3.30560465050267	1.4090068631056	3.76317001447339	2.76111567531773	1.97777340044941	0.826972299087114	1.40509260957998	4.17600276051471	2	2
TRINITY_DN129827_c5_g2_i1	NA	NA	NA	NA	3.65570088840412	-3.24412262065418	2.9060294736977e-12	2.50222346910252e-09	4.78938028890672	0.337756187746619	4.44929000267547	1.5225328501195	1.38421937020319	2.97945433847014	4.06955452817003	4.90073486658059	1.22022072447276	1	1
TRINITY_DN129860_c0_g3_i1	NA	NA	NA	NA	7.36514880390541	1.32317000908409	0.000179015366500421	0.0217377441513941	6.14926880619582	7.84498018744421	6.53444534517545	8.09874251025034	7.82135420054014	7.31077147419263	6.1643657691193	6.65085163472877	8.01750318017364	2	2
TRINITY_DN129937_c0_g3_i4	mrpl14	scaffold_5560	2308	2308	4.13271731813629	-2.05406307580577	5.73268494144238e-05	0.00882880088176773	5.79498778727178	2.14869610791813	3.34740474933998	3.10383864165003	3.28359209768538	3.79438728183752	4.38060521373454	4.98241654218299	1.54520993050739	1	1
TRINITY_DN129964_c1_g5_i2	NA	NA	NA	NA	0.184172942621607	2.54932163946368	2.46527908401344e-05	0.00468952041023858	-3.03012314092908	0.924392796258652	-0.60001561168335	1.09055719104071	1.00370615060577	-0.2408905848568	-2.00312688618717	-1.31087600298613	1.12608950464718	2	2
TRINITY_DN130008_c0_g2_i4	NA	NA	NA	NA	3.55378747285771	1.97864470442404	2.88307841886057e-08	1.36535386221189e-05	2.09102144230161	4.4042489928914	2.99133206079101	4.51538869262253	3.96854400817357	1.71406607063701	2.6251768787963	2.05793758909619	4.35784313076333	2	2
TRINITY_DN130045_c0_g3_i2	NA	NA	NA	NA	5.80052524858413	1.99114365065053	5.08034518196664e-05	0.00801974823183284	4.0885262797601	4.37809121849485	3.65050749608103	7.0321475273797	7.08262068318449	5.4641115592795	4.11468823114734	4.87336782164144	6.55475419806512	2	2
TRINITY_DN130050_c8_g5_i3	vps26a	Chr07	30662540	30662540	2.38747866397327	1.53072980322313	2.54504464776129e-05	0.00477334462995466	1.62208127000458	2.95076075343132	1.67485502368039	3.16490297290132	2.87127692651896	1.71406607063701	1.58186141368394	1.02211784319929	3.1261968802125	2	2
TRINITY_DN130085_c0_g1_i1	NA	NA	NA	NA	3.33873959328934	-5.03739235444898	1.94992053092204e-10	1.27370153852608e-07	3.11302148629207	0.717427015579325	4.13947063700255	-1.53352107754198	-2.39853281370844	3.48244870003516	5.50381470861592	2.18803017415411	-0.826492872310954	1	1
TRINITY_DN130085_c0_g4_i1	NA	NA	NA	NA	9.55143017250183	-8.32327343212689	2.74187795139133e-31	1.7313131344402e-27	11.3844631990213	2.26745366990918	9.67042222653665	0.87358311566277	2.61041669060016	8.97413969365611	10.1260649936256	10.6679400739038	2.18181182733194	1	1
TRINITY_DN130095_c2_g1_i1	NA	NA	NA	NA	3.22657719052015	1.83914293030242	1.48288808388216e-06	0.00045307014472548	1.04598857707717	3.87839382360383	2.37536445268186	3.54162876602415	4.41753794562521	2.6112347414353	2.35119008351157	1.87133905471605	3.86964638192749	2	2
TRINITY_DN130147_c2_g5_i1	bricd5-like	Chr09	13553191	13553191	3.39682030622538	-1.97477850770509	3.83711746068099e-05	0.00658098945949049	5.09049590412982	1.54222760873641	3.79313697856623	1.76269791592392	2.61041669060016	3.8806984351789	3.19657283732395	2.75402564184455	1.92654144154691	1	1
TRINITY_DN130177_c4_g1_i1	NA	NA	NA	NA	0.447767117528684	3.47468902182266	9.44055711248078e-10	5.76878946392656e-07	-3.03012314092908	1.77387616951981	-1.21939543858124	0.930961717971611	1.68502924103899	-1.97699667370495	-0.989815862149683	-1.52722418035343	1.30858456695586	2	2
TRINITY_DN130203_c1_g4_i1	NA	NA	NA	NA	3.22804530185119	-3.85980441339121	0.000561712981953283	0.0468745771680222	6.16802863493073	1.18798480660312	-0.60001561168335	-1.53352107754198	0.617733471105601	1.23856350465095	1.02008742375231	1.5504115368302	-0.491959181085525	1	1
TRINITY_DN130236_c1_g1_i4	NA	NA	NA	NA	2.77355743367858	-1.68732116275398	0.000195267204378961	0.0228330040280905	3.56815976281395	1.87709773448753	4.19494327662741	1.23424307923254	1.8284977216341	2.95517831805876	2.27749875933803	2.65464506215147	1.54520993050739	1	1
TRINITY_DN130269_c0_g1_i1	NA	NA	NA	NA	0.0537853735815311	-7.71126742538021	6.07476211074659e-06	0.00147531049569068	-3.03012314092908	-3.03012314092908	2.26449495478387	-3.03012314092908	-3.03012314092908	-3.03012314092908	0.651400222318568	0.981681923171413	-3.03012314092908	1	1
TRINITY_DN130291_c2_g1_i1	NA	NA	NA	NA	0.153136518403006	3.90070194845415	1.45891009294344e-09	8.63629184082114e-07	-3.03012314092908	0.475716479040977	-3.03012314092908	1.76269791592392	0.617733471105601	-1.97699667370495	-1.51007872775723	-1.52722418035343	1.43174311992575	2	2
TRINITY_DN130313_c0_g5_i1	NA	NA	NA	NA	5.28072123383208	-1.15133583650281	0.000569688155611809	0.0473315909287478	5.52025371649315	4.45518333022402	5.12496193132744	4.18481405481536	4.64780689038479	5.9210814215654	5.5953672299602	6.06918183515304	4.78491422399448	1	1
TRINITY_DN130362_c0_g1_i1	Xetrov90011744m	Chr04	76162403	76162403	2.8279761732788	1.29024822826455	0.000554921858691486	0.0465127644654549	1.66112862807329	2.69228768660473	1.92864084992288	3.41663927806419	3.78368611057572	2.20064628967441	2.00356323768881	2.65464506215147	3.4801939716997	2	2
TRINITY_DN130675_c0_g1_i3	NA	NA	NA	NA	5.75484939439203	1.43299426408778	0.00021838321395553	0.024526102737408	3.43930961642767	6.05417202932143	5.30101135476501	6.54217293129531	6.11084189991885	4.90669109090092	5.42067844324856	4.94872419099532	6.69147081462023	2	2
TRINITY_DN130699_c6_g2_i2	NA	NA	NA	NA	6.03123288200361	1.35410907783299	0.000145266399579744	0.0184683315922087	4.84130481007892	6.70377825987251	5.29819960229753	6.40968354600518	6.81698177742444	6.04270854513222	4.57307034561893	5.16729777399572	6.54227958961604	2	2
TRINITY_DN130860_c2_g1_i3	NA	NA	NA	NA	4.68410222375777	-2.24539186883974	1.57691599974006e-06	0.000474151107667872	5.13278091572335	3.6927788976635	4.34416540009335	2.91767800203638	2.74673470968568	5.64383336045206	4.01164457825551	6.24496709006213	2.72191423638261	1	1
TRINITY_DN131144_c0_g3_i1	NA	NA	NA	NA	4.90542266424376	1.74235666401848	0.00027884794755579	0.0300125947190302	1.49816714166004	5.7211639329866	4.8341110446314	5.33146621094864	5.49310007255392	4.3309723759684	3.82509602828875	3.0166980971573	5.86420567274309	2	2
TRINITY_DN131144_c0_g5_i1	NA	NA	NA	NA	5.72707055839561	1.63373052245208	0.00017108273517572	0.0210442873534653	2.8680382515244	6.83777270295316	5.37492839732273	6.02775432572785	6.19931001218854	5.07666517100937	5.18306116923532	4.19449041647212	6.43962168554542	2	2
TRINITY_DN131174_c1_g2_i1	NA	NA	NA	NA	0.447119201585133	-2.46976398982953	0.000424686638838073	0.0396297487660572	1.58194760337012	-3.03012314092908	1.08284781965504	0.122766160286644	-1.1246338656865	1.19776107921906	0.504103651064544	0.609482599967871	-3.03012314092908	1	1
TRINITY_DN131259_c12_g4_i1	NA	NA	NA	NA	1.51301217422953	-1.98784934806431	0.00032360701828393	0.0333425845254147	2.72794500392305	-1.41098287253754	1.80732121896871	-0.814896056712228	0.339709262965171	1.90359576417701	1.54465027330677	2.09631915637282	1.17392269840682	1	1
TRINITY_DN131346_c3_g1_i2	ripply2.1	Chr05	81152092	81152092	4.00035854430391	2.28300229836473	0.000147464481924944	0.0186227978740281	2.25314205944585	0.60162789030582	2.1191215827171	4.58853395804883	5.96937755608987	2.73045915907667	2.42812669115535	3.11344210047649	4.69351444598767	2	2
TRINITY_DN131507_c1_g1_i1	NA	NA	NA	NA	1.2393870460817	8.29285355832199	1.06524564704071e-11	8.77345577908354e-09	-3.03012314092908	2.77480443406314	-3.03012314092908	3.22348727639844	-3.03012314092908	-3.03012314092908	-2.75803373801587	-3.03012314092908	2.31577239105569	2	2
TRINITY_DN131688_c2_g1_i2	NA	NA	NA	NA	4.57955592647862	-1.62273794306903	5.29596748670382e-06	0.00132001989606093	5.435517588022	3.42964626299691	5.43503906622308	2.9318018640591	3.65868058785617	4.79144077714329	5.14108720065864	4.38869326705066	3.75638462409927	1	1
TRINITY_DN131692_c0_g2_i1	NA	NA	NA	NA	5.60291456187174	-3.9040420737995	3.67319264980717e-06	0.000980018145990101	7.09731979958852	3.55946483755479	6.70336184300125	-1.88313204429709	3.26352934769775	4.52074887091758	6.48067964282968	5.93266465809967	0.00774045168490535	1	1
TRINITY_DN131738_c0_g7_i11	gtf2ird1-like	Chr02	96932929	96932929	5.27398461502634	1.47738437713409	0.000234668338562227	0.0258448973103736	5.18729949163593	6.1266622196931	4.60301827381896	6.25678967280963	5.02081255120757	4.11239588096462	4.42052267394728	3.15039345703404	5.94224043793647	2	2
TRINITY_DN131767_c0_g2_i1	NA	NA	NA	NA	1.09163338755495	-2.8039093791242	9.58320681477991e-06	0.00211086844991135	1.97184471189192	-0.402563461216408	1.27813869415337	-2.34552183260596	-0.927253012309978	1.62454093382851	0.451461987353213	2.56169073494658	-0.220581821384314	1	1
TRINITY_DN131771_c1_g1_i2	pin4	Chr08	18595090	18595090	6.02886687113459	1.32558538025902	8.19597211410031e-05	0.0117288980868996	5.3955551007949	6.81357843508766	5.53156899325581	6.75571876919224	6.643484012813	5.65894301322349	4.92884229864996	4.73425568156376	6.15977503652832	2	2
TRINITY_DN131896_c3_g1_i2	NA	NA	NA	NA	6.42326463608221	1.31745979875436	0.000606270158155974	0.0497167775149291	6.15269787852689	7.13193499064632	6.17548714503045	6.95125810584927	6.74826149765492	5.67946373350613	5.47525877282896	4.26778737472051	7.15779617500431	2	2
TRINITY_DN132067_c0_g1_i6	NA	NA	NA	NA	4.27997531352204	1.27278200571029	0.000104763294164509	0.0140746885202716	4.03750359831616	5.29214555379212	3.18642127194253	4.90362863242362	4.64004670415459	3.31131333324168	3.6107924414971	3.61434289286908	4.40870774137871	2	2
TRINITY_DN132129_c0_g1_i2	NA	NA	NA	NA	5.20427373066123	1.5116421289068	7.57751700480825e-05	0.0111272019086886	3.32238051750673	5.90032152263931	4.65669036825856	5.98606210851438	5.54388800289351	5.12914661307288	3.56196747236041	4.28450569535484	5.92661850704602	2	2
TRINITY_DN132137_c3_g3_i1	NA	NA	NA	NA	5.910223623972	1.71036318433735	9.37907690864912e-06	0.00209021004565341	3.56815976281395	6.66102678009156	4.75839192430527	6.41974030527464	6.81181026767288	5.66456858279042	5.1275192851017	4.65932297547363	6.5308446678726	2	2
TRINITY_DN132176_c6_g1_i1	NA	NA	NA	NA	5.45472826517516	1.55699821366357	1.71465268840884e-05	0.00349986293617319	4.60141642528267	6.36949594507166	4.09480055506414	6.61510018095384	5.32420332876392	4.5041115042378	5.1493737048093	4.1989066410686	5.81602883384448	2	2
TRINITY_DN132293_c0_g2_i1	NA	NA	NA	NA	2.6451841194572	1.45296549012973	0.000431723962333239	0.040088955972934	1.80753660782808	2.69228768660473	2.21764611627098	3.84754122160995	3.60388432654627	1.92874780098359	1.994392640632	1.02211784319929	2.43834414548259	2	2
TRINITY_DN132736_c0_g1_i2	NA	NA	NA	NA	5.39384193727341	-1.40998066427727	3.41539902907795e-05	0.00610357583092675	5.74588518716479	4.36926549437653	6.49447205076078	4.52938890167236	4.35728571053279	5.77790483828421	5.65768937474749	5.3708368355752	4.55135271972344	1	1
TRINITY_DN132978_c0_g1_i2	NA	NA	NA	NA	2.02069104389834	2.5540209945827	1.10740905036801e-05	0.00239354598495462	0.474229370645405	1.662696279362	0.163904632280235	1.36490577058747	4.31404782547672	0.456939540129424	0.741855444920276	0.316207119889257	2.0341272357091	2	2
TRINITY_DN133317_c0_g2_i7	NA	NA	NA	NA	7.35690460591164	1.68195501665179	5.34815876169823e-05	0.00837274143990492	5.69505230012607	8.18949496342179	6.7939721223782	7.80898781388261	7.87977053630315	6.98253057541544	6.57635681007075	4.87336782164144	8.27597878163734	2	2
TRINITY_DN133336_c6_g1_i1	NA	NA	NA	NA	0.154358383081361	3.32705168710124	5.10410685224813e-06	0.00128916128136182	-1.77933189482547	1.26613402082084	-1.21939543858124	-1.25232219196737	1.42091192063977	-1.1474588059608	-2.75803373801587	-1.52722418035343	1.6838249772012	2	2
TRINITY_DN133419_c0_g1_i1	NA	NA	NA	NA	0.670216046454536	-2.99240539211945	1.18576511787875e-05	0.00252381445258171	0.715917752028392	-0.991729525760769	1.0295955272979	-3.03012314092908	-1.62532049432322	0.2329374284184	2.01267590918572	1.70743536062927	-0.491959181085525	1	1
TRINITY_DN133435_c0_g5_i1	NA	NA	NA	NA	2.47035444744387	2.45207243295635	2.30455874182781e-05	0.00445461798433105	-0.876545550551878	3.78856942041874	2.21764611627098	3.44645902459486	2.83094573839883	1.19776107921906	0.867718751647444	-1.12278078425526	3.13830378215427	2	2
TRINITY_DN133528_c0_g1_i3	NA	NA	NA	NA	3.57144864312662	-1.43129059928949	0.000127468890874208	0.0164261442165314	3.15466076914418	2.41196919717755	4.03525718232564	2.88900857043226	2.42415822881324	3.70258201327971	4.28041802380032	4.60045343988567	2.70573377512095	1	1
TRINITY_DN133632_c2_g4_i3	NA	NA	NA	NA	3.93432277145896	-6.07293438855864	1.24837629869938e-15	1.57653281508415e-12	5.13970947522234	-3.03012314092908	5.71983970825822	-0.814896056712228	-0.214139862016591	1.68483730454884	4.59750221774333	4.32142827079644	-1.26278759123677	1	1
TRINITY_DN133632_c2_g7_i15	NA	NA	NA	NA	4.37417716975891	-7.65826936310931	4.40077887586003e-11	3.20630593251602e-08	7.02151279878989	-0.178972267826187	4.29423917147832	-3.03012314092908	-2.39853281370844	1.79835891084425	4.21875648581605	3.78853692642497	-3.03012314092908	1	1
TRINITY_DN133763_c2_g2_i1	NA	NA	NA	NA	6.77946335196218	1.8281304607686	7.02601585940668e-05	0.0103979545644329	6.09860898795507	7.64560834009218	5.55295691113017	7.94315512918053	7.3872952288011	5.46195944043516	6.43226276580307	3.56729743703955	6.87630652000695	2	2
TRINITY_DN133894_c0_g1_i1	NA	NA	NA	NA	-0.0291535820212836	-3.28054191615219	8.92240109408403e-06	0.00201210766577659	-0.668591389638937	-3.03012314092908	0.856920104756585	-3.03012314092908	-1.62532049432322	0.14981193216314	0.554891932221306	1.3103124509887	-1.26278759123677	1	1
TRINITY_DN133911_c4_g9_i1	fap	Chr09	66930066	66930066	3.38513949909061	1.23011903654998	0.000124037836682228	0.0163170051407739	2.55214522736143	3.95117140370414	2.59288612775324	4.27066410561243	3.71885782716995	2.82726457082191	2.85534184034351	2.74197105674559	3.74058828061642	2	2
TRINITY_DN134012_c5_g2_i1	NA	NA	NA	NA	2.18194504988708	5.11984624393912	2.60362064248755e-16	3.79387583312629e-13	-1.77933189482547	2.99732941587696	-1.85757418480317	1.94086334747698	2.51181180207512	-1.1474588059608	-0.786454799814159	-1.78183896225766	4.44814644925396	2	2
TRINITY_DN134057_c5_g4_i2	NA	NA	NA	NA	-0.0606772323395652	-2.11238578126045	0.000577118409920146	0.0477395372887219	0.0722754264058571	-1.41098287253754	0.588921688494403	-1.88313204429709	-1.62532049432322	-0.484748293439557	0.651400222318568	0.940079901309655	-0.649551168478271	1	1
TRINITY_DN134082_c5_g3_i3	NA	NA	NA	NA	4.14648411089997	-1.72114438236191	6.36318608865803e-07	0.000215246132281159	4.91987771370838	2.47913763376246	4.09480055506414	2.76826953532473	3.41672332249254	4.65114433430853	4.66118364369665	4.91153796206995	3.02550029332397	1	1
TRINITY_DN134360_c3_g1_i1	Xetrov90007542m	Chr03	27463505	27463505	3.24490250382458	-1.80122611866643	4.82215336747222e-05	0.00794313489043706	4.0885262797601	2.54331749354271	2.9632070272873	1.85452920029139	2.25156615364077	4.23844787570776	4.16459776737107	2.84699932543197	1.02538515515336	1	1
TRINITY_DN134368_c1_g3_i1	gsc	Chr08	67402483	67402483	2.47906848643472	-6.82373809971945	1.05452278768408e-18	2.21953612967772e-15	4.49197005773376	-3.03012314092908	2.30987019145511	-3.03012314092908	-1.62532049432322	3.12801037555097	2.60121308423441	2.81283247105439	-2.35109427917736	1	1
