gid	cutoff	bias	log2RPKM	sex
TRINITY_DN123129_c1_g1_i3	FC1	female	3.721967852	meanmale
TRINITY_DN123134_c0_g1_i8	FC1	female	2.588925306	meanmale
TRINITY_DN123142_c0_g1_i2	FC1	female	4.469626359	meanmale
TRINITY_DN123155_c2_g3_i10	FC1	female	0.840688337	meanmale
TRINITY_DN123160_c3_g1_i1	FC1	female	2.481494993	meanmale
TRINITY_DN123164_c1_g1_i2	FC1	female	2.434777755	meanmale
TRINITY_DN123168_c0_g1_i1	FC1	female	2.430016335	meanmale
TRINITY_DN123172_c4_g1_i2	FC1	female	0.211146575	meanmale
TRINITY_DN123177_c0_g1_i11	FC1	female	6.132928263	meanmale
TRINITY_DN123183_c0_g1_i1	FC1	female	3.192768164	meanmale
TRINITY_DN123184_c1_g1_i1	FC1	female	5.338705484	meanmale
TRINITY_DN123184_c1_g4_i1	FC1	female	4.018613316	meanmale
TRINITY_DN123189_c2_g7_i4	FC1	female	2.868711283	meanmale
TRINITY_DN123189_c3_g1_i1	FC1	female	1.321407853	meanmale
TRINITY_DN123193_c0_g2_i5	FC1	female	4.948817794	meanmale
TRINITY_DN123204_c5_g4_i1	FC1	female	2.64952721	meanmale
TRINITY_DN123204_c8_g1_i1	FC1	female	0.439308468	meanmale
TRINITY_DN123221_c0_g3_i3	FC1	female	2.911438081	meanmale
TRINITY_DN123229_c1_g2_i1	FC1	female	1.957495065	meanmale
TRINITY_DN123250_c4_g2_i2	FC1	female	3.314613015	meanmale
TRINITY_DN123263_c0_g1_i4	FC1	female	5.131490715	meanmale
TRINITY_DN123275_c2_g1_i2	FC1	female	2.81622508	meanmale
TRINITY_DN123284_c0_g1_i2	FC1	female	1.499379085	meanmale
TRINITY_DN123289_c4_g6_i1	FC1	female	0.25223147	meanmale
TRINITY_DN123289_c4_g7_i1	FC1	female	1.637333229	meanmale
TRINITY_DN123299_c0_g1_i4	FC1	female	4.037194423	meanmale
TRINITY_DN123307_c0_g1_i1	FC1	female	2.728036835	meanmale
TRINITY_DN123309_c0_g1_i3	FC1	female	1.629697642	meanmale
TRINITY_DN123311_c0_g1_i3	FC1	female	0.648152337	meanmale
TRINITY_DN123315_c1_g2_i1	FC1	female	7.459030069	meanmale
TRINITY_DN123320_c0_g3_i7	FC1	female	1.961557198	meanmale
TRINITY_DN123323_c0_g4_i2	FC1	female	1.517774115	meanmale
TRINITY_DN123338_c1_g1_i3	FC1	female	1.129010454	meanmale
TRINITY_DN123345_c0_g1_i3	FC1	female	0.117915414	meanmale
TRINITY_DN123361_c0_g1_i1	FC1	female	3.844233478	meanmale
TRINITY_DN123367_c1_g1_i4	FC1	female	2.757025715	meanmale
TRINITY_DN123371_c1_g5_i1	FC1	female	4.299318053	meanmale
TRINITY_DN123377_c2_g1_i1	FC1	female	1.843395771	meanmale
TRINITY_DN123377_c2_g3_i1	FC1	female	2.839587659	meanmale
TRINITY_DN123379_c0_g1_i2	FC1	female	4.622821847	meanmale
TRINITY_DN123383_c0_g1_i2	FC1	female	1.195405931	meanmale
TRINITY_DN123389_c0_g1_i4	FC1	female	3.522620004	meanmale
TRINITY_DN123392_c2_g1_i1	FC1	female	0.711573433	meanmale
TRINITY_DN123398_c5_g1_i5	FC1	female	2.392795345	meanmale
TRINITY_DN123402_c0_g1_i1	FC1	female	5.338886643	meanmale
TRINITY_DN123403_c1_g1_i2	FC1	female	2.972626866	meanmale
TRINITY_DN123408_c0_g1_i6	FC1	female	2.636721414	meanmale
TRINITY_DN123418_c0_g1_i3	FC1	female	4.564703672	meanmale
TRINITY_DN123436_c7_g2_i5	FC1	female	2.285993782	meanmale
TRINITY_DN123436_c8_g2_i10	FC1	female	4.109662906	meanmale
TRINITY_DN123442_c0_g2_i1	FC1	female	5.536755597	meanmale
TRINITY_DN123456_c0_g6_i3	FC1	female	4.699400912	meanmale
TRINITY_DN123458_c0_g1_i1	FC1	female	2.155321175	meanmale
TRINITY_DN123462_c3_g2_i2	FC1	female	0.634850883	meanmale
TRINITY_DN123486_c2_g3_i1	FC1	female	2.915243876	meanmale
TRINITY_DN123489_c0_g1_i3	FC1	female	1.834762998	meanmale
TRINITY_DN123490_c2_g1_i2	FC1	female	3.428944484	meanmale
TRINITY_DN123492_c0_g1_i1	FC1	female	0.075460735	meanmale
TRINITY_DN123525_c0_g1_i5	FC1	female	2.136871465	meanmale
TRINITY_DN123529_c1_g1_i1	FC1	female	0.683626293	meanmale
TRINITY_DN123557_c0_g2_i1	FC1	female	1.648650064	meanmale
TRINITY_DN123562_c0_g1_i3	FC1	female	2.589025766	meanmale
TRINITY_DN123593_c0_g1_i5	FC1	female	1.654233227	meanmale
TRINITY_DN123593_c0_g6_i1	FC1	female	0.673830182	meanmale
TRINITY_DN123597_c3_g1_i3	FC1	female	2.304433526	meanmale
TRINITY_DN123601_c1_g5_i1	FC1	female	3.831483862	meanmale
TRINITY_DN123601_c3_g9_i1	FC1	female	4.859460342	meanmale
TRINITY_DN123602_c3_g8_i2	FC1	female	2.80185057	meanmale
TRINITY_DN123609_c1_g4_i6	FC1	female	1.411374799	meanmale
TRINITY_DN123610_c0_g1_i3	FC1	female	5.403763386	meanmale
TRINITY_DN123619_c0_g1_i5	FC1	female	3.389406803	meanmale
TRINITY_DN123632_c2_g2_i5	FC1	female	4.045907384	meanmale
TRINITY_DN123636_c0_g2_i1	FC1	female	0.537051832	meanmale
TRINITY_DN123648_c1_g1_i3	FC1	female	1.081085353	meanmale
TRINITY_DN123649_c5_g1_i1	FC1	female	2.931553568	meanmale
TRINITY_DN123654_c2_g1_i6	FC1	female	5.454673029	meanmale
TRINITY_DN123655_c7_g1_i1	FC1	female	4.670858119	meanmale
TRINITY_DN123658_c4_g2_i1	FC1	female	3.511187389	meanmale
TRINITY_DN123671_c4_g1_i1	FC1	female	1.158262052	meanmale
TRINITY_DN123674_c0_g1_i5	FC1	female	5.035845886	meanmale
TRINITY_DN123677_c7_g1_i2	FC1	female	0.615959488	meanmale
TRINITY_DN123707_c0_g2_i3	FC1	female	3.52613445	meanmale
TRINITY_DN123708_c4_g1_i1	FC1	female	5.04798931	meanmale
TRINITY_DN123716_c2_g2_i19	FC1	female	2.923306802	meanmale
TRINITY_DN123723_c1_g1_i1	FC1	female	6.209566885	meanmale
TRINITY_DN123723_c3_g4_i1	FC1	female	3.978834251	meanmale
TRINITY_DN123728_c5_g3_i1	FC1	female	0.548130618	meanmale
TRINITY_DN123729_c0_g2_i2	FC1	female	3.328595134	meanmale
TRINITY_DN123736_c0_g1_i1	FC1	female	4.408014448	meanmale
TRINITY_DN123736_c0_g2_i1	FC1	female	3.376643505	meanmale
TRINITY_DN123763_c0_g1_i1	FC1	female	5.515870679	meanmale
TRINITY_DN123770_c0_g1_i3	FC1	female	5.425111072	meanmale
TRINITY_DN123779_c0_g3_i1	FC1	female	4.114087739	meanmale
TRINITY_DN123784_c7_g4_i2	FC1	female	1.722211624	meanmale
TRINITY_DN123791_c1_g1_i1	FC1	female	5.142994397	meanmale
TRINITY_DN123794_c0_g3_i1	FC1	female	6.766674319	meanmale
TRINITY_DN123796_c0_g1_i1	FC1	female	3.354555038	meanmale
TRINITY_DN123801_c0_g1_i3	FC1	female	1.682230797	meanmale
TRINITY_DN123802_c0_g1_i3	FC1	female	3.158024952	meanmale
TRINITY_DN123823_c0_g1_i2	FC1	female	1.156445399	meanmale
TRINITY_DN123831_c0_g1_i1	FC1	female	2.710597433	meanmale
TRINITY_DN123834_c0_g1_i1	FC1	female	4.463395463	meanmale
TRINITY_DN123838_c1_g2_i2	FC1	female	6.148938583	meanmale
TRINITY_DN123842_c1_g1_i1	FC1	female	1.917823796	meanmale
TRINITY_DN123842_c8_g2_i6	FC1	female	5.035806632	meanmale
TRINITY_DN123866_c2_g1_i2	FC1	female	0.961429887	meanmale
TRINITY_DN123875_c0_g2_i1	FC1	female	4.096939163	meanmale
TRINITY_DN123892_c0_g2_i1	FC1	female	1.562700936	meanmale
TRINITY_DN123892_c1_g1_i2	FC1	female	4.38471632	meanmale
TRINITY_DN123904_c0_g1_i1	FC1	female	2.447106076	meanmale
TRINITY_DN123922_c3_g3_i5	FC1	female	2.38008067	meanmale
TRINITY_DN123922_c3_g5_i1	FC1	female	2.159592524	meanmale
TRINITY_DN123926_c0_g3_i1	FC1	female	0.911950581	meanmale
TRINITY_DN123960_c0_g1_i3	FC1	female	4.621206798	meanmale
TRINITY_DN123974_c3_g3_i9	FC1	female	0.750641231	meanmale
TRINITY_DN123978_c3_g1_i3	FC1	female	2.32034243	meanmale
TRINITY_DN123979_c0_g1_i2	FC1	female	2.113360842	meanmale
TRINITY_DN123985_c1_g3_i1	FC1	female	1.81450067	meanmale
TRINITY_DN123997_c0_g1_i1	FC1	female	1.776969303	meanmale
TRINITY_DN124014_c1_g1_i1	FC1	female	0.880649124	meanmale
TRINITY_DN124016_c0_g1_i1	FC1	female	3.325606122	meanmale
TRINITY_DN124030_c4_g1_i1	FC1	female	2.486284174	meanmale
TRINITY_DN124043_c1_g7_i3	FC1	female	3.117517708	meanmale
TRINITY_DN124043_c3_g5_i7	FC1	female	1.651859856	meanmale
TRINITY_DN124046_c0_g1_i2	FC1	female	4.586607066	meanmale
TRINITY_DN124060_c0_g7_i2	FC1	female	3.411728926	meanmale
TRINITY_DN124062_c0_g2_i1	FC1	female	2.616170763	meanmale
TRINITY_DN124062_c0_g3_i1	FC1	female	2.323303451	meanmale
TRINITY_DN124075_c3_g4_i1	FC1	female	4.171488172	meanmale
TRINITY_DN124083_c0_g1_i2	FC1	female	3.786106101	meanmale
TRINITY_DN124089_c6_g2_i1	FC1	female	0.932682848	meanmale
TRINITY_DN124090_c1_g1_i3	FC1	female	1.626957268	meanmale
TRINITY_DN124094_c0_g1_i1	FC1	female	2.721095821	meanmale
TRINITY_DN124109_c0_g2_i3	FC1	female	3.314138411	meanmale
TRINITY_DN124109_c1_g1_i1	FC1	female	2.84869975	meanmale
TRINITY_DN124117_c6_g7_i1	FC1	female	2.149707128	meanmale
TRINITY_DN124120_c3_g1_i7	FC1	female	4.04572817	meanmale
TRINITY_DN124133_c1_g1_i1	FC1	female	5.197972181	meanmale
TRINITY_DN124133_c1_g6_i3	FC1	female	0.59638403	meanmale
TRINITY_DN124145_c0_g1_i10	FC1	female	4.576337248	meanmale
TRINITY_DN124173_c0_g1_i4	FC1	female	3.173154101	meanmale
TRINITY_DN124173_c0_g2_i1	FC1	female	2.879862214	meanmale
TRINITY_DN124176_c0_g2_i1	FC1	female	3.931590984	meanmale
TRINITY_DN124191_c0_g1_i1	FC1	female	4.074018844	meanmale
TRINITY_DN124220_c0_g1_i2	FC1	female	3.584539394	meanmale
TRINITY_DN124223_c0_g1_i1	FC1	female	2.319530873	meanmale
TRINITY_DN124230_c0_g1_i7	FC1	female	5.199886047	meanmale
TRINITY_DN124238_c0_g1_i1	FC1	female	3.714618243	meanmale
TRINITY_DN124239_c6_g1_i1	FC1	female	0.151213965	meanmale
TRINITY_DN124241_c0_g2_i2	FC1	female	5.599813747	meanmale
TRINITY_DN124251_c3_g3_i1	FC1	female	0.321148567	meanmale
TRINITY_DN124251_c3_g4_i1	FC1	female	3.472993763	meanmale
TRINITY_DN124259_c0_g2_i2	FC1	female	2.736053103	meanmale
TRINITY_DN124266_c2_g1_i1	FC1	female	2.464600604	meanmale
TRINITY_DN124267_c8_g1_i2	FC1	female	0.050601071	meanmale
TRINITY_DN124273_c1_g6_i2	FC1	female	2.278571894	meanmale
TRINITY_DN124285_c0_g1_i3	FC1	female	1.282340666	meanmale
TRINITY_DN124286_c0_g1_i1	FC1	female	3.306117752	meanmale
TRINITY_DN124297_c1_g4_i1	FC1	female	5.796724455	meanmale
TRINITY_DN124305_c4_g1_i5	FC1	female	4.251390651	meanmale
TRINITY_DN124306_c2_g1_i1	FC1	female	1.148478671	meanmale
TRINITY_DN124306_c7_g1_i1	FC1	female	3.357251027	meanmale
TRINITY_DN124317_c0_g1_i6	FC1	female	4.689384987	meanmale
TRINITY_DN124321_c3_g2_i1	FC1	female	2.130976752	meanmale
TRINITY_DN124339_c5_g2_i2	FC1	female	1.035718207	meanmale
TRINITY_DN124342_c3_g1_i3	FC1	female	4.084802597	meanmale
TRINITY_DN124361_c3_g3_i1	FC1	female	2.380320363	meanmale
TRINITY_DN124362_c0_g1_i2	FC1	female	5.433799369	meanmale
TRINITY_DN124365_c0_g1_i1	FC1	female	1.892389917	meanmale
TRINITY_DN124366_c0_g1_i1	FC1	female	0.198785329	meanmale
TRINITY_DN124369_c0_g1_i2	FC1	female	3.197784306	meanmale
TRINITY_DN124393_c0_g1_i3	FC1	female	5.753025798	meanmale
TRINITY_DN124401_c0_g2_i2	FC1	female	2.133199047	meanmale
TRINITY_DN124404_c2_g1_i10	FC1	female	3.208280102	meanmale
TRINITY_DN124410_c0_g4_i3	FC1	female	3.048243241	meanmale
TRINITY_DN124427_c8_g1_i1	FC1	female	3.604585762	meanmale
TRINITY_DN124446_c1_g1_i2	FC1	female	3.191571548	meanmale
TRINITY_DN124446_c1_g3_i1	FC1	female	2.778624932	meanmale
TRINITY_DN124449_c1_g2_i3	FC1	female	0.96097343	meanmale
TRINITY_DN124452_c0_g1_i2	FC1	female	0.734617391	meanmale
TRINITY_DN124459_c0_g1_i1	FC1	female	4.678507135	meanmale
TRINITY_DN124461_c1_g1_i1	FC1	female	0.397859202	meanmale
TRINITY_DN124462_c0_g1_i2	FC1	female	5.268448017	meanmale
TRINITY_DN124463_c0_g2_i3	FC1	female	3.679313936	meanmale
TRINITY_DN124474_c0_g2_i2	FC1	female	3.447636034	meanmale
TRINITY_DN124490_c7_g1_i1	FC1	female	0.204146978	meanmale
TRINITY_DN124491_c7_g2_i1	FC1	female	2.832333018	meanmale
TRINITY_DN124500_c2_g1_i2	FC1	female	4.48570536	meanmale
TRINITY_DN124500_c2_g8_i1	FC1	female	0.360787845	meanmale
TRINITY_DN124502_c0_g2_i8	FC1	female	3.087879506	meanmale
TRINITY_DN124503_c1_g2_i2	FC1	female	4.258653128	meanmale
TRINITY_DN124511_c1_g1_i3	FC1	female	5.105194572	meanmale
TRINITY_DN124520_c1_g1_i1	FC1	female	4.318367928	meanmale
TRINITY_DN124520_c5_g1_i1	FC1	female	0.887886085	meanmale
TRINITY_DN124521_c0_g1_i1	FC1	female	5.018637709	meanmale
TRINITY_DN124534_c3_g3_i1	FC1	female	2.484451023	meanmale
TRINITY_DN124560_c0_g1_i2	FC1	female	1.886497403	meanmale
TRINITY_DN124568_c0_g1_i1	FC1	female	2.612504718	meanmale
TRINITY_DN124573_c0_g2_i1	FC1	female	0.206673162	meanmale
TRINITY_DN124582_c0_g2_i1	FC1	female	1.836068963	meanmale
TRINITY_DN124587_c0_g1_i1	FC1	female	0.209416833	meanmale
TRINITY_DN124597_c0_g1_i1	FC1	female	2.504872209	meanmale
TRINITY_DN124607_c0_g4_i1	FC1	female	0.746229519	meanmale
TRINITY_DN124615_c0_g1_i1	FC1	female	5.007113495	meanmale
TRINITY_DN124616_c3_g1_i2	FC1	female	0.972455529	meanmale
TRINITY_DN124616_c3_g3_i1	FC1	female	1.239432688	meanmale
TRINITY_DN124621_c1_g2_i1	FC1	female	4.258911246	meanmale
TRINITY_DN124621_c1_g3_i2	FC1	female	5.591506248	meanmale
TRINITY_DN124640_c0_g1_i1	FC1	female	1.158913002	meanmale
TRINITY_DN124646_c0_g1_i1	FC1	female	1.672327019	meanmale
TRINITY_DN124650_c4_g3_i2	FC1	female	2.302401736	meanmale
TRINITY_DN124655_c4_g3_i12	FC1	female	1.640026237	meanmale
TRINITY_DN124656_c2_g1_i8	FC1	female	2.134199072	meanmale
TRINITY_DN124663_c0_g1_i1	FC1	female	3.779140485	meanmale
TRINITY_DN124665_c1_g1_i1	FC1	female	5.473964578	meanmale
TRINITY_DN124667_c1_g2_i1	FC1	female	2.676648004	meanmale
TRINITY_DN124678_c1_g7_i1	FC1	female	1.497593856	meanmale
TRINITY_DN124686_c2_g1_i1	FC1	female	3.156357981	meanmale
TRINITY_DN124694_c2_g12_i2	FC1	female	6.182767179	meanmale
TRINITY_DN124714_c0_g1_i1	FC1	female	5.243921734	meanmale
TRINITY_DN124732_c1_g2_i1	FC1	female	4.838643689	meanmale
TRINITY_DN124739_c1_g3_i5	FC1	female	0.418952222	meanmale
TRINITY_DN124749_c0_g1_i1	FC1	female	4.118271365	meanmale
TRINITY_DN124764_c1_g1_i2	FC1	female	3.016046621	meanmale
TRINITY_DN124784_c6_g4_i3	FC1	female	1.713650802	meanmale
TRINITY_DN124818_c1_g1_i2	FC1	female	3.188565977	meanmale
TRINITY_DN124832_c11_g3_i2	FC1	female	3.172027816	meanmale
TRINITY_DN124832_c6_g2_i5	FC1	female	1.477600025	meanmale
TRINITY_DN124832_c6_g4_i1	FC1	female	1.17803878	meanmale
TRINITY_DN124832_c7_g1_i3	FC1	female	2.085778688	meanmale
TRINITY_DN124838_c4_g3_i1	FC1	female	3.831216044	meanmale
TRINITY_DN124845_c4_g3_i1	FC1	female	0.470225112	meanmale
TRINITY_DN124847_c0_g1_i1	FC1	female	0.072030933	meanmale
TRINITY_DN124855_c0_g11_i1	FC1	female	2.281712011	meanmale
TRINITY_DN124855_c0_g3_i1	FC1	female	3.652120232	meanmale
TRINITY_DN124855_c0_g9_i1	FC1	female	3.530672426	meanmale
TRINITY_DN124856_c0_g1_i2	FC1	female	4.999102358	meanmale
TRINITY_DN124862_c1_g2_i1	FC1	female	2.344656749	meanmale
TRINITY_DN124864_c5_g3_i3	FC1	female	4.735203423	meanmale
TRINITY_DN124866_c0_g1_i3	FC1	female	1.427436317	meanmale
TRINITY_DN124868_c3_g1_i6	FC1	female	0.440628357	meanmale
TRINITY_DN124873_c0_g1_i3	FC1	female	4.032511905	meanmale
TRINITY_DN124874_c2_g2_i1	FC1	female	2.683183418	meanmale
TRINITY_DN124883_c0_g1_i1	FC1	female	4.418481613	meanmale
TRINITY_DN124886_c0_g1_i1	FC1	female	7.1480528	meanmale
TRINITY_DN124906_c0_g1_i2	FC1	female	1.056994342	meanmale
TRINITY_DN124913_c0_g1_i4	FC1	female	3.34639252	meanmale
TRINITY_DN124922_c6_g3_i1	FC1	female	1.540303978	meanmale
TRINITY_DN124922_c6_g7_i1	FC1	female	4.310979733	meanmale
TRINITY_DN124923_c0_g2_i1	FC1	female	0.103620766	meanmale
TRINITY_DN124932_c0_g1_i1	FC1	female	1.526541778	meanmale
TRINITY_DN124952_c1_g2_i1	FC1	female	2.579399188	meanmale
TRINITY_DN124953_c0_g1_i1	FC1	female	3.568146105	meanmale
TRINITY_DN124959_c2_g1_i1	FC1	female	3.738355735	meanmale
TRINITY_DN124967_c2_g1_i1	FC1	female	2.441200769	meanmale
TRINITY_DN124968_c0_g1_i2	FC1	female	1.912545394	meanmale
TRINITY_DN124970_c0_g1_i4	FC1	female	3.364287659	meanmale
TRINITY_DN124982_c2_g2_i1	FC1	female	0.607945631	meanmale
TRINITY_DN124985_c4_g2_i1	FC1	female	1.854709943	meanmale
TRINITY_DN124999_c0_g1_i1	FC1	female	3.178544564	meanmale
TRINITY_DN125000_c5_g12_i1	FC1	female	1.603115702	meanmale
TRINITY_DN125000_c6_g1_i1	FC1	female	1.875545377	meanmale
TRINITY_DN125002_c1_g1_i2	FC1	female	1.931677733	meanmale
TRINITY_DN125004_c1_g1_i5	FC1	female	1.760242382	meanmale
TRINITY_DN125015_c1_g1_i1	FC1	female	3.607222183	meanmale
TRINITY_DN125015_c5_g1_i1	FC1	female	3.290138879	meanmale
TRINITY_DN125022_c2_g4_i1	FC1	female	2.257304398	meanmale
TRINITY_DN125027_c1_g8_i1	FC1	female	3.783665435	meanmale
TRINITY_DN125028_c0_g1_i3	FC1	female	4.196147279	meanmale
TRINITY_DN125036_c2_g2_i3	FC1	female	4.658712922	meanmale
TRINITY_DN125043_c0_g2_i6	FC1	female	5.464582041	meanmale
TRINITY_DN125043_c0_g5_i1	FC1	female	1.117179759	meanmale
TRINITY_DN125052_c1_g2_i1	FC1	female	4.359030802	meanmale
TRINITY_DN125065_c0_g1_i1	FC1	female	1.540392233	meanmale
TRINITY_DN125066_c0_g1_i1	FC1	female	5.326762499	meanmale
TRINITY_DN125068_c2_g1_i2	FC1	female	3.82207031	meanmale
TRINITY_DN125072_c0_g2_i1	FC1	female	4.043792634	meanmale
TRINITY_DN125076_c0_g1_i6	FC1	female	5.099906892	meanmale
TRINITY_DN125077_c7_g6_i5	FC1	female	2.828941336	meanmale
TRINITY_DN125093_c0_g2_i2	FC1	female	3.81898761	meanmale
TRINITY_DN125103_c0_g1_i3	FC1	female	1.305088384	meanmale
TRINITY_DN125105_c0_g1_i1	FC1	female	2.309075281	meanmale
TRINITY_DN125105_c2_g1_i2	FC1	female	2.700622409	meanmale
TRINITY_DN125113_c2_g1_i3	FC1	female	0.806045494	meanmale
TRINITY_DN125116_c1_g1_i12	FC1	female	1.476664636	meanmale
TRINITY_DN125116_c1_g2_i3	FC1	female	2.865655462	meanmale
TRINITY_DN125122_c0_g1_i3	FC1	female	2.908786466	meanmale
TRINITY_DN125127_c2_g1_i1	FC1	female	3.015346378	meanmale
TRINITY_DN125131_c5_g1_i1	FC1	female	4.367068494	meanmale
TRINITY_DN125145_c0_g1_i4	FC1	female	3.543468378	meanmale
TRINITY_DN125147_c0_g1_i3	FC1	female	2.64683206	meanmale
TRINITY_DN125155_c0_g1_i1	FC1	female	2.340916006	meanmale
TRINITY_DN125155_c0_g3_i1	FC1	female	3.034429572	meanmale
TRINITY_DN125156_c0_g2_i2	FC1	female	4.550801884	meanmale
TRINITY_DN125169_c2_g3_i1	FC1	female	4.579141461	meanmale
TRINITY_DN125176_c0_g1_i1	FC1	female	6.270948815	meanmale
TRINITY_DN125185_c1_g1_i1	FC1	female	4.517973748	meanmale
TRINITY_DN125191_c5_g6_i1	FC1	female	1.630254362	meanmale
TRINITY_DN125204_c1_g2_i1	FC1	female	1.644214157	meanmale
TRINITY_DN125211_c0_g1_i1	FC1	female	2.762239562	meanmale
TRINITY_DN125215_c0_g2_i3	FC1	female	2.402179272	meanmale
TRINITY_DN125222_c2_g1_i1	FC1	female	3.563683166	meanmale
TRINITY_DN125224_c0_g1_i4	FC1	female	2.948646145	meanmale
TRINITY_DN125231_c0_g6_i1	FC1	female	4.823521668	meanmale
TRINITY_DN125238_c0_g1_i1	FC1	female	3.451246206	meanmale
TRINITY_DN125241_c0_g1_i8	FC1	female	0.017044555	meanmale
TRINITY_DN125242_c0_g4_i5	FC1	female	2.41040844	meanmale
TRINITY_DN125251_c4_g2_i1	FC1	female	0.811020232	meanmale
TRINITY_DN125254_c0_g1_i1	FC1	female	3.709712853	meanmale
TRINITY_DN125267_c4_g1_i3	FC1	female	1.069977647	meanmale
TRINITY_DN125269_c4_g1_i3	FC1	female	1.994344893	meanmale
TRINITY_DN125301_c4_g2_i3	FC1	female	0.730061505	meanmale
TRINITY_DN125305_c3_g2_i1	FC1	female	2.832218862	meanmale
TRINITY_DN125330_c7_g6_i2	FC1	female	5.014140894	meanmale
TRINITY_DN125336_c0_g1_i7	FC1	female	2.430704613	meanmale
TRINITY_DN125337_c3_g1_i1	FC1	female	4.56606068	meanmale
TRINITY_DN125342_c0_g1_i4	FC1	female	3.607525028	meanmale
TRINITY_DN125343_c0_g8_i1	FC1	female	4.705848438	meanmale
TRINITY_DN125359_c1_g1_i1	FC1	female	2.454670263	meanmale
TRINITY_DN125363_c4_g1_i6	FC1	female	2.623705105	meanmale
TRINITY_DN125363_c4_g4_i4	FC1	female	3.057948004	meanmale
TRINITY_DN125364_c0_g1_i3	FC1	female	3.081987373	meanmale
TRINITY_DN125376_c0_g7_i3	FC1	female	2.716778181	meanmale
TRINITY_DN125387_c0_g1_i1	FC1	female	0.324403716	meanmale
TRINITY_DN125389_c0_g4_i1	FC1	female	0.868475389	meanmale
TRINITY_DN125389_c0_g6_i1	FC1	female	1.406040735	meanmale
TRINITY_DN125420_c4_g6_i2	FC1	female	0.937605469	meanmale
TRINITY_DN125428_c5_g1_i2	FC1	female	1.36228601	meanmale
TRINITY_DN125443_c0_g1_i1	FC1	female	3.96909682	meanmale
TRINITY_DN125443_c1_g1_i4	FC1	female	4.361266057	meanmale
TRINITY_DN125445_c4_g5_i1	FC1	female	4.060369686	meanmale
TRINITY_DN125459_c1_g1_i2	FC1	female	0.355126527	meanmale
TRINITY_DN125459_c4_g3_i4	FC1	female	4.921650527	meanmale
TRINITY_DN125463_c5_g2_i5	FC1	female	3.32026582	meanmale
TRINITY_DN125463_c6_g3_i1	FC1	female	4.092356435	meanmale
TRINITY_DN125466_c2_g1_i1	FC1	female	4.618266619	meanmale
TRINITY_DN125466_c2_g2_i1	FC1	female	1.605670759	meanmale
TRINITY_DN125470_c0_g1_i1	FC1	female	3.872511801	meanmale
TRINITY_DN125473_c4_g2_i1	FC1	female	2.860451826	meanmale
TRINITY_DN125487_c0_g2_i2	FC1	female	3.184607605	meanmale
TRINITY_DN125514_c5_g1_i6	FC1	female	6.76329254	meanmale
TRINITY_DN125515_c1_g3_i2	FC1	female	3.211232369	meanmale
TRINITY_DN125516_c6_g1_i1	FC1	female	0.555866186	meanmale
TRINITY_DN125529_c0_g3_i1	FC1	female	1.174937004	meanmale
TRINITY_DN125531_c0_g1_i1	FC1	female	2.971084098	meanmale
TRINITY_DN125533_c0_g1_i1	FC1	female	1.39563793	meanmale
TRINITY_DN125543_c0_g1_i1	FC1	female	2.010998254	meanmale
TRINITY_DN125546_c0_g2_i2	FC1	female	4.209459862	meanmale
TRINITY_DN125560_c0_g1_i5	FC1	female	3.954198487	meanmale
TRINITY_DN125563_c4_g2_i4	FC1	female	3.325545359	meanmale
TRINITY_DN125563_c5_g2_i1	FC1	female	2.495931449	meanmale
TRINITY_DN125566_c0_g1_i2	FC1	female	3.613740095	meanmale
TRINITY_DN125578_c3_g2_i4	FC1	female	3.12358156	meanmale
TRINITY_DN125578_c3_g4_i3	FC1	female	5.602343099	meanmale
TRINITY_DN125604_c1_g2_i1	FC1	female	1.67091142	meanmale
TRINITY_DN125607_c0_g1_i1	FC1	female	0.596683703	meanmale
TRINITY_DN125618_c1_g2_i2	FC1	female	1.289350454	meanmale
TRINITY_DN125619_c0_g1_i4	FC1	female	4.825305781	meanmale
TRINITY_DN125621_c0_g1_i2	FC1	female	2.988541208	meanmale
TRINITY_DN125622_c2_g1_i1	FC1	female	2.857863201	meanmale
TRINITY_DN125622_c2_g6_i1	FC1	female	2.172510193	meanmale
TRINITY_DN125626_c0_g1_i1	FC1	female	3.35610337	meanmale
TRINITY_DN125629_c0_g2_i2	FC1	female	1.716988967	meanmale
TRINITY_DN125637_c0_g1_i1	FC1	female	1.609083468	meanmale
TRINITY_DN125639_c2_g1_i2	FC1	female	4.208707378	meanmale
TRINITY_DN125641_c0_g1_i1	FC1	female	4.869310203	meanmale
TRINITY_DN125652_c0_g2_i2	FC1	female	3.921612436	meanmale
TRINITY_DN125663_c7_g4_i1	FC1	female	5.185082935	meanmale
TRINITY_DN125667_c5_g2_i2	FC1	female	5.4073623	meanmale
TRINITY_DN125671_c1_g3_i1	FC1	female	1.480612171	meanmale
TRINITY_DN125674_c0_g3_i4	FC1	female	1.959829404	meanmale
TRINITY_DN125689_c4_g1_i2	FC1	female	4.90226238	meanmale
TRINITY_DN125696_c0_g1_i2	FC1	female	4.190475258	meanmale
TRINITY_DN125699_c2_g6_i2	FC1	female	0.236540495	meanmale
TRINITY_DN125700_c0_g1_i1	FC1	female	7.307416402	meanmale
TRINITY_DN125705_c0_g3_i1	FC1	female	2.286213316	meanmale
TRINITY_DN125707_c0_g1_i1	FC1	female	5.291718081	meanmale
