"gid"	"Am2_463"	"base"	"logAm2_463"	"Am2_464"	"logAm2_464"	"Am4_461"	"logAm4_461"	"Am6_462"	"logAm6_462"	"Am6_464"	"logAm6_464"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.XY46.XX46"	"PV.XY46.XX46"	"FDR.XY46.XX46"	"meanXY"	"group1"	"meanXX"	"group2"
"6415"	"TRINITY_DN122600_c2_g2_i1"	19.96498007	2	4.319399727	8.271921281	3.048222456	20.18575083	4.335265345	14.87195783	3.894522679	5.195761877	2.377335313	NA	NA	NA	NA	4.936557344	1.474548905	2.49008013829463e-05	0.00024684057523532	4.19700010002976	"meanmale"	2.75145120497123	"meanfemale"
"6446"	"TRINITY_DN122630_c10_g2_i2"	5.914394448	2	2.564230464	1.8955418	0.922610271	3.964696441	1.987210409	9.748219274	3.285138703	1.87108166	0.903872524	NA	NA	NA	NA	0.74610716	1.819095807	0.00345979524844054	0.0199932236541602	2.70985011664525	"meanmale"	0.913348419972114	"meanfemale"
"6474"	"TRINITY_DN122657_c3_g1_i1"	143.8529554	2	7.168451051	79.18347754	6.307127523	141.7052769	7.146749673	169.782618	7.407544956	60.79646954	5.925915643	"cep44"	"Chr01"	39130121	39130121	6.562060186	1.143472039	0.000834409340706808	0.00579532257492857	7.24584153420263	"meanmale"	6.12907841880058	"meanfemale"
"6596"	"TRINITY_DN122807_c0_g1_i1"	0.968453219	2	-0.046245734	0.247041693	-2.01717355	1.984288529	0.988621819	1.570235735	0.650981163	0.550234346	-0.861881898	"cpo"	"Chr09"	41161468	41161468	1.761460986	1.927349255	0.000359826334100713	0.00276136264578642	0.592406000901219	"meanmale"	-1.32648692263705	"meanfemale"
"6651"	"TRINITY_DN122876_c3_g1_i10"	96.076291	2	6.586108552	43.82340998	5.453629842	61.94547445	5.952926982	134.8316734	7.075015631	44.28384599	5.468708618	NA	NA	NA	NA	7.578103214	1.175907916	0.00416212634610469	0.0233170694515267	6.60907400243875	"meanmale"	5.46119220524527	"meanfemale"
"6675"	"TRINITY_DN122908_c0_g1_i1"	7.230246038	2	2.854044741	3.288014588	1.7172167	9.754005868	3.28599484	6.628011793	2.72857617	3.683482444	1.881070367	NA	NA	NA	NA	1.963495354	1.203417888	0.00717892909383317	0.0366754753234931	2.97652028270605	"meanmale"	1.80150987584221	"meanfemale"
"6678"	"TRINITY_DN122909_c5_g5_i1"	5.048144756	2	2.33575328	0.746728588	-0.42134413	6.167305575	2.62464033	8.899357484	3.15370118	2.477450717	1.308856359	NA	NA	NA	NA	0.647855175	2.024223876	0.0016461771426913	0.0105518643320133	2.74524506485403	"meanmale"	0.689021467580083	"meanfemale"
"6741"	"TRINITY_DN122991_c3_g1_i1"	18.65009035	2	4.221110714	9.168167661	3.196633427	18.37343119	4.199549166	18.1678735	4.183317661	8.865019358	3.148123781	NA	NA	NA	NA	2.685472059	1.058205544	0.00692307842664788	0.035521188858059	4.2014167882345	"meanmale"	3.17259848314971	"meanfemale"
"6948"	"TRINITY_DN123208_c0_g1_i1"	0.761409465	2	-0.393255591	0.14641737	-2.771841379	1.209275603	0.274143083	0.539778023	-0.889561856	0.282632524	-1.823000601	"serinc2"	"Chr02"	53268687	53268687	0.348209472	1.949143503	0.00292865121671369	0.0173439529485717	-0.256836594598409	"meanmale"	-2.22011031692249	"meanfemale"
"7025"	"TRINITY_DN123298_c0_g2_i2"	0.906309651	2	-0.141924047	0.592556617	-0.754975089	2.508680852	1.326928946	1.728105037	0.789190909	0.609759373	-0.713688065	"Xetrov90029739m"	"scaffold_6020"	588	588	1.165235632	1.547864159	0.00782196036107947	0.0393797968037309	0.777758604097728	"meanmale"	-0.733943922187361	"meanfemale"
"7081"	"TRINITY_DN123374_c0_g1_i4"	68.91531809	2	6.106752787	31.85720801	4.993547928	69.18940021	6.112479129	45.80559902	5.517452051	30.72716979	4.941442985	NA	NA	NA	NA	6.110794119	1.000173869	0.00343343576479289	0.0198547000718061	5.93789845924798	"meanmale"	4.96773528443154	"meanfemale"
"7170"	"TRINITY_DN123456_c0_g6_i3"	43.63155339	2	5.447299933	44.76049625	5.484154126	461.1073693	8.848958912	286.1117677	8.160435026	48.52211427	5.60057051	NA	NA	NA	NA	6.790204023	2.527137767	0.000320858052558708	0.00250156945572577	8.04229958137918	"meanmale"	5.54353935107353	"meanfemale"
"7232"	"TRINITY_DN123513_c0_g1_i2"	5.417816821	2	2.437711616	0.943943821	-0.083227095	3.506194132	1.809905878	5.510977868	2.462308333	2.08783962	1.062010894	NA	NA	NA	NA	2.567100729	1.67901805	0.000356803105027544	0.0027398479810628	2.26656556744539	"meanmale"	0.600261874336044	"meanfemale"
"7252"	"TRINITY_DN123534_c0_g1_i2"	10.28492855	2	3.362459866	6.482162217	2.696475125	13.28651047	3.731890344	8.30047627	3.053194119	3.310829937	1.727192908	NA	NA	NA	NA	3.377208132	1.149870797	0.00836546349366023	0.041563403264337	3.4092648918143	"meanmale"	2.29177919221913	"meanfemale"
"7269"	"TRINITY_DN123549_c0_g1_i2"	1.242195565	2	0.312892322	0.557366793	-0.843301043	2.09029564	1.063707004	1.467694445	0.553551649	0.828536616	-0.271362638	"LOC100491716"	"Chr06"	67368842	67368842	1.901495727	1.231623691	0.00819011129746323	0.0408948079819881	0.678217865405221	"meanmale"	-0.528965107541944	"meanfemale"
"7360"	"TRINITY_DN123637_c0_g1_i2"	0.917316701	2	-0.124508189	0.435412759	-1.199544411	1.146015379	0.196626405	1.241850153	0.312491102	0.498365328	-1.004724393	NA	NA	NA	NA	2.181026141	1.266762553	0.00286819149354429	0.0170474066876617	0.139898259485833	"meanmale"	-1.09853939307586	"meanfemale"
"7459"	"TRINITY_DN123733_c4_g1_i2"	8.573791917	2	3.099933404	4.94616414	2.306310117	15.24391433	3.9301615	8.193088351	3.034407372	5.587565356	2.482219801	NA	NA	NA	NA	4.060807556	1.050066675	0.00603829191043356	0.0317656693815911	3.41553760388652	"meanmale"	2.39697180351014	"meanfemale"
"7472"	"TRINITY_DN123748_c0_g1_i1"	0.818208555	2	-0.289459473	0.262232851	-1.931079666	1.478249332	0.563889625	0.6296774	-0.667315207	0.351523318	-1.508307702	NA	NA	NA	NA	0.605725715	1.684362618	0.00704279542929612	0.0360686572488859	-0.0358181243788534	"meanmale"	-1.70379243118683	"meanfemale"
"7504"	"TRINITY_DN123784_c7_g8_i1"	7.852669621	2	2.973183201	1.07860796	0.109170586	7.272106347	2.862373298	4.211420811	2.074307039	3.160269024	1.660047376	NA	NA	NA	NA	0.906801526	1.58996753	0.0100233673518947	0.0483919483398385	2.68829203751438	"meanmale"	1.08375016677671	"meanfemale"
"7509"	"TRINITY_DN123790_c0_g1_i2"	0.791291195	2	-0.337719391	0.147936796	-2.756947159	0.922602316	-0.116219181	1.759722008	0.815347537	0.509938398	-0.971605119	NA	NA	NA	NA	1.259510462	1.809561947	0.00392695098013106	0.0222059442835719	0.21160016933126	"meanmale"	-1.60367565406834	"meanfemale"
"7561"	"TRINITY_DN123854_c0_g4_i5"	42.17062791	2	5.398166598	23.87269772	4.577289701	29.5095823	4.883111595	73.97031166	6.208874449	14.29763138	3.837704257	NA	NA	NA	NA	6.240574319	1.369955748	0.0016382971548695	0.0105040538148073	5.6014075313106	"meanmale"	4.25438727946692	"meanfemale"
"7717"	"TRINITY_DN124034_c2_g15_i1"	1.692937974	2	0.759529117	0.141542721	-2.820690536	2.17102859	1.118378725	5.847840252	2.547903901	0	NA	NA	NA	NA	NA	0.80273262	5.712865346	1.20890090093142e-08	2.10112873659446e-07	1.69482178805387	"meanmale"	-3.81865344541185	"meanfemale"
"7734"	"TRINITY_DN124049_c5_g2_i1"	54.6202381	2	5.771363698	15.48280287	3.952594763	41.55403359	5.376916619	44.80770168	5.485674823	26.58199135	4.732377281	NA	NA	NA	NA	5.23995365	1.191388398	0.000537862051937691	0.00394205625547398	5.55440746352922	"meanmale"	4.39454824093163	"meanfemale"
"7764"	"TRINITY_DN124076_c2_g2_i3"	477.2946316	2	8.898736299	214.6293308	7.745703435	389.4212949	8.605187968	670.0287448	9.38807918	216.0466267	7.755198895	"zcrb1"	"Chr03"	55333053	55333053	8.132991507	1.278430152	0.00122567418440327	0.00812371507658833	9.00069954807913	"meanmale"	7.75045964707024	"meanfemale"
"7771"	"TRINITY_DN124081_c0_g8_i1"	0.791395615	2	-0.337529023	0.484220676	-1.046263412	4.121651961	2.043222687	2.594130999	1.375251335	0.792827027	-0.334921951	NA	NA	NA	NA	0.689027266	1.985982253	0.00617219866729069	0.0322997916409772	1.32336595187374	"meanmale"	-0.646961658800254	"meanfemale"
"7784"	"TRINITY_DN124093_c3_g9_i1"	13.07300709	2	3.708519127	3.54071914	1.82404241	23.39452084	4.548098775	23.855688	4.576261389	5.873591365	2.554242899	NA	NA	NA	NA	2.239613324	2.110354145	1.24013586853756e-05	0.000130617519836128	4.32968611207899	"meanmale"	2.23488608577233	"meanfemale"
"7789"	"TRINITY_DN124099_c3_g1_i1"	4.436546385	2	2.149437052	1.860567218	0.895742513	3.694411331	1.885344503	5.610166052	2.488043473	2.518424244	1.332521334	NA	NA	NA	NA	3.235080503	1.091243469	0.0065528346391862	0.033942730786281	2.19549708570338	"meanmale"	1.13066452703183	"meanfemale"
"7825"	"TRINITY_DN124136_c0_g3_i1"	0.785649832	2	-0.348041655	0.278302941	-1.84527194	1.454173075	0.540198988	0.922374362	-0.116575682	0.371732909	-1.427661681	NA	NA	NA	NA	1.232187429	1.718446022	0.00178168823374653	0.0112841762919939	0.0761017332354017	"meanmale"	-1.62096499534723	"meanfemale"
"7839"	"TRINITY_DN124151_c5_g6_i3"	1.178810019	2	0.237331227	0.409287994	-1.288811747	1.114401162	0.156268667	0.88050724	-0.183593228	0.265884637	-1.911127675	NA	NA	NA	NA	0.595493112	1.692096368	0.00356383746746818	0.020475851249971	0.0813480004223953	"meanmale"	-1.5662443785574	"meanfemale"
"7871"	"TRINITY_DN124180_c0_g7_i1"	11.49195306	2	3.5225521	6.167099631	2.624592154	11.41988053	3.513475653	12.65802729	3.661980678	4.081831903	2.029216771	NA	NA	NA	NA	3.65517786	1.241384718	0.00114643751838142	0.00766370896433957	3.56763309373474	"meanmale"	2.35742976221088	"meanfemale"
"7872"	"TRINITY_DN124181_c0_g1_i1"	7.056415161	2	2.818935444	2.958020379	1.564631992	5.789106667	2.533340739	9.729103301	3.282306843	3.766966947	1.913403375	NA	NA	NA	NA	3.874548536	1.189913935	0.00187619101060243	0.0118166868675341	2.9116867971016	"meanmale"	1.74957445362128	"meanfemale"
"7892"	"TRINITY_DN124205_c0_g1_i1"	6.321155173	2	2.660188231	2.251007917	1.170571131	13.51188977	3.756157559	9.085427142	3.183554343	4.616740835	2.206874748	NA	NA	NA	NA	2.916309057	1.514726462	0.00138371690097723	0.00901548673648723	3.26897188973012	"meanmale"	1.77987927412291	"meanfemale"
"7905"	"TRINITY_DN124217_c2_g4_i3"	10.53700056	2	3.397392346	5.431561513	2.441367016	14.4078607	3.848784233	13.07499252	3.708738216	5.181911709	2.373484435	NA	NA	NA	NA	3.893166503	1.286510599	0.000383670857439805	0.00291919916272306	3.6637299614287	"meanmale"	2.40785213116356	"meanfemale"
"7914"	"TRINITY_DN124233_c1_g1_i3"	6.631668059	2	2.729371796	1.348827639	0.431706004	4.774329188	2.255298043	3.663162895	1.873089857	1.923165571	0.943482974	NA	NA	NA	NA	0.867920607	1.618784534	0.00505952712931959	0.027427590025733	2.32859332799576	"meanmale"	0.710257936201224	"meanfemale"
"7962"	"TRINITY_DN124284_c0_g1_i4"	11.7291746	2	3.552029587	2.023311287	1.016718296	7.083470559	2.824456385	5.81884185	2.540732036	4.24178143	2.084670284	NA	NA	NA	NA	3.454619586	1.415689879	0.00233043865762953	0.014263428358267	3.03748689173514	"meanmale"	1.64738191441531	"meanfemale"
"8029"	"TRINITY_DN124346_c9_g1_i1"	2.16349061	2	1.113360859	1.003377321	0.004864235	1.573662425	0.654126094	2.92437374	1.548127702	0.856225137	-0.223937904	NA	NA	NA	NA	2.054714606	1.286337132	0.00522101783138604	0.0281307854250592	1.15095533991711	"meanmale"	-0.104850608773535	"meanfemale"
"8100"	"TRINITY_DN124412_c0_g5_i9"	4.149160074	2	2.052819317	2.051676981	1.036803609	12.03633218	3.589323923	4.057131741	2.02046015	2.13146267	1.091843788	"ift46-like"	"Chr07"	85650024	85650024	1.390843779	1.723076022	0.00560410512910792	0.0298785776026252	2.75438328975204	"meanmale"	1.06465513709751	"meanfemale"
"8112"	"TRINITY_DN124423_c0_g1_i3"	0.343947407	2	-1.539740116	0.144681976	-2.789042888	0.560891524	-0.834206313	0.617460034	-0.695582336	0.187019636	-2.418738342	"cited4"	"Chr02"	57828267	57828267	0.202931254	1.630454644	0.00763571134858256	0.0385901269999995	-0.978426498090648	"meanmale"	-2.59117245848483	"meanfemale"
"8237"	"TRINITY_DN124536_c0_g2_i2"	9.777771208	2	3.289505648	4.059617634	2.02134385	7.688931959	2.942783213	5.921239409	2.565899186	2.990191968	1.580238107	"med10"	"Chr06"	60243067	60243067	3.071222204	1.174887372	0.00529042966483184	0.0284310722410194	2.9627490538837	"meanmale"	1.81762522244028	"meanfemale"
"8240"	"TRINITY_DN124538_c2_g3_i2"	1.355134465	2	0.438436012	0.822097465	-0.28261865	3.083770104	1.624695216	2.642267822	1.401776707	1.141528678	0.190967104	NA	NA	NA	NA	2.792482888	1.295273293	0.0046534213162037	0.0255580696721652	1.23908685822327	"meanmale"	-0.0263327860979166	"meanfemale"
"8258"	"TRINITY_DN124561_c0_g1_i1"	1.264312472	2	0.338353066	0.870445795	-0.200173635	2.664924362	1.414094586	2.260771587	1.176815239	0.633711129	-0.658102743	NA	NA	NA	NA	2.610158657	1.493803325	0.00112062428668825	0.00751128469075294	1.04504879019858	"meanmale"	-0.410853098281355	"meanfemale"
"8324"	"TRINITY_DN124623_c3_g1_i1"	62.40788019	2	5.963656303	24.45930921	4.612311754	88.86030614	6.473467207	58.94332145	5.881256453	31.52574749	4.978458673	NA	NA	NA	NA	4.152798577	1.353679768	0.000145386725794925	0.00122138433204441	6.13073739806443	"meanmale"	4.80697504908957	"meanfemale"
"8325"	"TRINITY_DN124623_c3_g3_i1"	86.75802092	2	6.438925238	38.95237832	5.283639513	115.3305598	6.849631033	83.96950854	6.391793639	41.23069114	5.36564674	"LOC100497319-like"	"Chr04"	5017215	5017215	4.548658499	1.280289282	9.15867679377287e-05	0.000805453307170272	6.57520334409249	"meanmale"	5.32522933923515	"meanfemale"
"8419"	"TRINITY_DN124728_c6_g7_i1"	0	2	NA	0	NA	5.253930044	2.393396991	9.28363555	3.214689888	0	NA	NA	NA	NA	NA	0.12749915	8.254258508	6.70534293870147e-06	7.44773810744668e-05	2.27678106679462	"meanmale"	-13.2877123795494	"meanfemale"
"8422"	"TRINITY_DN124731_c3_g1_i2"	8.880145548	2	3.150583323	5.758295678	2.525641871	15.8137324	3.983106012	8.329798605	3.058281615	3.832882431	1.938429746	"fzd7"	"Chr09"	46994539	46994539	2.931821531	1.234161668	0.00568275863742124	0.0302204015300476	3.46047944572792	"meanmale"	2.26173811953742	"meanfemale"
"8432"	"TRINITY_DN124744_c0_g1_i1"	11.74811661	2	3.554357586	4.18358714	2.064740485	7.239605313	2.855911047	9.439995226	3.23878613	2.074997539	1.053109625	NA	NA	NA	NA	4.13325399	1.627698784	6.86366408473679e-05	0.000619792345899422	3.24427906887397	"meanmale"	1.64588254409097	"meanfemale"
"8506"	"TRINITY_DN124820_c0_g1_i1"	3.531917533	2	1.820451658	0.452786663	-1.143096631	2.901840246	1.536968097	3.754459677	1.908605297	1.316001447	0.396161075	NA	NA	NA	NA	2.783939275	1.95191471	5.35852696036115e-05	0.00049756895353078	1.7639097325705	"meanmale"	-0.17707564880695	"meanfemale"
"8562"	"TRINITY_DN124874_c1_g1_i1"	32.38725761	2	5.017354408	5.869318053	2.553192889	26.61812292	4.734336932	28.88647988	4.852322502	4.081434173	2.029076189	NA	NA	NA	NA	4.81899807	2.590029401	1.55149075489538e-13	4.8009591709486e-12	4.87270008328907	"meanmale"	2.31483458656045	"meanfemale"
"8593"	"TRINITY_DN124908_c0_g1_i1"	0.993935237	2	-0.008776243	0	NA	0	NA	4.507778174	2.172416523	0	NA	NA	NA	NA	NA	0.472154087	8.664428823	2.72573172991612e-05	0.000267752954217558	0.874997155465067	"meanmale"	-13.2877123795494	"meanfemale"
"8644"	"TRINITY_DN124948_c0_g1_i6"	7.018152466	2	2.81109129	4.972119621	2.313861006	8.223521785	3.039756371	16.19683062	4.01763963	4.49896261	2.169592377	NA	NA	NA	NA	3.441373769	1.175056337	0.00859136270485502	0.0424900212615088	3.38951196954092	"meanmale"	2.24355975231255	"meanfemale"
"8687"	"TRINITY_DN124983_c3_g1_i1"	3.982619392	2	1.993717612	1.447417917	0.533481535	4.420738383	2.144287359	3.784816394	1.920223315	1.878863937	0.909860594	"cdh1"	"Chr04"	63843212	63843212	3.320693899	1.315681959	0.00063052583123758	0.00454244504820811	2.02248312565361	"meanmale"	0.733997163822074	"meanfemale"
"8701"	"TRINITY_DN124990_c0_g3_i2"	9.63616063	2	3.268458443	5.793854678	2.534523499	19.2883698	4.269659311	11.84293112	3.565954286	5.234801451	2.388134819	NA	NA	NA	NA	4.575425982	1.331968378	0.000341387031059964	0.0026426238180219	3.76439433859699	"meanmale"	2.46321126273458	"meanfemale"
"8794"	"TRINITY_DN125075_c1_g1_i1"	0.924607566	2	-0.113086927	0.490482778	-1.027725614	0.994651914	-0.007736363	8.027782515	3.005001532	0.406823486	-1.297525126	NA	NA	NA	NA	2.091320171	2.908260585	0.000758118541837184	0.00533528062978589	1.72934857740591	"meanmale"	-1.15600608685953	"meanfemale"
"8795"	"TRINITY_DN125075_c1_g2_i3"	0.33975175	2	-1.557447113	0.130667033	-2.936032897	0.578138572	-0.790512766	4.339572277	2.117552853	0.177348738	-2.495339031	"capsl"	"Chr01"	185311838	185311838	1.085258121	3.500302464	0.00055177796084145	0.00402865752966821	0.809486501452074	"meanmale"	-2.69798741031771	"meanfemale"
"8847"	"TRINITY_DN125124_c5_g1_i1"	15.06373568	2	3.913007686	7.793565154	2.962283438	14.97304738	3.90429597	20.18747323	4.335388442	7.800789436	2.963620131	NA	NA	NA	NA	4.48481797	1.131485213	0.000475353686158079	0.00352746095997282	4.06535850765849	"meanmale"	2.96297044208645	"meanfemale"
"8868"	"TRINITY_DN125138_c7_g3_i10"	9.716819619	2	3.280484187	5.119477498	2.355996574	7.016538833	2.810759543	9.466240498	3.242791575	3.098596382	1.631614844	NA	NA	NA	NA	4.550227078	1.115408614	0.00156509964552601	0.0100735871636295	3.12652684163065	"meanmale"	2.03883541017627	"meanfemale"
"8895"	"TRINITY_DN125174_c0_g8_i1"	18.36665433	2	4.199016944	13.01214284	3.70178666	19.00804819	4.248538494	34.95364663	5.127371071	8.409914909	3.072091203	NA	NA	NA	NA	2.841264871	1.20346438	0.00784724087799119	0.0394751986159698	4.59153280150601	"meanmale"	3.42103863247483	"meanfemale"
"8937"	"TRINITY_DN125213_c1_g1_i3"	2.874126212	2	1.523123417	1.629721516	0.70462546	6.562810573	2.714313792	7.116021517	2.831070873	2.222636609	1.152272094	NA	NA	NA	NA	2.775982632	1.546733495	0.00121594849065389	0.00806997639845628	2.46408081563774	"meanmale"	0.945816723389421	"meanfemale"
"8988"	"TRINITY_DN125260_c4_g1_i9"	8.672453812	2	3.116440252	4.169234615	2.059782559	11.01304567	3.461141598	8.899357484	3.15370118	4.804752905	2.264462239	"wrap73"	"Chr07"	93279117	93279117	3.827972697	1.11627392	0.00190339805734827	0.0119729258381647	3.25223180654555	"meanmale"	2.16578133014169	"meanfemale"
"8991"	"TRINITY_DN125266_c2_g2_i2"	9.821933819	2	3.296007102	5.064767813	2.340496132	15.56191236	3.959947455	28.16840108	4.816005769	6.46046684	2.691638419	NA	NA	NA	NA	3.860490518	1.659161329	0.000361018619848343	0.00276880854785902	4.15792079342794	"meanmale"	2.52674925421037	"meanfemale"
"8998"	"TRINITY_DN125272_c0_g1_i3"	20.50060142	2	4.357594329	7.83179068	2.969342207	12.69598838	3.666300808	25.91492899	4.695711535	8.456161522	3.080002934	"apba3-like"	"Chr01"	74393757	74393757	4.747292817	1.302672444	0.000298000803517787	0.00233724466683557	4.30041220519563	"meanmale"	3.02575104250673	"meanfemale"
"9009"	"TRINITY_DN125283_c5_g3_i3"	51.71135919	2	5.69240932	25.57477529	4.676649659	75.68725648	6.241978508	28.43911039	4.829804431	25.00955787	4.644407648	"LOC100492997-like"	"Chr02"	146585783	146585783	5.513847391	1.069246312	0.00804760948486332	0.0402800377607819	5.69894099764213	"meanmale"	4.66062442556984	"meanfemale"
"9051"	"TRINITY_DN125325_c9_g1_i1"	4.179291955	2	2.063258545	2.00917169	1.006600852	2.507807262	1.326426474	12.31355688	3.622175652	1.888142277	0.91696748	NA	NA	NA	NA	3.672301795	1.726077734	0.00292124903089027	0.0173143707413104	2.66303760860119	"meanmale"	0.962554192925762	"meanfemale"
"9070"	"TRINITY_DN125335_c7_g1_i2"	27.3133011	2	4.771531784	15.13174881	3.919506828	24.2241977	4.59837698	44.21115898	5.466338649	16.22064527	4.019759307	NA	NA	NA	NA	6.489004566	1.054167192	0.00429395538317219	0.02387860450651	4.99622237766533	"meanmale"	3.9705129098931	"meanfemale"
"9085"	"TRINITY_DN125353_c3_g2_i2"	3.400187308	2	1.765614223	1.38615895	0.4710927	4.76760533	2.253264812	3.823486861	1.934888916	1.609225448	0.686366458	"sox17a"	"Chr06"	100284538	100284538	2.765563656	1.444767492	0.000391632708526024	0.00297523953193651	1.99898729339318	"meanmale"	0.58283748076086	"meanfemale"
"9140"	"TRINITY_DN125398_c5_g2_i1"	10.9444243	2	3.452124163	4.021507239	2.007736317	10.35961341	3.372898262	13.97352739	3.804624347	7.237193621	2.855430369	NA	NA	NA	NA	3.03573295	1.087250539	0.00891644653788289	0.0438197227785886	3.55572885055946	"meanmale"	2.49299408738302	"meanfemale"
"9196"	"TRINITY_DN125462_c0_g1_i2"	4.100016046	2	2.035629556	2.858037336	1.515024763	13.83730489	3.79049107	30.9450687	4.95163762	3.953403128	1.983095074	NA	NA	NA	NA	3.737834397	2.284131789	0.00045704052511144	0.00340575074299505	4.02628926184668	"meanmale"	1.76800228785069	"meanfemale"
"9202"	"TRINITY_DN125466_c11_g2_i1"	5.023924733	2	2.32881485	2.075895238	1.053733639	6.029019765	2.591923459	2.562819767	1.357732023	1.878348827	0.90946501	NA	NA	NA	NA	2.38766076	1.229426005	0.00910552050390206	0.0446082865621334	2.18227534554023	"meanmale"	0.983474887860498	"meanfemale"
"9240"	"TRINITY_DN125503_c0_g1_i1"	1.388104251	2	0.473115923	0.875862103	-0.191224347	3.7030331	1.888707445	3.234229796	1.693422188	1.421492082	0.507406063	NA	NA	NA	NA	2.601856431	1.301308355	0.00812218344596191	0.0405962680011495	1.47260338120504	"meanmale"	0.200098886110167	"meanfemale"
"9298"	"TRINITY_DN125552_c1_g2_i2"	8.753610725	2	3.129878228	4.024050846	2.008648534	14.99588881	3.906495129	9.150259901	3.193812722	5.304972021	2.407345142	"pdk3"	"Chr02"	36598070	36598070	5.710397479	1.265266705	0.000498039681846919	0.00367611947468008	3.45505578444724	"meanmale"	2.22175690823448	"meanfemale"
"9367"	"TRINITY_DN125609_c0_g1_i2"	13.95946899	2	3.803172158	5.418769952	2.4379654	9.442635799	3.239189627	5.369505462	2.42478922	2.698805179	1.432320835	NA	NA	NA	NA	3.964431379	1.26832983	0.00735776885324012	0.0374510434629922	3.2616266031529	"meanmale"	2.02108437675839	"meanfemale"
"9404"	"TRINITY_DN125647_c0_g1_i9"	0.961551382	2	-0.056564143	0.447348924	-1.160527549	3.184478828	1.67105728	1.06154343	0.086163396	0.449753656	-1.152793086	"alkbh4-like"	"Chr02"	41878477	41878477	1.330680342	1.985695966	0.00226610130061656	0.0139243243504995	0.795731943720001	"meanmale"	-1.15633353554461	"meanfemale"
"9518"	"TRINITY_DN125745_c5_g1_i4"	119.8862263	2	6.905522107	76.43940526	6.256244648	184.631508	7.528504965	140.2932006	7.132301279	61.90409324	5.951962902	NA	NA	NA	NA	6.942660069	1.127466125	0.00206730967599512	0.012864463729789	7.21208691670541	"meanmale"	6.11211312103849	"meanfemale"
"9553"	"TRINITY_DN125793_c1_g7_i4"	1.545505048	2	0.628078366	0.495328718	-1.013541827	2.200185052	1.13762487	2.333510365	1.222501875	1.054569954	0.076654798	NA	NA	NA	NA	1.662374717	1.399006985	0.00565376708305286	0.0301043293231519	1.01899028573152	"meanmale"	-0.367639946388102	"meanfemale"
"9642"	"TRINITY_DN125867_c6_g4_i1"	9.841010384	2	3.298806446	6.737549849	2.752224042	14.89977365	3.897218509	9.594654946	3.262230923	4.197515052	2.069535499	"LOC100498468-like"	"Chr01"	131443944	131443944	3.855599615	1.096952287	0.00611040944865019	0.0320571565121549	3.51667660805935	"meanmale"	2.45091626421987	"meanfemale"
"9653"	"TRINITY_DN125884_c1_g1_i5"	16.80258401	2	4.070611212	7.298318095	2.867564032	14.7976748	3.887298594	16.9793678	4.085710838	7.52277006	2.911263994	NA	NA	NA	NA	3.398166894	1.156028771	0.00206975267926733	0.0128764533733116	4.01732590465318	"meanmale"	2.88959893619294	"meanfemale"
"9668"	"TRINITY_DN125900_c0_g1_i1"	0.619470939	2	-0.690891492	0.250785059	-1.995476696	0.906175685	-0.142137315	1.095895044	0.132109635	0.397109724	-1.332390406	NA	NA	NA	NA	1.34662655	1.449016909	0.00589591211588645	0.0311546491699839	-0.194381936324081	"meanmale"	-1.62572327411645	"meanfemale"
"9669"	"TRINITY_DN125906_c5_g3_i1"	2.842256742	2	1.50703688	0.691430993	-0.532342822	2.738755823	1.453520647	2.553194975	1.352303714	1.151959201	0.204089622	"hsd17b10"	"Chr08"	3011656	3011656	1.861406735	1.567072093	0.000647494087349788	0.00464991362873339	1.43909250760994	"meanmale"	-0.117482000843303	"meanfemale"
"9690"	"TRINITY_DN125925_c5_g1_i1"	4.749668331	2	2.247826774	0	NA	8.435596627	3.07649011	10.6115115	3.407558263	1.445131337	0.531200614	NA	NA	NA	NA	2.024875919	3.404852812	9.06910838569472e-06	9.80031004697999e-05	2.98774993918606	"meanmale"	-0.468599736720001	"meanfemale"
"9701"	"TRINITY_DN125938_c4_g5_i1"	4.995696499	2	2.320685832	2.647492266	1.40462647	7.876186999	2.977497365	4.904123854	2.293995415	2.737773165	1.453002919	"znf609"	"Chr03"	84805375	84805375	2.859537752	1.16946871	0.00468964628063284	0.0257148629913877	2.56692126039001	"meanmale"	1.42907103297359	"meanfemale"
"9867"	"TRINITY_DN126091_c1_g2_i1"	30.07361769	2	4.910426521	16.79343317	4.069825293	83.40755295	6.382106127	22.70140263	4.504709534	18.40561817	4.2020743	NA	NA	NA	NA	5.088840485	1.398890279	0.00406971682938293	0.022912597616623	5.50443896654389	"meanmale"	4.13747283910347	"meanfemale"
"9941"	"TRINITY_DN126149_c3_g1_i1"	12.04985824	2	3.590944269	4.105362456	2.037509601	10.70060508	3.419620473	10.90190894	3.44650887	4.536205317	2.181485941	NA	NA	NA	NA	4.652308005	1.405236707	8.56591650260692e-06	9.28880536919649e-05	3.48768666373222	"meanmale"	2.11132646244317	"meanfemale"
"10052"	"TRINITY_DN126259_c0_g2_i4"	9.600275289	2	3.263075776	7.661364306	2.937601325	19.27684419	4.268796982	19.2440496	4.266340518	5.345382789	2.418293265	NA	NA	NA	NA	2.972812979	1.337451561	0.00286864819879169	0.0170474066876617	4.00364628074994	"meanmale"	2.70121047679314	"meanfemale"
