gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2
TRINITY_DN120352_c0_g1_i4	1.87E-07	9.75E-07	242.7700747	2	7.923446787	93.6833806	6.549721232	195.4665219	7.610777724	59.36708208	5.891591301	208.4805224	7.703768794	122.3350676	6.934694204	64.57448181	6.012892256	254.743409	7.99290101	86.30601654	6.431389231	83.69976205	6.387151616	NA	NA	NA	NA	8.194687392	-1.416675252	1	female	77.52614462	204.7591191	6.276611016	meanmale	7.677783895	meanfemale
TRINITY_DN120361_c0_g2_i1	0.000748834	0.002010436	11.51860206	2	3.525893732	9.021083467	3.173300717	19.62817134	4.294853865	10.64961039	3.412728746	18.04288962	4.173358504	21.73658735	4.44205355	5.951748767	2.573313629	12.33263425	3.624409087	5.844906503	2.547179947	9.444513399	3.239476468	NA	NA	NA	NA	4.998865206	-1.025519722	1	female	8.182372505	16.65177692	3.032519218	meanmale	4.057604232	meanfemale
TRINITY_DN120376_c0_g1_i4	0.002886728	0.006805078	1.4903615	2	0.575662311	0.97952832	-0.029840891	4.714282597	2.237038243	1.023981357	0.034189449	4.109423929	2.038936167	4.38843537	2.13370666	1.522005727	0.605973787	5.419109965	2.438055923	2.276731649	1.186964256	0.990624107	-0.013590365	NA	NA	NA	NA	0.328436809	-1.548382579	1	female	1.358574232	4.024322672	0.442093396	meanmale	2.008745986	meanfemale
TRINITY_DN120384_c0_g1_i7	2.78E-09	1.94E-08	288.4061652	2	8.171958195	147.9613575	7.209076632	322.1708451	8.331682133	90.92426632	6.506593474	296.1127623	8.210002861	288.2682715	8.171268244	88.22569608	6.463127002	289.7968555	8.17889813	110.9057262	6.793190045	109.5813366	6.775858296	NA	NA	NA	NA	8.521372711	-1.444087897	1	female	109.5196765	296.9509799	6.775046281	meanmale	8.214080983	meanfemale
TRINITY_DN120394_c6_g1_i1	9.24E-07	4.33E-06	40.95353517	2	5.355916088	5.449329963	2.44607885	17.62630784	4.139658402	4.734862891	2.24332265	15.69685583	3.972403703	18.36406436	4.198813488	4.66377955	2.221499596	16.68890105	4.060817052	9.067672603	3.180732302	7.114275193	2.830716782	NA	NA	NA	NA	4.542663686	-1.817416144	1	female	6.20598404	21.86593285	2.633659987	meanmale	4.450612993	meanfemale
TRINITY_DN120400_c0_g1_i2	5.73E-21	1.48E-19	77.84733173	2	6.282575686	18.70762919	4.225554833	74.12792757	6.211945273	14.87572546	3.894888122	66.15068046	6.047684092	79.08026398	6.305245782	13.17970832	3.720246537	88.47218983	6.467152127	7.864465535	2.975348724	10.93726134	3.451179631	pafah1b3	Chr07	99235734	99235734	6.610620394	-2.564103672	1	female	13.11295797	77.13567871	3.712921255	meanmale	6.269326421	meanfemale
TRINITY_DN120402_c0_g1_i4	2.09E-05	7.68E-05	110.2440788	2	6.784557361	52.61833973	5.717493823	74.23861446	6.21409788	34.10571702	5.091941688	63.50306803	5.98875439	68.27286587	6.093240408	31.20174999	4.963555042	85.74143973	6.421920737	29.59971941	4.887511595	37.51854991	5.229532164	NA	NA	NA	NA	6.146220497	-1.128840583	1	female	37.00881521	80.40001338	5.209797045	meanmale	6.329123836	meanfemale
TRINITY_DN120407_c0_g2_i1	5.40E-21	1.40E-19	99.71432068	2	6.63972881	23.22157655	4.537394017	93.71958969	6.550278733	24.85803018	4.635640073	101.9338504	6.671489414	97.05569104	6.600740905	23.82263122	4.574260863	95.54518204	6.578111221	19.89850377	4.314588049	21.79373035	4.445841253	NA	NA	NA	NA	7.054233339	-2.106436128	1	female	22.71889441	97.59372677	4.505820725	meanmale	6.608716511	meanfemale
TRINITY_DN120411_c0_g1_i3	4.81E-15	7.04E-14	158.3779701	2	7.307227865	29.12693963	4.86428222	136.2282536	7.089882138	25.17789454	4.65408574	87.47492827	6.450797671	79.37457665	6.310605087	31.47765555	4.976256188	189.0176874	7.562377431	19.00906128	4.248615384	26.54306224	4.730262917	NA	NA	NA	NA	7.16445735	-2.321927646	1	female	26.26692265	130.0946832	4.715175284	meanmale	7.023418192	meanfemale
TRINITY_DN120412_c0_g1_i2	2.87E-44	2.76E-42	160.0633099	2	7.322498837	3.157794434	1.658917258	61.72981112	5.947895472	1.958280686	0.969587565	68.16003336	6.090854137	74.91391339	6.227161783	2.10353948	1.072818895	67.31055742	6.072760899	1.762358943	0.817507791	3.085308492	1.625414748	NA	NA	NA	NA	6.089476794	-5.169917312	5	female	2.413456407	86.43552504	1.271100768	meanmale	6.433552477	meanfemale
TRINITY_DN120415_c0_g1_i1	3.76E-07	1.87E-06	250.5984597	2	7.969233737	130.8700626	7.031991299	202.7045901	7.663234948	97.26793491	6.603892383	215.6382156	7.752469066	190.5227594	7.573819539	76.53323453	6.258014469	254.4341421	7.991148466	72.69730641	6.183830005	94.67626955	6.564930957	NA	NA	NA	NA	8.009805333	-1.251961026	1	female	94.4089616	222.7796334	6.560851906	meanmale	7.799473537	meanfemale
TRINITY_DN120417_c0_g1_i2	4.80E-11	4.31E-10	147.0945782	2	7.200600261	69.31465904	6.115088588	145.2067005	7.181964217	44.19895414	5.465940327	128.5390501	7.006062906	160.7473876	7.328651481	49.09679996	5.61755709	158.5959705	7.309212306	33.88988166	5.082782694	47.46634481	5.568833053	NA	NA	NA	NA	7.672697507	-1.606606292	1	female	48.79332792	148.0367374	5.60861198	meanmale	7.209811435	meanfemale
TRINITY_DN120435_c2_g2_i1	0.000254056	0.000755935	8.05606939	2	3.01007611	9.680118206	3.275024665	40.79389808	5.350281466	11.55389071	3.530306848	21.66309739	4.437167629	27.35844205	4.773914172	5.875701331	2.554761064	12.99710119	3.700117982	4.524540875	2.177771403	8.655821153	3.11367069	NA	NA	NA	NA	5.040762909	-1.452004119	1	female	8.058014455	22.17372162	3.010424393	meanmale	4.470779026	meanfemale
TRINITY_DN120445_c0_g1_i1	2.91E-12	3.06E-11	61.62878922	2	5.945532543	23.04174866	4.526178303	78.58012397	6.296092539	18.38606447	4.200540799	52.90387343	5.72530145	55.13300212	5.784844257	16.82764109	4.072761048	81.62487669	6.350937002	11.04816744	3.465735184	16.79169348	4.069675832	NA	NA	NA	NA	5.921433785	-1.94762031	1	female	17.21906303	65.97413309	4.105934736	meanmale	6.043828583	meanfemale
TRINITY_DN120454_c1_g2_i1	0.000865842	0.002296155	2.399982654	2	1.263023979	1.904385291	0.929325391	14.31356434	3.839311069	2.301066411	1.202302622	10.60804782	3.407087279	14.26159192	3.834063123	4.65221559	2.217917955	3.078630578	1.622288761	0.704198394	-0.505946158	2.801392822	1.486144298	NA	NA	NA	NA	3.752711198	-1.820422956	1	female	2.472651702	8.932363462	1.306059036	meanmale	3.159041956	meanfemale
TRINITY_DN120457_c0_g1_i2	1.09E-16	1.94E-15	89.74545024	2	6.487766896	29.89503799	4.901834139	85.31511914	6.414729527	23.76882238	4.570998522	103.2090916	6.689426252	94.77025305	6.566362385	23.17121108	4.534261546	133.3935302	7.059544885	17.79458848	4.153366664	22.59992656	4.498246179	NA	NA	NA	NA	6.694890368	-2.125352993	1	female	23.4459173	101.2866888	4.551264819	meanmale	6.662300777	meanfemale
TRINITY_DN120459_c0_g2_i2	2.80E-08	1.67E-07	164.8633693	2	7.365127074	65.9843387	6.044051738	103.0881756	6.687735052	37.53087404	5.230005984	111.0488806	6.79505104	122.9958206	6.942465483	37.86730073	5.242880681	128.755654	7.008491976	30.0411	4.908865735	55.00614758	5.781520961	NA	NA	NA	NA	6.856137132	-1.488448081	1	female	45.28595221	126.15038	5.500991688	meanmale	6.979000742	meanfemale
TRINITY_DN120473_c0_g1_i2	7.44E-38	5.29E-36	113.3260102	2	6.824335211	3.978049275	1.992061147	100.7107545	6.654073941	0.790004074	-0.340068002	87.16013822	6.445596579	112.3524319	6.811887542	4.332221925	2.115107149	102.4309803	6.678508315	1.92629931	0.945831888	3.466723618	1.793572823	fam193b	Chr03	36629580	36629580	6.683559921	-5.146783824	5	female	2.89865964	103.196063	1.535385943	meanmale	6.689244122	meanfemale
TRINITY_DN120485_c1_g7_i2	1.55E-30	7.78E-29	65.33223006	2	6.029722981	4.936305062	2.303431555	48.99111171	5.614448125	2.676098028	1.420130964	89.39948258	6.482194576	66.16050567	6.047898356	3.924670715	1.972571615	57.31777971	5.840910821	5.042587728	2.334164278	6.359954008	2.669016333	NA	NA	NA	NA	5.415228605	-3.846289207	3	female	4.587923108	65.44022195	2.197841213	meanmale	6.032105736	meanfemale
TRINITY_DN120493_c2_g1_i3	6.87E-05	0.000229183	2.030815832	2	1.022059412	1.360467541	0.444102536	20.39927666	4.350446091	1.534601763	0.617864317	4.681750909	2.227048178	15.85479215	3.986847059	1.455135328	0.54115333	2.08754635	1.06180823	3.167760773	1.663463388	0.936768332	-0.094235789	NA	NA	NA	NA	3.901475826	-2.368678621	1	female	1.690946747	9.01083638	0.757831226	meanmale	3.171661022	meanfemale
TRINITY_DN120501_c0_g1_i2	1.85E-11	1.77E-10	108.4551075	2	6.760954186	38.56537639	5.269234286	110.9684034	6.794005139	25.73517569	4.685669727	91.43225597	6.514631312	102.1902881	6.675114283	26.4633359	4.72592303	112.5409703	6.814306497	46.19012091	5.529512418	33.21253323	5.053655861	NA	NA	NA	NA	7.205691011	-1.63091435	1	female	34.03330842	105.1174051	5.088875499	meanmale	6.715857756	meanfemale
TRINITY_DN120522_c0_g1_i1	6.43E-05	0.000215797	33.65811452	2	5.072882456	20.45963599	4.354708572	22.0547708	4.463018862	12.77461199	3.675207567	26.59201446	4.732921167	37.59317051	5.232398689	13.37367711	3.741324286	44.32920859	5.470185701	13.5164426	3.756643593	12.54637231	3.649198375	prps1	Chr08	16910402	16910402	5.287563571	-1.18783589	1	female	14.534148	32.84545578	3.861374597	meanmale	5.03762188	meanfemale
TRINITY_DN120535_c1_g1_i5	9.41E-35	5.93E-33	88.33832977	2	6.46496765	4.398107207	2.136882771	174.9537963	7.45083016	3.440457639	1.782600481	212.1450691	7.728907336	74.45821834	6.21835919	1.627105867	0.702308122	166.7648429	7.381671364	3.042435516	1.605226686	2.753478975	1.461255592	NA	NA	NA	NA	4.8590572	-5.585462415	5	female	3.052317041	143.3320513	1.609904821	meanmale	7.163217445	meanfemale
TRINITY_DN120542_c0_g1_i1	9.07E-09	5.80E-08	53.95682114	2	5.753733449	27.23076991	4.767165868	58.50736218	5.87054627	27.55064656	4.784014271	56.22696515	5.813190274	73.35478502	6.196819173	19.8889076	4.313892133	49.90180199	5.641020008	18.6742468	4.22297815	24.09062499	4.590399917	NA	NA	NA	NA	7.091410582	-1.314642005	1	female	23.48703917	58.3895471	4.55379295	meanmale	5.867638216	meanfemale
TRINITY_DN120545_c4_g1_i4	9.32E-08	5.11E-07	102.5296139	2	6.679896857	37.47442921	5.227834599	76.08609141	6.249560847	43.12073688	5.430309927	83.32031144	6.380596327	86.43140516	6.433483711	34.31991763	5.100974185	81.73207182	6.352830401	17.18620011	4.103178693	29.47694376	4.881515045	NA	NA	NA	NA	6.613257821	-1.417934034	1	female	32.31564552	86.01989875	5.014160905	meanmale	6.426598528	meanfemale
TRINITY_DN120546_c0_g1_i1	0.001440859	0.003640881	241.3969561	2	7.915263674	98.41716449	6.620838046	103.0317235	6.686944802	58.02242483	5.858538684	114.7128137	6.841882743	72.95041685	6.188844317	47.86062407	5.580767304	148.7224092	7.216478236	58.6493573	5.874043394	77.61415425	6.278247871	NA	NA	NA	NA	6.936851211	-1.016670741	1	female	68.11274499	136.1628639	6.08985287	meanmale	7.089189476	meanfemale
TRINITY_DN120548_c0_g2_i2	0.000507718	0.001414262	49.21406002	2	5.620998635	30.88876767	4.94901041	44.69019281	5.481886364	12.27904297	3.618126216	29.93132653	4.903584314	36.00967935	5.170312848	16.65520578	4.057901274	49.01174775	5.615055689	22.05937755	4.463320178	19.94555104	4.317995077	NA	NA	NA	NA	5.523295023	-1.044319822	1	female	20.365589	41.77140129	4.348061635	meanmale	5.384443637	meanfemale
TRINITY_DN120556_c0_g1_i2	7.19E-05	0.000238759	156.569625	2	7.290660542	58.41198162	5.868192424	79.44491334	6.311882945	31.66878276	4.984989511	68.22976129	6.092329264	60.63727699	5.922133063	38.25364765	5.257525416	93.87663435	6.552694214	30.24731241	4.918735054	41.12543859	5.36195916	LOC100492311-like	Chr01	145104510	145104510	6.275467682	-1.209499526	1	female	39.94143261	91.75164219	5.319814175	meanmale	6.519662075	meanfemale
TRINITY_DN120558_c1_g1_i4	0.000833512	0.002218343	9.181381889	2	3.19871131	2.036606861	1.026167515	4.74045367	2.245025134	1.267281146	0.341736622	4.426679973	2.146225078	5.426755462	2.4400899	1.376717036	0.461232065	5.574944474	2.478957436	4.232400882	2.081476282	1.244388126	0.315436534	NA	NA	NA	NA	2.955853622	-1.531189248	1	female	2.03147881	5.870043094	1.022530316	meanmale	2.553371095	meanfemale
TRINITY_DN120569_c0_g1_i1	7.84E-09	5.07E-08	38.33829946	2	5.260714441	9.071115978	3.18128005	82.65885959	6.369097554	0.278359554	-1.844978494	89.78997747	6.488482512	20.9215955	4.386920972	2.669046194	1.416324275	86.17829784	6.429252698	0.24068635	-2.05477377	0.628347309	-0.670365889	NA	NA	NA	NA	4.472512975	-4.64850231	3	female	2.577511077	63.57740597	1.365978628	meanmale	5.990442249	meanfemale
TRINITY_DN120589_c0_g1_i1	5.74E-06	2.32E-05	52.21122036	2	5.706287975	19.29044258	4.269814338	43.1487664	5.431247409	22.79870415	4.510879921	40.83139002	5.351606777	48.14160641	5.589212378	15.64661554	3.967778722	58.62379151	5.873414373	23.07425496	4.528212161	24.61229547	4.621307312	tbk1	Chr03	48622975	48622975	5.488407911	-1.215256418	1	female	21.08446254	48.59135494	4.398108342	meanmale	5.602627757	meanfemale
TRINITY_DN120593_c0_g1_i1	6.38E-15	9.22E-14	132.7213814	2	7.052256997	37.81639973	5.240940114	123.8992818	6.953024014	37.95868989	5.246358295	105.3404017	6.718915056	112.8890729	6.818762037	33.97213398	5.08627994	166.4760598	7.379170914	34.11310756	5.092254279	31.57616044	4.98076385	NA	NA	NA	NA	6.899242943	-1.88020489	1	female	35.08729832	128.2652395	5.132876961	meanmale	7.002986436	meanfemale
TRINITY_DN120594_c0_g1_i5	1.57E-08	9.70E-08	78.26085988	2	6.290219057	39.86014562	5.316875076	88.20481586	6.462785522	25.98583479	4.699653501	66.70831853	6.059794772	82.51852791	6.366646179	31.26326669	4.966396628	69.29658683	6.11471239	20.92898463	4.387430416	32.19816878	5.008906735	NA	NA	NA	NA	6.920738203	-1.35765175	1	female	30.0472801	76.9978218	4.909162498	meanmale	6.266745729	meanfemale
TRINITY_DN120603_c0_g1_i1	1.41E-06	6.36E-06	121.5749235	2	6.925701874	66.64133425	6.058345381	101.4840349	6.665108975	30.96330236	4.952487444	105.1168711	6.715850428	78.63431762	6.297087166	30.43367504	4.927596653	170.4334333	7.413064561	30.17681903	4.915368833	53.3693566	5.737939714	NA	NA	NA	NA	7.099065841	-1.472562727	1	female	42.31689746	115.4487161	5.403161952	meanmale	6.851108319	meanfemale
TRINITY_DN120616_c0_g1_i3	4.83E-10	3.76E-09	54.08277434	2	5.757097256	24.52552336	4.616212018	72.1854479	6.173636124	18.10252756	4.178119242	72.05395941	6.171005804	66.47704363	6.054784319	18.16068318	4.182746571	49.6498302	5.633716879	28.94475802	4.85523019	21.30077692	4.412834147	NA	NA	NA	NA	7.08467469	-1.500215122	1	female	22.20685381	62.8898111	4.472933106	meanmale	5.974754397	meanfemale
TRINITY_DN120619_c0_g1_i2	4.78E-09	3.21E-08	11.77568756	2	3.557739393	4.873117714	2.284845072	14.59132392	3.867038885	4.968180948	2.312717719	13.52107779	3.757138251	10.86906924	3.442156497	1.761497554	0.816802472	11.80446491	3.561260741	1.484268459	0.569752055	3.294827103	1.720202761	NA	NA	NA	NA	6.140208672	-1.947588325	1	female	3.276378356	12.51232468	1.712101969	meanmale	3.64527795	meanfemale
TRINITY_DN120622_c0_g1_i1	0.000250412	0.000745585	138.5616292	2	7.114383988	96.80398519	6.596994536	133.5915844	7.061685318	35.54129577	5.151424375	117.0451994	6.870921953	73.43803913	6.198455633	35.3517805	5.143710973	170.900342	7.417011474	44.46809262	5.474698619	69.95009093	6.128254028	NA	NA	NA	NA	6.689153693	-1.189549879	1	female	56.423049	126.7073588	5.818212724	meanmale	6.985356505	meanfemale
TRINITY_DN120636_c0_g8_i1	5.64E-13	6.58E-12	82.83083336	2	6.372095999	27.726686	4.793203285	53.48551598	5.741076354	15.45986188	3.950455525	69.86628282	6.12652448	77.92533921	6.284020625	18.27827699	4.192058175	76.83266228	6.263647839	21.22387421	4.407616125	17.95915088	4.166647235	NA	NA	NA	NA	6.554762894	-1.849224941	1	female	20.12956999	72.18812673	4.331244449	meanmale	6.173689662	meanfemale
TRINITY_DN120641_c0_g1_i1	5.59E-07	2.72E-06	10.25367167	2	3.358068702	4.04348681	2.015599905	20.5495746	4.361036624	6.704222752	2.745070084	16.23957419	4.0214419	16.72583242	4.064006108	4.874358749	2.285212436	16.95368131	4.083526668	6.629402324	2.72887881	5.345056416	2.418205175	NA	NA	NA	NA	4.807117761	-1.549336791	1	female	5.51930541	16.14446684	2.464486719	meanmale	4.012967892	meanfemale
TRINITY_DN120650_c0_g1_i1	7.24E-08	4.04E-07	60.08989251	2	5.909050436	20.49614205	4.357280474	40.46912773	5.338749848	18.96037561	4.24491564	43.50786342	5.443204266	42.52415946	5.410210814	15.88192667	3.989314034	51.07200299	5.674460736	20.77951357	4.377089977	13.44670607	3.749180906	NA	NA	NA	NA	5.810203104	-1.414376479	1	female	17.91293279	47.53260922	4.162929657	meanmale	5.570845693	meanfemale
TRINITY_DN120666_c1_g1_i1	6.66E-07	3.19E-06	12.29318476	2	3.619786814	3.05739354	1.612302264	12.9250311	3.692095847	4.175143629	2.061825829	13.53220998	3.758325564	14.7484912	3.882495466	6.331647417	2.66258092	11.34716474	3.504259958	4.694881544	2.231088758	3.955565723	1.983884043	ttc29-like	Chr01	48527193	48527193	4.701643092	-1.535024449	1	female	4.442926371	12.96921636	2.151510233	meanmale	3.697019405	meanfemale
TRINITY_DN120680_c0_g1_i2	2.90E-05	0.000103763	4.658549372	2	2.219880783	1.61177498	0.688650343	5.31741145	2.410724103	1.630568408	0.705374968	2.956176071	1.5637322	5.071979681	2.342548966	1.235567376	0.305173684	4.982386228	2.316836862	1.460240267	0.546205769	1.051633972	0.072632653	NA	NA	NA	NA	2.274618412	-1.71262067	1	female	1.397957001	4.59730056	0.483319986	meanmale	2.200786989	meanfemale
TRINITY_DN120688_c2_g1_i2	4.30E-09	2.90E-08	65.97549694	2	6.043858407	32.82932853	5.036913337	64.71017334	6.015920637	25.80837189	4.689767227	61.7882769	5.949261236	74.92657245	6.227405551	22.47224659	4.490072455	59.81120601	5.902343903	22.48980443	4.49119921	28.14197696	4.814651776	LOC100492300	Chr06	4419945	4419945	7.045945891	-1.315515249	1	female	26.34834568	65.44234513	4.719640478	meanmale	6.032152543	meanfemale
TRINITY_DN120692_c0_g1_i2	2.10E-06	9.19E-06	91.4663108	2	6.515168558	57.00682858	5.833062838	94.80291793	6.566859559	30.96538588	4.952584519	70.53724895	6.140313405	86.18255819	6.429324018	35.42718148	5.146784787	93.68181153	6.549697068	34.48559229	5.10792184	36.62700529	5.194835843	dync2li1	Chr05	14542650	14542650	6.548820324	-1.171650138	1	female	38.9023987	87.33416948	5.281787209	meanmale	6.448474313	meanfemale
TRINITY_DN120706_c0_g1_i2	0.000127177	0.000402232	33.23073427	2	5.054446266	7.906863711	2.983105557	18.53290125	4.212016842	9.000605494	3.170022059	30.85813877	4.947579142	21.49569602	4.42597592	17.0313269	4.090118934	23.21560927	4.537023238	9.853026368	3.300566918	8.108268346	3.019393836	NA	NA	NA	NA	4.744517005	-1.290461055	1	female	10.38001816	25.46661592	3.375737063	meanmale	4.670535357	meanfemale
TRINITY_DN120707_c0_g1_i4	2.88E-11	2.67E-10	34.81302086	2	5.121555103	12.15157228	3.60307109	47.47012582	5.568947969	16.51859988	4.046019504	38.886721	5.281205684	45.07061847	5.494115342	12.90597185	3.689966879	38.19713363	5.255392475	10.78080869	3.430393496	15.09654943	3.91614693	NA	NA	NA	NA	6.296532742	-1.600609056	1	female	13.49070043	40.88752396	3.753893349	meanmale	5.353588794	meanfemale
TRINITY_DN120727_c0_g2_i1	7.53E-06	2.99E-05	27.82218103	2	4.798163615	20.28178384	4.342112642	37.36016299	5.223428844	16.3590945	4.03202099	34.94399832	5.126972787	38.28994523	5.258893691	12.71700832	3.668687411	28.68754835	4.842352775	11.36296943	3.506267992	14.91111187	3.898315933	LOC100489788-like	Chr06	100826442	100826442	5.843336221	-1.146331045	1	female	15.12639359	33.42076718	3.918996159	meanmale	5.062672946	meanfemale
TRINITY_DN120738_c0_g3_i1	0.003955657	0.009039669	4.191658658	2	2.067521238	0.670119211	-0.577510328	1.612577844	0.689368805	1.000758025	0.001093185	3.625171027	1.85804906	2.808543031	1.489821907	2.204981436	1.14076651	5.031397164	2.330959076	1.168175732	0.224257319	0.813252131	-0.298225397	NA	NA	NA	NA	0.640063087	-1.513515579	1	female	1.171457307	3.453869545	0.228304377	meanmale	1.788213592	meanfemale
TRINITY_DN120743_c0_g1_i1	3.02E-16	5.10E-15	298.5994985	2	8.222067932	91.77699832	6.520060717	277.6591734	8.117171251	75.60607289	6.240430215	326.4329944	8.350643076	260.6965657	8.026227767	48.10912013	5.588238509	325.1246878	8.344849299	38.65551456	5.272602337	62.45068818	5.964645565	fbxo40-like	scaffold_85	167555	167555	8.17042857	-2.248150522	1	female	63.31967882	297.702584	5.984582032	meanmale	8.217727934	meanfemale
TRINITY_DN120749_c0_g1_i3	1.78E-27	7.60E-26	42.41683616	2	5.40656511	2.9726187	1.57173442	44.70826776	5.482469744	1.744017636	0.802414629	42.89854988	5.422856975	30.63499107	4.937108526	1.876023532	0.907677924	55.09841081	5.783938803	0.891080365	-0.166372543	0.572626968	-0.804332479	NA	NA	NA	NA	4.712587341	-4.742335648	3	female	1.61127344	43.15141114	0.688201347	meanmale	5.431335834	meanfemale
TRINITY_DN120751_c0_g1_i2	2.88E-16	4.89E-15	86.84082399	2	6.44030151	14.84575766	3.891978819	73.83869323	6.206305116	11.32120785	3.500955981	34.78546118	5.120412543	74.69390842	6.222918685	11.65647973	3.543060254	88.77889188	6.472144796	9.024229498	3.173803758	12.6180865	3.657421241	ppil1	Chr02	76623107	76623107	5.444792999	-2.598281123	1	female	11.89315225	71.78755574	3.572059243	meanmale	6.165661872	meanfemale
TRINITY_DN120753_c3_g1_i2	1.28E-07	6.87E-07	28.39595012	2	4.82761328	11.39383121	3.510181034	30.38741441	4.92540202	8.782235592	3.134588237	26.82192225	4.74534073	35.58884606	5.15335325	9.540624345	3.25408368	32.534118	5.023881538	11.03451852	3.463951775	11.0768493	3.469475674	NA	NA	NA	NA	4.525324117	-1.571268283	1	female	10.36561179	30.74565017	3.373733364	meanmale	4.94231041	meanfemale
TRINITY_DN120772_c0_g1_i1	3.04E-25	1.13E-23	20.47455169	2	4.355759958	3.481467819	1.799695688	27.97911644	4.806278499	1.852918646	0.88979954	21.83514804	4.448580407	30.42958411	4.927402711	2.098826744	1.069583079	20.01450244	4.322973846	1.901052049	0.926798032	1.910278128	0.933782704	NA	NA	NA	NA	4.867190189	-3.421540014	3	female	2.248908677	24.14658054	1.169225078	meanmale	4.593746995	meanfemale
TRINITY_DN120777_c0_g1_i2	3.11E-14	4.16E-13	53.95631565	2	5.753719934	12.92977382	3.692625133	43.24025068	5.434302982	7.520488642	2.910826404	31.80534753	4.991197446	35.47107489	5.148571144	8.376214799	3.066298439	58.71381549	5.875628107	5.843611233	2.546860201	9.313952126	3.219393467	usp4	Chr04	115415191	115415191	5.602515062	-2.356957642	1	female	8.796808124	44.63736085	3.136980144	meanmale	5.480179826	meanfemale
TRINITY_DN120791_c0_g1_i2	0.001915817	0.004703539	31.23898399	2	4.965275627	18.86743717	4.237826565	27.19257497	4.765140867	12.15180138	3.603098289	18.11009785	4.178722436	15.55460646	3.959269989	6.28168504	2.651151609	22.67493891	4.503026759	4.269848271	2.094184805	6.884955192	2.783447265	NA	NA	NA	NA	4.373041705	-1.25696168	1	female	9.691145411	22.95424044	3.27666719	meanmale	4.520688788	meanfemale
TRINITY_DN120798_c0_g1_i3	2.12E-17	4.00E-16	29.87618151	2	4.900923863	2.938452322	1.55505649	26.73106298	4.740445303	6.99643012	2.806618985	27.95771588	4.805174594	32.27077119	5.01215615	5.498229777	2.4589672	27.03042511	4.756512296	4.966702168	2.312288237	6.111687955	2.611570885	meis3	Chr08	58917012	58917012	5.656955585	-2.439088622	1	female	5.302300468	28.77323133	2.406618427	meanmale	4.846655345	meanfemale
TRINITY_DN120805_c0_g1_i3	0.000227132	0.000683669	4.645886222	2	2.215953823	2.997954337	1.583978409	7.634169978	2.932471309	3.150589806	1.655621934	11.21663779	3.487568385	5.897250951	2.560042588	2.029745623	1.021298934	6.362271283	2.669541889	2.096908438	1.068263867	2.41430206	1.271606187	NA	NA	NA	NA	2.867474371	-1.506962843	1	female	2.537900053	7.151243245	1.343635254	meanmale	2.838194076	meanfemale
TRINITY_DN120810_c0_g4_i3	3.55E-12	3.69E-11	21.30525216	2	4.413137222	4.637260653	2.213272821	14.91009089	3.898217147	2.851593652	1.511768414	18.2199975	4.187450856	19.04104297	4.251040599	2.867218532	1.519651867	21.39715481	4.419347068	2.007750695	1.005580139	4.358746069	2.123913158	NA	NA	NA	NA	4.081584332	-2.518626302	1	female	3.34451392	18.97470767	1.74179655	meanmale	4.246005754	meanfemale
TRINITY_DN120818_c0_g1_i2	1.59E-19	3.62E-18	239.9201345	2	7.906410426	1.040956367	0.057909598	204.795556	7.678040599	0.129547278	-2.948449392	195.7069614	7.612551264	213.4368568	7.737665516	5.748303035	2.523136119	225.4732724	7.816812616	0.756096792	-0.403357161	0.175457999	-2.510802374	NA	NA	NA	NA	6.686572866	-7.031249255	7	female	1.570072294	215.8665562	0.65083099	meanmale	7.753995937	meanfemale
TRINITY_DN120830_c0_g4_i1	1.58E-05	5.91E-05	32.41433959	2	5.018560275	1.956151943	0.968018435	23.21761989	4.53714818	0.755514604	-0.404468452	17.16547672	4.101438019	5.288534552	2.402868008	1.633807291	0.708237826	30.82047052	4.945816982	10.68085332	3.416955007	1.330243343	0.411690184	NA	NA	NA	NA	4.949467023	-2.741527124	1	female	3.2713141	21.78128825	1.709870289	meanmale	4.44501738	meanfemale
TRINITY_DN120833_c1_g1_i1	3.82E-09	2.60E-08	11.68829806	2	3.546992968	3.591603839	1.844628227	20.98978204	4.391615281	0.536371187	-0.898696355	19.82616808	4.309333961	13.36585289	3.740479995	0.410344681	-1.285091842	7.983510216	2.997023215	0.521751003	-0.938566626	1.089686517	0.123913158	tdgf1.1	Chr01	124436144	124436144	1.913537325	-3.624151231	3	female	1.229951445	14.77072226	0.298601364	meanmale	3.884668467	meanfemale
TRINITY_DN120833_c1_g3_i2	7.11E-15	1.02E-13	51.93357227	2	5.69859556	10.87582537	3.443052987	40.03898762	5.323333591	8.462213279	3.081035047	39.99464734	5.321735026	31.96403862	4.998377798	6.640989011	2.731398111	47.89868525	5.581914151	11.50647301	3.524373778	12.9169202	3.691190222	NA	NA	NA	NA	6.562094431	-2.085410776	1	female	10.08048417	42.36598622	3.333493029	meanmale	5.404834548	meanfemale
