gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2
TRINITY_DN113836_c0_g1_i1	6.74E-09	4.40E-08	14.40990582	2	3.848989001	57.63656302	5.848912402	23.19754175	4.535900026	40.46113058	5.338464728	20.83737635	4.381101733	23.5739163	4.559119546	53.44548793	5.73999625	12.12992316	3.600498506	67.70996163	6.081296197	62.54827615	5.966898219	NA	NA	NA	NA	5.923663252	1.589455126	1	male	56.36028386	18.82973268	5.816606973	meanmale	4.234940613	meanfemale
TRINITY_DN113862_c0_g1_i1	0.000413519	0.001173754	3.57836572	2	1.839300843	5.027084921	2.32972206	1.705432257	0.77013745	7.507463592	2.908325573	0.949349954	-0.074988096	0.66916264	-0.579571194	12.87753092	3.686784099	0.914857821	-0.128380545	2.178036497	1.123028129	5.084030148	2.345972585	NA	NA	NA	NA	1.412611613	2.079744476	1	male	6.534829216	1.563433678	2.708149532	meanmale	0.644718021	meanfemale
TRINITY_DN114033_c0_g1_i2	0.007394148	0.015810064	2.148576712	2	1.103381287	18.47988646	4.207883988	8.73814653	3.127327299	9.900368167	3.307482176	6.295141018	2.654238696	7.74413005	2.953103181	12.52680414	3.646946494	3.664913415	1.873779115	6.38707268	2.675154867	17.23021097	4.106868461	LOC100496652	Chr09	3835417	3835417	3.480006431	1.177853386	1	male	12.90486848	5.718181545	3.689843534	meanmale	2.515556424	meanfemale
TRINITY_DN114033_c0_g3_i2	0.000209527	0.000635512	8.315092122	2	3.055732247	24.78806678	4.631573855	12.03752066	3.589466369	17.02562479	4.089635837	11.13009846	3.47639445	13.29864733	3.733207605	32.65246799	5.029120135	8.672408181	3.116432661	10.63093611	3.410196734	31.44313418	4.974673124	NA	NA	NA	NA	6.417269749	1.128684839	1	male	23.30804597	10.69075335	4.542756156	meanmale	3.418291615	meanfemale
TRINITY_DN114035_c0_g2_i1	2.33E-14	3.18E-13	16.45685862	2	4.040617067	69.80590027	6.125277079	11.91245065	3.574398332	52.83913216	5.723534867	11.35125396	3.504779774	15.08979849	3.915501635	43.04945243	5.427922982	15.54028492	3.95794105	59.92118534	5.904994258	54.87263286	5.778014895	NA	NA	NA	NA	5.978204672	1.988764418	1	male	56.09766061	14.07012933	5.809868704	meanmale	3.814563684	meanfemale
TRINITY_DN114125_c0_g1_i1	0.003659812	0.008436227	1.526889968	2	0.610596101	5.820510927	2.541145799	4.571087914	2.192537566	6.968881524	2.800927128	3.822368581	1.9344669	5.221155554	2.384369142	9.768617207	3.288154356	2.280257493	1.189196747	10.69078035	3.418295258	9.134136983	3.191268426	psmg1	Chr02	7806389	7806389	2.322857674	1.291367223	1	male	8.476585398	3.484351902	3.083483225	meanmale	1.800890336	meanfemale
TRINITY_DN114143_c0_g1_i3	0.011753042	0.023831443	2.650940881	2	1.406504497	6.911162791	2.788928462	2.495656187	1.319419196	4.726913737	2.240898537	2.212094157	1.145412795	1.300968783	0.379586345	6.210697712	2.63475535	5.106426771	2.352314116	6.187004801	2.629241153	6.108427115	2.610800942	NA	NA	NA	NA	2.664673997	1.111007985	1	male	6.028841231	2.753217356	2.591880737	meanmale	1.46111851	meanfemale
TRINITY_DN114164_c0_g1_i1	3.45E-15	5.13E-14	2.975203143	2	1.572988177	11.88820871	3.571459444	3.858415816	1.948008629	14.60270556	3.868163788	1.952877556	0.965601496	3.088420376	1.626869136	14.35385695	3.843366543	1.277361635	0.353167026	27.25279405	4.768332242	17.59843725	4.137375417	ankrd13a	Chr01	138942447	138942447	5.497498164	2.721153947	1	male	17.1392005	2.630455705	4.099227908	meanmale	1.395312756	meanfemale
TRINITY_DN114222_c0_g1_i1	0.019715553	0.037581992	0.315293327	2	-1.665233458	2.926641166	1.549245868	2.909791706	1.540915883	3.213716642	1.68424273	2.914321665	1.543160122	2.716074146	1.441522864	8.326517583	3.05771324	0.510228544	-0.970784484	4.501610616	2.170441271	3.74326791	1.904298307	znf277	Chr03	57089065	57089065	3.219323164	1.302896421	1	male	4.542350783	1.873141878	2.183439123	meanmale	0.905460178	meanfemale
TRINITY_DN114223_c0_g2_i3	9.38E-19	1.98E-17	30.2877823	2	4.920664041	314.8780213	8.29864925	7.335529363	2.874901081	302.197837	8.239349524	4.338432073	2.117173741	11.17510487	3.482216465	197.5061365	7.625753668	17.11497615	4.097187377	122.9286285	6.94167713	238.7054465	7.899087674	NA	NA	NA	NA	6.911244849	4.051880466	3	male	235.243214	14.05036495	7.878009296	meanmale	3.812535699	meanfemale
TRINITY_DN114231_c0_g1_i1	0.001454041	0.003671739	3.342445702	2	1.740904124	2.94770085	1.559590119	2.286187591	1.192943787	7.891578885	2.980313972	2.103418921	1.072736209	2.441734438	1.287906302	9.659780395	3.271990391	0.781295235	-0.356060279	5.152462933	2.365262221	5.307797013	2.408113199	NA	NA	NA	NA	2.297902657	1.514377893	1	male	6.191864015	2.191016377	2.630373788	meanmale	1.131600268	meanfemale
TRINITY_DN114238_c0_g1_i2	5.17E-06	2.11E-05	10.43859184	2	3.383855201	65.34300044	6.029960797	10.61329863	3.407801213	24.39585786	4.60856431	14.52738518	3.860703147	12.04254814	3.590068786	25.50601605	4.672765668	14.92437166	3.899598288	28.85443468	4.850721161	35.64854398	5.155771248	NA	NA	NA	NA	5.05131235	1.505839174	1	male	35.9495706	12.50923909	5.167902633	meanmale	3.644922131	meanfemale
TRINITY_DN114241_c0_g1_i1	1.69E-05	6.29E-05	2.369728734	2	1.244721921	5.516513108	2.463756653	2.215084349	1.147361637	12.35756566	3.627322667	2.595903354	1.376236673	2.777312636	1.473689587	9.918966741	3.310189843	1.384807662	0.469685612	3.985013734	1.994584696	7.591101658	2.924309272	NA	NA	NA	NA	3.217692201	1.796865289	1	male	7.87383218	2.268567347	2.977065964	meanmale	1.18178149	meanfemale
TRINITY_DN114242_c0_g1_i3	1.56E-10	1.30E-09	811.5254934	2	9.664492606	6708.747482	12.71182773	569.4179908	9.153344266	2226.678807	11.12067775	396.1191137	8.629790506	297.4024449	8.216272697	1460.486	10.51223281	804.5304659	9.652003244	4585.080054	12.16273121	3722.156866	11.86192314	NA	NA	NA	NA	9.372996642	2.678603657	1	male	3740.629842	575.7991017	11.86906549	meanmale	9.169421728	meanfemale
TRINITY_DN114267_c0_g1_i2	0.004044894	0.009218387	2.684002502	2	1.424386016	1.253396442	0.325842803	1.651716942	0.72396647	18.90544239	4.240729704	3.228833087	1.691012863	3.502081208	1.808212538	4.047840921	2.017152594	3.797326764	1.92498415	3.560684396	1.832154567	27.88707944	4.801524946	NA	NA	NA	NA	2.80086313	1.873315785	1	male	11.13088872	2.972792101	3.476496881	meanmale	1.571818573	meanfemale
TRINITY_DN114283_c0_g2_i2	0.003704107	0.008523526	2.440413881	2	1.287125842	3.14956029	1.655150428	0.902275699	-0.148359765	3.135708477	1.64879144	1.883485967	0.913405284	2.655203038	1.408822185	5.037770087	2.332785282	0.259293494	-1.947342087	6.354659651	2.667814858	7.96309378	2.993329048	kcnn1	Chr01	99413404	99413404	0.231456596	1.622384476	1	male	5.128158457	1.628134416	2.358440841	meanmale	0.703219811	meanfemale
TRINITY_DN114327_c0_g1_i1	0.018349534	0.03531093	2.407617805	2	1.267606391	4.984521502	2.317455017	1.59114358	0.670064026	4.891705225	2.290337469	1.257841063	0.330949639	2.264014119	1.178882955	4.295559488	2.102846052	2.813898094	1.492570082	1.793008664	0.842382459	6.625294025	2.727984482	NA	NA	NA	NA	1.006786785	1.121714985	1	male	4.518017781	2.066902932	2.175689949	meanmale	1.047470637	meanfemale
TRINITY_DN114355_c0_g1_i1	1.57E-09	1.14E-08	19.89473587	2	4.31431484	103.0385949	6.687041015	9.228308535	3.206066239	60.25544184	5.913019636	6.645836579	2.732450818	7.132121538	2.834331288	76.78000094	6.262658673	27.85945464	4.800095112	77.10028596	6.268664306	90.4944962	6.499758146	cnp-like	Chr10	2240187	2240187	5.181432319	2.500578284	1	male	81.53376397	14.15209143	6.349325713	meanmale	3.822943369	meanfemale
TRINITY_DN114357_c0_g1_i1	2.72E-12	2.86E-11	8.911429676	2	3.155656904	36.37789284	5.184990073	11.56277113	3.53141529	91.17025456	6.510491299	10.18435825	3.348283169	14.37250729	3.845239857	36.59709412	5.193657195	17.28804438	4.111702776	138.0140752	7.108671596	73.95186912	6.208514707	NA	NA	NA	NA	6.874436309	2.585322526	1	male	75.22223717	12.46382215	6.233087309	meanmale	3.639674647	meanfemale
TRINITY_DN114379_c0_g2_i1	7.09E-17	1.28E-15	3.201760462	2	1.678865377	169.3686452	7.404023007	0.271278927	-1.882151112	53.73872204	5.747890108	0.522729586	-0.935863278	0.032584304	-4.93967901	53.06461726	5.729678308	1.158253758	0.211951363	102.3643289	6.677569254	74.65312719	6.22213079	NA	NA	NA	NA	6.376420616	6.428067597	5	male	90.63788812	1.037321407	6.502042341	meanmale	0.052862973	meanfemale
TRINITY_DN114398_c0_g1_i2	0.0005681	0.001567557	5.361122721	2	2.42253516	24.85811606	4.635645057	8.747734786	3.128909481	10.31199571	3.366251664	4.74342	2.245927616	3.806888768	1.928612417	11.40701827	3.511849823	12.88531568	3.687655977	18.03088038	4.172397935	40.76149041	5.349134898	NA	NA	NA	NA	4.500240249	1.539058421	1	male	21.07390017	7.108896391	4.397385435	meanmale	2.829625608	meanfemale
TRINITY_DN114439_c1_g1_i1	2.26E-07	1.17E-06	3.518393758	2	1.81491695	7.47530492	2.902132428	1.241097071	0.311615959	9.641327725	3.269231836	3.282423678	1.714761466	1.841486399	0.880870742	19.02228539	4.249618681	1.342731455	0.425170796	23.11724983	4.530897871	8.676798451	3.117162818	NA	NA	NA	NA	2.96620228	2.59440793	1	male	13.58659326	2.245226472	3.764111851	meanmale	1.166860975	meanfemale
TRINITY_DN114440_c1_g2_i1	8.33E-06	3.28E-05	0.449474103	2	-1.153690099	6.646799312	2.732659795	1.370990347	0.455218413	13.10278185	3.711801238	2.641772526	1.401506246	3.073927079	1.620082941	21.2633153	4.410294649	0	NA	10.55698783	3.400126352	5.915441094	2.564485749	cutc	Chr07	27179803	27179803	1.112557848	2.900419894	1	male	11.49706508	1.507232811	3.523193718	meanmale	0.591902276	meanfemale
TRINITY_DN114469_c0_g1_i3	0.008110132	0.017165268	6.630648409	2	2.729149958	25.87884005	4.693701049	11.34104817	3.503482079	17.57203869	4.135209676	7.20344857	2.848687746	16.79308104	4.069795042	18.15890934	4.182605649	1.231237863	0.300109503	17.03981789	4.090838012	21.4269245	4.421352883	NA	NA	NA	NA	3.99960479	1.236963489	1	male	20.01530609	8.63989281	4.323031774	meanmale	3.111013414	meanfemale
TRINITY_DN114469_c0_g2_i1	0.000336397	0.000975716	14.87847822	2	3.895155069	30.93357244	4.951101551	10.76457774	3.428219823	31.10455669	4.95905404	9.847379704	3.299739888	23.14127462	4.532396425	37.2716597	5.220007158	4.35901508	2.124002195	22.69828465	4.504511369	28.45306603	4.830512217	NA	NA	NA	NA	5.201884051	1.27759896	1	male	30.0922279	12.59814507	4.911319017	meanmale	3.655139425	meanfemale
TRINITY_DN114496_c0_g1_i1	0.000274278	0.000809699	1.155576159	2	0.208612345	2.768353076	1.469027956	1.997358224	0.998093102	4.644670028	2.215576107	2.339421636	1.226151903	1.975729425	0.982385384	4.607643283	2.20402903	1.418105988	0.503965362	6.917773732	2.790307827	5.979632024	2.580056706	NA	NA	NA	NA	3.039935147	1.484363545	1	male	4.983614429	1.777238286	2.317192455	meanmale	0.829637126	meanfemale
TRINITY_DN114532_c0_g1_i3	0.005174676	0.011476671	0.719847414	2	-0.474236964	4.243085783	2.085113846	2.003081682	1.002221253	4.618605097	2.207457197	1.773177813	0.826337216	2.159208038	1.110502253	2.867696163	1.519892176	0.856080108	-0.224182291	1.403520669	0.48905031	3.898298345	1.962844507	NA	NA	NA	NA	3.753431595	1.182749916	1	male	3.406241211	1.502279011	1.768180602	meanmale	0.587152782	meanfemale
TRINITY_DN114549_c0_g1_i2	2.09E-05	7.67E-05	2.813505381	2	1.492368723	14.15605501	3.823347368	1.9300393	0.948630224	7.006972469	2.808791228	2.988488998	1.579416232	1.593790546	0.672462045	6.689301543	2.741855581	1.901654931	0.927255483	7.534472858	2.913506579	3.933971109	1.975986363	NA	NA	NA	NA	3.383615006	1.794869769	1	male	7.864154598	2.245495831	2.975291683	meanmale	1.167034044	meanfemale
TRINITY_DN114576_c0_g1_i1	1.45E-06	6.53E-06	228.172057	2	7.833978313	467.4245433	8.868589678	145.7485348	7.18733757	414.4662658	8.695110873	140.4220225	7.133625402	153.3339805	7.260533639	328.3470777	8.359077805	221.1135333	7.788643518	471.3821715	8.880753384	474.1271944	8.889130334	NA	NA	NA	NA	8.686999892	1.265800342	1	male	431.1494505	177.7580256	8.752044231	meanmale	7.473770888	meanfemale
TRINITY_DN114599_c0_g1_i2	0.001110541	0.002880411	0.555975999	2	-0.84690549	3.72719049	1.898088554	1.790057008	0.840005534	3.88815258	1.959084835	1.482583332	0.568113197	1.742715018	0.801336668	3.381635687	1.757721243	0.379047518	-1.399549377	2.229490229	1.156713877	4.545466115	2.184428243	NA	NA	NA	NA	1.867638421	1.576270496	1	male	3.55438702	1.190075775	1.829600778	meanmale	0.251053436	meanfemale
TRINITY_DN114606_c0_g2_i1	1.11E-05	4.28E-05	1.983352777	2	0.987941311	5.983262097	2.580932262	0.857032648	-0.222577931	4.774318316	2.255294758	1.19809136	0.260737924	0.805364491	-0.31228623	3.109683705	1.636767847	1.216970612	0.28329433	3.579002582	1.839557585	7.652784108	2.9359847	NA	NA	NA	NA	2.151570702	2.027666609	1	male	5.019810162	1.212162378	2.327632806	meanmale	0.277582971	meanfemale
TRINITY_DN114631_c0_g1_i1	5.36E-06	2.18E-05	1.519778704	2	0.603861267	8.172511729	3.030779543	1.545214669	0.627807279	11.10641655	3.473321506	3.69930178	1.887252997	0.708659836	-0.49683481	7.544444966	2.915414768	2.260666632	1.176748262	11.23899566	3.490441214	9.752803081	3.285816928	NA	NA	NA	NA	1.588286402	2.25215591	1	male	9.563034397	1.946724324	3.257468465	meanmale	0.961048598	meanfemale
TRINITY_DN114634_c0_g1_i1	0.000330566	0.000960655	4.238549071	2	2.08357049	13.15796964	3.717864984	4.50390107	2.171175138	11.62680857	3.539383242	5.265435909	2.396552972	6.129809697	2.615842285	10.99270326	3.458474304	6.257425319	2.645569168	9.858499614	3.301368096	12.77321304	3.675049569	NA	NA	NA	NA	4.212203317	1.136892077	1	male	11.68183882	5.279024213	3.54619548	meanmale	2.400271283	meanfemale
TRINITY_DN114687_c1_g1_i1	2.40E-06	1.04E-05	2.915137598	2	1.543563982	8.071453789	3.012828548	1.51349472	0.597883642	8.985659239	3.167624352	2.592324772	1.374246473	1.007427266	0.010675683	7.679181541	2.940952554	2.319700937	1.213938821	8.243291832	3.043220571	10.31491789	3.366660432	mafg	Chr10	20016369	20016369	2.61060281	2.043927331	1	male	8.658900858	2.069617059	3.114183904	meanmale	1.04936385	meanfemale
TRINITY_DN114694_c0_g2_i3	1.31E-13	1.64E-12	7.619256907	2	2.929650301	26.62906216	4.734929715	12.84126854	3.682715823	185.378288	7.534328471	4.554100399	2.187166097	9.726025713	3.281850406	55.71623335	5.800025824	13.22164617	3.724829907	80.93370408	6.338668719	123.8379935	6.952310191	NA	NA	NA	NA	8.117392256	3.289375527	3	male	94.49905622	9.592459546	6.562228016	meanmale	3.261900776	meanfemale
TRINITY_DN114715_c1_g1_i2	1.13E-09	8.43E-09	0.586459796	2	-0.769895885	12.19110846	3.607757402	2.163626984	1.113451796	10.76092259	3.427729868	2.035313812	1.025251252	2.836183264	1.503950757	6.413892988	2.681200283	1.233762508	0.303064711	7.122387451	2.832360919	12.02849315	3.588384017	NA	NA	NA	NA	4.565162645	2.452895215	1	male	9.703360928	1.771069273	3.278484536	meanmale	0.824620642	meanfemale
TRINITY_DN114821_c0_g1_i1	6.92E-07	3.30E-06	13.74676638	2	3.781020392	28.95436889	4.855709146	10.79779469	3.432664786	25.14427919	4.652158291	3.696561244	1.886183816	7.097084756	2.827226536	27.10575895	4.760527497	8.505795932	3.088446243	64.05021814	6.001131579	25.92842872	4.696462875	NA	NA	NA	NA	4.795763395	1.973306099	1	male	34.23661078	8.7688006	5.097467985	meanmale	3.132379524	meanfemale
TRINITY_DN114824_c0_g1_i2	1.03E-15	1.63E-14	2.384753944	2	1.253840418	78.34392105	6.291749431	9.263470113	3.211552731	74.48831167	6.218942158	4.432514679	2.148125409	4.234117313	2.082061242	51.80434853	5.6950013	8.790324323	3.135916395	26.83238197	4.745903226	94.59480095	6.563688988	NA	NA	NA	NA	5.325546804	3.469339822	3	male	65.21275283	5.821036074	6.027082217	meanmale	2.541275958	meanfemale
TRINITY_DN114848_c0_g1_i2	1.13E-10	9.66E-10	2.138230971	2	1.096417701	33.23781656	5.054753707	2.275134843	1.185952054	17.79041501	4.153028261	3.149967911	1.655337132	1.785395146	0.836243409	10.51189875	3.39395138	3.777637976	1.91748445	9.799323435	3.292682146	23.67876277	4.565521796	NA	NA	NA	NA	3.914473116	2.825234613	1	male	19.00364331	2.625273369	4.248204128	meanmale	1.392467658	meanfemale
TRINITY_DN114897_c0_g1_i1	0.008687222	0.018224263	3.712060575	2	1.892220253	4.908147581	2.295178629	4.662232158	2.221020846	5.208045783	2.380742131	4.420547507	2.144225066	1.67999327	0.748455454	11.33327998	3.502493549	2.041629532	1.029721103	12.50885685	3.644878046	6.792493874	2.763941359	Xetrov90014875m	Chr05	122737456	122737456	0.966193991	1.303247797	1	male	8.150164814	3.303292608	3.026829234	meanmale	1.72390477	meanfemale
TRINITY_DN114915_c0_g1_i3	9.11E-19	1.93E-17	30.64712077	2	4.937679637	238.1156928	7.895518893	17.18437546	4.103025515	93.98070955	6.554292755	12.27414564	3.617550702	16.00731176	4.000659139	105.8245257	6.725530212	23.60595361	4.56107886	189.6276796	7.567025757	189.7136498	7.567679673	NA	NA	NA	NA	6.498585621	3.024916157	3	male	163.4524515	19.94378145	7.352727205	meanmale	4.317867073	meanfemale
TRINITY_DN115005_c0_g1_i2	0.000421317	0.001193785	11.53650198	2	3.528133941	78.47654388	6.294189601	10.84304575	3.438698153	50.71826153	5.66443339	8.585191851	3.101850374	18.23357037	4.188525182	46.52545254	5.539948278	20.77362994	4.376681427	34.96540636	5.127856367	7.382837334	2.884175372	pars2	Chr04	87523532	87523532	4.901015484	1.632292133	1	male	43.61370033	13.99438798	5.446709493	meanmale	3.806776489	meanfemale
TRINITY_DN115006_c1_g1_i1	0.000282159	0.000831115	5.053497855	2	2.337282317	9.927549044	3.311437583	4.572416567	2.192956845	11.83609184	3.565120891	6.237076104	2.640869863	5.350547889	2.419686629	18.74931636	4.228766088	4.389059066	2.133911685	10.46437511	3.387414257	11.42674623	3.514342749	NA	NA	NA	NA	3.734250012	1.287607616	1	male	12.48081572	5.120519496	3.641640323	meanmale	2.356290185	meanfemale
TRINITY_DN115021_c0_g1_i1	5.33E-10	4.13E-09	2.365317621	2	1.242033925	8.817144279	3.140311467	1.54276928	0.625522324	10.13191685	3.340835237	1.923560137	0.943778934	1.259002049	0.332280631	14.01870773	3.80928146	0.260798099	-1.938994741	9.817396048	3.295340417	14.04297492	3.811776689	NA	NA	NA	NA	3.333068974	2.948966393	1	male	11.36562797	1.470289437	3.506605492	meanmale	0.556100188	meanfemale
TRINITY_DN115041_c0_g1_i2	9.18E-09	5.86E-08	39.47252047	2	5.302776739	127.5399496	6.994805406	13.16367557	3.71849047	82.90458444	6.373379977	15.63155872	3.96638974	16.35898556	4.032011383	63.95446499	5.998973179	13.06498533	3.7076336	48.55331049	5.601497761	89.76789806	6.488127709	NA	NA	NA	NA	5.802393091	2.072323227	1	male	82.54404152	19.53834513	6.367092172	meanmale	4.288236373	meanfemale
TRINITY_DN115114_c1_g1_i1	0.004492251	0.01011429	1.372939079	2	0.457267611	1.691912552	0.758655003	1.919386486	0.940645241	2.097167013	1.068441759	1.606411172	0.683841208	1.662715102	0.733540991	3.108310092	1.636130437	0.735450638	-0.443299581	9.175918465	3.197852572	3.422156005	1.774905529	NA	NA	NA	NA	2.725142235	1.431042088	1	male	3.899092825	1.459380495	1.963138501	meanmale	0.545356077	meanfemale
TRINITY_DN115231_c0_g1_i2	0.000353269	0.001018759	6.289293855	2	2.652898044	52.60535502	5.717137763	37.02111022	5.210276255	52.63391647	5.717920844	2.209743367	1.143878829	27.54284396	4.783605629	51.82012297	5.695440534	15.00209883	3.907092446	59.33212681	5.890741593	77.0956106	6.268576818	NA	NA	NA	NA	6.160548786	1.758847446	1	male	58.69742637	17.61301805	5.875225344	meanmale	4.138570236	meanfemale
TRINITY_DN115251_c0_g1_i2	0.000141443	0.00044325	1.547579534	2	0.630013555	11.98369281	3.583000642	1.573480791	0.653959566	5.59265079	2.48353225	1.470037828	0.55585328	2.64595146	1.403786596	5.400536342	2.433102692	1.808730228	0.854977246	2.740253235	1.454309223	8.07962686	3.014288667	NA	NA	NA	NA	1.145359864	1.883443416	1	male	6.759352007	1.809155968	2.756884948	meanmale	0.855316789	meanfemale
TRINITY_DN115252_c0_g2_i1	0.002710224	0.006436747	0.669112563	2	-0.579679163	7.705828903	2.945950153	4.151287008	2.053558679	8.16651321	3.029720234	2.202664197	1.139249568	3.478710336	1.798552554	2.960504519	1.565843056	0.670306165	-0.577107892	4.443272301	2.151622558	6.698487252	2.743835322	NA	NA	NA	NA	4.37600641	1.438180234	1	male	5.994921237	2.234416054	2.583740799	meanmale	1.159897844	meanfemale
TRINITY_DN115257_c0_g1_i2	0.000147483	0.000460706	0.804872231	2	-0.313168313	9.712364986	3.279822638	0.65467446	-0.611150397	10.94945646	3.45278735	6.412612689	2.680912273	0.688059259	-0.539395273	14.09906153	3.817527231	0.376277071	-1.410132716	15.49236466	3.95348546	6.355659966	2.668041941	NA	NA	NA	NA	1.570244549	2.597088851	1	male	11.32178152	1.787299142	3.501029084	meanmale	0.83778112	meanfemale
TRINITY_DN115257_c0_g2_i10	4.68E-06	1.92E-05	1.323860883	2	0.404751526	4.922263622	2.299321926	0.576864791	-0.793694884	6.682657411	2.740421916	3.21118919	1.683107665	0.808375632	-0.306902262	17.99596871	4.169601858	0.663111231	-0.592677205	9.750756449	3.285514145	7.014484794	2.810337143	NA	NA	NA	NA	1.071783513	2.759797174	1	male	9.273226197	1.316680345	3.213071346	meanmale	0.396905141	meanfemale
TRINITY_DN115284_c0_g1_i1	0.000121501	0.000386554	2.268522239	2	1.181752803	2.202045513	1.138844288	2.424771163	1.2778486	11.35574427	3.50535036	2.735011556	1.451546929	2.734891005	1.451483338	15.06371877	3.913006066	2.58334762	1.369241788	9.66335471	3.272524119	7.307309586	2.869340331	NA	NA	NA	NA	2.831868422	1.844339139	1	male	9.11843457	2.549308717	3.188786167	meanmale	1.350106092	meanfemale
TRINITY_DN115289_c0_g1_i3	2.59E-09	1.82E-08	3.917446417	2	1.969913542	17.77188743	4.151525003	5.892223247	2.558812093	15.44387758	3.948963118	3.763448107	1.912055079	5.092539624	2.348385301	13.8106128	3.787705431	3.746051192	1.905370615	15.43094454	3.947754468	16.7336706	4.064682036	NA	NA	NA	NA	4.445217674	1.823774719	1	male	15.83819859	4.482341717	3.98533635	meanmale	2.164252639	meanfemale
TRINITY_DN115324_c0_g1_i4	0.008671171	0.018195666	9.771407428	2	3.288566376	6.091457263	2.606787406	6.008561245	2.587019578	22.53575103	4.494143625	6.992620768	2.805833265	4.401718066	2.138066742	6.137063717	2.617548562	6.223043861	2.637620415	32.11128235	5.005008374	12.81095527	3.679306152	pdgfb	Chr04	110404341	110404341	3.755802111	1.24690644	1	male	15.93730193	6.679470274	3.994335507	meanmale	2.739733692	meanfemale
TRINITY_DN115353_c0_g1_i3	5.00E-11	4.48E-10	67.19450041	2	6.070271254	273.1519766	8.093560053	31.85611275	4.993498327	120.5893906	6.913959175	32.67507132	5.03011848	29.09206544	4.862553822	115.8145855	6.855673145	46.42148039	5.536720626	231.5121108	7.854943855	207.8478383	7.699383933	tbpl1	Chr05	35109984	35109984	6.375329532	2.182201603	1	male	189.7831804	41.44784606	7.568208328	meanmale	5.373225225	meanfemale
TRINITY_DN115366_c0_g1_i1	0.001146822	0.002964967	2.507935214	2	1.32650008	3.560372501	1.83202819	1.631942133	0.706589902	9.21625622	3.204180826	2.55498966	1.353317453	2.401227095	1.263771852	12.85413635	3.684160776	3.400126863	1.765588576	4.827331019	2.271225758	6.121195567	2.613813462	NA	NA	NA	NA	1.827200739	1.550744796	1	male	7.315858331	2.499244193	2.871027138	meanmale	1.321491869	meanfemale
TRINITY_DN115412_c0_g2_i1	4.75E-05	0.000162984	427.912664	2	8.741172566	809.9602547	9.661707305	258.348744	8.01317606	543.005162	9.084822103	205.2581152	7.681295452	241.2008115	7.914090951	452.8433634	8.822868304	348.4246039	8.444702693	874.1300359	9.771704101	718.9670923	9.489781929	NA	NA	NA	NA	8.849736361	1.188535968	1	male	679.7811817	296.2289877	9.408926614	meanmale	8.210569013	meanfemale
TRINITY_DN115465_c1_g1_i3	0.005530556	0.012185697	3.577299662	2	1.838870975	12.73730855	3.670988557	9.00464809	3.170669895	14.48121466	3.856110713	7.371395156	2.881937699	7.927354093	2.986839419	6.985207122	2.804302894	2.841429962	1.506617155	15.32005454	3.937349528	14.1281985	3.820505613	NA	NA	NA	NA	4.234058384	1.056940527	1	male	12.73039667	6.144425393	3.670205469	meanmale	2.619278101	meanfemale
TRINITY_DN115472_c0_g1_i9	1.62E-13	2.01E-12	5.78716329	2	2.532856352	25.50627513	4.672780322	4.499545369	2.16977924	38.89306613	5.281441069	2.37133971	1.245702353	6.596345159	2.721666891	27.23935264	4.767620512	2.652444924	1.407322795	91.39709045	6.514076334	56.47791628	5.819614957	NA	NA	NA	NA	4.00427114	3.462896175	3	male	47.90274013	4.38136769	5.582036278	meanmale	2.131381293	meanfemale
TRINITY_DN115486_c0_g1_i3	0.015274466	0.0300298	6.732907301	2	2.751229602	14.11389986	3.819044774	10.44853736	3.385229095	15.75613244	3.977841544	11.80232162	3.560998773	15.04571902	3.911281148	33.08078378	5.047921511	4.279670096	2.097499589	16.24016774	4.021494629	19.22013625	4.264546658	LOC101731533	Chr07	50701583	50701583	3.127131175	1.045238593	1	male	19.68222401	9.661831079	4.298821344	meanmale	3.27229663	meanfemale
TRINITY_DN115508_c0_g1_i1	0.000557622	0.00154166	6.187174248	2	2.629280665	7.361237406	2.8799483	6.219241128	2.636738553	13.07394553	3.708622686	4.637450467	2.213331872	5.25916295	2.394833198	18.68320799	4.223670288	6.039734291	2.594485082	18.04426424	4.173468413	9.16908391	3.1967776	NA	NA	NA	NA	4.236791596	1.234217737	1	male	13.26634782	5.668552617	3.729699351	meanmale	2.502980411	meanfemale
TRINITY_DN115530_c0_g1_i1	1.07E-06	4.94E-06	1.903170388	2	0.92840473	4.669816478	2.223365854	1.648352956	0.721025195	3.300157547	1.722534899	0.690483654	-0.534320833	0.723092826	-0.467747232	8.193521905	3.034483713	0.988589452	-0.016556582	9.287380378	3.215271724	6.409398497	2.680188971	NA	NA	NA	NA	1.944508816	2.43319005	1	male	6.372054961	1.190737855	2.671758711	meanmale	0.251855834	meanfemale
