gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2
TRINITY_DN119594_c0_g1_i1	4.17E-07	2.06E-06	51.49339941	2	5.68631561	158.6224899	7.309453524	75.10961137	6.230925628	214.9306105	7.747727156	28.00169696	4.807442355	40.80319372	5.350610173	148.9442003	7.218628138	73.37672032	6.197250518	111.7547356	6.804192157	155.0878018	7.276941408	NA	NA	NA	NA	6.209357486	1.545531872	1	male	157.8679676	53.75692436	7.302575573	meanmale	5.748381377	meanfemale
TRINITY_DN119633_c8_g2_i1	5.89E-17	1.07E-15	0.211033573	2	-2.244455562	27.96194989	4.805393064	1.287393375	0.36445295	21.62491639	4.43462265	1.51597651	0.600247399	1.082434688	0.114279978	15.06065064	3.912712193	1.233225155	0.302436223	36.50984457	5.190213622	33.3284608	5.058682786	NA	NA	NA	NA	2.225892886	4.598484674	3	male	26.89716446	1.06601266	4.749387548	meanmale	0.092359901	meanfemale
TRINITY_DN119634_c0_g1_i1	0.000303583	0.000889113	0.430539514	2	-1.215782444	1.55118293	0.633368833	0.577027885	-0.793287056	1.417584918	0.50343516	0.562329992	-0.830511099	0.368054317	-1.442009402	0.846444669	-0.240512331	0.388830278	-1.36278753	1.726483952	0.787836924	1.264369089	0.33841767	NA	NA	NA	NA	1.739898802	1.531569007	1	male	1.361213112	0.465356397	0.444998935	meanmale	-1.103282069	meanfemale
TRINITY_DN119635_c0_g1_i3	7.99E-09	5.15E-08	258.4347991	2	8.013656537	616.0415037	9.266883741	152.6154063	7.253756797	484.4727882	8.920271825	125.8644749	6.975727331	145.1097367	7.181000516	497.0778179	8.957327914	258.8385257	8.015908555	1091.22121	10.09172788	719.8952538	9.491643197	NA	NA	NA	NA	8.459137064	1.845946392	1	male	681.7417147	188.1725885	9.413081663	meanmale	7.55591344	meanfemale
TRINITY_DN119647_c0_g2_i1	9.02E-27	3.71E-25	0.248840067	2	-2.006709295	15.20997959	3.926946312	0.084334936	-3.567725794	6.374750667	2.672368916	0.1354214	-2.884472356	0.319087997	-1.647973755	9.462366412	3.242201028	0.048471881	-4.366708121	12.2594292	3.615819903	8.882022397	3.150888209	NA	NA	NA	NA	3.162926098	5.908137973	5	male	10.43770965	0.167231256	3.383747093	meanmale	-2.57922114	meanfemale
TRINITY_DN119653_c0_g2_i1	5.11E-08	2.92E-07	0.676627682	2	-0.563565893	2.481471743	1.311196026	0.412771287	-1.276585477	3.984771281	1.994496918	0.544977367	-0.875731779	0.462741711	-1.111720947	3.060698002	1.613860702	0.817167376	-0.291296487	2.041442178	1.029588705	3.696909748	1.886319824	trak2	Chr09	49064405	49064405	2.510899846	2.374274849	1	male	3.05305859	0.582857085	1.610302529	meanmale	-0.778538414	meanfemale
TRINITY_DN119656_c0_g1_i2	0.002913791	0.00686242	2.084909997	2	1.059985106	9.37278785	3.228478228	4.239608704	2.083931117	8.103728535	3.018585846	1.906178569	0.930683276	2.138786613	1.096792552	4.95973234	2.310262265	2.436734042	1.284948796	4.777479063	2.256249551	6.23615778	2.64065743	NA	NA	NA	NA	0.720423542	1.380895738	1	male	6.689977114	2.561243585	2.74202284	meanmale	1.356900793	meanfemale
TRINITY_DN119663_c0_g1_i1	8.68E-08	4.79E-07	6.085863391	2	2.60546195	32.83542472	5.037181211	10.09410921	3.335441696	21.96597206	4.457198439	8.9323402	3.159038199	12.58610707	3.653760216	19.94143957	4.317697656	6.035136675	2.593386443	26.86971329	4.747909022	28.90475746	4.853235062	NA	NA	NA	NA	5.293002397	1.581887679	1	male	26.10346142	8.746711309	4.706174748	meanmale	3.128757172	meanfemale
TRINITY_DN119665_c0_g1_i1	0.017011535	0.033030401	1.506249517	2	0.590960779	3.320901354	1.731574869	1.113788399	0.155475171	4.112709635	2.040089218	1.967320654	0.976232122	1.989995325	0.992765042	4.256869453	2.089792847	2.000483932	1.000349041	1.96108191	0.971649795	4.013840346	2.004983233	NA	NA	NA	NA	1.477930937	1.032490462	1	male	3.53308054	1.715567565	1.82096747	meanmale	0.778770038	meanfemale
TRINITY_DN119668_c0_g1_i3	1.37E-10	1.15E-09	601.1155229	2	9.231498466	3209.085396	11.64794647	401.6351052	8.649741564	3198.505373	11.64318219	350.0823063	8.451550337	395.8749523	8.628900978	2064.432132	11.01152928	430.380293	8.749468209	772.1390471	9.592716862	2410.339119	11.23502042	NA	NA	NA	NA	10.68312628	2.408241385	1	male	2330.900213	435.8176359	11.18667159	meanmale	8.767581099	meanfemale
TRINITY_DN119675_c0_g1_i1	0.000886588	0.002344063	0	2	NA	3.802874653	1.927090387	1.743096086	0.801652098	5.300609377	2.406158227	0.559797687	-0.837022569	2.747976607	1.458369723	5.561377327	2.475442224	0	NA	8.839075815	3.143895534	2.820365104	1.495881936	NA	NA	NA	NA	0.187193082	2.377122091	1	male	5.264860455	1.010174076	2.396422695	meanmale	0.014746733	meanfemale
TRINITY_DN119688_c0_g1_i1	2.59E-05	9.38E-05	0.605524434	2	-0.723742918	1.387941823	0.472947097	0.384786793	-1.377868812	2.106188007	1.074634223	0.543729137	-0.879039954	0.582348679	-0.780044875	1.923347667	0.94361957	0.442315857	-1.176851131	2.037938308	1.027110379	1.630061406	0.704926313	NA	NA	NA	NA	1.174943376	1.817820716	1	male	1.817095442	0.51174098	0.861713592	meanmale	-0.966232435	meanfemale
TRINITY_DN119692_c0_g1_i1	0.007990263	0.016940168	1.551995783	2	0.634124638	1.927869863	0.947007669	0.710086929	-0.493932444	5.278325425	2.4000803	0.506767525	-0.980604019	0.995063278	-0.007139823	4.908679246	2.295334898	2.358059221	1.237599951	1.867073096	0.90077841	2.599610884	1.378295693	NA	NA	NA	NA	1.117465448	1.44375979	1	male	3.316311703	1.224394547	1.729623116	meanmale	0.292186349	meanfemale
TRINITY_DN119706_c0_g1_i2	0.004163357	0.009455888	4.476206018	2	2.162276438	7.137429035	2.835404496	2.242582149	1.165160834	4.183393643	2.064673757	0.932034293	-0.101545057	0.665489368	-0.587512477	12.83690458	3.682225456	4.473359551	2.161358721	11.44624881	3.516802967	4.579338654	2.19513926	NA	NA	NA	NA	2.544179984	1.648605329	1	male	8.036662944	2.557934276	3.006614528	meanmale	1.355035595	meanfemale
TRINITY_DN119708_c0_g2_i4	0.005732051	0.012587858	7.068785035	2	2.82146227	43.11639431	5.43016463	19.414484	4.279061459	15.40822269	3.945628554	8.093494077	3.016762669	16.08817604	4.007928868	25.31293344	4.661802802	8.476214914	3.083420168	19.66876725	4.297834634	23.94419923	4.581604283	NA	NA	NA	NA	3.819538318	1.119754985	1	male	25.49010338	11.82823081	4.671870979	meanmale	3.564174593	meanfemale
TRINITY_DN119712_c0_g1_i2	1.12E-06	5.18E-06	0.720656032	2	-0.472617267	2.003520392	1.002537194	0.439630429	-1.185636849	1.655183965	0.726991574	0.282375824	-1.824311519	0.246426221	-2.020772321	1.558498071	0.640156369	0.084226518	-3.569581665	2.807297432	1.489181925	2.241770493	1.164638586	NA	NA	NA	NA	1.275927266	2.524852852	1	male	2.053254071	0.354663005	1.03798242	meanmale	-1.495072524	meanfemale
TRINITY_DN119721_c1_g1_i2	1.12E-12	1.26E-11	3.313840838	2	1.728504312	22.78957002	4.5103018	7.084983673	2.824764529	28.89060804	4.852528662	3.741690244	1.90369013	6.115877065	2.612559407	17.81589923	4.155093398	3.547274219	1.826710861	21.21927479	4.407303445	22.93656041	4.519577154	NA	NA	NA	NA	4.940954452	2.26202726	1	male	22.7303825	4.760733208	4.506556403	meanmale	2.251214086	meanfemale
TRINITY_DN119726_c0_g1_i1	7.58E-07	3.60E-06	16.20019427	2	4.017939209	27.87695916	4.801001294	9.483493512	3.245418614	56.8096972	5.828065308	15.74469594	3.976793991	11.51753726	3.52576036	28.04545833	4.809695255	12.17637345	3.606012607	38.49691876	5.266671074	38.76501823	5.276683438	NA	NA	NA	NA	5.020683532	1.532754477	1	male	37.99881034	13.02445889	5.247886143	meanmale	3.703162607	meanfemale
TRINITY_DN119737_c0_g2_i2	5.10E-20	1.22E-18	0.289467901	2	-1.788524718	8.004789403	3.000863448	0.551836156	-0.857688111	5.401843851	2.433451937	0.590743116	-0.759397182	0.463981414	-1.107861079	9.233591891	3.206891969	0.465183101	-1.104129407	12.8514936	3.683864134	8.571668955	3.099576133	NA	NA	NA	NA	3.173185242	4.204077928	3	male	8.81267754	0.472242338	3.139596788	meanmale	-1.08209524	meanfemale
TRINITY_DN119744_c0_g1_i1	7.98E-08	4.43E-07	0.150694511	2	-2.730301227	5.229458594	2.386661592	0.663938722	-0.590878	5.236041514	2.388476536	1.574583334	0.654970113	1.674710272	0.743911528	8.174494858	3.031129582	0.704495531	-0.50533754	11.62543018	3.539212197	7.33205616	2.874217836	gli3	Chr06	66227506	66227506	2.579254525	2.963662105	1	male	7.519496261	0.953684474	2.910655203	meanmale	-0.068264797	meanfemale
TRINITY_DN119747_c0_g1_i2	1.69E-10	1.40E-09	0	2	NA	0.972291699	-0.040538891	0.139269468	-2.844049084	0.927681565	-0.108298423	0.02981772	-5.067686243	0.078064771	-3.679184553	1.900794518	0.92660258	0	NA	1.412444668	0.498194352	0.710165092	-0.493773648	NA	NA	NA	NA	0.105309419	4.471752536	3	male	1.184675508	0.049430392	0.244613723	meanmale	-4.335542157	meanfemale
TRINITY_DN119755_c0_g1_i2	0.007398622	0.015818131	3.611426708	2	1.852568892	6.171312336	2.625577313	1.019963833	0.028517996	6.734956469	2.751668621	5.765104874	2.527346852	4.459421749	2.156856649	12.47447831	3.640907577	2.344915078	1.229535676	9.424789132	3.23646034	9.121781629	3.189315633	NA	NA	NA	NA	1.170792665	1.335331304	1	male	8.785463575	3.440166448	3.135134835	meanmale	1.782520306	meanfemale
TRINITY_DN119772_c0_g1_i4	0.015314587	0.03010081	0.073637247	2	-3.763420499	1.742309947	0.801001294	1.048175599	0.067880429	1.561182519	0.642639214	1.154136082	0.206813339	1.259002049	0.332280631	2.587790713	1.371720944	0.258190118	-1.953494311	1.940469688	0.956405897	2.11445554	1.080286226	NA	NA	NA	NA	0.508336474	1.376603233	1	male	1.989241681	0.758628219	0.992291089	meanmale	-0.398344899	meanfemale
TRINITY_DN119773_c0_g1_i1	0.003201893	0.007468435	2.39678019	2	1.261097605	27.4474146	4.778598356	0.48737884	-1.036884478	21.93475854	4.45514692	2.75479388	1.461944377	4.917431824	2.297905051	18.55621843	4.213830829	16.9194392	4.080609846	30.7558486	4.942788877	9.06160367	3.179766393	LOC100497434-like	Chr10	39208708	39208708	3.315423535	1.927250651	1	male	21.55116877	5.495164787	4.429700901	meanmale	2.458188998	meanfemale
TRINITY_DN119773_c0_g2_i1	7.76E-06	3.07E-05	0.363672567	2	-1.459287992	1.93606946	0.953130713	0.308132682	-1.698376385	3.212590997	1.683737319	0.31666314	-1.658979149	0.829045132	-0.270477453	3.637479227	1.862939009	0.637562287	-0.649361801	3.888918159	1.959368874	0.870222508	-0.200543763	efr3b	scaffold_452	24343	24343	0.977537237	2.469816796	1	male	2.70905607	0.491015162	1.437843507	meanmale	-1.025866733	meanfemale
TRINITY_DN119782_c1_g1_i1	1.18E-14	1.66E-13	8.981705696	2	3.16698945	103.2816016	6.690439468	12.01369165	3.586607635	46.12421016	5.527452301	5.630906145	2.493367104	8.565425125	3.098524853	29.52437081	4.88383441	9.330976954	3.222028139	43.22048101	5.433643223	62.13601158	5.957357735	NA	NA	NA	NA	5.827516731	2.667969453	1	male	56.85733503	8.904541114	5.829277112	meanmale	3.154557467	meanfemale
TRINITY_DN119782_c3_g1_i1	4.65E-12	4.77E-11	0.572846995	2	-0.803778242	22.70289941	4.504804652	1.06779662	0.094636887	2.825381466	1.498445665	0.280574461	-1.8335444	1.020225798	0.028888487	12.62073082	3.657723549	0.781099298	-0.356422131	6.289798298	2.653013753	34.95413744	5.127391329	NA	NA	NA	NA	3.592657293	4.411301669	3	male	15.87858949	0.744508634	3.989019943	meanmale	-0.425445749	meanfemale
TRINITY_DN119782_c3_g2_i1	1.89E-09	1.35E-08	1.164742989	2	0.220011646	9.842375905	3.299006618	0.676706774	-0.563397265	3.380685702	1.757315897	0.434650608	-1.202071932	0.56897208	-0.813570235	12.59442522	3.654713377	0.777880483	-0.362379585	4.384715159	2.132483125	20.50496648	4.35790148	NA	NA	NA	NA	1.24678213	3.790401929	3	male	10.14143369	0.724590587	3.342203941	meanmale	-0.46456294	meanfemale
TRINITY_DN119790_c0_g1_i1	0.002736464	0.006491549	0.330916083	2	-1.595462684	1.055308914	0.077665372	0.760679741	-0.394638912	1.436194893	0.522251538	0.667108728	-0.584006178	0.860967936	-0.215968585	1.065685011	0.091781078	0.235417581	-2.08670603	1.978120618	0.984130399	1.790247814	0.840159306	Xetrov90012201m	Chr04	101862376	101862376	2.321121776	1.362707057	1	male	1.46511145	0.571018014	0.55110888	meanmale	-0.808139205	meanfemale
TRINITY_DN119797_c1_g1_i1	0.024146313	0.044853093	2.41245886	2	1.27050434	1.317242373	0.397520826	5.471709464	2.451991628	2.131104823	1.091601557	1.817841684	0.862226561	0.951846053	-0.071199837	14.84897686	3.892291623	1.952000353	0.964953314	10.20561747	3.351291567	5.772709271	2.529248569	NA	NA	NA	NA	0.928797019	1.47570135	1	male	6.855130159	2.521171283	2.777205104	meanmale	1.334151357	meanfemale
TRINITY_DN119798_c0_g1_i2	7.43E-08	4.14E-07	0.377787209	2	-1.404354239	0.794552505	-0.331785537	0.042678899	-4.550333231	1.001182846	0.001705478	0	NA	0.035884231	-4.800506186	4.016948443	2.006099945	0	NA	3.655104661	1.869912717	1.456439711	0.542445983	NA	NA	NA	NA	1.02494228	4.579509593	3	male	2.184845633	0.091270068	1.127597382	meanmale	-3.452134564	meanfemale
TRINITY_DN119800_c0_g2_i2	2.73E-06	1.17E-05	0.497511648	2	-1.007197792	1.970443656	0.978520497	0.725768015	-0.462419617	2.101904589	1.071697183	0.367279764	-1.445048685	0.110949556	-3.172024201	1.648970102	0.721565241	0.252811157	-1.983867961	2.998763889	1.584367934	1.475163123	0.560874496	inpp1	Chr09	30031965	30031965	2.001733483	2.383265291	1	male	2.039049072	0.390864028	1.027967247	meanmale	-1.354892221	meanfemale
TRINITY_DN119801_c0_g1_i1	1.29E-08	8.07E-08	43.66024231	2	5.448248232	160.7609816	7.328773481	23.26475517	4.5400741	106.6400748	6.736605887	34.04843141	5.089516431	26.58975229	4.732798432	83.3929213	6.381853022	55.12493733	5.784633205	125.4585358	6.97106682	132.9939316	7.055216608	NA	NA	NA	NA	6.428927926	1.714059826	1	male	121.849289	36.5376237	6.928955207	meanmale	5.191314852	meanfemale
TRINITY_DN119802_c0_g1_i1	0.016453083	0.032095248	0.089199758	2	-3.486816394	0.68592228	-0.543882977	1.042965595	0.060691568	0.315187192	-1.665719185	0.262134645	-1.931620055	0.190634975	-2.391115266	2.073721266	1.052221991	0	NA	1.890675026	0.918901411	0.586970315	-0.768640551	NA	NA	NA	NA	0.32047989	1.843060922	1	male	1.110495216	0.316986995	0.151333086	meanmale	-1.657049389	meanfemale
TRINITY_DN119819_c1_g1_i1	0.026773456	0.048979011	0.685713932	2	-0.54432126	1.802720254	0.850175537	0.929587291	-0.10533775	0.942265728	-0.085794124	1.219031094	0.285734925	0.618761051	-0.692545708	1.997838849	0.998440216	0.22261852	-2.167354477	2.051397449	1.036607035	1.093884539	0.129460468	NA	NA	NA	NA	1.160257844	1.094090795	1	male	1.577621364	0.735142378	0.657842438	meanmale	-0.443708172	meanfemale
TRINITY_DN119822_c0_g1_i1	6.85E-06	2.74E-05	18.40655373	2	4.20214763	46.51597781	5.539654449	22.27303045	4.477225958	33.81750023	5.079698115	16.28121952	4.025136861	17.17571147	4.102297956	44.29140614	5.468954895	16.51320815	4.045548526	35.24717887	5.139435886	41.1496102	5.362806859	NA	NA	NA	NA	5.548960023	1.150115838	1	male	40.20433465	18.12994466	5.329282738	meanmale	4.180310574	meanfemale
TRINITY_DN119831_c1_g1_i3	3.09E-10	2.47E-09	0.474102821	2	-1.076728117	4.126478696	2.044911192	0.275450115	-1.86013703	1.585496434	0.664934633	0.375960017	-1.411348854	0.492144147	-1.022847158	5.95039939	2.572986505	0.277053323	-1.851764424	3.802349775	1.92689125	2.431003189	1.281551786	NA	NA	NA	NA	2.070550823	3.235270534	3	male	3.579145497	0.378942085	1.8396555	meanmale	-1.399570057	meanfemale
TRINITY_DN119833_c0_g1_i1	0.000406036	0.001155011	1.166327673	2	0.221973162	2.819606354	1.495493762	1.701434174	0.766751337	5.106725235	2.352398438	0.960370867	-0.058336455	1.300507611	0.379074842	7.2653555	2.861033392	1.955813785	0.967769016	3.311685487	1.727565666	3.154901917	1.657595154	NA	NA	NA	NA	2.028535032	1.623680213	1	male	4.331654899	1.416890822	2.114951614	meanmale	0.502830414	meanfemale
TRINITY_DN119848_c2_g1_i1	0.000255259	0.000759116	1.257098968	2	0.330098234	1.394243488	0.479482533	0.7988366	-0.324027661	3.470278962	1.79505164	0.7183329	-0.477275502	0.53732664	-0.896128728	3.185876981	1.67169056	0.275480943	-1.859975574	2.34047669	1.226802397	2.538066667	1.343729965	NA	NA	NA	NA	0.666554531	1.846582649	1	male	2.585788558	0.71741521	1.370660102	meanmale	-0.47891868	meanfemale
TRINITY_DN119869_c0_g1_i1	1.66E-08	1.02E-07	13.87969815	2	3.794904288	98.94573674	6.628565642	26.52082278	4.729053629	64.37010548	6.008318928	22.23066929	4.474479479	31.65786223	4.984491932	46.38306456	5.535526238	19.78788104	4.306545226	73.13713454	6.192532199	74.08361404	6.211082575	NA	NA	NA	NA	5.76538692	1.645648335	1	male	71.38393107	22.8153867	6.157529468	meanmale	4.511941524	meanfemale
TRINITY_DN119887_c0_g1_i2	1.93E-05	7.12E-05	4.564802943	2	2.190552582	53.11956239	5.731171356	5.991370286	2.582885999	8.211495581	3.037645008	3.739871417	1.902988669	1.206166231	0.27042875	14.53860062	3.861816507	6.887133674	2.783903679	18.35262281	4.197914351	19.26419426	4.26784994	NA	NA	NA	NA	3.512212868	2.31782314	1	male	22.69729513	4.47786891	4.504454831	meanmale	2.162844512	meanfemale
TRINITY_DN119888_c0_g1_i1	1.71E-09	1.23E-08	0.517912547	2	-0.949219585	3.262675811	1.706055644	0.789870982	-0.340311073	2.573498119	1.363730728	0.591892335	-0.756593321	0.730532053	-0.45298052	2.219085087	1.149964986	0.348052771	-1.522622034	3.337801029	1.738897956	3.686915399	1.882414312	NA	NA	NA	NA	3.282849178	2.339420827	1	male	3.015995089	0.595652138	1.592681913	meanmale	-0.747215872	meanfemale
TRINITY_DN119895_c1_g1_i1	1.71E-05	6.39E-05	3.626508596	2	1.858581269	18.28036359	4.19222286	8.336287547	3.059405042	15.32140019	3.937476243	2.574240502	1.364146846	4.717672824	2.238075369	13.89526172	3.796521103	6.081288876	2.604377123	37.39492838	5.224770715	18.86473242	4.237619732	b4galnt4	Chr04	13867697	13867697	2.530693735	2.040083249	1	male	20.75133726	5.067199669	4.375139357	meanmale	2.341217149	meanfemale
TRINITY_DN119898_c1_g1_i2	4.11E-12	4.25E-11	6.892912306	2	2.785113661	20.27208838	4.341422814	5.174334904	2.371373434	37.7576363	5.238696547	7.21491693	2.850982784	7.269286839	2.861813834	27.21862671	4.766522374	7.152591129	2.838465974	30.48249508	4.929909091	22.1973555	4.472315905	NA	NA	NA	NA	5.210914309	2.027264587	1	male	27.58564039	6.740808422	4.785850797	meanmale	2.752943026	meanfemale
TRINITY_DN119911_c3_g1_i1	3.23E-05	0.000114636	0.198449002	2	-2.333159788	0.422590085	-1.242669176	0.060531111	-4.046179359	0.350609606	-1.512062571	0.038879297	-4.684854057	0.033929528	-4.881314829	0.665210139	-0.588117937	0	NA	0.52294768	-0.93526148	0.237431695	-2.07441556	NA	NA	NA	NA	0.026323935	2.722766238	1	male	0.439757841	0.066357788	-1.184890765	meanmale	-3.911417924	meanfemale
TRINITY_DN119913_c1_g1_i3	5.22E-05	0.000178049	1.037082163	2	0.052530196	4.043879878	2.015740143	2.22697605	1.155086043	6.786705978	2.762711512	1.462901722	0.548832852	2.248336512	1.168857982	3.314864966	1.728950102	1.15390733	0.206527366	3.925858919	1.973008329	3.176456443	1.667418236	NA	NA	NA	NA	4.61612735	1.393131968	1	male	4.249553237	1.625840755	2.087345125	meanmale	0.701274691	meanfemale
TRINITY_DN119918_c0_g5_i2	3.62E-07	1.80E-06	0.125967265	2	-2.988879224	0.316675534	-1.658922684	0.11206609	-3.157578295	0.556381395	-0.845853917	0.05141454	-4.281679779	0.148067347	-2.755674574	1.115211551	0.157317409	0	NA	1.425201557	0.511165965	0.584008516	-0.775938688	NA	NA	NA	NA	1.063002304	3.19241155	3	male	0.799495711	0.087503048	-0.322657362	meanmale	-3.512875116	meanfemale
TRINITY_DN119920_c0_g1_i1	0.010109759	0.020846007	0.675839171	2	-0.565248125	2.579167481	1.366905459	0.066498429	-3.910535932	1.059227509	0.083012496	0.626444467	-0.674741472	0.95049698	-0.073246052	1.143330138	0.193242044	1.146608081	0.197372352	3.247181045	1.699187824	1.747616928	0.805388985	NA	NA	NA	NA	2.112006053	1.474353096	1	male	1.95530462	0.693177426	0.967467167	meanmale	-0.52849531	meanfemale
TRINITY_DN119920_c0_g2_i1	8.28E-11	7.19E-10	0.729388956	2	-0.45523974	39.69308858	5.31081592	0.593277172	-0.753221823	16.10809149	4.009713666	1.095557697	0.131665465	1.122355883	0.166530206	2.208337572	1.142960723	1.960685052	0.971357812	16.04508037	4.004059111	24.0856316	4.590100851	NA	NA	NA	NA	3.298371929	4.118048213	3	male	19.62804592	1.100252952	4.294851997	meanmale	0.13796636	meanfemale
TRINITY_DN119925_c1_g1_i1	2.19E-05	8.00E-05	0.106408935	2	-3.232308798	0.755313459	-0.4048526	0.540949304	-0.886434699	1.879978949	0.910716507	0.277962572	-1.84703746	0.04548278	-4.458535752	1.956028882	0.967927673	0	NA	0.853409788	-0.228689438	1.655050391	0.726875143	hspd1	Chr09	38174666	38174666	0.244910263	2.830917685	1	male	1.419956294	0.194160718	0.505948122	meanmale	-2.363933894	meanfemale
TRINITY_DN119938_c1_g2_i1	8.00E-08	4.44E-07	0.030056019	2	-5.056202257	0.995605684	-0.006353628	0.152795277	-2.710328145	0.716869524	-0.480217534	0.078512659	-3.670930904	0.102775677	-3.28242922	0.877492612	-0.188541116	0.210767443	-2.246276062	0.860900483	-0.216081618	0.791122821	-0.338026406	foxp1	Chr04	130190634	130190634	0.299133592	2.88500901	1	male	0.848398225	0.114981415	-0.237016453	meanmale	-3.11927323	meanfemale
TRINITY_DN119940_c2_g4_i3	1.80E-06	7.99E-06	1.724850784	2	0.78647156	2.750320253	1.459599619	0.533740554	-0.905789462	5.763520511	2.526950317	0.734620746	-0.444928456	0.705204831	-0.503885737	5.108724595	2.352963164	0.788836546	-0.342201703	3.86649714	1.951027146	5.114325019	2.354543848	NA	NA	NA	NA	1.39453993	2.327344634	1	male	4.520677504	0.897450692	2.176570915	meanmale	-0.155934673	meanfemale
TRINITY_DN119963_c0_g1_i6	8.04E-18	1.57E-16	1.871960699	2	0.904550146	20.85840871	4.382557194	1.54919035	0.63151442	14.95969601	3.903008954	1.023479167	0.033481736	2.009652326	1.006945934	10.12080316	3.339251878	1.882568615	0.912702449	23.69208957	4.56633354	18.59457521	4.216809885	NA	NA	NA	NA	3.947021222	3.401353252	3	male	17.64511453	1.667370231	4.141205066	meanmale	0.737661006	meanfemale
TRINITY_DN119965_c0_g1_i1	8.64E-05	0.000282402	0.568053682	2	-0.815900822	2.095145585	1.067050496	0.254806316	-1.972527056	2.494261957	1.318612991	0.687383727	-0.540812397	0.371349385	-1.429150906	1.002655389	0.003825839	0.683438319	-0.549116956	2.297064517	1.199791378	1.379270117	0.463905023	NA	NA	NA	NA	2.32749773	1.824630842	1	male	1.853679513	0.513006286	0.890469661	meanmale	-0.962670396	meanfemale
TRINITY_DN119972_c0_g1_i1	9.73E-05	0.000315176	1.075545135	2	0.105068068	17.35928568	4.117635678	6.639387216	2.731050094	8.313455744	3.055448302	2.659039013	1.410904944	4.761431166	2.251395276	7.455612176	2.898326816	2.648765062	1.405319886	13.07099183	3.708296712	13.55758697	3.76102852	NA	NA	NA	NA	3.807946734	1.757427276	1	male	11.95138648	3.556833518	3.579118161	meanmale	1.83063401	meanfemale
TRINITY_DN119976_c0_g1_i4	0.000111064	0.000355908	2.190152694	2	1.131031456	3.253850365	1.702147907	1.242869836	0.313675213	3.734469588	1.90090335	1.663122267	0.733894234	1.132082784	0.17897946	7.077132287	2.823164887	0.357172495	-1.485307109	8.228232153	3.040582499	3.473526117	1.796400945	NA	NA	NA	NA	2.184749167	1.974976285	1	male	5.153442102	1.317080015	2.365564358	meanmale	0.397452528	meanfemale
TRINITY_DN119977_c0_g2_i5	1.33E-14	1.85E-13	0.572272928	2	-0.805224735	5.323833966	2.412465579	0.423164251	-1.240710341	6.640843714	2.731366546	0.373724386	-1.41995339	0.867249438	-0.205481094	9.113260367	3.187967286	0.729646631	-0.454730161	6.228856017	2.638967224	4.077008255	2.027510878	NA	NA	NA	NA	3.218417478	3.410303213	3	male	6.276760464	0.593211527	2.650043138	meanmale	-0.753138283	meanfemale
TRINITY_DN119986_c0_g1_i1	7.05E-12	7.07E-11	18.87079397	2	4.238083219	78.09056836	6.287076408	8.916606903	3.156494816	52.84591052	5.723719928	6.545326801	2.710465226	6.62685128	2.728323543	49.44634842	5.627792078	11.53093421	3.527437496	46.2021137	5.52988695	65.95315319	6.043369731	NA	NA	NA	NA	4.93303787	2.468503603	1	male	58.50761884	10.49810263	5.870555065	meanmale	3.392070444	meanfemale
TRINITY_DN119996_c0_g1_i1	1.05E-13	1.32E-12	0.11394076	2	-3.133644161	2.291531931	1.196312389	0.057923872	-4.109698145	1.358807007	0.442340563	0	NA	0	NA	1.694064956	0.760489193	0.133168017	-2.908680463	2.088721711	1.062620289	3.54439598	1.825539791	NA	NA	NA	NA	0.561162075	5.175788111	5	male	2.195504317	0.06100653	1.134618081	meanmale	-4.032529636	meanfemale
TRINITY_DN120003_c1_g1_i1	9.78E-05	0.000316558	4.326188244	2	2.113096442	5.118035471	2.355590146	1.588381178	0.66755717	8.386386995	3.068049406	2.040443131	1.028882502	2.260083538	1.176376099	18.97160243	4.245769636	2.387660926	1.255597973	4.956634528	2.309360887	12.94002739	3.693768766	aamp	scaffold_305	149935	149935	1.919948403	2.004521959	1	male	10.07453736	2.520551403	3.332656005	meanmale	1.333796613	meanfemale
TRINITY_DN120003_c1_g5_i1	2.35E-06	1.02E-05	2.36462463	2	1.241611183	8.900931253	3.153956285	2.732045982	1.449981765	19.93901586	4.317522299	4.562481536	2.18981872	4.318533424	2.110541456	19.2928267	4.269992631	4.271095321	2.094606096	13.05349714	3.706364463	14.91719928	3.898904788	NA	NA	NA	NA	2.637250345	2.05033291	1	male	15.22069405	3.649756179	3.927971719	meanmale	1.867839616	meanfemale
TRINITY_DN120003_c1_g7_i2	8.07E-08	4.48E-07	1.289795253	2	0.367142065	4.068997144	2.024673268	1.748509428	0.806125575	13.86236341	3.79310134	0.842304284	-0.247586591	1.470139038	0.555952604	9.7626352	3.287270623	0.753722704	-0.407894244	6.649894771	2.733331511	10.03053055	3.326326012	NA	NA	NA	NA	0.809866766	2.855281712	1	male	8.874884215	1.220894141	3.149744554	meanmale	0.288056278	meanfemale
