gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2	cutoff
TRINITY_DN122908_c0_g1_i1	7.230246038	2	2.854044741	3.288014588	1.7172167	9.754005868	3.28599484	6.628011793	2.72857617	3.683482444	1.881070367	NA	NA	NA	NA	1.963495354	1.203417888	0.007178929	0.036675475	7.870754566	3.485748516	2.976520283	meanmale	1.801509876	meanfemale	FC1
TRINITY_DN125174_c0_g8_i1	18.36665433	2	4.199016944	13.01214284	3.70178666	19.00804819	4.248538494	34.95364663	5.127371071	8.409914909	3.072091203	NA	NA	NA	NA	2.841264871	1.20346438	0.007847241	0.039475199	24.10944972	10.71102887	4.591532802	meanmale	3.421038632	meanfemale	FC1
TRINITY_DN135223_c2_g3_i2	13.48067952	2	3.752821315	5.742448013	2.521665891	23.61693354	4.56174975	16.37281228	4.033230243	9.996085402	3.321363227	rnf166	Chr04	60722355	60722355	2.332171	1.203799625	0.00763794	0.038593572	17.82347511	7.869266708	4.155714841	meanmale	2.976247539	meanfemale	FC1
TRINITY_DN135264_c5_g1_i1	6.602652824	2	2.723045789	3.636449694	1.862530618	11.38084643	3.508535954	8.579545653	3.100901249	4.20129882	2.070835402	NA	NA	NA	NA	2.728430274	1.206766937	0.004093754	0.0230012	8.854348302	3.918874257	3.146402419	meanmale	1.970476096	meanfemale	FC1
TRINITY_DN132456_c6_g1_i1	31.29597971	2	4.967905435	16.26788265	4.023954584	34.96051525	5.127654542	23.12678914	4.531493075	10.00303724	3.322366209	NA	NA	NA	NA	5.807483015	1.208445954	0.000869295	0.006010837	29.79442803	13.13545995	4.896975489	meanmale	3.715405796	meanfemale	FC1
TRINITY_DN130408_c2_g3_i12	22.74789852	2	4.507661368	6.249101414	2.643648753	19.51990389	4.286874044	13.2910129	3.732379151	10.05230972	3.329455123	NA	NA	NA	NA	3.401351183	1.210446013	0.003993676	0.022545558	18.5196051	8.150705567	4.210989221	meanmale	3.026942652	meanfemale	FC1
TRINITY_DN136227_c3_g1_i1	4.896837965	2	2.291850458	2.010266607	1.007386848	3.651409801	1.868453593	4.741150886	2.245237307	1.882788903	0.912871255	NA	NA	NA	NA	1.954864303	1.213370285	0.005936413	0.031336344	4.429799551	1.946527755	2.147273986	meanmale	0.96097703	meanfemale	FC1
TRINITY_DN136035_c9_g7_i3	16.02378852	2	4.002143381	3.288014588	1.7172167	11.69372294	3.54766241	11.04668632	3.465541763	7.990323456	2.998253906	NA	NA	NA	NA	2.656570028	1.214076445	0.008395724	0.041687785	12.92139926	5.639169022	3.691701568	meanmale	2.495508169	meanfemale	FC1
TRINITY_DN130898_c0_g2_i1	4.354753885	2	2.122591185	2.50475199	1.324667761	7.255886469	2.859151883	5.227658517	2.386164904	2.435528631	1.284234943	bcs1l	Chr09	77221171	77221171	2.789056116	1.216916284	0.003399628	0.019704883	5.61276629	2.470140311	2.488737692	meanmale	1.304651397	meanfemale	FC1
TRINITY_DN126598_c0_g1_i2	8.857150458	2	3.146842626	4.164785058	2.058242041	11.9180665	3.575078297	12.91992953	3.691526296	5.662057736	2.50132646	NA	NA	NA	NA	3.049801888	1.220559943	0.002714912	0.01628882	11.2317155	4.913421397	3.489519237	meanmale	2.296757338	meanfemale	FC1
TRINITY_DN136352_c4_g1_i1	234.5922373	2	7.874011465	54.47581818	5.767544054	192.5253771	7.588904812	87.60149922	6.452883655	96.56784067	6.593470913	NA	NA	NA	NA	7.647236086	1.221262277	0.009448129	0.046024566	171.5730379	75.52182943	7.422679887	meanmale	6.238823718	meanfemale	FC1
TRINITY_DN132528_c3_g3_i1	6.22374011	2	2.637781818	2.892294633	1.532214525	6.413213307	2.681047393	10.14282935	3.342388244	3.730059672	1.89919871	cox6a1	Chr01	143194206	143194206	1.824071696	1.221303287	0.009184169	0.044914189	7.593260922	3.311177153	2.924738583	meanmale	1.727387769	meanfemale	FC1
TRINITY_DN133677_c1_g1_i1	1.706836882	2	0.77132519	1.252422194	0.32472098	3.380019672	1.757031643	4.620803312	2.208143681	1.580456135	0.660340994	tmem181	Chr05	42110260	42110260	3.362573658	1.221636302	0.007864299	0.039537085	3.235886622	1.416439165	1.694205643	meanmale	0.50237049	meanfemale	FC1
TRINITY_DN121418_c2_g1_i1	124.5751851	2	6.960872907	50.49450975	5.658054628	53.38840333	5.738454498	137.9591794	7.108097642	41.48640163	5.374566624	NA	NA	NA	NA	6.929465729	1.22169457	0.005217936	0.028130785	105.3075893	45.99045569	6.718466972	meanmale	5.523265724	meanfemale	FC1
TRINITY_DN130932_c0_g4_i5	122.1764472	2	6.932822383	48.42828549	5.597778023	142.3652701	7.153453435	73.83466928	6.206226492	50.23480509	5.650615374	LOC101732553	Chr07	63537769	63537769	4.969775987	1.22370999	0.000571555	0.004159658	112.7921289	49.33154529	6.817523862	meanmale	5.624441499	meanfemale	FC1
TRINITY_DN2947_c0_g2_i1	31.47273892	2	4.97603083	9.631586415	3.267773443	57.52266731	5.84605867	20.81475699	4.37953481	22.52173752	4.493246228	stc1-like	Chr03	106930538	106930538	5.568890197	1.224411958	0.008825133	0.043430866	36.60338774	16.07666197	5.193909216	meanmale	4.006904956	meanfemale	FC1
TRINITY_DN130250_c2_g1_i1	48.09150463	2	5.587710159	16.03843141	4.003461145	28.63391874	4.839653221	52.2531292	5.707445531	21.52781725	4.428130144	NA	NA	NA	NA	5.377434434	1.224554101	0.000716498	0.005066679	42.99285086	18.78312433	5.426028229	meanmale	4.231372832	meanfemale	FC1
TRINITY_DN134247_c0_g1_i1	2.01409356	2	1.010130702	0.638416111	-0.647431035	1.971001202	0.978928656	2.542933687	1.346493841	1.245184982	0.316360082	NA	NA	NA	NA	2.236580095	1.224745592	0.005826159	0.030851428	2.176009483	0.941800547	1.121751142	meanmale	-0.086353358	meanfemale	FC1
TRINITY_DN102579_c0_g1_i1	3.753704351	2	1.908315025	1.375862122	0.460335902	3.529000598	1.819259675	3.51075235	1.811780231	1.756136365	0.812404875	ttpa	Chr06	102990382	102990382	3.044359502	1.225781589	0.001750085	0.011110201	3.5978191	1.565999244	1.847162748	meanmale	0.647175639	meanfemale	FC1
TRINITY_DN129043_c1_g6_i3	28.44589505	2	4.830148571	13.1744258	3.719668179	10.95361019	3.45333454	31.38977605	4.972222831	7.342978027	2.876365283	dnajc7	Chr10	2259259	2259259	4.796476204	1.22609552	0.006692274	0.034521614	23.5964271	10.25870191	4.560502636	meanmale	3.358790349	meanfemale	FC1
TRINITY_DN125466_c11_g2_i1	5.023924733	2	2.32881485	2.075895238	1.053733639	6.029019765	2.591923459	2.562819767	1.357732023	1.878348827	0.90946501	NA	NA	NA	NA	2.38766076	1.229426005	0.009105521	0.044608287	4.538588088	1.977122033	2.182275346	meanmale	0.983474888	meanfemale	FC1
TRINITY_DN127647_c0_g1_i3	81.26685493	2	6.344595157	54.90291338	5.778810802	156.9545568	7.294203105	157.3743574	7.298056677	59.85388014	5.90337287	NA	NA	NA	NA	7.8129854	1.229472736	0.00278687	0.016636505	131.8652564	57.37839676	7.04292178	meanmale	5.842438267	meanfemale	FC1
TRINITY_DN132134_c7_g3_i2	11.2027322	2	3.485778725	8.876352494	3.14996696	19.7691713	4.305180491	21.23654895	4.408477435	6.317036542	2.659247918	gpbar1	scaffold_305	170868	170868	3.000702046	1.230427594	0.004485508	0.024778083	17.40281748	7.596694518	4.121257279	meanmale	2.925390799	meanfemale	FC1
TRINITY_DN123549_c0_g1_i2	1.242195565	2	0.312892322	0.557366793	-0.843301043	2.09029564	1.063707004	1.467694445	0.553551649	0.828536616	-0.271362638	LOC100491716	Chr06	67368842	67368842	1.901495727	1.231623691	0.008190111	0.040894808	1.600061883	0.692951705	0.678217865	meanmale	-0.528965108	meanfemale	FC1
TRINITY_DN124731_c3_g1_i2	8.880145548	2	3.150583323	5.758295678	2.525641871	15.8137324	3.983106012	8.329798605	3.058281615	3.832882431	1.938429746	fzd7	Chr09	46994539	46994539	2.931821531	1.234161668	0.005682759	0.030220402	11.00789218	4.795589055	3.460479446	meanmale	2.26173812	meanfemale	FC1
TRINITY_DN136488_c1_g26_i1	9.032465767	2	3.175119882	3.473846711	1.796534094	7.787515077	2.961163051	9.347333093	3.224554805	4.05132371	2.018393364	NA	NA	NA	NA	1.801884784	1.235206027	0.005549012	0.029641871	8.722437979	3.762585211	3.124747974	meanmale	1.911762597	meanfemale	FC1
TRINITY_DN97438_c0_g1_i1	0.955641417	2	-0.065458714	0.739844182	-0.434706637	2.1119055	1.078545281	1.388015338	0.47302351	0.554266786	-0.851347537	NA	NA	NA	NA	2.521296228	1.236063212	0.007842498	0.039459296	1.485187418	0.647055484	0.570742134	meanmale	-0.627815723	meanfemale	FC1
TRINITY_DN114792_c0_g1_i1	6.604841377	2	2.723523914	2.37341267	1.246962967	5.562800954	2.475811485	10.03000713	3.326250726	3.985550472	1.994778999	NA	NA	NA	NA	2.404389643	1.239120826	0.006171128	0.032299792	7.399216487	3.179481571	2.887392008	meanmale	1.668836921	meanfemale	FC1
TRINITY_DN132647_c1_g1_i3	2.030730959	2	1.021999117	1.621589013	0.697408219	4.216995306	2.076215416	4.459387132	2.15684545	1.47725677	0.562920611	NA	NA	NA	NA	2.317524042	1.239507925	0.007238365	0.036944641	3.569037799	1.549422892	1.835575603	meanmale	0.631824068	meanfemale	FC1
TRINITY_DN122351_c0_g1_i2	2.043502852	2	1.031044257	0.965751896	-0.05027549	2.298571865	1.200737773	1.926209702	0.945764775	0.843716258	-0.245170193	mrps23	Chr02	100170928	100170928	1.547896739	1.240928155	0.007857323	0.039509977	2.08942814	0.904734077	1.063177188	meanmale	-0.144274831	meanfemale	FC1
TRINITY_DN124180_c0_g7_i1	11.49195306	2	3.5225521	6.167099631	2.624592154	11.41988053	3.513475653	12.65802729	3.661980678	4.081831903	2.029216771	NA	NA	NA	NA	3.65517786	1.241384718	0.001146438	0.007663709	11.85662029	5.124465767	3.567633094	meanmale	2.357429762	meanfemale	FC1
TRINITY_DN121243_c0_g1_i4	78.73998366	2	6.299024508	24.43727322	4.611011409	46.07600599	5.52594376	59.0513856	5.883899007	28.42253997	4.828963581	NA	NA	NA	NA	5.702171659	1.243576155	0.000371624	0.002838796	61.28912508	26.4299066	5.937561559	meanmale	4.72410488	meanfemale	FC1
TRINITY_DN136561_c3_g4_i2	4.195727998	2	2.068921153	2.679615529	1.422026018	12.55954899	3.650712753	6.943838405	2.795733374	4.138725005	2.049186393	NA	NA	NA	NA	3.612387882	1.244350697	0.009519779	0.046319314	7.899705131	3.409170267	2.981817066	meanmale	1.769462972	meanfemale	FC1
TRINITY_DN119901_c0_g2_i2	23.12207235	2	4.531198802	6.941093712	2.795163007	18.39692189	4.201392495	9.399197044	3.232537515	7.645905368	2.934687344	NA	NA	NA	NA	2.942846015	1.245124487	0.006391072	0.033244345	16.97273043	7.29349954	4.085155267	meanmale	2.86663099	meanfemale	FC1
TRINITY_DN130880_c4_g2_i7	59.15423934	2	5.886409659	39.08334535	5.288482055	102.0952466	6.673771888	79.93900141	6.320827646	30.18103029	4.915570151	ctage5	Chr08	69889150	69889150	4.583428999	1.245280764	0.000407857	0.003080664	80.39616245	34.63218782	6.329056528	meanmale	5.11404579	meanfemale	FC1
TRINITY_DN126384_c1_g6_i1	2.727269353	2	1.447457192	2.244459296	1.166367933	6.004273842	2.585989777	7.51443954	2.909665506	2.412917212	1.270778417	NA	NA	NA	NA	3.472660053	1.247776583	0.006634948	0.034282629	5.415327578	2.328688254	2.437075251	meanmale	1.219579468	meanfemale	FC1
TRINITY_DN133496_c0_g1_i3	11.41898908	2	3.51336303	6.203266515	2.63302811	14.9295795	3.900101627	31.89207634	4.995126122	10.46426275	3.387398766	NA	NA	NA	NA	4.002835725	1.249142284	0.007568841	0.038337624	19.41354831	8.333764633	4.278999357	meanmale	3.058985666	meanfemale	FC1
TRINITY_DN134068_c1_g10_i4	19.45421763	2	4.282011057	7.870922952	2.976532817	22.83429832	4.513130552	33.90188303	5.083293503	13.90867114	3.797912684	NA	NA	NA	NA	3.638722405	1.249448712	0.00286756	0.017047407	25.39679966	10.88979705	4.666580485	meanmale	3.44491841	meanfemale	FC1
TRINITY_DN133721_c0_g1_i1	1.164956482	2	0.220276063	0.731489229	-0.451091474	2.386909082	1.255143615	2.673439636	1.418697102	1.047975442	0.06760491	NA	NA	NA	NA	2.071699669	1.249680491	0.010159696	0.048908122	2.075101733	0.889732336	1.05325159	meanmale	-0.16839457	meanfemale	FC1
TRINITY_DN135164_c2_g1_i3	7.278852181	2	2.863710966	4.055226783	2.019782597	9.009796779	3.171494566	9.936100151	3.312679715	3.442456404	1.783438384	mtmr11	Chr08	107624098	107624098	4.597204365	1.251230288	0.000121423	0.001035358	8.741583037	3.748841594	3.127911069	meanmale	1.906483349	meanfemale	FC1
TRINITY_DN116643_c1_g1_i1	19.88252023	2	4.313428734	17.10452777	4.096306369	29.41434417	4.878447965	37.87402565	5.243136869	7.687835203	2.942577411	NA	NA	NA	NA	3.562006879	1.259326597	0.006071445	0.031906428	29.05696335	12.39618149	4.860816999	meanmale	3.631835515	meanfemale	FC1
TRINITY_DN120395_c0_g1_i1	9.353115599	2	3.225447019	4.235037	2.082374574	9.469242069	3.243248955	5.915436472	2.564484622	2.806995736	1.489026872	NA	NA	NA	NA	2.846328006	1.260787425	0.00336346	0.019531559	8.24593138	3.521016368	3.043699951	meanmale	1.816032907	meanfemale	FC1
TRINITY_DN210686_c0_g1_i1	100.6413572	2	6.653079473	27.70030124	4.791829761	96.44341548	6.591610839	103.5968347	6.694836113	57.9984554	5.857942574	NA	NA	NA	NA	6.191232906	1.260788863	0.000783956	0.00548769	100.2272025	42.84937832	6.64713175	meanmale	5.421205735	meanfemale	FC1
TRINITY_DN132304_c3_g1_i6	465.5876248	2	8.862908902	227.0201951	7.826676831	916.162823	9.839460211	386.9172434	8.595881215	275.9040912	8.108023039	NA	NA	NA	NA	10.05733365	1.261636072	0.006440528	0.033444351	589.5558971	251.4621432	9.203485039	meanmale	7.974197987	meanfemale	FC1
TRINITY_DN133357_c2_g3_i2	193.9557055	2	7.599583405	69.9231753	6.127698796	215.5668284	7.751991382	111.7642587	6.80431509	78.2446134	6.289919531	NA	NA	NA	NA	6.73772653	1.261669668	0.001180854	0.007866369	173.7622642	74.08389435	7.440971827	meanmale	6.211089981	meanfemale	FC1
TRINITY_DN118874_c0_g1_i1	16.19796013	2	4.017740235	13.6115635	3.766760887	47.02187439	5.555260144	27.60503306	4.786859424	12.18259461	3.606749521	NA	NA	NA	NA	4.436536537	1.261674954	0.002928499	0.017343953	30.27495586	12.89707906	4.920057717	meanmale	3.688983641	meanfemale	FC1
TRINITY_DN129108_c0_g5_i7	774.4733312	2	9.597071751	251.4614125	7.974193221	535.1189283	9.063715751	714.7080231	9.481210173	323.7391647	8.338688097	NA	NA	NA	NA	9.025693703	1.262362257	0.001444983	0.009380355	674.7667609	287.6002886	9.398245312	meanmale	8.167921815	meanfemale	FC1
TRINITY_DN197948_c0_g1_i1	14.82221226	2	3.889688885	6.815884344	2.768900855	21.29266936	4.41228492	16.63990501	4.056575293	8.129584412	3.023181603	NA	NA	NA	NA	2.380617399	1.262995157	0.002565999	0.01554118	17.58492888	7.472734378	4.136275799	meanmale	2.901655548	meanfemale	FC1
TRINITY_DN133616_c0_g1_i1	0.979120135	2	-0.03044221	0.368379107	-1.440736855	1.364286501	0.448146643	1.261795057	0.335477604	0.648128837	-0.62564747	NA	NA	NA	NA	2.42754093	1.263367394	0.003601796	0.020665375	1.201733898	0.508253972	0.265237519	meanmale	-0.976094685	meanfemale	FC1
TRINITY_DN135306_c0_g2_i5	34.35877758	2	5.102606804	13.37270247	3.741219142	50.37725426	5.654700587	24.61579081	4.621512183	17.66492016	4.142815324	aip	scaffold_27	66964	66964	6.667109944	1.264941989	0.001377457	0.008979392	36.45060755	15.51881132	5.187874914	meanmale	3.955955448	meanfemale	FC1
TRINITY_DN125552_c1_g2_i2	8.753610725	2	3.129878228	4.024050846	2.008648534	14.99588881	3.906495129	9.150259901	3.193812722	5.304972021	2.407345142	pdk3	Chr02	36598070	36598070	5.710397479	1.265266705	0.00049804	0.003676119	10.96658648	4.664511434	3.455055784	meanmale	2.221756908	meanfemale	FC1
TRINITY_DN123637_c0_g1_i2	0.917316701	2	-0.124508189	0.435412759	-1.199544411	1.146015379	0.196626405	1.241850153	0.312491102	0.498365328	-1.004724393	NA	NA	NA	NA	2.181026141	1.266762553	0.002868191	0.017047407	1.101727411	0.466889044	0.139898259	meanmale	-1.098539393	meanfemale	FC1
TRINITY_DN132547_c1_g4_i1	71.85917796	2	6.167100526	35.6277191	5.154928219	101.958875	6.67184355	128.868691	7.009757989	50.06572161	5.645751269	Xetrov90027597m	scaffold_2605	1378	1378	7.297429384	1.266861462	0.00112273	0.007523376	100.8955813	42.84672036	6.656720613	meanmale	5.421116241	meanfemale	FC1
TRINITY_DN118899_c0_g1_i1	6.291456373	2	2.653394017	3.802333106	1.926884926	9.176448736	3.197935942	6.646261993	2.732543165	2.502178442	1.323184678	tom1	Chr04	111630908	111630908	1.977980658	1.267238922	0.006048608	0.031813228	7.371389034	3.152255774	2.881956072	meanmale	1.656430366	meanfemale	FC1
TRINITY_DN133735_c0_g1_i9	6.911553894	2	2.789010102	5.081763678	2.345329286	15.26629869	3.932278418	12.37357108	3.629190025	4.71607458	2.237586533	NA	NA	NA	NA	2.753011301	1.267400576	0.004520065	0.024935844	11.51714122	4.898919129	3.525723278	meanmale	2.292492925	meanfemale	FC1
TRINITY_DN128955_c5_g1_i1	5.745976531	2	2.5225521	2.119940498	1.084023772	5.43202282	2.44148954	4.845438404	2.276627203	2.402597259	1.264594834	NA	NA	NA	NA	3.498739053	1.26787455	0.000706901	0.005008753	5.341145918	2.261268879	2.417176309	meanmale	1.177196346	meanfemale	FC1
TRINITY_DN125609_c0_g1_i2	13.95946899	2	3.803172158	5.418769952	2.4379654	9.442635799	3.239189627	5.369505462	2.42478922	2.698805179	1.432320835	NA	NA	NA	NA	3.964431379	1.26832983	0.007357769	0.037451043	9.59053675	4.058787566	3.261626603	meanmale	2.021084377	meanfemale	FC1
TRINITY_DN128911_c0_g1_i2	2.044818129	2	1.031972532	1.151994261	0.20413353	3.579239843	1.839653221	1.74757847	0.805357237	0.935814957	-0.095704808	cdan1	Chr08	85616652	85616652	2.868564329	1.269114185	0.004380094	0.024249973	2.457212147	1.043904609	1.297081132	meanmale	0.062128081	meanfemale	FC1
TRINITY_DN211734_c0_g1_i1	17.86106475	2	4.158746181	7.325638393	2.872954489	25.46942793	4.67069465	27.40341534	4.776283805	12.64126774	3.660069248	NA	NA	NA	NA	4.149426444	1.269139638	0.000666515	0.00476183	23.57796934	9.983453067	4.559373685	meanmale	3.319553351	meanfemale	FC1
TRINITY_DN131091_c6_g3_i1	17.20512403	2	4.104766387	8.239819341	3.042612706	18.62750826	4.219362798	26.50663055	4.728281385	9.333855165	3.222473081	NA	NA	NA	NA	3.901146131	1.270551572	0.000688833	0.004896033	20.77975428	8.786837253	4.377113632	meanmale	3.135360392	meanfemale	FC1
TRINITY_DN134349_c1_g2_i1	31.92792517	2	4.996746898	6.778679233	2.761004204	14.08559561	3.816148664	13.00823503	3.701353324	9.871069222	3.303206364	NA	NA	NA	NA	4.361674386	1.270672829	0.003467876	0.020021363	19.6739186	8.324874228	4.298219767	meanmale	3.057445806	meanfemale	FC1
TRINITY_DN111167_c0_g1_i1	0.857766515	2	-0.221343097	0.389025046	-1.362065054	0.853739068	-0.228132895	0.761592891	-0.392908083	0.309764076	-1.690758253	NA	NA	NA	NA	1.302842248	1.27313864	0.010014713	0.048359526	0.824366158	0.349394561	-0.278467819	meanmale	-1.516658091	meanfemale	FC1
TRINITY_DN126878_c0_g1_i1	2.814296728	2	1.492774448	1.35295772	0.436116756	3.332309707	1.736522492	2.020908682	1.015004133	0.958962552	-0.060453617	NA	NA	NA	NA	1.891055698	1.27315894	0.006556783	0.033956132	2.722505039	1.155960136	1.44498771	meanmale	0.209216446	meanfemale	FC1
TRINITY_DN131133_c0_g1_i1	6.605462837	2	2.723659653	2.106388367	1.074771459	5.215295666	2.382749044	7.221694498	2.852337391	3.234322709	1.693463633	cep19	Chr05	130022453	130022453	3.1721717	1.273299716	0.001762741	0.011184059	6.347484334	2.670355538	2.666207658	meanmale	1.417085864	meanfemale	FC1
TRINITY_DN135877_c0_g2_i3	5.817067467	2	2.540292037	2.507227775	1.326093067	5.954338069	2.573941136	5.393835741	2.431311588	2.326805008	1.218350314	cdpf1-like	scaffold_214	74870	74870	2.031267021	1.273584741	0.002873005	0.017062404	5.721747092	2.417016392	2.516480944	meanmale	1.273286945	meanfemale	FC1
TRINITY_DN131259_c12_g3_i1	6.199278989	2	2.632100432	2.267596268	1.1811638	4.510081083	2.173153371	5.888820667	2.55797874	2.384004553	1.253386991	pspc1	Chr02	155611940	155611940	1.968850455	1.273908781	0.00401691	0.022656209	5.532726913	2.325800411	2.468016792	meanmale	1.217789325	meanfemale	FC1
TRINITY_DN131760_c0_g1_i4	9.949191255	2	3.314579257	3.24010974	1.696042677	6.599075313	2.722263883	9.022416149	3.17351383	3.909032414	1.966811548	serpini2	Chr05	101693672	101693672	2.332412248	1.274646946	0.002565742	0.01554118	8.523560906	3.574571077	3.0914732	meanmale	1.837810499	meanfemale	FC1
TRINITY_DN126267_c3_g1_i1	3.23211855	2	1.692480115	1.389023832	0.474071352	3.69440051	1.885340277	4.414426639	2.142226068	1.789401458	0.839477097	NA	NA	NA	NA	2.868574328	1.276733607	0.001312594	0.008608314	3.780315233	1.589212645	1.918544706	meanmale	0.668402955	meanfemale	FC1
TRINITY_DN136279_c3_g2_i1	167.4843085	2	7.387882126	48.60113923	5.602918226	185.2588204	7.533398422	164.7716623	7.364324337	97.18615057	6.602678833	NA	NA	NA	NA	6.662896109	1.278169461	0.000808327	0.005644035	172.5049304	72.8936449	7.430494623	meanmale	6.187723115	meanfemale	FC1
TRINITY_DN124076_c2_g2_i3	477.2946316	2	8.898736299	214.6293308	7.745703435	389.4212949	8.605187968	670.0287448	9.38807918	216.0466267	7.755198895	zcrb1	Chr03	55333053	55333053	8.132991507	1.278430152	0.001225674	0.008123715	512.2482238	215.3379788	9.000699548	meanmale	7.750459647	meanfemale	FC1
TRINITY_DN98218_c0_g1_i2	22.2977628	2	4.478827062	8.039645396	3.00713187	18.00738411	4.170516714	18.51066357	4.210284709	8.461308834	3.080880843	LOC100036702	Chr01	110127078	110127078	6.830382074	1.278777247	0.000243677	0.001941708	19.60527016	8.250477115	4.293176976	meanmale	3.044495037	meanfemale	FC1
TRINITY_DN127994_c1_g1_i1	3.030170824	2	1.599399127	1.629571331	0.704492504	3.379263662	1.756708919	2.856244823	1.514119645	0.982998674	-0.024738624	NA	NA	NA	NA	2.514304473	1.279261287	0.002934821	0.017365927	3.08855977	1.306285003	1.62698096	meanmale	0.385580134	meanfemale	FC1
TRINITY_DN124623_c3_g3_i1	86.75802092	2	6.438925238	38.95237832	5.283639513	115.3305598	6.849631033	83.96950854	6.391793639	41.23069114	5.36564674	LOC100497319-like	Chr04	5017215	5017215	4.548658499	1.280289282	9.16E-05	0.000805453	95.35269642	40.09153473	6.575203344	meanmale	5.325229339	meanfemale	FC1
TRINITY_DN146124_c0_g1_i1	21.74159879	2	4.442386129	10.85109159	3.439768276	29.74789585	4.894715721	18.35852113	4.198377942	8.759624004	3.130868945	NA	NA	NA	NA	2.733299142	1.281432308	0.002418456	0.014751455	23.28267192	9.805357797	4.541190923	meanmale	3.293584989	meanfemale	FC1
TRINITY_DN116347_c0_g1_i1	21.72897091	2	4.441547945	6.805781748	2.766760887	14.84606439	3.892008626	23.20539708	4.536388479	9.897562498	3.307073272	NA	NA	NA	NA	4.089339368	1.281665792	0.000458802	0.003415817	19.92681079	8.351672123	4.316646166	meanmale	3.062082349	meanfemale	FC1
TRINITY_DN127548_c0_g6_i3	15.72339654	2	3.974840995	6.445604913	2.68831576	13.55069957	3.760295429	13.55710571	3.760977307	5.514106516	2.463127136	nr5a2	Chr04	101700121	101700121	2.472070081	1.285786651	0.001650119	0.010571695	14.27706727	5.979855715	3.835637858	meanmale	2.5801348	meanfemale	FC1
TRINITY_DN124346_c9_g1_i1	2.16349061	2	1.113360859	1.003377321	0.004864235	1.573662425	0.654126094	2.92437374	1.548127702	0.856225137	-0.223937904	NA	NA	NA	NA	2.054714606	1.286337132	0.005221018	0.028130785	2.220508925	0.929801229	1.15095534	meanmale	-0.104850609	meanfemale	FC1
TRINITY_DN124217_c2_g4_i3	10.53700056	2	3.397392346	5.431561513	2.441367016	14.4078607	3.848784233	13.07499252	3.708738216	5.181911709	2.373484435	NA	NA	NA	NA	3.893166503	1.286510599	0.000383671	0.002919199	12.67328459	5.306736611	3.663729961	meanmale	2.407852131	meanfemale	FC1
TRINITY_DN135536_c0_g3_i7	11.98344643	2	3.582970981	4.989821872	2.318988315	12.30990899	3.621748191	14.07041093	3.814592558	5.691611503	2.50883719	NA	NA	NA	NA	3.670058234	1.288094893	0.000405209	0.003061596	12.78792212	5.340716688	3.676721239	meanmale	2.417060368	meanfemale	FC1
TRINITY_DN100754_c0_g1_i1	38.76449552	2	5.276663985	18.31995733	4.195344238	40.47258449	5.338873074	33.16661194	5.051659739	13.03263169	3.704056533	LOC100493463	Chr03	35127454	35127454	3.743813316	1.288130644	0.000643053	0.00462068	37.46789732	15.67629451	5.227586962	meanmale	3.97052188	meanfemale	FC1
TRINITY_DN115715_c2_g3_i1	161.0147838	2	7.331049347	62.39072919	5.963259766	264.9532294	8.049593902	90.30375802	6.496714122	81.82860185	6.354533297	apoe	Chr07	101407105	101407105	7.256638391	1.288608854	0.004637744	0.025483583	172.0905904	72.10966552	7.427025244	meanmale	6.172122746	meanfemale	FC1
TRINITY_DN121257_c0_g1_i1	7.00801272	2	2.809005394	2.284110974	1.191632746	5.996279454	2.584067621	5.516903651	2.463858785	2.824558785	1.498025526	NA	NA	NA	NA	1.322762888	1.289295442	0.008959274	0.044001497	6.173731942	2.55433488	2.626166212	meanmale	1.353004157	meanfemale	FC1
TRINITY_DN131144_c0_g2_i3	26.0199676	2	4.701547261	19.80584818	4.30785458	53.62934401	5.744950701	21.03672727	4.394838374	8.122128443	3.021857842	NA	NA	NA	NA	5.120398048	1.290135244	0.006300701	0.032861937	33.56201296	13.96398831	5.068761641	meanmale	3.803649481	meanfemale	FC1
TRINITY_DN129435_c2_g1_i1	4.06401551	2	2.022905908	1.057325246	0.080419235	2.576374693	1.365342426	3.594019919	1.845598405	1.747032047	0.804906073	NA	NA	NA	NA	1.763412038	1.293018009	0.007127623	0.036458171	3.411470041	1.402178647	1.770435836	meanmale	0.487773055	meanfemale	FC1
TRINITY_DN132370_c0_g1_i1	3.327067425	2	1.734251104	1.307742294	0.387078269	4.569558017	2.19205463	4.757144626	2.250095887	2.196680749	1.135325213	NA	NA	NA	NA	3.245773271	1.294022303	0.001805041	0.011417582	4.217923356	1.752211522	2.076567084	meanmale	0.809259276	meanfemale	FC1
TRINITY_DN134385_c4_g1_i9	2.378140999	2	1.249834254	1.039343859	0.055673038	2.992152537	1.581183724	3.012442036	1.590933482	1.278995387	0.355011061	NA	NA	NA	NA	1.634776105	1.294092189	0.005322488	0.028578721	2.794245191	1.159169623	1.482510251	meanmale	0.213216147	meanfemale	FC1
