gid	A12FL1	base	logA12FL1	A12ML1	logA12ML1	A15ML1	logA15ML1	A17FL1	logA17FL1	A17ML1	logA17ML1	A2FL1	logA2FL1	A7FL1	logA7FL1	A8FL1	logA8FL1	A8ML1	logA8ML1	gname	chr	start	end	logCPM	logFC.XYliver.XXliver	gid.1	PV.XYliver.XXliver	FDR.XYliver.XXliver	meanXY	log2meanXY	group1	meanXX	log2meanXX	group2	cutoff
TRINITY_DN119925_c1_g1_i1	0.998494244	2	-0.002173984	0	NA	0.412654941	-1.27699218	3.380108575	1.757069589	0.686655516	-0.542341591	1.606618228	0.68402715	5.254706212	2.393610106	4.746788464	2.246951759	0.412302574	-1.278224627	NA	NA	NA	NA	1.436791699	-3.120454498	TRINITY_DN119925_c1_g1_i1	7.52E-06	0.001734439	0.377903258	-1.403529427	meanmale	3.197343145	1.676918706	meanfemale	FC3
TRINITY_DN126137_c6_g9_i1	2.147766896	2	1.102837422	0.366803559	-1.446920458	0	NA	1.255836627	0.328648795	0	NA	2.845312469	1.508587096	3.621862917	1.856731943	6.525893627	2.706175471	1.003002335	0.004324965	NA	NA	NA	NA	-0.115125091	-3.111803519	TRINITY_DN126137_c6_g9_i1	6.62E-05	0.009784196	0.342451474	-1.545607304	meanmale	3.279334507	1.713447064	meanfemale	FC3
TRINITY_DN120303_c0_g4_i1	1.255658026	2	0.328443605	0.193001322	-2.373317365	0.140853753	-2.827730091	2.202615205	1.139217479	0	NA	7.140112367	2.835946779	2.839894242	1.505837205	2.80941927	1.490271944	1.125867819	0.17103746	NA	NA	NA	NA	1.206574757	-3.095528364	TRINITY_DN120303_c0_g4_i1	3.34E-05	0.00602272	0.364930724	-1.453910199	meanmale	3.249539822	1.700279824	meanfemale	FC3
TRINITY_DN120435_c1_g1_i1	0.588676577	2	-0.76445287	0.086174022	-3.536603169	0.188671263	-2.406053396	1.376837696	0.461358502	0.470921891	-1.086440306	4.833450665	2.273053516	1.601680497	0.679586388	1.045325128	0.063951734	0.188510156	-2.407285844	NA	NA	NA	NA	0.105618003	-3.076202755	TRINITY_DN120435_c1_g1_i1	8.87E-05	0.011992014	0.233569333	-2.097459689	meanmale	1.889194113	0.917847308	meanfemale	FC3
TRINITY_DN97635_c0_g1_i5	1.667575111	2	0.737751745	0	NA	1.169129089	0.225434233	10.23813153	3.355880541	1.556339419	0.638156729	15.29422181	3.934914797	1.819592059	0.863615044	3.45467207	1.788548771	0.467252307	-1.097726308	NA	NA	NA	NA	0.508550012	-3.066630051	TRINITY_DN97635_c0_g1_i5	0.000350093	0.034719331	0.798180204	-0.32503286	meanmale	6.494838516	2.699315869	meanfemale	FC3
TRINITY_DN110205_c0_g1_i1	12.85227007	2	3.683951297	2.374138381	1.247404028	3.28552185	1.716122537	13.49622892	3.754484445	3.671926123	1.876537033	49.18141915	5.62004146	21.24831694	4.409276666	9.744649171	3.284610246	1.028911091	0.041118323	NA	NA	NA	NA	4.367582144	-3.053756027	TRINITY_DN110205_c0_g1_i1	1.09E-08	5.71E-06	2.590124361	1.373077067	meanmale	21.30457685	4.413098264	meanfemale	FC3
TRINITY_DN126361_c2_g2_i3	0.05750259	2	-4.120229251	0.176769083	-2.500062126	0.064503674	-3.954474854	1.210419491	0.275507124	0.322001259	-1.634861766	1.968911313	0.977398128	1.300523478	0.379092444	2.287231163	1.193602182	0.128897188	-2.955707304	LOC100489250	Chr09	68034296	68034296	0.201313832	-3.019120764	TRINITY_DN126361_c2_g2_i3	0.000222357	0.024046283	0.173042801	-2.529965691	meanmale	1.364917607	0.44891956	meanfemale	FC3
TRINITY_DN96058_c0_g1_i3	5.040726373	2	2.333631642	0.56348107	-0.827560951	0.822465075	-0.281973677	8.681433628	3.117933305	1.368577291	0.452676914	14.56983061	3.8649122	5.272958707	2.398612699	2.734099718	1.451065862	0.924483118	-0.11328112	NA	NA	NA	NA	1.792953342	-3.003010835	TRINITY_DN96058_c0_g1_i3	3.18E-07	0.00012821	0.919751639	-0.120526905	meanmale	7.259809807	2.859951625	meanfemale	FC3
TRINITY_DN133419_c0_g1_i1	0.215128667	2	-2.216728311	0.041333026	-4.596561202	0	NA	0.393092094	-1.347060747	0.075291936	-3.731360834	0.295958983	-1.756530849	0.821589649	-0.283510089	0.623947066	-0.680504455	0.120557528	-3.052206355	NA	NA	NA	NA	0.713305167	-2.993365337	TRINITY_DN133419_c0_g1_i1	1.22E-05	0.0025962	0.059295623	-4.073499582	meanmale	0.469943292	-1.089134457	meanfemale	FC1
TRINITY_DN106055_c0_g2_i1	4.811677447	2	2.266539934	0.343990899	-1.539557699	0.251047032	-1.993970426	4.449210615	2.153549394	2.088704294	1.062608259	5.610384476	2.488099641	11.63282719	3.54012986	0.556366173	-0.845893388	0.250832663	-1.995202869	NA	NA	NA	NA	1.136810344	-2.956473148	TRINITY_DN106055_c0_g2_i1	0.000217225	0.023674523	0.733643722	-0.44665184	meanmale	5.41209318	2.436213335	meanfemale	FC1
TRINITY_DN114670_c0_g1_i1	2.126090035	2	1.088202693	0.286659082	-1.802592107	0.188285274	-2.409007925	0.392577407	-1.348950947	0.104435215	-3.259319832	2.805192238	1.488099641	1.021202387	0.030268815	2.735467017	1.45178716	0.313540828	-1.673274778	NA	NA	NA	NA	0.5984574	-2.955721232	TRINITY_DN114670_c0_g1_i1	1.80E-05	0.003633905	0.2232301	-2.162750389	meanmale	1.816105817	0.860927702	meanfemale	FC1
TRINITY_DN134442_c2_g1_i1	3.513112782	2	1.812749892	0	NA	0.75785443	-0.400007335	3.160273989	1.660049642	0	NA	3.139446321	1.650510145	0.696976333	-0.520818427	3.583027475	1.841179106	0.605765837	-0.723167877	angptl2	scaffold_92	123295	123295	0.010438084	-2.914347867	TRINITY_DN134442_c2_g1_i1	0.00013808	0.017079503	0.340905067	-1.55213492	meanmale	2.81856738	1.495013241	meanfemale	FC1
TRINITY_DN117740_c0_g1_i2	1.067595256	2	0.0943648	0.091163929	-3.455393086	0.199596274	-2.324843306	1.092422622	0.127531095	0.249095314	-2.005230213	0.979148618	-0.030400242	2.329835505	1.220228099	0.516065522	-0.954373847	0.149569379	-2.741113249	NA	NA	NA	NA	0.385945941	-2.81977204	TRINITY_DN117740_c0_g1_i2	1.29E-05	0.002717486	0.172356224	-2.535697898	meanmale	1.197013505	0.259559948	meanfemale	FC1
TRINITY_DN120502_c0_g1_i1	0.663148201	2	-0.592596774	0.203858816	-2.294357746	0.074388815	-3.748770474	1.046936548	0.066174007	0	NA	0.729850352	-0.45432741	0.657819191	-0.604236997	1.099061531	0.136272158	0.148650589	-2.750002915	NA	NA	NA	NA	0.27847127	-2.818424224	TRINITY_DN120502_c0_g1_i1	3.00E-06	0.000833615	0.106724555	-3.226684788	meanmale	0.839363165	-0.252461073	meanfemale	FC1
TRINITY_DN131767_c0_g2_i1	0.305559249	2	-1.710475944	0.041747629	-4.582161926	0.00761693	-7.036574647	0.23822107	-2.069627074	0.063372645	-3.979995959	0.373659605	-1.420203487	0.132018543	-2.921187514	0.579564213	-0.786959581	0.076104259	-3.715878997	lrp5	Chr04	41881405	41881405	1.133567368	-2.803814111	TRINITY_DN131767_c0_g2_i1	9.24E-06	0.002056344	0.047210366	-4.401699876	meanmale	0.325804536	-1.617478663	meanfemale	FC1
TRINITY_DN123800_c0_g1_i1	1.063367308	2	0.088640018	0	NA	0.044179072	-4.500493075	0.87508278	-0.192508597	0.220541185	-2.180879998	0.288969168	-1.791012524	0.718841773	-0.476253846	0.652726059	-0.615450457	0.176565388	-2.501725535	bmp10	Chr03	111376568	111376568	-0.112677353	-2.783466643	TRINITY_DN123800_c0_g1_i1	8.12E-05	0.011219457	0.110321411	-3.17890815	meanmale	0.719797418	-0.474136752	meanfemale	FC1
TRINITY_DN75938_c0_g1_i1	0.713943398	2	-0.486118394	0.129102235	-2.953414118	0.09421974	-3.407826839	0.834910223	-0.26030702	0.235171681	-2.088213751	1.129843413	0.176122841	0.883174792	-0.1792291	0.626424567	-0.674787302	0.047069643	-4.409059279	NA	NA	NA	NA	-0.008390781	-2.780642976	TRINITY_DN75938_c0_g1_i1	6.83E-06	0.001636577	0.126390825	-2.982895355	meanmale	0.837659279	-0.255392335	meanfemale	FC1
TRINITY_DN125465_c0_g2_i1	0.427984848	2	-1.224368373	0.548196242	-0.867235657	0	NA	3.378377406	1.756330504	0.599154142	-0.739000888	0.785055517	-0.349133414	3.905819459	1.965625264	4.344560994	2.119210404	0.35976234	-1.474883922	NA	NA	NA	NA	0.248541309	-2.779774464	TRINITY_DN125465_c0_g2_i1	0.000503955	0.0427684	0.376778181	-1.407829821	meanmale	2.568359645	1.360903406	meanfemale	FC1
TRINITY_DN110867_c0_g1_i1	1.209126005	2	0.273964598	0.82599601	-0.275793282	0.041101216	-4.604675112	1.028359253	0.040344352	0.205176579	-2.285062039	1.52341159	0.607305777	1.017680836	0.025285176	7.438838358	2.895077349	0.410661192	-1.283979478	NA	NA	NA	NA	1.603306785	-2.710222192	TRINITY_DN110867_c0_g1_i1	0.000430525	0.038917516	0.370733749	-1.431155547	meanmale	2.443483208	1.288998232	meanfemale	FC1
TRINITY_DN127334_c4_g1_i1	6.697526158	2	2.743628311	0	NA	2.34780209	1.2313108	3.916159931	1.969439684	0	NA	3.583217681	1.84125569	3.377216875	1.755834828	8.556306171	3.096988108	0.781932433	-0.354884146	NA	NA	NA	NA	0.811962461	-2.671068998	TRINITY_DN127334_c4_g1_i1	0.000315986	0.031978801	0.782433631	-0.353775339	meanmale	5.226085363	2.385758295	meanfemale	FC1
TRINITY_DN121035_c0_g2_i1	0.49651837	2	-1.010081	0.152635032	-2.711841975	0.167091216	-2.581292202	2.032260434	1.023085295	0.185359234	-2.431604108	0.971484823	-0.041736637	2.265630569	1.179912636	0.864044343	-0.210822741	0.333897074	-1.582524644	NA	NA	NA	NA	0.382587479	-2.626886183	TRINITY_DN121035_c0_g2_i1	5.28E-05	0.008126081	0.209745639	-2.252599613	meanmale	1.325987708	0.407176199	meanfemale	FC1
TRINITY_DN124366_c0_g1_i1	1.013254884	2	0.018997129	0.197768468	-2.338115672	0.216499275	-2.207565901	1.862041464	0.896885199	0.540380377	-0.887952808	1.239080214	0.309269586	1.225279929	0.293111387	3.798432664	1.925404246	0.324471609	-1.623835846	NA	NA	NA	NA	0.84817525	-2.561231076	TRINITY_DN124366_c0_g1_i1	3.18E-05	0.005790869	0.319779932	-1.644397607	meanmale	1.827617831	0.87004336	meanfemale	FC1
TRINITY_DN129181_c0_g4_i14	7.202646846	2	2.848527169	0.894614267	-0.160662329	2.264732742	1.17934081	3.828647978	1.936835019	2.953691251	1.562519029	33.69692605	5.074545085	4.741527126	2.24535179	14.15285129	3.823020828	2.813209423	1.492216955	NA	NA	NA	NA	3.378674482	-2.538701784	TRINITY_DN129181_c0_g4_i14	4.12E-05	0.006831921	2.231561921	1.158118487	meanmale	12.72451986	3.669550652	meanfemale	FC1
TRINITY_DN34585_c0_g1_i1	3.275237343	2	1.711599457	1.678071372	0.746804078	2.066628187	1.047278853	5.74526457	2.522373331	0	NA	13.26720319	3.729792368	8.772077992	3.132918639	8.311899626	3.055178232	1.37657566	0.461083906	NA	NA	NA	NA	0.861248214	-2.537109179	TRINITY_DN34585_c0_g1_i1	3.43E-05	0.006071633	1.280318805	0.35661577	meanmale	7.874336544	2.977176695	meanfemale	FC1
TRINITY_DN113738_c0_g2_i6	2.595821146	2	1.376190984	1.201264809	0.264554216	0.657518773	-0.604896009	3.819035328	1.933208266	1.641161347	0.714717081	14.59179276	3.86708524	7.741496603	2.952612498	5.967507026	2.57712836	1.407765678	0.493407218	NA	NA	NA	NA	2.887478361	-2.518932889	TRINITY_DN113738_c0_g2_i6	2.01E-06	0.000603094	1.226927652	0.295167761	meanmale	6.943130573	2.795607082	meanfemale	FC1
TRINITY_DN125119_c3_g6_i1	4.239514282	2	2.083898986	0.275824723	-1.858176319	0.754870751	-0.405698448	1.81000338	0.855992391	0	NA	3.867711998	1.951480371	1.174854715	0.232482361	0.6691727	-0.579549505	0.527958316	-0.921504066	NA	NA	NA	NA	0.71530198	-2.511500783	TRINITY_DN125119_c3_g6_i1	0.000393776	0.037075656	0.389663448	-1.359329296	meanmale	2.352251415	1.234103599	meanfemale	FC1
TRINITY_DN136165_c4_g1_i1	3.344213129	2	1.741666794	0.761516084	-0.393053587	0.416819936	-1.262503813	1.303613021	0.382515667	0.693586045	-0.527853223	10.67824834	3.416603102	3.169901976	1.664438228	7.082077743	2.824172681	1.665856053	0.736263742	NA	NA	NA	NA	0.425372025	-2.506001093	TRINITY_DN136165_c4_g1_i1	0.000380447	0.036762682	0.88444453	-0.176993322	meanmale	5.115610842	2.35493472	meanfemale	FC1
TRINITY_DN72345_c0_g1_i1	4.02718273	2	2.009770935	0.468938954	-1.092527969	0.821364051	-0.283906289	7.278360604	2.863613531	0.683372596	-0.5492557	1.007330272	0.010536775	5.846964673	2.547687875	4.550732686	2.186098844	1.230994031	0.299823766	NA	NA	NA	NA	1.204694961	-2.479275006	TRINITY_DN72345_c0_g1_i1	3.15E-05	0.005781607	0.801167408	-0.319644299	meanmale	4.542114193	2.183395739	meanfemale	FC1
TRINITY_DN161459_c0_g1_i1	23.83974155	2	4.57529669	6.222388005	2.637468359	5.298000768	2.405448053	11.835434	3.565040705	2.938614561	1.555136142	61.05614338	5.932064559	11.33327255	3.502492603	6.522966342	2.705528184	2.01656259	1.011898185	NA	NA	NA	NA	2.202080235	-2.475387345	TRINITY_DN161459_c0_g1_i1	0.000121811	0.015368499	4.118891481	2.042291142	meanmale	22.91751156	4.518384792	meanfemale	FC1
TRINITY_DN126074_c5_g1_i3	3.092954788	2	1.628985745	0.667233141	-0.583737147	0.913034146	-0.131259279	2.284426627	1.191832106	0	NA	7.365503011	2.880784054	2.325296864	1.217414913	2.42814094	1.279852164	0.729803604	-0.454419819	LOC101731355	Chr07	111930208	111930208	0.092584388	-2.4696838	TRINITY_DN126074_c5_g1_i3	0.000198258	0.022602655	0.577517723	-0.791813087	meanmale	3.499264446	1.807092924	meanfemale	FC1
TRINITY_DN131174_c1_g2_i1	4.576529665	2	2.194254032	0.710542391	-0.493007372	2.022379893	1.016054025	4.216690122	2.076111004	0	NA	5.766097418	2.527595211	2.806392767	1.488716935	2.873053851	1.522585034	0	NA	pvrl2	Chr07	101340057	101340057	0.489170077	-2.468847317	TRINITY_DN131174_c1_g2_i1	0.000433326	0.038917516	0.683230571	-0.549344423	meanmale	4.047752765	2.017156815	meanfemale	FC1
TRINITY_DN97415_c1_g1_i1	2.479085899	2	1.309808261	0.401103892	-1.31795213	0.731821262	-0.450436763	1.373271732	0.457617123	0	NA	4.14850902	2.052592923	2.277962577	1.187744046	3.24369973	1.697640275	0.731196359	-0.451669208	NA	NA	NA	NA	0.069057828	-2.416601872	TRINITY_DN97415_c1_g1_i1	0.00011657	0.015110128	0.466030378	-1.101194557	meanmale	2.704505792	1.43541833	meanfemale	FC1
TRINITY_DN112847_c0_g1_i1	1.540411671	2	0.623315959	0.303550606	-1.719991042	0.465220171	-1.104014444	2.286406199	1.193081733	0.110589109	-3.176718781	2.173528923	1.120039294	0.963836222	-0.053140075	1.865642664	0.899672686	0.398419645	-1.32763931	NA	NA	NA	NA	0.525077948	-2.380860315	TRINITY_DN112847_c0_g1_i1	2.52E-05	0.004769179	0.319444883	-1.645909511	meanmale	1.765965136	0.820538553	meanfemale	FC1
TRINITY_DN135762_c3_g1_i1	4.265083411	2	2.092573956	0.927063059	-0.10926062	1.11151983	0.152533687	5.944979186	2.571671759	0.321663094	-1.636377677	3.951248231	1.982308484	1.521382006	0.605382447	3.391543217	1.761941877	0.53114251	-0.912829095	sumo2	Chr10	35830902	35830902	2.006375913	-2.365215341	TRINITY_DN135762_c3_g1_i1	5.39E-06	0.001342737	0.722847123	-0.468037963	meanmale	3.81484721	1.931663094	meanfemale	FC1
TRINITY_DN127333_c1_g3_i1	29.71137601	2	4.892943517	3.173835493	1.666227352	4.246527941	2.086283743	10.59805306	3.40572735	4.924926416	2.300102169	14.44910486	3.852908214	3.82347471	1.934884332	33.36656762	5.060331381	2.314310087	1.210582179	NA	NA	NA	NA	2.858487545	-2.338777991	TRINITY_DN127333_c1_g3_i1	3.75E-05	0.006395995	3.664899984	1.873813192	meanmale	18.38971525	4.200835081	meanfemale	FC1
TRINITY_DN127041_c0_g1_i3	42.12009524	2	5.396436793	19.92966004	4.316845196	12.31401026	3.622228771	75.76880984	6.243532181	33.6310553	5.071722144	112.4992776	6.813771927	117.7933979	6.880114871	236.316451	7.884576255	32.8984766	5.039948875	aldh1l2	Chr03	40739666	40739666	5.456999457	-2.252765327	TRINITY_DN127041_c0_g1_i3	4.01E-06	0.001052758	24.69330055	4.62605362	meanmale	116.8996063	6.869127495	meanfemale	FC1
TRINITY_DN116092_c0_g3_i1	1.692705414	2	0.759330919	1.055794098	0.078328506	0.825563706	-0.276548547	2.495902073	1.319561331	0.961613376	-0.056471131	8.459839376	3.080630272	2.511353987	1.328465398	9.818854825	3.295554773	1.402259885	0.487753753	NA	NA	NA	NA	1.677112251	-2.243559755	TRINITY_DN116092_c0_g3_i1	0.000217668	0.023674523	1.061307766	0.08597901	meanmale	4.995731135	2.320724713	meanfemale	FC1
TRINITY_DN130860_c2_g1_i3	121.6546932	2	6.926648167	16.11696952	4.010508594	18.18352511	4.184560007	49.36184765	5.625324492	30.25728419	4.919210596	81.25324601	6.344353544	40.11955858	5.326233828	179.5456329	7.488206752	15.82954296	3.984547697	NA	NA	NA	NA	4.726973676	-2.24239074	TRINITY_DN130860_c2_g1_i3	1.52E-06	0.000463758	20.09683045	4.328903259	meanmale	94.38699567	6.560517727	meanfemale	FC1
TRINITY_DN107343_c0_g1_i1	29.7892994	2	4.896722289	10.38703331	3.376711753	11.95094014	3.579052209	53.10168702	5.730685791	11.00503849	3.460092286	89.42684974	6.48263615	25.28159375	4.660015509	10.71418721	3.421450505	2.898236703	1.535175427	NA	NA	NA	NA	4.18732621	-2.209730975	TRINITY_DN107343_c0_g1_i1	6.47E-05	0.009641955	9.060312161	3.17957668	meanmale	41.66272342	5.380688707	meanfemale	FC1
TRINITY_DN114230_c0_g1_i1	2.228293928	2	1.155939547	0.723985085	-0.465968119	0.121931428	-3.035858064	0.762686155	-0.390838584	0.101446608	-3.301207467	1.661534431	0.732516189	1.078237815	0.108675412	1.17096357	0.227696193	0.182740966	-2.452128008	NA	NA	NA	NA	0.347396388	-2.200203263	TRINITY_DN114230_c0_g1_i1	0.00055192	0.045021904	0.282526022	-1.823033792	meanmale	1.38034318	0.465131507	meanfemale	FC1
TRINITY_DN128775_c0_g1_i1	0.919783581	2	-0.12063365	0.078542018	-3.670391524	0.085980794	-3.539841757	0.896355739	-0.157856683	0.214607341	-2.220228668	0.562388425	-0.830361194	0.714707276	-0.484575619	0.444614746	-1.169372298	0.257722125	-1.956111699	gdap1l1	Chr10	30298649	30298649	-0.046998993	-2.160645946	TRINITY_DN128775_c0_g1_i1	0.000320642	0.032277395	0.15921307	-2.650063469	meanmale	0.707569953	-0.498851429	meanfemale	FC1
TRINITY_DN119834_c0_g1_i2	4.872475736	2	2.284655001	4.233925231	2.081995792	2.01138195	1.008187067	11.48725362	3.521962014	1.891742099	0.91971542	3.289042455	1.717667631	4.315188879	2.109423709	24.54904942	4.617595257	0.699013714	-0.516607335	LOC100497391	Chr04	80333838	80333838	3.51021442	-2.141823808	TRINITY_DN119834_c0_g1_i2	0.000442822	0.039344597	2.209015749	1.143469012	meanmale	9.702602022	3.278386567	meanfemale	FC1
TRINITY_DN134057_c5_g4_i2	0.280974984	2	-1.831486406	0.09597189	-3.381244285	0.070040976	-3.835657002	0.657163824	-0.605675031	0.116547792	-3.101006422	0.419950931	-1.251707328	0.706083294	-0.502089712	0.827859316	-0.272542474	0.244934086	-2.029534536	NA	NA	NA	NA	-0.017968933	-2.11277974	TRINITY_DN134057_c5_g4_i2	0.000605261	0.048536316	0.131873686	-2.921677793	meanmale	0.57840647	-0.789595001	meanfemale	FC1
TRINITY_DN104464_c0_g1_i1	6.597589876	2	2.721939099	0.851330347	-0.232209036	0.877139308	-0.189122104	4.114907147	2.040859877	1.915665818	0.937845909	9.323025275	3.220798178	3.451655817	1.787288613	1.943901253	0.958954934	1.259811082	0.333207407	NA	NA	NA	NA	2.28340834	-2.070221403	TRINITY_DN104464_c0_g1_i1	6.88E-05	0.010009609	1.225986639	0.294060928	meanmale	5.086215874	2.34662106	meanfemale	FC1
TRINITY_DN129937_c0_g3_i4	24.63698469	2	4.622753791	17.27328553	4.110470617	15.07450859	3.914039068	18.05878635	4.174629034	7.481162586	2.903262485	94.56399765	6.563219121	38.16694164	5.254251681	54.89831299	5.778689911	5.020545483	2.327844122	NA	NA	NA	NA	4.175002842	-2.05422191	TRINITY_DN129937_c0_g3_i4	5.50E-05	0.008400869	11.21237555	3.487032934	meanmale	46.06500466	5.525602386	meanfemale	FC1
TRINITY_DN120956_c1_g1_i8	2.156233783	2	1.108513606	0.276187174	-1.856281772	0.503908464	-0.988766406	1.786115431	0.83682532	0.670800696	-0.576043909	2.966395715	1.568711065	2.317148649	1.212350598	2.531307682	1.339882879	0.906260717	-0.142001944	desi1	Chr04	103997688	103997688	0.424774413	-2.003905631	TRINITY_DN120956_c1_g1_i8	0.000176626	0.02089149	0.589289263	-0.762707317	meanmale	2.351440252	1.233606027	meanfemale	FC1
TRINITY_DN107814_c0_g2_i1	0.559039898	2	-0.838976845	0.286424692	-1.803772226	0.627104401	-0.67322245	1.43827351	0.524338053	0.313049466	-1.675537455	2.050901371	1.036258113	1.996370979	0.997379837	2.362622828	1.240389334	0.438598241	-1.189028069	NA	NA	NA	NA	0.612981003	-1.995818029	TRINITY_DN107814_c0_g2_i1	0.000523042	0.043563891	0.4162942	-1.263978122	meanmale	1.681441717	0.749784571	meanfemale	FC1
TRINITY_DN131259_c12_g4_i1	5.0679001	2	2.341388086	1.605136329	0.682695835	0.620174137	-0.689254732	4.74126281	2.245271364	0.343988766	-1.539566645	8.6763447	3.117087371	4.02173986	2.007819766	5.650390868	2.49835067	2.994948752	1.582531317	NA	NA	NA	NA	1.554805992	-1.987264594	TRINITY_DN131259_c12_g4_i1	0.00030498	0.03153964	1.391061996	0.476290427	meanmale	5.631527668	2.493551954	meanfemale	FC1
TRINITY_DN134779_c7_g2_i1	2.237582603	2	1.161940942	1.019046978	0.027220561	0.592642164	-0.754766823	5.560502085	2.475215157	0.928144235	-0.107579075	5.548558288	2.472112957	1.085138537	0.11787924	1.982981768	0.987671413	0.80112532	-0.319900154	NA	NA	NA	NA	2.31435671	-1.976792062	TRINITY_DN134779_c7_g2_i1	0.000204093	0.022854793	0.835239674	-0.259565135	meanmale	3.282952656	1.715037889	meanfemale	FC1
TRINITY_DN130147_c2_g5_i1	14.28925889	2	3.836859188	5.843761667	2.54689734	3.234553957	1.693566779	13.41324538	3.745586439	2.631336749	1.395795891	31.50007671	4.977283437	9.051296136	3.178124399	6.265680777	2.647471269	3.590879964	1.844337427	LOC100493063	Chr07	72856189	72856189	3.44014727	-1.968256438	TRINITY_DN130147_c2_g5_i1	3.87E-05	0.006534069	3.825133084	1.935547659	meanmale	14.90391158	3.897628795	meanfemale	FC1
TRINITY_DN127281_c1_g1_i3	487.0830213	2	8.928023884	148.8176198	7.217401539	114.5275717	6.839551149	922.1647687	9.848880738	237.4671041	7.891583863	952.799225	9.896028429	807.5269623	9.65736662	790.7211096	9.62702513	315.774754	8.302752023	NA	NA	NA	NA	8.30889112	-1.959832552	TRINITY_DN127281_c1_g1_i3	2.36E-06	0.000687191	204.1467624	7.673463584	meanmale	792.0590174	9.629464303	meanfemale	FC1
TRINITY_DN120145_c0_g1_i1	3.507450251	2	1.810422641	0.759315171	-0.397229262	1.329968814	0.411392417	6.297028599	2.65467122	0.553265169	-0.853956994	8.397087678	3.069889052	3.0186296	1.593893742	1.637474623	0.711472548	2.159353872	1.11059969	NA	NA	NA	NA	2.137467235	-1.916458903	TRINITY_DN120145_c0_g1_i1	0.00052714	0.043563891	1.200475757	0.263726441	meanmale	4.57153415	2.192709955	meanfemale	FC1
TRINITY_DN129628_c2_g2_i2	3.261879447	2	1.705703464	0.894030484	-0.161604071	0.823001777	-0.281032549	5.113127173	2.354205909	0.703241536	-0.507907811	3.370524752	1.75297322	2.57279801	1.363338196	1.166653178	0.222375741	1.011205545	0.01607628	NA	NA	NA	NA	3.868693323	-1.846158932	TRINITY_DN129628_c2_g2_i2	7.14E-06	0.001668586	0.857869836	-0.221001169	meanmale	3.096996512	1.630916341	meanfemale	FC1
TRINITY_DN128335_c3_g2_i1	1.636727693	2	0.710814317	0.406583851	-1.298375181	0.417273494	-1.260934814	2.610063066	1.384084667	0.462893842	-1.111246725	2.335091682	1.223479195	1.515336731	0.599638418	2.219410653	1.150176631	1.000601242	0.000867148	NA	NA	NA	NA	2.004548658	-1.843755634	TRINITY_DN128335_c3_g2_i1	5.19E-05	0.008126081	0.571838107	-0.806069062	meanmale	2.063325965	1.045041676	meanfemale	FC1
TRINITY_DN121738_c0_g2_i3	49.41635946	2	5.626916825	19.38389347	4.276786476	18.35108234	4.19779325	76.0407466	6.248700792	15.09255443	3.915765099	85.21803546	6.413086888	57.67409852	5.849851644	35.62074746	5.154645885	15.34273583	3.939483854	NA	NA	NA	NA	6.23705572	-1.838587492	TRINITY_DN121738_c0_g2_i3	4.20E-07	0.000162239	17.04256652	4.091079174	meanmale	60.7939975	5.925859354	meanfemale	FC1
TRINITY_DN122662_c0_g12_i1	2.309816876	2	1.207778478	0.540999844	-0.886299917	0.444178774	-1.170787643	2.083767531	1.059194337	0.615925832	-0.699171459	1.694765119	0.761085341	2.068676265	1.04870789	1.531260053	0.614719316	0.591732652	-0.756982589	NA	NA	NA	NA	0.597257681	-1.818675773	TRINITY_DN122662_c0_g12_i1	0.000195839	0.022462182	0.548209276	-0.866938216	meanmale	1.937657169	0.95438779	meanfemale	FC1
TRINITY_DN134360_c3_g1_i1	17.18308216	2	4.102916933	4.262878398	2.091827902	3.178711471	1.66844207	7.050699465	2.817766387	5.064279061	2.340356905	14.74575177	3.882227471	16.76988788	4.067801138	6.295180216	2.654247679	1.756934602	0.813060491	srrd	Chr01	140229000	140229000	3.287195594	-1.801477583	TRINITY_DN134360_c3_g1_i1	4.85E-05	0.007841229	3.565700883	1.834226144	meanmale	12.4089203	3.633317313	meanfemale	FC1
TRINITY_DN135127_c9_g1_i3	127.4460652	2	6.993743022	19.76904958	4.305171608	9.129238096	3.190494461	42.9486009	5.42453923	13.26320916	3.729357986	33.69595842	5.074503656	32.96395162	5.042817294	88.52811139	6.468063739	33.05944181	5.046990461	NA	NA	NA	NA	6.206697606	-1.798628365	TRINITY_DN135127_c9_g1_i3	0.000252712	0.026718294	18.80523466	4.233070076	meanmale	65.11653751	6.024954299	meanfemale	FC1
TRINITY_DN99267_c0_g1_i2	12.28688676	2	3.619047508	6.701341542	2.744449938	2.667647592	1.415568093	12.514685	3.645550073	7.398251151	2.887184277	42.16772112	5.398067151	10.53685246	3.397372068	21.84153831	4.449002564	6.44131007	2.687354142	dtd1	Chr05	23915090	23915090	2.285723564	-1.794572935	TRINITY_DN99267_c0_g1_i2	0.000628641	0.049778393	5.802137589	2.536609372	meanmale	19.86953673	4.312493591	meanfemale	FC1
TRINITY_DN115794_c1_g1_i1	5.955226358	2	2.574156346	2.288374967	1.194323468	2.505108762	1.324873241	6.62942903	2.728884621	3.954718423	1.983574978	15.96542551	3.996879099	6.907079463	2.788075821	13.9506255	3.802257904	2.952220609	1.561800533	NA	NA	NA	NA	3.055883382	-1.774671705	TRINITY_DN115794_c1_g1_i1	4.80E-05	0.007838995	2.92510569	1.548538074	meanmale	9.881557172	3.304753005	meanfemale	FC1
