gid	Am1_434	base	logAm1_434	Am2_433	logAm2_433	Am2_434	logAm2_434	Am4_434	logAm4_434	Am4_435	logAm4_435	Am5_433	logAm5_433	gname	chr	start	end	logCPM	logFC.XY43.XX43	PV.XY43.XX43	FDR.XY43.XX43	meanXY	log2meanXY	group1	meanXX	log2meanXX	group2	cutoff
TRINITY_DN120818_c0_g1_i2	0	2	NA	6.652684453	2.733936606	0.134267878	-2.896813897	0.196069107	-2.350565855	1.691744509	0.758511706	0.356660634	-1.487376106	NA	NA	NA	NA	0.567110868	-4.607243768	2.58E-05	0.004710853	0.110112328	-3.181642482	meanfemale	2.900363199	1.536283314	meanfemale	FC3
TRINITY_DN124438_c0_g1_i1	0.020389553	2	-5.616026042	2.186940285	1.128913828	0.025761967	-5.278613438	0.110351306	-3.179824391	1.439699746	0.525767964	0.296540603	-1.75369844	NA	NA	NA	NA	1.362602092	-4.591698821	4.46E-07	0.000144296	0.052167609	-4.257939035	meanfemale	1.307726878	0.387171578	meanfemale	FC3
TRINITY_DN110103_c0_g1_i1	0.019898824	2	-5.651173018	2.951882407	1.56163525	0.083806451	-3.57679489	0.068533439	-3.867048107	1.11197167	0.153120033	0.233749022	-2.096967766	NA	NA	NA	NA	1.518455973	-4.563973049	7.64E-07	0.000210209	0.057412905	-4.119970487	meanfemale	1.432534366	0.518670455	meanfemale	FC3
TRINITY_DN125285_c2_g1_i3	0.105374583	2	-3.246401173	11.00602597	3.460221733	0.421608659	-1.246023598	0.207382898	-2.269631169	4.884231674	2.288131633	2.269340699	1.182273219	NA	NA	NA	NA	2.177762788	-4.560369969	9.85E-09	6.15E-06	0.244788713	-2.029801812	meanfemale	6.053199448	2.597721721	meanfemale	FC3
TRINITY_DN123456_c0_g3_i1	0.170220481	2	-2.554523462	23.01817695	4.524701671	0.57352433	-0.802073405	0.725840144	-0.462276245	8.406075217	3.071432366	3.173903076	1.666258072	NA	NA	NA	NA	2.005896334	-4.492178451	1.14E-07	4.40E-05	0.489861652	-1.029259258	meanfemale	11.53271841	3.52767322	meanfemale	FC3
TRINITY_DN129711_c1_g5_i1	0.796849865	2	-0.327620164	7.485700594	2.904137346	0.156094676	-2.679506763	0.218824713	-2.192152417	0.112386124	-3.153464174	18.88684966	4.239310174	NA	NA	NA	NA	3.200031713	-4.459147268	8.10E-05	0.01336685	0.390589751	-1.355904684	meanfemale	8.828312126	3.142153979	meanfemale	FC3
TRINITY_DN122293_c0_g1_i1	0.039186173	2	-4.673511506	10.06692484	3.331551143	0.627142881	-0.673133927	0.077120515	-3.696741504	5.533845898	2.46828247	1.534383768	0.617659364	NA	NA	NA	NA	1.543542391	-4.440674068	3.38E-06	0.000764587	0.247816523	-2.012073668	meanfemale	5.711718169	2.513950053	meanfemale	FC3
TRINITY_DN117740_c0_g1_i2	0.073426271	2	-3.767559856	10.71243647	3.421214743	0.556639505	-0.845184794	0.144506886	-2.790789854	4.919543523	2.298524456	1.834586188	0.875454683	NA	NA	NA	NA	2.233417502	-4.426718632	3.45E-07	0.000114462	0.258190887	-1.95293135	meanfemale	5.822188727	2.541586384	meanfemale	FC3
TRINITY_DN121071_c0_g1_i4	0.101295796	2	-3.303353795	8.455246211	3.079846766	0.277303164	-1.850464017	0.161976444	-2.626144076	2.950939583	1.561174384	0.623285766	-0.682034329	nkx2-4	Chr05	25188671	25188671	2.639040377	-4.420462375	3.75E-07	0.000123091	0.180191801	-2.471594302	meanfemale	4.009823853	2.003574841	meanfemale	FC3
TRINITY_DN123462_c3_g1_i1	0.09261134	2	-3.432667331	3.556760817	1.83056396	0.187221384	-2.417182869	0	NA	2.08614321	1.0608382	0.62165369	-0.685816985	NA	NA	NA	NA	1.185838174	-4.409368139	2.19E-06	0.00051368	0.093277575	-3.420780072	meanfemale	2.088185906	1.062319244	meanfemale	FC3
TRINITY_DN129466_c1_g5_i1	0.035190576	2	-4.828667061	4.170176839	2.060108563	0.118567705	-3.076216987	0.103885446	-3.266934543	1.493925927	0.579108617	0.157477848	-2.666779192	NA	NA	NA	NA	0.203156439	-4.386264843	4.33E-05	0.007424389	0.085881242	-3.539834234	meanfemale	1.940526871	0.956522755	meanfemale	FC3
TRINITY_DN165190_c0_g1_i1	0.13476514	2	-2.891480735	3.896753265	1.962272586	0.178382503	-2.486953982	0.037889301	-4.722065665	2.551981732	1.351618002	1.184609782	0.244411904	Xetrov90000956m	Chr01	49857945	49857945	1.408564816	-4.381459828	1.70E-08	9.23E-06	0.117012315	-3.094035308	meanfemale	2.54444826	1.347409554	meanfemale	FC3
TRINITY_DN125519_c4_g4_i2	0.065767004	2	-3.92649224	6.598930743	2.722232276	0.443177892	-1.174042181	0.032358258	-4.949722247	1.709369362	0.773464169	3.789207468	1.921896133	eral1	Chr03	40298751	40298751	1.287956859	-4.377575183	9.36E-07	0.000249315	0.180434385	-2.469654455	meanfemale	4.032502524	2.011711213	meanfemale	FC3
TRINITY_DN123052_c0_g1_i2	0.028084155	2	-5.154099794	2.368500647	1.243974066	0.047312011	-4.401649706	0.069088927	-3.855401684	0.729943468	-0.454143359	0.015709576	-5.992211947	NA	NA	NA	NA	0.602622224	-4.345027024	0.000184453	0.028416946	0.048161698	-4.372977525	meanfemale	1.03805123	0.05401662	meanfemale	FC3
TRINITY_DN108208_c0_g1_i3	0.704093806	2	-0.506160444	73.69252172	6.203446318	3.389007406	1.76086279	0.989782015	-0.014817267	22.39609035	4.485175	11.25292909	3.492228673	NA	NA	NA	NA	2.805370277	-4.339788345	1.96E-07	6.88E-05	1.694294409	0.760769734	meanfemale	35.78051372	5.161106228	meanfemale	FC3
TRINITY_DN127708_c1_g3_i1	0.218713524	2	-2.192885664	4.855708795	2.279681903	0.06140934	-4.025398092	0.286960057	-1.801078158	0.82111567	-0.284342627	6.280268447	2.650826228	gorasp1	Chr06	5780457	5780457	0.165514861	-4.311196788	6.71E-06	0.00139465	0.18902764	-2.402567871	meanfemale	3.985697637	1.994868465	meanfemale	FC3
TRINITY_DN125971_c0_g1_i2	0.029298073	2	-5.093050411	1.926017277	0.945620645	0.074035559	-3.755637832	0.043245149	-4.531317881	1.01532635	0.021943518	0.131108893	-2.931162549	NA	NA	NA	NA	0.532432755	-4.299730534	1.08E-05	0.002109433	0.048859594	-4.352264605	meanfemale	1.02415084	0.034569076	meanfemale	FC3
TRINITY_DN164909_c0_g1_i1	0.227227205	2	-2.137792522	33.93722721	5.084796791	1.190929045	0.252087461	0.720481593	-0.472966522	6.212161838	2.635095415	2.542104652	1.346023424	NA	NA	NA	NA	3.463540115	-4.25989216	1.82E-06	0.000439415	0.712879281	-0.488067942	meanfemale	14.2304979	3.830924373	meanfemale	FC3
TRINITY_DN113538_c0_g1_i1	0.411622599	2	-1.280605903	8.545116263	3.095100121	0.211047131	-2.244362878	0.017610774	-5.827397872	3.25609654	1.703143475	0.520568423	-0.941840292	NA	NA	NA	NA	2.191345898	-4.238794732	2.25E-05	0.004202551	0.213426835	-2.227510705	meanfemale	4.107260409	2.038211545	meanfemale	FC3
TRINITY_DN103838_c0_g1_i1	0.729816558	2	-0.454394212	16.94888052	4.083118081	0.577486065	-0.792141961	0.174099223	-2.522018331	8.009080483	3.001636617	2.449447104	1.292456137	cpox-like	Chr02	16477067	16477067	3.032561977	-4.180733467	6.71E-08	2.81E-05	0.493800615	-1.017707329	meanfemale	9.135802702	3.191547286	meanfemale	FC3
TRINITY_DN118738_c0_g2_i1	0.61670043	2	-0.697358243	2.933894307	1.552816899	0.173154204	-2.52987068	0	NA	0.979540258	-0.029823308	10.40649975	3.379412991	NA	NA	NA	NA	0.898260214	-4.128085267	7.36E-05	0.012302102	0.263284878	-1.924755578	meanfemale	4.773311438	2.255020693	meanfemale	FC3
TRINITY_DN111232_c1_g1_i1	0.089910913	2	-3.475359955	1.77318799	0.826345496	0.090881126	-3.45987548	0	NA	1.152871038	0.20523114	0.181058123	-2.465475191	galns-like	Chr04	60915790	60915790	0.283916666	-4.031199474	5.49E-05	0.009301143	0.060264013	-4.05016747	meanfemale	1.035705717	0.050753426	meanfemale	FC3
TRINITY_DN125309_c0_g1_i1	0.345284316	2	-1.534143291	22.60894279	4.498821627	1.206993666	0.271418105	0.594595988	-0.750018366	8.37609292	3.066277447	4.287784288	2.100232328	NA	NA	NA	NA	3.755078098	-3.99006112	2.33E-08	1.15E-05	0.715624657	-0.482523414	meanfemale	11.75760667	3.555534786	meanfemale	FC3
TRINITY_DN123396_c0_g1_i4	2.556369136	2	1.354096174	51.35656622	5.68247684	1.372198035	0.456488706	1.356416792	0.43980055	24.99224796	4.643408767	8.635892122	3.110345222	NA	NA	NA	NA	4.48719686	-3.98297427	1.51E-09	1.45E-06	1.761661321	0.817018485	meanfemale	28.32823543	4.824173927	meanfemale	FC3
TRINITY_DN125119_c3_g4_i1	0.450523667	2	-1.150325199	10.21558315	3.352699657	0.4879127	-1.035305059	0.189997506	-2.395947614	6.719132744	2.748275033	1.188055182	0.248601847	NA	NA	NA	NA	1.927891994	-3.96874925	9.96E-07	0.000255154	0.376144624	-1.410257126	meanfemale	6.040923692	2.594793045	meanfemale	FC3
TRINITY_DN128648_c7_g8_i1	0.282847565	2	-1.821903344	10.03099065	3.326392187	0.524149491	-0.931949758	0	NA	2.205472049	1.141087477	1.139168701	0.187981413	NA	NA	NA	NA	0.70215967	-3.968169624	0.000101095	0.016260441	0.268999019	-1.893790965	meanfemale	4.4585438	2.156604948	meanfemale	FC3
TRINITY_DN130878_c0_g1_i3	0.061268284	2	-4.028715745	7.737418626	2.951852332	0.567686338	-0.816834073	0.120579307	-3.051945752	3.131802239	1.646993115	1.370878006	0.455100192	NA	NA	NA	NA	0.47805999	-3.924127854	2.71E-05	0.004918674	0.249844643	-2.000319488	meanfemale	4.080032957	2.028616165	meanfemale	FC3
TRINITY_DN117638_c0_g1_i1	0.16451338	2	-2.603723171	4.774997873	2.255500091	0.123176751	-3.021198115	0.125911045	-2.989523252	1.12440733	0.169164764	0.552148095	-0.856872822	NA	NA	NA	NA	1.262202374	-3.910451975	4.89E-06	0.001068224	0.137867059	-2.857604248	meanfemale	2.150517766	1.104751134	meanfemale	FC3
TRINITY_DN121347_c0_g1_i2	0.211737671	2	-2.239650128	7.173354067	2.842647842	0.535056235	-0.902237567	0.208355614	-2.262880122	4.158075717	2.055916029	3.079460107	1.622677439	hook2-like	scaffold_185	94113	94113	1.474049498	-3.851454336	6.17E-08	2.67E-05	0.318383173	-1.650710943	meanfemale	4.803629964	2.264155054	meanfemale	FC3
TRINITY_DN117125_c0_g1_i1	0.767017587	2	-0.382668437	32.78081217	5.034779694	1.996970258	0.997812846	1.029226525	0.041560543	15.88821065	3.989884751	7.371867892	2.882030217	NA	NA	NA	NA	3.423434578	-3.841147209	8.97E-09	5.74E-06	1.26440479	0.338572502	meanfemale	18.6802969	4.223453203	meanfemale	FC3
TRINITY_DN124147_c1_g3_i2	0.090321071	2	-3.468793597	3.007858029	1.588736473	0.266279153	-1.908988611	0.029626128	-5.076986105	1.943259064	0.958478245	0.522074669	-0.937671934	NA	NA	NA	NA	1.323088944	-3.765222551	1.25E-05	0.002413575	0.128742117	-2.95632382	meanfemale	1.824397254	0.86749898	meanfemale	FC3
TRINITY_DN111236_c0_g1_i1	1.246264549	2	0.317610347	22.51817061	4.493017722	0.42768026	-1.225395475	0.817572089	-0.29058215	6.478405014	2.695638665	5.163920833	2.368466883	NA	NA	NA	NA	2.317032836	-3.74342717	5.81E-07	0.000176894	0.830505633	-0.26776444	meanfemale	11.38683215	3.509307206	meanfemale	FC3
TRINITY_DN132704_c0_g2_i5	0.348082799	2	-1.522497572	11.30743962	3.499200387	0.575538938	-0.797014558	0.279092749	-1.841183452	3.998604301	1.99949652	1.225944536	0.29389371	dgat2	Chr02	169548535	169548535	3.104588503	-3.739291124	7.29E-07	0.000202768	0.400904829	-1.318308486	meanfemale	5.510662819	2.462252035	meanfemale	FC3
TRINITY_DN124263_c0_g1_i1	1.079297096	2	0.110092047	20.64402127	4.367652117	0.674508138	-0.568092245	0.548158776	-0.86733426	6.274068464	2.649401272	2.901808081	1.536952106	NA	NA	NA	NA	3.522298164	-3.663751365	2.19E-07	7.58E-05	0.767321337	-0.381909218	meanfemale	9.939965938	3.313255422	meanfemale	FC3
TRINITY_DN124226_c0_g1_i1	0.073545897	2	-3.765211332	1.87667033	0.908175238	0.139386595	-2.842836273	0	NA	0.73276192	-0.448583563	0.205698704	-2.281395391	NA	NA	NA	NA	0.137599669	-3.639005881	0.000290202	0.041003471	0.070977497	-3.814463305	meanfemale	0.938376985	-0.09160673	meanfemale	FC3
TRINITY_DN129237_c5_g4_i2	0.386115958	2	-1.372893913	9.924087169	3.310934407	0.55754638	-0.842836273	0.37994858	-1.396123909	5.40013676	2.432995944	1.419321056	0.50520097	NA	NA	NA	NA	1.081000937	-3.609627966	6.93E-06	0.001418617	0.441203639	-1.18015645	meanfemale	5.581181662	2.480596454	meanfemale	FC3
TRINITY_DN135315_c3_g6_i1	0.074004052	2	-3.756251924	3.264624211	1.706916934	0.18700654	-2.41883937	0.169917988	-2.557089506	1.795230145	0.844168807	0.386362864	-1.371971661	kiaa0232-like	Chr01	20451126	20451126	0.642895946	-3.595223947	3.93E-05	0.006880595	0.14364286	-2.798437799	meanfemale	1.81540574	0.860371491	meanfemale	FC3
TRINITY_DN130577_c0_g1_i1	0.241921069	2	-2.047391675	6.356199257	2.668164352	0.280192453	-1.835509998	0.267814008	-1.900696672	2.646133087	1.403885624	0.778116527	-0.361941872	NA	NA	NA	NA	1.168566932	-3.580196965	1.03E-05	0.00202356	0.263309177	-1.924622488	meanfemale	3.260149624	1.70498243	meanfemale	FC3
TRINITY_DN133404_c0_g2_i3	0.051638608	2	-4.275406079	3.796653643	1.924728392	0.304475682	-1.715601088	0.228662063	-2.128711065	1.923754236	0.943924503	0.895445847	-0.159321908	NA	NA	NA	NA	0.856371947	-3.430884136	2.75E-05	0.004921967	0.194925451	-2.358265686	meanfemale	2.205284575	1.141030255	meanfemale	FC3
TRINITY_DN125119_c3_g6_i1	0.62944719	2	-0.667842753	21.52222538	4.427755354	1.185151901	0.245071981	1.275221119	0.350747427	7.763049364	2.956623461	4.390857488	2.13450271	NA	NA	NA	NA	2.639423447	-3.398385519	1.50E-06	0.000364869	1.02994007	0.042700461	meanfemale	11.22537741	3.488704898	meanfemale	FC3
TRINITY_DN124411_c0_g2_i4	4.116334783	2	2.041360322	52.12263072	5.703837996	1.589176649	0.6682795	1.800260053	0.848205323	20.80338884	4.378746655	6.268120926	2.648033013	NA	NA	NA	NA	3.244765617	-3.375926805	4.46E-06	0.000982774	2.501923828	1.323095529	meanfemale	26.39804683	4.72236475	meanfemale	FC3
TRINITY_DN93558_c0_g2_i1	1.389609939	2	0.474679978	41.21104597	5.364959176	2.173793404	1.120214834	2.637155352	1.398982561	16.51097457	4.045353374	8.661489376	3.114615123	NA	NA	NA	NA	2.205605053	-3.373741823	2.00E-06	0.000473228	2.066852898	1.047505513	meanfemale	22.12783664	4.467797025	meanfemale	FC3
TRINITY_DN124649_c0_g1_i1	0.629017252	2	-0.668828509	19.31516551	4.271662135	1.015521657	0.022221007	1.083197577	0.115296417	6.75151938	2.755212207	3.049423571	1.608536557	NA	NA	NA	NA	3.507372395	-3.372459469	5.91E-07	0.000177737	0.909245495	-0.137099561	meanfemale	9.705369487	3.278798003	meanfemale	FC3
TRINITY_DN121788_c0_g1_i1	0.989020048	2	-0.015928329	16.51864601	4.046023533	1.908503645	0.932441942	0.477763804	-1.065630537	14.11488055	3.819145015	3.82233815	1.934455415	NA	NA	NA	NA	3.723365706	-3.32556838	9.83E-07	0.000255154	1.125095832	0.170176114	meanfemale	11.48528824	3.521727719	meanfemale	FC3
TRINITY_DN124256_c0_g1_i2	0.08789422	2	-3.508087894	3.269160904	1.708920386	1.110533385	0.151252764	0.605432083	-0.723962967	2.969829574	1.570380143	12.68478544	3.665027212	NA	NA	NA	NA	0.603203201	-3.299982813	0.000215886	0.031730211	0.601286563	-0.733635462	meanfemale	6.307925306	2.657188448	meanfemale	FC3
TRINITY_DN108709_c0_g1_i2	1.43642195	2	0.522479604	30.52472191	4.931906247	3.858711941	1.948119348	0.649435918	-0.622740918	21.42527204	4.421241617	7.036041977	2.81476409	NA	NA	NA	NA	3.391977625	-3.278154308	5.55E-06	0.001191849	1.98152327	0.986682715	meanfemale	19.66201198	4.29734639	meanfemale	FC3
TRINITY_DN133440_c0_g2_i2	0.126190285	2	-2.986327249	4.08715246	2.03109606	0.224397005	-2.155874674	0.24834933	-2.00955724	1.360529741	0.444168494	0.549015437	-0.86508138	NA	NA	NA	NA	1.582165965	-3.271855458	2.75E-05	0.004921967	0.19964554	-2.323764804	meanfemale	1.998899213	0.999277904	meanfemale	FC3
TRINITY_DN117446_c0_g1_i2	1.794392597	2	0.843495574	28.76227449	4.846105862	3.424199293	1.775766671	1.156319419	0.20953998	23.47062507	4.552784359	9.220181738	3.204795188	NA	NA	NA	NA	4.739124858	-3.242111039	3.61E-08	1.62E-05	2.124970436	1.087510661	meanfemale	20.48436043	4.356457987	meanfemale	FC3
TRINITY_DN126089_c1_g1_i2	0.166756393	2	-2.584186023	2.930723575	1.5512569	0.332003909	-1.590727867	0.216304165	-2.20886665	3.165289614	1.662337508	0.593595977	-0.752446781	skiv2l2-like	Chr01	178712368	178712368	2.631050067	-3.19676856	6.21E-06	0.001300883	0.238354822	-2.068212136	meanfemale	2.229869722	1.157024122	meanfemale	FC3
TRINITY_DN103834_c0_g4_i1	0.508361165	2	-0.976074271	2.638342301	1.399631753	0	NA	0.437711033	-1.191949346	3.523456848	1.816991545	2.559281035	1.355738579	Xetrov90022714m	Chr09	3340566	3340566	0.029004578	-3.181136933	0.000230246	0.033647433	0.315357399	-1.664482904	meanfemale	2.907026728	1.539593963	meanfemale	FC3
TRINITY_DN123821_c0_g1_i1	0.240289947	2	-2.057151803	5.334731877	2.415415763	0.562228872	-0.830770553	0.157634552	-2.6653443	2.636966108	1.398879029	0.866211986	-0.207207959	NA	NA	NA	NA	1.238413666	-3.15109905	7.94E-05	0.013177326	0.320051124	-1.643175021	meanfemale	2.94596999	1.558791705	meanfemale	FC3
TRINITY_DN130933_c7_g1_i2	0.619792767	2	-0.690142176	18.92701912	4.242375309	3.268595681	1.70867093	1.325854131	0.40692206	21.45560587	4.423282736	6.843489783	2.774732204	NA	NA	NA	NA	3.615282883	-3.145996763	3.50E-06	0.000784762	1.73808086	0.797578204	meanfemale	15.74203826	3.976559611	meanfemale	FC3
TRINITY_DN130816_c3_g1_i1	0.470234078	2	-1.088549	7.939048846	2.988966173	0.586800356	-0.769058349	0.394171523	-1.343104543	3.515708505	1.813815458	1.344412445	0.426975803	NA	NA	NA	NA	2.366803635	-3.103292145	1.02E-05	0.002014888	0.483735319	-1.047412008	meanfemale	4.266389932	2.093049644	meanfemale	FC3
TRINITY_DN124339_c4_g2_i1	0.343236553	2	-1.542724894	4.928436257	2.301129967	0.520410535	-0.942277927	0.202652449	-2.302920485	2.557399564	1.354677583	1.919979689	0.941091049	NA	NA	NA	NA	0.031290792	-3.072660801	9.35E-05	0.015228597	0.355433179	-1.491943894	meanfemale	3.135271837	1.648636548	meanfemale	FC3
TRINITY_DN124339_c4_g3_i4	0.275999459	2	-1.857262656	3.222919979	1.688368369	0.395218435	-1.339277852	0.135795478	-2.880492656	2.702049354	1.434054026	0.988078176	-0.017302904	NA	NA	NA	NA	0.865018542	-3.056139692	4.06E-05	0.007063991	0.269004457	-1.893761808	meanfemale	2.30434917	1.204421946	meanfemale	FC3
TRINITY_DN127070_c0_g1_i3	0.369354209	2	-1.436923077	6.549444069	2.711372453	0.560009766	-0.836476108	0.39980002	-1.322649551	3.375997498	1.755313835	1.384270482	0.469125868	NA	NA	NA	NA	2.114933721	-3.04935019	9.07E-06	0.001812993	0.443054665	-1.174117795	meanfemale	3.769904016	1.91456606	meanfemale	FC3
TRINITY_DN107978_c0_g1_i1	0.418761331	2	-1.255799867	6.369059475	2.671080344	0.29394452	-1.766384213	0.549430016	-0.863992366	2.44893325	1.292153451	1.834916396	0.875714331	NA	NA	NA	NA	1.132443008	-3.034810391	2.58E-05	0.004710853	0.420711956	-1.248752401	meanfemale	3.550969707	1.828253681	meanfemale	FC3
TRINITY_DN129649_c3_g1_i3	1.23310789	2	0.302299033	21.87338261	4.451104438	1.746184053	0.804205631	1.494782435	0.579935516	9.584053704	3.260635992	4.558478714	2.188552439	NA	NA	NA	NA	3.822007826	-2.971718924	9.98E-07	0.000255154	1.491358126	0.576723473	meanfemale	12.00530501	3.585612169	meanfemale	FC1
TRINITY_DN135835_c0_g1_i3	0.531424548	2	-0.912063223	12.19901819	3.608693135	1.050214819	0.070684458	0.734121939	-0.445908378	5.578088775	2.479770895	0.457331755	-1.128686998	NA	NA	NA	NA	3.653994714	-2.94054968	0.000300153	0.042083171	0.771920435	-0.373289059	meanfemale	6.07814624	2.603655122	meanfemale	FC1
TRINITY_DN120912_c0_g1_i3	0.24244077	2	-2.044295765	2.97085089	1.570876197	0.476499537	-1.069453283	0.059642074	-4.067525763	2.187968303	1.129591838	0.791089376	-0.338087398	NA	NA	NA	NA	1.106344324	-2.891648384	0.00026359	0.037871054	0.25952746	-1.945485112	meanfemale	1.983302856	0.987977738	meanfemale	FC1
TRINITY_DN131183_c0_g2_i1	0.809585212	2	-0.304745157	7.469625261	2.901035867	0.500085239	-0.999754073	0.318661527	-1.649903246	2.71210129	1.43941106	1.871828692	0.904448407	LOC101734118	Chr02	159127977	159127977	0.719384349	-2.850236277	0.000209192	0.031656057	0.542777326	-0.881301866	meanfemale	4.017851748	2.006460239	meanfemale	FC1
TRINITY_DN114033_c0_g3_i2	0.104745857	2	-3.255034913	1.430238995	0.516256244	0.189064554	-2.403049184	0.080985744	-3.626188218	1.069545747	0.096998191	0.259479833	-1.946305679	NA	NA	NA	NA	1.428733956	-2.843029913	0.000121451	0.019291907	0.124932052	-2.999630121	meanfemale	0.919754858	-0.120521855	meanfemale	FC1
TRINITY_DN129730_c0_g1_i2	0.148260876	2	-2.753790154	2.282727587	1.190758703	0.199814309	-2.323268195	0.23342836	-2.098948245	1.575649909	0.65594702	0.265386998	-1.913830404	NA	NA	NA	NA	1.608809454	-2.791106937	0.000214847	0.031730211	0.193834515	-2.366358509	meanfemale	1.374588165	0.459104394	meanfemale	FC1
TRINITY_DN129466_c1_g2_i3	0.598122007	2	-0.741488295	5.854396933	2.549520565	0.424264023	-1.23696575	0.278795503	-1.842720804	2.181889596	1.125578103	1.126987911	0.17247204	NA	NA	NA	NA	1.096189806	-2.780453971	0.000210464	0.031661247	0.433727178	-1.20480766	meanfemale	3.054424813	1.61094796	meanfemale	FC1
TRINITY_DN131450_c1_g5_i5	0.431947796	2	-1.211071132	4.392953151	2.135191114	0.683579538	-0.548818882	0.206084049	-2.278695251	3.957759071	1.984683791	0.849333813	-0.235596408	eml3	Chr04	41585277	41585277	2.351005355	-2.773944731	0.000126928	0.020037326	0.440537128	-1.182337035	meanfemale	3.066682012	1.616725623	meanfemale	FC1
TRINITY_DN118674_c0_g1_i2	0.532285883	2	-0.90972679	5.384890992	2.42891714	0.692030934	-0.531091567	0.398531116	-1.327235725	4.972506926	2.313973381	0.89324235	-0.162876442	NA	NA	NA	NA	2.814622865	-2.770248978	5.17E-05	0.008808081	0.540949311	-0.886168008	meanfemale	3.750213423	1.90701117	meanfemale	FC1
TRINITY_DN123296_c1_g1_i2	0.261241154	2	-1.936545909	3.027986372	1.598358712	0.319072694	-1.648042946	0.257068384	-1.959775906	1.923831907	0.94398275	0.832951189	-0.263696139	NA	NA	NA	NA	1.693069312	-2.752975065	2.24E-05	0.004202551	0.279127411	-1.840487523	meanfemale	1.928256489	0.947371783	meanfemale	FC1
TRINITY_DN120412_c0_g1_i2	0.811384291	2	-0.301542724	8.741017727	3.127801264	1.843243472	0.882246648	0.82261883	-0.281703999	11.58825808	3.534591815	3.245844879	1.698594054	NA	NA	NA	NA	2.80180107	-2.735644998	2.36E-05	0.004366721	1.159082198	0.213107344	meanfemale	7.858373562	2.974249109	meanfemale	FC1
TRINITY_DN127464_c0_g13_i1	5.511023584	2	2.462320301	15.95889005	3.99628841	3.229270751	1.691208406	2.672201295	1.418028689	13.83948019	3.790717851	37.79694029	5.240197546	NA	NA	NA	NA	2.629210103	-2.533679575	4.17E-05	0.007200455	3.80416521	1.927617826	meanfemale	22.53177018	4.493895159	meanfemale	FC1
TRINITY_DN97559_c0_g1_i1	17.13903356	2	4.099213856	89.74551668	6.487767964	4.363619638	2.125525352	3.573151289	1.837197	28.69100576	4.842526637	26.3240335	4.718308658	NA	NA	NA	NA	4.443810234	-2.510709265	0.000192739	0.029515681	8.358601496	3.06327884	meanfemale	48.25351865	5.592565232	meanfemale	FC1
TRINITY_DN116137_c0_g2_i2	0.476186408	2	-1.070401653	6.075423252	2.602984919	1.027829105	0.039600411	0.644297976	-0.634200032	4.125566562	2.044592258	2.19752612	1.135880313	wars2	scaffold_1854	17	17	1.642347668	-2.488010892	9.86E-05	0.015953329	0.716104496	-0.481556519	meanfemale	4.132838645	2.047167946	meanfemale	FC1
TRINITY_DN128648_c7_g2_i1	1.234796899	2	0.304273765	13.55354415	3.76059825	1.398756707	0.484145049	0.733234101	-0.447654211	2.656052361	1.409283588	3.215395527	1.684996215	NA	NA	NA	NA	2.742126608	-2.487337846	0.000301135	0.042083171	1.122262569	0.166538801	meanfemale	6.474997346	2.694901882	meanfemale	FC1
TRINITY_DN131370_c0_g1_i1	0.506763263	2	-0.980616153	5.559632103	2.474989419	1.045806293	0.064615657	0.523602241	-0.933456823	4.16363589	2.05784391	2.0504383	1.035932332	mafg	Chr10	20016369	20016369	3.364701789	-2.471113071	1.52E-05	0.002896473	0.692057266	-0.530828224	meanfemale	3.924568764	1.972570898	meanfemale	FC1
TRINITY_DN126410_c3_g1_i3	13.74293705	2	3.780618455	119.8321455	6.904871159	15.54988949	3.958832422	7.064474685	2.820582286	48.15935362	5.589744124	33.27406458	5.056326204	NA	NA	NA	NA	5.17011364	-2.437969947	1.32E-05	0.00254735	12.11910041	3.599222612	meanfemale	67.08852123	6.067996189	meanfemale	FC1
TRINITY_DN132480_c0_g2_i5	0.741081848	2	-0.432295207	4.143756658	2.050939283	0.475605542	-1.072162569	0.633748325	-0.658018066	3.508376386	1.810803531	1.86544218	0.899517644	NA	NA	NA	NA	3.019893279	-2.339225403	1.92E-05	0.003644163	0.616811905	-0.696863608	meanfemale	3.172525075	1.665677041	meanfemale	FC1
TRINITY_DN123125_c7_g2_i1	2.395128601	2	1.26010312	13.00595656	3.701100605	2.914135372	1.543067897	4.63892175	2.213789511	7.081631941	2.824081863	21.90426146	4.453139667	morn1	Chr07	81541217	81541217	4.087844926	-2.030251936	0.000154735	0.024277263	3.316061908	1.729514446	meanfemale	13.99728332	3.807085249	meanfemale	FC1
TRINITY_DN128595_c0_g6_i1	2.914807125	2	1.543400422	26.73091016	4.740437056	7.47416858	2.901913104	3.042562796	1.605287039	19.3654377	4.275412205	9.836871282	3.298199525	NA	NA	NA	NA	4.752340531	-2.026439863	0.000214374	0.031730211	4.4771795	2.162622383	meanfemale	18.64440638	4.220678697	meanfemale	FC1
