ID	Am2_314	Am2_315	Am2_316	Am2_318	Am4_314	Am4_317	Am5_311	Am5_312	Am5_313
TRINITY_DN200431_c0_g1_i1	9.09303	1.26505	2.02634	1.02103	1.08618	0	2	3.18095	5.02782
TRINITY_DN127419_c0_g2_i1	12	19	12	8	17	20	17	21	17
TRINITY_DN195272_c0_g1_i1	32	81	63	33	1	0	10	52	33
TRINITY_DN132894_c0_g2_i4	11	6	5	4	16	1	4	7	14
TRINITY_DN128641_c0_g2_i1	13059	21554	11440	10351	17351	14335	12959	18621	16393
TRINITY_DN135255_c2_g2_i1	259	477	171	188	240	243	335	366	322
TRINITY_DN136319_c7_g1_i1	95	78	54	66	123	63	88	93	128
TRINITY_DN97002_c0_g1_i2	0	0	1	1	3	2	4	8	6
TRINITY_DN136674_c11_g2_i1	602.841	833.797	451.499	363	434.186	451.09	445.616	542.622	551.258
TRINITY_DN122732_c0_g4_i1	4	6	6	2	6	2	7	12	6
TRINITY_DN135510_c0_g1_i2	489	887	528	336	389	494	362	587	573
TRINITY_DN122708_c1_g8_i3	177	272	140	108	195	151	116	428	263
TRINITY_DN66972_c0_g1_i1	9	17	7	7	0	0	0	15	12
TRINITY_DN130919_c4_g1_i5	7	11	3	7	37	1	64	121	1
TRINITY_DN114045_c0_g1_i2	91	185	117	62	109	101	183	228	230
TRINITY_DN70869_c0_g1_i1	3	9	8	3	0	0	5	9	9
TRINITY_DN201049_c0_g1_i1	0	0	0	0	0	1	0	2	0
TRINITY_DN125073_c1_g1_i1	1067	1191.23	878	643	764.762	923	936.667	1534.68	1187.23
TRINITY_DN90350_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN194770_c0_g1_i1	4	7	7	8	0	0	2	3	5
TRINITY_DN103227_c0_g1_i1	24	30	13	10	19	13	17	11	21
TRINITY_DN129699_c2_g1_i2	466	949	676.875	431	342	511	543.948	871.94	563.921
TRINITY_DN41443_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN187372_c0_g1_i1	100.535	97.5074	63.1745	59.4145	116.736	99.6919	55.398	75.8486	125.667
TRINITY_DN165327_c0_g1_i1	2	8	6	1	0	0	3	4	10
TRINITY_DN128268_c3_g4_i1	70	162.875	123	68	109	79	58	115	128.836
TRINITY_DN85630_c0_g1_i1	5	19	26	12	1	0	6	17	12
TRINITY_DN111608_c0_g1_i1	117	189	83	111	182	152	175	210	189
TRINITY_DN122714_c13_g2_i1	71	87	58	37	50	47	38	41	63
TRINITY_DN98023_c1_g1_i1	32	19	21	14	14	12	33	12	36
TRINITY_DN204004_c0_g1_i1	2	9	2	3	0	0	4	13	5
TRINITY_DN134981_c0_g1_i1	1	3	2.03652	2.04105	0	1	1.00284	5.06695	5
TRINITY_DN126084_c8_g3_i1	151	268	182	116	194	281	291	493	357
TRINITY_DN112380_c0_g3_i2	100.07	148.837	113.048	61.4151	111.842	76.8088	57.5072	115.437	108.351
TRINITY_DN125812_c0_g1_i8	51	85	46	46	106	62	61	102	95
TRINITY_DN129960_c2_g2_i1	96	130	71.6524	49	59	67.2225	98.7044	83.6588	109
TRINITY_DN146186_c0_g1_i1	2	1	1	0	2	1	4	4	1
TRINITY_DN94161_c0_g1_i1	1	0	0	2	0	0	0	0	0
TRINITY_DN72546_c0_g1_i1	17.379	16.4057	8.94878	6.55216	21.8415	8.82796	35.9705	42.7713	26.913
TRINITY_DN101670_c0_g1_i1	6	2	6	5	7	5	6	7	15
TRINITY_DN183899_c0_g1_i1	2	4	1	0	2	1	0	0	1
TRINITY_DN80404_c0_g2_i1	16	9	13	8	0	0	7	5	2
TRINITY_DN107794_c0_g1_i2	380	281	383	297	183	714	894	569	621
TRINITY_DN119159_c0_g3_i2	0	1	0	0	0	0	1	3	0
TRINITY_DN136625_c0_g2_i1	151.32	203.387	157.924	43.1258	121.841	181	198.43	240.798	178.378
TRINITY_DN198369_c0_g1_i1	5	13	2	9	4	8	2	9	6
TRINITY_DN117913_c0_g1_i1	73	123	51	57	125	95	85	98	100
TRINITY_DN113579_c0_g1_i1	37	65	20	22	29	28	50	42	54
TRINITY_DN119754_c2_g18_i1	11.0391	0	0	0	0	0	58.5971	15.3201	1.82075
TRINITY_DN191896_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134847_c0_g1_i1	102	205	86	72	90	104	84	129	140
TRINITY_DN117766_c0_g1_i3	15	32	22.9586	20.9673	16	15.6034	16	26	18.8827
TRINITY_DN35522_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136046_c0_g3_i1	4	19	2	5	3	7	4	4	8
TRINITY_DN125354_c0_g1_i2	336	408	219	210	404	542	471	1208	988
TRINITY_DN133934_c1_g2_i1	222	548	250	153	105	205	367	355	321
TRINITY_DN151163_c0_g1_i1	2	0	1	0	2	1	0	0	1
TRINITY_DN108630_c0_g2_i1	12	10	7	12	7	4	4	8	11
TRINITY_DN69544_c0_g1_i1	6	19	14	12	0	0	2	19	7
TRINITY_DN118559_c0_g2_i1	0	0	0	0	0	1	1	5	0
TRINITY_DN119646_c0_g1_i1	137.738	132.833	131.892	87	152.886	254.934	198	443.927	238.711
TRINITY_DN121566_c0_g3_i11	78.8681	117.878	70.3789	61.1827	55.0441	87.3934	48.2118	77.5412	47.4575
TRINITY_DN121654_c1_g4_i7	8	11	3	7	15	6	5	8	3
TRINITY_DN116721_c0_g2_i2	8	12	6	12	14	12	10	22	12
TRINITY_DN116483_c0_g1_i1	1	1	0	0	2	3	2	1	0
TRINITY_DN74257_c0_g1_i1	2	0	0	0	0	0	0	1	1
TRINITY_DN65481_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN114082_c0_g1_i1	10	20	23	14	14	18	16	15	7
TRINITY_DN128883_c0_g1_i2	283	191	191	85	145	147	221	202	316
TRINITY_DN33287_c0_g1_i1	0	0	0	2	3	0.5	0	4	0
TRINITY_DN140770_c0_g1_i1	51	126	106	70	7	2	14	67	55
TRINITY_DN126370_c0_g3_i1	231	307	191	166	280	220	204	298	293
TRINITY_DN119526_c0_g1_i4	123	213	145	108	168	171.152	181.438	203	155.653
TRINITY_DN130217_c2_g3_i1	0	4.4015	0	0	0	0	4.52743	0	3.22394
TRINITY_DN134876_c3_g1_i3	931	1803	1013	756	743	831	1182	1532	1004
TRINITY_DN135622_c2_g1_i3	288	534	330	237	243	466	454	765	450
TRINITY_DN117078_c0_g1_i2	5	9	6	6	2	5	5	17	8
TRINITY_DN121415_c1_g1_i1	0	0	0	0	0	2.86821	0	0	4.24365
TRINITY_DN32065_c0_g1_i1	22	34	37	19	0	0	19	57	54
TRINITY_DN121340_c2_g1_i1	42256	55646	37953	31729	40067	41345	43159	63488	49723
TRINITY_DN118313_c2_g8_i1	646	668	478	396	556	660	716	1085	967
TRINITY_DN111713_c0_g1_i1	0	0	0	0	0	0	0	0	1
TRINITY_DN128189_c0_g1_i1	6	9	3	7	10	8	7	12	11
TRINITY_DN156763_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128174_c5_g1_i3	286.06	522.251	423	224	333.165	478	895.128	1348.27	498.082
TRINITY_DN132761_c2_g1_i3	26.1773	17.1089	16.0535	17.0371	17.3617	13	56.3449	67.2142	18.0211
TRINITY_DN8924_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131713_c0_g2_i1	10	21	12	6	24	22	19	36	28
TRINITY_DN126477_c4_g4_i1	209	231	164	108	108	112	193	237	192
TRINITY_DN3774_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN144316_c0_g1_i1	2	6	6	3	3	2	6	9	0
TRINITY_DN123854_c0_g4_i5	433	700.785	373	206.625	630	662	625	1800	1165
TRINITY_DN133276_c0_g1_i1	0	8	2.00565	0	3.02521	7	10.1439	27.2934	7.03514
TRINITY_DN131207_c0_g3_i1	0	0	1	0	0	0	0	1	0
TRINITY_DN216752_c0_g1_i1	0	3	6	1	1	0	0	1	1
TRINITY_DN119755_c1_g5_i1	0	4	1	0	0	0	2	1	0
TRINITY_DN122583_c2_g3_i1	11.0088	29.1045	11.0466	14.0722	22.2439	14.0502	20.2247	52.2075	15.0744
TRINITY_DN136252_c8_g2_i1	62	143	109	66	46	69	71	94	70
TRINITY_DN215418_c0_g1_i1	10	19	11	7	0	0	3	31	13
TRINITY_DN139634_c0_g1_i1	47	74	101	57	1	0	30	147	103
TRINITY_DN125245_c0_g1_i1	43	101	35	32	76	45	65	56	60
TRINITY_DN123758_c9_g5_i1	2309	2992	2385	1695	1261	1363	1729	2788	1792
TRINITY_DN130947_c1_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN118779_c0_g1_i2	181.367	301.423	143.594	147.944	254.793	303.082	340.503	648.907	417.384
TRINITY_DN123012_c1_g2_i1	2074	4109	2389	1928	1283	1686	1847	2564	1496
TRINITY_DN140733_c0_g1_i1	57	135	124	91	3	0	33	77	49
TRINITY_DN87060_c0_g1_i1	8	14	4	7	2	0	2	13	2
TRINITY_DN127076_c3_g4_i1	3	3.1471	1.03507	3.5142	0	1	3.06952	2.51541	1
TRINITY_DN66271_c0_g1_i1	8	4	4	2	8	5	2	2	3
TRINITY_DN169724_c0_g1_i1	5	5	3	5	3	7	8	17	18
TRINITY_DN133097_c3_g2_i5	540	684	605	312	733	729	459	884	856
TRINITY_DN60926_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN97613_c0_g1_i1	9	12	5	7	12	15	8	25	15
TRINITY_DN196979_c0_g1_i1	2	4	6	1	0	1	0	1	2
TRINITY_DN87256_c0_g1_i1	4	2	0	0	1	13	11	11	0
TRINITY_DN51728_c0_g2_i1	10	25	17	9	2	0	12	38	22
TRINITY_DN131967_c0_g4_i1	7	19	16	4.01366	22	7	10	13	12.0228
TRINITY_DN175134_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119902_c0_g1_i1	7	235	13	4	0	9	5	13	15
TRINITY_DN171218_c0_g1_i1	0	5	1	0	0	0	1	6	6
TRINITY_DN85228_c0_g2_i2	0	0	0	0	0	0	0	0	1
TRINITY_DN126102_c6_g1_i1	109	144	72.505	101.296	164.276	92.3806	178.212	197.456	126.21
TRINITY_DN131687_c0_g4_i6	11.2506	12.5222	9.28113	5.47013	11.5488	5.71781	6.16737	17.2159	13.3815
TRINITY_DN67318_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131992_c0_g2_i1	3	5	0	4	1	3	3	12	0
TRINITY_DN47268_c0_g1_i1	0	0	1	0	1	0	1	1	2
TRINITY_DN90480_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN60741_c0_g1_i1	21	41	44	30	5	0	17	56	40
TRINITY_DN118791_c0_g1_i2	492	475	385	412	385	635	552	1239	623
TRINITY_DN1874_c0_g1_i1	9	11	5	7	0	0	7	12	13
TRINITY_DN185722_c0_g1_i1	2	8	8	6	0	0	1	3	2
TRINITY_DN115604_c0_g3_i1	42	112	46	44	61	80	87	53	77
TRINITY_DN213500_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129763_c3_g1_i3	72.6234	128.351	55.4325	43.307	62.1699	58.7287	93.8745	100.03	118.463
TRINITY_DN126151_c3_g1_i1	79.5401	144.088	61.9343	70.6802	124.354	145.029	205.507	239.99	186.468
TRINITY_DN122809_c1_g4_i1	15.02	11.008	15.1827	4.01554	2.00694	12.0384	3.00456	6.01361	9.01934
TRINITY_DN125500_c0_g1_i12	225	206	171	149	156	137	111	181	206
TRINITY_DN150961_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN25318_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN208959_c0_g1_i1	57	44	24	31	59	53	22	11	49
TRINITY_DN79922_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN194555_c0_g1_i1	17	26	27	17	0	0	9	28	11
TRINITY_DN119444_c0_g2_i4	3705	5843	3379	3121	3839	4255	4018	5635	5318
TRINITY_DN81971_c0_g3_i1	18	30	29	23	2	0	14	55	37
TRINITY_DN108792_c0_g5_i1	0	0	0	0	0	0	2	0	0
TRINITY_DN129488_c0_g1_i2	120	183	93	104	139	190	221	285	231
TRINITY_DN125833_c1_g2_i1	31	42	26	26	19	60	47	134	44
TRINITY_DN114403_c1_g1_i2	7	11	2	4	6	6	5	14	7
TRINITY_DN126490_c0_g2_i1	0	1.09048	0	0	0	0	0	0	1.16467
TRINITY_DN129825_c0_g1_i1	29.2961	39.7636	30.7275	12.4162	28.5662	46.1397	72.1734	97.8092	48.6874
TRINITY_DN21978_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN92961_c0_g2_i1	21	62	52	36	12	1	24	35	15
TRINITY_DN123854_c0_g3_i2	99	126.215	66	81.375	97	61	103	132	88
TRINITY_DN152631_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131905_c4_g1_i4	277	343	254	342	341	396	374	406	520
TRINITY_DN132919_c4_g3_i1	21	98.2174	24.1801	15.0783	31	63.1877	51	201.311	106.233
TRINITY_DN122674_c0_g1_i1	28.7202	38.1561	80.4341	18.8228	84.4331	16.0914	56.0642	85	28.2941
TRINITY_DN180054_c0_g1_i1	0	0	0	0	0	1	0	2	0
TRINITY_DN136422_c3_g1_i2	598	656	341.05	383.474	866	680	851	806	989
TRINITY_DN193285_c0_g1_i1	2	2	1	0	7	4	7	1	2
TRINITY_DN19947_c0_g1_i1	1	3	1	0	0	0	0	2	1
TRINITY_DN195301_c0_g1_i1	10	14	16	9	3	0	14	38	26
TRINITY_DN127901_c1_g2_i1	0	0	0	0	0	0	2	0	2
TRINITY_DN109514_c0_g1_i1	4	1	2	0	1	1	11	5	2
TRINITY_DN82994_c0_g1_i1	18	16.2566	20.026	6.22918	19	15	26	34	16.3344
TRINITY_DN75092_c0_g1_i1	11	7	2	3	7	0	5	0	0
TRINITY_DN25074_c0_g1_i1	1	0	0	0	1	0	0	0	0
TRINITY_DN188159_c0_g1_i1	87	131	68	66	84	102	97	152	121
TRINITY_DN126817_c3_g2_i3	253	446	217	193	324	274	320	469	425
TRINITY_DN131089_c4_g5_i1	85	214	127	46	68	80	49	153	119
TRINITY_DN170029_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN101462_c0_g1_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN152048_c0_g1_i1	0	0	2	1	1	2	4	0	1
TRINITY_DN76129_c0_g3_i1	4	35	36	14	0	0	13	36	16
TRINITY_DN128341_c6_g2_i1	2	5	0	3	5	5	1	6	3
TRINITY_DN44448_c0_g1_i1	5	21	13	7	0	1	8	28	25
TRINITY_DN87838_c1_g1_i1	0	2	0	0	1	1	2	5	0
TRINITY_DN134846_c1_g1_i2	500.746	753.079	421.812	411.635	594.015	461.806	469.075	684.549	539.877
TRINITY_DN146183_c0_g1_i1	0	0	1	0	0	0	0	0	0
TRINITY_DN118418_c0_g1_i1	1643	2174	1051	882	1362	1753	2922	5537	3623
TRINITY_DN125593_c0_g1_i3	25	40	20	20	33	56	44	59	42
TRINITY_DN130876_c1_g1_i1	47	69	26	23	91	50	40	59	74
TRINITY_DN125000_c5_g7_i1	0	4.94334	14.3918	4.14865	23.1584	9.61763	13.7389	28.8718	16.1812
TRINITY_DN123333_c0_g1_i2	267	533	316	222	262	180	209	289	307
TRINITY_DN3110_c0_g1_i1	5	6	9	9	1	0	3	15	12
TRINITY_DN25238_c0_g1_i1	13.2562	21.4725	11.3033	12.2968	16.5054	9.22832	14.0686	12.6198	15.0537
TRINITY_DN185446_c0_g1_i1	2	9	3	2	0	1	5	1	5
TRINITY_DN133293_c4_g1_i1	134	216.353	114.349	110.7	143.03	98.5228	170.908	232.53	116.848
TRINITY_DN82967_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN122415_c4_g3_i4	3396	6975	4106	3055	4612	3586	6490	7917	5429
TRINITY_DN1816_c0_g1_i1	3	1	0	1	0	0	0	3	3
TRINITY_DN130642_c2_g1_i1	18	18	19	10	12	18	12	17	10
TRINITY_DN27263_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN115780_c0_g1_i2	5	9	11	2	1	18	3	6	1
TRINITY_DN132133_c1_g1_i1	39	69	32	28	68	39	42	97	55
TRINITY_DN120050_c0_g1_i2	37	43	28	19	26	39	21	47	43
TRINITY_DN195005_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN86785_c0_g2_i1	10	14	24	4	0	0	7	14	5
TRINITY_DN134240_c0_g1_i2	158	213	113	113	140	152	251	248	138
TRINITY_DN81976_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133633_c4_g1_i9	3948	7610	4435	3956	2260	3153	3192	4428	3649
TRINITY_DN143820_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN134217_c4_g1_i1	26	54	15	20	16	12	53	51	29
TRINITY_DN131243_c0_g1_i1	0	4	0	1	1	0	1	0	2
TRINITY_DN134065_c2_g5_i3	1217	11246	2343	1271	43294	15233	30545	16677	12335
TRINITY_DN90983_c0_g2_i1	20	25	40	23	3	0	14	55	31
TRINITY_DN169998_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN172586_c0_g1_i1	2	2	0	2	0	1	1	1	1
TRINITY_DN101466_c0_g1_i1	2	0	0	1	1	1	0	2	1
TRINITY_DN65759_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128210_c1_g2_i1	1332	1636	1088	1103	1485	1169	1403	2073	1432
TRINITY_DN179348_c0_g1_i1	37	125	77	49	5	0	34	154	97
TRINITY_DN133133_c0_g2_i1	297	382	244	254	425	361	471	669	449
TRINITY_DN128286_c3_g1_i1	30.6288	49.5546	30.7773	13.6619	32.9473	42	56.4745	153.732	45
TRINITY_DN193852_c0_g1_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN189666_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126417_c0_g1_i1	8.06662	30.5872	18.9503	3.50461	16.1098	14.723	44.8837	57.848	29.7957
TRINITY_DN129844_c2_g3_i1	0	4	0	1	1	0	1	1	1
TRINITY_DN80382_c0_g1_i1	5	2	4	5	13	3	10	8	7
TRINITY_DN127401_c0_g1_i1	336	568	359	258	334	288	354	510	420
TRINITY_DN124126_c0_g1_i3	458	755	478	324	437	475	435	718	550
TRINITY_DN143943_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN89377_c0_g2_i1	30.9527	34.5651	31.2182	28.5388	35.4434	34.4605	76.7836	157.917	33.3991
TRINITY_DN125354_c3_g2_i4	732.536	1135.05	695.795	475.172	760.447	696.734	871.641	1265.2	755.481
TRINITY_DN109193_c0_g4_i1	0	6.22179	0	0	6.40556	7.43385	0	3.30999	16.0551
TRINITY_DN69063_c0_g2_i1	2	0	0	0	0	0	0	0	0
TRINITY_DN59738_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131848_c0_g1_i3	215	357	280	200	178	254	1010	1541	441
TRINITY_DN150087_c0_g1_i1	5	1	0	1	0	0	0	0	0
TRINITY_DN138726_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN169183_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN153780_c0_g1_i1	15	18	19	6	0	0	12	66	63
TRINITY_DN154661_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN3629_c0_g1_i1	2	1	1	3	0	0	0	1	0
TRINITY_DN121490_c3_g2_i1	0	1.64253	0.660862	0	0	0	3.5851	0	1.93706
TRINITY_DN42611_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132347_c3_g1_i3	484	429	526	325	515	557	761	1380	765
TRINITY_DN118362_c0_g1_i1	328	127	236	140	56	157	129	419	282
TRINITY_DN122416_c0_g1_i4	21	5	9	15	7	9	13	37	14
TRINITY_DN176398_c0_g1_i1	0	0	0	0	0	0	3	4	0
TRINITY_DN165688_c0_g1_i1	49	102	100	71	5	0	71	183	127
TRINITY_DN123781_c4_g2_i2	3959	7745	3351	3631	6961	6010	8543	9773	9566
TRINITY_DN14386_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127362_c0_g1_i6	51	24	28	24	22	52	42	72	36
TRINITY_DN118658_c0_g1_i1	818	1425	786	727	1132	1147	841	1143	1034
TRINITY_DN126481_c0_g1_i2	1	0	10	1	13	2	6	10	23
TRINITY_DN124371_c0_g1_i1	39	35	12	31	202	20	16	23	14
TRINITY_DN131949_c2_g4_i1	178	263	237	139	203	211	261	469	234
TRINITY_DN119517_c0_g1_i1	11	64.2874	18	29	28.2994	42	50.3322	87.3225	83.293
TRINITY_DN127167_c3_g1_i2	1.2501	0	14.2574	1.17088	1.10893	15.4345	23.7833	21.2193	18.7857
TRINITY_DN21498_c0_g1_i1	2	0	0	0	1	0	0	1	0
TRINITY_DN124265_c0_g2_i1	2	2	1	2	0	0	2	1	0
TRINITY_DN112403_c0_g1_i1	0	0	1	1	0	0	0	0	0
TRINITY_DN66210_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN143332_c0_g1_i1	9	6	5	6	7	0	3	6	3
TRINITY_DN129963_c2_g1_i1	153	217	121	99	165	155	170	197	180
TRINITY_DN118109_c0_g1_i1	551	661	463	358	197	730	658	1985	1180
TRINITY_DN128430_c0_g1_i1	100	76.5613	86.948	54.7885	58.5733	94.8548	138	280.198	144.581
TRINITY_DN101176_c0_g1_i1	0	6	2	1	1	2	1	0	0
TRINITY_DN214662_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126091_c2_g1_i4	52.69	86	40.0592	34.1381	49.6934	48.9135	54.3349	61.9067	77.8576
TRINITY_DN7777_c0_g2_i1	11.064	14	9.05652	13	9.18437	6	7	10	7
TRINITY_DN156266_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129796_c6_g2_i2	32	47	43	27	49	30	41	59	38
TRINITY_DN131184_c0_g1_i1	60	86	33	44	73	52	57	111	105
TRINITY_DN43649_c0_g1_i1	5	16	12	5	1	0	3	12	12
TRINITY_DN38836_c0_g2_i1	26	19	11	14	35	21	7	9	14
TRINITY_DN123870_c1_g3_i1	1	1	4	6	1	2	3	2	1
TRINITY_DN214077_c0_g1_i1	24	53	39	28	1	0	25	75	58
TRINITY_DN130524_c2_g1_i2	162	227	133	115	162	190	158	302	196
TRINITY_DN26792_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132393_c0_g2_i3	1335	1240	426	1157	1701	1426	1656	2387	1803
TRINITY_DN60586_c0_g1_i1	0	1	0	0	0	0	0	0	1
TRINITY_DN78923_c0_g1_i1	2	0	0	1	0	0	1	0	1
TRINITY_DN16863_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN123841_c0_g1_i1	41	46	53	34	43	62	43	79	64
TRINITY_DN41584_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN120962_c5_g3_i1	410	604	380	402	489	362	350	700	444
TRINITY_DN135695_c3_g7_i1	17	22	9	11	26	18	13	25	17
TRINITY_DN84301_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN206604_c0_g1_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN161715_c0_g1_i1	0	3	0	0	0	1	0	1	0
TRINITY_DN1367_c0_g1_i1	4	2	1	1	2	3	2	4	1
TRINITY_DN104252_c0_g4_i1	0	3	0	4	0	0	0	4.58473	4
TRINITY_DN92311_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN137444_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN107882_c0_g2_i1	20	15	15	12	15	19	21	42	39
TRINITY_DN209976_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103838_c0_g1_i1	4	5	4	3	10	6	4	8	4
TRINITY_DN8345_c0_g1_i1	2	9	12	6	1	0	3	10	5
TRINITY_DN119138_c2_g3_i1	21.1745	23.6461	13.2625	9.07086	12.3906	5.00357	27.5403	46.3003	13.8049
TRINITY_DN119863_c0_g2_i2	413	583	455	297	308.884	466	644	1081.91	658
TRINITY_DN108158_c0_g2_i2	9	15	4	9	12	6	13	19	9
TRINITY_DN49187_c0_g1_i1	15	63	44	23	0	0	21	71	29
TRINITY_DN74927_c0_g2_i1	15	35	18	10	0	0	6	16	8
TRINITY_DN212184_c0_g1_i1	211	188	146	87	229	187	238	225	315
TRINITY_DN202824_c0_g1_i1	13	14	14	18	1	0	0	0	0
TRINITY_DN203697_c0_g1_i1	3	13	4	3	0	0	0	7	7
TRINITY_DN115979_c0_g3_i5	1280.09	2051.47	1266.11	1052.62	1011.08	1144.46	1435.18	2475.16	1625.95
TRINITY_DN178591_c0_g1_i1	13	17	11	8	0	0	6	27	23
TRINITY_DN131310_c1_g1_i1	370	501	284	240	487	480	483	691	733
TRINITY_DN106396_c0_g1_i1	3	18	16	2	8	14	23	48	49
TRINITY_DN133627_c2_g4_i1	40.2887	70.4102	45.2346	39.3309	30.0024	42.1604	51.828	72.2192	39.286
TRINITY_DN194167_c0_g1_i1	2	7	4	3	4	2	1	6	4
TRINITY_DN128441_c1_g1_i1	873	1395	1171	707	460	669	354	608	661
TRINITY_DN125329_c1_g2_i1	1	0	3	0	1.51931	1	5	6.43856	0
TRINITY_DN126998_c0_g2_i3	32	38	24	17	17	38	29	49	52
TRINITY_DN130506_c0_g1_i2	574	830	569	472	716	578	977	1655	740
TRINITY_DN119825_c0_g2_i2	2	0	2	1	6	1	2	15	3
TRINITY_DN118262_c0_g1_i1	440	640	400	346	399	347	444	561	560
TRINITY_DN123349_c1_g3_i1	36	65	12	31	77	0	44	41	52
TRINITY_DN62324_c0_g1_i1	2	2	0	1	0	0	2	4	1
TRINITY_DN114749_c0_g1_i1	37	47	28	31	45	51	35	50	50
TRINITY_DN107447_c0_g1_i1	2	0	1	2	0	2	0	5	0
TRINITY_DN131284_c1_g2_i1	0	5.13492	1	3.18613	0	1.675	1.74503	10.7978	0
TRINITY_DN132964_c1_g2_i1	0	17	1	15	0	1	1	0	1
TRINITY_DN193746_c0_g1_i1	135	374	307	180	7	0	74	208	113
TRINITY_DN135246_c1_g3_i4	204	354	235	185	232	221	281.771	527	228
TRINITY_DN120562_c0_g1_i1	5147	7005	5601	4151	4150	4649	5183	7474	5545
TRINITY_DN101545_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN110455_c0_g1_i2	6	3	1	1	0	2	76	107	5
TRINITY_DN56738_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121664_c0_g1_i2	600	1055	703	441	728	533	467	679	682
TRINITY_DN131140_c1_g1_i2	16	23	6	7	16	15	23	51	18
TRINITY_DN37553_c0_g2_i1	4	5.4239	0	7	0	0	9	0	8.45373
TRINITY_DN69092_c0_g1_i1	167	292	217	131	88	109	112	177	140
TRINITY_DN194310_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN74471_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135049_c6_g2_i1	2	6	0	3.00401	10	1	0	2.00163	3
TRINITY_DN198027_c0_g1_i1	2	6	3	1	3	1	2	6	11
TRINITY_DN117348_c0_g1_i1	51	50	36	29	48	55	97	88	86
TRINITY_DN105571_c0_g4_i1	3.0149	1.00072	1.00245	1.00146	0	0	2.0282	0	1.01784
TRINITY_DN7648_c0_g1_i1	6	11	13	10	0	0	3	16	7
TRINITY_DN114639_c0_g1_i1	103	125.994	57.7098	57.2983	120.495	173	138.579	235.488	213.619
TRINITY_DN90832_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133738_c0_g3_i1	23	21	11	16	26	11	21	20	20
