stage	trans
G46	TRINITY_DN127870_c2_g2_i1
G46	TRINITY_DN134537_c0_g2_i1
G46	TRINITY_DN113797_c0_g1_i1
G46	TRINITY_DN64977_c0_g2_i1
G46	TRINITY_DN118431_c0_g1_i1
G46	TRINITY_DN124093_c3_g9_i1
G46	TRINITY_DN135005_c2_g1_i2
G46	TRINITY_DN120758_c3_g1_i1
G46	TRINITY_DN127211_c0_g1_i1
G46	TRINITY_DN141092_c0_g1_i1
G46	TRINITY_DN135621_c9_g7_i1
G46	TRINITY_DN122416_c0_g1_i4
G46	TRINITY_DN136162_c10_g7_i1
G46	TRINITY_DN130791_c0_g2_i1
G46	TRINITY_DN127874_c4_g1_i1
G46	TRINITY_DN130578_c0_g3_i1
G46	TRINITY_DN131592_c2_g2_i2
G46	TRINITY_DN109528_c0_g2_i1
G46	TRINITY_DN130136_c6_g1_i1
G46	TRINITY_DN45789_c0_g2_i1
G46	TRINITY_DN112760_c0_g1_i2
G46	TRINITY_DN128607_c0_g1_i1
G46	TRINITY_DN132809_c9_g3_i1
G46	TRINITY_DN108162_c0_g1_i1
G46	TRINITY_DN126418_c2_g4_i16
G46	TRINITY_DN136384_c2_g2_i1
G46	TRINITY_DN116738_c0_g1_i1
G46	TRINITY_DN125462_c0_g1_i2
G46	TRINITY_DN135651_c3_g4_i1
G46	TRINITY_DN135352_c3_g3_i2
G46	TRINITY_DN132472_c0_g2_i4
G46	TRINITY_DN128912_c6_g1_i1
G46	TRINITY_DN119416_c2_g1_i1
G46	TRINITY_DN112522_c0_g1_i1
G46	TRINITY_DN136338_c11_g2_i1
G46	TRINITY_DN136375_c6_g1_i1
G46	TRINITY_DN131535_c2_g1_i1
G46	TRINITY_DN114610_c0_g2_i1
G46	TRINITY_DN101945_c0_g2_i1
G46	TRINITY_DN114818_c0_g1_i1
G46	TRINITY_DN103698_c0_g1_i1
G46	TRINITY_DN82961_c0_g2_i1
G46	TRINITY_DN131588_c1_g1_i6
G46	TRINITY_DN123456_c0_g6_i3
G46	TRINITY_DN131144_c0_g1_i1
G46	TRINITY_DN133900_c1_g3_i3
G46	TRINITY_DN126720_c3_g2_i5
G46	TRINITY_DN124874_c1_g1_i1
G46	TRINITY_DN46695_c0_g1_i1
G46	TRINITY_DN120629_c2_g4_i6
G46	TRINITY_DN43685_c0_g1_i1
G46	TRINITY_DN115900_c0_g1_i2
G46	TRINITY_DN127277_c0_g2_i2
G46	TRINITY_DN130045_c0_g3_i2
G46	TRINITY_DN74683_c0_g1_i1
G46	TRINITY_DN132208_c6_g4_i1
G46	TRINITY_DN127832_c2_g1_i1
G46	TRINITY_DN135232_c0_g3_i5
G46	TRINITY_DN129053_c3_g4_i1
G46	TRINITY_DN135982_c2_g1_i3
G46	TRINITY_DN6466_c0_g1_i1
G46	TRINITY_DN131013_c0_g1_i2
G46	TRINITY_DN134157_c4_g3_i1
G46	TRINITY_DN127333_c1_g1_i5
G46	TRINITY_DN79346_c0_g2_i1
G46	TRINITY_DN132758_c1_g2_i4
G46	TRINITY_DN132313_c0_g2_i1
G46	TRINITY_DN134215_c3_g1_i1
G46	TRINITY_DN125075_c1_g1_i1
G46	TRINITY_DN121601_c6_g1_i1
G46	TRINITY_DN128743_c0_g1_i5
G46	TRINITY_DN130656_c3_g2_i12
G46	TRINITY_DN131744_c0_g4_i2
G46	TRINITY_DN117241_c3_g1_i2
G46	TRINITY_DN126888_c6_g2_i3
G46	TRINITY_DN131783_c3_g1_i1
G46	TRINITY_DN130291_c2_g1_i1
G46	TRINITY_DN40257_c0_g1_i1
G46	TRINITY_DN194375_c0_g2_i1
G46	TRINITY_DN133099_c0_g3_i1
G46	TRINITY_DN179981_c0_g1_i1
G46	TRINITY_DN109035_c0_g1_i1
G46	TRINITY_DN125925_c5_g1_i1
G46	TRINITY_DN130945_c0_g5_i1
G46	TRINITY_DN134898_c1_g7_i3
G46	TRINITY_DN117820_c0_g3_i1
G46	TRINITY_DN125075_c1_g2_i3
G46	TRINITY_DN99070_c0_g2_i1
G46	TRINITY_DN119556_c0_g19_i1
G46	TRINITY_DN117870_c0_g5_i2
G46	TRINITY_DN127208_c2_g6_i1
G46	TRINITY_DN121580_c0_g1_i1
G46	TRINITY_DN113654_c0_g1_i1
G46	TRINITY_DN112375_c0_g4_i1
G46	TRINITY_DN107294_c0_g1_i2
G46	TRINITY_DN121487_c0_g2_i1
G46	TRINITY_DN129733_c3_g5_i1
G46	TRINITY_DN107052_c0_g1_i1
G46	TRINITY_DN37972_c0_g1_i1
G46	TRINITY_DN209985_c0_g1_i1
G46	TRINITY_DN131895_c1_g9_i1
G46	TRINITY_DN117170_c0_g1_i1
G46	TRINITY_DN128683_c0_g1_i2
G46	TRINITY_DN113348_c0_g3_i1
G46	TRINITY_DN134625_c0_g1_i4
G46	TRINITY_DN126888_c6_g1_i1
G46	TRINITY_DN133220_c3_g3_i1
G46	TRINITY_DN130557_c1_g3_i3
G46	TRINITY_DN77456_c0_g1_i1
G46	TRINITY_DN114581_c0_g1_i2
G46	TRINITY_DN116959_c0_g8_i1
G46	TRINITY_DN129745_c0_g3_i1
G46	TRINITY_DN121580_c0_g2_i1
G46	TRINITY_DN124034_c2_g15_i1
G46	TRINITY_DN133336_c6_g1_i1
G46	TRINITY_DN109979_c0_g3_i2
G46	TRINITY_DN134960_c2_g2_i1
G46	TRINITY_DN95726_c0_g1_i1
G46	TRINITY_DN119556_c0_g16_i1
G46	TRINITY_DN156234_c0_g1_i1
G46	TRINITY_DN124728_c6_g7_i1
G46	TRINITY_DN4687_c0_g1_i1
G46	TRINITY_DN85339_c0_g1_i1
G46	TRINITY_DN134306_c3_g1_i1
G46	TRINITY_DN105833_c0_g2_i1
G46	TRINITY_DN132950_c0_g4_i1
G46	TRINITY_DN52336_c0_g1_i1
G46	TRINITY_DN126082_c1_g2_i1
G46	TRINITY_DN133064_c1_g5_i1
G46	TRINITY_DN127055_c1_g5_i1
G46	TRINITY_DN124908_c0_g1_i1
G46	TRINITY_DN93756_c0_g1_i1
G46	TRINITY_DN67991_c0_g1_i1
G46	TRINITY_DN121465_c5_g2_i1
G46	TRINITY_DN136216_c2_g2_i1
G46	TRINITY_DN127464_c0_g7_i1
G46	TRINITY_DN50226_c0_g1_i1
G46	TRINITY_DN129279_c4_g4_i1
G46	TRINITY_DN127464_c0_g2_i1
G46	TRINITY_DN120758_c3_g3_i1
G46	TRINITY_DN135864_c0_g11_i1
G46	TRINITY_DN96776_c0_g2_i1
