gid	gname	chr	start	end	logFC.XY46.XX46	abslogFC.XY46.XX46	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN122675_c1_g1_i1	st6galnac4	Chr08	2571575	2571575	0.665667025	0.665667025	unbias	0.239985381	Brain_mmean	0.0553	0.106	1.9153
TRINITY_DN122676_c4_g6_i2	rasgrf2	Chr01	167830062	167830062	0.509560426	0.509560426	unbias	0.567829362	Brain_mmean	0.0642	0.1097	1.7083
TRINITY_DN122676_c4_g8_i4	NA	NA	NA	NA	-1.301677838	1.301677838	female	0.32882162	Ovary_mean	0.0468	0.0799	1.7084
TRINITY_DN122677_c3_g3_i2	NA	NA	NA	NA	-0.287530646	0.287530646	unbias	0.692482748	Brain_fmean	0.0435	0.0516	1.1859
TRINITY_DN122677_c3_g6_i1	NA	NA	NA	NA	0.304384815	0.304384815	unbias	0.874863703	Brain_fmean	0.0178	0.0124	0.6964
TRINITY_DN122691_c0_g1_i1	NA	NA	NA	NA	-0.440678576	0.440678576	unbias	0.617937155	Ovary_mean	0.1083	0.1542	1.424
TRINITY_DN122694_c0_g1_i1	rcvrn.1	scaffold_210	148332	148332	-0.914600269	0.914600269	unbias	0.581836895	Brain_fmean	0.0147	0.0166	1.1242
TRINITY_DN122698_c3_g2_i1	NA	NA	NA	NA	0.221671149	0.221671149	unbias	0.217079177	Brain_fmean	0.0575	0.0723	1.2568
TRINITY_DN122701_c2_g2_i4	xkr8	Chr02	53629649	53629649	0.522741097	0.522741097	unbias	0.397719341	G43_M_mean	0.0878	0.161	1.8335
TRINITY_DN122708_c1_g6_i3	NA	NA	NA	NA	-2.303812183	2.303812183	female	0.58354388	Ovary_mean	0.2613	0.4739	1.8135
TRINITY_DN122709_c0_g1_i1	NA	NA	NA	NA	0.423470526	0.423470526	unbias	0.44968927	Testis_mean	0.0226	0.0311	1.3761
TRINITY_DN122712_c0_g1_i1	NA	NA	NA	NA	0.63994549	0.63994549	unbias	0.284071461	G43_M_mean	0.0822	0.1245	1.5159
TRINITY_DN122714_c15_g1_i1	neil3	Chr01	38056089	38056089	-1.086750625	1.086750625	female	0.387592446	Ovary_mean	0.0355	0.0521	1.4684
TRINITY_DN122715_c2_g1_i2	NA	NA	NA	NA	-2.660703063	2.660703063	female	0.482013549	Ovary_mean	0.0619	0.0856	1.3838
TRINITY_DN122721_c0_g1_i1	dpt	Chr02	68370422	68370422	-0.417016312	0.417016312	unbias	0.322885261	Ovary_mean	0.0964	0.1522	1.5793
TRINITY_DN122725_c0_g1_i3	map6	Chr02	169611801	169611801	0.425784642	0.425784642	unbias	0.395929915	G23_fmean	0.0654	0.0516	0.7886
TRINITY_DN122727_c0_g1_i1	NA	NA	NA	NA	-1.328213305	1.328213305	female	0.760777736	Ovary_mean	0.1285	0.2412	1.8777
TRINITY_DN122730_c1_g2_i5	NA	NA	NA	NA	-0.47914224	0.47914224	unbias	0.249784812	Brain_mmean	0.0247	0.0317	1.2831
TRINITY_DN122731_c0_g2_i1	NA	NA	NA	NA	-1.337505353	1.337505353	female	0.465789189	Ovary_mean	0.0692	0.1185	1.7119
TRINITY_DN122736_c0_g2_i2	zbtb44	Chr07	46815628	46815628	0.401782418	0.401782418	unbias	0.723071918	Brain_fmean	0.0646	0.0701	1.0862
TRINITY_DN122739_c0_g2_i7	lipt1	Chr02	109291695	109291695	0.10712153	0.10712153	unbias	0.490221851	Brain_fmean	0.0168	0.027	1.6107
TRINITY_DN122740_c3_g1_i2	nudt18-like	Chr03	119286463	119286463	0.641327305	0.641327305	unbias	0.297862885	Brain_mmean	0.1105	0.1917	1.734
TRINITY_DN122741_c0_g2_i3	NA	NA	NA	NA	-0.666164438	0.666164438	unbias	0.46939998	Ovary_mean	0.0133	0.0239	1.7977
TRINITY_DN122745_c0_g1_i1	NA	NA	NA	NA	-0.531412426	0.531412426	unbias	0.346322152	Brain_fmean	0.0909	0.1327	1.4594
TRINITY_DN122749_c0_g1_i3	NA	NA	NA	NA	-3.539211815	3.539211815	female	0.406667823	Ovary_mean	0.0633	0.0999	1.5775
TRINITY_DN122752_c0_g1_i2	NA	NA	NA	NA	-3.0245993	3.0245993	female	0.598590513	Ovary_mean	0.0242	0.0319	1.3193
TRINITY_DN122753_c0_g1_i3	NA	NA	NA	NA	0.258761555	0.258761555	unbias	0.691693743	Brain_mmean	0.1259	0.2304	1.8303
TRINITY_DN122757_c0_g1_i4	NA	NA	NA	NA	-0.772961055	0.772961055	unbias	0.236131897	Testis_mean	0.0292	0.0529	1.8115
TRINITY_DN122758_c4_g4_i1	NA	NA	NA	NA	0.307356398	0.307356398	unbias	0.077053022	Testis_mean	0.1179	0.1752	1.4858
TRINITY_DN122759_c0_g1_i2	sec23ip	scaffold_83	252467	252467	0.441646872	0.441646872	unbias	0.485856028	Brain_fmean	0.266	0.4003	1.5045
TRINITY_DN122760_c0_g2_i1	NA	NA	NA	NA	0.557484229	0.557484229	unbias	0.381121849	G23_mmean	0.0165	0.0163	0.9874
TRINITY_DN122767_c2_g2_i1	NA	NA	NA	NA	1.142400668	1.142400668	unbias	0.587816158	Brain_fmean	0.1427	0.2333	1.6351
TRINITY_DN122768_c0_g1_i2	NA	NA	NA	NA	-2.839811003	2.839811003	female	0.531669547	Brain_mmean	0.0078	0.0077	0.9926
TRINITY_DN122777_c0_g2_i2	NA	NA	NA	NA	-0.308517062	0.308517062	unbias	0.290628328	G23_fmean	0.1018	0.1794	1.7611
TRINITY_DN122777_c0_g3_i1	NA	NA	NA	NA	-1.049877853	1.049877853	unbias	0.742913047	Brain_mmean	0.1731	0.2025	1.1698
TRINITY_DN122781_c7_g1_i1	tspan7	Chr02	71209336	71209336	0.994265329	0.994265329	unbias	0.527107728	G43_M_mean	0.1973	0.1866	0.9458
TRINITY_DN122785_c0_g2_i2	NA	NA	NA	NA	-0.337349685	0.337349685	unbias	0.263984537	Ovary_mean	0.1049	0.0686	0.6539
TRINITY_DN122800_c1_g1_i1	NA	NA	NA	NA	-0.227326965	0.227326965	unbias	0.117401921	G27_fmean	0.0296	0.0527	1.7804
TRINITY_DN122805_c0_g1_i2	NA	NA	NA	NA	-0.482104397	0.482104397	unbias	0.294614924	Ovary_mean	0.0496	0.064	1.29
TRINITY_DN122807_c0_g1_i1	cpo	Chr09	41161468	41161468	1.927349255	1.927349255	male	0.416250421	G27_mmean	0.0765	0.1123	1.4678
TRINITY_DN122809_c0_g1_i2	NA	NA	NA	NA	0.03630054	0.03630054	unbias	0.703376075	Brain_fmean	0.0188	0.0225	1.1947
TRINITY_DN122809_c1_g1_i1	NA	NA	NA	NA	0.536155257	0.536155257	unbias	0.435436439	Brain_mmean	0.0414	0.0517	1.2492
TRINITY_DN122829_c0_g4_i1	NA	NA	NA	NA	0.349636912	0.349636912	unbias	0.387604063	Testis_mean	0.0184	0.0199	1.0842
TRINITY_DN122831_c0_g1_i3	NA	NA	NA	NA	0.346424814	0.346424814	unbias	0.633060017	G43_F_mean	0.1071	0.1879	1.7536
TRINITY_DN122839_c0_g1_i1	NA	NA	NA	NA	0.367016817	0.367016817	unbias	0.54568765	Brain_mmean	0.1066	0.132	1.2388
TRINITY_DN122842_c2_g2_i1	NA	NA	NA	NA	0.272386559	0.272386559	unbias	0.482926793	Ovary_mean	0.2782	0.3384	1.2166
TRINITY_DN122848_c1_g1_i1	NA	NA	NA	NA	0.028447497	0.028447497	unbias	0.728580751	Brain_fmean	0.0677	0.1007	1.4866
TRINITY_DN122850_c0_g1_i1	NA	NA	NA	NA	-0.495262378	0.495262378	unbias	0.190915619	Ovary_mean	0.0297	0.0305	1.028
TRINITY_DN122851_c0_g2_i1	NA	NA	NA	NA	-1.388638535	1.388638535	female	0.539504854	Ovary_mean	0.003	0.003	1.0022
TRINITY_DN122857_c0_g1_i1	wdr37	Chr05	106800976	106800976	-0.910481462	0.910481462	unbias	0.696055852	Brain_mmean	0.0688	0.0644	0.936
TRINITY_DN122859_c0_g1_i1	NA	NA	NA	NA	-1.897536553	1.897536553	female	0.709135077	Ovary_mean	0.2279	0.3243	1.4231
TRINITY_DN122865_c0_g1_i1	f2rl3	Chr01	99837697	99837697	-1.824179865	1.824179865	female	0.426786564	Ovary_mean	0.0132	0.0154	1.169
TRINITY_DN122866_c0_g1_i1	NA	NA	NA	NA	-0.040765894	0.040765894	unbias	0.706389923	Brain_mmean	0.0326	0.0359	1.0994
TRINITY_DN122868_c1_g1_i4	NA	NA	NA	NA	0.531604577	0.531604577	unbias	0.121746858	G27_mmean	0.0358	0.0655	1.8315
TRINITY_DN122876_c3_g1_i10	NA	NA	NA	NA	1.175907916	1.175907916	male	0.167989045	Liver_mmean	0.0284	0.0381	1.342
TRINITY_DN122882_c0_g1_i2	NA	NA	NA	NA	-0.788963368	0.788963368	unbias	0.374428654	G23_mmean	0.1385	0.2447	1.767
TRINITY_DN122883_c0_g1_i1	NA	NA	NA	NA	0.556926767	0.556926767	unbias	0.456784483	Liver_mmean	0.104	0.1427	1.3713
TRINITY_DN122887_c4_g1_i2	NA	NA	NA	NA	0.032077618	0.032077618	unbias	0.396077883	Brain_mmean	0.0159	0.0313	1.9701
TRINITY_DN122889_c8_g1_i4	NA	NA	NA	NA	-0.105497512	0.105497512	unbias	0.224791975	Testis_mean	0.001	0.0006	0.5505
TRINITY_DN122891_c0_g2_i5	thap11	Chr04	43957999	43957999	0.173324535	0.173324535	unbias	0.189094299	G23_fmean	0.0383	0.037	0.9652
TRINITY_DN122892_c0_g1_i1	NA	NA	NA	NA	-1.485967009	1.485967009	unbias	0.627635482	Ovary_mean	0.1426	0.1904	1.3351
TRINITY_DN122895_c0_g1_i2	atp6v1g2	Chr08	53732027	53732027	-1.608729399	1.608729399	female	0.583584547	Ovary_mean	0.0942	0.122	1.2958
TRINITY_DN122898_c0_g1_i1	NA	NA	NA	NA	-0.171110118	0.171110118	unbias	0.239299307	Brain_fmean	0.1112	0.1607	1.4448
TRINITY_DN122914_c0_g1_i2	tbcel	Chr07	87902944	87902944	-0.952908444	0.952908444	unbias	0.568684626	Ovary_mean	0.0721	0.0949	1.3164
TRINITY_DN122919_c1_g3_i3	cd36	Chr03	69540028	69540028	-4.891035187	4.891035187	female	0.782841429	Testis_mean	0.2328	0.3941	1.6933
TRINITY_DN122923_c0_g1_i8	apip	Chr04	4357356	4357356	0.663666033	0.663666033	unbias	0.718779945	Brain_mmean	0.0353	0.0523	1.4821
TRINITY_DN122928_c0_g1_i3	NA	NA	NA	NA	-0.610024854	0.610024854	unbias	0.268054444	Ovary_mean	0.0079	0.0084	1.0589
TRINITY_DN122933_c2_g4_i2	LOC100497020	Chr07	69916232	69916232	-0.520646993	0.520646993	unbias	0.270732555	Ovary_mean	0.0157	0.0193	1.2293
TRINITY_DN122933_c3_g1_i6	NA	NA	NA	NA	-0.512174681	0.512174681	unbias	0.576246502	Ovary_mean	0.0372	0.0567	1.5235
TRINITY_DN122933_c4_g2_i2	NA	NA	NA	NA	-2.158643748	2.158643748	female	0.6283579	Ovary_mean	0.0515	0.0758	1.4708
TRINITY_DN122938_c2_g2_i1	NA	NA	NA	NA	0.123944712	0.123944712	unbias	0.247323362	Liver_fmean	0.1115	0.1848	1.6579
TRINITY_DN122939_c1_g1_i1	NA	NA	NA	NA	0.713627949	0.713627949	unbias	0.553838131	G27_mmean	0.0262	0.0405	1.5488
TRINITY_DN122939_c2_g3_i10	NA	NA	NA	NA	-0.491471009	0.491471009	unbias	0.229392306	Ovary_mean	0.0314	0.0353	1.1247
TRINITY_DN122940_c0_g4_i1	NA	NA	NA	NA	-2.247438445	2.247438445	female	0.733902765	Ovary_mean	0.053	0.0825	1.5565
TRINITY_DN122949_c0_g1_i1	NA	NA	NA	NA	-0.18416723	0.18416723	unbias	0.456792414	G46_F_mean	0.0345	0.0577	1.6727
TRINITY_DN122952_c0_g1_i1	NA	NA	NA	NA	0.547721167	0.547721167	unbias	0.659550245	G43_M_mean	0.1876	0.2532	1.3497
TRINITY_DN122954_c0_g2_i1	NA	NA	NA	NA	-0.906878197	0.906878197	unbias	0.561408456	Ovary_mean	0.0558	0.0685	1.228
TRINITY_DN122956_c0_g1_i1	NA	NA	NA	NA	-1.803667757	1.803667757	female	0.56944287	Ovary_mean	0.1068	0.1894	1.7737
TRINITY_DN122956_c5_g1_i1	NA	NA	NA	NA	-0.983646855	0.983646855	unbias	0.498239256	Ovary_mean	0.1294	0.1854	1.4331
TRINITY_DN122956_c5_g2_i1	atg4a	Chr08	31092438	31092438	-3.024535677	3.024535677	female	0.606270515	Ovary_mean	0.1057	0.157	1.4845
TRINITY_DN122959_c0_g1_i3	NA	NA	NA	NA	0.351415427	0.351415427	unbias	0.659518512	Brain_mmean	0.0463	0.0491	1.0612
TRINITY_DN122960_c4_g2_i1	NA	NA	NA	NA	0.922679826	0.922679826	unbias	0.372248255	G46_M_mean	0.14	0.1748	1.2485
TRINITY_DN122961_c6_g7_i3	ralgapa2	Chr05	24677228	24677228	0.022057004	0.022057004	unbias	0.363455536	G23_fmean	0.1375	0.2297	1.6702
TRINITY_DN122965_c0_g2_i3	NA	NA	NA	NA	-1.100889734	1.100889734	female	0.504134094	Ovary_mean	0.0566	0.1061	1.8746
TRINITY_DN122976_c0_g2_i2	osbpl8	Chr03	51870217	51870217	0.008269196	0.008269196	unbias	0.516458729	G27_fmean	0.1022	0.1924	1.8824
TRINITY_DN122980_c0_g2_i2	scamp1	Chr01	164207730	164207730	0.250502015	0.250502015	unbias	0.636261671	Brain_fmean	0.0215	0.0166	0.7728
TRINITY_DN122985_c0_g1_i4	kissr2	Chr04	73566046	73566046	-1.437345622	1.437345622	female	0.406768461	Ovary_mean	0.1344	0.2273	1.6914
TRINITY_DN122990_c0_g2_i8	ankrd13b	Chr02	25051032	25051032	0.105243024	0.105243024	unbias	0.476520119	Ovary_mean	0.1071	0.1727	1.6133
TRINITY_DN122993_c0_g1_i2	NA	NA	NA	NA	-1.096103331	1.096103331	female	0.50616774	Brain_fmean	0.0512	0.0399	0.7788
TRINITY_DN122994_c0_g1_i1	NA	NA	NA	NA	-1.238654444	1.238654444	female	0.308207643	Ovary_mean	0.0472	0.0618	1.3096
TRINITY_DN122996_c0_g5_i1	NA	NA	NA	NA	-1.036638835	1.036638835	female	0.403390107	Ovary_mean	0.0833	0.1302	1.5625
TRINITY_DN122997_c0_g1_i2	NA	NA	NA	NA	-0.75509415	0.75509415	unbias	0.43614001	Brain_mmean	0.0846	0.1459	1.725
TRINITY_DN123001_c0_g1_i3	agpat1	Chr08	54307300	54307300	0.954968708	0.954968708	unbias	0.482028614	Brain_mmean	0.0903	0.138	1.5282
TRINITY_DN123005_c4_g3_i3	fam21a	Chr07	32091484	32091484	0.477677839	0.477677839	unbias	0.423656257	Testis_mean	0.0979	0.1915	1.9549
TRINITY_DN123006_c2_g6_i1	NA	NA	NA	NA	-0.328862646	0.328862646	unbias	0.292399205	G23_mmean	0.0405	0.0789	1.9503
TRINITY_DN123008_c3_g1_i2	NA	NA	NA	NA	-0.00476175	0.00476175	unbias	0.120202404	Ovary_mean	0.1768	0.322	1.8211
TRINITY_DN123011_c1_g2_i1	NA	NA	NA	NA	0.244406661	0.244406661	unbias	0.333678329	Brain_fmean	0.0522	0.0672	1.2873
TRINITY_DN123012_c1_g2_i1	NA	NA	NA	NA	-2.207982939	2.207982939	female	0.388015216	Ovary_mean	0.0151	0.025	1.6562
TRINITY_DN123019_c0_g1_i7	NA	NA	NA	NA	0.098045288	0.098045288	unbias	0.228808032	Ovary_mean	0.109	0.1807	1.6574
TRINITY_DN123028_c3_g1_i2	NA	NA	NA	NA	0.012927755	0.012927755	unbias	0.274350858	Brain_mmean	0.0516	0.0821	1.5911
TRINITY_DN123030_c1_g1_i2	NA	NA	NA	NA	1.248309636	1.248309636	unbias	0.751321262	Liver_fmean	0.1427	0.2161	1.5146
TRINITY_DN123030_c2_g2_i1	rbpms	Chr01	90124737	90124737	-0.422413117	0.422413117	unbias	0.38080654	Brain_fmean	0.1564	0.0742	0.4746
TRINITY_DN123034_c0_g1_i1	NA	NA	NA	NA	-2.312895156	2.312895156	female	0.592743175	Ovary_mean	0.1239	0.2248	1.8145
TRINITY_DN123046_c0_g1_i1	NA	NA	NA	NA	-0.047896364	0.047896364	unbias	0.5565143	Ovary_mean	0.0473	0.0694	1.4695
TRINITY_DN123049_c1_g1_i1	NA	NA	NA	NA	-0.466211328	0.466211328	unbias	0.288982701	Ovary_mean	0.0907	0.1074	1.1833
TRINITY_DN123051_c5_g1_i6	NA	NA	NA	NA	0.834381839	0.834381839	unbias	0.469033633	G46_M_mean	0.2245	0.366	1.63
TRINITY_DN123054_c2_g2_i2	NA	NA	NA	NA	0.734045547	0.734045547	unbias	0.620482085	Brain_mmean	0.1098	0.2139	1.9484
TRINITY_DN123059_c0_g3_i4	cplx3	Chr03	84397775	84397775	0.408264714	0.408264714	unbias	0.508436836	G43_M_mean	0.0487	0.0641	1.316
TRINITY_DN123061_c0_g2_i1	NA	NA	NA	NA	-0.574260279	0.574260279	unbias	0.441516993	Ovary_mean	0.1187	0.237	1.9973
TRINITY_DN123063_c0_g1_i4	NA	NA	NA	NA	0.516440776	0.516440776	unbias	0.593011414	G27_mmean	0.0979	0.1761	1.7989
TRINITY_DN123065_c0_g4_i1	NA	NA	NA	NA	0.598226567	0.598226567	unbias	0.581844236	G46_M_mean	0.1273	0.1512	1.1872
TRINITY_DN123070_c0_g1_i1	NA	NA	NA	NA	1.074493402	1.074493402	unbias	0.722363024	G43_M_mean	0.1917	0.3333	1.7392
TRINITY_DN123090_c3_g1_i4	NA	NA	NA	NA	-1.092716724	1.092716724	female	0.256474971	Brain_fmean	0.1679	0.2796	1.6654
TRINITY_DN123093_c0_g2_i1	NA	NA	NA	NA	0.577655426	0.577655426	unbias	0.75291145	Brain_mmean	0.0694	0.082	1.1827
TRINITY_DN123103_c0_g1_i1	mpped2	Chr04	10385465	10385465	0.674373383	0.674373383	unbias	0.535107704	Brain_mmean	0.0424	0.0581	1.3724
TRINITY_DN123108_c4_g5_i4	NA	NA	NA	NA	0.163374502	0.163374502	unbias	0.331289579	Brain_mmean	0.0624	0.0363	0.5816
TRINITY_DN123115_c0_g1_i2	NA	NA	NA	NA	-1.174395024	1.174395024	female	0.419267078	Ovary_mean	0.0393	0.0494	1.2565
TRINITY_DN123119_c7_g4_i2	NA	NA	NA	NA	-1.143366418	1.143366418	female	0.311653908	G23_mmean	0.0726	0.1267	1.7448
TRINITY_DN123123_c2_g1_i6	NA	NA	NA	NA	-2.336792008	2.336792008	female	0.666045117	Ovary_mean	0.1616	0.224	1.3862
TRINITY_DN123123_c3_g5_i1	NA	NA	NA	NA	0.042201711	0.042201711	unbias	0.090065687	G27_fmean	0.1039	0.1455	1.4003
TRINITY_DN123128_c0_g2_i1	NA	NA	NA	NA	0.745217865	0.745217865	unbias	0.350977373	G23_fmean	0.0798	0.1308	1.6387
TRINITY_DN123130_c1_g1_i1	NA	NA	NA	NA	-1.773391625	1.773391625	female	0.342505345	G46_F_mean	0.0304	0.0208	0.6848
TRINITY_DN123133_c0_g1_i1	gemin6	Chr05	51895021	51895021	-1.408695508	1.408695508	female	0.454307784	Ovary_mean	0.0559	0.1116	1.9969
TRINITY_DN123134_c0_g1_i8	NA	NA	NA	NA	-1.992558161	1.992558161	female	0.556364706	Ovary_mean	0.0307	0.0361	1.1727
TRINITY_DN123135_c0_g1_i1	Xetrov90009157m	Chr03	111309439	111309439	0.027166165	0.027166165	unbias	0.10252402	G27_fmean	0.0393	0.0712	1.8118
TRINITY_DN123138_c0_g1_i2	c6orf106	Chr02	60791451	60791451	-0.365637215	0.365637215	unbias	0.692367301	Brain_mmean	0.0302	0.0507	1.6781
TRINITY_DN123142_c0_g1_i2	mgst2	Chr03	9552236	9552236	-0.46190104	0.46190104	unbias	0.516312463	Ovary_mean	0.0189	0.0196	1.0367
TRINITY_DN123147_c0_g1_i1	ddx20	Chr02	72871752	72871752	-12.62014153	12.62014153	female	0.98034214	Ovary_mean	0.1514	0.29	1.9156
TRINITY_DN123148_c0_g1_i2	NA	NA	NA	NA	-0.005565898	0.005565898	unbias	0.400615403	Brain_fmean	0.0688	0.1246	1.8118
TRINITY_DN123155_c2_g3_i10	snrpb2	Chr05	31576001	31576001	-0.468625058	0.468625058	unbias	0.627029556	Brain_mmean	0.0752	0.0452	0.6011
TRINITY_DN123158_c0_g1_i7	cdca9	Chr04	25187540	25187540	0.629004656	0.629004656	unbias	0.596562186	Brain_mmean	0.0468	0.0488	1.0418
TRINITY_DN123159_c2_g5_i1	NA	NA	NA	NA	-1.203012501	1.203012501	unbias	0.461469628	Ovary_mean	0.047	0.0853	1.8148
TRINITY_DN123166_c4_g6_i1	rad23b	Chr01	108461526	108461526	-0.082399262	0.082399262	unbias	0.195044357	G23_fmean	0.1529	0.1111	0.7271
TRINITY_DN123168_c0_g1_i1	NA	NA	NA	NA	-3.036105036	3.036105036	female	0.595389846	Ovary_mean	0.0985	0.1854	1.883
TRINITY_DN123172_c3_g2_i2	NA	NA	NA	NA	-0.905636363	0.905636363	unbias	0.633317889	Ovary_mean	0.0329	0.0504	1.532
TRINITY_DN123172_c4_g1_i2	kif16b	Chr05	31601874	31601874	-0.799764442	0.799764442	unbias	0.631406993	Brain_mmean	0.1095	0.1746	1.5948
TRINITY_DN123173_c2_g1_i4	NA	NA	NA	NA	0.480076381	0.480076381	unbias	0.61890167	Brain_mmean	0.1813	0.2923	1.6121
TRINITY_DN123178_c0_g1_i3	NA	NA	NA	NA	-0.261212714	0.261212714	unbias	0.417188292	Testis_mean	0.0806	0.1316	1.6318
TRINITY_DN123183_c0_g1_i1	NA	NA	NA	NA	-3.29708741	3.29708741	female	0.771439657	Ovary_mean	0.1363	0.2473	1.8141
TRINITY_DN123188_c6_g3_i2	hps4	Chr01	140208335	140208335	0.092546221	0.092546221	unbias	0.539172977	Ovary_mean	0.0526	0.0683	1.2998
TRINITY_DN123189_c2_g7_i4	Xetrov90022255m	Chr08	110007791	110007791	-1.348981747	1.348981747	female	0.431177879	Ovary_mean	0.0466	0.082	1.7585
TRINITY_DN123190_c0_g1_i1	NA	NA	NA	NA	0.18110346	0.18110346	unbias	0.793513037	Brain_mmean	0.1317	0.2212	1.6804
TRINITY_DN123193_c0_g2_i5	NA	NA	NA	NA	-1.20435418	1.20435418	female	0.311356085	Ovary_mean	0.0744	0.1221	1.6402
TRINITY_DN123199_c0_g1_i2	NA	NA	NA	NA	-0.910730017	0.910730017	unbias	0.655568932	G46_F_mean	0.0983	0.1001	1.0185
TRINITY_DN123200_c0_g3_i1	NA	NA	NA	NA	0.528027948	0.528027948	unbias	0.70374321	G27_mmean	0.0535	0.0821	1.5346
TRINITY_DN123201_c0_g1_i2	cep57l1	Chr05	75056351	75056351	-1.37633214	1.37633214	female	0.511736363	Ovary_mean	0.0356	0.0644	1.8113
TRINITY_DN123203_c0_g2_i2	NA	NA	NA	NA	-0.201359078	0.201359078	unbias	0.639784964	Ovary_mean	0.1409	0.2628	1.8656
TRINITY_DN123204_c5_g4_i1	NA	NA	NA	NA	-1.382492793	1.382492793	female	0.498020029	Ovary_mean	0.0111	0.0104	0.9337
TRINITY_DN123208_c0_g1_i1	serinc2	Chr02	53268687	53268687	1.949143503	1.949143503	male	0.764550713	G23_mmean	0.0457	0.0744	1.629
TRINITY_DN123217_c0_g2_i1	NA	NA	NA	NA	-1.030793148	1.030793148	female	0.263870126	Ovary_mean	0.0633	0.0769	1.2155
TRINITY_DN123223_c0_g1_i2	NA	NA	NA	NA	0.750301215	0.750301215	unbias	0.613883347	G43_M_mean	0.1159	0.2124	1.833
TRINITY_DN123229_c1_g2_i1	NA	NA	NA	NA	-1.958507462	1.958507462	female	0.590626677	Ovary_mean	0.0406	0.0602	1.4831
TRINITY_DN123234_c0_g3_i1	vmp1	Chr02	87235089	87235089	-0.364052425	0.364052425	unbias	0.644688311	Brain_fmean	0.001	0.0006	0.6025
TRINITY_DN123239_c0_g1_i2	blnk	Chr07	17752357	17752357	-0.512668252	0.512668252	unbias	0.150859847	Ovary_mean	0.027	0.0464	1.7174
TRINITY_DN123244_c1_g1_i7	NA	NA	NA	NA	-1.063706815	1.063706815	unbias	0.605238106	Brain_mmean	0.0615	0.0647	1.0508
TRINITY_DN123247_c0_g2_i5	NA	NA	NA	NA	0.684189039	0.684189039	unbias	0.60176479	Brain_mmean	0.0693	0.0871	1.2575
TRINITY_DN123251_c6_g3_i2	NA	NA	NA	NA	0.568572213	0.568572213	unbias	0.241713097	G43_M_mean	0.1331	0.2233	1.6774
TRINITY_DN123254_c0_g1_i2	sema6d	Chr03	93535800	93535800	0.531230246	0.531230246	unbias	0.690371225	Brain_fmean	0.0848	0.1271	1.4989
TRINITY_DN123263_c0_g1_i4	LOC101733792	Chr05	91257612	91257612	-1.329280021	1.329280021	female	0.394100615	Ovary_mean	0.0487	0.0838	1.7232
TRINITY_DN123268_c0_g1_i2	NA	NA	NA	NA	0.221278714	0.221278714	unbias	0.281696491	Brain_mmean	0.0632	0.1023	1.6178
TRINITY_DN123270_c0_g3_i6	NA	NA	NA	NA	0.287824657	0.287824657	unbias	0.522655266	Brain_mmean	0.0107	0.0152	1.4191
TRINITY_DN123277_c3_g1_i2	mrpl18	Chr03	85744578	85744578	-0.283975394	0.283975394	unbias	0.468482131	Testis_mean	0.1215	0.1676	1.3787
TRINITY_DN123280_c0_g1_i1	ubald2	Chr10	36566110	36566110	0.377277961	0.377277961	unbias	0.445509696	Brain_mmean	0.1015	0.193	1.9016
TRINITY_DN123281_c5_g2_i1	NA	NA	NA	NA	-0.240067317	0.240067317	unbias	0.156418919	Ovary_mean	0.2039	0.3564	1.7479
TRINITY_DN123287_c0_g1_i4	NA	NA	NA	NA	0.209386086	0.209386086	unbias	0.678623261	Brain_mmean	0.0602	0.0849	1.4109
TRINITY_DN123288_c6_g1_i1	NA	NA	NA	NA	0.055397203	0.055397203	unbias	0.200781533	Testis_mean	0.0745	0.0931	1.2489
TRINITY_DN123291_c2_g4_i1	rbms2	Chr02	135392168	135392168	0.713225525	0.713225525	unbias	0.736236078	Brain_mmean	0.1182	0.1934	1.6361
TRINITY_DN123295_c1_g1_i2	NA	NA	NA	NA	0.636003986	0.636003986	unbias	0.552984222	G43_M_mean	0.0715	0.1203	1.6819
TRINITY_DN123296_c1_g1_i2	NA	NA	NA	NA	-6.966208663	6.966208663	female	0.866458513	Testis_mean	0.2322	0.308	1.3264
TRINITY_DN123299_c0_g1_i4	NA	NA	NA	NA	-1.465227686	1.465227686	female	0.528548022	Ovary_mean	0.0586	0.1052	1.7962
TRINITY_DN123309_c0_g1_i3	NA	NA	NA	NA	-0.456537364	0.456537364	unbias	0.384152194	Ovary_mean	0.1296	0.2083	1.607
TRINITY_DN123314_c1_g1_i1	NA	NA	NA	NA	0.486542149	0.486542149	unbias	0.432029379	Brain_mmean	0.0554	0.076	1.3713
TRINITY_DN123315_c0_g1_i2	NA	NA	NA	NA	-0.213026597	0.213026597	unbias	0.262445756	G23_fmean	0.0509	0.0487	0.9557
TRINITY_DN123315_c1_g2_i1	tox3	Chr04	52549845	52549845	-0.185748372	0.185748372	unbias	0.123932502	Ovary_mean	0.053	0.0977	1.8433
TRINITY_DN123316_c1_g3_i5	NA	NA	NA	NA	0.422959308	0.422959308	unbias	0.656380187	Brain_mmean	0.1363	0.2205	1.6182
TRINITY_DN123319_c3_g3_i2	NA	NA	NA	NA	-0.221147226	0.221147226	unbias	0.203791356	G23_fmean	0.0149	0.0208	1.3971
TRINITY_DN123319_c3_g4_i1	NA	NA	NA	NA	-2.140574891	2.140574891	female	0.668842264	Ovary_mean	0.0191	0.0266	1.3965
