gid	gname	chr	start	end	logFC.XY46.XX46	bias	tau	tissue
TRINITY_DN114777_c0_g1_i1	NA	NA	NA	NA	-1.003758755	female	0.334104751	Ovary_mean
TRINITY_DN114781_c0_g1_i1	NA	NA	NA	NA	0.16854586	unbias	0.464448062	Brain_mmean
TRINITY_DN114784_c0_g1_i2	LOC100496116	Chr05	141719829	141719829	-3.514607291	female	0.722809826	Ovary_mean
TRINITY_DN114785_c1_g1_i1	NA	NA	NA	NA	-0.921952522	unbias	0.684520179	Ovary_mean
TRINITY_DN114786_c0_g1_i1	NA	NA	NA	NA	0.864498368	unbias	0.893486832	Liver_fmean
TRINITY_DN114789_c0_g1_i2	NA	NA	NA	NA	-0.700524673	unbias	0.335482605	Brain_fmean
TRINITY_DN114790_c0_g1_i1	NA	NA	NA	NA	0.701574475	unbias	0.658244733	G43_M_mean
TRINITY_DN114792_c0_g1_i1	NA	NA	NA	NA	1.239120826	male	0.455997615	G43_F_mean
TRINITY_DN114797_c0_g1_i1	NA	NA	NA	NA	-1.595091221	female	0.752561808	Brain_mmean
TRINITY_DN114798_c0_g1_i1	dlk1-like	Chr08	76049700	76049700	-2.205052877	female	0.668548284	Ovary_mean
TRINITY_DN114799_c0_g1_i1	NA	NA	NA	NA	-1.146766113	female	0.506942375	Ovary_mean
TRINITY_DN114808_c0_g1_i1	NA	NA	NA	NA	-0.502907937	unbias	0.372091239	Ovary_mean
TRINITY_DN114815_c0_g2_i1	tnfaip6	Chr09	71077975	71077975	-0.714713571	unbias	0.276125553	Ovary_mean
TRINITY_DN114817_c0_g1_i3	NA	NA	NA	NA	-2.748624428	female	0.899591715	Ovary_mean
TRINITY_DN114818_c0_g1_i1	zfp36l2	Chr05	14124235	14124235	2.493433015	male	0.594272686	G43_M_mean
TRINITY_DN114819_c0_g1_i3	NA	NA	NA	NA	0.477736664	unbias	0.646420083	Brain_mmean
TRINITY_DN114821_c0_g1_i1	NA	NA	NA	NA	0.667618254	unbias	0.158536705	Testis_mean
TRINITY_DN114824_c0_g1_i2	tmem110	Chr03	74287462	74287462	0.124272448	unbias	0.505620103	Liver_fmean
TRINITY_DN114828_c1_g1_i2	NA	NA	NA	NA	-0.297846248	unbias	0.626683941	Testis_mean
TRINITY_DN114830_c0_g1_i1	NA	NA	NA	NA	-1.23281679	female	0.508251767	Ovary_mean
TRINITY_DN114835_c0_g1_i1	NA	NA	NA	NA	-3.760335313	female	0.862300471	G46_F_mean
TRINITY_DN114836_c0_g1_i1	pomc	scaffold_452	635	635	-1.283652708	female	0.541781586	Ovary_mean
TRINITY_DN114839_c0_g1_i1	NA	NA	NA	NA	0.772558582	unbias	0.854529743	G43_M_mean
TRINITY_DN114841_c0_g1_i1	NA	NA	NA	NA	0.570232861	unbias	0.526577472	Brain_mmean
TRINITY_DN114843_c0_g1_i2	NA	NA	NA	NA	1.055699845	unbias	0.419456959	G43_M_mean
TRINITY_DN114848_c0_g1_i2	LOC100127659	Chr04	112140764	112140764	0.371402154	unbias	0.427262884	Brain_mmean
TRINITY_DN114849_c0_g1_i1	NA	NA	NA	NA	1.197588298	unbias	0.582762322	G27_mmean
TRINITY_DN114850_c0_g1_i1	tm4sf20	Chr05	125327778	125327778	-1.327871891	female	0.327572428	Ovary_mean
TRINITY_DN114867_c0_g1_i1	NA	NA	NA	NA	-1.913182752	female	0.497613467	Ovary_mean
TRINITY_DN114867_c0_g2_i1	NA	NA	NA	NA	0.4262883	unbias	0.392800152	G23_mmean
TRINITY_DN114868_c0_g1_i1	slc17a7	Chr07	104717111	104717111	-1.382873098	female	0.256838697	G23_fmean
TRINITY_DN114869_c0_g1_i1	map4k1	Chr08	59230874	59230874	0.916813996	unbias	0.442687168	Brain_fmean
TRINITY_DN114874_c0_g1_i1	NA	NA	NA	NA	-1.263939351	female	0.440577273	Ovary_mean
TRINITY_DN114875_c0_g1_i1	mcoln2-like	Chr04	25221375	25221375	1.549762578	male	0.792714437	G43_F_mean
TRINITY_DN114876_c0_g1_i1	NA	NA	NA	NA	0.05669918	unbias	0.467768645	Brain_fmean
TRINITY_DN114881_c0_g1_i2	LOC100492251-like	Chr10	39916184	39916184	-0.905002737	unbias	0.776892998	G46_F_mean
TRINITY_DN114884_c0_g2_i1	mgam	Chr05	102436237	102436237	1.733437217	male	0.872042209	G46_M_mean
TRINITY_DN114886_c0_g1_i1	NA	NA	NA	NA	-0.610736654	unbias	0.264773501	Ovary_mean
TRINITY_DN114887_c0_g1_i1	cdc27	Chr10	7038474	7038474	0.964513615	unbias	0.590482558	G43_M_mean
TRINITY_DN114888_c0_g1_i1	mecp2	Chr08	12296351	12296351	0.667424671	unbias	0.411896975	Brain_mmean
TRINITY_DN114889_c0_g1_i2	NA	NA	NA	NA	-0.115359707	unbias	0.671734624	Brain_fmean
TRINITY_DN114897_c0_g1_i1	NA	NA	NA	NA	0.549203077	unbias	0.383534714	Brain_mmean
TRINITY_DN114900_c0_g1_i1	pzp-like.2	scaffold_130	677679	677679	0.639678507	unbias	0.207776956	Brain_fmean
TRINITY_DN114904_c0_g1_i7	NA	NA	NA	NA	-1.652064302	female	0.559862933	Ovary_mean
TRINITY_DN114905_c0_g1_i1	NA	NA	NA	NA	-0.273734741	unbias	0.388809059	Ovary_mean
TRINITY_DN114905_c0_g2_i1	gli1	Chr02	137165246	137165246	-0.163770599	unbias	0.210111801	G43_M_mean
TRINITY_DN114905_c0_g3_i2	NA	NA	NA	NA	0.640412152	unbias	0.194964723	G43_M_mean
TRINITY_DN114909_c0_g1_i4	NA	NA	NA	NA	-0.725850515	unbias	0.464321833	G43_M_mean
TRINITY_DN114914_c0_g1_i1	NA	NA	NA	NA	-0.302729485	unbias	0.462457894	Brain_fmean
TRINITY_DN114915_c0_g1_i3	NA	NA	NA	NA	0.513405279	unbias	0.282205854	Testis_mean
TRINITY_DN114917_c0_g1_i2	NA	NA	NA	NA	-1.357429052	female	0.617162429	Ovary_mean
TRINITY_DN114926_c0_g1_i1	NA	NA	NA	NA	0.953400308	unbias	0.401672456	G46_M_mean
TRINITY_DN114927_c0_g2_i3	NA	NA	NA	NA	0.980452312	unbias	0.59676054	G43_M_mean
TRINITY_DN114928_c0_g1_i1	NA	NA	NA	NA	-1.063770784	female	0.516419949	Ovary_mean
TRINITY_DN114931_c0_g1_i1	lrrc39	Chr04	98776480	98776480	-2.436005579	female	0.525696725	G46_F_mean
TRINITY_DN114935_c1_g2_i3	NA	NA	NA	NA	-1.892993681	female	0.503936499	Ovary_mean
TRINITY_DN114938_c0_g1_i3	NA	NA	NA	NA	-2.104326812	female	0.548126949	Ovary_mean
TRINITY_DN114940_c0_g1_i1	LOC100497148	Chr07	13591302	13591302	0.479547624	unbias	0.328161791	G46_M_mean
TRINITY_DN114940_c0_g2_i1	NA	NA	NA	NA	0.525503034	unbias	0.268767255	G43_M_mean
TRINITY_DN114942_c0_g1_i1	NA	NA	NA	NA	-0.224795564	unbias	0.278758272	G43_F_mean
TRINITY_DN114945_c0_g2_i1	pphln1	Chr03	55279330	55279330	-1.899885011	female	0.743063342	Ovary_mean
TRINITY_DN114946_c1_g5_i1	NA	NA	NA	NA	0.055915657	unbias	0.782846574	Brain_mmean
TRINITY_DN114946_c1_g6_i1	NA	NA	NA	NA	0.009317001	unbias	0.234393703	Liver_fmean
TRINITY_DN114950_c0_g1_i1	NA	NA	NA	NA	-0.570523196	unbias	0.181960182	Ovary_mean
TRINITY_DN114951_c0_g1_i3	NA	NA	NA	NA	-1.494113307	female	0.389023118	Liver_fmean
TRINITY_DN114952_c0_g1_i1	NA	NA	NA	NA	1.028270686	unbias	0.446462434	Brain_fmean
TRINITY_DN114954_c0_g1_i1	NA	NA	NA	NA	-0.092044234	unbias	0.531095262	G43_M_mean
TRINITY_DN114957_c0_g1_i3	NA	NA	NA	NA	-10.83567142	female	0.986656465	Ovary_mean
TRINITY_DN114958_c0_g1_i1	NA	NA	NA	NA	0.489991506	unbias	0.312270154	Brain_fmean
TRINITY_DN114959_c0_g1_i1	flt4	Chr03	9835265	9835265	0.14508926	unbias	0.550883915	Brain_mmean
TRINITY_DN114961_c0_g1_i2	htr1d	Chr02	56846681	56846681	0.39783069	unbias	0.299604382	Brain_fmean
TRINITY_DN114962_c0_g1_i1	NA	NA	NA	NA	0.264699826	unbias	0.762906638	G46_M_mean
TRINITY_DN114964_c0_g1_i1	NA	NA	NA	NA	-1.02536727	female	0.185281189	Ovary_mean
TRINITY_DN114968_c0_g2_i1	znf644	Chr04	94950194	94950194	0.578203253	unbias	0.289826382	Brain_mmean
TRINITY_DN114971_c4_g5_i1	NA	NA	NA	NA	-0.010950763	unbias	0.400893138	Brain_mmean
TRINITY_DN114971_c4_g7_i1	NA	NA	NA	NA	-0.672802385	unbias	0.234953489	G23_mmean
TRINITY_DN114975_c0_g1_i1	NA	NA	NA	NA	-1.072915992	female	0.201930617	G23_fmean
TRINITY_DN114976_c0_g1_i1	NA	NA	NA	NA	-1.209385907	female	0.464525627	Ovary_mean
TRINITY_DN114977_c0_g1_i1	NA	NA	NA	NA	0.758057224	unbias	0.468617147	G23_fmean
TRINITY_DN114983_c0_g1_i1	NA	NA	NA	NA	-1.217586705	unbias	0.497841873	Ovary_mean
TRINITY_DN114990_c1_g1_i1	NA	NA	NA	NA	0.506390497	unbias	0.523718864	G43_M_mean
TRINITY_DN114991_c0_g1_i1	NA	NA	NA	NA	-0.140189269	unbias	0.674929342	Brain_fmean
TRINITY_DN114996_c0_g2_i1	NA	NA	NA	NA	0.393813511	unbias	0.541792947	Liver_fmean
TRINITY_DN114997_c0_g2_i1	NA	NA	NA	NA	-0.675410129	unbias	0.290868155	Ovary_mean
TRINITY_DN114998_c0_g1_i3	rnf149	Chr02	106866743	106866743	0.116093001	unbias	0.3613003	Brain_fmean
TRINITY_DN115000_c0_g1_i1	NA	NA	NA	NA	1.167599247	unbias	0.651825628	Brain_fmean
TRINITY_DN115005_c0_g1_i2	NA	NA	NA	NA	0.021524986	unbias	0.182369918	Testis_mean
TRINITY_DN115006_c1_g1_i1	NA	NA	NA	NA	-0.577032599	unbias	0.310467377	Testis_mean
TRINITY_DN115008_c0_g1_i1	aqp5	Chr02	145508673	145508673	0.751080964	unbias	0.268414018	Ovary_mean
TRINITY_DN115009_c0_g1_i1	NA	NA	NA	NA	1.409433001	unbias	0.682080858	Liver_mmean
TRINITY_DN115010_c0_g1_i1	NA	NA	NA	NA	-1.780131606	unbias	0.536644375	Ovary_mean
TRINITY_DN115010_c0_g4_i2	NA	NA	NA	NA	-1.482390139	female	0.408989718	Ovary_mean
TRINITY_DN115011_c0_g1_i6	klhl23	Chr09	63317978	63317978	-0.429087251	unbias	0.142527191	Ovary_mean
TRINITY_DN115013_c0_g1_i1	NA	NA	NA	NA	-0.406741534	unbias	0.315366049	Ovary_mean
TRINITY_DN115015_c0_g1_i1	NA	NA	NA	NA	-1.936024954	female	0.51038709	Ovary_mean
TRINITY_DN115020_c0_g1_i1	NA	NA	NA	NA	-0.060015703	unbias	0.390109093	Brain_mmean
TRINITY_DN115021_c0_g1_i1	NA	NA	NA	NA	-0.24891324	unbias	0.557925027	Brain_fmean
TRINITY_DN115022_c0_g1_i1	NA	NA	NA	NA	0.310387559	unbias	0.373889213	G43_M_mean
TRINITY_DN115023_c0_g2_i1	NA	NA	NA	NA	0.17670313	unbias	0.652941267	Brain_mmean
TRINITY_DN115027_c0_g3_i2	NA	NA	NA	NA	-2.093058566	female	0.588445162	Ovary_mean
TRINITY_DN115028_c0_g1_i2	NA	NA	NA	NA	0.819695476	unbias	0.791653181	Brain_fmean
TRINITY_DN115029_c0_g4_i1	NA	NA	NA	NA	-0.528230835	unbias	0.244670477	Ovary_mean
TRINITY_DN115035_c0_g1_i2	NA	NA	NA	NA	0.52694613	unbias	0.504917142	Brain_fmean
TRINITY_DN115038_c0_g2_i1	NA	NA	NA	NA	0.532928881	unbias	0.475362923	G43_F_mean
TRINITY_DN115040_c1_g4_i2	NA	NA	NA	NA	0.159707604	unbias	0.447887413	Liver_fmean
TRINITY_DN115041_c0_g1_i2	NA	NA	NA	NA	-1.374777505	female	0.301173119	Testis_mean
TRINITY_DN115043_c0_g1_i2	NA	NA	NA	NA	-1.007011041	female	0.44946393	Ovary_mean
TRINITY_DN115044_c0_g1_i1	scd	Chr07	33089443	33089443	0.666402013	unbias	0.707563552	Brain_mmean
TRINITY_DN115045_c0_g1_i1	fut1	Chr07	106371237	106371237	0.056190895	unbias	0.1756545	Brain_fmean
TRINITY_DN115046_c1_g1_i1	NA	NA	NA	NA	-0.171887615	unbias	0.143763914	Testis_mean
TRINITY_DN115048_c0_g1_i2	NA	NA	NA	NA	-0.537622255	unbias	0.182035179	Ovary_mean
TRINITY_DN115050_c0_g1_i1	LOC100493580	scaffold_3581	374	374	0.573328149	unbias	0.452060651	Ovary_mean
TRINITY_DN115052_c0_g1_i1	NA	NA	NA	NA	0.299948071	unbias	0.765151726	G43_M_mean
TRINITY_DN115052_c1_g1_i1	NA	NA	NA	NA	0.233949559	unbias	0.341285368	Brain_fmean
TRINITY_DN115053_c0_g1_i2	tgm1	Chr01	127013618	127013618	-0.594307042	unbias	0.430294378	Ovary_mean
TRINITY_DN115056_c0_g1_i4	NA	NA	NA	NA	1.490276043	male	0.338573033	G46_M_mean
TRINITY_DN115057_c0_g1_i2	wdr24	scaffold_458	98973	98973	0.310396054	unbias	0.565175698	G43_M_mean
TRINITY_DN115062_c0_g1_i1	NA	NA	NA	NA	0.566082741	unbias	0.562232065	G23_mmean
TRINITY_DN115072_c0_g1_i1	NA	NA	NA	NA	0.740869424	unbias	0.490153285	G43_F_mean
TRINITY_DN115074_c0_g1_i1	NA	NA	NA	NA	-1.913220611	female	0.476162339	Ovary_mean
TRINITY_DN115075_c0_g1_i1	NA	NA	NA	NA	-1.36915216	female	0.479762737	Ovary_mean
TRINITY_DN115076_c0_g1_i1	NA	NA	NA	NA	-0.90295113	unbias	0.537664126	Ovary_mean
TRINITY_DN115077_c0_g1_i1	NA	NA	NA	NA	0.95427345	unbias	0.565783197	G31_fmean
TRINITY_DN115083_c0_g1_i3	NA	NA	NA	NA	0.250895633	unbias	0.417239753	G43_M_mean
TRINITY_DN115084_c0_g1_i1	rps10	Chr02	77248272	77248272	0.255092806	unbias	0.542868556	G31_mmean
TRINITY_DN115084_c0_g3_i1	NA	NA	NA	NA	0.470905418	unbias	0.566151734	G31_mmean
TRINITY_DN115087_c0_g1_i1	fbxl7	Chr06	59266373	59266373	-1.336749457	female	0.30521336	G23_mmean
TRINITY_DN115088_c0_g2_i1	NA	NA	NA	NA	-1.184674211	unbias	0.727034575	Brain_mmean
TRINITY_DN115092_c4_g3_i1	NA	NA	NA	NA	0.595755343	unbias	0.381575327	G46_M_mean
TRINITY_DN115093_c0_g1_i1	NA	NA	NA	NA	0.714108558	unbias	0.590777833	G43_M_mean
TRINITY_DN115094_c0_g1_i1	NA	NA	NA	NA	-0.490868877	unbias	0.678907967	Brain_fmean
TRINITY_DN115095_c0_g1_i1	NA	NA	NA	NA	-5.949261784	female	0.716539819	Ovary_mean
TRINITY_DN115109_c2_g1_i1	NA	NA	NA	NA	0.848185807	unbias	0.473487072	G43_F_mean
TRINITY_DN115110_c0_g2_i2	NA	NA	NA	NA	-0.004063228	unbias	0.678052304	Brain_fmean
TRINITY_DN115111_c0_g1_i1	NA	NA	NA	NA	0.149585938	unbias	0.097294457	G43_F_mean
TRINITY_DN115112_c0_g1_i1	kif6	Chr05	341599	341599	0.235616461	unbias	0.737819016	Liver_fmean
TRINITY_DN115113_c0_g1_i1	NA	NA	NA	NA	0.01361619	unbias	0.265447897	Ovary_mean
TRINITY_DN115114_c1_g1_i1	NA	NA	NA	NA	1.157123098	male	0.354318089	Brain_fmean
TRINITY_DN115115_c0_g1_i1	tpgs1	Chr01	86538887	86538887	-0.071758949	unbias	0.331428917	Brain_mmean
TRINITY_DN115116_c0_g1_i1	NA	NA	NA	NA	-0.46792246	unbias	0.627449155	Ovary_mean
TRINITY_DN115118_c0_g1_i1	NA	NA	NA	NA	-2.406322233	female	0.63529703	G27_mmean
TRINITY_DN115121_c1_g2_i2	NA	NA	NA	NA	0.503311892	unbias	0.820484579	Brain_fmean
TRINITY_DN115125_c0_g1_i1	zbtb41	Chr04	100925665	100925665	0.621929527	unbias	0.530623383	G43_M_mean
TRINITY_DN115126_c0_g1_i3	NA	NA	NA	NA	0.236650261	unbias	0.685590222	Brain_fmean
TRINITY_DN115129_c0_g1_i3	hmgb1	Chr02	151219853	151219853	-7.003753152	female	0.931159976	Ovary_mean
TRINITY_DN115131_c0_g3_i1	NA	NA	NA	NA	-1.850985586	female	0.501579588	Ovary_mean
TRINITY_DN115134_c0_g1_i1	NA	NA	NA	NA	-1.353863623	female	0.492260423	Brain_fmean
TRINITY_DN115135_c0_g2_i1	LOC100497938	Chr10	33266394	33266394	-1.433895395	female	0.587641653	Ovary_mean
TRINITY_DN115142_c0_g1_i1	faim2	Chr02	145414357	145414357	1.292025477	unbias	0.831255518	G46_M_mean
TRINITY_DN115147_c0_g3_i1	NA	NA	NA	NA	0.656854008	unbias	0.751906148	Liver_fmean
TRINITY_DN115148_c0_g1_i1	NA	NA	NA	NA	0.515529382	unbias	0.368728866	G23_fmean
TRINITY_DN115149_c0_g1_i2	NA	NA	NA	NA	0.644382512	unbias	0.582765752	G43_M_mean
TRINITY_DN115152_c0_g2_i1	NA	NA	NA	NA	-1.358332253	female	0.424695077	Ovary_mean
TRINITY_DN115157_c0_g1_i1	NA	NA	NA	NA	-0.545691637	unbias	0.333955462	Testis_mean
TRINITY_DN115159_c0_g1_i1	LOC100496997-like	Chr02	138250630	138250630	0.724638899	unbias	0.619670174	G46_M_mean
TRINITY_DN115163_c0_g1_i1	NA	NA	NA	NA	-0.734670509	unbias	0.334950001	G27_fmean
TRINITY_DN115165_c0_g2_i4	NA	NA	NA	NA	-0.00026179	unbias	0.398340576	G23_fmean
TRINITY_DN115166_c0_g1_i1	NA	NA	NA	NA	0.91099113	unbias	0.486296256	Brain_mmean
TRINITY_DN115168_c0_g1_i1	NA	NA	NA	NA	0.821129076	unbias	0.46905604	G46_M_mean
TRINITY_DN115177_c0_g3_i1	NA	NA	NA	NA	0.715310705	unbias	0.721384465	Brain_fmean
TRINITY_DN115179_c0_g1_i2	rdh10	Chr06	106259393	106259393	1.17851838	unbias	0.512090846	Brain_mmean
TRINITY_DN115184_c0_g1_i1	eif3s4	Chr03	126624707	126624707	-3.916929816	female	0.855152144	Ovary_mean
TRINITY_DN115189_c0_g1_i2	NA	NA	NA	NA	-1.674086671	female	0.677032609	Ovary_mean
TRINITY_DN115195_c0_g1_i1	NA	NA	NA	NA	0.498180135	unbias	0.535637583	Brain_fmean
TRINITY_DN115197_c0_g1_i1	NA	NA	NA	NA	-0.675413132	unbias	0.278438329	Ovary_mean
TRINITY_DN115206_c0_g1_i1	NA	NA	NA	NA	0.704935316	unbias	0.841860236	G46_M_mean
TRINITY_DN115206_c0_g2_i3	NA	NA	NA	NA	0.625767875	unbias	0.787211515	G46_M_mean
TRINITY_DN115208_c0_g2_i1	NA	NA	NA	NA	-1.09806461	female	0.351590122	Ovary_mean
TRINITY_DN115211_c0_g1_i2	NA	NA	NA	NA	0.550051984	unbias	0.54392091	Brain_mmean
TRINITY_DN115213_c0_g3_i1	dars	Chr09	76835925	76835925	0.140445272	unbias	0.360437767	Testis_mean
TRINITY_DN115213_c0_g4_i1	NA	NA	NA	NA	0.77059118	unbias	0.39961214	Testis_mean
TRINITY_DN115214_c4_g2_i1	LOC101732387-like	Chr09	3111846	3111846	-0.488288541	unbias	0.580779554	Brain_mmean
TRINITY_DN115215_c1_g1_i1	NA	NA	NA	NA	1.032005388	unbias	0.311918892	Testis_mean
TRINITY_DN115215_c1_g2_i1	NA	NA	NA	NA	-1.457837104	female	0.301811168	Testis_mean
TRINITY_DN115220_c0_g1_i1	hscb	Chr01	141921629	141921629	0.294301877	unbias	0.473593895	G43_F_mean
TRINITY_DN115221_c0_g1_i1	NA	NA	NA	NA	-0.21851493	unbias	0.625555917	Brain_mmean
TRINITY_DN115225_c0_g1_i2	NA	NA	NA	NA	0.438211525	unbias	0.235097778	G23_fmean
TRINITY_DN115228_c0_g1_i1	NA	NA	NA	NA	-4.36223538	female	0.896585906	Ovary_mean
TRINITY_DN115228_c0_g3_i2	NA	NA	NA	NA	-0.171384458	unbias	0.416170734	Ovary_mean
TRINITY_DN115232_c1_g1_i1	NA	NA	NA	NA	-0.635230126	unbias	0.155307324	G27_fmean
TRINITY_DN115242_c0_g1_i2	NA	NA	NA	NA	-2.14298898	female	0.533301037	Ovary_mean
TRINITY_DN115244_c0_g1_i1	tgs1-like	Chr06	100726362	100726362	-1.049687746	female	0.40142812	Ovary_mean
TRINITY_DN115245_c1_g1_i1	psmb8	Chr08	47291597	47291597	-0.31799279	unbias	0.611070948	Brain_fmean
TRINITY_DN115247_c0_g2_i1	NA	NA	NA	NA	-0.053389824	unbias	0.124964921	G23_fmean
TRINITY_DN115248_c0_g1_i2	NA	NA	NA	NA	-0.631179046	unbias	0.292726449	Ovary_mean
TRINITY_DN115252_c0_g2_i1	NA	NA	NA	NA	-0.341498124	unbias	0.612922149	Testis_mean
TRINITY_DN115253_c0_g1_i1	NA	NA	NA	NA	0.263837213	unbias	0.552489184	Brain_mmean
TRINITY_DN115257_c0_g1_i2	NA	NA	NA	NA	0.444287968	unbias	0.528906728	Brain_mmean
TRINITY_DN115261_c0_g1_i1	NA	NA	NA	NA	-2.302650046	female	0.479075851	Ovary_mean
TRINITY_DN115262_c0_g2_i2	NA	NA	NA	NA	0.419486975	unbias	0.466263404	Brain_fmean
TRINITY_DN115267_c0_g1_i2	emb	Chr01	181018972	181018972	0.805716682	unbias	0.316747977	G31_fmean
TRINITY_DN115275_c0_g1_i1	Xetrov90021139m	Chr08	61430792	61430792	-0.034564909	unbias	0.065461637	G27_fmean
TRINITY_DN115282_c0_g1_i1	NA	NA	NA	NA	-1.302520746	unbias	0.720734772	G23_fmean
TRINITY_DN115284_c0_g1_i1	NA	NA	NA	NA	0.69300581	unbias	0.222857021	G43_F_mean
TRINITY_DN115286_c0_g1_i1	NA	NA	NA	NA	-3.362152116	female	0.597819247	Ovary_mean
TRINITY_DN115288_c0_g1_i1	NA	NA	NA	NA	-1.546732449	female	0.409629281	Ovary_mean
TRINITY_DN115289_c0_g1_i3	ppt1	Chr02	86695526	86695526	0.096027531	unbias	0.404604992	Brain_mmean
TRINITY_DN115291_c0_g1_i1	NA	NA	NA	NA	-0.787897931	unbias	0.442898871	Ovary_mean
TRINITY_DN115294_c0_g1_i4	LOC100490902	Chr01	107631974	107631974	-7.26672678	female	0.969278445	Ovary_mean
TRINITY_DN115295_c0_g2_i1	NA	NA	NA	NA	-0.363367214	unbias	0.22580345	G23_fmean
TRINITY_DN115296_c1_g3_i1	NA	NA	NA	NA	0.582664037	unbias	0.23949951	Liver_fmean
TRINITY_DN115297_c0_g1_i2	NA	NA	NA	NA	-4.334354377	female	0.845036463	Ovary_mean
TRINITY_DN115298_c0_g1_i1	NA	NA	NA	NA	0.752232918	unbias	0.470251902	G43_F_mean
TRINITY_DN115301_c0_g1_i6	NA	NA	NA	NA	0.245276647	unbias	0.416422361	Brain_fmean
TRINITY_DN115306_c0_g1_i1	NA	NA	NA	NA	0.074608428	unbias	0.226393935	G23_mmean
TRINITY_DN115310_c0_g1_i2	polr2g	Chr04	39726781	39726781	-2.632727603	female	0.589138247	Ovary_mean
TRINITY_DN115315_c0_g1_i1	NA	NA	NA	NA	0.689899434	unbias	0.493245785	Liver_mmean
TRINITY_DN115317_c0_g1_i1	tmem108-like	Chr06	71425949	71425949	0.191288293	unbias	0.55004113	G27_fmean
TRINITY_DN115319_c0_g1_i1	NA	NA	NA	NA	-0.174568089	unbias	0.706206864	G46_F_mean
TRINITY_DN115320_c0_g1_i3	gpr125	Chr01	22373004	22373004	-1.00977712	female	0.378807836	Ovary_mean
TRINITY_DN115323_c1_g1_i1	NA	NA	NA	NA	-1.438556128	female	0.384267844	G27_mmean
TRINITY_DN115324_c0_g1_i4	slc24a4	Chr08	66385913	66385913	-3.836546757	female	0.620986157	Testis_mean
TRINITY_DN115328_c0_g1_i1	NA	NA	NA	NA	0.594742201	unbias	0.660852136	Brain_mmean
TRINITY_DN115331_c0_g1_i2	NA	NA	NA	NA	-7.078504697	female	0.881355806	Ovary_mean
TRINITY_DN115333_c0_g1_i1	fam210a	Chr06	87945160	87945160	-0.574311558	unbias	0.378142302	Ovary_mean
TRINITY_DN115334_c0_g2_i2	NA	NA	NA	NA	-0.24324496	unbias	0.833332496	Ovary_mean
TRINITY_DN115339_c0_g2_i1	NA	NA	NA	NA	0.264946855	unbias	0.279622519	Brain_mmean
TRINITY_DN115343_c0_g1_i1	NA	NA	NA	NA	-1.734606206	female	0.413776306	Ovary_mean
TRINITY_DN115346_c0_g1_i1	LOC100170463	Chr02	85080445	85080445	0.679629674	unbias	0.686869618	Liver_mmean
TRINITY_DN115346_c0_g2_i1	LOC549517	Chr02	67039569	67039569	0.132438999	unbias	0.172638696	Ovary_mean
TRINITY_DN115347_c0_g1_i1	NA	NA	NA	NA	-0.142888522	unbias	0.306008974	Ovary_mean
TRINITY_DN115347_c0_g4_i1	NA	NA	NA	NA	-0.733967551	unbias	0.2938859	Ovary_mean
TRINITY_DN115352_c0_g2_i1	suv420h1	Chr04	42096188	42096188	1.08289997	unbias	0.283234694	G23_mmean
TRINITY_DN115353_c0_g1_i3	NA	NA	NA	NA	-0.076711816	unbias	0.231589388	Testis_mean
TRINITY_DN115362_c5_g2_i1	NA	NA	NA	NA	-2.801153959	female	0.724699149	Ovary_mean
TRINITY_DN115365_c0_g1_i1	NA	NA	NA	NA	-1.481961039	female	0.333185142	Ovary_mean
TRINITY_DN115366_c0_g1_i1	NA	NA	NA	NA	0.195244159	unbias	0.269928264	G23_fmean
TRINITY_DN115367_c0_g1_i1	NA	NA	NA	NA	0.427164102	unbias	0.682144039	Brain_mmean
TRINITY_DN115374_c0_g4_i1	NA	NA	NA	NA	-2.903256691	female	0.482073313	G46_F_mean
TRINITY_DN115376_c0_g4_i1	lrmp	scaffold_707	55781	55781	0.323889817	unbias	0.705743379	Brain_fmean
TRINITY_DN115377_c0_g1_i1	slc39a7	Chr08	50935122	50935122	0.209373623	unbias	0.273844225	Testis_mean
TRINITY_DN115378_c1_g1_i1	zfyve9	Chr04	86457793	86457793	-1.555781465	female	0.697917181	Ovary_mean
TRINITY_DN115380_c0_g1_i1	NA	NA	NA	NA	-1.949610302	female	0.412228775	Ovary_mean
TRINITY_DN115381_c0_g1_i1	NA	NA	NA	NA	-1.360565133	female	0.329368476	Ovary_mean
TRINITY_DN115389_c0_g1_i1	NA	NA	NA	NA	-6.723461756	female	0.726333922	Ovary_mean
TRINITY_DN115392_c0_g1_i2	NA	NA	NA	NA	0.514666584	unbias	0.239395704	G46_M_mean
TRINITY_DN115396_c0_g1_i1	NA	NA	NA	NA	-0.688447326	unbias	0.206158331	G23_mmean
TRINITY_DN115403_c0_g1_i1	NA	NA	NA	NA	0.781337453	unbias	0.463159151	Brain_fmean
TRINITY_DN115405_c0_g2_i1	ddb2	Chr04	7403232	7403232	0.606838194	unbias	0.759917372	Brain_mmean
TRINITY_DN115408_c0_g1_i1	NA	NA	NA	NA	0.617565446	unbias	0.949200752	G46_M_mean
TRINITY_DN115408_c0_g3_i3	NA	NA	NA	NA	0.54416957	unbias	0.822991956	G46_M_mean
TRINITY_DN115410_c0_g1_i1	NA	NA	NA	NA	0.546951594	unbias	0.342143059	Brain_mmean
TRINITY_DN115412_c0_g1_i1	NA	NA	NA	NA	0.094942807	unbias	0.232633772	G23_mmean
