gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	tau	tissue	stage
TRINITY_DN120626_c2_g4_i1	LOC100490937	Chr02	132435515	132435515	5.993371656	0.020013221	0.929868287	0.999995244	0.32622484	Ovary_mean	G23
TRINITY_DN120628_c0_g1_i4	NA	NA	NA	NA	2.183073879	-0.104415961	0.800358004	0.999995244	0.604261163	Brain_fmean	G23
TRINITY_DN120629_c2_g2_i1	vstm5-like	Chr02	162527717	162527717	5.231554952	0.204872	0.406714511	0.999995244	0.640181508	G31_fmean	G23
TRINITY_DN120633_c0_g1_i4	NA	NA	NA	NA	2.376227107	0.337278172	0.385276438	0.999995244	0.617795987	Ovary_mean	G23
TRINITY_DN120634_c0_g2_i1	NA	NA	NA	NA	2.465302111	0.529853049	0.132228414	0.999995244	0.503175443	Testis_mean	G23
TRINITY_DN120635_c0_g1_i1	NA	NA	NA	NA	2.835761933	0.001416308	0.996456341	0.999995244	0.292918323	Ovary_mean	G23
TRINITY_DN120636_c0_g8_i1	NA	NA	NA	NA	5.609355889	0.235529699	0.303350693	0.999995244	0.404917445	Ovary_mean	G23
TRINITY_DN120637_c2_g1_i1	NA	NA	NA	NA	0.732385913	0.875392884	0.054262119	0.999995244	0.389151907	Brain_fmean	G23
TRINITY_DN120641_c0_g1_i1	NA	NA	NA	NA	3.303404472	-0.069472285	0.829698196	0.999995244	0.490246462	Ovary_mean	G23
TRINITY_DN120645_c0_g1_i2	NA	NA	NA	NA	2.769441922	0.128325804	0.704783864	0.999995244	0.558996188	Ovary_mean	G23
TRINITY_DN120647_c0_g1_i5	NA	NA	NA	NA	1.057064397	-0.172867775	0.680503973	0.999995244	0.591563803	Brain_fmean	G23
TRINITY_DN120649_c0_g2_i1	NA	NA	NA	NA	4.869074667	0.410373567	0.389033602	0.999995244	0.412974407	G27_mmean	G23
TRINITY_DN120650_c0_g1_i1	rb1cc1	Chr06	99471772	99471772	5.377696106	-0.28828108	0.232511343	0.999995244	0.374920876	Ovary_mean	G23
TRINITY_DN120651_c0_g1_i1	NA	NA	NA	NA	0.414330136	0.237091373	0.621592018	0.999995244	0.403496836	G23_mmean	G23
TRINITY_DN120651_c0_g3_i4	Xetrov90021117m	Chr08	61127721	61127721	4.014083514	0.063338438	0.820276628	0.999995244	0.519586201	G23_mmean	G23
TRINITY_DN120651_c0_g5_i1	NA	NA	NA	NA	2.566903219	0.055613239	0.870548136	0.999995244	0.439935929	G23_mmean	G23
TRINITY_DN120651_c0_g6_i1	pcnt-like.1	Chr09	55952006	55952006	0.115732473	-0.337950934	0.490818988	0.999995244	0.541160664	G46_M_mean	G23
TRINITY_DN120654_c0_g3_i1	NA	NA	NA	NA	0.456329993	-0.495206185	0.432687527	0.999995244	0.300249496	Brain_mmean	G23
TRINITY_DN120656_c0_g1_i1	NA	NA	NA	NA	3.155763101	0.219857593	0.543317739	0.999995244	0.360679415	Brain_fmean	G23
TRINITY_DN120657_c0_g1_i5	NA	NA	NA	NA	3.956507044	-0.062654235	0.819704028	0.999995244	0.348710485	Testis_mean	G23
TRINITY_DN120658_c0_g1_i3	peli1	Chr08	84062677	84062677	5.970882561	0.065343226	0.773326659	0.999995244	0.234975793	G46_M_mean	G23
TRINITY_DN120659_c0_g2_i2	NA	NA	NA	NA	0.579172628	0.256592984	0.59335784	0.999995244	0.829499385	Ovary_mean	G23
TRINITY_DN120660_c0_g1_i5	NA	NA	NA	NA	5.830873286	-0.062407238	0.826161682	0.999995244	0.444325802	G27_mmean	G23
TRINITY_DN120661_c1_g1_i2	NA	NA	NA	NA	5.941925152	-0.10736228	0.656268981	0.999995244	0.317539406	G23_fmean	G23
TRINITY_DN120661_c1_g2_i4	NA	NA	NA	NA	5.453045267	0.01752337	0.946113444	0.999995244	0.296957005	G23_fmean	G23
TRINITY_DN120663_c1_g1_i1	NA	NA	NA	NA	3.66179474	0.061910962	0.825673799	0.999995244	0.234082658	G27_mmean	G23
TRINITY_DN120666_c0_g3_i2	prkra-like	Chr09	59023898	59023898	2.755306609	-0.035950302	0.935164626	0.999995244	0.290258033	Liver_fmean	G23
TRINITY_DN120666_c1_g1_i1	NA	NA	NA	NA	3.788498434	-0.0606912	0.823834567	0.999995244	0.579730866	Ovary_mean	G23
TRINITY_DN120668_c0_g1_i3	nos3	Chr06	361	361	3.315468487	0.082917986	0.782289915	0.999995244	0.614167011	Brain_mmean	G23
TRINITY_DN120670_c0_g3_i4	NA	NA	NA	NA	0.634186603	0.383408577	0.38688519	0.999995244	0.465213027	G43_F_mean	G23
TRINITY_DN120670_c0_g4_i2	edem2	Chr10	34484016	34484016	4.574526004	0.03394687	0.890272804	0.999995244	0.452209849	G43_M_mean	G23
TRINITY_DN120672_c0_g2_i2	NA	NA	NA	NA	0.565673642	0.715466297	0.11620373	0.999995244	0.441280719	G43_M_mean	G23
TRINITY_DN120673_c0_g2_i1	NA	NA	NA	NA	3.888310911	0.007581586	0.977361612	0.999995244	0.365212231	Ovary_mean	G23
TRINITY_DN120677_c0_g1_i1	NA	NA	NA	NA	2.882778559	0.613700982	0.302776704	0.999995244	0.726605848	G27_mmean	G23
TRINITY_DN120679_c0_g1_i1	smarca2-like	Chr01	115952637	115952637	0.740768015	-0.613527741	0.177256187	0.999995244	0.841576682	Liver_fmean	G23
TRINITY_DN120680_c0_g1_i2	NA	NA	NA	NA	1.261576735	0.247989577	0.554051773	0.999995244	0.75823459	Ovary_mean	G23
TRINITY_DN120684_c0_g1_i4	NA	NA	NA	NA	6.308696356	0.010115439	0.967200932	0.999995244	0.309187324	Brain_fmean	G23
TRINITY_DN120685_c0_g1_i3	NA	NA	NA	NA	0.753431637	0.910351673	0.10382783	0.999995244	0.584899312	G43_M_mean	G23
TRINITY_DN120686_c1_g1_i2	LOC100485959-like.1	Chr07	104577349	104577349	2.797814759	0.006112831	0.98448791	0.999995244	0.495196887	Brain_fmean	G23
TRINITY_DN120688_c2_g1_i2	NA	NA	NA	NA	5.985614663	-0.030231661	0.895331681	0.999995244	0.369261865	Ovary_mean	G23
TRINITY_DN120692_c0_g1_i2	NA	NA	NA	NA	5.356265655	-0.05790112	0.809540768	0.999995244	0.392875847	Ovary_mean	G23
TRINITY_DN120693_c0_g1_i1	NA	NA	NA	NA	0.780182286	-0.151287582	0.725930743	0.999995244	0.321388705	Liver_fmean	G23
TRINITY_DN120694_c0_g1_i2	ankrd45-like	Chr04	96828427	96828427	1.543871045	0.254003678	0.643137248	0.999995244	0.635589967	G46_M_mean	G23
TRINITY_DN120696_c0_g1_i2	NA	NA	NA	NA	3.887523784	0.089423699	0.800584014	0.999995244	0.575237254	Liver_mmean	G23
TRINITY_DN120699_c0_g1_i1	NA	NA	NA	NA	1.377993098	0.146970618	0.708543154	0.999995244	0.543229117	G43_M_mean	G23
TRINITY_DN120700_c0_g1_i1	NA	NA	NA	NA	1.492377211	0.047718704	0.923075178	0.999995244	0.762118358	G27_fmean	G23
TRINITY_DN120702_c0_g1_i1	NA	NA	NA	NA	6.170187443	0.245898006	0.306716676	0.999995244	0.298470553	Brain_fmean	G23
TRINITY_DN120703_c0_g1_i1	NA	NA	NA	NA	1.147652221	0.19306391	0.644846286	0.999995244	0.732169562	G23_mmean	G23
TRINITY_DN120703_c0_g2_i1	LOC100498002	Chr04	13713187	13713187	1.410832276	0.06097973	0.891723365	0.999995244	0.717089431	G23_fmean	G23
TRINITY_DN120706_c0_g1_i2	NA	NA	NA	NA	4.227841499	-0.167259391	0.516842832	0.999995244	0.216569607	Ovary_mean	G23
TRINITY_DN120707_c0_g1_i4	hibch	Chr09	30097292	30097292	4.322537815	5.75E-05	0.999822173	0.999995244	0.490392071	Ovary_mean	G23
TRINITY_DN120708_c0_g1_i1	NA	NA	NA	NA	0.627748835	0.093855499	0.839411098	0.999995244	0.781662851	Ovary_mean	G23
TRINITY_DN120709_c0_g1_i1	NA	NA	NA	NA	2.731192239	0.055866265	0.876996711	0.999995244	0.372159986	G31_mmean	G23
TRINITY_DN120710_c1_g1_i1	NA	NA	NA	NA	4.446812927	-0.212780805	0.386233223	0.999995244	0.365631447	Brain_fmean	G23
TRINITY_DN120714_c0_g1_i1	LOC100488314	Chr07	113519924	113519924	2.076255676	0.914043049	0.105249569	0.999995244	0.436582726	Brain_mmean	G23
TRINITY_DN120716_c0_g2_i1	abcd2-like	Chr03	65726820	65726820	0.05779442	0.127403397	0.806724279	0.999995244	0.841938125	Brain_mmean	G23
TRINITY_DN120719_c0_g1_i3	NA	NA	NA	NA	2.99942338	-0.026849456	0.947320489	0.999995244	0.743191119	Brain_fmean	G23
TRINITY_DN120723_c0_g1_i1	NA	NA	NA	NA	6.120292019	0.432397086	0.259204297	0.999995244	0.394109373	G46_M_mean	G23
TRINITY_DN120723_c0_g2_i1	NA	NA	NA	NA	6.307091468	-0.700389307	0.107218133	0.999995244	0.481641263	G31_fmean	G23
TRINITY_DN120724_c0_g1_i1	pgp	Chr09	13536005	13536005	1.018149072	-0.054272621	0.901170244	0.999995244	0.436225364	Brain_fmean	G23
TRINITY_DN120727_c0_g2_i1	NA	NA	NA	NA	5.545878452	-0.14146418	0.617188772	0.999995244	0.384915917	Ovary_mean	G23
TRINITY_DN120729_c0_g1_i3	NA	NA	NA	NA	2.873045967	0.345363693	0.357538238	0.999995244	0.54780669	Brain_fmean	G23
TRINITY_DN120733_c0_g2_i1	NA	NA	NA	NA	2.783344392	-0.026858087	0.93503831	0.999995244	0.668881459	Brain_fmean	G23
TRINITY_DN120734_c1_g5_i1	NA	NA	NA	NA	1.386203932	-0.200427769	0.611324174	0.999995244	0.701859762	Brain_mmean	G23
TRINITY_DN120735_c0_g1_i1	NA	NA	NA	NA	4.021078786	0.111189757	0.786143931	0.999995244	0.354493221	Brain_mmean	G23
TRINITY_DN120737_c0_g1_i1	ccr3	Chr06	81935190	81935190	3.547124755	0.099730053	0.756230781	0.999995244	0.328958613	G23_mmean	G23
TRINITY_DN120738_c0_g3_i1	mapkapk3	Chr04	117136289	117136289	0.85965847	-0.40005041	0.410172412	0.999995244	0.369358464	Ovary_mean	G23
TRINITY_DN120739_c0_g10_i1	NA	NA	NA	NA	1.871310171	-0.057999967	0.887852711	0.999995244	0.32141306	Brain_mmean	G23
TRINITY_DN120739_c0_g5_i2	NA	NA	NA	NA	3.117196077	0.062523798	0.836060791	0.999995244	0.366918143	G27_mmean	G23
TRINITY_DN120743_c0_g1_i1	scnn1g-like	Chr09	16874522	16874522	5.234443882	-0.077122421	0.774129764	0.999995244	0.531127533	Ovary_mean	G23
TRINITY_DN120744_c0_g1_i4	NA	NA	NA	NA	0.208093331	0.031682584	0.954262013	0.999995244	0.318440269	Brain_fmean	G23
TRINITY_DN120746_c0_g3_i1	NA	NA	NA	NA	7.399501087	0.051370745	0.814636121	0.999995244	0.147349377	Ovary_mean	G23
TRINITY_DN120750_c0_g4_i1	NA	NA	NA	NA	2.497158047	-0.108607319	0.746488029	0.999995244	0.267747632	Brain_fmean	G23
TRINITY_DN120751_c0_g1_i2	NA	NA	NA	NA	2.580531334	0.026727877	0.935010115	0.999995244	0.604217609	Ovary_mean	G23
TRINITY_DN120752_c0_g1_i1	NA	NA	NA	NA	5.09783071	0.063674892	0.838919303	0.999995244	0.366825479	Brain_fmean	G23
TRINITY_DN120753_c3_g1_i2	NA	NA	NA	NA	3.853364119	0.043950549	0.874679737	0.999995244	0.2907096	Ovary_mean	G23
TRINITY_DN120756_c0_g1_i2	NA	NA	NA	NA	7.227909046	0.380386948	0.104852503	0.999995244	0.121993416	Ovary_mean	G23
TRINITY_DN120757_c0_g1_i1	NA	NA	NA	NA	7.336095315	-0.05582578	0.806050388	0.999995244	0.369616515	Ovary_mean	G23
TRINITY_DN120758_c3_g1_i1	NA	NA	NA	NA	3.794999777	-0.121767604	0.730425442	0.999995244	0.210525803	G27_fmean	G23
TRINITY_DN120758_c3_g3_i1	NA	NA	NA	NA	2.188324715	0.848093824	0.514868544	0.999995244	0.431540119	G43_M_mean	G23
TRINITY_DN120758_c3_g4_i1	NA	NA	NA	NA	3.701169757	-0.774971711	0.021686344	0.999995244	0.306037166	G23_fmean	G23
TRINITY_DN120758_c3_g5_i1	NA	NA	NA	NA	2.257238187	-0.364719096	0.324506196	0.999995244	0.475785852	Brain_fmean	G23
TRINITY_DN120758_c3_g6_i1	asb1-like	Chr09	55643018	55643018	5.335400639	0.500398494	0.156713444	0.999995244	0.274071129	Testis_mean	G23
TRINITY_DN120758_c3_g7_i1	spata5-like	Chr01	56387734	56387734	4.841006573	-0.344886304	0.669293685	0.999995244	0.364830525	G31_mmean	G23
TRINITY_DN120760_c0_g1_i2	ankle2-like	Chr01	146995879	146995879	1.949682081	0.208240689	0.589204728	0.999995244	0.623178176	Brain_fmean	G23
TRINITY_DN120761_c0_g1_i2	NA	NA	NA	NA	0.291783534	-0.259522363	0.604378561	0.999995244	0.774186209	Brain_mmean	G23
TRINITY_DN120763_c0_g1_i1	NA	NA	NA	NA	6.549237305	-0.067160216	0.759122204	0.999995244	0.381067117	Ovary_mean	G23
TRINITY_DN120764_c2_g1_i1	NA	NA	NA	NA	0.936572995	0.044537831	0.922074113	0.999995244	0.744560636	Brain_fmean	G23
TRINITY_DN120766_c0_g2_i1	NA	NA	NA	NA	6.85355697	0.197387495	0.408483457	0.999995244	0.354270083	Ovary_mean	G23
TRINITY_DN120770_c0_g2_i1	NA	NA	NA	NA	2.599454029	0.057693086	0.865645266	0.999995244	0.486874407	G46_F_mean	G23
TRINITY_DN120772_c0_g1_i1	NA	NA	NA	NA	2.368117325	0.287156733	0.411428758	0.999995244	0.713355567	Ovary_mean	G23
TRINITY_DN120773_c0_g1_i1	NA	NA	NA	NA	2.179464037	-0.008231119	0.982560859	0.999995244	0.41132955	Brain_mmean	G23
TRINITY_DN120776_c1_g5_i4	NA	NA	NA	NA	3.766692852	-0.269174315	0.324823253	0.999995244	0.284213165	Brain_fmean	G23
TRINITY_DN120777_c0_g1_i2	NA	NA	NA	NA	3.146567345	-0.106877116	0.713572736	0.999995244	0.620990598	Ovary_mean	G23
TRINITY_DN120778_c0_g1_i5	cd28	Chr09	49639613	49639613	5.975314086	-0.078541437	0.721316121	0.999995244	0.203118035	Ovary_mean	G23
TRINITY_DN120784_c2_g1_i1	copz1	Chr02	142395009	142395009	4.873446922	-0.129177958	0.59863392	0.999995244	0.692642234	Ovary_mean	G23
TRINITY_DN120786_c0_g1_i4	gpd2	Chr09	69289280	69289280	4.599426346	-0.066063816	0.786914852	0.999995244	0.192024645	G23_fmean	G23
TRINITY_DN120789_c0_g1_i3	LOC496814	Chr10	23704397	23704397	0.614099982	-0.123016193	0.795568943	0.999995244	0.728207427	Brain_fmean	G23
TRINITY_DN120790_c0_g1_i1	NA	NA	NA	NA	1.277515454	-0.090509425	0.827173599	0.999995244	0.415540512	Brain_fmean	G23
TRINITY_DN120796_c0_g1_i3	NA	NA	NA	NA	3.484000054	-0.040152722	0.901471366	0.999995244	0.468298957	Brain_mmean	G23
TRINITY_DN120797_c1_g4_i1	NA	NA	NA	NA	7.86518571	0.054187576	0.807582401	0.999995244	0.233209576	Ovary_mean	G23
TRINITY_DN120798_c0_g1_i3	NA	NA	NA	NA	5.318340406	0.033312075	0.902358496	0.999995244	0.371591292	Ovary_mean	G23
TRINITY_DN120801_c0_g1_i2	NA	NA	NA	NA	6.531563124	0.650964732	0.066551843	0.999995244	0.542504109	Liver_fmean	G23
TRINITY_DN120802_c1_g1_i2	sertad4-like	Chr05	11678889	11678889	1.28571986	-0.086594643	0.879729285	0.999995244	0.493782266	Brain_mmean	G23
TRINITY_DN120805_c0_g1_i3	arg1	Chr05	44700366	44700366	0.536932427	0.001817144	0.997002323	0.999995244	0.670342896	Ovary_mean	G23
TRINITY_DN120806_c0_g1_i1	NA	NA	NA	NA	7.654676716	0.015013857	0.949552612	0.999995244	0.198771159	Ovary_mean	G23
TRINITY_DN120807_c1_g1_i1	NA	NA	NA	NA	10.26426018	-0.012571663	0.956856135	0.999995244	0.263795001	G46_M_mean	G23
TRINITY_DN120808_c0_g1_i3	ace	Chr10	7775718	7775718	5.717523957	-0.007094046	0.975243686	0.999995244	0.610994432	Brain_mmean	G23
TRINITY_DN120809_c0_g2_i4	NA	NA	NA	NA	2.581355734	-0.210291721	0.563751973	0.999995244	0.569619313	Brain_mmean	G23
TRINITY_DN120810_c0_g4_i3	LOC100494633	Chr04	29593413	29593413	0.531242274	0.303826636	0.553534156	0.999995244	0.821259852	Ovary_mean	G23
TRINITY_DN120811_c0_g1_i1	copg1	Chr04	125199839	125199839	5.457743167	-0.036222591	0.881961264	0.999995244	0.245991478	Liver_fmean	G23
TRINITY_DN120813_c2_g1_i4	NA	NA	NA	NA	4.246332666	-0.035371949	0.891585187	0.999995244	0.317528359	Brain_fmean	G23
TRINITY_DN120814_c0_g1_i1	NA	NA	NA	NA	3.843306759	-0.119389302	0.710034976	0.999995244	0.292832833	Brain_mmean	G23
TRINITY_DN120815_c0_g3_i1	NA	NA	NA	NA	3.194830209	-0.053057758	0.870785175	0.999995244	0.763715225	Brain_mmean	G23
TRINITY_DN120816_c5_g1_i1	ero1l	Chr08	74692981	74692981	1.745659367	0.281273288	0.499121555	0.999995244	0.529022237	Ovary_mean	G23
TRINITY_DN120819_c1_g2_i4	ywhah	Chr01	143706404	143706404	5.305883833	-0.077496224	0.751156448	0.999995244	0.468817369	Testis_mean	G23
TRINITY_DN120824_c0_g1_i1	NA	NA	NA	NA	5.071906819	0.196812141	0.432649071	0.999995244	0.392108711	Ovary_mean	G23
TRINITY_DN120824_c0_g2_i4	NA	NA	NA	NA	4.717919592	-0.046151175	0.868872922	0.999995244	0.325905647	Testis_mean	G23
TRINITY_DN120825_c3_g3_i1	NA	NA	NA	NA	6.339001655	0.038741057	0.881310612	0.999995244	0.205128979	G23_fmean	G23
TRINITY_DN120825_c3_g4_i1	NA	NA	NA	NA	5.385445629	-0.00226308	0.993005287	0.999995244	0.18452885	G23_fmean	G23
TRINITY_DN120829_c1_g2_i1	hspa4	Chr03	28240474	28240474	5.113057942	0.465631895	0.121585188	0.999995244	0.31764516	G23_mmean	G23
TRINITY_DN120830_c0_g4_i1	NA	NA	NA	NA	4.541080793	0.337811449	0.236521691	0.999995244	0.588889933	G43_F_mean	G23
TRINITY_DN120831_c0_g1_i2	NA	NA	NA	NA	2.796056438	-0.060881449	0.849241029	0.999995244	0.649263212	Brain_mmean	G23
TRINITY_DN120833_c1_g1_i1	NA	NA	NA	NA	2.184878265	0.06482205	0.858897118	0.999995244	0.583449988	Brain_mmean	G23
TRINITY_DN120833_c1_g3_i2	NA	NA	NA	NA	6.607752111	-0.04772454	0.824346874	0.999995244	0.532707962	Brain_mmean	G23
TRINITY_DN120835_c1_g4_i8	NA	NA	NA	NA	3.962325914	0.231770965	0.46036182	0.999995244	0.353555064	Brain_mmean	G23
TRINITY_DN120836_c0_g1_i1	NA	NA	NA	NA	6.967424747	0.04267099	0.841132673	0.999995244	0.320814057	Brain_mmean	G23
TRINITY_DN120837_c2_g3_i5	prmt1	Chr07	103170559	103170559	6.339188616	-0.019876765	0.927956437	0.999995244	0.312299458	G23_fmean	G23
TRINITY_DN120842_c0_g1_i1	NA	NA	NA	NA	4.130641997	0.13552014	0.597382015	0.999995244	0.359975589	Ovary_mean	G23
TRINITY_DN120845_c0_g1_i1	NA	NA	NA	NA	2.38018977	-0.05424563	0.872198087	0.999995244	0.582746955	Ovary_mean	G23
TRINITY_DN120847_c0_g3_i2	Xetrov90007531m	Chr03	26718674	26718674	1.847338632	0.509812211	0.212698937	0.999995244	0.276494122	G46_M_mean	G23
TRINITY_DN120849_c0_g1_i1	NA	NA	NA	NA	0.844344478	-0.345824824	0.430642144	0.999995244	0.703993516	Ovary_mean	G23
TRINITY_DN120851_c5_g1_i1	syk	Chr01	126264199	126264199	2.59491777	-0.110853679	0.737526746	0.999995244	0.397435571	Brain_mmean	G23
TRINITY_DN120852_c0_g1_i3	NA	NA	NA	NA	6.018418128	-0.019572089	0.931899643	0.999995244	0.339829777	Ovary_mean	G23
TRINITY_DN120854_c0_g1_i3	LOC100485697	Chr08	58494160	58494160	5.15395856	0.051245872	0.841220134	0.999995244	0.564484982	Ovary_mean	G23
TRINITY_DN120855_c0_g1_i3	NA	NA	NA	NA	0.63036847	0.589057913	0.223940139	0.999995244	0.726313161	Liver_fmean	G23
TRINITY_DN120856_c0_g1_i2	NA	NA	NA	NA	4.135166827	0.04602717	0.889224407	0.999995244	0.349717118	G27_fmean	G23
TRINITY_DN120857_c0_g1_i1	NA	NA	NA	NA	3.925311829	-0.005645202	0.983817792	0.999995244	0.446953016	G23_fmean	G23
TRINITY_DN120858_c0_g1_i1	chd7-like	Chr06	102278336	102278336	0.14301013	0.271913714	0.741162395	0.999995244	0.823132742	G27_mmean	G23
TRINITY_DN120859_c0_g1_i1	dlg3-like.2	Chr08	23765734	23765734	2.256287707	-0.066663729	0.855524456	0.999995244	0.42217329	Brain_mmean	G23
TRINITY_DN120860_c0_g1_i1	NA	NA	NA	NA	5.370112223	-0.038710132	0.887788674	0.999995244	0.489449984	Ovary_mean	G23
TRINITY_DN120861_c0_g2_i1	slc25a38	Chr04	105417109	105417109	3.055019093	-0.018298872	0.957297871	0.999995244	0.369978845	Brain_mmean	G23
TRINITY_DN120861_c0_g3_i1	NA	NA	NA	NA	7.036046912	-0.078782197	0.734574553	0.999995244	0.342665443	Brain_fmean	G23
TRINITY_DN120862_c0_g1_i1	NA	NA	NA	NA	3.490126022	0.139227746	0.62856912	0.999995244	0.477258885	G43_M_mean	G23
TRINITY_DN120863_c0_g1_i1	minpp1-like.1	Chr07	4846309	4846309	5.758187419	-0.049512942	0.830194175	0.999995244	0.416239325	Ovary_mean	G23
TRINITY_DN120864_c0_g2_i1	NA	NA	NA	NA	5.307264437	0.092205313	0.70344323	0.999995244	0.516748956	Brain_fmean	G23
TRINITY_DN120865_c0_g1_i1	NA	NA	NA	NA	1.14081228	-0.071359607	0.867092289	0.999995244	0.656124735	Ovary_mean	G23
TRINITY_DN120868_c0_g1_i2	NA	NA	NA	NA	6.209401044	-0.269489926	0.228101513	0.999995244	0.435754607	Ovary_mean	G23
TRINITY_DN120868_c0_g2_i1	NA	NA	NA	NA	2.446467145	1.015035711	0.25133729	0.999995244	0.500369685	Ovary_mean	G23
TRINITY_DN120869_c2_g1_i4	NA	NA	NA	NA	1.287239843	0.212947264	0.645761155	0.999995244	0.760218975	Brain_fmean	G23
TRINITY_DN120873_c2_g2_i1	tmem177	scaffold_232	246634	246634	0.75514114	-0.052969185	0.906450169	0.999995244	0.876597647	Ovary_mean	G23
TRINITY_DN120876_c0_g1_i1	pus7l	Chr03	54902751	54902751	4.683678704	-0.068013948	0.823060576	0.999995244	0.291266325	Liver_fmean	G23
TRINITY_DN120878_c0_g1_i3	vdr	Chr02	140682409	140682409	1.893681126	0.340972009	0.403582824	0.999995244	0.767627972	Brain_fmean	G23
TRINITY_DN120881_c0_g1_i3	NA	NA	NA	NA	1.172417299	0.012286961	0.976769488	0.999995244	0.430457645	Testis_mean	G23
TRINITY_DN120883_c0_g1_i1	NA	NA	NA	NA	3.111939895	0.025684415	0.940319729	0.999995244	0.268623667	G23_fmean	G23
TRINITY_DN120884_c0_g1_i4	NA	NA	NA	NA	2.284855404	-0.27331753	0.500483149	0.999995244	0.281595526	G46_F_mean	G23
TRINITY_DN120884_c0_g2_i2	NA	NA	NA	NA	1.371262624	-0.320210545	0.428520601	0.999995244	0.419823156	G46_F_mean	G23
TRINITY_DN120892_c0_g1_i1	phkb-like	Chr04	25471925	25471925	2.103305081	0.215212363	0.687601749	0.999995244	0.294494341	G23_mmean	G23
TRINITY_DN120892_c0_g2_i1	tbl1x	Chr02	72364747	72364747	2.653104269	0.118806364	0.710949515	0.999995244	0.282261236	Ovary_mean	G23
TRINITY_DN120898_c0_g1_i1	NA	NA	NA	NA	0.388523545	0.567721719	0.226375024	0.999995244	0.713041336	Brain_mmean	G23
TRINITY_DN120899_c0_g1_i1	NA	NA	NA	NA	1.770307654	0.135546315	0.728592734	0.999995244	0.541231327	Brain_mmean	G23
TRINITY_DN120899_c0_g3_i1	NA	NA	NA	NA	2.598036596	0.001292612	0.9973484	0.999995244	0.612459398	Brain_fmean	G23
TRINITY_DN120901_c0_g1_i1	NA	NA	NA	NA	7.479749289	0.113056035	0.605530825	0.999995244	0.146326671	Testis_mean	G23
TRINITY_DN120902_c0_g1_i1	NA	NA	NA	NA	6.020486993	0.063317335	0.78024228	0.999995244	0.289728906	Ovary_mean	G23
TRINITY_DN120903_c0_g1_i3	NA	NA	NA	NA	0.51622873	-0.150967656	0.750614482	0.999995244	0.644371692	G31_mmean	G23
TRINITY_DN120904_c0_g2_i3	NA	NA	NA	NA	7.386567325	0.036386135	0.86852009	0.999995244	0.172535228	G23_fmean	G23
TRINITY_DN120905_c0_g1_i1	NA	NA	NA	NA	4.411091631	0.176860876	0.507089164	0.999995244	0.28747461	Testis_mean	G23
TRINITY_DN120906_c0_g1_i1	sar1a	Chr07	34680494	34680494	5.718212094	0.18442217	0.646140339	0.999995244	0.209298272	G43_F_mean	G23
TRINITY_DN120907_c0_g1_i1	NA	NA	NA	NA	1.891803986	-0.069238927	0.859237347	0.999995244	0.613659546	Ovary_mean	G23
TRINITY_DN120909_c0_g4_i5	NA	NA	NA	NA	5.22992123	-0.044189401	0.85442087	0.999995244	0.340073918	Testis_mean	G23
TRINITY_DN120911_c2_g1_i2	NA	NA	NA	NA	5.338134755	0.008505795	0.971088405	0.999995244	0.495513448	Ovary_mean	G23
TRINITY_DN120913_c0_g1_i1	NA	NA	NA	NA	1.659409906	0.212060706	0.616465184	0.999995244	0.645255445	G23_mmean	G23
TRINITY_DN120916_c0_g2_i3	gimd1-like	Chr01	62758737	62758737	4.226097527	-0.401746533	0.218702295	0.999995244	0.229720239	Liver_fmean	G23
TRINITY_DN120917_c6_g1_i6	NA	NA	NA	NA	10.2104374	0.099596051	0.611353227	0.999995244	0.156146075	Testis_mean	G23
TRINITY_DN120918_c0_g1_i1	NA	NA	NA	NA	4.818334164	-0.126221225	0.644124765	0.999995244	0.24548834	Brain_mmean	G23
TRINITY_DN120919_c0_g1_i2	uba6-like	Chr01	89011589	89011589	4.057331026	0.519736687	0.116346029	0.999995244	0.445547	G23_mmean	G23
TRINITY_DN120924_c1_g3_i1	NA	NA	NA	NA	6.286754598	0.254119054	0.263957089	0.999995244	0.412700358	G43_M_mean	G23
TRINITY_DN120925_c0_g1_i5	NA	NA	NA	NA	2.664013482	-0.00808958	0.981312394	0.999995244	0.504597851	Ovary_mean	G23
TRINITY_DN120926_c0_g1_i1	NA	NA	NA	NA	0.346254498	-0.238917779	0.610621321	0.999995244	0.852132224	Brain_mmean	G23
TRINITY_DN120927_c0_g1_i1	nek10	Chr06	76081595	76081595	2.031230782	0.240856808	0.551687199	0.999995244	0.644818409	Brain_fmean	G23
TRINITY_DN120929_c0_g1_i1	NA	NA	NA	NA	2.504488765	-1.095308412	0.284450556	0.999995244	0.302911923	G31_fmean	G23
TRINITY_DN120929_c0_g2_i4	NA	NA	NA	NA	10.49915643	-0.021940983	0.897852382	0.999995244	0.169070196	G27_mmean	G23
TRINITY_DN120932_c1_g1_i3	NA	NA	NA	NA	2.085711111	-0.215515247	0.579814814	0.999995244	0.382789117	G43_F_mean	G23
TRINITY_DN120932_c2_g1_i1	NA	NA	NA	NA	3.922485653	0.031493292	0.906276109	0.999995244	0.397405746	Ovary_mean	G23
TRINITY_DN120935_c2_g1_i1	NA	NA	NA	NA	2.558126062	-0.541542812	0.114488977	0.999995244	0.595348849	Ovary_mean	G23
