gid	gname	chr	start	end	logCPM	logFC.XY27.XX27	PV.XY27.XX27	FDR.XY27.XX27	tau	tissue	stage
TRINITY_DN108196_c0_g1_i1	LOC100493711	Chr08	3073732	3073732	4.416126548	0.096916261	0.739523819	0.999929563	0.325066504	Ovary_mean	G27
TRINITY_DN108200_c0_g2_i1	NA	NA	NA	NA	5.696005983	0.112914618	0.724745441	0.999929563	0.21897311	G23_fmean	G27
TRINITY_DN108204_c0_g1_i1	NA	NA	NA	NA	3.045009643	0.184491272	0.575245581	0.999929563	0.280969269	Brain_fmean	G27
TRINITY_DN108207_c0_g2_i1	NA	NA	NA	NA	9.036392191	-0.135951497	0.676398467	0.999929563	0.432472048	G46_M_mean	G27
TRINITY_DN108211_c0_g1_i1	NA	NA	NA	NA	1.086938445	0.115112949	0.875482955	0.999929563	0.323182986	Liver_fmean	G27
TRINITY_DN108213_c0_g1_i2	nkx2-2	Chr05	25239851	25239851	1.835696295	0.315434572	0.442279833	0.999929563	0.732233716	G31_mmean	G27
TRINITY_DN108215_c0_g1_i2	NA	NA	NA	NA	3.260120139	0.275953446	0.39481826	0.999929563	0.34130907	Ovary_mean	G27
TRINITY_DN108220_c0_g1_i1	NA	NA	NA	NA	1.09190635	0.418794459	0.426779808	0.999929563	0.842109612	Brain_mmean	G27
TRINITY_DN108225_c0_g1_i1	NA	NA	NA	NA	0.354671582	0.240236792	0.636043831	0.999929563	0.665037669	G43_M_mean	G27
TRINITY_DN108227_c0_g1_i1	NA	NA	NA	NA	4.734849932	-0.028824009	0.914035726	0.999929563	0.301164883	Ovary_mean	G27
TRINITY_DN108227_c2_g1_i1	tbx5	Chr01	133487176	133487176	0.645012829	-0.060365109	0.898586417	0.999929563	0.568046973	G23_fmean	G27
TRINITY_DN108243_c0_g2_i1	NA	NA	NA	NA	4.789238269	0.001282292	0.996619719	0.999929563	0.339350464	Ovary_mean	G27
TRINITY_DN108245_c0_g1_i2	NA	NA	NA	NA	1.373935491	-0.127626036	0.912584343	0.999929563	0.599370227	Testis_mean	G27
TRINITY_DN108248_c0_g5_i1	NA	NA	NA	NA	0.386684196	0.441692998	0.384066199	0.999929563	0.635089004	G43_F_mean	G27
TRINITY_DN108248_c0_g7_i1	NA	NA	NA	NA	0.474996583	0.106466865	0.846094466	0.999929563	0.455662251	G43_F_mean	G27
TRINITY_DN108276_c0_g2_i1	NA	NA	NA	NA	3.218048998	0.024847719	0.94151456	0.999929563	0.700956465	Testis_mean	G27
TRINITY_DN108302_c0_g1_i3	NA	NA	NA	NA	0.327681526	0.093134174	0.866035874	0.999929563	0.228008722	G23_fmean	G27
TRINITY_DN108303_c0_g1_i1	LOC101731761	scaffold_269	116807	116807	2.866082596	-0.023929814	0.949311222	0.999929563	0.3646761	Brain_mmean	G27
TRINITY_DN108308_c1_g2_i1	fads2	Chr04	13212522	13212522	2.009721208	0.232758356	0.529100989	0.999929563	0.372211061	Brain_mmean	G27
TRINITY_DN108314_c0_g1_i2	NA	NA	NA	NA	3.839722509	0.062407898	0.839572346	0.999929563	0.419949503	Brain_mmean	G27
TRINITY_DN108316_c0_g1_i1	NA	NA	NA	NA	5.120877322	0.008593592	0.973296672	0.999929563	0.445466245	Ovary_mean	G27
TRINITY_DN108322_c0_g3_i1	ccdc64b	Chr09	6894864	6894864	2.318997212	0.145245527	0.720567588	0.999929563	0.422971541	G23_fmean	G27
TRINITY_DN108324_c0_g1_i1	ints2	Chr02	87679451	87679451	1.751030358	0.319754416	0.564256255	0.999929563	0.793162863	G31_mmean	G27
TRINITY_DN108326_c0_g1_i1	NA	NA	NA	NA	0.437156129	0.140790931	0.773896605	0.999929563	0.649814643	G23_mmean	G27
TRINITY_DN108331_c0_g1_i1	NA	NA	NA	NA	1.80652516	0.08399337	0.858307484	0.999929563	0.189106736	Brain_fmean	G27
TRINITY_DN108336_c0_g1_i2	b3gnt4	Chr01	153302330	153302330	3.854108721	0.027747954	0.938306035	0.999929563	0.276985727	Ovary_mean	G27
TRINITY_DN108356_c0_g2_i2	cbx6	Chr04	110294616	110294616	2.571759942	0.557958491	0.169816307	0.999929563	0.263978261	G27_mmean	G27
TRINITY_DN108376_c0_g1_i4	NA	NA	NA	NA	1.471102213	0.002825764	0.994357679	0.999929563	0.541437415	G46_M_mean	G27
TRINITY_DN108382_c0_g3_i1	rpn1	Chr04	125087462	125087462	0.094688711	0.297073309	0.601727985	0.999929563	0.283016114	G46_M_mean	G27
TRINITY_DN108383_c0_g2_i2	ctbp2-like.1	Chr03	38595490	38595490	4.96037219	-0.142605959	0.642359356	0.999929563	0.694464087	G27_fmean	G27
TRINITY_DN108383_c0_g3_i1	NA	NA	NA	NA	3.1910892	-0.305714368	0.503210945	0.999929563	0.216061995	G23_mmean	G27
TRINITY_DN108384_c0_g1_i2	neurl1b	Chr03	32514375	32514375	0.013475453	-0.372190248	0.491185045	0.999929563	0.495319204	Brain_fmean	G27
TRINITY_DN108389_c0_g1_i1	NA	NA	NA	NA	1.274913181	-0.006382725	0.988399261	0.999929563	0.567904781	G46_M_mean	G27
TRINITY_DN108403_c0_g1_i1	NA	NA	NA	NA	0.176863673	-0.083003417	0.877983241	0.999929563	0.693820666	G27_mmean	G27
TRINITY_DN108410_c0_g1_i1	ezr	Chr05	67047630	67047630	2.809826763	-0.052942728	0.889646451	0.999929563	0.441617828	G23_mmean	G27
TRINITY_DN108427_c0_g3_i5	LOC101730373-like	Chr07	96657638	96657638	5.027659073	0.159585002	0.553334189	0.999929563	0.43547334	Ovary_mean	G27
TRINITY_DN108429_c0_g1_i1	NA	NA	NA	NA	2.813840949	-0.077217412	0.825036021	0.999929563	0.408518322	Ovary_mean	G27
TRINITY_DN108429_c0_g2_i1	NA	NA	NA	NA	4.042080274	-0.048491737	0.867378043	0.999929563	0.453608037	Ovary_mean	G27
TRINITY_DN108434_c0_g2_i2	NA	NA	NA	NA	0.579466872	0.260564434	0.59374147	0.999929563	0.7796003	Ovary_mean	G27
TRINITY_DN108436_c0_g1_i2	NA	NA	NA	NA	3.412016655	-0.175916128	0.585663299	0.999929563	0.520227666	Ovary_mean	G27
TRINITY_DN108443_c0_g4_i4	NA	NA	NA	NA	2.798539298	-0.029219231	0.931728313	0.999929563	0.467501213	G46_M_mean	G27
TRINITY_DN108450_c0_g1_i2	NA	NA	NA	NA	4.691767432	-0.079710129	0.77858921	0.999929563	0.541722629	Ovary_mean	G27
TRINITY_DN108450_c0_g4_i1	NA	NA	NA	NA	4.879132032	-0.222293416	0.430609096	0.999929563	0.468526971	Ovary_mean	G27
TRINITY_DN108455_c0_g1_i3	LOC101735200	Chr04	98792454	98792454	6.777020172	-0.112462203	0.724050161	0.999929563	0.230054529	Testis_mean	G27
TRINITY_DN108474_c0_g1_i1	NA	NA	NA	NA	2.913019403	-0.189781935	0.623941528	0.999929563	0.26953518	Brain_fmean	G27
TRINITY_DN108476_c0_g1_i1	tbc1d9	Chr01	51015976	51015976	1.419068184	0.027343906	0.949061751	0.999929563	0.525235145	G46_M_mean	G27
TRINITY_DN108480_c0_g1_i1	NA	NA	NA	NA	3.486361211	0.05606484	0.853269637	0.999929563	0.349760988	Ovary_mean	G27
TRINITY_DN108494_c0_g2_i2	pde4dip	Chr04	107831560	107831560	0.072525512	0.068886747	0.901129781	0.999929563	0.50402529	G46_M_mean	G27
TRINITY_DN108505_c0_g1_i1	slc13a2	Chr02	27245842	27245842	2.105127202	-0.149216438	0.716933506	0.999929563	0.272283893	Brain_fmean	G27
TRINITY_DN108509_c0_g1_i2	terf2	Chr04	62289959	62289959	0.278933454	0.16609943	0.771490601	0.999929563	0.501275028	G43_M_mean	G27
TRINITY_DN108515_c0_g1_i1	NA	NA	NA	NA	5.916383055	0.563395862	0.105076239	0.999929563	0.809177064	G27_mmean	G27
TRINITY_DN108515_c0_g2_i1	NA	NA	NA	NA	1.816666445	0.393042938	0.399431645	0.999929563	0.841566517	G27_mmean	G27
TRINITY_DN108517_c0_g1_i1	mxra5	Chr02	34056409	34056409	0.706337034	0.275375165	0.587086913	0.999929563	0.730703553	G43_M_mean	G27
TRINITY_DN108532_c0_g1_i1	NA	NA	NA	NA	1.061739509	-0.386916119	0.401138223	0.999929563	0.622594463	Brain_mmean	G27
TRINITY_DN108539_c0_g1_i2	NA	NA	NA	NA	6.928709149	-0.076579467	0.800898895	0.999929563	0.178723397	Ovary_mean	G27
TRINITY_DN108540_c0_g1_i1	NA	NA	NA	NA	3.919677642	-0.10282529	0.73320608	0.999929563	0.312515035	Brain_fmean	G27
TRINITY_DN108541_c0_g1_i1	NA	NA	NA	NA	4.320510427	-0.039158178	0.894385869	0.999929563	0.446596101	Ovary_mean	G27
TRINITY_DN108544_c0_g2_i1	NA	NA	NA	NA	0.840258116	0.046949165	0.930893323	0.999929563	0.651027848	Brain_mmean	G27
TRINITY_DN108548_c0_g1_i3	NA	NA	NA	NA	0.939038996	0.633744085	0.192936409	0.999929563	0.425134086	G43_M_mean	G27
TRINITY_DN108551_c0_g1_i2	NA	NA	NA	NA	3.292949485	0.272776659	0.436492989	0.999929563	0.682001497	Brain_mmean	G27
TRINITY_DN108553_c0_g1_i1	NA	NA	NA	NA	2.717361147	-0.160290849	0.634746582	0.999929563	0.551655958	Brain_mmean	G27
TRINITY_DN108557_c0_g1_i1	NA	NA	NA	NA	1.511259443	-0.439219477	0.278591088	0.999929563	0.333668696	G43_M_mean	G27
TRINITY_DN108558_c2_g1_i2	NA	NA	NA	NA	1.266592044	0.116719568	0.794229562	0.999929563	0.594215724	Ovary_mean	G27
TRINITY_DN10856_c0_g1_i1	NA	NA	NA	NA	0.111252722	-0.057017144	0.929547203	0.999929563	0.670681649	Brain_mmean	G27
TRINITY_DN10856_c0_g2_i1	NA	NA	NA	NA	2.275138429	-0.255571482	0.473159412	0.999929563	0.469094797	Brain_mmean	G27
TRINITY_DN108566_c0_g3_i1	NA	NA	NA	NA	1.005282087	-0.239623719	0.757049795	0.999929563	0.807771452	G46_F_mean	G27
TRINITY_DN108573_c0_g1_i1	rai1-like	Chr09	9628793	9628793	1.933967441	-0.451437606	0.295659209	0.999929563	0.407009248	G27_fmean	G27
TRINITY_DN108580_c0_g1_i1	NA	NA	NA	NA	3.113435856	-0.103543064	0.747042058	0.999929563	0.384390432	Brain_fmean	G27
TRINITY_DN108588_c0_g1_i1	gli1	Chr02	137165246	137165246	4.007911302	0.092297315	0.7609071	0.999929563	0.398238291	Brain_mmean	G27
TRINITY_DN108604_c0_g1_i1	NA	NA	NA	NA	1.224436324	0.404599353	0.354908566	0.999929563	0.456059989	Ovary_mean	G27
TRINITY_DN108613_c0_g1_i1	NA	NA	NA	NA	0.406780165	0.013297292	0.978599682	0.999929563	0.71897204	Ovary_mean	G27
TRINITY_DN108618_c0_g1_i2	NA	NA	NA	NA	1.873237749	-0.074281025	0.850962057	0.999929563	0.479777595	Brain_fmean	G27
TRINITY_DN108632_c0_g1_i1	ndufs7	Chr01	80590368	80590368	8.829280277	-0.037902668	0.896985925	0.999929563	0.134107198	Brain_mmean	G27
TRINITY_DN108653_c0_g1_i2	NA	NA	NA	NA	4.569165635	0.033803294	0.905093048	0.999929563	0.503767097	Ovary_mean	G27
TRINITY_DN108672_c0_g3_i2	NA	NA	NA	NA	0.475466067	0.192013099	0.680153726	0.999929563	0.697425756	Brain_fmean	G27
TRINITY_DN108683_c0_g1_i2	NA	NA	NA	NA	0.95894191	-0.354327593	0.598725698	0.999929563	0.403946264	Brain_mmean	G27
TRINITY_DN108683_c0_g3_i1	NA	NA	NA	NA	7.442124178	0.022860038	0.942075342	0.999929563	0.126396601	G23_mmean	G27
TRINITY_DN108688_c0_g1_i1	NA	NA	NA	NA	1.650709754	0.018024885	0.962769545	0.999929563	0.587323385	Brain_fmean	G27
TRINITY_DN108700_c0_g1_i1	lysmd1	Chr08	114689930	114689930	5.734412218	-0.259073616	0.366465836	0.999929563	0.596963711	Ovary_mean	G27
TRINITY_DN108703_c0_g10_i1	NA	NA	NA	NA	0.619786553	-0.327864571	0.542036172	0.999929563	0.309942735	Ovary_mean	G27
TRINITY_DN108703_c0_g3_i1	ppp1r13l	Chr08	49615703	49615703	0.991198386	-0.54799346	0.289235153	0.999929563	0.524295703	Testis_mean	G27
TRINITY_DN108703_c0_g8_i1	NA	NA	NA	NA	1.874414044	0.410049886	0.356948867	0.999929563	0.510321516	G23_fmean	G27
TRINITY_DN108714_c0_g1_i1	tk2	Chr04	60445301	60445301	0.556306403	0.365009806	0.455823181	0.999929563	0.306109313	Ovary_mean	G27
TRINITY_DN108717_c0_g3_i1	NA	NA	NA	NA	0.783481131	0.135699389	0.774916848	0.999929563	0.586618389	Ovary_mean	G27
TRINITY_DN108726_c0_g1_i1	NA	NA	NA	NA	7.30562775	-0.079106113	0.791766257	0.999929563	0.135177663	G23_mmean	G27
TRINITY_DN108732_c0_g1_i1	NA	NA	NA	NA	6.324720742	-0.051755296	0.874128653	0.999929563	0.208797062	G23_fmean	G27
TRINITY_DN108737_c0_g1_i6	sltm	Chr03	89231258	89231258	4.689595533	-0.072182059	0.845253933	0.999929563	0.21545354	G23_mmean	G27
TRINITY_DN108738_c0_g1_i1	NA	NA	NA	NA	3.953643188	-0.137273085	0.704095175	0.999929563	0.13434461	Brain_fmean	G27
TRINITY_DN108742_c0_g1_i1	NA	NA	NA	NA	2.814407109	-0.112806519	0.768867287	0.999929563	0.378895612	Testis_mean	G27
TRINITY_DN108746_c0_g1_i1	NA	NA	NA	NA	9.222965531	-0.074922392	0.791213803	0.999929563	0.11727182	Brain_mmean	G27
TRINITY_DN108746_c0_g3_i1	NA	NA	NA	NA	5.481545119	-0.442724417	0.149715589	0.999929563	0.401134168	Brain_mmean	G27
TRINITY_DN108750_c0_g1_i2	surf6	scaffold_124	244582	244582	0.036719121	-0.046030084	0.928955408	0.999929563	0.6956953	Brain_mmean	G27
TRINITY_DN108757_c0_g1_i1	NA	NA	NA	NA	1.246092708	-0.351736238	0.394448379	0.999929563	0.327764566	Brain_mmean	G27
TRINITY_DN108769_c0_g1_i3	NA	NA	NA	NA	1.90679691	0.188450881	0.638279088	0.999929563	0.394881415	Brain_fmean	G27
TRINITY_DN108791_c0_g1_i1	NA	NA	NA	NA	1.813463146	0.441948505	0.346540703	0.999929563	0.565400666	Brain_fmean	G27
TRINITY_DN108791_c0_g2_i1	NA	NA	NA	NA	2.952236383	0.20645327	0.596870053	0.999929563	0.574594446	Brain_fmean	G27
TRINITY_DN108822_c0_g1_i1	NA	NA	NA	NA	0.640530107	0.789701148	0.093989719	0.999929563	0.355947594	G43_M_mean	G27
TRINITY_DN108836_c0_g1_i1	NA	NA	NA	NA	1.446429061	-0.090763282	0.816846108	0.999929563	0.336308235	Brain_mmean	G27
TRINITY_DN108842_c0_g1_i1	NA	NA	NA	NA	3.793188253	-0.063319848	0.830091291	0.999929563	0.27450748	Ovary_mean	G27
TRINITY_DN108865_c0_g2_i1	thbs2	Chr05	40438631	40438631	7.548033898	-0.145892664	0.62543469	0.999929563	0.063591648	Ovary_mean	G27
TRINITY_DN108880_c0_g1_i2	dpcd	Chr07	22482670	22482670	-0.000733307	0.281540667	0.593706367	0.999929563	0.414519924	Brain_fmean	G27
TRINITY_DN108901_c0_g3_i1	NA	NA	NA	NA	0.574619753	0.404739525	0.483264449	0.999929563	0.462170914	Liver_mmean	G27
TRINITY_DN108912_c0_g1_i3	traf2	scaffold_678	44629	44629	4.01031756	0.014788413	0.958752869	0.999929563	0.145484526	Brain_mmean	G27
TRINITY_DN108920_c0_g1_i1	NA	NA	NA	NA	0.891706328	-0.419715365	0.376085288	0.999929563	0.455235786	G27_fmean	G27
TRINITY_DN108925_c0_g1_i2	NA	NA	NA	NA	1.281044655	-0.329411017	0.474080114	0.999929563	0.477491265	Brain_fmean	G27
TRINITY_DN108927_c0_g4_i1	NA	NA	NA	NA	4.522056894	-0.063493867	0.830693617	0.999929563	0.322498714	Ovary_mean	G27
TRINITY_DN108928_c0_g1_i2	ahcy	Chr10	32802030	32802030	8.672237111	0.062952694	0.875573965	0.999929563	0.759968949	G31_fmean	G27
TRINITY_DN108930_c0_g1_i3	NA	NA	NA	NA	4.986376853	-0.176690748	0.570567553	0.999929563	0.452281839	G27_fmean	G27
TRINITY_DN108932_c0_g1_i1	NA	NA	NA	NA	6.219589901	-0.017974156	0.949177439	0.999929563	0.386398318	Ovary_mean	G27
TRINITY_DN108942_c0_g1_i1	NA	NA	NA	NA	4.15202574	0.036264431	0.90363472	0.999929563	0.216156609	G46_M_mean	G27
TRINITY_DN108981_c0_g1_i1	NA	NA	NA	NA	1.5234289	-0.085535221	0.835597014	0.999929563	0.316434214	G43_F_mean	G27
TRINITY_DN108981_c0_g2_i1	NA	NA	NA	NA	0.104620669	0.443111361	0.374818729	0.999929563	0.542018904	G46_M_mean	G27
TRINITY_DN108989_c0_g1_i1	NA	NA	NA	NA	0.545990784	-0.326967871	0.530705391	0.999929563	0.533511066	G43_M_mean	G27
TRINITY_DN108997_c0_g1_i1	NA	NA	NA	NA	7.843483318	-0.066277114	0.822065478	0.999929563	0.165058426	G27_mmean	G27
TRINITY_DN109019_c0_g1_i1	ndufaf4	Chr05	80717375	80717375	0.983469935	-0.136220268	0.778226436	0.999929563	0.482410042	G31_mmean	G27
TRINITY_DN109022_c0_g1_i1	mybbp1a	Chr02	97182868	97182868	2.766921116	0.047167112	0.900449389	0.999929563	0.351716578	G43_M_mean	G27
TRINITY_DN109036_c0_g1_i1	NA	NA	NA	NA	3.066567331	0.381301692	0.307374712	0.999929563	0.237294462	Brain_fmean	G27
TRINITY_DN109059_c0_g2_i1	NA	NA	NA	NA	0.249535194	-0.168567783	0.833903509	0.999929563	0.354927961	G46_M_mean	G27
TRINITY_DN109068_c0_g1_i1	NA	NA	NA	NA	0.107436254	-0.524454121	0.427357749	0.999929563	0.794106434	Brain_mmean	G27
TRINITY_DN109077_c0_g1_i1	NA	NA	NA	NA	1.353546004	0.007423563	0.985806034	0.999929563	0.834988095	Ovary_mean	G27
TRINITY_DN109098_c0_g1_i1	NA	NA	NA	NA	5.258928398	0.018959156	0.961959742	0.999929563	0.348372639	Ovary_mean	G27
TRINITY_DN109101_c0_g2_i1	dlk2	scaffold_526	1006	1006	3.126469973	-0.237270456	0.46050589	0.999929563	0.455714557	Ovary_mean	G27
TRINITY_DN109103_c0_g1_i1	NA	NA	NA	NA	4.036661394	-0.102501478	0.722730662	0.999929563	0.57055317	Brain_mmean	G27
TRINITY_DN109106_c0_g1_i1	NA	NA	NA	NA	1.544802012	0.033306919	0.933461417	0.999929563	0.483082011	Brain_mmean	G27
TRINITY_DN109124_c0_g2_i2	lsm12	Chr10	14060133	14060133	5.309430386	-0.291798292	0.291573907	0.999929563	0.234747656	Brain_mmean	G27
TRINITY_DN109127_c0_g1_i1	kcns2	Chr06	114114949	114114949	4.435034149	-0.393061264	0.223610802	0.999929563	0.364676674	G43_F_mean	G27
TRINITY_DN109130_c0_g1_i1	NA	NA	NA	NA	1.956171578	-0.152700963	0.7084077	0.999929563	0.321655497	Brain_fmean	G27
TRINITY_DN109134_c0_g1_i1	NA	NA	NA	NA	3.750622453	0.009597156	0.976909249	0.999929563	0.203814986	G23_fmean	G27
TRINITY_DN109137_c0_g1_i1	NA	NA	NA	NA	4.660280906	-0.341720031	0.193875894	0.999929563	0.506166038	G43_M_mean	G27
TRINITY_DN109138_c0_g1_i2	NA	NA	NA	NA	0.965079329	0.195367666	0.65223858	0.999929563	0.386697013	Brain_fmean	G27
TRINITY_DN109141_c0_g2_i1	Xetrov90026281m	scaffold_138	226245	226245	1.743068293	0.314330182	0.493002546	0.999929563	0.274875885	G43_F_mean	G27
TRINITY_DN109141_c0_g5_i1	c2orf50	Chr05	134822804	134822804	0.796883124	-0.479692487	0.342216296	0.999929563	0.292915572	Liver_fmean	G27
TRINITY_DN109149_c0_g2_i1	NA	NA	NA	NA	0.22735011	0.462156496	0.392872445	0.999929563	0.769482273	Brain_fmean	G27
TRINITY_DN109157_c0_g1_i1	NA	NA	NA	NA	4.260209283	-0.035185811	0.901911522	0.999929563	0.258600445	Ovary_mean	G27
TRINITY_DN109160_c0_g1_i1	NA	NA	NA	NA	8.441482748	-0.212585927	0.461431629	0.999929563	0.173562251	Liver_mmean	G27
TRINITY_DN109162_c0_g1_i1	ddx42-like	Chr10	7209525	7209525	0.837688325	-0.382280283	0.410743641	0.999929563	0.510182203	G23_fmean	G27
TRINITY_DN109184_c0_g1_i2	NA	NA	NA	NA	3.29378654	-0.117452104	0.727513665	0.999929563	0.492209315	G43_F_mean	G27
TRINITY_DN109193_c0_g1_i1	NA	NA	NA	NA	1.998640872	-0.028190733	0.94095568	0.999929563	0.572059197	Ovary_mean	G27
TRINITY_DN109201_c0_g1_i1	NA	NA	NA	NA	2.511214557	-0.271371639	0.415619563	0.999929563	0.193571534	Ovary_mean	G27
TRINITY_DN109203_c0_g1_i1	NA	NA	NA	NA	5.42322103	-0.200840191	0.470727071	0.999929563	0.367761298	G23_fmean	G27
TRINITY_DN109210_c0_g1_i1	kcnq2	scaffold_709	28250	28250	2.192143064	0.033908645	0.929510389	0.999929563	0.776121111	Brain_mmean	G27
TRINITY_DN109236_c0_g1_i1	ube2q2	Chr03	80533395	80533395	3.865053992	0.198775438	0.510068979	0.999929563	0.425711207	Brain_mmean	G27
TRINITY_DN109239_c0_g1_i1	NA	NA	NA	NA	0.702114607	-0.133237893	0.783191168	0.999929563	0.636521348	Brain_fmean	G27
TRINITY_DN109242_c0_g2_i1	NA	NA	NA	NA	3.777487867	-0.563729291	0.157009047	0.999929563	0.215011256	Ovary_mean	G27
TRINITY_DN109245_c0_g1_i1	NA	NA	NA	NA	2.942012364	0.306785652	0.607622111	0.999929563	0.22086695	G27_mmean	G27
TRINITY_DN109252_c0_g1_i2	pdia2	Chr09	9296722	9296722	2.108618316	0.158859194	0.684109234	0.999929563	0.597359884	Ovary_mean	G27
TRINITY_DN109275_c0_g1_i1	NA	NA	NA	NA	5.249252018	-0.013510986	0.96616536	0.999929563	0.514076437	Ovary_mean	G27
TRINITY_DN109277_c0_g2_i3	NA	NA	NA	NA	4.872562077	-0.042539626	0.893316736	0.999929563	0.306248417	G23_mmean	G27
TRINITY_DN109288_c0_g1_i1	NA	NA	NA	NA	0.632674073	0.228554193	0.666767497	0.999929563	0.729371599	Ovary_mean	G27
TRINITY_DN109292_c0_g1_i1	NA	NA	NA	NA	3.689939823	-0.036707652	0.933288462	0.999929563	0.39321905	Brain_mmean	G27
TRINITY_DN109295_c0_g1_i1	LOC100124783	Chr08	17939321	17939321	1.435574129	-0.14356848	0.713019914	0.999929563	0.363830036	G23_fmean	G27
TRINITY_DN109302_c0_g2_i1	NA	NA	NA	NA	0.763921247	-0.389127797	0.457616739	0.999929563	0.725178216	Brain_mmean	G27
TRINITY_DN109303_c0_g1_i1	NA	NA	NA	NA	0.32375519	0.014784349	0.977184187	0.999929563	0.45700954	G23_mmean	G27
TRINITY_DN109303_c0_g2_i2	NA	NA	NA	NA	7.945163494	-0.123978743	0.67841175	0.999929563	0.068807627	G27_fmean	G27
TRINITY_DN109305_c0_g1_i1	NA	NA	NA	NA	0.122594494	0.589584338	0.429216941	0.999929563	0.898598216	Brain_mmean	G27
TRINITY_DN109305_c0_g2_i2	NA	NA	NA	NA	2.490077714	0.285735183	0.635736109	0.999929563	0.872518452	Brain_mmean	G27
TRINITY_DN109308_c0_g1_i1	pex1-like	Chr06	23537255	23537255	1.797227854	0.024024072	0.953670328	0.999929563	0.544668429	Ovary_mean	G27
TRINITY_DN109310_c0_g2_i2	slitrk4-like	Chr08	34772684	34772684	0.287857319	-0.14147503	0.794075678	0.999929563	0.629992808	G43_M_mean	G27
TRINITY_DN109320_c0_g2_i1	NA	NA	NA	NA	7.188629897	-0.170594986	0.565848408	0.999929563	0.125374222	Brain_fmean	G27
TRINITY_DN109324_c0_g1_i2	uchl3	Chr02	123347309	123347309	1.402718562	0.024119944	0.952772313	0.999929563	0.34328022	Brain_fmean	G27
TRINITY_DN109331_c0_g1_i1	NA	NA	NA	NA	5.840606815	0.070637924	0.790955191	0.999929563	0.250276095	Ovary_mean	G27
TRINITY_DN109332_c0_g1_i1	NA	NA	NA	NA	3.960373149	-0.152251538	0.64650489	0.999929563	0.469054093	Ovary_mean	G27
TRINITY_DN109352_c0_g2_i1	NA	NA	NA	NA	2.776128404	-0.154471614	0.652395717	0.999929563	0.387321082	Brain_mmean	G27
TRINITY_DN109361_c0_g1_i1	NA	NA	NA	NA	3.105530838	-0.313719129	0.456277132	0.999929563	0.191022891	Testis_mean	G27
TRINITY_DN109362_c0_g2_i1	bub3	Chr07	11772245	11772245	6.87629083	-0.097063728	0.792308398	0.999929563	0.249385013	G23_mmean	G27
TRINITY_DN109363_c0_g1_i1	NA	NA	NA	NA	5.783310709	-0.022479478	0.940897018	0.999929563	0.45887853	G43_F_mean	G27
TRINITY_DN109365_c0_g1_i1	st3gal4	Chr07	46483099	46483099	2.386555647	0.085680959	0.805801244	0.999929563	0.17137828	Testis_mean	G27
TRINITY_DN109371_c1_g1_i3	pxn	Chr01	143026286	143026286	4.532913889	0.031474015	0.914937047	0.999929563	0.628060703	G31_mmean	G27
TRINITY_DN109394_c0_g1_i1	Xetrov90000859m	Chr01	44098177	44098177	1.017795378	-0.425572288	0.430469802	0.999929563	0.626579913	G43_F_mean	G27
TRINITY_DN109399_c0_g1_i1	NA	NA	NA	NA	0.074930048	-0.413697647	0.484318858	0.999929563	0.884597508	Brain_mmean	G27
TRINITY_DN109401_c0_g1_i1	uri1	Chr04	23167944	23167944	0.658159792	-0.299270949	0.573579016	0.999929563	0.274187285	Brain_mmean	G27
TRINITY_DN109423_c0_g1_i2	NA	NA	NA	NA	4.498936592	-0.136419071	0.6087273	0.999929563	0.302691416	G43_F_mean	G27
TRINITY_DN109424_c0_g2_i2	NA	NA	NA	NA	3.833825676	-0.104839413	0.727142433	0.999929563	0.517822092	Testis_mean	G27
TRINITY_DN109430_c0_g5_i1	NA	NA	NA	NA	2.835237291	0.117712857	0.73887225	0.999929563	0.590125319	Ovary_mean	G27
TRINITY_DN109439_c0_g1_i1	NA	NA	NA	NA	3.401320311	-0.24391098	0.682751997	0.999929563	0.70627884	G31_mmean	G27
TRINITY_DN109440_c0_g1_i1	NA	NA	NA	NA	1.20848988	-0.082785014	0.863171288	0.999929563	0.676751812	Ovary_mean	G27
TRINITY_DN109454_c0_g1_i2	NA	NA	NA	NA	5.364296163	-0.095547555	0.77517372	0.999929563	0.268798673	Ovary_mean	G27
TRINITY_DN109459_c0_g1_i1	NA	NA	NA	NA	6.108356665	-0.088705799	0.750124075	0.999929563	0.428867672	Brain_mmean	G27
TRINITY_DN109459_c0_g2_i1	NA	NA	NA	NA	0.111746896	-0.614511279	0.248089173	0.999929563	0.801027028	Brain_fmean	G27
TRINITY_DN109463_c0_g2_i1	NA	NA	NA	NA	1.970477553	-0.488771534	0.234076525	0.999929563	0.680497095	Testis_mean	G27
TRINITY_DN109468_c0_g1_i1	metap2	Chr03	47430082	47430082	3.478773072	-0.121319637	0.700996437	0.999929563	0.424294027	G43_F_mean	G27
TRINITY_DN109491_c0_g2_i1	tmem206	Chr05	10821460	10821460	5.985286224	-0.096675149	0.747515606	0.999929563	0.322026292	Testis_mean	G27
TRINITY_DN109500_c0_g1_i1	NA	NA	NA	NA	8.564701915	-0.11620414	0.762202631	0.999929563	0.168483933	G23_mmean	G27
TRINITY_DN109500_c0_g4_i1	NA	NA	NA	NA	3.139500202	0.496885897	0.720816746	0.999929563	0.747286192	G23_fmean	G27
TRINITY_DN109502_c0_g1_i2	xpo4	Chr02	155948443	155948443	2.110405246	-0.166752833	0.701215164	0.999929563	0.717366903	G43_F_mean	G27
