gid	gname	chr	start	end	logCPM	logFC.XY31.XX31	PV.XY31.XX31	FDR.XY31.XX31	tau	tissue	stage
TRINITY_DN114344_c0_g2_i1	NA	NA	NA	NA	2.321545623	-0.024359931	0.940052268	0.999896172	0.536458593	Ovary_mean	G31
TRINITY_DN114345_c1_g2_i1	NA	NA	NA	NA	3.280734214	-0.557481392	0.038810733	0.999896172	0.298512353	Ovary_mean	G31
TRINITY_DN114355_c0_g1_i1	NA	NA	NA	NA	4.347584611	0.157271674	0.556251612	0.999896172	0.223129224	Brain_fmean	G31
TRINITY_DN114357_c0_g1_i1	NA	NA	NA	NA	6.780767378	0.289620409	0.2242714	0.999896172	0.343187468	Liver_mmean	G31
TRINITY_DN114358_c0_g2_i1	ppp1r9b	Chr10	14017181	14017181	0.249963972	0.617684482	0.186073458	0.999896172	0.729509667	Ovary_mean	G31
TRINITY_DN114368_c0_g1_i1	NA	NA	NA	NA	4.345531529	0.023967122	0.917658533	0.999896172	0.42939557	Ovary_mean	G31
TRINITY_DN114379_c0_g2_i1	eme2	Chr09	15582944	15582944	0.76469166	0.16794908	0.71824815	0.999896172	0.904186058	Testis_mean	G31
TRINITY_DN114381_c0_g2_i1	NA	NA	NA	NA	4.151355648	-0.126297906	0.58203967	0.999896172	0.327859825	Brain_mmean	G31
TRINITY_DN114383_c0_g1_i2	NA	NA	NA	NA	1.258874382	0.179591099	0.62557988	0.999896172	0.44119772	G43_M_mean	G31
TRINITY_DN114385_c0_g1_i1	NA	NA	NA	NA	4.831916016	-0.582496186	0.201633956	0.999896172	0.569144157	G27_fmean	G31
TRINITY_DN114388_c0_g1_i1	NA	NA	NA	NA	2.128501982	-0.126794851	0.713462775	0.999896172	0.345559488	G27_fmean	G31
TRINITY_DN114390_c0_g1_i1	NA	NA	NA	NA	1.187668867	-0.252527599	0.582607449	0.999896172	0.856071086	G31_fmean	G31
TRINITY_DN114393_c2_g1_i1	NA	NA	NA	NA	0.625933078	-0.203643166	0.596632071	0.999896172	0.5166088	G43_F_mean	G31
TRINITY_DN114396_c0_g2_i1	NA	NA	NA	NA	1.393240847	0.575073134	0.119508942	0.999896172	0.467239169	Brain_mmean	G31
TRINITY_DN114398_c0_g1_i2	NA	NA	NA	NA	3.735066465	-0.087036509	0.726134232	0.999896172	0.194794258	Brain_fmean	G31
TRINITY_DN114406_c0_g1_i1	NA	NA	NA	NA	4.577505826	0.299957165	0.430704369	0.999896172	0.418783219	G27_mmean	G31
TRINITY_DN114408_c0_g1_i1	NA	NA	NA	NA	0.841966639	0.112085348	0.7542641	0.999896172	0.755764946	Liver_fmean	G31
TRINITY_DN114409_c0_g2_i1	NA	NA	NA	NA	1.593715944	-0.194942961	0.738499915	0.999896172	0.710010507	G27_mmean	G31
TRINITY_DN114416_c0_g2_i3	NA	NA	NA	NA	2.547621186	0.279083103	0.406745322	0.999896172	0.412288262	Brain_mmean	G31
TRINITY_DN114421_c0_g1_i1	NA	NA	NA	NA	0.205397717	-0.356791625	0.356530665	0.999896172	0.581141125	Brain_fmean	G31
TRINITY_DN114426_c0_g1_i1	siglec15	Chr01	193182992	193182992	2.634837927	-0.02015165	0.95036905	0.999896172	0.624146234	Brain_mmean	G31
TRINITY_DN114427_c0_g1_i2	NA	NA	NA	NA	0.722019981	-0.312809589	0.407684408	0.999896172	0.534968002	Brain_mmean	G31
TRINITY_DN114438_c0_g5_i1	NA	NA	NA	NA	1.519677366	0.054175536	0.891733762	0.999896172	0.613097355	G23_fmean	G31
TRINITY_DN114439_c1_g1_i1	NA	NA	NA	NA	3.774191585	0.272247602	0.356376294	0.999896172	0.230618036	Brain_mmean	G31
TRINITY_DN114440_c0_g1_i1	Xetrov90027454m	scaffold_24	1242965	1242965	2.04371648	-0.18359615	0.648691454	0.999896172	0.328651064	G43_M_mean	G31
TRINITY_DN114440_c0_g2_i1	NA	NA	NA	NA	1.573771334	-0.338642614	0.372031681	0.999896172	0.343270973	G43_M_mean	G31
TRINITY_DN114440_c1_g2_i1	NA	NA	NA	NA	4.211744488	-0.004985504	0.98654191	0.999896172	0.275703847	G43_M_mean	G31
TRINITY_DN114442_c0_g4_i1	NA	NA	NA	NA	1.074343026	-0.404774143	0.438275575	0.999896172	0.373759681	Ovary_mean	G31
TRINITY_DN114445_c1_g1_i1	sp2	Chr10	4631353	4631353	0.367901815	-0.353310932	0.369665403	0.999896172	0.844615128	Brain_mmean	G31
TRINITY_DN114448_c0_g1_i1	NA	NA	NA	NA	0.212103709	-0.065039709	0.871988586	0.999896172	0.708721667	Brain_mmean	G31
TRINITY_DN114451_c0_g1_i2	socs4	Chr08	74648883	74648883	0.777823009	-0.28008162	0.51046994	0.999896172	0.693741726	G43_F_mean	G31
TRINITY_DN114459_c0_g1_i1	MGC147450	Chr07	62071975	62071975	5.943151085	0.130990367	0.60486351	0.999896172	0.319528712	Ovary_mean	G31
TRINITY_DN114469_c0_g1_i3	NA	NA	NA	NA	2.138511207	0.152166936	0.635481177	0.999896172	0.467827943	Testis_mean	G31
TRINITY_DN114469_c0_g2_i1	NA	NA	NA	NA	3.431043064	0.115432256	0.640631132	0.999896172	0.448263816	Testis_mean	G31
TRINITY_DN114471_c0_g1_i1	NA	NA	NA	NA	0.874034202	0.019900821	0.958451501	0.999896172	0.821350681	Brain_mmean	G31
TRINITY_DN114478_c0_g1_i1	NA	NA	NA	NA	1.547010026	-0.303568077	0.399532807	0.999896172	0.304833947	Ovary_mean	G31
TRINITY_DN114481_c0_g1_i1	NA	NA	NA	NA	1.846905154	-0.521013933	0.098027072	0.999896172	0.354726042	Brain_fmean	G31
TRINITY_DN114490_c0_g2_i1	NA	NA	NA	NA	0.383782587	0.108242073	0.801716863	0.999896172	0.704293261	G43_M_mean	G31
TRINITY_DN114496_c0_g1_i1	c2orf49	Chr02	108147902	108147902	4.018835662	-0.077035966	0.746880466	0.999896172	0.372738596	Brain_mmean	G31
TRINITY_DN114499_c0_g1_i3	NA	NA	NA	NA	4.60208999	-0.248733762	0.31906247	0.999896172	0.454846803	Brain_mmean	G31
TRINITY_DN114501_c0_g1_i2	NA	NA	NA	NA	1.589335538	0.358254011	0.299466811	0.999896172	0.610725765	Ovary_mean	G31
TRINITY_DN114502_c0_g1_i2	ttc30a	Chr06	71349761	71349761	5.183192544	-0.051741067	0.812769727	0.999896172	0.271096865	Ovary_mean	G31
TRINITY_DN114504_c0_g2_i2	chfr	Chr01	147102158	147102158	1.872992676	0.380668265	0.253938886	0.999896172	0.463492741	Liver_mmean	G31
TRINITY_DN114515_c0_g1_i1	fam177a1	Chr08	89163743	89163743	4.212653244	0.013993487	0.959235863	0.999896172	0.38429696	Ovary_mean	G31
TRINITY_DN114517_c0_g1_i1	Xetrov90027597m	scaffold_2605	1378	1378	1.425356057	0.124250404	0.789422386	0.999896172	0.399970258	Brain_fmean	G31
TRINITY_DN114521_c0_g1_i1	trpc5	Chr08	30736338	30736338	0.335261062	0.192357894	0.696524205	0.999896172	0.446226136	Liver_fmean	G31
TRINITY_DN114526_c0_g1_i1	NA	NA	NA	NA	5.295153155	0.596740852	0.091867359	0.999896172	0.616608632	G31_mmean	G31
TRINITY_DN114531_c1_g1_i2	pik3r4	Chr06	72298837	72298837	2.017870797	0.022172372	0.944671621	0.999896172	0.354409813	Brain_mmean	G31
TRINITY_DN114532_c0_g1_i3	NA	NA	NA	NA	2.471730982	0.020100308	0.947754501	0.999896172	0.464798319	Testis_mean	G31
TRINITY_DN114534_c0_g1_i2	NA	NA	NA	NA	2.565778764	0.418354727	0.145790883	0.999896172	0.439884311	G43_M_mean	G31
TRINITY_DN114538_c1_g2_i1	mks1	Chr02	37381638	37381638	0.572983745	0.004270175	0.991867282	0.999896172	0.312032853	Brain_mmean	G31
TRINITY_DN114540_c0_g1_i2	NA	NA	NA	NA	6.078017253	-0.52135903	0.027501101	0.999896172	0.214671422	G31_fmean	G31
TRINITY_DN114541_c0_g1_i14	NA	NA	NA	NA	4.146183379	-0.060435192	0.805155567	0.999896172	0.355985085	Ovary_mean	G31
TRINITY_DN114548_c0_g1_i2	NA	NA	NA	NA	0.188772672	1.308136728	0.087345593	0.999896172	0.39459733	Brain_fmean	G31
TRINITY_DN114549_c0_g1_i2	NA	NA	NA	NA	3.096200989	-0.46167097	0.100965552	0.999896172	0.345373784	Brain_mmean	G31
TRINITY_DN114552_c0_g1_i4	rab11fip2	scaffold_169	184723	184723	3.461505981	-0.242478233	0.44768743	0.999896172	0.176735156	Brain_fmean	G31
TRINITY_DN114555_c0_g1_i1	ppt2	Chr08	53996972	53996972	4.220385681	0.186566705	0.447873371	0.999896172	0.293233557	Ovary_mean	G31
TRINITY_DN114565_c0_g1_i1	NA	NA	NA	NA	2.389572811	-0.13995253	0.627701177	0.999896172	0.42558107	Brain_fmean	G31
TRINITY_DN114576_c0_g1_i1	frs3	Chr02	62522458	62522458	7.354196798	0.098517823	0.792832598	0.999896172	0.177173091	Testis_mean	G31
TRINITY_DN114581_c0_g1_i2	NA	NA	NA	NA	3.385199252	0.805372754	0.54674798	0.999896172	0.600818191	Brain_fmean	G31
TRINITY_DN114585_c0_g1_i2	sumf1	Chr04	119555119	119555119	0.779647055	0.323218969	0.480761794	0.999896172	0.455539613	Liver_fmean	G31
TRINITY_DN114586_c0_g1_i1	NA	NA	NA	NA	4.192789715	0.025951237	0.907566759	0.999896172	0.230754748	Brain_fmean	G31
TRINITY_DN114588_c0_g1_i1	NA	NA	NA	NA	4.420227541	0.184247809	0.71606306	0.999896172	0.378879366	Ovary_mean	G31
TRINITY_DN114596_c0_g2_i1	mid1	Chr02	71802740	71802740	0.317962971	0.36133038	0.376839819	0.999896172	0.435946497	Ovary_mean	G31
TRINITY_DN114599_c0_g1_i2	NA	NA	NA	NA	1.151066628	-0.153891808	0.670433349	0.999896172	0.476322827	Brain_fmean	G31
TRINITY_DN114600_c0_g1_i1	scn2b	Chr07	84795871	84795871	6.758245353	-0.003203847	0.988143612	0.999896172	0.106183983	G43_M_mean	G31
TRINITY_DN114604_c0_g1_i1	NA	NA	NA	NA	4.192352357	0.001969974	0.99356422	0.999896172	0.164924494	G23_mmean	G31
TRINITY_DN114605_c0_g1_i2	NA	NA	NA	NA	2.860018755	-0.26496231	0.423931976	0.999896172	0.750530242	G27_mmean	G31
TRINITY_DN114606_c0_g2_i1	NA	NA	NA	NA	2.972730469	0.015046934	0.957969261	0.999896172	0.349163492	G23_mmean	G31
TRINITY_DN114613_c0_g1_i4	NA	NA	NA	NA	0.607883744	0.155894621	0.679955409	0.999896172	0.47328765	Brain_mmean	G31
TRINITY_DN114616_c0_g1_i1	NA	NA	NA	NA	0.694316688	0.306531167	0.465650504	0.999896172	0.568369783	G46_M_mean	G31
TRINITY_DN114618_c0_g1_i5	cd38	Chr01	16945176	16945176	9.11362328	0.052806262	0.800561383	0.999896172	0.090768624	Ovary_mean	G31
TRINITY_DN114622_c0_g1_i3	NA	NA	NA	NA	1.681788787	-0.26573705	0.422228033	0.999896172	0.406286662	Brain_fmean	G31
TRINITY_DN114625_c0_g1_i1	spred2	Chr05	29526894	29526894	1.723758455	0.943124852	0.048300722	0.999896172	0.804864734	G31_mmean	G31
TRINITY_DN114626_c0_g1_i1	NA	NA	NA	NA	2.36991324	0.151607399	0.605578375	0.999896172	0.373148483	Ovary_mean	G31
TRINITY_DN114627_c0_g1_i1	shpk	Chr02	31907654	31907654	1.490848363	-0.339249998	0.354942145	0.999896172	0.771361466	Brain_fmean	G31
TRINITY_DN114631_c0_g1_i1	NA	NA	NA	NA	2.014234443	-0.081224984	0.789100339	0.999896172	0.245549708	G43_F_mean	G31
TRINITY_DN114634_c0_g1_i1	NA	NA	NA	NA	2.618294955	-0.081150399	0.779717826	0.999896172	0.397387303	Brain_fmean	G31
TRINITY_DN114637_c0_g1_i1	NA	NA	NA	NA	0.255937425	-0.235160399	0.618995784	0.999896172	0.573735003	Brain_fmean	G31
TRINITY_DN114639_c0_g1_i1	NA	NA	NA	NA	2.617493201	0.215558538	0.534954555	0.999896172	0.413383415	G46_M_mean	G31
TRINITY_DN114642_c0_g1_i2	fam120a	scaffold_350	69567	69567	2.996218887	-0.059131311	0.854722824	0.999896172	0.500022261	Ovary_mean	G31
TRINITY_DN114649_c0_g1_i2	NA	NA	NA	NA	6.466126108	0.009048901	0.975817741	0.999896172	0.307352557	Ovary_mean	G31
TRINITY_DN114651_c0_g1_i3	NA	NA	NA	NA	3.320442393	-1.156310247	6.03E-06	0.007161709	0.447724761	Ovary_mean	G31
TRINITY_DN114653_c0_g1_i1	NA	NA	NA	NA	1.277048098	0.095638063	0.79111618	0.999896172	0.384729987	G27_fmean	G31
TRINITY_DN114653_c0_g2_i1	NA	NA	NA	NA	6.98282995	-0.197616356	0.396820542	0.999896172	0.107027504	G27_fmean	G31
TRINITY_DN114655_c0_g2_i1	NA	NA	NA	NA	2.643082824	0.057733345	0.853349765	0.999896172	0.457573157	G43_M_mean	G31
TRINITY_DN114656_c0_g2_i1	NA	NA	NA	NA	3.154998338	0.094035614	0.740702009	0.999896172	0.296569049	Ovary_mean	G31
TRINITY_DN114659_c0_g1_i1	NA	NA	NA	NA	0.84290414	-0.633178771	0.49860391	0.999896172	0.646255782	G23_fmean	G31
TRINITY_DN114659_c0_g2_i1	NA	NA	NA	NA	2.904415401	0.578289514	0.135659742	0.999896172	0.503193811	G23_mmean	G31
TRINITY_DN114659_c0_g4_i2	alx1	Chr03	44294726	44294726	0.088811689	-0.042678901	0.945165387	0.999896172	0.610731925	Ovary_mean	G31
TRINITY_DN114661_c0_g1_i2	NA	NA	NA	NA	2.570478143	-0.447978358	0.161675765	0.999896172	0.473606802	Ovary_mean	G31
TRINITY_DN114671_c0_g1_i1	NA	NA	NA	NA	3.33592201	-0.102352154	0.679468924	0.999896172	0.647119428	Brain_mmean	G31
TRINITY_DN114677_c0_g1_i1	hspb8	Chr01	157247053	157247053	0.508793811	-0.564315351	0.222300233	0.999896172	0.602644174	Brain_mmean	G31
TRINITY_DN114684_c0_g1_i1	NA	NA	NA	NA	5.382222772	0.197514218	0.384506366	0.999896172	0.406177418	Ovary_mean	G31
TRINITY_DN114687_c1_g1_i1	NA	NA	NA	NA	2.744227321	0.206159019	0.511658051	0.999896172	0.389385727	Brain_fmean	G31
TRINITY_DN114688_c0_g1_i1	cct6a	Chr02	94248648	94248648	2.93870746	0.421225134	0.168853768	0.999896172	0.428315381	G27_mmean	G31
TRINITY_DN114693_c0_g1_i2	NA	NA	NA	NA	0.511496267	0.300574978	0.464513374	0.999896172	0.697683004	Ovary_mean	G31
TRINITY_DN114694_c0_g2_i3	NA	NA	NA	NA	7.456455891	0.124154932	0.636409831	0.999896172	0.296441744	G43_M_mean	G31
TRINITY_DN114695_c0_g1_i1	NA	NA	NA	NA	4.983439873	-0.00189818	0.994502855	0.999896172	0.323716331	Ovary_mean	G31
TRINITY_DN114697_c0_g1_i1	NA	NA	NA	NA	2.028700332	-0.218888967	0.502057727	0.999896172	0.561042739	Ovary_mean	G31
TRINITY_DN114707_c0_g2_i2	avpi1	Chr07	24888221	24888221	3.064479005	0.240754283	0.435011319	0.999896172	0.726049263	Ovary_mean	G31
TRINITY_DN114709_c0_g1_i1	NA	NA	NA	NA	3.705154443	-0.217319184	0.367040505	0.999896172	0.221328837	Liver_fmean	G31
TRINITY_DN114713_c0_g1_i1	NA	NA	NA	NA	3.654324691	0.082077436	0.736694806	0.999896172	0.44151673	Ovary_mean	G31
TRINITY_DN114715_c1_g1_i2	synpo2l	Chr07	52798616	52798616	2.456841558	0.256279525	0.482946952	0.999896172	0.547811481	Brain_mmean	G31
TRINITY_DN114720_c2_g1_i2	NA	NA	NA	NA	0.453634228	0.167833995	0.823596686	0.999896172	0.699281534	Ovary_mean	G31
TRINITY_DN114724_c0_g1_i2	zbtb3	Chr04	39733312	39733312	0.039243967	0.682598984	0.114514303	0.999896172	0.640184676	Brain_fmean	G31
TRINITY_DN114726_c0_g1_i2	NA	NA	NA	NA	2.740007129	0.075835343	0.80543782	0.999896172	0.282898528	Brain_mmean	G31
TRINITY_DN114730_c0_g1_i2	NA	NA	NA	NA	0.352472719	-0.179281095	0.667374962	0.999896172	0.619812979	Brain_mmean	G31
TRINITY_DN114731_c0_g1_i2	klhl23	Chr09	63317978	63317978	0.869085485	-0.081219239	0.844072804	0.999896172	0.746122686	G46_M_mean	G31
TRINITY_DN114732_c1_g6_i1	NA	NA	NA	NA	4.81574128	0.119930418	0.768723732	0.999896172	0.490515751	Ovary_mean	G31
TRINITY_DN114733_c0_g2_i1	NA	NA	NA	NA	0.545967722	0.54850827	0.281403307	0.999896172	0.39998044	Brain_fmean	G31
TRINITY_DN114734_c0_g2_i1	NA	NA	NA	NA	7.166432788	0.011498337	0.964788846	0.999896172	0.199559384	G27_fmean	G31
TRINITY_DN114747_c0_g1_i1	NA	NA	NA	NA	0.501734673	-0.489067797	0.216548215	0.999896172	0.871719807	Brain_mmean	G31
TRINITY_DN114749_c0_g1_i1	pex16	Chr04	5615746	5615746	1.010583856	-0.12656697	0.727563405	0.999896172	0.725490172	G43_F_mean	G31
TRINITY_DN114751_c0_g1_i2	NA	NA	NA	NA	3.268850745	-0.013728756	0.957840419	0.999896172	0.386687398	Brain_mmean	G31
TRINITY_DN114751_c0_g2_i1	NA	NA	NA	NA	3.310663661	-0.165552008	0.530457257	0.999896172	0.325612951	Brain_mmean	G31
TRINITY_DN114755_c0_g1_i2	NA	NA	NA	NA	0.946812025	-0.072937662	0.853715681	0.999896172	0.489456618	Brain_fmean	G31
TRINITY_DN114759_c0_g1_i1	NA	NA	NA	NA	3.55233951	0.000156372	0.999557153	0.999896172	0.161750217	G43_F_mean	G31
TRINITY_DN114760_c0_g1_i2	NA	NA	NA	NA	7.206711469	-0.549474239	0.071221301	0.999896172	0.4730717	Brain_fmean	G31
TRINITY_DN114761_c0_g1_i1	il17c	Chr04	69300183	69300183	3.105517299	-0.292551229	0.305293977	0.999896172	0.723491062	Brain_fmean	G31
TRINITY_DN114761_c0_g2_i1	NA	NA	NA	NA	0.33866618	-0.463971741	0.243847404	0.999896172	0.76861143	Brain_mmean	G31
TRINITY_DN114768_c0_g1_i1	NA	NA	NA	NA	3.613532654	-0.323873218	0.197848485	0.999896172	0.663557001	Brain_fmean	G31
TRINITY_DN114769_c0_g1_i1	elk1	scaffold_316	6645	6645	0.216765849	-0.054373974	0.885654308	0.999896172	0.19670847	G43_F_mean	G31
TRINITY_DN114771_c0_g1_i1	NA	NA	NA	NA	4.71078319	-0.850038983	0.015357129	0.999896172	0.458397075	G46_M_mean	G31
TRINITY_DN114772_c0_g2_i2	slco3a1	Chr03	102053278	102053278	6.59823526	-0.11352174	0.606042941	0.999896172	0.138298078	Testis_mean	G31
TRINITY_DN114776_c0_g1_i3	NA	NA	NA	NA	4.148594556	-0.170480126	0.473865194	0.999896172	0.52653453	Ovary_mean	G31
TRINITY_DN114777_c0_g1_i1	NA	NA	NA	NA	4.400736846	-0.245296416	0.31006291	0.999896172	0.334104751	Ovary_mean	G31
TRINITY_DN114781_c0_g1_i1	NA	NA	NA	NA	0.383716828	0.487339759	0.21795404	0.999896172	0.464448062	Brain_mmean	G31
TRINITY_DN114784_c0_g1_i2	babam1	Chr01	99579064	99579064	1.873794927	-0.375174571	0.237515226	0.999896172	0.722809826	Ovary_mean	G31
TRINITY_DN114789_c0_g1_i2	car15	Chr01	144942381	144942381	1.275495725	-0.012774414	0.970553285	0.999896172	0.335482605	Brain_fmean	G31
TRINITY_DN114790_c0_g1_i1	NA	NA	NA	NA	2.348231862	0.338271329	0.249634104	0.999896172	0.658244733	G43_M_mean	G31
TRINITY_DN114792_c0_g1_i1	LOC100495462	Chr09	76999728	76999728	1.767646328	-0.369402913	0.320425504	0.999896172	0.455997615	G43_F_mean	G31
TRINITY_DN114797_c0_g1_i1	NA	NA	NA	NA	0.564174989	-0.391871368	0.369032424	0.999896172	0.752561808	Brain_mmean	G31
TRINITY_DN114798_c0_g1_i1	rccd1	Chr03	98213853	98213853	1.97656389	-0.088685725	0.79243303	0.999896172	0.668548284	Ovary_mean	G31
TRINITY_DN114799_c0_g1_i1	nudt5	Chr03	72702415	72702415	3.73024662	-0.038450956	0.891769174	0.999896172	0.506942375	Ovary_mean	G31
TRINITY_DN114808_c0_g1_i1	NA	NA	NA	NA	3.013824614	0.270730783	0.381718457	0.999896172	0.372091239	Ovary_mean	G31
TRINITY_DN114815_c0_g2_i1	NA	NA	NA	NA	4.337265983	0.091238012	0.729988235	0.999896172	0.276125553	Ovary_mean	G31
TRINITY_DN114816_c0_g1_i1	NA	NA	NA	NA	1.620373501	0.058602222	0.902101395	0.999896172	0.483924197	G27_fmean	G31
TRINITY_DN114818_c0_g1_i1	NA	NA	NA	NA	0.180087202	0.218592828	0.633791735	0.999896172	0.594272686	G43_M_mean	G31
TRINITY_DN114819_c0_g1_i3	NA	NA	NA	NA	3.027404592	-0.421547608	0.116091236	0.999896172	0.646420083	Brain_mmean	G31
TRINITY_DN114821_c0_g1_i1	NA	NA	NA	NA	5.208064526	0.197837421	0.433128062	0.999896172	0.158536705	Testis_mean	G31
TRINITY_DN114824_c0_g1_i2	NA	NA	NA	NA	3.066489735	0.647376727	0.081309693	0.999896172	0.505620103	Liver_fmean	G31
TRINITY_DN114829_c0_g1_i1	NA	NA	NA	NA	1.258162017	0.238109902	0.512037713	0.999896172	0.607937126	Ovary_mean	G31
TRINITY_DN114830_c0_g1_i1	NA	NA	NA	NA	2.497839644	0.517543445	0.112887023	0.999896172	0.508251767	Ovary_mean	G31
TRINITY_DN114836_c0_g1_i1	NA	NA	NA	NA	3.526967823	-0.054709831	0.836929821	0.999896172	0.541781586	Ovary_mean	G31
TRINITY_DN114841_c0_g1_i1	NA	NA	NA	NA	1.908132849	0.128677191	0.728061259	0.999896172	0.526577472	Brain_mmean	G31
TRINITY_DN114848_c0_g1_i2	NA	NA	NA	NA	1.840964982	0.12289247	0.730753844	0.999896172	0.427262884	Brain_mmean	G31
TRINITY_DN114849_c0_g1_i1	rpp40	Chr06	50332523	50332523	0.940073022	-0.303469563	0.702605284	0.999896172	0.582762322	G27_mmean	G31
TRINITY_DN114850_c0_g1_i1	NA	NA	NA	NA	5.725963026	0.054680053	0.806148706	0.999896172	0.327572428	Ovary_mean	G31
TRINITY_DN114863_c0_g1_i1	arl11	Chr02	140337226	140337226	2.067037762	0.645484073	0.094589516	0.999896172	0.776863838	G27_mmean	G31
TRINITY_DN114867_c0_g1_i1	chrnd	Chr05	108988471	108988471	3.925192579	0.025561881	0.92790298	0.999896172	0.497613467	Ovary_mean	G31
TRINITY_DN114867_c0_g2_i1	NA	NA	NA	NA	2.112338576	-0.753904876	0.024125344	0.999896172	0.392800152	G23_mmean	G31
TRINITY_DN114868_c0_g1_i1	NA	NA	NA	NA	5.565509679	0.048105563	0.87081477	0.999896172	0.256838697	G23_fmean	G31
TRINITY_DN114869_c0_g1_i1	NA	NA	NA	NA	0.321784852	0.065672958	0.861930049	0.999896172	0.442687168	Brain_fmean	G31
TRINITY_DN114874_c0_g1_i1	NA	NA	NA	NA	4.197701882	0.039158974	0.87645797	0.999896172	0.440577273	Ovary_mean	G31
TRINITY_DN114876_c0_g1_i1	NA	NA	NA	NA	3.713473877	-0.859364671	0.002466488	0.580776469	0.467768645	Brain_fmean	G31
TRINITY_DN114881_c0_g1_i2	NA	NA	NA	NA	1.992989083	-0.751667916	0.140139585	0.999896172	0.776892998	G46_F_mean	G31
TRINITY_DN114886_c0_g1_i1	NA	NA	NA	NA	5.939014467	0.184181141	0.484633289	0.999896172	0.264773501	Ovary_mean	G31
TRINITY_DN114887_c0_g1_i1	NA	NA	NA	NA	1.964951424	-0.427535429	0.255093747	0.999896172	0.590482558	G43_M_mean	G31
TRINITY_DN114888_c0_g1_i1	npc2	Chr08	60936430	60936430	1.707195758	0.245659673	0.477891421	0.999896172	0.411896975	Brain_mmean	G31
TRINITY_DN114889_c0_g1_i2	NA	NA	NA	NA	2.064637925	-0.388824866	0.206229293	0.999896172	0.671734624	Brain_fmean	G31
TRINITY_DN114898_c0_g1_i1	NA	NA	NA	NA	0.138464957	-0.352536312	0.400099074	0.999896172	0.836220655	Brain_mmean	G31
TRINITY_DN114900_c0_g1_i1	NA	NA	NA	NA	2.792585712	-0.069859768	0.804046543	0.999896172	0.207776956	Brain_fmean	G31
TRINITY_DN114904_c0_g1_i7	NA	NA	NA	NA	2.757173205	-0.017250421	0.952221921	0.999896172	0.559862933	Ovary_mean	G31
TRINITY_DN114905_c0_g1_i1	NA	NA	NA	NA	1.243917092	1.176588952	0.459643201	0.999896172	0.388809059	Ovary_mean	G31
TRINITY_DN114905_c0_g2_i1	NA	NA	NA	NA	4.305816799	0.091375003	0.828595479	0.999896172	0.210111801	G43_M_mean	G31
TRINITY_DN114905_c0_g3_i2	NA	NA	NA	NA	5.633545219	-0.037037185	0.905360543	0.999896172	0.194964723	G43_M_mean	G31
TRINITY_DN114909_c0_g1_i4	NA	NA	NA	NA	3.229129958	-0.086125757	0.799886405	0.999896172	0.464321833	G43_M_mean	G31
TRINITY_DN114914_c0_g1_i1	NA	NA	NA	NA	2.749306038	0.211330214	0.513981074	0.999896172	0.462457894	Brain_fmean	G31
TRINITY_DN114915_c0_g1_i3	NA	NA	NA	NA	4.68372581	-0.213827449	0.365789835	0.999896172	0.282205854	Testis_mean	G31
TRINITY_DN114917_c0_g1_i2	NA	NA	NA	NA	0.143633219	0.112471418	0.780910147	0.999896172	0.617162429	Ovary_mean	G31
TRINITY_DN114924_c0_g2_i1	NA	NA	NA	NA	0.10990172	-0.115728054	0.770632093	0.999896172	0.453334201	G23_fmean	G31
TRINITY_DN114927_c0_g2_i3	fbxw8	Chr01	156166963	156166963	1.852533133	-0.162245898	0.615389604	0.999896172	0.59676054	G43_M_mean	G31
TRINITY_DN114928_c0_g1_i1	NA	NA	NA	NA	3.713718384	-0.066646031	0.782920479	0.999896172	0.516419949	Ovary_mean	G31
TRINITY_DN114931_c0_g1_i1	NA	NA	NA	NA	1.198331092	0.132750899	0.716872608	0.999896172	0.525696725	G46_F_mean	G31
TRINITY_DN114932_c2_g1_i1	LOC100485774	Chr05	85023526	85023526	0.997475836	-0.362656737	0.329019923	0.999896172	0.289123487	G43_F_mean	G31
TRINITY_DN114936_c0_g1_i1	gpcpd1	Chr05	20846639	20846639	0.041677848	0.025773765	0.961719325	0.999896172	0.803538303	G27_mmean	G31
TRINITY_DN114938_c0_g1_i3	NA	NA	NA	NA	2.961192712	-0.022775441	0.931573884	0.999896172	0.548126949	Ovary_mean	G31
TRINITY_DN114940_c0_g1_i1	agr3	Chr06	44523586	44523586	0.191437119	0.582621102	0.225885272	0.999896172	0.328161791	G46_M_mean	G31
TRINITY_DN114940_c0_g2_i1	NA	NA	NA	NA	1.198704039	0.32558612	0.424990501	0.999896172	0.268767255	G43_M_mean	G31
TRINITY_DN114942_c0_g1_i1	NA	NA	NA	NA	5.0625717	-0.748728342	0.001813898	0.524394201	0.278758272	G43_F_mean	G31
TRINITY_DN114945_c0_g2_i1	sbno2	Chr01	81314281	81314281	1.808681127	0.391016522	0.303286008	0.999896172	0.743063342	Ovary_mean	G31
TRINITY_DN114946_c1_g5_i1	NA	NA	NA	NA	0.816820492	-0.561332242	0.160237985	0.999896172	0.782846574	Brain_mmean	G31
TRINITY_DN114946_c1_g6_i1	arhgap11a.1	Chr08	90397047	90397047	6.016984267	-0.19800049	0.388869038	0.999896172	0.234393703	Liver_fmean	G31
TRINITY_DN114950_c0_g1_i1	nme5	Chr03	22271480	22271480	4.725614297	0.064684355	0.857297346	0.999896172	0.181960182	Ovary_mean	G31
