gid	cutoff	bias	log2RPKM	sex	gname	chr	chr_all	start	end	target_id	length	eff_length
TRINITY_DN132809_c9_g2_i1	FC1	male	2.978201337	meanmale	lamb2-like	Chr04	Auto	127005972	127005972	TRINITY_DN132809_c9_g2_i1	5812	5595.83
TRINITY_DN132826_c2_g1_i8	FC1	male	4.413923598	meanmale	ddx17	Chr04	Auto	110156361	110156361	TRINITY_DN132826_c2_g1_i8	2104	1887.83
TRINITY_DN133114_c1_g2_i2	FC1	male	-0.128805123	meanmale	s1pr1	Chr04	Auto	99065892	99065892	TRINITY_DN133114_c1_g2_i2	2273	2056.83
TRINITY_DN133121_c3_g5_i1	FC1	male	4.816286185	meanmale	echdc2	Chr04	Auto	86875102	86875102	TRINITY_DN133121_c3_g5_i1	1699	1482.83
TRINITY_DN133157_c0_g1_i1	FC1	male	4.005058487	meanmale	bcar3	Chr04	Auto	93805755	93805755	TRINITY_DN133157_c0_g1_i1	3197	2980.83
TRINITY_DN133615_c4_g2_i1	FC1	male	5.392016378	meanmale	ext2	Chr04	Auto	3813662	3813662	TRINITY_DN133615_c4_g2_i1	2734	2517.83
TRINITY_DN133737_c6_g3_i2	FC1	male	1.184795285	meanmale	cbx7	Chr04	Auto	110324224	110324224	TRINITY_DN133737_c6_g3_i2	1241	1024.83
TRINITY_DN133791_c4_g6_i1	FC1	male	7.360983706	meanmale	glul-like.1	Chr04	Auto	90095344	90095344	TRINITY_DN133791_c4_g6_i1	2087	1870.83
TRINITY_DN133927_c1_g2_i3	FC1	male	3.449708234	meanmale	prrc2c	Chr04	Auto	97512493	97512493	TRINITY_DN133927_c1_g2_i3	7279	7062.83
TRINITY_DN133941_c0_g1_i10	FC1	male	1.301986905	meanmale	lrp4	Chr04	Auto	82502	82502	TRINITY_DN133941_c0_g1_i10	3077	2860.83
TRINITY_DN133946_c3_g2_i1	FC1	male	4.100155357	meanmale	ndrg3	Chr04	Auto	27838688	27838688	TRINITY_DN133946_c3_g2_i1	2499	2282.83
TRINITY_DN133963_c0_g1_i7	FC1	male	1.450188226	meanmale	pidd-like	Chr04	Auto	35269944	35269944	TRINITY_DN133963_c0_g1_i7	3707	3490.83
TRINITY_DN134214_c0_g1_i1	FC1	male	1.340335595	meanmale	dusp7	Chr04	Auto	118372903	118372903	TRINITY_DN134214_c0_g1_i1	1765	1548.83
TRINITY_DN134236_c2_g1_i1	FC1	male	2.596987885	meanmale	LOC100489254	Chr04	Auto	97719573	97719573	TRINITY_DN134236_c2_g1_i1	2695	2478.83
TRINITY_DN134368_c1_g3_i1	FC1	male	1.251357585	meanmale	LOC100494547	Chr04	Auto	117831522	117831522	TRINITY_DN134368_c1_g3_i1	737	521.093
TRINITY_DN134375_c0_g1_i1	FC1	male	6.775304739	meanmale	tcf25	Chr04	Auto	63579990	63579990	TRINITY_DN134375_c0_g1_i1	2420	2203.83
TRINITY_DN134401_c0_g2_i1	FC1	male	0.967053072	meanmale	cdc42ep1-like	Chr04	Auto	112484058	112484058	TRINITY_DN134401_c0_g2_i1	1574	1357.83
TRINITY_DN134560_c5_g1_i1	FC1	male	4.900640858	meanmale	LOC101732318-like	Chr04	Auto	133438912	133438912	TRINITY_DN134560_c5_g1_i1	604	388.462
TRINITY_DN134602_c2_g3_i2	FC1	male	5.552360236	meanmale	ndufaf3	Chr04	Auto	126273422	126273422	TRINITY_DN134602_c2_g3_i2	1489	1272.83
TRINITY_DN134613_c4_g1_i1	FC1	male	1.069374499	meanmale	LOC100486973-like	Chr04	Auto	41367454	41367454	TRINITY_DN134613_c4_g1_i1	4975	4758.83
TRINITY_DN134748_c9_g1_i2	FC1	male	3.241997362	meanmale	Xetrov90012236m	Chr04	Auto	103687658	103687658	TRINITY_DN134748_c9_g1_i2	4582	4365.83
TRINITY_DN134970_c0_g1_i1	FC1	male	3.275043976	meanmale	piezo1	Chr04	Auto	60760869	60760869	TRINITY_DN134970_c0_g1_i1	7939	7722.83
TRINITY_DN135072_c5_g3_i6	FC1	male	1.578797302	meanmale	LOC100487727	Chr04	Auto	14722474	14722474	TRINITY_DN135072_c5_g3_i6	5985	5768.83
TRINITY_DN135099_c2_g1_i1	FC1	male	0.11694106	meanmale	podn	Chr04	Auto	86927346	86927346	TRINITY_DN135099_c2_g1_i1	2797	2580.83
TRINITY_DN135299_c1_g17_i1	FC1	male	5.001964258	meanmale	cdh3	Chr04	Auto	63894782	63894782	TRINITY_DN135299_c1_g17_i1	2963	2746.83
TRINITY_DN135541_c0_g1_i1	FC1	male	12.38724661	meanmale	rps8	Chr04	Auto	72643878	72643878	TRINITY_DN135541_c0_g1_i1	583	367.564
TRINITY_DN135682_c2_g1_i2	FC1	male	2.216872802	meanmale	pick1	Chr04	Auto	118465059	118465059	TRINITY_DN135682_c2_g1_i2	2231	2014.83
TRINITY_DN135788_c4_g2_i2	FC1	male	3.606114158	meanmale	lamc1	Chr04	Auto	89864311	89864311	TRINITY_DN135788_c4_g2_i2	7070	6853.83
TRINITY_DN135794_c5_g2_i1	FC1	male	1.269855717	meanmale	csdc2	Chr04	Auto	104033084	104033084	TRINITY_DN135794_c5_g2_i1	1488	1271.83
TRINITY_DN135911_c1_g1_i3	FC1	male	6.752112038	meanmale	slc3a2	Chr04	Auto	41346851	41346851	TRINITY_DN135911_c1_g1_i3	2398	2181.83
TRINITY_DN136048_c3_g1_i1	FC1	male	7.990152515	meanmale	rpn1	Chr04	Auto	125087462	125087462	TRINITY_DN136048_c3_g1_i1	2836	2619.83
TRINITY_DN136096_c0_g1_i1	FC1	male	2.852832497	meanmale	itfg1	Chr04	Auto	25358192	25358192	TRINITY_DN136096_c0_g1_i1	2478	2261.83
TRINITY_DN136194_c0_g2_i1	FC1	male	3.533621353	meanmale	fancd2	Chr04	Auto	114224326	114224326	TRINITY_DN136194_c0_g2_i1	4928	4711.83
TRINITY_DN136406_c4_g1_i1	FC1	male	6.038038487	meanmale	ddah1	Chr04	Auto	29079173	29079173	TRINITY_DN136406_c4_g1_i1	2123	1906.83
TRINITY_DN136568_c12_g3_i2	FC1	male	-0.10646713	meanmale	fam5b	Chr04	Auto	88941363	88941363	TRINITY_DN136568_c12_g3_i2	5286	5069.83
TRINITY_DN136720_c13_g3_i2	FC1	male	2.220559132	meanmale	zfyve9	Chr04	Auto	86457793	86457793	TRINITY_DN136720_c13_g3_i2	5884	5667.83
TRINITY_DN179433_c0_g1_i1	FC1	male	-0.962930536	meanmale	LOC100158544	Chr04	Auto	127653170	127653170	TRINITY_DN179433_c0_g1_i1	3090	2873.83
TRINITY_DN38205_c0_g1_i1	FC1	male	3.544023453	meanmale	LOC101731749	Chr04	Auto	23281296	23281296	TRINITY_DN38205_c0_g1_i1	1114	897.835
TRINITY_DN63296_c0_g2_i1	FC1	male	8.333769526	meanmale	trmt112	Chr04	Auto	39935188	39935188	TRINITY_DN63296_c0_g2_i1	620	404.357
TRINITY_DN63422_c0_g2_i1	FC1	male	4.182900861	meanmale	atl3	Chr04	Auto	41135917	41135917	TRINITY_DN63422_c0_g2_i1	2611	2394.83
TRINITY_DN67779_c0_g1_i1	FC1	male	5.504166784	meanmale	mmp2	Chr04	Auto	45356050	45356050	TRINITY_DN67779_c0_g1_i1	2802	2585.83
TRINITY_DN68487_c0_g2_i1	FC1	male	1.155259475	meanmale	lrrc52	Chr04	Auto	108836082	108836082	TRINITY_DN68487_c0_g2_i1	1407	1190.83
TRINITY_DN87901_c0_g2_i1	FC1	male	-0.219336653	meanmale	LOC100497845-like	Chr04	Auto	91113105	91113105	TRINITY_DN87901_c0_g2_i1	2817	2600.83
TRINITY_DN9141_c0_g1_i1	FC1	male	3.978860102	meanmale	gpx7	Chr04	Auto	86623907	86623907	TRINITY_DN9141_c0_g1_i1	1497	1280.83
TRINITY_DN95788_c0_g1_i1	FC1	male	0.838597274	meanmale	Xetrov90010712m	Chr04	Auto	25092171	25092171	TRINITY_DN95788_c0_g1_i1	2549	2332.83
TRINITY_DN96721_c0_g1_i1	FC1	male	1.016486071	meanmale	cd44	Chr04	Auto	4237196	4237196	TRINITY_DN96721_c0_g1_i1	2051	1834.83
TRINITY_DN99172_c0_g1_i1	FC1	male	2.657317503	meanmale	gas8	Chr04	Auto	61830409	61830409	TRINITY_DN99172_c0_g1_i1	2145	1928.83
TRINITY_DN116000_c0_g2_i6	FC3	male	-0.440802973	meanfemale	sipa1-like	Chr04	Auto	42953974	42953974	TRINITY_DN116000_c0_g2_i6	4778	4561.83
TRINITY_DN117122_c0_g1_i4	FC3	male	-0.803723472	meanfemale	pde4dip	Chr04	Auto	107831560	107831560	TRINITY_DN117122_c0_g1_i4	4804	4587.83
TRINITY_DN118342_c0_g1_i1	FC3	male	0.1242739	meanfemale	znf319	Chr04	Auto	27889132	27889132	TRINITY_DN118342_c0_g1_i1	2198	1981.83
TRINITY_DN119012_c0_g1_i4	FC3	male	2.361991771	meanfemale	cdh11	Chr04	Auto	59335698	59335698	TRINITY_DN119012_c0_g1_i4	3759	3542.83
TRINITY_DN119918_c0_g5_i2	FC3	male	-3.512875116	meanfemale	lrfn2-like	Chr04	Auto	42468596	42468596	TRINITY_DN119918_c0_g5_i2	4396	4179.83
TRINITY_DN119963_c0_g1_i6	FC3	male	0.737661006	meanfemale	Xetrov90012173m	Chr04	Auto	98996539	98996539	TRINITY_DN119963_c0_g1_i6	1590	1373.83
TRINITY_DN120916_c0_g2_i3	FC3	male	1.903103084	meanfemale	ctsf	Chr04	Auto	42281276	42281276	TRINITY_DN120916_c0_g2_i3	1985	1768.83
TRINITY_DN121034_c0_g1_i1	FC3	male	-2.357518161	meanfemale	camkv	Chr04	Auto	116126751	116126751	TRINITY_DN121034_c0_g1_i1	2269	2052.83
TRINITY_DN121566_c0_g2_i1	FC3	male	-2.837318091	meanfemale	LOC100498424	Chr04	Auto	128665948	128665948	TRINITY_DN121566_c0_g2_i1	1974	1757.83
TRINITY_DN122322_c0_g1_i2	FC3	male	-0.961740594	meanfemale	LOC100489732-like	Chr04	Auto	61743844	61743844	TRINITY_DN122322_c0_g1_i2	1636	1419.83
TRINITY_DN123030_c1_g1_i2	FC3	male	-0.84101345	meanfemale	igf2	Chr04	Auto	12745346	12745346	TRINITY_DN123030_c1_g1_i2	2759	2542.83
TRINITY_DN124009_c0_g1_i3	FC3	male	0.1926645	meanfemale	zcchc11	Chr04	Auto	86567588	86567588	TRINITY_DN124009_c0_g1_i3	5512	5295.83
TRINITY_DN124443_c2_g3_i2	FC3	male	2.230736105	meanfemale	cyr61	Chr04	Auto	29037957	29037957	TRINITY_DN124443_c2_g3_i2	1918	1701.83
TRINITY_DN125962_c0_g1_i6	FC3	male	-1.42918708	meanfemale	Xetrov90010533m	Chr04	Auto	14361208	14361208	TRINITY_DN125962_c0_g1_i6	3406	3189.83
TRINITY_DN126116_c3_g2_i2	FC3	male	-0.864084158	meanfemale	tnni2	Chr04	Auto	12564283	12564283	TRINITY_DN126116_c3_g2_i2	1357	1140.83
TRINITY_DN126246_c1_g4_i2	FC3	male	0.628923073	meanfemale	cdh1	Chr04	Auto	63843212	63843212	TRINITY_DN126246_c1_g4_i2	4709	4492.83
TRINITY_DN126360_c0_g1_i1	FC3	male	-1.845797815	meanfemale	neto2	Chr04	Auto	25306454	25306454	TRINITY_DN126360_c0_g1_i1	2716	2499.83
TRINITY_DN126872_c0_g1_i1	FC3	male	0.28475204	meanfemale	klhl36-like	Chr04	Auto	64622355	64622355	TRINITY_DN126872_c0_g1_i1	2559	2342.83
TRINITY_DN126963_c1_g2_i3	FC3	male	2.134612401	meanfemale	fads2	Chr04	Auto	13212522	13212522	TRINITY_DN126963_c1_g2_i3	2417	2200.83
TRINITY_DN127370_c1_g7_i1	FC3	male	-2.216316704	meanfemale	f2	Chr04	Auto	4968822	4968822	TRINITY_DN127370_c1_g7_i1	1912	1695.83
TRINITY_DN128203_c2_g1_i10	FC3	male	-1.898208647	meanfemale	dgkz-like	Chr04	Auto	5305165	5305165	TRINITY_DN128203_c2_g1_i10	4042	3825.83
TRINITY_DN129924_c11_g1_i1	FC3	male	-1.277481436	meanfemale	chrm4	Chr04	Auto	5263538	5263538	TRINITY_DN129924_c11_g1_i1	2991	2774.83
TRINITY_DN130203_c1_g2_i1	FC3	male	-1.339218301	meanfemale	cdc14a-like	Chr04	Auto	98843621	98843621	TRINITY_DN130203_c1_g2_i1	2157	1940.83
TRINITY_DN130442_c6_g4_i3	FC3	male	-1.045193221	meanfemale	znf536	Chr04	Auto	22697475	22697475	TRINITY_DN130442_c6_g4_i3	5622	5405.83
TRINITY_DN130886_c1_g3_i1	FC3	male	-2.366734968	meanfemale	pmm2	Chr04	Auto	104014979	104014979	TRINITY_DN130886_c1_g3_i1	1689	1472.83
TRINITY_DN130907_c0_g1_i1	FC3	male	-2.071767733	meanfemale	slc7a5	Chr04	Auto	68203956	68203956	TRINITY_DN130907_c0_g1_i1	2986	2769.83
TRINITY_DN131088_c0_g1_i1	FC3	male	-2.964291933	meanfemale	ttc39a	Chr04	Auto	86079771	86079771	TRINITY_DN131088_c0_g1_i1	3264	3047.83
TRINITY_DN131377_c1_g1_i2	FC3	male	-4.168495073	meanfemale	astn1	Chr04	Auto	88638524	88638524	TRINITY_DN131377_c1_g1_i2	4096	3879.83
TRINITY_DN131740_c2_g3_i2	FC3	male	-2.854837506	meanfemale	Xetrov90011013m	Chr04	Auto	37736758	37736758	TRINITY_DN131740_c2_g3_i2	2032	1815.83
TRINITY_DN132047_c3_g1_i4	FC3	male	-1.459581741	meanfemale	slc44a5	Chr04	Auto	70850326	70850326	TRINITY_DN132047_c3_g1_i4	2747	2530.83
TRINITY_DN132667_c0_g1_i1	FC3	male	-2.868477453	meanfemale	lrrc7	Chr04	Auto	80557628	80557628	TRINITY_DN132667_c0_g1_i1	4702	4485.83
TRINITY_DN134301_c2_g10_i2	FC3	male	1.476167577	meanfemale	sult1e1	Chr04	Auto	39016000	39016000	TRINITY_DN134301_c2_g10_i2	1332	1115.83
TRINITY_DN134478_c6_g1_i2	FC3	male	-3.202455697	meanfemale	gata2	Chr04	Auto	124937942	124937942	TRINITY_DN134478_c6_g1_i2	2504	2287.83
TRINITY_DN134554_c4_g2_i1	FC3	male	-3.392443705	meanfemale	cdh5	Chr04	Auto	60388455	60388455	TRINITY_DN134554_c4_g2_i1	2816	2599.83
TRINITY_DN134948_c4_g7_i1	FC3	male	-3.97512945	meanfemale	rgs5	Chr04	Auto	97932043	97932043	TRINITY_DN134948_c4_g7_i1	1600	1383.83
TRINITY_DN135387_c1_g1_i1	FC3	male	-0.150221745	meanfemale	LOC100170590	Chr04	Auto	39759800	39759800	TRINITY_DN135387_c1_g1_i1	2397	2180.83
TRINITY_DN46159_c0_g1_i1	FC3	male	-2.367047418	meanfemale	LOC101731301	Chr04	Auto	127238809	127238809	TRINITY_DN46159_c0_g1_i1	1388	1171.83
TRINITY_DN116000_c0_g2_i6	FC3	male	2.560979717	meanmale	sipa1-like	Chr04	Auto	42953974	42953974	TRINITY_DN116000_c0_g2_i6	4778	4561.83
TRINITY_DN117122_c0_g1_i4	FC3	male	2.241523386	meanmale	pde4dip	Chr04	Auto	107831560	107831560	TRINITY_DN117122_c0_g1_i4	4804	4587.83
TRINITY_DN118342_c0_g1_i1	FC3	male	3.287091072	meanmale	znf319	Chr04	Auto	27889132	27889132	TRINITY_DN118342_c0_g1_i1	2198	1981.83
TRINITY_DN119012_c0_g1_i4	FC3	male	5.592428826	meanmale	cdh11	Chr04	Auto	59335698	59335698	TRINITY_DN119012_c0_g1_i4	3759	3542.83
TRINITY_DN119918_c0_g5_i2	FC3	male	-0.322657362	meanmale	lrfn2-like	Chr04	Auto	42468596	42468596	TRINITY_DN119918_c0_g5_i2	4396	4179.83
TRINITY_DN119963_c0_g1_i6	FC3	male	4.141205066	meanmale	Xetrov90012173m	Chr04	Auto	98996539	98996539	TRINITY_DN119963_c0_g1_i6	1590	1373.83
TRINITY_DN120916_c0_g2_i3	FC3	male	5.757412325	meanmale	ctsf	Chr04	Auto	42281276	42281276	TRINITY_DN120916_c0_g2_i3	1985	1768.83
TRINITY_DN121034_c0_g1_i1	FC3	male	0.815098035	meanmale	camkv	Chr04	Auto	116126751	116126751	TRINITY_DN121034_c0_g1_i1	2269	2052.83
TRINITY_DN121566_c0_g2_i1	FC3	male	0.953304298	meanmale	LOC100498424	Chr04	Auto	128665948	128665948	TRINITY_DN121566_c0_g2_i1	1974	1757.83
TRINITY_DN122322_c0_g1_i2	FC3	male	2.762680281	meanmale	LOC100489732-like	Chr04	Auto	61743844	61743844	TRINITY_DN122322_c0_g1_i2	1636	1419.83
TRINITY_DN123030_c1_g1_i2	FC3	male	4.048414571	meanmale	igf2	Chr04	Auto	12745346	12745346	TRINITY_DN123030_c1_g1_i2	2759	2542.83
TRINITY_DN124009_c0_g1_i3	FC3	male	3.214225701	meanmale	zcchc11	Chr04	Auto	86567588	86567588	TRINITY_DN124009_c0_g1_i3	5512	5295.83
TRINITY_DN124443_c2_g3_i2	FC3	male	5.886209965	meanmale	cyr61	Chr04	Auto	29037957	29037957	TRINITY_DN124443_c2_g3_i2	1918	1701.83
TRINITY_DN125962_c0_g1_i6	FC3	male	2.745973172	meanmale	Xetrov90010533m	Chr04	Auto	14361208	14361208	TRINITY_DN125962_c0_g1_i6	3406	3189.83
TRINITY_DN126116_c3_g2_i2	FC3	male	2.328993268	meanmale	tnni2	Chr04	Auto	12564283	12564283	TRINITY_DN126116_c3_g2_i2	1357	1140.83
TRINITY_DN126246_c1_g4_i2	FC3	male	4.156639392	meanmale	cdh1	Chr04	Auto	63843212	63843212	TRINITY_DN126246_c1_g4_i2	4709	4492.83
TRINITY_DN126360_c0_g1_i1	FC3	male	2.442027175	meanmale	neto2	Chr04	Auto	25306454	25306454	TRINITY_DN126360_c0_g1_i1	2716	2499.83
TRINITY_DN126872_c0_g1_i1	FC3	male	3.761039403	meanmale	klhl36-like	Chr04	Auto	64622355	64622355	TRINITY_DN126872_c0_g1_i1	2559	2342.83
TRINITY_DN126963_c1_g2_i3	FC3	male	6.590578189	meanmale	fads2	Chr04	Auto	13212522	13212522	TRINITY_DN126963_c1_g2_i3	2417	2200.83
TRINITY_DN127370_c1_g7_i1	FC3	male	2.323944248	meanmale	f2	Chr04	Auto	4968822	4968822	TRINITY_DN127370_c1_g7_i1	1912	1695.83
TRINITY_DN128203_c2_g1_i10	FC3	male	2.014606524	meanmale	dgkz-like	Chr04	Auto	5305165	5305165	TRINITY_DN128203_c2_g1_i10	4042	3825.83
TRINITY_DN129924_c11_g1_i1	FC3	male	2.789698866	meanmale	chrm4	Chr04	Auto	5263538	5263538	TRINITY_DN129924_c11_g1_i1	2991	2774.83
TRINITY_DN130203_c1_g2_i1	FC3	male	2.141852412	meanmale	cdc14a-like	Chr04	Auto	98843621	98843621	TRINITY_DN130203_c1_g2_i1	2157	1940.83
TRINITY_DN130442_c6_g4_i3	FC3	male	3.264475352	meanmale	znf536	Chr04	Auto	22697475	22697475	TRINITY_DN130442_c6_g4_i3	5622	5405.83
TRINITY_DN130886_c1_g3_i1	FC3	male	0.868072125	meanmale	pmm2	Chr04	Auto	104014979	104014979	TRINITY_DN130886_c1_g3_i1	1689	1472.83
TRINITY_DN130907_c0_g1_i1	FC3	male	1.276042055	meanmale	slc7a5	Chr04	Auto	68203956	68203956	TRINITY_DN130907_c0_g1_i1	2986	2769.83
TRINITY_DN131088_c0_g1_i1	FC3	male	0.592923847	meanmale	ttc39a	Chr04	Auto	86079771	86079771	TRINITY_DN131088_c0_g1_i1	3264	3047.83
TRINITY_DN131377_c1_g1_i2	FC3	male	0.600753785	meanmale	astn1	Chr04	Auto	88638524	88638524	TRINITY_DN131377_c1_g1_i2	4096	3879.83
TRINITY_DN131740_c2_g3_i2	FC3	male	0.921616839	meanmale	Xetrov90011013m	Chr04	Auto	37736758	37736758	TRINITY_DN131740_c2_g3_i2	2032	1815.83
TRINITY_DN132047_c3_g1_i4	FC3	male	2.432227078	meanmale	slc44a5	Chr04	Auto	70850326	70850326	TRINITY_DN132047_c3_g1_i4	2747	2530.83
TRINITY_DN132667_c0_g1_i1	FC3	male	1.128049196	meanmale	lrrc7	Chr04	Auto	80557628	80557628	TRINITY_DN132667_c0_g1_i1	4702	4485.83
TRINITY_DN134301_c2_g10_i2	FC3	male	4.649862747	meanmale	sult1e1	Chr04	Auto	39016000	39016000	TRINITY_DN134301_c2_g10_i2	1332	1115.83
TRINITY_DN134478_c6_g1_i2	FC3	male	0.118441443	meanmale	gata2	Chr04	Auto	124937942	124937942	TRINITY_DN134478_c6_g1_i2	2504	2287.83
TRINITY_DN134554_c4_g2_i1	FC3	male	0.080322782	meanmale	cdh5	Chr04	Auto	60388455	60388455	TRINITY_DN134554_c4_g2_i1	2816	2599.83
TRINITY_DN134948_c4_g7_i1	FC3	male	1.036659474	meanmale	rgs5	Chr04	Auto	97932043	97932043	TRINITY_DN134948_c4_g7_i1	1600	1383.83
TRINITY_DN135387_c1_g1_i1	FC3	male	3.946093298	meanmale	LOC100170590	Chr04	Auto	39759800	39759800	TRINITY_DN135387_c1_g1_i1	2397	2180.83
TRINITY_DN46159_c0_g1_i1	FC3	male	0.849437187	meanmale	LOC101731301	Chr04	Auto	127238809	127238809	TRINITY_DN46159_c0_g1_i1	1388	1171.83
TRINITY_DN115712_c1_g1_i1	FC5	male	1.845928268	meanfemale	LOC100487440	Chr04	Auto	103640271	103640271	TRINITY_DN115712_c1_g1_i1	2923	2706.83
TRINITY_DN119647_c0_g2_i1	FC5	male	-2.57922114	meanfemale	cyb5r2	Chr04	Auto	8224918	8224918	TRINITY_DN119647_c0_g2_i1	1669	1452.83
TRINITY_DN123829_c0_g3_i1	FC5	male	-4.046390748	meanfemale	ccdc37	Chr04	Auto	122572617	122572617	TRINITY_DN123829_c0_g3_i1	2064	1847.83
TRINITY_DN125048_c0_g1_i2	FC5	male	-4.126274355	meanfemale	bcmo1	Chr04	Auto	55161413	55161413	TRINITY_DN125048_c0_g1_i2	2267	2050.83
TRINITY_DN125165_c0_g1_i3	FC5	male	-0.557146307	meanfemale	LOC100124841	Chr04	Auto	37311946	37311946	TRINITY_DN125165_c0_g1_i3	3034	2817.83
TRINITY_DN131997_c11_g1_i1	FC5	male	-5.51505986	meanfemale	nr5a2	Chr04	Auto	101700121	101700121	TRINITY_DN131997_c11_g1_i1	2554	2337.83
TRINITY_DN132809_c9_g3_i1	FC5	male	-1.740730023	meanfemale	LOC100170549	Chr04	Auto	127076887	127076887	TRINITY_DN132809_c9_g3_i1	6084	5867.83
TRINITY_DN133210_c0_g1_i4	FC5	male	-1.307295063	meanfemale	klf15	Chr04	Auto	122613415	122613415	TRINITY_DN133210_c0_g1_i4	3715	3498.83
TRINITY_DN134415_c0_g1_i7	FC5	male	-4.848558369	meanfemale	dock3	Chr04	Auto	116967349	116967349	TRINITY_DN134415_c0_g1_i7	6955	6738.83
TRINITY_DN194844_c0_g1_i1	FC5	male	-3.144375228	meanfemale	sycp3	Chr04	Auto	2810834	2810834	TRINITY_DN194844_c0_g1_i1	993	776.835
TRINITY_DN115712_c1_g1_i1	FC5	male	7.866174524	meanmale	LOC100487440	Chr04	Auto	103640271	103640271	TRINITY_DN115712_c1_g1_i1	2923	2706.83
TRINITY_DN119647_c0_g2_i1	FC5	male	3.383747093	meanmale	cyb5r2	Chr04	Auto	8224918	8224918	TRINITY_DN119647_c0_g2_i1	1669	1452.83
TRINITY_DN123829_c0_g3_i1	FC5	male	1.670054822	meanmale	ccdc37	Chr04	Auto	122572617	122572617	TRINITY_DN123829_c0_g3_i1	2064	1847.83
TRINITY_DN125048_c0_g1_i2	FC5	male	1.182667983	meanmale	bcmo1	Chr04	Auto	55161413	55161413	TRINITY_DN125048_c0_g1_i2	2267	2050.83
TRINITY_DN125165_c0_g1_i3	FC5	male	5.412802802	meanmale	LOC100124841	Chr04	Auto	37311946	37311946	TRINITY_DN125165_c0_g1_i3	3034	2817.83
TRINITY_DN131997_c11_g1_i1	FC5	male	1.262736303	meanmale	nr5a2	Chr04	Auto	101700121	101700121	TRINITY_DN131997_c11_g1_i1	2554	2337.83
TRINITY_DN132809_c9_g3_i1	FC5	male	3.284719708	meanmale	LOC100170549	Chr04	Auto	127076887	127076887	TRINITY_DN132809_c9_g3_i1	6084	5867.83
TRINITY_DN133210_c0_g1_i4	FC5	male	3.681098419	meanmale	klf15	Chr04	Auto	122613415	122613415	TRINITY_DN133210_c0_g1_i4	3715	3498.83
TRINITY_DN134415_c0_g1_i7	FC5	male	0.93825452	meanmale	dock3	Chr04	Auto	116967349	116967349	TRINITY_DN134415_c0_g1_i7	6955	6738.83
TRINITY_DN194844_c0_g1_i1	FC5	male	3.327956164	meanmale	sycp3	Chr04	Auto	2810834	2810834	TRINITY_DN194844_c0_g1_i1	993	776.835
TRINITY_DN106792_c0_g3_i1	FC7	male	-3.383868662	meanfemale	LOC100498620	Chr04	Auto	127594386	127594386	TRINITY_DN106792_c0_g3_i1	972	755.886
TRINITY_DN93213_c0_g1_i1	FC7	male	-13.28771238	meanfemale	LOC100494358	Chr04	Auto	15488890	15488890	TRINITY_DN93213_c0_g1_i1	2630	2413.83
TRINITY_DN106792_c0_g3_i1	FC7	male	3.932102103	meanmale	LOC100498620	Chr04	Auto	127594386	127594386	TRINITY_DN106792_c0_g3_i1	972	755.886
TRINITY_DN93213_c0_g1_i1	FC7	male	0.438606506	meanmale	LOC100494358	Chr04	Auto	15488890	15488890	TRINITY_DN93213_c0_g1_i1	2630	2413.83
TRINITY_DN101809_c0_g1_i2	FC1	male	1.121623363	meanfemale	LOC101732244	Chr05	Auto	59159234	59159234	TRINITY_DN101809_c0_g1_i2	2067	1850.83
TRINITY_DN109692_c0_g1_i2	FC1	male	3.222673323	meanfemale	bre	Chr05	Auto	1854844	1854844	TRINITY_DN109692_c0_g1_i2	1730	1513.83
TRINITY_DN109897_c0_g1_i1	FC1	male	1.843224704	meanfemale	gpc1	Chr05	Auto	123731518	123731518	TRINITY_DN109897_c0_g1_i1	3291	3074.83
TRINITY_DN111035_c0_g1_i1	FC1	male	4.607557086	meanfemale	fuca2	Chr05	Auto	67504855	67504855	TRINITY_DN111035_c0_g1_i1	1750	1533.83
TRINITY_DN111247_c0_g1_i1	FC1	male	2.587938882	meanfemale	anapc1	Chr05	Auto	23768507	23768507	TRINITY_DN111247_c0_g1_i1	6760	6543.83
TRINITY_DN111579_c0_g1_i1	FC1	male	-2.148378833	meanfemale	hlx	Chr05	Auto	6663419	6663419	TRINITY_DN111579_c0_g1_i1	1585	1368.83
TRINITY_DN111838_c0_g1_i1	FC1	male	2.924618355	meanfemale	LOC100498058	Chr05	Auto	20269392	20269392	TRINITY_DN111838_c0_g1_i1	656	440.188
TRINITY_DN112489_c0_g2_i2	FC1	male	-3.477423669	meanfemale	LOC100497499-like	Chr05	Auto	3730622	3730622	TRINITY_DN112489_c0_g2_i2	4938	4721.83
TRINITY_DN112551_c0_g1_i2	FC1	male	1.617918861	meanfemale	prepl	Chr05	Auto	14827503	14827503	TRINITY_DN112551_c0_g1_i2	2279	2062.83
TRINITY_DN112910_c0_g1_i2	FC1	male	-1.239831382	meanfemale	kcng3-like.1	Chr05	Auto	13219503	13219503	TRINITY_DN112910_c0_g1_i2	2059	1842.83
TRINITY_DN114033_c0_g3_i2	FC1	male	3.418305109	meanfemale	tdrd15	Chr05	Auto	139909185	139909185	TRINITY_DN114033_c0_g3_i2	5028	4811.83
TRINITY_DN114634_c0_g1_i1	FC1	male	2.400298612	meanfemale	zbtb2	Chr05	Auto	37740462	37740462	TRINITY_DN114634_c0_g1_i1	2172	1955.83
