gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN120250_c2_g5_i1	LOC100496462	Chr01	130486699	130486699	TRINITY_DN120250_c2_g5_i1	810	594.019
TRINITY_DN120275_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN120275_c2_g1_i1	780	564.039
TRINITY_DN120281_c0_g2_i2	nrp2	Chr09	48250455	48250455	TRINITY_DN120281_c0_g2_i2	8200	7983.83
TRINITY_DN120303_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN120303_c0_g4_i1	1089	872.835
TRINITY_DN120312_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120312_c0_g1_i1	1969	1752.83
TRINITY_DN120319_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN120319_c0_g3_i1	1703	1486.83
TRINITY_DN120319_c0_g4_i2	NA	NA	NA	NA	TRINITY_DN120319_c0_g4_i2	483	269.329
TRINITY_DN120322_c1_g1_i3	NA	NA	NA	NA	TRINITY_DN120322_c1_g1_i3	453	240.341
TRINITY_DN120338_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN120338_c0_g1_i2	1306	1089.83
TRINITY_DN120338_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN120338_c0_g3_i1	945	728.911
TRINITY_DN120342_c3_g4_i1	adamts15	Chr07	47060904	47060904	TRINITY_DN120342_c3_g4_i1	4104	3887.83
TRINITY_DN120343_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120343_c0_g1_i1	1100	883.835
TRINITY_DN120344_c0_g2_i2	rac3	Chr10	23542628	23542628	TRINITY_DN120344_c0_g2_i2	876	659.958
TRINITY_DN120356_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN120356_c0_g1_i2	995	778.835
TRINITY_DN120363_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN120363_c0_g2_i2	614	398.384
TRINITY_DN120383_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN120383_c0_g2_i1	1792	1575.83
TRINITY_DN120387_c2_g5_i2	fmr1	Chr08	35805600	35805600	TRINITY_DN120387_c2_g5_i2	4437	4220.83
TRINITY_DN120399_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN120399_c4_g1_i1	987	770.886
TRINITY_DN120406_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN120406_c0_g2_i1	1325	1108.83
TRINITY_DN120421_c0_g1_i1	nbr1-like	Chr10	16591833	16591833	TRINITY_DN120421_c0_g1_i1	3988	3771.83
TRINITY_DN120426_c3_g1_i3	apba2-like	Chr03	87444293	87444293	TRINITY_DN120426_c3_g1_i3	2700	2483.83
TRINITY_DN120426_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN120426_c3_g2_i2	1409	1192.83
TRINITY_DN120429_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN120429_c3_g1_i1	2942	2725.83
TRINITY_DN120431_c0_g2_i2	txnl4b	Chr02	101546333	101546333	TRINITY_DN120431_c0_g2_i2	823	606.999
TRINITY_DN120433_c0_g1_i3	pfn4	Chr05	141608966	141608966	TRINITY_DN120433_c0_g1_i3	905	688.958
TRINITY_DN120435_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN120435_c1_g1_i1	813	597.019
TRINITY_DN120439_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN120439_c0_g2_i2	356	151.349
TRINITY_DN120439_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN120439_c0_g3_i1	349	145.361
TRINITY_DN120443_c0_g1_i3	adam23	Chr09	48603930	48603930	TRINITY_DN120443_c0_g1_i3	3414	3197.83
TRINITY_DN120444_c2_g2_i3	NA	NA	NA	NA	TRINITY_DN120444_c2_g2_i3	1795	1578.83
TRINITY_DN120467_c0_g2_i3	cenpv	Chr02	31576564	31576564	TRINITY_DN120467_c0_g2_i3	1082	865.835
TRINITY_DN120472_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN120472_c0_g2_i1	2384	2167.83
TRINITY_DN120484_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120484_c0_g1_i1	830	613.999
TRINITY_DN120511_c0_g1_i3	dscaml1	Chr07	84376720	84376720	TRINITY_DN120511_c0_g1_i3	7092	6875.83
TRINITY_DN120512_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN120512_c3_g3_i1	1239	1022.83
TRINITY_DN120527_c0_g1_i1	cradd.1	Chr08	18442372	18442372	TRINITY_DN120527_c0_g1_i1	1072	855.835
TRINITY_DN120528_c0_g1_i2	tbx15	scaffold_492	43901	43901	TRINITY_DN120528_c0_g1_i2	2569	2352.83
TRINITY_DN120532_c1_g1_i1	misp-like	Chr01	81977099	81977099	TRINITY_DN120532_c1_g1_i1	3117	2900.83
TRINITY_DN120533_c0_g4_i1	p2ry1	Chr05	105988857	105988857	TRINITY_DN120533_c0_g4_i1	2951	2734.83
TRINITY_DN120539_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120539_c0_g1_i1	1435	1218.83
TRINITY_DN120559_c0_g2_i1	zmat3	Chr05	94978942	94978942	TRINITY_DN120559_c0_g2_i1	1726	1509.83
TRINITY_DN120578_c0_g1_i1	tmed6	Chr04	62283887	62283887	TRINITY_DN120578_c0_g1_i1	1066	849.835
TRINITY_DN120579_c0_g2_i2	slc7a8	Chr01	127346709	127346709	TRINITY_DN120579_c0_g2_i2	3046	2829.83
TRINITY_DN120582_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN120582_c1_g2_i1	342	139.381
TRINITY_DN120592_c0_g2_i3	stard5-like	Chr03	96765343	96765343	TRINITY_DN120592_c0_g2_i3	819	602.999
TRINITY_DN120602_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN120602_c1_g2_i1	2011	1794.83
TRINITY_DN120608_c2_g7_i1	NA	NA	NA	NA	TRINITY_DN120608_c2_g7_i1	529	314.194
TRINITY_DN120621_c0_g2_i1	ampd2-like	Chr02	63323925	63323925	TRINITY_DN120621_c0_g2_i1	3899	3682.83
TRINITY_DN120624_c0_g3_i6	syk	Chr01	126264199	126264199	TRINITY_DN120624_c0_g3_i6	2464	2247.83
TRINITY_DN120629_c2_g4_i6	NA	NA	NA	NA	TRINITY_DN120629_c2_g4_i6	302	106.83
TRINITY_DN120631_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN120631_c0_g2_i2	478	264.518
TRINITY_DN120634_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN120634_c0_g2_i1	2452	2235.83
TRINITY_DN120657_c0_g1_i5	lpar2	Chr03	124503911	124503911	TRINITY_DN120657_c0_g1_i5	1971	1754.83
TRINITY_DN120658_c0_g1_i3	srpk2	Chr08	8984195	8984195	TRINITY_DN120658_c0_g1_i3	3620	3403.83
TRINITY_DN120661_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN120661_c1_g1_i2	981	764.886
TRINITY_DN120661_c1_g2_i4	NA	NA	NA	NA	TRINITY_DN120661_c1_g2_i4	1156	939.835
TRINITY_DN120668_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN120668_c0_g1_i3	1544	1327.83
TRINITY_DN120684_c0_g1_i4	scaf8	Chr05	42650260	42650260	TRINITY_DN120684_c0_g1_i4	5132	4915.83
TRINITY_DN120686_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN120686_c1_g1_i2	1980	1763.83
TRINITY_DN120702_c0_g1_i1	pltp	Chr10	16426295	16426295	TRINITY_DN120702_c0_g1_i1	2076	1859.83
TRINITY_DN120714_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120714_c0_g1_i1	2442	2225.83
TRINITY_DN120724_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120724_c0_g1_i1	1938	1721.83
TRINITY_DN120737_c0_g1_i1	ribc2	scaffold_419	87452	87452	TRINITY_DN120737_c0_g1_i1	1519	1302.83
TRINITY_DN120739_c0_g10_i1	NA	NA	NA	NA	TRINITY_DN120739_c0_g10_i1	503	288.774
TRINITY_DN120744_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN120744_c0_g1_i4	441	228.878
TRINITY_DN120750_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN120750_c0_g4_i1	334	132.632
TRINITY_DN120752_c0_g1_i1	Xetrov90029733m	scaffold_601	14667	14667	TRINITY_DN120752_c0_g1_i1	1845	1628.83
TRINITY_DN120758_c3_g6_i1	NA	NA	NA	NA	TRINITY_DN120758_c3_g6_i1	2151	1934.83
TRINITY_DN120764_c2_g1_i1	nacc2	scaffold_361	41995	41995	TRINITY_DN120764_c2_g1_i1	3016	2799.83
TRINITY_DN120773_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120773_c0_g1_i1	641	425.261
TRINITY_DN120776_c1_g5_i4	NA	NA	NA	NA	TRINITY_DN120776_c1_g5_i4	1041	824.835
TRINITY_DN120781_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN120781_c0_g1_i2	307	110.746
TRINITY_DN120790_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120790_c0_g1_i1	1235	1018.83
TRINITY_DN120815_c0_g3_i1	LOC101734912	Chr06	65836553	65836553	TRINITY_DN120815_c0_g3_i1	5485	5268.83
TRINITY_DN120819_c1_g2_i4	metrnl	scaffold_103	384234	384234	TRINITY_DN120819_c1_g2_i4	1952	1735.83
TRINITY_DN120824_c0_g2_i4	pdgfrl.2	Chr05	42189276	42189276	TRINITY_DN120824_c0_g2_i4	1755	1538.83
TRINITY_DN120829_c1_g2_i1	setd6	Chr04	28293445	28293445	TRINITY_DN120829_c1_g2_i1	1698	1481.83
TRINITY_DN120831_c0_g1_i2	tlr5-like.1	Chr05	5713594	5713594	TRINITY_DN120831_c0_g1_i2	2151	1934.83
TRINITY_DN120835_c1_g4_i8	NA	NA	NA	NA	TRINITY_DN120835_c1_g4_i8	2100	1883.83
TRINITY_DN120836_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120836_c0_g1_i1	1300	1083.83
TRINITY_DN120847_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120847_c0_g1_i1	694	478.142
TRINITY_DN120856_c0_g1_i2	bbox1	Chr04	12170435	12170435	TRINITY_DN120856_c0_g1_i2	1597	1380.83
TRINITY_DN120876_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120876_c0_g1_i1	900	683.958
TRINITY_DN120878_c0_g1_i3	nek11	Chr06	72100892	72100892	TRINITY_DN120878_c0_g1_i3	3003	2786.83
TRINITY_DN120881_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN120881_c0_g1_i3	697	481.126
TRINITY_DN120892_c0_g1_i1	mettl12	Chr04	41726030	41726030	TRINITY_DN120892_c0_g1_i1	883	666.958
TRINITY_DN120899_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120899_c0_g1_i1	1744	1527.83
TRINITY_DN120901_c0_g1_i1	chchd3	Chr03	76381295	76381295	TRINITY_DN120901_c0_g1_i1	1475	1258.83
TRINITY_DN120905_c0_g1_i1	galk1	Chr10	36189221	36189221	TRINITY_DN120905_c0_g1_i1	1379	1162.83
TRINITY_DN120906_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120906_c0_g1_i1	930	713.911
TRINITY_DN120916_c0_g2_i3	ctsf	Chr04	42281276	42281276	TRINITY_DN120916_c0_g2_i3	1985	1768.83
TRINITY_DN120917_c6_g1_i6	nap1l1	Chr03	51790555	51790555	TRINITY_DN120917_c6_g1_i6	2038	1821.83
TRINITY_DN120919_c0_g1_i2	morn3	Chr01	153642968	153642968	TRINITY_DN120919_c0_g1_i2	1757	1540.83
TRINITY_DN120927_c0_g1_i1	Xetrov90007784m	Chr03	38857809	38857809	TRINITY_DN120927_c0_g1_i1	3192	2975.83
TRINITY_DN120940_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN120940_c1_g2_i1	1786	1569.83
TRINITY_DN120947_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN120947_c1_g3_i1	775	559.039
TRINITY_DN120962_c4_g1_i2	tnrc6a-like	Chr09	14283558	14283558	TRINITY_DN120962_c4_g1_i2	6562	6345.83
TRINITY_DN120962_c5_g1_i4	NA	NA	NA	NA	TRINITY_DN120962_c5_g1_i4	1119	902.835
TRINITY_DN120962_c5_g3_i1	ephb1	Chr05	126944240	126944240	TRINITY_DN120962_c5_g3_i1	5574	5357.83
TRINITY_DN120964_c0_g1_i1	esam	Chr07	64390272	64390272	TRINITY_DN120964_c0_g1_i1	2485	2268.83
TRINITY_DN120966_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN120966_c0_g1_i1	1478	1261.83
TRINITY_DN120967_c0_g2_i1	sulf1	Chr06	105111004	105111004	TRINITY_DN120967_c0_g2_i1	5247	5030.83
TRINITY_DN120977_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN120977_c0_g2_i2	2030	1813.83
TRINITY_DN120977_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN120977_c0_g3_i1	1866	1649.83
TRINITY_DN120978_c0_g1_i1	kdm6a	Chr02	69021431	69021431	TRINITY_DN120978_c0_g1_i1	5368	5151.83
TRINITY_DN121017_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121017_c0_g1_i2	1489	1272.83
TRINITY_DN121022_c0_g1_i3	LOC100498399-like	scaffold_3305	1071	1071	TRINITY_DN121022_c0_g1_i3	1420	1203.83
TRINITY_DN121027_c6_g1_i2	npm1	Chr03	9688446	9688446	TRINITY_DN121027_c6_g1_i2	1189	972.835
TRINITY_DN121034_c0_g1_i1	camkv	Chr04	116126751	116126751	TRINITY_DN121034_c0_g1_i1	2269	2052.83
TRINITY_DN121035_c0_g2_i1	sox9	Chr10	22455490	22455490	TRINITY_DN121035_c0_g2_i1	1377	1160.83
TRINITY_DN121035_c0_g3_i3	sox8	Chr09	11446284	11446284	TRINITY_DN121035_c0_g3_i3	2931	2714.83
TRINITY_DN121063_c0_g1_i2	zwilch	Chr03	116985753	116985753	TRINITY_DN121063_c0_g1_i2	1910	1693.83
TRINITY_DN121065_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121065_c0_g1_i2	925	708.911
TRINITY_DN121092_c0_g1_i2	bag2	Chr05	89057208	89057208	TRINITY_DN121092_c0_g1_i2	1239	1022.83
TRINITY_DN121103_c0_g1_i2	rabggtb	Chr04	70804062	70804062	TRINITY_DN121103_c0_g1_i2	1571	1354.83
TRINITY_DN121118_c0_g3_i6	meis1	Chr05	30043942	30043942	TRINITY_DN121118_c0_g3_i6	4426	4209.83
TRINITY_DN121119_c0_g1_i1	sdc3	Chr02	57081182	57081182	TRINITY_DN121119_c0_g1_i1	4185	3968.83
TRINITY_DN121133_c0_g2_i1	msx2	Chr03	33076668	33076668	TRINITY_DN121133_c0_g2_i1	1096	879.835
TRINITY_DN121155_c0_g2_i2	Xetrov90015993m	Chr06	39274572	39274572	TRINITY_DN121155_c0_g2_i2	6421	6204.83
TRINITY_DN121161_c0_g1_i1	sepp1-like	Chr04	73079446	73079446	TRINITY_DN121161_c0_g1_i1	1113	896.835
TRINITY_DN121164_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN121164_c0_g2_i1	1041	824.835
TRINITY_DN121166_c4_g1_i3	ankrd12	Chr06	89394915	89394915	TRINITY_DN121166_c4_g1_i3	6951	6734.83
TRINITY_DN121167_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN121167_c3_g1_i1	596	380.527
TRINITY_DN121167_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN121167_c3_g2_i1	475	261.659
TRINITY_DN121167_c3_g4_i1	NA	NA	NA	NA	TRINITY_DN121167_c3_g4_i1	395	186.329
TRINITY_DN121175_c4_g7_i1	NA	NA	NA	NA	TRINITY_DN121175_c4_g7_i1	675	459.158
TRINITY_DN121175_c4_g9_i1	NA	NA	NA	NA	TRINITY_DN121175_c4_g9_i1	2624	2407.83
TRINITY_DN121184_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN121184_c0_g3_i1	2378	2161.83
TRINITY_DN121186_c0_g3_i4	NA	NA	NA	NA	TRINITY_DN121186_c0_g3_i4	3023	2806.83
TRINITY_DN121189_c0_g1_i2	Mar-11	Chr06	59191397	59191397	TRINITY_DN121189_c0_g1_i2	1098	881.835
TRINITY_DN121212_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN121212_c0_g1_i3	562	346.776
TRINITY_DN121215_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121215_c0_g1_i1	803	587.019
TRINITY_DN121216_c0_g1_i3	Xetrov90001390m	Chr01	77506688	77506688	TRINITY_DN121216_c0_g1_i3	1508	1291.83
TRINITY_DN121224_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN121224_c0_g1_i3	401	191.791
TRINITY_DN121238_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121238_c0_g1_i2	887	670.958
TRINITY_DN121248_c0_g1_i1	Xetrov90013120m	Chr05	12633371	12633371	TRINITY_DN121248_c0_g1_i1	2945	2728.83
TRINITY_DN121249_c3_g1_i1	hic1	Chr02	27583882	27583882	TRINITY_DN121249_c3_g1_i1	2825	2608.83
TRINITY_DN121259_c0_g1_i1	gdap1	Chr06	106688918	106688918	TRINITY_DN121259_c0_g1_i1	1377	1160.83
TRINITY_DN121263_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN121263_c0_g2_i1	702	486.126
TRINITY_DN121263_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN121263_c0_g3_i1	342	139.381
TRINITY_DN121270_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN121270_c0_g2_i2	596	380.527
TRINITY_DN121276_c0_g2_i1	pgam1	Chr07	24615072	24615072	TRINITY_DN121276_c0_g2_i1	1454	1237.83
TRINITY_DN121277_c0_g1_i1	LOC100124991	Chr01	81112251	81112251	TRINITY_DN121277_c0_g1_i1	3803	3586.83
TRINITY_DN121285_c1_g1_i1	LOC100487643-like	scaffold_229	80307	80307	TRINITY_DN121285_c1_g1_i1	1354	1137.83
TRINITY_DN121287_c2_g4_i4	NA	NA	NA	NA	TRINITY_DN121287_c2_g4_i4	936	719.911
TRINITY_DN121291_c0_g1_i1	g6pc3.1-like	Chr10	14095124	14095124	TRINITY_DN121291_c0_g1_i1	1352	1135.83
TRINITY_DN121302_c2_g1_i1	nat16	scaffold_48	657496	657496	TRINITY_DN121302_c2_g1_i1	2717	2500.83
TRINITY_DN121340_c2_g1_i1	eef1g	Chr04	41529466	41529466	TRINITY_DN121340_c2_g1_i1	2125	1908.83
TRINITY_DN121341_c0_g1_i1	LOC100496491	Chr05	74971425	74971425	TRINITY_DN121341_c0_g1_i1	3981	3764.83
TRINITY_DN121345_c0_g2_i1	hdhd2	Chr01	193087310	193087310	TRINITY_DN121345_c0_g2_i1	1295	1078.83
TRINITY_DN121348_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121348_c0_g1_i1	902	685.958
TRINITY_DN121351_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121351_c0_g1_i1	1453	1236.83
TRINITY_DN121364_c0_g1_i2	fam198b	Chr01	43970167	43970167	TRINITY_DN121364_c0_g1_i2	2084	1867.83
TRINITY_DN121375_c6_g6_i1	NA	NA	NA	NA	TRINITY_DN121375_c6_g6_i1	1270	1053.83
TRINITY_DN121406_c0_g1_i2	ncam2	Chr02	15447151	15447151	TRINITY_DN121406_c0_g1_i2	3313	3096.83
TRINITY_DN121409_c1_g1_i1	cpne8	Chr03	65325755	65325755	TRINITY_DN121409_c1_g1_i1	3383	3166.83
TRINITY_DN121410_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN121410_c0_g1_i3	1463	1246.83
TRINITY_DN121412_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN121412_c0_g1_i3	2018	1801.83
TRINITY_DN121428_c1_g2_i2	NA	NA	NA	NA	TRINITY_DN121428_c1_g2_i2	723	507.093
TRINITY_DN121429_c0_g1_i1	stard10	scaffold_598	25507	25507	TRINITY_DN121429_c0_g1_i1	1823	1606.83
TRINITY_DN121436_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121436_c0_g1_i1	3669	3452.83
TRINITY_DN121437_c0_g1_i1	rab34	Chr02	26765832	26765832	TRINITY_DN121437_c0_g1_i1	1843	1626.83
TRINITY_DN121451_c0_g1_i1	pex1-like	Chr06	23537255	23537255	TRINITY_DN121451_c0_g1_i1	3751	3534.83
TRINITY_DN121463_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN121463_c3_g1_i2	884	667.958
TRINITY_DN121464_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121464_c0_g1_i1	1295	1078.83
TRINITY_DN121465_c4_g2_i1	mael	Chr02	1691796	1691796	TRINITY_DN121465_c4_g2_i1	1793	1576.83
TRINITY_DN121465_c5_g6_i3	NA	NA	NA	NA	TRINITY_DN121465_c5_g6_i3	3548	3331.83
TRINITY_DN121487_c0_g4_i2	tardbp-like	Chr07	39629412	39629412	TRINITY_DN121487_c0_g4_i2	2526	2309.83
TRINITY_DN121490_c3_g1_i3	mfsd7	Chr01	98607651	98607651	TRINITY_DN121490_c3_g1_i3	2051	1834.83
TRINITY_DN121494_c0_g1_i3	map3k1	Chr01	178057194	178057194	TRINITY_DN121494_c0_g1_i3	5333	5116.83
TRINITY_DN121495_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121495_c0_g1_i2	1360	1143.83
TRINITY_DN121499_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN121499_c0_g2_i1	5103	4886.83
TRINITY_DN121502_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121502_c0_g1_i1	943	726.911
TRINITY_DN121516_c0_g1_i12	NA	NA	NA	NA	TRINITY_DN121516_c0_g1_i12	1295	1078.83
TRINITY_DN121524_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121524_c0_g1_i2	428	216.667
TRINITY_DN121526_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121526_c0_g1_i1	1252	1035.83
TRINITY_DN121547_c0_g1_i5	dok4	Chr04	28229040	28229040	TRINITY_DN121547_c0_g1_i5	2056	1839.83
TRINITY_DN121555_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121555_c0_g1_i2	1673	1456.83
TRINITY_DN121557_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121557_c0_g1_i2	762	546.057
TRINITY_DN121557_c0_g2_i1	rsg1	scaffold_6801	5	5	TRINITY_DN121557_c0_g2_i1	1407	1190.83
TRINITY_DN121559_c0_g1_i2	tek	Chr01	110075520	110075520	TRINITY_DN121559_c0_g1_i2	3855	3638.83
TRINITY_DN121566_c0_g2_i1	LOC100498424	Chr04	128665948	128665948	TRINITY_DN121566_c0_g2_i1	1974	1757.83
TRINITY_DN121573_c4_g4_i7	NA	NA	NA	NA	TRINITY_DN121573_c4_g4_i7	1349	1132.83
TRINITY_DN121583_c1_g1_i1	LOC100495104	Chr06	118374686	118374686	TRINITY_DN121583_c1_g1_i1	1163	946.835
TRINITY_DN121585_c3_g5_i1	phf1	Chr08	50884578	50884578	TRINITY_DN121585_c3_g5_i1	2224	2007.83
TRINITY_DN121590_c2_g1_i3	NA	NA	NA	NA	TRINITY_DN121590_c2_g1_i3	1871	1654.83
TRINITY_DN121594_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN121594_c0_g3_i2	1689	1472.83
TRINITY_DN121602_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN121602_c0_g1_i4	773	557.039
TRINITY_DN121609_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN121609_c1_g1_i1	633	417.289
TRINITY_DN121636_c0_g3_i2	gps1	Chr10	19431228	19431228	TRINITY_DN121636_c0_g3_i2	2363	2146.83
TRINITY_DN121654_c1_g7_i2	meis3	Chr08	58917012	58917012	TRINITY_DN121654_c1_g7_i2	2529	2312.83
TRINITY_DN121660_c4_g4_i1	NA	NA	NA	NA	TRINITY_DN121660_c4_g4_i1	1092	875.835
TRINITY_DN121660_c4_g6_i1	LOC101735197-like	Chr10	22952464	22952464	TRINITY_DN121660_c4_g6_i1	1863	1646.83
TRINITY_DN121674_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN121674_c1_g1_i1	4225	4008.83
TRINITY_DN121674_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN121674_c1_g2_i1	1351	1134.83
TRINITY_DN121675_c2_g1_i3	slc7a3	Chr08	23584404	23584404	TRINITY_DN121675_c2_g1_i3	4946	4729.83
TRINITY_DN121679_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121679_c0_g1_i1	2623	2406.83
TRINITY_DN121679_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN121679_c0_g4_i1	5215	4998.83
TRINITY_DN121680_c0_g1_i1	abl2	Chr04	89688293	89688293	TRINITY_DN121680_c0_g1_i1	4057	3840.83
TRINITY_DN121684_c0_g1_i1	irf2bpl	Chr08	61460014	61460014	TRINITY_DN121684_c0_g1_i1	2471	2254.83
TRINITY_DN121684_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN121684_c0_g2_i1	721	505.093
TRINITY_DN121684_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN121684_c0_g3_i1	404	194.501
TRINITY_DN121692_c2_g1_i1	arsd	Chr02	38727829	38727829	TRINITY_DN121692_c2_g1_i1	1897	1680.83
TRINITY_DN121704_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN121704_c3_g2_i1	1422	1205.83
TRINITY_DN121706_c0_g1_i2	ppm1l-like	Chr05	103242943	103242943	TRINITY_DN121706_c0_g1_i2	1628	1411.83
TRINITY_DN121728_c3_g5_i2	NA	NA	NA	NA	TRINITY_DN121728_c3_g5_i2	1995	1778.83
TRINITY_DN121728_c3_g9_i1	ak1	Chr08	2452531	2452531	TRINITY_DN121728_c3_g9_i1	1187	970.835
TRINITY_DN121729_c0_g1_i1	rapsn	Chr04	8065548	8065548	TRINITY_DN121729_c0_g1_i1	2523	2306.83
TRINITY_DN121746_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121746_c0_g1_i1	1647	1430.83
TRINITY_DN121752_c1_g1_i3	NA	NA	NA	NA	TRINITY_DN121752_c1_g1_i3	952	735.911
TRINITY_DN121758_c0_g1_i1	npas3	Chr08	93291689	93291689	TRINITY_DN121758_c0_g1_i1	4666	4449.83
TRINITY_DN121762_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121762_c0_g1_i2	2849	2632.83
TRINITY_DN121768_c0_g1_i1	asns	scaffold_73	1301040	1301040	TRINITY_DN121768_c0_g1_i1	2022	1805.83
TRINITY_DN121783_c1_g4_i1	NA	NA	NA	NA	TRINITY_DN121783_c1_g4_i1	663	447.188
TRINITY_DN121784_c0_g5_i1	NA	NA	NA	NA	TRINITY_DN121784_c0_g5_i1	2253	2036.83
TRINITY_DN121785_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121785_c0_g1_i1	662	446.188
TRINITY_DN121788_c0_g1_i1	gtsf1	Chr02	141879537	141879537	TRINITY_DN121788_c0_g1_i1	2092	1875.83
TRINITY_DN121789_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121789_c0_g1_i2	1802	1585.83
TRINITY_DN121790_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN121790_c0_g1_i3	346	142.8
TRINITY_DN121812_c0_g2_i2	LOC101733140	Chr04	14965134	14965134	TRINITY_DN121812_c0_g2_i2	1619	1402.83
TRINITY_DN121821_c2_g2_i4	NA	NA	NA	NA	TRINITY_DN121821_c2_g2_i4	1600	1383.83
TRINITY_DN121821_c2_g4_i2	LOC100489904-like	Chr04	61880658	61880658	TRINITY_DN121821_c2_g4_i2	585	369.552
TRINITY_DN121826_c1_g2_i4	NA	NA	NA	NA	TRINITY_DN121826_c1_g2_i4	895	678.958
