gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN117263_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN117263_c0_g1_i3	610	394.384
TRINITY_DN117305_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN117305_c0_g1_i1	1341	1124.83
TRINITY_DN117306_c0_g1_i1	bzw2	Chr06	44608254	44608254	TRINITY_DN117306_c0_g1_i1	1742	1525.83
TRINITY_DN117317_c1_g2_i1	LOC101732617-like	Chr08	25867250	25867250	TRINITY_DN117317_c1_g2_i1	2636	2419.83
TRINITY_DN117318_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN117318_c0_g1_i1	726	510.093
TRINITY_DN117327_c0_g1_i1	prdm14	Chr06	105303735	105303735	TRINITY_DN117327_c0_g1_i1	1605	1388.83
TRINITY_DN117328_c0_g1_i1	lppr3	Chr01	81892404	81892404	TRINITY_DN117328_c0_g1_i1	3855	3638.83
TRINITY_DN117330_c0_g1_i2	dda1	Chr01	101222621	101222621	TRINITY_DN117330_c0_g1_i2	1903	1686.83
TRINITY_DN117339_c0_g2_i1	bora-like	Chr02	123954623	123954623	TRINITY_DN117339_c0_g2_i1	2202	1985.83
TRINITY_DN117343_c0_g1_i1	myo1e.1	Chr03	89165448	89165448	TRINITY_DN117343_c0_g1_i1	4544	4327.83
TRINITY_DN117376_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN117376_c0_g1_i1	868	651.958
TRINITY_DN117377_c0_g2_i3	LOC100127659	Chr04	112140764	112140764	TRINITY_DN117377_c0_g2_i3	2627	2410.83
TRINITY_DN117395_c0_g1_i1	rab37	Chr10	35372206	35372206	TRINITY_DN117395_c0_g1_i1	1233	1016.83
TRINITY_DN117399_c0_g1_i1	yif1b	Chr08	56120295	56120295	TRINITY_DN117399_c0_g1_i1	3069	2852.83
TRINITY_DN117404_c0_g1_i1	mmgt1	Chr08	47592356	47592356	TRINITY_DN117404_c0_g1_i1	640	424.261
TRINITY_DN117497_c0_g1_i2	brap	Chr01	154430859	154430859	TRINITY_DN117497_c0_g1_i2	3806	3589.83
TRINITY_DN117517_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN117517_c1_g1_i1	1181	964.835
TRINITY_DN117527_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN117527_c0_g2_i2	834	617.979
TRINITY_DN117566_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN117566_c0_g1_i2	1477	1260.83
TRINITY_DN117566_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN117566_c0_g3_i1	765	549.057
TRINITY_DN117568_c0_g1_i2	yae1d1	Chr06	81719442	81719442	TRINITY_DN117568_c0_g1_i2	1518	1301.83
TRINITY_DN117571_c0_g1_i1	LOC100486992	Chr04	125009479	125009479	TRINITY_DN117571_c0_g1_i1	1446	1229.83
TRINITY_DN117602_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN117602_c0_g4_i1	2974	2757.83
TRINITY_DN117614_c0_g1_i1	asb13-like	Chr03	74953535	74953535	TRINITY_DN117614_c0_g1_i1	1372	1155.83
TRINITY_DN117619_c0_g1_i1	mfsd2a	Chr02	86727590	86727590	TRINITY_DN117619_c0_g1_i1	2747	2530.83
TRINITY_DN117624_c0_g1_i1	Xetrov90029426m	scaffold_5478	382	382	TRINITY_DN117624_c0_g1_i1	2038	1821.83
TRINITY_DN117638_c0_g1_i1	dnd1	Chr03	17757098	17757098	TRINITY_DN117638_c0_g1_i1	2058	1841.83
TRINITY_DN117639_c0_g2_i1	Xetrov90013484m	Chr05	38848585	38848585	TRINITY_DN117639_c0_g2_i1	2138	1921.83
TRINITY_DN117640_c0_g1_i2	kcnk16	Chr05	434400	434400	TRINITY_DN117640_c0_g1_i2	1400	1183.83
TRINITY_DN117642_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN117642_c0_g1_i1	2407	2190.83
TRINITY_DN117651_c0_g1_i7	mbtd1	Chr10	12753489	12753489	TRINITY_DN117651_c0_g1_i7	2149	1932.83
TRINITY_DN117658_c0_g1_i1	dnajc30	Chr02	37221903	37221903	TRINITY_DN117658_c0_g1_i1	1577	1360.83
TRINITY_DN117665_c0_g2_i1	cdc23	Chr03	38398703	38398703	TRINITY_DN117665_c0_g2_i1	2107	1890.83
TRINITY_DN117667_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN117667_c0_g1_i1	705	489.126
TRINITY_DN117669_c0_g1_i1	LOC100127779	Chr08	47228041	47228041	TRINITY_DN117669_c0_g1_i1	1207	990.835
TRINITY_DN117674_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN117674_c0_g1_i4	1995	1778.83
TRINITY_DN117691_c0_g1_i1	LOC100497970-like	Chr05	54648102	54648102	TRINITY_DN117691_c0_g1_i1	2024	1807.83
TRINITY_DN117706_c0_g2_i2	znf423	Chr04	46965827	46965827	TRINITY_DN117706_c0_g2_i2	5370	5153.83
TRINITY_DN117718_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN117718_c0_g1_i2	2334	2117.83
TRINITY_DN117723_c0_g1_i1	spata4-like	Chr01	38573353	38573353	TRINITY_DN117723_c0_g1_i1	1568	1351.83
TRINITY_DN117724_c0_g1_i1	sp6	Chr10	4552219	4552219	TRINITY_DN117724_c0_g1_i1	3443	3226.83
TRINITY_DN117724_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN117724_c0_g2_i1	589	373.552
TRINITY_DN117731_c0_g1_i1	rhbdd2	Chr02	89669031	89669031	TRINITY_DN117731_c0_g1_i1	1736	1519.83
TRINITY_DN117733_c0_g1_i1	rab5a	Chr06	78579722	78579722	TRINITY_DN117733_c0_g1_i1	1952	1735.83
TRINITY_DN117736_c0_g1_i2	kat5	Chr04	37688066	37688066	TRINITY_DN117736_c0_g1_i2	3027	2810.83
TRINITY_DN117740_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN117740_c0_g1_i2	1537	1320.83
TRINITY_DN117761_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN117761_c0_g2_i1	688	472.142
TRINITY_DN117785_c0_g2_i1	klhl28	Chr08	71686334	71686334	TRINITY_DN117785_c0_g2_i1	3346	3129.83
TRINITY_DN117796_c0_g1_i1	klf5	Chr02	123811722	123811722	TRINITY_DN117796_c0_g1_i1	1869	1652.83
TRINITY_DN117798_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN117798_c2_g1_i1	780	564.039
TRINITY_DN117803_c0_g1_i2	dimt1	Chr01	176073443	176073443	TRINITY_DN117803_c0_g1_i2	1481	1264.83
TRINITY_DN117806_c0_g1_i1	rnf219-like	Chr02	122246529	122246529	TRINITY_DN117806_c0_g1_i1	2315	2098.83
TRINITY_DN117838_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN117838_c2_g1_i2	2093	1876.83
TRINITY_DN117842_c0_g1_i2	prkce-like.2	Chr05	15731488	15731488	TRINITY_DN117842_c0_g1_i2	3107	2890.83
TRINITY_DN117855_c1_g1_i3	mdm4	scaffold_61	113566	113566	TRINITY_DN117855_c1_g1_i3	2240	2023.83
TRINITY_DN117861_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN117861_c0_g2_i2	1378	1161.83
TRINITY_DN117871_c0_g1_i1	Sep-08	Chr03	28510886	28510886	TRINITY_DN117871_c0_g1_i1	2294	2077.83
TRINITY_DN117873_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN117873_c0_g1_i1	1194	977.835
TRINITY_DN117878_c0_g1_i1	paqr3	Chr01	75965288	75965288	TRINITY_DN117878_c0_g1_i1	1772	1555.83
TRINITY_DN117912_c0_g2_i1	Xetrov90027996m	scaffold_312	191050	191050	TRINITY_DN117912_c0_g2_i1	1608	1391.83
TRINITY_DN117917_c1_g2_i1	LOC100485932	Chr05	84788497	84788497	TRINITY_DN117917_c1_g2_i1	1826	1609.83
TRINITY_DN117920_c0_g1_i5	ociad2	Chr01	30009371	30009371	TRINITY_DN117920_c0_g1_i5	721	505.093
TRINITY_DN117942_c0_g1_i2	LOC100488523	Chr01	111913053	111913053	TRINITY_DN117942_c0_g1_i2	7456	7239.83
TRINITY_DN117943_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN117943_c0_g1_i3	708	492.11
TRINITY_DN117958_c0_g1_i2	xrcc6bp1	Chr03	53834276	53834276	TRINITY_DN117958_c0_g1_i2	1144	927.835
TRINITY_DN117998_c2_g1_i1	klf17	Chr04	82621329	82621329	TRINITY_DN117998_c2_g1_i1	1579	1362.83
TRINITY_DN117998_c2_g2_i2	NA	NA	NA	NA	TRINITY_DN117998_c2_g2_i2	367	160.956
TRINITY_DN118005_c0_g2_i1	cds1	Chr01	92574911	92574911	TRINITY_DN118005_c0_g2_i1	2212	1995.83
TRINITY_DN118014_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN118014_c0_g1_i2	897	680.958
TRINITY_DN118036_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118036_c0_g1_i1	924	707.911
TRINITY_DN118043_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118043_c0_g1_i1	1053	836.835
TRINITY_DN118043_c0_g2_i1	frat1	Chr06	113090983	113090983	TRINITY_DN118043_c0_g2_i1	550	334.912
TRINITY_DN118043_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN118043_c0_g3_i1	874	657.958
TRINITY_DN118083_c0_g1_i1	chrna5-like	Chr03	85808355	85808355	TRINITY_DN118083_c0_g1_i1	1801	1584.83
TRINITY_DN118097_c0_g2_i1	slc26a5	Chr03	68209241	68209241	TRINITY_DN118097_c0_g2_i1	3357	3140.83
TRINITY_DN118108_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN118108_c0_g2_i1	754	538.093
TRINITY_DN118109_c0_g1_i1	LOC100487462	Chr09	41139405	41139405	TRINITY_DN118109_c0_g1_i1	2415	2198.83
TRINITY_DN118132_c0_g2_i1	tmem184a	Chr09	23940801	23940801	TRINITY_DN118132_c0_g2_i1	2335	2118.83
TRINITY_DN118139_c0_g1_i2	LOC100487248-like	Chr01	74854551	74854551	TRINITY_DN118139_c0_g1_i2	1696	1479.83
TRINITY_DN118145_c0_g2_i2	Xetrov90010829m	Chr04	28954218	28954218	TRINITY_DN118145_c0_g2_i2	1103	886.835
TRINITY_DN118155_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118155_c0_g1_i1	716	500.11
TRINITY_DN118157_c1_g1_i1	akt1s1	Chr07	103301661	103301661	TRINITY_DN118157_c1_g1_i1	1291	1074.83
TRINITY_DN118179_c0_g1_i1	prss8	Chr09	1863296	1863296	TRINITY_DN118179_c0_g1_i1	1781	1564.83
TRINITY_DN118187_c0_g1_i1	pvalb	Chr09	19933787	19933787	TRINITY_DN118187_c0_g1_i1	902	685.958
TRINITY_DN118194_c0_g1_i3	gtpbp6	Chr02	111495860	111495860	TRINITY_DN118194_c0_g1_i3	1441	1224.83
TRINITY_DN118204_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN118204_c0_g2_i3	309	112.267
TRINITY_DN118209_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118209_c0_g1_i1	1252	1035.83
TRINITY_DN118226_c0_g1_i1	LOC101730648	Chr08	81122343	81122343	TRINITY_DN118226_c0_g1_i1	2032	1815.83
TRINITY_DN118238_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118238_c0_g1_i1	692	476.142
TRINITY_DN118245_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN118245_c0_g1_i2	471	257.807
TRINITY_DN118251_c0_g1_i4	lpcat2	Chr04	45407656	45407656	TRINITY_DN118251_c0_g1_i4	1816	1599.83
TRINITY_DN118253_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN118253_c0_g1_i2	1266	1049.83
TRINITY_DN118258_c0_g1_i2	rtdr1	Chr01	143794010	143794010	TRINITY_DN118258_c0_g1_i2	1070	853.835
TRINITY_DN118263_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN118263_c0_g1_i4	1363	1146.83
TRINITY_DN118281_c0_g1_i1	birc5.1	Chr02	141231885	141231885	TRINITY_DN118281_c0_g1_i1	1161	944.835
TRINITY_DN118284_c0_g1_i1	slco4c1	Chr01	137467781	137467781	TRINITY_DN118284_c0_g1_i1	2709	2492.83
TRINITY_DN118290_c0_g1_i1	pnoc	scaffold_63	654827	654827	TRINITY_DN118290_c0_g1_i1	1265	1048.83
TRINITY_DN118306_c0_g1_i1	mpst	Chr04	112841175	112841175	TRINITY_DN118306_c0_g1_i1	1358	1141.83
TRINITY_DN118311_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN118311_c0_g1_i4	503	288.774
TRINITY_DN118317_c0_g2_i2	c1orf43	scaffold_351	28693	28693	TRINITY_DN118317_c0_g2_i2	1550	1333.83
TRINITY_DN118320_c0_g1_i1	med7	Chr03	6411317	6411317	TRINITY_DN118320_c0_g1_i1	1482	1265.83
TRINITY_DN118332_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN118332_c1_g1_i1	2795	2578.83
TRINITY_DN118346_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118346_c0_g1_i1	3839	3622.83
TRINITY_DN118346_c0_g2_i1	dyrk3	Chr02	65700950	65700950	TRINITY_DN118346_c0_g2_i1	2382	2165.83
TRINITY_DN118356_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118356_c0_g1_i1	1956	1739.83
TRINITY_DN118360_c0_g1_i2	rbm11	Chr02	22361782	22361782	TRINITY_DN118360_c0_g1_i2	1617	1400.83
TRINITY_DN118372_c0_g2_i1	nsun2	Chr06	60059090	60059090	TRINITY_DN118372_c0_g2_i1	3476	3259.83
TRINITY_DN118379_c0_g1_i1	sass6	Chr01	124600137	124600137	TRINITY_DN118379_c0_g1_i1	3132	2915.83
TRINITY_DN118382_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN118382_c0_g1_i2	828	611.999
TRINITY_DN118387_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN118387_c0_g3_i2	1715	1498.83
TRINITY_DN118389_c0_g1_i1	nrf1-like	Chr03	77458182	77458182	TRINITY_DN118389_c0_g1_i1	2577	2360.83
TRINITY_DN118390_c0_g2_i2	plk1s1-like	Chr05	25062918	25062918	TRINITY_DN118390_c0_g2_i2	2464	2247.83
TRINITY_DN118391_c0_g1_i1	bbs12-like	Chr01	56525994	56525994	TRINITY_DN118391_c0_g1_i1	2290	2073.83
TRINITY_DN118415_c0_g1_i1	LOC100145050-like	Chr01	132701995	132701995	TRINITY_DN118415_c0_g1_i1	1265	1048.83
TRINITY_DN118445_c0_g1_i3	rgs17-like	Chr05	53226887	53226887	TRINITY_DN118445_c0_g1_i3	1489	1272.83
TRINITY_DN118461_c0_g1_i5	pald1	Chr07	32814863	32814863	TRINITY_DN118461_c0_g1_i5	4563	4346.83
TRINITY_DN118473_c0_g2_i1	LOC101730450	Chr07	96776470	96776470	TRINITY_DN118473_c0_g2_i1	1900	1683.83
TRINITY_DN118479_c0_g1_i1	pgp	Chr09	13536005	13536005	TRINITY_DN118479_c0_g1_i1	1767	1550.83
TRINITY_DN118496_c0_g1_i2	LOC100495427-like	Chr07	22352090	22352090	TRINITY_DN118496_c0_g1_i2	2289	2072.83
TRINITY_DN118502_c0_g3_i7	ppp1r36	Chr08	80632057	80632057	TRINITY_DN118502_c0_g3_i7	1605	1388.83
TRINITY_DN118503_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118503_c0_g1_i1	1424	1207.83
TRINITY_DN118504_c0_g1_i1	ireb2	Chr03	81320355	81320355	TRINITY_DN118504_c0_g1_i1	4144	3927.83
TRINITY_DN118525_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN118525_c2_g1_i1	838	621.958
TRINITY_DN118530_c0_g2_i5	mkrn1-like	Chr03	190498	190498	TRINITY_DN118530_c0_g2_i5	1964	1747.83
TRINITY_DN118536_c0_g2_i1	pus7l	Chr03	54902751	54902751	TRINITY_DN118536_c0_g2_i1	2457	2240.83
TRINITY_DN118551_c2_g14_i2	NA	NA	NA	NA	TRINITY_DN118551_c2_g14_i2	948	731.911
TRINITY_DN118554_c3_g1_i4	dppa2/4	scaffold_211	207400	207400	TRINITY_DN118554_c3_g1_i4	1037	820.835
TRINITY_DN118556_c0_g1_i2	MGC76132	Chr07	105386935	105386935	TRINITY_DN118556_c0_g1_i2	1182	965.835
TRINITY_DN118561_c1_g1_i1	alg10	Chr03	65177998	65177998	TRINITY_DN118561_c1_g1_i1	2054	1837.83
TRINITY_DN118574_c0_g2_i1	LOC100486044	Chr07	27169327	27169327	TRINITY_DN118574_c0_g2_i1	1958	1741.83
TRINITY_DN118604_c0_g1_i1	tube1	Chr05	73707322	73707322	TRINITY_DN118604_c0_g1_i1	2422	2205.83
TRINITY_DN118609_c0_g1_i1	socs6	scaffold_21	2671703	2671703	TRINITY_DN118609_c0_g1_i1	2297	2080.83
TRINITY_DN118610_c0_g1_i2	LOC101734664	Chr01	152353361	152353361	TRINITY_DN118610_c0_g1_i2	1274	1057.83
TRINITY_DN118620_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN118620_c1_g1_i1	1458	1241.83
TRINITY_DN118628_c0_g2_i3	glt1d1	Chr01	150293256	150293256	TRINITY_DN118628_c0_g2_i3	2024	1807.83
TRINITY_DN118630_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118630_c0_g1_i1	1654	1437.83
TRINITY_DN118635_c0_g1_i1	lsm10	Chr02	81431037	81431037	TRINITY_DN118635_c0_g1_i1	854	637.958
TRINITY_DN118637_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118637_c0_g1_i1	5395	5178.83
TRINITY_DN118639_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN118639_c1_g2_i1	1148	931.835
TRINITY_DN118644_c0_g1_i1	kiaa1456	Chr02	149873241	149873241	TRINITY_DN118644_c0_g1_i1	1547	1330.83
TRINITY_DN118661_c0_g2_i1	ilvbl	Chr07	69160860	69160860	TRINITY_DN118661_c0_g2_i1	2917	2700.83
TRINITY_DN118664_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118664_c0_g1_i1	1658	1441.83
TRINITY_DN118665_c1_g1_i1	gad1.2	Chr06	53976978	53976978	TRINITY_DN118665_c1_g1_i1	2022	1805.83
TRINITY_DN118667_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN118667_c2_g1_i1	529	314.194
TRINITY_DN118673_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118673_c0_g1_i1	2157	1940.83
TRINITY_DN118677_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118677_c0_g1_i1	1534	1317.83
TRINITY_DN118691_c0_g1_i1	LOC100495666	Chr03	128127747	128127747	TRINITY_DN118691_c0_g1_i1	1057	840.835
TRINITY_DN118697_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118697_c0_g1_i1	2185	1968.83
TRINITY_DN118700_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118700_c0_g1_i1	2100	1883.83
TRINITY_DN118702_c0_g1_i1	brf2	Chr03	115193216	115193216	TRINITY_DN118702_c0_g1_i1	1509	1292.83
TRINITY_DN118707_c0_g1_i1	pgm1	Chr04	78592555	78592555	TRINITY_DN118707_c0_g1_i1	2009	1792.83
TRINITY_DN118708_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118708_c0_g1_i1	1047	830.835
TRINITY_DN118729_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118729_c0_g1_i1	1261	1044.83
TRINITY_DN118734_c0_g1_i4	faim	scaffold_734	10313	10313	TRINITY_DN118734_c0_g1_i4	999	782.835
TRINITY_DN118748_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN118748_c0_g2_i1	1656	1439.83
TRINITY_DN118755_c0_g1_i1	zmat5	Chr01	132234180	132234180	TRINITY_DN118755_c0_g1_i1	996	779.835
TRINITY_DN118776_c2_g2_i3	il13ra2	Chr08	45087207	45087207	TRINITY_DN118776_c2_g2_i3	1817	1600.83
TRINITY_DN118785_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN118785_c0_g1_i2	1006	789.835
TRINITY_DN118786_c0_g2_i1	lhx4	Chr04	90869777	90869777	TRINITY_DN118786_c0_g2_i1	3059	2842.83
TRINITY_DN118791_c0_g1_i2	LOC100486222	Chr01	35569041	35569041	TRINITY_DN118791_c0_g1_i2	1215	998.835
TRINITY_DN118793_c0_g1_i1	zbtb34	scaffold_92	6370	6370	TRINITY_DN118793_c0_g1_i1	2993	2776.83
TRINITY_DN118804_c0_g3_i3	kif2c	Chr04	72603297	72603297	TRINITY_DN118804_c0_g3_i3	3327	3110.83
TRINITY_DN118809_c0_g2_i1	LOC101731110	Chr02	155403965	155403965	TRINITY_DN118809_c0_g2_i1	2611	2394.83
TRINITY_DN118821_c0_g1_i2	arl10b	Chr03	60883097	60883097	TRINITY_DN118821_c0_g1_i2	1222	1005.83
TRINITY_DN118821_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN118821_c0_g2_i1	1015	798.835
TRINITY_DN118822_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118822_c0_g1_i1	1081	864.835
TRINITY_DN118833_c0_g1_i2	cmtm8-like	Chr06	74087782	74087782	TRINITY_DN118833_c0_g1_i2	989	772.886
TRINITY_DN118839_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118839_c0_g1_i1	1699	1482.83
TRINITY_DN118843_c0_g2_i2	slc38a6	Chr08	81972443	81972443	TRINITY_DN118843_c0_g2_i2	2191	1974.83
TRINITY_DN118844_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN118844_c0_g1_i3	1409	1192.83
TRINITY_DN118855_c1_g1_i1	frs3	Chr02	62522458	62522458	TRINITY_DN118855_c1_g1_i1	3149	2932.83
TRINITY_DN118862_c0_g1_i1	bnip1	Chr03	33951927	33951927	TRINITY_DN118862_c0_g1_i1	1902	1685.83
TRINITY_DN118868_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN118868_c0_g1_i1	2536	2319.83
TRINITY_DN118875_c0_g2_i1	bambi	Chr06	15893169	15893169	TRINITY_DN118875_c0_g2_i1	1552	1335.83
TRINITY_DN118885_c0_g1_i1	dcxr	Chr10	23561507	23561507	TRINITY_DN118885_c0_g1_i1	1153	936.835
TRINITY_DN118908_c1_g2_i2	neil3	Chr01	38056089	38056089	TRINITY_DN118908_c1_g2_i2	2118	1901.83
TRINITY_DN118910_c0_g1_i1	scrn1	Chr06	31538944	31538944	TRINITY_DN118910_c0_g1_i1	1863	1646.83
TRINITY_DN118925_c0_g1_i1	nudt22	Chr04	40274767	40274767	TRINITY_DN118925_c0_g1_i1	1528	1311.83
TRINITY_DN118926_c0_g1_i6	NA	NA	NA	NA	TRINITY_DN118926_c0_g1_i6	940	723.911
TRINITY_DN118933_c2_g2_i1	akirin1	Chr02	54768838	54768838	TRINITY_DN118933_c2_g2_i1	2059	1842.83
TRINITY_DN118938_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN118938_c0_g2_i2	1004	787.835
TRINITY_DN118957_c0_g2_i1	mief2	Chr09	10190807	10190807	TRINITY_DN118957_c0_g2_i1	2530	2313.83
TRINITY_DN118958_c0_g1_i1	dpy19l4-like	Chr06	115669394	115669394	TRINITY_DN118958_c0_g1_i1	3058	2841.83
TRINITY_DN118968_c0_g1_i1	vps51	Chr04	38574357	38574357	TRINITY_DN118968_c0_g1_i1	2803	2586.83
TRINITY_DN118969_c0_g1_i1	tmem237	Chr09	49027410	49027410	TRINITY_DN118969_c0_g1_i1	1369	1152.83
TRINITY_DN118995_c0_g1_i2	rnf139	Chr06	129742897	129742897	TRINITY_DN118995_c0_g1_i2	2646	2429.83
TRINITY_DN118998_c1_g1_i2	dlc1	Chr01	31801414	31801414	TRINITY_DN118998_c1_g1_i2	7057	6840.83
TRINITY_DN119011_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119011_c0_g1_i1	1618	1401.83
TRINITY_DN119032_c0_g1_i2	fbxo46	Chr08	49318754	49318754	TRINITY_DN119032_c0_g1_i2	1603	1386.83
TRINITY_DN119033_c0_g1_i2	eci1	Chr09	14358748	14358748	TRINITY_DN119033_c0_g1_i2	1391	1174.83
TRINITY_DN119035_c0_g1_i2	dpm1	Chr10	27426856	27426856	TRINITY_DN119035_c0_g1_i2	995	778.835
TRINITY_DN119041_c0_g1_i1	LOC101730413	scaffold_7301	171	171	TRINITY_DN119041_c0_g1_i1	1773	1556.83
TRINITY_DN119044_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN119044_c0_g1_i2	1036	819.835
TRINITY_DN119049_c0_g1_i1	ppm1e	Chr02	91497038	91497038	TRINITY_DN119049_c0_g1_i1	4657	4440.83
TRINITY_DN119055_c0_g2_i1	tp53	scaffold_393	45270	45270	TRINITY_DN119055_c0_g2_i1	1412	1195.83
TRINITY_DN119058_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119058_c0_g1_i1	413	202.797
TRINITY_DN119058_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN119058_c0_g2_i1	576	360.588
TRINITY_DN119067_c0_g1_i2	osgin2	Chr06	111290869	111290869	TRINITY_DN119067_c0_g1_i2	2078	1861.83
TRINITY_DN119069_c0_g1_i2	mettl1	Chr02	138695608	138695608	TRINITY_DN119069_c0_g1_i2	1569	1352.83
TRINITY_DN119079_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119079_c0_g1_i1	728	512.093
TRINITY_DN119089_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN119089_c4_g1_i1	664	448.188
TRINITY_DN119100_c0_g1_i2	gmcl1	Chr03	111833197	111833197	TRINITY_DN119100_c0_g1_i2	4106	3889.83
TRINITY_DN119102_c3_g7_i5	smpd4	Chr01	144232941	144232941	TRINITY_DN119102_c3_g7_i5	3193	2976.83
TRINITY_DN119113_c0_g1_i1	frs2	Chr03	49662502	49662502	TRINITY_DN119113_c0_g1_i1	2700	2483.83
TRINITY_DN119113_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN119113_c0_g2_i1	679	463.158
TRINITY_DN119116_c0_g1_i1	cdca9	Chr04	25187540	25187540	TRINITY_DN119116_c0_g1_i1	1163	946.835
TRINITY_DN119122_c0_g1_i3	rbpms2	Chr03	85228279	85228279	TRINITY_DN119122_c0_g1_i3	1761	1544.83
TRINITY_DN119139_c0_g1_i1	LOC733858	Chr05	111599512	111599512	TRINITY_DN119139_c0_g1_i1	2639	2422.83
TRINITY_DN119141_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119141_c0_g1_i1	548	332.946
TRINITY_DN119150_c0_g2_i1	caap1-like	Chr01	109979170	109979170	TRINITY_DN119150_c0_g2_i1	1578	1361.83
TRINITY_DN119171_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119171_c0_g1_i1	1095	878.835
TRINITY_DN119203_c1_g1_i2	rbms2	Chr02	135392168	135392168	TRINITY_DN119203_c1_g1_i2	1942	1725.83
TRINITY_DN119204_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN119204_c0_g1_i3	1695	1478.83
TRINITY_DN119209_c1_g2_i1	rpain	Chr02	101487220	101487220	TRINITY_DN119209_c1_g2_i1	985	768.886
TRINITY_DN119222_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119222_c0_g1_i1	1779	1562.83
TRINITY_DN119243_c0_g1_i3	zadh2	scaffold_21	1131974	1131974	TRINITY_DN119243_c0_g1_i3	2445	2228.83
TRINITY_DN119247_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN119247_c0_g1_i1	416	205.527
TRINITY_DN119254_c0_g7_i2	jun	Chr04	76893596	76893596	TRINITY_DN119254_c0_g7_i2	1839	1622.83
