gid	gname	chr	chrall	start	end	target_id	length	eff_length	cutoff	bias	log2RPKM	sex
TRINITY_DN125269_c4_g1_i3	zbtb8a.1	Chr02	Chr02	86213192	86213192	TRINITY_DN125269_c4_g1_i3	2233	2016.83	FC1	female	1.994381102	meanmale
TRINITY_DN125376_c0_g7_i3	slc9a7	Chr02	Chr02	111345677	111345677	TRINITY_DN125376_c0_g7_i3	4150	3933.83	FC1	female	2.716800126	meanmale
TRINITY_DN125389_c0_g6_i1	ubac2	Chr02	Chr02	117669505	117669505	TRINITY_DN125389_c0_g6_i1	1951	1734.83	FC1	female	1.406095173	meanmale
TRINITY_DN125443_c0_g1_i1	eya3	Chr02	Chr02	53585329	53585329	TRINITY_DN125443_c0_g1_i1	2771	2554.83	FC1	female	3.969106032	meanmale
TRINITY_DN125445_c4_g5_i1	spryd7	Chr02	Chr02	146554790	146554790	TRINITY_DN125445_c4_g5_i1	953	736.911	FC1	female	4.060378333	meanmale
TRINITY_DN125515_c1_g3_i2	rps6ka1	Chr02	Chr02	51799984	51799984	TRINITY_DN125515_c1_g3_i2	4543	4326.83	FC1	female	3.211247946	meanmale
TRINITY_DN125578_c3_g4_i3	eed	Chr02	Chr02	165528270	165528270	TRINITY_DN125578_c3_g4_i3	1981	1764.83	FC1	female	5.602346069	meanmale
TRINITY_DN125588_c0_g1_i3	rhbdl2	Chr02	Chr02	54722616	54722616	TRINITY_DN125588_c0_g1_i3	1607	1390.83	FC1	female	-1.355300086	meanmale
TRINITY_DN125621_c0_g1_i2	rilp	Chr02	Chr02	39906683	39906683	TRINITY_DN125621_c0_g1_i2	1772	1555.83	FC1	female	2.988559385	meanmale
TRINITY_DN125637_c0_g1_i1	sdccag3	Chr02	Chr02	81865996	81865996	TRINITY_DN125637_c0_g1_i1	2096	1879.83	FC1	female	1.60913076	meanmale
TRINITY_DN125641_c0_g1_i1	trmt10c	Chr02	Chr02	101543060	101543060	TRINITY_DN125641_c0_g1_i1	1556	1339.83	FC1	female	4.869315139	meanmale
TRINITY_DN125696_c0_g1_i2	tmem222	Chr02	Chr02	52173023	52173023	TRINITY_DN125696_c0_g1_i2	1866	1649.83	FC1	female	4.190483159	meanmale
TRINITY_DN125718_c0_g3_i1	rragc	Chr02	Chr02	54658816	54658816	TRINITY_DN125718_c0_g3_i1	2872	2655.83	FC1	female	4.708858662	meanmale
TRINITY_DN125720_c2_g3_i3	myo19	Chr02	Chr02	64102612	64102612	TRINITY_DN125720_c2_g3_i3	3509	3292.83	FC1	female	2.214248005	meanmale
TRINITY_DN125738_c3_g2_i6	sh3bgr	Chr02	Chr02	7614259	7614259	TRINITY_DN125738_c3_g2_i6	1129	912.835	FC1	female	-0.270857034	meanmale
TRINITY_DN126079_c0_g1_i1	gemin8	Chr02	Chr02	102019529	102019529	TRINITY_DN126079_c0_g1_i1	1730	1513.83	FC1	female	4.050303998	meanmale
TRINITY_DN126113_c4_g2_i1	klhl12	Chr02	Chr02	49218092	49218092	TRINITY_DN126113_c4_g2_i1	4057	3840.83	FC1	female	1.804413474	meanmale
TRINITY_DN126138_c0_g2_i2	kdm1a-like	Chr02	Chr02	85181483	85181483	TRINITY_DN126138_c0_g2_i2	3040	2823.83	FC1	female	4.050082534	meanmale
TRINITY_DN126161_c0_g2_i4	LOC101734368	Chr02	Chr02	52886226	52886226	TRINITY_DN126161_c0_g2_i4	2490	2273.83	FC1	female	5.655570923	meanmale
TRINITY_DN126178_c1_g1_i1	donson	Chr02	Chr02	10021947	10021947	TRINITY_DN126178_c1_g1_i1	3389	3172.83	FC1	female	3.251720231	meanmale
TRINITY_DN126429_c0_g1_i1	pan2-like	Chr02	Chr02	134773508	134773508	TRINITY_DN126429_c0_g1_i1	4002	3785.83	FC1	female	3.726893598	meanmale
TRINITY_DN126534_c2_g2_i1	rab20	Chr02	Chr02	113621696	113621696	TRINITY_DN126534_c2_g2_i1	1170	953.835	FC1	female	2.671415113	meanmale
TRINITY_DN126535_c1_g2_i4	reps2	Chr02	Chr02	90931851	90931851	TRINITY_DN126535_c1_g2_i4	3176	2959.83	FC1	female	1.091139625	meanmale
TRINITY_DN126536_c5_g1_i1	alg5	Chr02	Chr02	148805808	148805808	TRINITY_DN126536_c5_g1_i1	2378	2161.83	FC1	female	4.296567392	meanmale
TRINITY_DN126540_c0_g1_i1	prrg1	Chr02	Chr02	105124639	105124639	TRINITY_DN126540_c0_g1_i1	1078	861.835	FC1	female	3.274295232	meanmale
TRINITY_DN126559_c1_g4_i2	kansl2	Chr02	Chr02	132393410	132393410	TRINITY_DN126559_c1_g4_i2	1893	1676.83	FC1	female	6.273878347	meanmale
TRINITY_DN126600_c0_g1_i1	alkbh8	Chr02	Chr02	157076170	157076170	TRINITY_DN126600_c0_g1_i1	2212	1995.83	FC1	female	4.233475016	meanmale
TRINITY_DN126660_c0_g3_i5	rph3al	Chr02	Chr02	92203046	92203046	TRINITY_DN126660_c0_g3_i5	2204	1987.83	FC1	female	1.896315747	meanmale
TRINITY_DN126722_c0_g1_i1	LOC100498409-like	Chr02	Chr02	114028373	114028373	TRINITY_DN126722_c0_g1_i1	6387	6170.83	FC1	female	1.389736161	meanmale
TRINITY_DN126765_c0_g1_i1	mmp28	Chr02	Chr02	89599642	89599642	TRINITY_DN126765_c0_g1_i1	2202	1985.83	FC1	female	0.352729508	meanmale
TRINITY_DN126862_c0_g1_i6	tmco3	Chr02	Chr02	112306684	112306684	TRINITY_DN126862_c0_g1_i6	2797	2580.83	FC1	female	0.7729293	meanmale
TRINITY_DN126871_c1_g5_i2	dnajc28	Chr02	Chr02	10535116	10535116	TRINITY_DN126871_c1_g5_i2	1335	1118.83	FC1	female	2.507067977	meanmale
TRINITY_DN126910_c4_g1_i1	spry2	Chr02	Chr02	121743634	121743634	TRINITY_DN126910_c4_g1_i1	2216	1999.83	FC1	female	4.310442919	meanmale
TRINITY_DN126942_c1_g1_i6	sowahc	Chr02	Chr02	108361850	108361850	TRINITY_DN126942_c1_g1_i6	2101	1884.83	FC1	female	0.542352311	meanmale
TRINITY_DN127392_c2_g1_i1	csrnp2	Chr02	Chr02	138934936	138934936	TRINITY_DN127392_c2_g1_i1	3543	3326.83	FC1	female	0.43709472	meanmale
TRINITY_DN127457_c0_g2_i2	kiaa1524	Chr02	Chr02	100067652	100067652	TRINITY_DN127457_c0_g2_i2	3827	3610.83	FC1	female	3.035864414	meanmale
TRINITY_DN127560_c0_g2_i3	LOC100490019	Chr02	Chr02	158546933	158546933	TRINITY_DN127560_c0_g2_i3	1977	1760.83	FC1	female	4.066915573	meanmale
TRINITY_DN127576_c0_g1_i5	lrig2-like	Chr02	Chr02	75363186	75363186	TRINITY_DN127576_c0_g1_i5	4288	4071.83	FC1	female	1.155969511	meanmale
TRINITY_DN127749_c2_g2_i1	Xetrov90004051m	Chr02	Chr02	9904550	9904550	TRINITY_DN127749_c2_g2_i1	3859	3642.83	FC1	female	4.279338803	meanmale
TRINITY_DN127836_c0_g2_i2	tubgcp3	Chr02	Chr02	112820947	112820947	TRINITY_DN127836_c0_g2_i2	3362	3145.83	FC1	female	4.255183506	meanmale
TRINITY_DN127848_c6_g1_i1	coq10a	Chr02	Chr02	134069862	134069862	TRINITY_DN127848_c6_g1_i1	1923	1706.83	FC1	female	4.166335	meanmale
TRINITY_DN127932_c0_g1_i2	wbscr22	Chr02	Chr02	37205779	37205779	TRINITY_DN127932_c0_g1_i2	1695	1478.83	FC1	female	4.675513727	meanmale
TRINITY_DN127936_c5_g1_i2	LOC100145255	Chr02	Chr02	108306860	108306860	TRINITY_DN127936_c5_g1_i2	1009	792.835	FC1	female	2.307698159	meanmale
TRINITY_DN127937_c0_g1_i4	ifnar1	Chr02	Chr02	10560295	10560295	TRINITY_DN127937_c0_g1_i4	2146	1929.83	FC1	female	1.336603899	meanmale
TRINITY_DN128015_c0_g6_i1	ccdc82-like	Chr02	Chr02	161125555	161125555	TRINITY_DN128015_c0_g6_i1	1877	1660.83	FC1	female	3.564957832	meanmale
TRINITY_DN128032_c3_g1_i2	wibg	Chr02	Chr02	135082388	135082388	TRINITY_DN128032_c3_g1_i2	1099	882.835	FC1	female	4.040398726	meanmale
TRINITY_DN128099_c4_g2_i2	rbm15	Chr02	Chr02	63914677	63914677	TRINITY_DN128099_c4_g2_i2	2900	2683.83	FC1	female	1.48101819	meanmale
TRINITY_DN128117_c3_g1_i1	tmem198	Chr02	Chr02	135023961	135023961	TRINITY_DN128117_c3_g1_i1	2245	2028.83	FC1	female	4.0851352	meanmale
TRINITY_DN128140_c8_g1_i1	usp12	Chr02	Chr02	152619084	152619084	TRINITY_DN128140_c8_g1_i1	3335	3118.83	FC1	female	2.985623596	meanmale
TRINITY_DN128344_c4_g2_i1	Xetrov90005935m	Chr02	Chr02	112329657	112329657	TRINITY_DN128344_c4_g2_i1	1626	1409.83	FC1	female	4.243506824	meanmale
TRINITY_DN128390_c3_g1_i1	mettl18	Chr02	Chr02	126153041	126153041	TRINITY_DN128390_c3_g1_i1	1727	1510.83	FC1	female	3.861439376	meanmale
TRINITY_DN128397_c3_g2_i2	akap17a	Chr02	Chr02	34581836	34581836	TRINITY_DN128397_c3_g2_i2	2542	2325.83	FC1	female	3.170535449	meanmale
TRINITY_DN128433_c0_g1_i2	LOC734071	Chr02	Chr02	85536150	85536150	TRINITY_DN128433_c0_g1_i2	893	676.958	FC1	female	5.673128969	meanmale
TRINITY_DN128491_c2_g2_i8	acat1	Chr02	Chr02	156866472	156866472	TRINITY_DN128491_c2_g2_i8	2113	1896.83	FC1	female	5.744730643	meanmale
TRINITY_DN128631_c3_g1_i2	mbtps2	Chr02	Chr02	41169168	41169168	TRINITY_DN128631_c3_g1_i2	2187	1970.83	FC1	female	3.046443983	meanmale
TRINITY_DN128682_c0_g1_i1	cpox-like	Chr02	Chr02	16477067	16477067	TRINITY_DN128682_c0_g1_i1	2663	2446.83	FC1	female	3.668455708	meanmale
TRINITY_DN128755_c0_g2_i5	slc35a5	Chr02	Chr02	68738774	68738774	TRINITY_DN128755_c0_g2_i5	2747	2530.83	FC1	female	2.024481203	meanmale
TRINITY_DN128789_c1_g1_i1	qsox2	Chr02	Chr02	81636598	81636598	TRINITY_DN128789_c1_g1_i1	3966	3749.83	FC1	female	3.516167022	meanmale
TRINITY_DN128845_c0_g1_i1	inpp5e-like	Chr02	Chr02	81879378	81879378	TRINITY_DN128845_c0_g1_i1	3654	3437.83	FC1	female	2.005621925	meanmale
TRINITY_DN128880_c4_g1_i2	dhrs13	Chr02	Chr02	26410633	26410633	TRINITY_DN128880_c4_g1_i2	2197	1980.83	FC1	female	3.381851598	meanmale
TRINITY_DN128949_c1_g1_i3	naalad2	Chr02	Chr02	164289398	164289398	TRINITY_DN128949_c1_g1_i3	2464	2247.83	FC1	female	0.704913502	meanmale
TRINITY_DN129032_c7_g7_i5	LOC101734118	Chr02	Chr02	159127977	159127977	TRINITY_DN129032_c7_g7_i5	948	731.911	FC1	female	3.356169665	meanmale
TRINITY_DN129171_c8_g2_i1	alg11	Chr02	Chr02	147204672	147204672	TRINITY_DN129171_c8_g2_i1	1799	1582.83	FC1	female	4.488546574	meanmale
TRINITY_DN129208_c2_g5_i5	lims1	Chr02	Chr02	105759095	105759095	TRINITY_DN129208_c2_g5_i5	4478	4261.83	FC1	female	4.325937683	meanmale
TRINITY_DN129261_c1_g2_i3	dnajc3	Chr02	Chr02	118902418	118902418	TRINITY_DN129261_c1_g2_i3	2606	2389.83	FC1	female	4.671461383	meanmale
TRINITY_DN129327_c0_g1_i2	c2orf49	Chr02	Chr02	108147902	108147902	TRINITY_DN129327_c0_g1_i2	1887	1670.83	FC1	female	4.15694549	meanmale
TRINITY_DN129334_c0_g3_i1	LOC100494383	Chr02	Chr02	43636713	43636713	TRINITY_DN129334_c0_g3_i1	2160	1943.83	FC1	female	2.583775479	meanmale
TRINITY_DN129361_c4_g3_i2	ggnbp2	Chr02	Chr02	64060624	64060624	TRINITY_DN129361_c4_g3_i2	2782	2565.83	FC1	female	5.328357153	meanmale
TRINITY_DN129425_c0_g3_i1	vkorc1l1	Chr02	Chr02	94109142	94109142	TRINITY_DN129425_c0_g3_i1	839	622.958	FC1	female	0.28499781	meanmale
TRINITY_DN129474_c1_g1_i2	uggt2	Chr02	Chr02	118770833	118770833	TRINITY_DN129474_c1_g1_i2	4862	4645.83	FC1	female	1.645124382	meanmale
TRINITY_DN129488_c0_g1_i2	cep85	Chr02	Chr02	51532337	51532337	TRINITY_DN129488_c0_g1_i2	2711	2494.83	FC1	female	4.038951958	meanmale
TRINITY_DN129499_c0_g1_i2	hsph1	Chr02	Chr02	151034388	151034388	TRINITY_DN129499_c0_g1_i2	3176	2959.83	FC1	female	4.222899839	meanmale
TRINITY_DN129503_c1_g1_i2	mtf1	Chr02	Chr02	57938225	57938225	TRINITY_DN129503_c1_g1_i2	3357	3140.83	FC1	female	3.073453251	meanmale
TRINITY_DN129507_c3_g1_i2	uxs1	Chr02	Chr02	106466672	106466672	TRINITY_DN129507_c3_g1_i2	2337	2120.83	FC1	female	4.972402628	meanmale
TRINITY_DN129528_c0_g1_i3	mitd1	Chr02	Chr02	109205078	109205078	TRINITY_DN129528_c0_g1_i3	2598	2381.83	FC1	female	0.96331368	meanmale
TRINITY_DN129548_c4_g1_i1	bysl	Chr02	Chr02	62385525	62385525	TRINITY_DN129548_c4_g1_i1	1982	1765.83	FC1	female	5.574150882	meanmale
TRINITY_DN129648_c0_g1_i3	medag	Chr02	Chr02	151131503	151131503	TRINITY_DN129648_c0_g1_i3	1985	1768.83	FC1	female	0.559510588	meanmale
TRINITY_DN129738_c2_g1_i4	gja5	Chr02	Chr02	4397539	4397539	TRINITY_DN129738_c2_g1_i4	2050	1833.83	FC1	female	-0.078192979	meanmale
TRINITY_DN129880_c2_g1_i1	ncdn-like	Chr02	Chr02	56316901	56316901	TRINITY_DN129880_c2_g1_i1	2413	2196.83	FC1	female	2.527181259	meanmale
TRINITY_DN129928_c3_g2_i2	dstyk	Chr02	Chr02	64180245	64180245	TRINITY_DN129928_c3_g2_i2	4237	4020.83	FC1	female	1.729185851	meanmale
TRINITY_DN130024_c2_g3_i1	cnot11-like	Chr02	Chr02	106854335	106854335	TRINITY_DN130024_c2_g3_i1	1867	1650.83	FC1	female	3.881940716	meanmale
TRINITY_DN130076_c0_g1_i1	zdhhc23	Chr02	Chr02	298111	298111	TRINITY_DN130076_c0_g1_i1	1968	1751.83	FC1	female	0.370289753	meanmale
TRINITY_DN130134_c0_g1_i1	lnx2	Chr02	Chr02	152356852	152356852	TRINITY_DN130134_c0_g1_i1	4081	3864.83	FC1	female	0.256690131	meanmale
TRINITY_DN130367_c5_g5_i2	traf4	Chr02	Chr02	26614532	26614532	TRINITY_DN130367_c5_g5_i2	4929	4712.83	FC1	female	1.297900937	meanmale
TRINITY_DN130406_c0_g1_i1	LOC100487263	Chr02	Chr02	48947409	48947409	TRINITY_DN130406_c0_g1_i1	3988	3771.83	FC1	female	2.239648712	meanmale
TRINITY_DN130413_c0_g1_i1	ripk4	Chr02	Chr02	5721979	5721979	TRINITY_DN130413_c0_g1_i1	3013	2796.83	FC1	female	-0.963598835	meanmale
TRINITY_DN130437_c2_g7_i4	LOC101732487	Chr02	Chr02	147038977	147038977	TRINITY_DN130437_c2_g7_i4	3568	3351.83	FC1	female	3.819595494	meanmale
TRINITY_DN130458_c1_g1_i3	ldlrap1	Chr02	Chr02	85423248	85423248	TRINITY_DN130458_c1_g1_i3	3420	3203.83	FC1	female	3.810925047	meanmale
TRINITY_DN130462_c4_g5_i1	slitrk6	Chr02	Chr02	120966407	120966407	TRINITY_DN130462_c4_g5_i1	3524	3307.83	FC1	female	-2.762424773	meanmale
TRINITY_DN130486_c0_g2_i4	stk38-like	Chr02	Chr02	66512882	66512882	TRINITY_DN130486_c0_g2_i4	3625	3408.83	FC1	female	3.703514896	meanmale
TRINITY_DN130492_c2_g3_i1	phactr4	Chr02	Chr02	52520516	52520516	TRINITY_DN130492_c2_g3_i1	3082	2865.83	FC1	female	3.40322532	meanmale
TRINITY_DN130492_c2_g4_i4	med18	Chr02	Chr02	52484983	52484983	TRINITY_DN130492_c2_g4_i4	1211	994.835	FC1	female	5.317193271	meanmale
TRINITY_DN130505_c1_g1_i3	eif2d	Chr02	Chr02	65666704	65666704	TRINITY_DN130505_c1_g1_i3	3632	3415.83	FC1	female	3.720988577	meanmale
TRINITY_DN130511_c0_g2_i2	slc11a2	Chr02	Chr02	138877851	138877851	TRINITY_DN130511_c0_g2_i2	4283	4066.83	FC1	female	1.969683528	meanmale
TRINITY_DN130525_c4_g3_i17	tarbp2	Chr02	Chr02	143956850	143956850	TRINITY_DN130525_c4_g3_i17	2365	2148.83	FC1	female	5.779897869	meanmale
TRINITY_DN130559_c0_g1_i3	rpp21	Chr02	Chr02	101510727	101510727	TRINITY_DN130559_c0_g1_i3	2120	1903.83	FC1	female	3.231322717	meanmale
TRINITY_DN130562_c0_g1_i2	dcun1d5	Chr02	Chr02	158483905	158483905	TRINITY_DN130562_c0_g1_i2	2224	2007.83	FC1	female	4.961464255	meanmale
TRINITY_DN130616_c1_g1_i3	ddx20	Chr02	Chr02	72871752	72871752	TRINITY_DN130616_c1_g1_i3	3424	3207.83	FC1	female	3.169125115	meanmale
TRINITY_DN130868_c1_g2_i6	gria4	Chr02	Chr02	157660626	157660626	TRINITY_DN130868_c1_g2_i6	4511	4294.83	FC1	female	-1.080130439	meanmale
TRINITY_DN131032_c0_g4_i1	Xetrov90004957m	Chr02	Chr02	58657498	58657498	TRINITY_DN131032_c0_g4_i1	1938	1721.83	FC1	female	-2.42538576	meanmale
TRINITY_DN131067_c2_g1_i4	uvrag	Chr02	Chr02	169458915	169458915	TRINITY_DN131067_c2_g1_i4	3478	3261.83	FC1	female	2.522042336	meanmale
TRINITY_DN131150_c0_g3_i3	LOC100492277-like	Chr02	Chr02	133431396	133431396	TRINITY_DN131150_c0_g3_i3	3957	3740.83	FC1	female	3.965409729	meanmale
TRINITY_DN131259_c7_g1_i1	yod1	Chr02	Chr02	76281146	76281146	TRINITY_DN131259_c7_g1_i1	2184	1967.83	FC1	female	1.287277666	meanmale
TRINITY_DN131289_c0_g1_i1	btg3	Chr02	Chr02	23541768	23541768	TRINITY_DN131289_c0_g1_i1	1894	1677.83	FC1	female	3.961855021	meanmale
TRINITY_DN131339_c1_g10_i11	nupl1	Chr02	Chr02	153352451	153352451	TRINITY_DN131339_c1_g10_i11	1744	1527.83	FC1	female	4.388503729	meanmale
TRINITY_DN131443_c0_g2_i3	tspan31	Chr02	Chr02	138418876	138418876	TRINITY_DN131443_c0_g2_i3	1914	1697.83	FC1	female	5.805547143	meanmale
TRINITY_DN131471_c2_g2_i1	morc3	Chr02	Chr02	8905751	8905751	TRINITY_DN131471_c2_g2_i1	3585	3368.83	FC1	female	2.272586615	meanmale
TRINITY_DN131500_c0_g1_i1	stx12	Chr02	Chr02	57881803	57881803	TRINITY_DN131500_c0_g1_i1	1099	882.835	FC1	female	5.663700191	meanmale
TRINITY_DN131641_c0_g3_i2	pdik1l	Chr02	Chr02	51099186	51099186	TRINITY_DN131641_c0_g3_i2	3797	3580.83	FC1	female	2.61336948	meanmale
TRINITY_DN131673_c2_g5_i2	LOC100490784	Chr02	Chr02	4283216	4283216	TRINITY_DN131673_c2_g5_i2	1840	1623.83	FC1	female	3.604437372	meanmale
TRINITY_DN131757_c0_g1_i8	pm20d1	Chr02	Chr02	65204198	65204198	TRINITY_DN131757_c0_g1_i8	1770	1553.83	FC1	female	2.544641779	meanmale
TRINITY_DN131823_c4_g5_i1	gemin4-like	Chr02	Chr02	92697773	92697773	TRINITY_DN131823_c4_g5_i1	3967	3750.83	FC1	female	2.415586299	meanmale
TRINITY_DN131837_c0_g1_i2	rhd	Chr02	Chr02	85496836	85496836	TRINITY_DN131837_c0_g1_i2	1744	1527.83	FC1	female	-1.016543229	meanmale
TRINITY_DN131911_c1_g2_i2	akap1-like	Chr02	Chr02	101010361	101010361	TRINITY_DN131911_c1_g2_i2	3491	3274.83	FC1	female	4.115115157	meanmale
TRINITY_DN131927_c5_g1_i2	mtfr1l	Chr02	Chr02	85316892	85316892	TRINITY_DN131927_c5_g1_i2	2302	2085.83	FC1	female	3.37690363	meanmale
TRINITY_DN131945_c1_g5_i4	jade3	Chr02	Chr02	111435547	111435547	TRINITY_DN131945_c1_g5_i4	4826	4609.83	FC1	female	2.102746849	meanmale
TRINITY_DN131986_c2_g1_i1	bivm	Chr02	Chr02	116085354	116085354	TRINITY_DN131986_c2_g1_i1	2095	1878.83	FC1	female	2.341223598	meanmale
TRINITY_DN132012_c5_g2_i1	LOC549517	Chr02	Chr02	67039569	67039569	TRINITY_DN132012_c5_g2_i1	2443	2226.83	FC1	female	3.523460886	meanmale
TRINITY_DN132012_c5_g7_i2	tceanc	Chr02	Chr02	102317859	102317859	TRINITY_DN132012_c5_g7_i2	1846	1629.83	FC1	female	1.908193186	meanmale
TRINITY_DN132074_c0_g2_i2	specc1-like	Chr02	Chr02	31087148	31087148	TRINITY_DN132074_c0_g2_i2	4609	4392.83	FC1	female	1.84999545	meanmale
TRINITY_DN132077_c0_g1_i3	cblb	Chr02	Chr02	99499336	99499336	TRINITY_DN132077_c0_g1_i3	4248	4031.83	FC1	female	0.617846046	meanmale
TRINITY_DN132165_c0_g3_i4	trim63	Chr02	Chr02	51080256	51080256	TRINITY_DN132165_c0_g3_i4	1974	1757.83	FC1	female	-1.294898781	meanmale
TRINITY_DN132181_c5_g1_i2	smarcd1	Chr02	Chr02	145958342	145958342	TRINITY_DN132181_c5_g1_i2	2300	2083.83	FC1	female	3.755876508	meanmale
TRINITY_DN132185_c3_g10_i3	gmeb1	Chr02	Chr02	52625851	52625851	TRINITY_DN132185_c3_g10_i3	2067	1850.83	FC1	female	4.702295169	meanmale
TRINITY_DN132355_c6_g2_i1	LOC100493828	Chr02	Chr02	109235515	109235515	TRINITY_DN132355_c6_g2_i1	6304	6087.83	FC1	female	-2.240140618	meanmale
TRINITY_DN132522_c0_g2_i1	vdr	Chr02	Chr02	140682409	140682409	TRINITY_DN132522_c0_g2_i1	2597	2380.83	FC1	female	1.700603124	meanmale
TRINITY_DN132585_c0_g2_i1	tmem57	Chr02	Chr02	85464245	85464245	TRINITY_DN132585_c0_g2_i1	5243	5026.83	FC1	female	3.29383121	meanmale
TRINITY_DN132628_c0_g1_i2	alg8	Chr02	Chr02	165635508	165635508	TRINITY_DN132628_c0_g1_i2	1965	1748.83	FC1	female	3.809662765	meanmale
TRINITY_DN132634_c3_g4_i2	gpr161	Chr02	Chr02	68356791	68356791	TRINITY_DN132634_c3_g4_i2	2100	1883.83	FC1	female	0.31142488	meanmale
TRINITY_DN132652_c1_g1_i1	cnksr1	Chr02	Chr02	51180785	51180785	TRINITY_DN132652_c1_g1_i1	2282	2065.83	FC1	female	2.646640466	meanmale
TRINITY_DN132837_c1_g2_i2	ints4-like	Chr02	Chr02	165602099	165602099	TRINITY_DN132837_c1_g2_i2	3732	3515.83	FC1	female	2.320718895	meanmale
TRINITY_DN132872_c5_g3_i5	LOC100127867	Chr02	Chr02	25287882	25287882	TRINITY_DN132872_c5_g3_i5	2276	2059.83	FC1	female	3.331892885	meanmale
TRINITY_DN133467_c3_g3_i2	tspan2	Chr02	Chr02	66403265	66403265	TRINITY_DN133467_c3_g3_i2	1649	1432.83	FC1	female	1.257829584	meanmale
TRINITY_DN133531_c8_g13_i6	poldip2	Chr02	Chr02	27382323	27382323	TRINITY_DN133531_c8_g13_i6	1506	1289.83	FC1	female	6.427261221	meanmale
TRINITY_DN133587_c0_g2_i3	bace2	Chr02	Chr02	6794337	6794337	TRINITY_DN133587_c0_g2_i3	2597	2380.83	FC1	female	2.409131656	meanmale
TRINITY_DN133588_c4_g3_i1	letmd1	Chr02	Chr02	138916534	138916534	TRINITY_DN133588_c4_g3_i1	2086	1869.83	FC1	female	2.274162058	meanmale
TRINITY_DN133604_c0_g1_i1	LOC101732275	Chr02	Chr02	122628970	122628970	TRINITY_DN133604_c0_g1_i1	2663	2446.83	FC1	female	2.644118936	meanmale
TRINITY_DN133669_c1_g2_i6	LOC100145338	Chr02	Chr02	46369017	46369017	TRINITY_DN133669_c1_g2_i6	1964	1747.83	FC1	female	3.821331265	meanmale
TRINITY_DN133682_c0_g2_i3	arhgef7-like	Chr02	Chr02	113369043	113369043	TRINITY_DN133682_c0_g2_i3	3769	3552.83	FC1	female	2.821554583	meanmale
TRINITY_DN133732_c1_g2_i3	rims3	Chr02	Chr02	83630023	83630023	TRINITY_DN133732_c1_g2_i3	4920	4703.83	FC1	female	-2.344837949	meanmale
TRINITY_DN133826_c11_g1_i2	ppp2r3b	Chr02	Chr02	111562201	111562201	TRINITY_DN133826_c11_g1_i2	4259	4042.83	FC1	female	2.317399967	meanmale
TRINITY_DN133839_c0_g1_i1	utp11l	Chr02	Chr02	53796203	53796203	TRINITY_DN133839_c0_g1_i1	1503	1286.83	FC1	female	4.951606419	meanmale
TRINITY_DN133929_c5_g3_i4	folh1-like	Chr02	Chr02	164340918	164340918	TRINITY_DN133929_c5_g3_i4	2528	2311.83	FC1	female	1.085817623	meanmale
TRINITY_DN133967_c0_g2_i1	LOC100487194-like	Chr02	Chr02	34648527	34648527	TRINITY_DN133967_c0_g2_i1	1790	1573.83	FC1	female	-1.158800653	meanmale
TRINITY_DN134067_c2_g1_i1	rnmtl1	Chr02	Chr02	92666816	92666816	TRINITY_DN134067_c2_g1_i1	1491	1274.83	FC1	female	2.623691964	meanmale
TRINITY_DN134157_c2_g1_i1	nufip1	Chr02	Chr02	130497027	130497027	TRINITY_DN134157_c2_g1_i1	1709	1492.83	FC1	female	3.307000718	meanmale
TRINITY_DN134219_c0_g1_i3	slc9a1	Chr02	Chr02	52092684	52092684	TRINITY_DN134219_c0_g1_i3	3918	3701.83	FC1	female	2.917194155	meanmale
TRINITY_DN134306_c7_g2_i3	rhoc	Chr02	Chr02	74137995	74137995	TRINITY_DN134306_c7_g2_i3	3337	3120.83	FC1	female	5.188945986	meanmale
TRINITY_DN134425_c0_g2_i3	Xetrov90005644m	Chr02	Chr02	95068274	95068274	TRINITY_DN134425_c0_g2_i3	6085	5868.83	FC1	female	1.894944797	meanmale
TRINITY_DN134432_c1_g1_i2	LOC100485539-like	Chr02	Chr02	153676237	153676237	TRINITY_DN134432_c1_g1_i2	5074	4857.83	FC1	female	0.6290772	meanmale
TRINITY_DN134466_c2_g1_i1	Xetrov90004061m	Chr02	Chr02	10200798	10200798	TRINITY_DN134466_c2_g1_i1	3418	3201.83	FC1	female	1.445969587	meanmale
TRINITY_DN134468_c2_g2_i4	slc13a5	Chr02	Chr02	44609829	44609829	TRINITY_DN134468_c2_g2_i4	4642	4425.83	FC1	female	-1.860164489	meanmale
TRINITY_DN134521_c1_g11_i1	serpinf2	Chr02	Chr02	28540763	28540763	TRINITY_DN134521_c1_g11_i1	2346	2129.83	FC1	female	4.296835741	meanmale
TRINITY_DN134568_c1_g1_i1	tgfbrap1-like	Chr02	Chr02	108131346	108131346	TRINITY_DN134568_c1_g1_i1	4728	4511.83	FC1	female	2.668600965	meanmale
TRINITY_DN134636_c1_g1_i2	rsbn1	Chr02	Chr02	75807959	75807959	TRINITY_DN134636_c1_g1_i2	4889	4672.83	FC1	female	2.481270703	meanmale
TRINITY_DN134752_c6_g1_i2	rfxap	Chr02	Chr02	148872831	148872831	TRINITY_DN134752_c6_g1_i2	1235	1018.83	FC1	female	2.862255396	meanmale
TRINITY_DN134940_c0_g4_i10	map7d2	Chr02	Chr02	39317646	39317646	TRINITY_DN134940_c0_g4_i10	3394	3177.83	FC1	female	1.340808765	meanmale
