ID	tau	Tissue_name	gid	chr	chrone	start	end
TRINITY_DN124669_c3_g1_i1	0.130476855	G23_mean	upf1	Chr01	Chr01	79891017	79891017
TRINITY_DN124709_c0_g1_i1	0.654375076	Brain_mean	LOC101733347	Chr01	Chr01	23356858	23356858
TRINITY_DN124715_c0_g1_i2	0.334547437	Ovary_mean	LOC100135405	Chr01	Chr01	146451221	146451221
TRINITY_DN124729_c0_g1_i4	0.542450201	G43_M_mean	mmrn1	Chr01	Chr01	68973451	68973451
TRINITY_DN124730_c0_g2_i13	0.489868205	G23_mean	ap1g2	Chr01	Chr01	127741260	127741260
TRINITY_DN124739_c1_g3_i5	0.740281752	Brain_mean	homer1	Chr01	Chr01	163878577	163878577
TRINITY_DN124739_c2_g4_i1	0.400466479	G27_mean	dok7-like	Chr01	Chr01	15769619	15769619
TRINITY_DN124747_c0_g1_i2	0.313975682	Ovary_mean	LOC100493887	Chr01	Chr01	18549030	18549030
TRINITY_DN124768_c1_g3_i1	0.404045706	Ovary_mean	plk2	Chr01	Chr01	177581313	177581313
TRINITY_DN124771_c1_g6_i6	0.925978557	Brain_mean	c2cd4c	Chr01	Chr01	86414425	86414425
TRINITY_DN124784_c6_g7_i1	0.361678435	Brain_mean	srd5a3	Chr01	Chr01	31182035	31182035
TRINITY_DN124809_c0_g2_i2	0.417006297	Brain_mean	tpgs2	Chr01	Chr01	193667121	193667121
TRINITY_DN124828_c1_g2_i1	0.216959642	Brain_mean	Xetrov90003513m	Chr01	Chr01	175019242	175019242
TRINITY_DN124832_c9_g3_i2	0.326725071	Ovary_mean	mrpl35	Chr01	Chr01	15165528	15165528
TRINITY_DN124848_c3_g1_i2	0.499601318	Testis_mean	slc12a2	Chr01	Chr01	159210667	159210667
TRINITY_DN124877_c0_g1_i2	0.63141234	G46_M_mean	yipf7	Chr01	Chr01	28520233	28520233
TRINITY_DN124906_c0_g1_i2	0.348404169	Ovary_mean	acad10	Chr01	Chr01	154392658	154392658
TRINITY_DN124922_c6_g7_i1	0.398897565	Ovary_mean	ccrn4l	Chr01	Chr01	51728403	51728403
TRINITY_DN124955_c0_g2_i2	0.279967452	Brain_mean	vps13a	Chr01	Chr01	119998679	119998679
TRINITY_DN124961_c0_g1_i1	0.18545569	G46_M_mean	Xetrov90001598m	Chr01	Chr01	85273162	85273162
TRINITY_DN124985_c4_g2_i1	0.537043863	Ovary_mean	orai2	Chr01	Chr01	153669594	153669594
TRINITY_DN124988_c3_g1_i2	0.499872751	Brain_mean	slc20a2	Chr01	Chr01	75765623	75765623
TRINITY_DN125001_c0_g1_i2	0.222199738	Brain_mean	dctn6	Chr01	Chr01	90311373	90311373
TRINITY_DN125015_c1_g1_i1	0.502390847	Ovary_mean	znf131	Chr01	Chr01	182108399	182108399
TRINITY_DN125033_c0_g2_i2	0.421722366	Ovary_mean	hps4	Chr01	Chr01	140208335	140208335
TRINITY_DN125066_c0_g1_i1	0.339135824	Ovary_mean	pgrmc2	Chr01	Chr01	54746200	54746200
TRINITY_DN125092_c6_g4_i1	0.671582927	G23_mean	f2rl3	Chr01	Chr01	99837697	99837697
TRINITY_DN125100_c0_g2_i2	0.286804677	Ovary_mean	gsr	Chr01	Chr01	90037574	90037574
TRINITY_DN125103_c0_g1_i3	0.383717434	Ovary_mean	caps	Chr01	Chr01	82777390	82777390
TRINITY_DN125103_c0_g3_i4	0.076262454	G27_mean	atp5d	Chr01	Chr01	81101472	81101472
TRINITY_DN125125_c0_g1_i5	0.292801862	G23_mean	fbp1	Chr01	Chr01	123235283	123235283
TRINITY_DN125134_c9_g1_i2	0.270972608	Ovary_mean	cisd2	Chr01	Chr01	64144545	64144545
TRINITY_DN125182_c0_g2_i2	0.393624487	Ovary_mean	slc4a11	Chr01	Chr01	7782056	7782056
TRINITY_DN125190_c0_g1_i1	0.24321712	G23_mean	sec24d-like.1	Chr01	Chr01	61127823	61127823
TRINITY_DN125191_c6_g2_i1	0.435764872	Ovary_mean	hnrpk	Chr01	Chr01	122027702	122027702
TRINITY_DN125193_c1_g2_i1	0.330816324	Ovary_mean	c9orf72	Chr01	Chr01	110233810	110233810
TRINITY_DN125206_c3_g4_i2	0.451020414	Ovary_mean	nek1	Chr01	Chr01	40766102	40766102
TRINITY_DN125213_c1_g1_i3	0.705905354	Liver_mean	msr1	Chr01	Chr01	32745277	32745277
TRINITY_DN125225_c0_g3_i2	0.198506692	Ovary_mean	tmed7	Chr01	Chr01	163396750	163396750
TRINITY_DN125226_c2_g4_i2	0.425515689	Brain_mean	sec14l3	Chr01	Chr01	131870504	131870504
TRINITY_DN125252_c4_g5_i1	0.329103143	G23_mean	sugp2	Chr01	Chr01	102133978	102133978
TRINITY_DN125252_c4_g8_i1	0.627760569	Ovary_mean	pgpep1	Chr01	Chr01	82082017	82082017
TRINITY_DN125258_c0_g1_i1	0.228711551	G43_M_mean	LOC100485265	Chr01	Chr01	131046486	131046486
TRINITY_DN125267_c4_g1_i3	0.612329089	Ovary_mean	vmac	Chr01	Chr01	82768395	82768395
TRINITY_DN125306_c0_g1_i1	0.740657537	Brain_mean	sorcs2	Chr01	Chr01	19859326	19859326
TRINITY_DN125312_c0_g6_i1	0.800740473	G31_mean	foxd4l1.1	Chr01	Chr01	116838052	116838052
TRINITY_DN125325_c6_g2_i2	0.651897421	Ovary_mean	dcp2	Chr01	Chr01	134706641	134706641
TRINITY_DN125327_c1_g1_i1	0.500005395	G27_mean	LOC100493056	Chr01	Chr01	97780944	97780944
TRINITY_DN125337_c3_g1_i1	0.389591345	Ovary_mean	skiv2l2-like	Chr01	Chr01	178712368	178712368
TRINITY_DN125354_c3_g2_i4	0.300343547	Brain_mean	ssbp2	Chr01	Chr01	167954422	167954422
TRINITY_DN125361_c0_g3_i3	0.401051952	Ovary_mean	rexo1-like	Chr01	Chr01	79366314	79366314
TRINITY_DN125378_c4_g1_i2	0.492846	Liver_mean	LOC100145252	Chr01	Chr01	9931810	9931810
TRINITY_DN125394_c5_g1_i2	0.53469037	Brain_mean	rilpl1	Chr01	Chr01	152417915	152417915
TRINITY_DN125404_c0_g1_i1	0.489363519	Ovary_mean	cenpk	Chr01	Chr01	175050370	175050370
TRINITY_DN125443_c1_g1_i4	0.339625474	Ovary_mean	fam53a	Chr01	Chr01	13456936	13456936
TRINITY_DN125454_c3_g1_i1	0.722687886	Ovary_mean	slc45a2	Chr01	Chr01	186379597	186379597
TRINITY_DN125463_c2_g1_i1	0.230923121	G23_mean	pes1	Chr01	Chr01	131788303	131788303
TRINITY_DN125463_c5_g2_i5	0.242372958	G27_mean	abcg2	Chr01	Chr01	69819146	69819146
TRINITY_DN125463_c6_g3_i1	0.354600736	Ovary_mean	nop14	Chr01	Chr01	16332469	16332469
TRINITY_DN125467_c0_g1_i1	0.337308535	G23_mean	gpr125	Chr01	Chr01	22373004	22373004
TRINITY_DN125473_c4_g2_i1	0.557103534	Brain_mean	slc27a6	Chr01	Chr01	158933233	158933233
TRINITY_DN125476_c1_g2_i1	0.355128022	Ovary_mean	plrg1	Chr01	Chr01	45313874	45313874
TRINITY_DN125523_c7_g1_i1	0.526379943	Brain_mean	sgtb-like	Chr01	Chr01	174966673	174966673
TRINITY_DN125527_c2_g1_i1	0.849396139	Brain_mean	kcnn1	Chr01	Chr01	99413404	99413404
TRINITY_DN125527_c2_g7_i1	0.462407088	Brain_mean	LOC100145581	Chr01	Chr01	134198372	134198372
TRINITY_DN125543_c1_g5_i1	0.364355649	Ovary_mean	aaed1	Chr01	Chr01	124125662	124125662
TRINITY_DN125552_c1_g2_i2	0.428780867	G46_M_mean	Xetrov90001129m	Chr01	Chr01	61281695	61281695
TRINITY_DN125554_c0_g1_i6	0.391814891	Brain_mean	pip5k1b-like	Chr01	Chr01	116999068	116999068
TRINITY_DN125563_c5_g2_i1	0.539499424	Ovary_mean	LOC100145112	Chr01	Chr01	79084946	79084946
TRINITY_DN125571_c3_g1_i11	0.236081301	G27_mean	Xetrov90002803m	Chr01	Chr01	139222545	139222545
TRINITY_DN125573_c0_g1_i1	0.760819479	G27_mean	enpep	Chr01	Chr01	58901065	58901065
TRINITY_DN125585_c0_g1_i3	0.306081249	Ovary_mean	anapc10	Chr01	Chr01	49632803	49632803
TRINITY_DN125593_c0_g1_i3	0.5143122	G23_mean	Xetrov90003130m	Chr01	Chr01	153318323	153318323
TRINITY_DN125603_c0_g3_i1	0.140749403	G23_mean	etfdh	Chr01	Chr01	43724131	43724131
TRINITY_DN125605_c3_g3_i1	0.456751833	Brain_mean	sod3	Chr01	Chr01	21082217	21082217
TRINITY_DN125614_c0_g2_i1	0.527325632	G23_mean	mab21l2	Chr01	Chr01	47348499	47348499
TRINITY_DN125629_c0_g2_i2	0.620039057	Ovary_mean	mmaa	Chr01	Chr01	49159254	49159254
TRINITY_DN125667_c5_g2_i2	0.453288271	Ovary_mean	reep6	Chr01	Chr01	80453085	80453085
TRINITY_DN125667_c9_g1_i1	0.551857021	Ovary_mean	prc1.2	Chr01	Chr01	90380680	90380680
TRINITY_DN125676_c0_g1_i1	0.222541314	Ovary_mean	eif4e	Chr01	Chr01	65533264	65533264
TRINITY_DN125701_c1_g11_i1	0.873593225	Brain_mean	wscd2	Chr01	Chr01	155701574	155701574
TRINITY_DN125710_c0_g2_i2	0.598937952	Ovary_mean	rasgef1b	Chr01	Chr01	88441809	88441809
TRINITY_DN125712_c6_g4_i1	0.546445885	G43_M_mean	myo1f	Chr01	Chr01	83073653	83073653
TRINITY_DN125721_c2_g1_i2	0.29485274	G43_M_mean	mmp14	Chr01	Chr01	127876910	127876910
TRINITY_DN125750_c0_g3_i1	0.151932127	Ovary_mean	cct7	Chr01	Chr01	10430696	10430696
TRINITY_DN125761_c2_g2_i1	0.583582055	Ovary_mean	gtf2h2	Chr01	Chr01	167346363	167346363
TRINITY_DN125771_c0_g1_i3	0.43925689	Brain_mean	pacrgl	Chr01	Chr01	22668808	22668808
TRINITY_DN125805_c0_g1_i2	0.365069919	Ovary_mean	gucd1	Chr01	Chr01	144088963	144088963
TRINITY_DN125832_c3_g1_i1	0.530407758	Ovary_mean	mad2l1	Chr01	Chr01	61633139	61633139
TRINITY_DN125833_c0_g1_i2	0.226824785	G23_mean	anp32b	Chr01	Chr01	95397335	95397335
TRINITY_DN125836_c0_g1_i3	0.484029678	Ovary_mean	LOC100498452	Chr01	Chr01	54941710	54941710
TRINITY_DN125840_c7_g1_i3	0.194424145	Ovary_mean	vps29	Chr01	Chr01	154178855	154178855
TRINITY_DN125895_c0_g1_i2	0.48136812	Ovary_mean	cdkn2aip	Chr01	Chr01	35971555	35971555
TRINITY_DN125908_c0_g1_i1	0.689767699	Brain_mean	ndst4	Chr01	Chr01	60306669	60306669
TRINITY_DN125916_c0_g2_i1	0.407445178	Ovary_mean	usp38	Chr01	Chr01	49976472	49976472
TRINITY_DN125918_c1_g1_i4	0.410864085	Ovary_mean	Xetrov90000896m	Chr01	Chr01	46089611	46089611
TRINITY_DN125960_c1_g1_i3	0.661965655	Ovary_mean	helq-like	Chr01	Chr01	91722512	91722512
TRINITY_DN125995_c8_g1_i1	0.28786359	Testis_mean	mex3c	Chr01	Chr01	191308852	191308852
TRINITY_DN126015_c0_g1_i5	0.108189953	G27_mean	plgrkt	Chr01	Chr01	114840949	114840949
TRINITY_DN126027_c5_g1_i5	0.213192404	G23_mean	dhx15	Chr01	Chr01	21109905	21109905
TRINITY_DN126031_c3_g1_i1	0.592822472	Ovary_mean	dnajb14	Chr01	Chr01	65029186	65029186
TRINITY_DN126034_c2_g2_i2	0.373523069	G23_mean	rell1	Chr01	Chr01	25921146	25921146
TRINITY_DN126038_c0_g1_i2	0.51544556	Ovary_mean	ccdc92	Chr01	Chr01	152187591	152187591
TRINITY_DN126084_c8_g3_i1	0.278987094	G43_M_mean	ankdd1b	Chr01	Chr01	165443585	165443585
TRINITY_DN126088_c0_g2_i2	0.498347815	Ovary_mean	xrcc4	Chr01	Chr01	168535733	168535733
TRINITY_DN126103_c0_g1_i1	0.679403403	Ovary_mean	Xetrov90001099m	Chr01	Chr01	59453619	59453619
TRINITY_DN126111_c0_g1_i3	0.42821191	Ovary_mean	ccdc149-like	Chr01	Chr01	21049873	21049873
TRINITY_DN126115_c5_g1_i1	0.145067718	G23_mean	timm44	Chr01	Chr01	73395692	73395692
TRINITY_DN126117_c0_g5_i1	0.318409236	Ovary_mean	top3b-like	Chr01	Chr01	145498207	145498207
TRINITY_DN126118_c1_g1_i1	0.557273506	G23_mean	s1pr3	Chr01	Chr01	125547611	125547611
TRINITY_DN126141_c0_g1_i3	0.196272355	G23_mean	ranbp3l-like	Chr01	Chr01	183953687	183953687
TRINITY_DN126147_c0_g3_i3	0.782941616	Brain_mean	sgcz	Chr01	Chr01	32129779	32129779
TRINITY_DN126171_c0_g1_i1	0.298076936	G27_mean	pdgfrl	Chr01	Chr01	33244452	33244452
TRINITY_DN126186_c7_g2_i2	0.526497364	Testis_mean	arl14epl-like	Chr01	Chr01	163243296	163243296
TRINITY_DN126237_c11_g4_i1	0.275495723	G46_M_mean	LOC100492058	Chr01	Chr01	100030752	100030752
TRINITY_DN126268_c0_g1_i2	0.308217875	Liver_mean	cyp4v2-like.2	Chr01	Chr01	34856089	34856089
TRINITY_DN126278_c4_g3_i1	0.414728366	Liver_mean	c6.2	Chr01	Chr01	182876954	182876954
TRINITY_DN126284_c5_g1_i3	0.236649883	Ovary_mean	srp72	Chr01	Chr01	100771709	100771709
TRINITY_DN126301_c0_g1_i2	0.305540802	Ovary_mean	MGC76064	Chr01	Chr01	117118938	117118938
TRINITY_DN126308_c0_g2_i9	0.14795054	G23_mean	acsl1	Chr01	Chr01	35491194	35491194
TRINITY_DN126428_c0_g1_i1	0.645427322	Brain_mean	tmem59l	Chr01	Chr01	87808570	87808570
TRINITY_DN126450_c1_g3_i1	0.112481525	G23_mean	coro1c	Chr01	Chr01	137954841	137954841
TRINITY_DN126462_c0_g1_i2	0.302437	G23_mean	ccdc11	Chr01	Chr01	191964060	191964060
TRINITY_DN126485_c2_g1_i2	0.643474442	G43_F_mean	LOC100487777	Chr01	Chr01	65368064	65368064
TRINITY_DN126499_c3_g4_i2	0.440035896	Ovary_mean	rfc5	Chr01	Chr01	156682095	156682095
TRINITY_DN126511_c6_g1_i2	0.374625438	Brain_mean	rhbdd3	Chr01	Chr01	132535016	132535016
TRINITY_DN126517_c0_g1_i2	0.582953169	Brain_mean	rgmb	Chr01	Chr01	173550726	173550726
TRINITY_DN126541_c4_g1_i1	0.406750623	Ovary_mean	fer	Chr01	Chr01	135858059	135858059
TRINITY_DN126545_c0_g3_i5	0.516887059	Ovary_mean	fabp1	Chr01	Chr01	15230089	15230089
TRINITY_DN126550_c3_g2_i1	0.474640178	Testis_mean	pkd2	Chr01	Chr01	69861488	69861488
TRINITY_DN126551_c0_g2_i5	0.361156843	Ovary_mean	Xetrov90002881m	Chr01	Chr01	143481864	143481864
TRINITY_DN126563_c2_g1_i1	0.401772515	Ovary_mean	sh3rf1	Chr01	Chr01	40862906	40862906
TRINITY_DN126571_c0_g1_i2	0.775711188	Brain_mean	LOC101731735	Chr01	Chr01	25052787	25052787
TRINITY_DN126586_c0_g1_i1	0.151428308	Ovary_mean	LOC734097-like	Chr01	Chr01	131918372	131918372
TRINITY_DN126602_c0_g1_i2	0.552195647	Testis_mean	mamdc2	Chr01	Chr01	117467899	117467899
TRINITY_DN126604_c0_g1_i1	0.631480235	Testis_mean	dmrt3	Chr01	Chr01	116424526	116424526
TRINITY_DN126604_c0_g2_i2	0.946885209	Testis_mean	dmrt1	Chr01	Chr01	116443467	116443467
TRINITY_DN126616_c6_g6_i2	0.405587377	Ovary_mean	btbd2	Chr01	Chr01	83969265	83969265
TRINITY_DN126629_c0_g1_i1	0.304593019	Ovary_mean	acsbg2	Chr01	Chr01	82950824	82950824
TRINITY_DN126639_c0_g1_i1	0.442958264	Ovary_mean	fktn	Chr01	Chr01	108104004	108104004
TRINITY_DN126653_c0_g2_i1	0.566836041	Ovary_mean	fancc	Chr01	Chr01	123494974	123494974
TRINITY_DN126700_c0_g1_i1	0.644708618	G27_mean	prss12-like	Chr01	Chr01	60992714	60992714
TRINITY_DN126701_c6_g2_i1	0.424343228	Ovary_mean	pptc7	Chr01	Chr01	154213561	154213561
TRINITY_DN126721_c4_g1_i3	0.377887701	Ovary_mean	naa25	Chr01	Chr01	155058146	155058146
TRINITY_DN126736_c0_g1_i3	0.649888063	G27_mean	slc39a8-like	Chr01	Chr01	64337744	64337744
TRINITY_DN126761_c0_g1_i1	0.358898916	Ovary_mean	mrpl54	Chr01	Chr01	74389900	74389900
TRINITY_DN126769_c1_g2_i1	0.233200753	G23_mean	ptbp1	Chr01	Chr01	81914698	81914698
TRINITY_DN126781_c0_g1_i2	0.562973627	Brain_mean	rufy3	Chr01	Chr01	69610566	69610566
TRINITY_DN126815_c0_g1_i5	0.688240699	Ovary_mean	cntln-like	Chr01	Chr01	105879950	105879950
TRINITY_DN126816_c1_g1_i1	0.180932702	Brain_mean	pet112	Chr01	Chr01	46772336	46772336
TRINITY_DN126866_c2_g3_i3	0.139310541	Ovary_mean	ostc	Chr01	Chr01	57833383	57833383
TRINITY_DN126888_c6_g1_i1	0.800419146	G46_M_mean	Xetrov90002578m	Chr01	Chr01	129791521	129791521
TRINITY_DN126892_c0_g2_i3	0.225125661	Testis_mean	supt16h	Chr01	Chr01	129648747	129648747
TRINITY_DN126910_c7_g3_i1	0.244314984	Ovary_mean	iscu	Chr01	Chr01	132867555	132867555
TRINITY_DN126911_c8_g1_i1	0.310918272	Ovary_mean	zbtb5	Chr01	Chr01	96937185	96937185
TRINITY_DN126940_c4_g3_i1	0.424779146	G23_mean	ddx51-like	Chr01	Chr01	144564824	144564824
TRINITY_DN126947_c0_g3_i1	0.325580192	G27_mean	amacr	Chr01	Chr01	186342970	186342970
TRINITY_DN126956_c0_g1_i4	0.180341586	Ovary_mean	mbd2	Chr01	Chr01	190347040	190347040
TRINITY_DN126957_c0_g1_i3	0.873107356	Brain_mean	camkk2-like	Chr01	Chr01	153827883	153827883
TRINITY_DN126984_c0_g1_i2	0.174123546	Brain_mean	hmgcr-like	Chr01	Chr01	165629410	165629410
TRINITY_DN127025_c4_g1_i1	0.363973846	Ovary_mean	dapk3	Chr01	Chr01	74262644	74262644
TRINITY_DN127025_c5_g1_i1	0.253092633	Ovary_mean	tmed2	Chr01	Chr01	152402257	152402257
TRINITY_DN127040_c3_g1_i8	0.100353361	Brain_mean	dcaf11	Chr01	Chr01	127254242	127254242
TRINITY_DN127043_c1_g1_i1	0.281892418	Testis_mean	idua	Chr01	Chr01	90466017	90466017
TRINITY_DN127053_c0_g1_i2	0.29680617	Liver_mean	pla2g12a	Chr01	Chr01	59214958	59214958
TRINITY_DN127059_c1_g4_i2	0.382810278	Ovary_mean	gpbp1	Chr01	Chr01	177993717	177993717
TRINITY_DN127077_c4_g2_i4	0.739354434	Brain_mean	ntrk2	Chr01	Chr01	122212677	122212677
TRINITY_DN127078_c0_g2_i4	0.088848374	G23_mean	uso1-like	Chr01	Chr01	70085904	70085904
TRINITY_DN127084_c1_g6_i1	0.258184096	Brain_mean	maea	Chr01	Chr01	14027089	14027089
TRINITY_DN127120_c0_g1_i1	0.306033789	Brain_mean	lef1	Chr01	Chr01	57601350	57601350
TRINITY_DN127129_c2_g3_i1	0.87539592	Ovary_mean	larp6-like.1	Chr01	Chr01	82566090	82566090
TRINITY_DN127143_c0_g3_i3	0.733873419	Brain_mean	lppr1	Chr01	Chr01	104821461	104821461
TRINITY_DN127146_c0_g2_i4	0.534454499	G43_M_mean	ighx	Chr01	Chr01	128349384	128349384
TRINITY_DN127150_c4_g4_i4	0.35402044	Brain_mean	slc39a3	Chr01	Chr01	80297318	80297318
TRINITY_DN127154_c1_g3_i1	0.297431454	Brain_mean	secisbp2	Chr01	Chr01	125667448	125667448
TRINITY_DN127163_c0_g4_i1	0.329883624	Testis_mean	smarca5	Chr01	Chr01	49814354	49814354
TRINITY_DN127164_c5_g2_i1	0.629826933	Brain_mean	nr2f1	Chr01	Chr01	171601333	171601333
TRINITY_DN127166_c2_g6_i6	0.130394976	Brain_mean	bsg	Chr01	Chr01	86570587	86570587
TRINITY_DN127173_c7_g1_i3	0.369139357	Ovary_mean	tmem259	Chr01	Chr01	81416115	81416115
TRINITY_DN127174_c0_g1_i1	0.24361818	Ovary_mean	casp6	Chr01	Chr01	59235302	59235302
TRINITY_DN127187_c0_g3_i1	0.353566155	G43_F_mean	sfrp2	Chr01	Chr01	45713108	45713108
TRINITY_DN127208_c2_g8_i1	0.471766555	Brain_mean	pik3r1-like	Chr01	Chr01	173932735	173932735
TRINITY_DN127225_c3_g2_i2	0.406980115	Brain_mean	abhd17a	Chr01	Chr01	79338399	79338399
TRINITY_DN127233_c1_g1_i5	0.336679502	Ovary_mean	paics.1	Chr01	Chr01	31652922	31652922
TRINITY_DN127261_c1_g2_i6	0.410544527	G23_mean	bmpr1b	Chr01	Chr01	66712593	66712593
TRINITY_DN127280_c7_g2_i1	0.621753498	Ovary_mean	LOC100498627	Chr01	Chr01	131257426	131257426
TRINITY_DN127287_c0_g1_i2	0.313687022	Ovary_mean	thoc5	Chr01	Chr01	132400381	132400381
TRINITY_DN127298_c8_g2_i1	0.491574206	Ovary_mean	gatsl3	Chr01	Chr01	131983209	131983209
TRINITY_DN127312_c0_g1_i1	0.463690927	Ovary_mean	snx25-like	Chr01	Chr01	35262666	35262666
TRINITY_DN127313_c0_g2_i1	0.233338558	G23_mean	anp32c	Chr01	Chr01	83033444	83033444
TRINITY_DN127319_c0_g4_i3	0.291872735	Brain_mean	ttc37	Chr01	Chr01	172508563	172508563
TRINITY_DN127341_c11_g1_i1	0.696907457	Ovary_mean	elac1	Chr01	Chr01	191702966	191702966
TRINITY_DN127344_c0_g1_i3	0.319921019	Testis_mean	patz1	Chr01	Chr01	143518974	143518974
TRINITY_DN127345_c0_g1_i2	0.550084031	Ovary_mean	hpse	Chr01	Chr01	88798881	88798881
TRINITY_DN127351_c3_g3_i1	0.523236434	Ovary_mean	tpgs1	Chr01	Chr01	86538887	86538887
TRINITY_DN127374_c0_g3_i1	0.924901616	Ovary_mean	ube2l3	Chr01	Chr01	145345429	145345429
TRINITY_DN127375_c0_g1_i1	0.279389725	Ovary_mean	nans	Chr01	Chr01	97809488	97809488
TRINITY_DN127380_c0_g1_i1	0.402553578	G43_M_mean	nsun7	Chr01	Chr01	27448767	27448767
TRINITY_DN127394_c1_g1_i1	0.760152797	G27_mean	hapln1	Chr01	Chr01	168887961	168887961
TRINITY_DN127422_c1_g1_i1	0.455315056	Brain_mean	med13l-like	Chr01	Chr01	132909027	132909027
TRINITY_DN127422_c1_g2_i2	0.595322882	Ovary_mean	shd-like	Chr01	Chr01	75110638	75110638
TRINITY_DN127427_c5_g1_i1	0.218470978	Ovary_mean	LOC100489521	Chr01	Chr01	102150360	102150360
TRINITY_DN127429_c1_g3_i4	0.435858476	Ovary_mean	kif2a-like	Chr01	Chr01	176094608	176094608
TRINITY_DN127429_c4_g2_i7	0.502602525	Brain_mean	nfic	Chr01	Chr01	79132147	79132147
TRINITY_DN127439_c2_g3_i1	0.301690269	Ovary_mean	nadk2	Chr01	Chr01	183992568	183992568
TRINITY_DN127470_c0_g2_i2	0.242289262	G46_M_mean	rasl11b	Chr01	Chr01	30238664	30238664
TRINITY_DN127474_c0_g1_i3	0.638489913	Ovary_mean	f2rl1-like	Chr01	Chr01	164954524	164954524
TRINITY_DN127491_c0_g4_i4	0.205595229	Brain_mean	gne	Chr01	Chr01	97909119	97909119
TRINITY_DN127502_c1_g1_i1	0.779496816	Brain_mean	tusc3	Chr01	Chr01	32624515	32624515
TRINITY_DN127529_c6_g3_i1	0.544868343	Brain_mean	gnaq	Chr01	Chr01	120231174	120231174
TRINITY_DN127574_c0_g1_i13	0.616365336	Brain_mean	chrnb3	Chr01	Chr01	90332674	90332674
TRINITY_DN127619_c2_g2_i2	0.481971934	Ovary_mean	Xetrov90000956m	Chr01	Chr01	49857945	49857945
TRINITY_DN127630_c3_g2_i2	0.418181336	Ovary_mean	habp4	Chr01	Chr01	124042100	124042100
TRINITY_DN127630_c5_g3_i1	0.535710515	Ovary_mean	trpv4-like	Chr01	Chr01	138736961	138736961
TRINITY_DN127634_c2_g2_i1	0.314832157	Ovary_mean	kdm3a-like	Chr01	Chr01	11385032	11385032
TRINITY_DN127637_c0_g3_i1	0.237372807	Brain_mean	mapk1	Chr01	Chr01	145564894	145564894
TRINITY_DN127646_c0_g2_i1	0.830174181	Brain_mean	sv2c	Chr01	Chr01	165245806	165245806
TRINITY_DN127676_c1_g1_i3	0.515277074	Ovary_mean	c18orf25	Chr01	Chr01	193320434	193320434
TRINITY_DN127683_c0_g4_i1	0.300186534	Ovary_mean	polr2e	Chr01	Chr01	81249350	81249350
TRINITY_DN127703_c4_g1_i3	0.431608388	Liver_mean	capsl	Chr01	Chr01	185311838	185311838
TRINITY_DN127713_c2_g2_i1	0.597579474	Brain_mean	rab36	Chr01	Chr01	143921007	143921007
TRINITY_DN127736_c7_g2_i1	0.349698281	G27_mean	npnt-like	Chr01	Chr01	62944999	62944999
TRINITY_DN127743_c1_g1_i6	0.271993859	Ovary_mean	csnk1g3	Chr01	Chr01	160600427	160600427
TRINITY_DN127751_c5_g1_i6	0.145805464	G43_M_mean	ccng2	Chr01	Chr01	94888895	94888895
TRINITY_DN127766_c5_g2_i1	0.471339954	Ovary_mean	kxd1	Chr01	Chr01	87476847	87476847
TRINITY_DN127789_c1_g1_i2	0.318448821	Ovary_mean	commd8	Chr01	Chr01	29313103	29313103
TRINITY_DN127793_c0_g2_i3	0.57179391	Ovary_mean	fut10	Chr01	Chr01	77794396	77794396
TRINITY_DN127866_c0_g1_i3	0.780241735	Brain_mean	cabp1	Chr01	Chr01	143303122	143303122
TRINITY_DN127870_c2_g3_i1	0.367794349	Testis_mean	slc25a42	Chr01	Chr01	102102855	102102855
TRINITY_DN127876_c3_g2_i2	0.469071706	Ovary_mean	tmem161b-like	Chr01	Chr01	170004600	170004600
TRINITY_DN127880_c5_g15_i3	0.275553229	Ovary_mean	adh5	Chr01	Chr01	65460801	65460801
TRINITY_DN127889_c0_g2_i4	0.261350973	Testis_mean	ccdc64	Chr01	Chr01	142899975	142899975
TRINITY_DN127922_c6_g2_i8	0.172875063	Brain_mean	atxn2	Chr01	Chr01	154471748	154471748
TRINITY_DN127929_c1_g1_i2	0.571023925	Ovary_mean	mlana-like	Chr01	Chr01	114661493	114661493
TRINITY_DN128007_c1_g3_i1	0.264294686	Brain_mean	arvcf	Chr01	Chr01	146462404	146462404
TRINITY_DN128031_c1_g1_i1	0.595023946	Brain_mean	spock3	Chr01	Chr01	41555975	41555975
TRINITY_DN128038_c3_g1_i6	0.362747357	Ovary_mean	Xetrov90002887m	Chr01	Chr01	143564540	143564540
TRINITY_DN128067_c1_g4_i1	0.237879393	Ovary_mean	MGC107841	Chr01	Chr01	132118453	132118453
TRINITY_DN128074_c1_g1_i2	0.378833268	Ovary_mean	tapt1	Chr01	Chr01	16782031	16782031
TRINITY_DN128080_c0_g1_i5	0.269011965	Ovary_mean	zcchc8	Chr01	Chr01	153110233	153110233
TRINITY_DN128095_c4_g3_i3	0.703016473	G23_mean	LOC100493696-like	Chr01	Chr01	158204073	158204073
TRINITY_DN128115_c1_g1_i1	0.402746606	Ovary_mean	tmem2	Chr01	Chr01	118055189	118055189
TRINITY_DN128139_c0_g1_i1	0.661404741	Brain_mean	sfxn5	Chr01	Chr01	10604833	10604833
TRINITY_DN128154_c0_g1_i1	0.518675208	Ovary_mean	plk4	Chr01	Chr01	54832382	54832382
