gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXrain	PV.XYbrain.XXrain	FDR.XYbrain.XXrain	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB	average	ward.D
TRINITY_DN130569_c1_g1_i1	NA	NA	NA	NA	1.10735827683692	3.07521176129847	1.60405695901724e-09	3.87233932242752e-06	-1.32206671698285	1.74892166632936	-1.33612247532014	-0.601705340577554	1.98396345288765	-2.26580446714978	2.43550056205787	0.220312519982394	1.90421276705309	1.13002826770344	2	1
TRINITY_DN130680_c2_g1_i1	NA	NA	NA	NA	1.74139423630243	-3.03545485821083	0.0001121010569071	0.0226178854525436	0.316792090176423	0.0126219592782359	-1.33612247532014	4.45520803813881	-0.327918247203267	2.07561858721286	-0.0752929563823724	0.863832689386275	-0.347936213960093	-0.565374018656425	1	2
TRINITY_DN131144_c0_g4_i3	NA	NA	NA	NA	0.898108994052378	2.41430365613083	6.80910492731987e-05	0.0150679817787483	-1.0453683000129	2.45368330078851	0.195961230726237	-1.65662646256596	1.98396345288765	-2.26580446714978	1.13622625080511	0.30772046129236	0.14459403036461	1.17904777830498	2	1
TRINITY_DN131144_c0_g8_i1	NA	NA	NA	NA	0.87173944917481	1.82236904582167	6.47961549707594e-05	0.0144593436575506	-0.0117639557664139	2.05143043203	0.391791020356179	-0.802069443444115	1.87854467227641	-0.954028999520524	1.30198285624198	0.0278007617695861	0.98886887156015	0.518238252264886	2	1
TRINITY_DN131154_c3_g9_i2	NA	NA	NA	NA	3.39102406053563	1.02352674029641	0.000253420201959149	0.0442735096251659	2.3840113004881	3.88838875036053	3.28125194105872	3.17519594787134	4.08833602264922	2.3443642783867	4.01824395200508	2.54149379662298	3.10746332183793	3.73423036858044	2	1
TRINITY_DN131220_c7_g1_i1	NA	NA	NA	NA	6.08834423930211	1.14525737371872	0.000246860224963685	0.0434130680391435	5.01252144984726	6.56899547895851	5.29578877484688	5.34514588415523	6.52198515177464	5.84657852424989	7.05888951050836	5.40179900794162	6.9462096813275	4.63699469175877	2	1
TRINITY_DN131251_c3_g6_i1	eif5b-like	Chr02	109082024	109082024	1.96533713376263	-4.86971848165142	5.53424212578348e-05	0.0127792869261026	2.40719509600343	0.40318622229689	3.81269104084847	1.90115685952118	-2.37527213103578	-2.77316925856254	-2.77316925856253	3.82678587495879	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN131753_c0_g4_i1	NA	NA	NA	NA	2.25409733792933	3.4083138132014	2.20616032628199e-05	0.00665733948459299	-0.281456903018405	4.33204244294516	-0.630651022549425	-0.269039528088971	0.224464934615677	0.463939852378865	4.34391640932955	0.0278007617695861	0.14459403036461	-0.273927017634589	2	1
TRINITY_DN131767_c0_g2_i1	NA	NA	NA	NA	5.30420301633851	0.831248693413865	9.03621619457112e-06	0.00333273223676161	4.81432079192909	5.75525119952023	4.83913370212397	4.76277695204623	5.84368659549496	4.61461812435317	5.18799330516512	5.08668967218012	5.8682385246614	5.53257287907217	2	1
TRINITY_DN131925_c1_g2_i3	NA	NA	NA	NA	3.130557008731	1.92925784154266	0.000229624405131063	0.0409240005252039	0.215365821403099	2.61008707000141	1.72701866180909	2.19837230251077	4.65990723208019	1.63484064927717	3.22259531039444	2.66249417141115	1.51794946383034	4.63699469175877	3	1
TRINITY_DN132104_c0_g2_i3	NA	NA	NA	NA	2.72759329565098	2.34071268017929	0.000125089873168962	0.0246056413481615	0.87772488604333	1.53137669847199	1.92980323205898	1.13556784000853	4.15381075043787	0.951709197500652	1.45064253957686	0.612407715830182	1.30111747744842	4.82967602553943	3	1
TRINITY_DN132123_c0_g1_i2	NA	NA	NA	NA	4.1299712371291	1.03269970543967	3.43621401348792e-05	0.00921703667961331	3.6814748684182	4.04049448639744	3.63070101134891	3.7339372012722	4.94306149712071	3.13379824186425	4.04187716452313	3.38940769950386	4.33687099461565	5.05320072349273	3	1
TRINITY_DN132431_c2_g3_i1	NA	NA	NA	NA	1.01454329443114	-2.92422658930191	0.00025551345236952	0.0443474492004744	2.4300122175721	-2.77316925856254	1.92980323205898	2.73126577776063	-2.77316925856254	-0.0774273982842565	-0.375694042429544	-0.0790324053595914	-0.676108619568355	0.357180637072078	1	2
TRINITY_DN132560_c1_g7_i1	NA	NA	NA	NA	0.10333790298114	3.95296064169224	0.000137157260835313	0.0265176464773175	-1.66473658769593	-2.15397820898193	-1.33612247532014	-2.10947508074266	2.08220096953402	-2.77316925856254	-2.77316925856253	-2.77316925856253	0.511095392050883	1.48221341976601	3	1
TRINITY_DN132642_c5_g2_i1	znf703	Chr03	114950704	114950704	0.32651936692169	7.92417635423385	1.83537623211322e-11	5.41537953819629e-08	-2.77316925856254	1.90809043814747	-2.77316925856254	-2.77316925856254	1.00329692436737	-2.77316925856254	1.89319874920264	-2.77316925856253	-2.77316925856254	1.13002826770344	2	1
TRINITY_DN132667_c0_g6_i1	NA	NA	NA	NA	3.54880003328165	-1.15449061050238	7.11314147578998e-05	0.0156107001561655	4.13467825488152	3.2081716260362	4.2950448133616	3.37852832195055	2.56242345646333	3.4262997958386	3.34163181512701	4.47209335907884	2.28156146535057	2.70049587897629	1	2
TRINITY_DN132765_c1_g1_i7	lrrc8c	Chr04	95532979	95532979	1.56098540226169	3.34202376600046	4.75024532096104e-05	0.0111630765042585	-0.613430788596734	3.2081716260362	-0.299704175391152	-0.802069443444115	-2.0637268665255	-1.34781433517476	-0.991047603195064	-0.319831704997639	2.48062488725798	3.44460323720259	2	1
TRINITY_DN133064_c1_g2_i1	NA	NA	NA	NA	0.32328660142461	7.87906565468908	8.31611182163663e-08	0.000100379249737982	-2.77316925856254	-2.77316925856254	-2.77316925856254	-2.77316925856254	1.72481652385107	-2.77316925856254	1.30198285624198	-2.77316925856253	-2.77316925856254	2.42374366655551	3	1
TRINITY_DN133322_c1_g4_i1	NA	NA	NA	NA	0.993334742481997	2.34844725005486	1.24926607245778e-05	0.00414678256926454	0.106266078392064	1.49170225323813	0.391791020356179	-0.601705340577554	2.4686699962951	-1.137527646527	0.654070001114829	-2.19068641852245	1.04583185125894	1.91728771831915	2	1
TRINITY_DN133534_c1_g5_i1	NA	NA	NA	NA	0.00715335960793081	2.44512392500346	5.28431374347539e-05	0.0123092062682446	-2.77316925856254	0.120613071187052	-1.06084620528247	-1.65662646256596	0.533152471916389	-1.89118924989139	0.283058383092436	-0.319831704997639	1.59631181600942	0.269365620576968	2	1
TRINITY_DN133748_c2_g1_i1	NA	NA	NA	NA	1.15316484577235	-4.34077063887124	0.00014889439699223	0.0278443007896384	2.9865509107148	-2.77316925856254	3.329849801039	-0.601705340577554	-1.59025835679578	1.12483557167832	-2.77316925856253	-2.77316925856253	-2.77316925856254	-0.147669163917227	1	2
TRINITY_DN133888_c1_g5_i1	NA	NA	NA	NA	2.36316468660278	-4.77498805471596	3.20082222520338e-05	0.00876087113391069	2.85784007799154	0.710228590241958	4.34318789767771	1.90115685952118	-2.0637268665255	-2.77316925856254	-2.77316925856253	4.16195418132482	-1.707742125593	-2.77316925856254	1	2
TRINITY_DN133976_c2_g2_i1	NA	NA	NA	NA	2.93555110867559	1.51368847157263	0.000187223572161806	0.0342877376465983	2.23649349891898	2.7342808083318	0.564188168535936	1.52638906934232	4.07646676629133	2.57082239084124	2.65571681173335	2.32811993040714	2.92212047653461	4.21746755752676	3	1
TRINITY_DN134062_c1_g1_i3	NA	NA	NA	NA	2.23669566254005	3.99220566683686	9.51322482767178e-05	0.0198916287636869	-0.14031763843261	0.777765044560992	0.297196291999436	-0.601705340577554	-2.0637268665255	-1.59406957651402	1.99356616415926	-1.77689034965486	-0.208168715966179	5.21178415613655	2	1
TRINITY_DN134235_c0_g1_i1	hlcs-like	Chr02	8640763	8640763	2.02171881948573	2.55968871995048	6.19008996673451e-05	0.0139303253446301	1.85328815036485	2.96908867498469	0.195961230726237	0.22856190717737	3.08892202018545	-1.59406957651402	2.25853943718777	-2.77316925856253	2.98172587107495	2.31828876745025	2	1
TRINITY_DN134318_c0_g3_i1	rab3a	Chr01	84848892	84848892	3.12587199011032	0.84618154873318	0.000296666981043994	0.0492374480101454	2.55981916511546	3.32565706968574	2.61859326004364	2.93842951864262	3.46776913559419	2.4293805210709	3.48645716427656	2.66249417141115	3.40828527708615	3.69263540827487	2	1
TRINITY_DN134429_c5_g1_i1	ap1m1	Chr01	79874854	79874854	7.00918032584189	1.29036601827506	4.49363242819899e-05	0.0108480371937113	5.69992186426156	7.6303056536464	6.10171424279931	6.27410992951885	7.64289164240547	6.74627832153962	7.4903295133711	6.10050874269179	8.14716066597891	5.72021889569163	2	1
TRINITY_DN134497_c1_g3_i1	NA	NA	NA	NA	1.09228179968627	-5.84666798172736	1.92473911608918e-07	0.000154883173417418	1.28059575632025	-1.12054296182427	2.98004671905559	0.956580290161962	-2.77316925856254	-2.77316925856254	-2.77316925856253	3.02686726483668	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN134524_c3_g3_i1	NA	NA	NA	NA	4.22732321914172	3.93472523170357	2.77451671608204e-05	0.00792282657657129	0.942634585622915	1.22758638768871	-0.15893503352674	1.34417220518967	6.38514870677496	1.24227933950231	-0.217688812881147	2.10227522093535	1.20435400533482	6.40839819152091	3	1
TRINITY_DN134769_c2_g1_i4	NA	NA	NA	NA	4.34694293061423	-5.37443904830429	2.58456978739998e-09	5.27948082341589e-06	5.111117032578	1.84651378879349	6.23527552244597	4.24374410276912	-1.08471942283859	-0.278506454187021	-1.27262876740008	6.10356526759036	-1.10161374101455	-0.930998555222285	1	2
TRINITY_DN134983_c5_g1_i2	NA	NA	NA	NA	2.14625420207912	-5.29603899970829	5.6746517841615e-06	0.00235453715825638	2.55981916511546	0.120613071187052	4.03415891397191	2.11545493272741	-2.0637268665255	-2.77316925856254	-2.77316925856253	4.00734910616993	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN135618_c2_g1_i1	NA	NA	NA	NA	6.0497912300492	1.10878878170487	1.0552030775604e-05	0.00365144232021205	5.70226683364051	6.07178029529307	5.24917166776444	5.50841326625146	6.91365146933443	5.0311318324831	6.04788224288048	5.3868230687259	5.77865574668437	7.1617492339473	3	1
TRINITY_DN135640_c2_g9_i1	NA	NA	NA	NA	2.2438552819357	-7.01756685803477	4.41815195564311e-05	0.0108362887696246	-2.77316925856254	-2.77316925856254	-2.77316925856254	0.597851526328014	-2.77316925856254	5.39256942883764	-2.77316925856253	0.54205394654814	-2.77316925856254	-1.15568607082397	1	2
TRINITY_DN135666_c0_g3_i1	NA	NA	NA	NA	4.81134877778558	0.767251058457194	0.00028380700309429	0.0480031526571265	4.1066271014694	4.71029616972452	4.42934221186292	4.60456063778682	5.69377609757816	4.16203125554965	5.07417440267183	4.5323088792148	5.06506771442319	4.96859742569431	2	1
TRINITY_DN135864_c0_g11_i1	LOC100489188	Chr09	55654910	55654910	3.49861509995237	8.0542939134509	1.44830442809982e-55	3.84597240881906e-51	-2.77316925856254	4.58863565362136	-2.77316925856254	-2.77316925856254	4.62502209705675	-1.137527646527	5.11930463172287	-2.77316925856253	3.86920654314714	3.78261126776204	2	1
TRINITY_DN135864_c0_g1_i1	NA	NA	NA	NA	5.40431549794467	-1.06804799727121	6.6239783440982e-06	0.00270614992196196	5.65946292013374	4.92658553111905	5.87282242922655	5.61538419307583	5.01737266108047	6.30148992986497	5.25692939359563	5.626668706965	4.18666117682069	4.15145183978289	1	2
TRINITY_DN135896_c2_g3_i1	NA	NA	NA	NA	10.896448930901	4.5825998647315	1.13048619840106e-05	0.00380000772133419	6.7292740941042	8.08242123223213	6.49970269721556	7.77183954230026	12.6428223572573	7.59698907957953	6.54071553604661	7.28075712151831	6.54075004883621	13.4822592698093	3	1
TRINITY_DN135947_c1_g1_i1	NA	NA	NA	NA	0.951128191170041	-3.943671061935	7.97993180017883e-08	0.000100379249737982	2.93961965364633	-2.15397820898193	1.92980323205898	-2.10947508074266	-1.59025835679578	1.89609466004998	-1.62283186729836	1.17405717198591	-1.37307727398408	-0.930998555222285	1	2
TRINITY_DN135966_c1_g1_i10	pak3	Chr08	30378107	30378107	5.2275976939213	0.718413301497774	8.48029907212427e-05	0.0179839886376883	5.12865846976097	5.48922538200632	4.87641934440492	4.87205409974769	5.38125335223206	4.48954025238211	5.86123829746042	4.6870266957263	5.39055299526587	5.53021335102431	2	1
TRINITY_DN136241_c3_g1_i3	NA	NA	NA	NA	2.75556828821632	1.42130481380742	2.66261623113175e-07	0.000202016497193439	2.07215557353634	3.69231922903248	1.83197093134506	1.96570050371995	3.31451941780436	2.07561858721286	3.34163181512701	1.46769961150837	2.79497077505939	3.14488998053579	2	1
TRINITY_DN136506_c0_g1_i1	NA	NA	NA	NA	0.055919858261291	2.75855691954375	0.000207140291773683	0.0374191186942187	-1.66473658769593	-1.72212622827286	-1.33612247532014	-1.03481856565893	1.06866419892442	-2.26580446714978	1.19362070436754	-1.19317034850844	-1.37307727398408	1.73260257708972	3	1
TRINITY_DN139125_c0_g1_i1	NA	NA	NA	NA	0.148883040019893	-3.37463162534966	1.59198266108172e-05	0.00503274994821728	0.663386919582485	-0.89343670940827	1.92980323205898	-0.601705340577554	-2.37527213103578	-1.34781433517476	-1.62283186729836	1.71156404300483	-1.37307727398408	-2.77316925856254	1	2
TRINITY_DN154814_c0_g1_i1	NA	NA	NA	NA	0.687788582662517	-4.63454043739402	2.84763836235146e-06	0.00137489157658624	1.59517431712479	-0.89343670940827	2.05071080220668	0.514008487601079	-2.77316925856254	-2.77316925856254	-2.08626181916188	2.66249417141115	-2.77316925856254	-2.17185478264133	1	2
TRINITY_DN173093_c0_g1_i1	NA	NA	NA	NA	1.93509264103886	3.79795220143976	1.0587876432172e-05	0.00365144232021205	-1.32206671698285	0.315004790113944	-1.06084620528247	-0.601705340577554	3.93464587243914	-1.34781433517476	-0.991047603195064	0.220312519982394	-0.208168715966179	4.0230899652756	3	1
TRINITY_DN177856_c0_g1_i1	NA	NA	NA	NA	0.89928301782242	-8.57759859578402	2.8639323975976e-13	1.26752874697007e-09	1.91928168985863	-2.77316925856254	2.26580795152031	2.39867913220178	-2.77316925856254	2.05436232337348	-2.77316925856253	-2.77316925856253	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN20122_c0_g1_i1	NA	NA	NA	NA	1.47119941896296	6.34109289587126	1.35094819848304e-08	2.24215183816983e-05	-2.77316925856254	1.56998922521475	-2.77316925856254	-2.77316925856254	1.16147649108733	-1.34781433517476	3.65939031928229	-2.77316925856253	-2.77316925856254	3.18143625413916	2	1
TRINITY_DN209985_c0_g1_i1	NA	NA	NA	NA	1.42688985871337	2.85194685644041	6.39532295570181e-13	2.42611144412374e-09	-0.14031763843261	1.93792043551394	-0.15893503352674	-0.425805076680588	2.60711023342568	-1.34781433517476	2.1173728867607	-0.194413919089852	2.30508539814694	1.85831441561936	2	1
TRINITY_DN211480_c0_g1_i1	NA	NA	NA	NA	0.711724883750546	-5.44015034560472	6.22853205122506e-07	0.000384648066558794	1.59517431712479	-1.12054296182427	2.74940095783451	0.424990576501511	-2.77316925856254	-2.77316925856254	-2.77316925856253	2.15036120706016	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN22653_c0_g1_i1	NA	NA	NA	NA	0.566319069816139	-5.28593836456621	2.45519767313517e-07	0.000191758159441484	1.51207056586695	-1.39020271389174	2.3855889503177	0.330116730895986	-2.77316925856254	-2.77316925856254	-2.77316925856253	2.19689601799357	-2.77316925856254	-2.17185478264133	1	2
TRINITY_DN25753_c0_g2_i1	NA	NA	NA	NA	3.52219727821154	-1.3269580929832	2.53989498412864e-05	0.00757830464084675	3.73742561358907	2.7843993645708	3.05423243546069	3.98033475848881	2.57372558343638	4.86405092188341	3.23631709664681	3.91989049044099	2.67370846282837	2.15636600733558	1	2
TRINITY_DN26128_c0_g1_i1	NA	NA	NA	NA	2.10827450744005	-5.5739552793583	1.43472363025789e-07	0.000124774128615618	2.8911102280965	-0.370417259972583	3.93554305032282	2.17125925993279	-2.37527213103578	-2.77316925856254	-2.77316925856253	3.8633098354221	-1.707742125593	-2.77316925856254	1	2
TRINITY_DN27351_c0_g1_i1	NA	NA	NA	NA	3.44886171055097	-4.83427342690319	0.000116426030653305	0.0230723376417799	4.1066271014694	1.84651378879349	5.32004871720192	3.26769796837927	-2.0637268665255	-2.26580446714978	-2.08626181916188	5.25558101029383	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN27358_c0_g2_i1	NA	NA	NA	NA	0.161365080902596	-5.1914184743332	1.4500764579765e-07	0.000124774128615618	0.738427229936771	-1.39020271389174	1.79782819622198	0.119313397656847	-2.77316925856254	-2.26580446714978	-2.77316925856253	2.00101030044223	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN36259_c0_g1_i1	NA	NA	NA	NA	3.40066556379027	1.21388255871205	5.76613246194399e-07	0.000382799118817307	2.23649349891898	3.78550212453657	3.03969733665559	2.59508333447115	3.94773563844887	2.65795695423326	4.21817798629463	2.75869840736417	3.5820305559272	3.77465961736771	2	1
TRINITY_DN38445_c0_g1_i1	NA	NA	NA	NA	1.58038183341939	4.4627162924194	5.98595850532407e-07	0.000384648066558794	-1.66473658769593	-2.15397820898193	-1.06084620528247	-2.10947508074266	2.26063252473151	-0.791258196175649	-0.375694042429544	-1.77689034965486	2.58039444279614	3.99598788935817	3	1
TRINITY_DN49280_c0_g1_i1	NA	NA	NA	NA	0.168461804141145	-4.59113835588462	8.30717851710794e-06	0.00319705979017103	0.500472866581498	-1.12054296182427	2.26580795152031	-0.127651109807689	-2.37527213103578	-2.77316925856254	-2.77316925856253	1.64599114183984	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN60182_c0_g2_i1	NA	NA	NA	NA	0.662883113433082	-8.31257986299799	7.15825467699969e-12	2.37609316184658e-08	2.65972729581024	-2.77316925856254	0.789400722990858	-2.77316925856254	-2.77316925856254	1.24227933950231	-2.77316925856253	2.21961238920376	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN66610_c0_g1_i1	NA	NA	NA	NA	1.65428124828559	-7.98735646657379	8.80487370850065e-08	0.000100849960353896	2.28736062916914	-2.15397820898193	3.61117274368246	-2.77316925856254	-2.77316925856254	-2.77316925856254	-2.77316925856253	3.75861807984897	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN69144_c0_g1_i1	NA	NA	NA	NA	2.35268065090015	-4.67970268675192	4.15545739421473e-05	0.0105093496288926	2.6205903152875	0.904034581693573	4.25156005728876	2.17125925993279	-2.37527213103578	-2.26580446714978	-2.77316925856253	4.24180421850511	-2.77316925856254	-2.17185478264133	1	2
TRINITY_DN81880_c0_g2_i1	NA	NA	NA	NA	0.429439318828626	-1.76268286883673	3.68583866470312e-05	0.00978774457411914	0.500472866581498	-1.39020271389174	1.20865811249033	0.956580290161962	-0.506822874327362	0.996977123271822	-0.755551972461725	1.26422577797328	-0.502711220511037	0.075864901813832	1	2
TRINITY_DN83284_c0_g2_i1	NA	NA	NA	NA	0.095372807529887	-5.61363137034325	2.57683306386422e-09	5.27948082341589e-06	0.809756619702988	-1.72212622827286	1.86532429183075	0.330116730895986	-2.77316925856254	-1.89118924989139	-2.77316925856253	1.64599114183984	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN86341_c0_g2_i1	mreg	Chr09	53806422	53806422	1.49827317269023	9.17268585971253	1.18661746908394e-28	1.5755313445762e-24	-2.77316925856254	1.9671461245322	-2.77316925856254	-2.77316925856254	3.23844265041988	-2.77316925856254	1.54186786518072	-2.77316925856253	2.54131060750316	2.27384942812312	2	1
TRINITY_DN87264_c0_g1_i1	NA	NA	NA	NA	0.773322147981128	-4.73829475237901	1.50556974550826e-05	0.0048202300122957	1.67375064253455	-0.524605385124064	2.36241515563194	1.07833763800573	-2.77316925856254	-2.77316925856254	-2.77316925856253	2.46750304424542	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN87722_c1_g1_i1	NA	NA	NA	NA	1.82898840793938	-5.57703338898131	3.27668886507554e-08	4.83402626733783e-05	2.47459158666372	-0.370417259972583	3.80411665112662	1.83358985843466	-2.37527213103578	-1.89118924989139	-2.77316925856253	3.47686443735439	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN90220_c0_g1_i1	nrm	Chr08	52369033	52369033	3.24070675523352	-4.96820491531822	1.73016489898414e-06	0.000883548632548534	3.98092235063736	1.32110143448033	5.15790501071574	3.14763960712609	-2.37527213103578	-1.89118924989139	-2.08626181916188	4.94051353300138	-2.14426066435849	-1.15568607082397	1	2
TRINITY_DN90720_c0_g1_i1	NA	NA	NA	NA	2.44469336359501	-4.65168099562191	1.53709049629882e-06	0.000800341924102258	3.1188257605923	0.315004790113944	4.4068660900357	2.1436268977025	-1.40137067227108	-2.77316925856254	-0.755551972461725	4.13830391719295	-1.37307727398408	-2.77316925856254	1	2
TRINITY_DN91309_c0_g1_i2	NA	NA	NA	NA	0.486422699043689	2.21137577566892	0.00011242933081287	0.0226178854525436	-1.32206671698285	0.40318622229689	-2.12312152023709	-0.425805076680588	1.13119767174351	-0.954028999520524	1.99356616415926	0.0278007617695861	-0.347936213960093	1.48221341976601	2	1
TRINITY_DN91825_c0_g1_i1	NA	NA	NA	NA	2.37667107932903	-4.60547409247633	6.14877300598979e-07	0.000384648066558794	3.06152860586856	0.710228590241958	4.28891237733095	2.0867218699105	-2.0637268665255	-1.89118924989139	-2.08626181916188	4.10208529898725	-1.707742125593	-1.7487102766279	1	2
TRINITY_DN93345_c0_g1_i1	NA	NA	NA	NA	1.99248123298669	-4.69123526665195	0.000138804476006294	0.0265176464773175	2.65972729581024	0.56486034444575	3.73362273995029	1.64937878365477	-2.77316925856254	-2.77316925856254	-2.77316925856253	3.91293807682217	-2.14426066435849	-2.77316925856254	1	2
TRINITY_DN93756_c0_g1_i1	NA	NA	NA	NA	0.798178624607923	8.43281793129063	4.99079702910357e-22	4.41768717026151e-18	-2.77316925856254	1.9671461245322	-2.77316925856254	-2.77316925856254	1.61969201304117	-2.77316925856254	0.569873910233443	-2.77316925856253	1.3917968281432	2.42374366655551	2	1
TRINITY_DN95196_c0_g3_i1	NA	NA	NA	NA	1.12485203053778	-4.52558923835065	3.78485732596806e-06	0.00167511477151803	2.01293539973578	-0.104111499082771	2.85279406644843	1.13556784000853	-2.37527213103578	-1.89118924989139	-2.77316925856253	2.77412673888428	-2.77316925856254	-2.77316925856254	1	2
TRINITY_DN98620_c0_g2_i1	NA	NA	NA	NA	4.96611506625003	-4.98551234924122	9.30761764876875e-07	0.000537312579702291	5.65946292013374	2.92508528769698	6.89645204136693	4.82063277678075	-0.711095924363568	-1.34781433517476	-0.991047603195064	6.7062243709375	-0.676108619568355	-0.147669163917227	1	2
TRINITY_DN98734_c0_g1_i1	NA	NA	NA	NA	2.36976206438883	-5.4555945584874	9.33193561452614e-06	0.00339465137320194	2.84091279074042	0.221080549742234	4.34909437445665	2.11545493272741	-2.77316925856254	-2.77316925856254	-2.77316925856253	4.18522298884007	-2.14426066435849	-2.77316925856254	1	2
