gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN122248_c0_g1_i4	NA	NA	NA	NA	-0.529183926	unbias	0.327475354	G43_M_mean	0.1341	0.2086	1.5548
TRINITY_DN122256_c0_g1_i1	NA	NA	NA	NA	0.174746628	unbias	0.467764147	Brain_mean	0.0177	0.017	0.9609
TRINITY_DN122260_c1_g3_i2	ormdl1	Chr09	39130977	39130977	-0.057538695	unbias	0.402745863	Ovary_mean	0.0806	0.1075	1.3331
TRINITY_DN122261_c0_g1_i1	NA	NA	NA	NA	3.065248281	male	0.828539198	Brain_mean	0.0976	0.1693	1.7336
TRINITY_DN122263_c0_g1_i1	NA	NA	NA	NA	-0.138136362	unbias	0.215462881	Ovary_mean	0.0472	0.0844	1.7888
TRINITY_DN122265_c0_g1_i1	NA	NA	NA	NA	0.046817358	unbias	0.22728179	Ovary_mean	0.0087	0.0111	1.2795
TRINITY_DN122269_c0_g4_i1	NA	NA	NA	NA	-0.262941652	unbias	0.385672206	Ovary_mean	0.1452	0.2456	1.691
TRINITY_DN122270_c0_g1_i2	ndufv1	Chr07	61329589	61329589	0.096038096	unbias	0.692573904	Testis_mean	0.0716	0.0905	1.2631
TRINITY_DN122283_c0_g1_i4	NA	NA	NA	NA	0.054226166	unbias	0.524481707	G23_mean	0.1287	0.2448	1.9018
TRINITY_DN122291_c2_g2_i1	NA	NA	NA	NA	-0.361345243	unbias	0.485050924	Ovary_mean	0.1959	0.2136	1.0904
TRINITY_DN122291_c6_g1_i3	NA	NA	NA	NA	0.0757576	unbias	0.342158775	Ovary_mean	0.156	0.2493	1.5974
TRINITY_DN122295_c0_g2_i1	NA	NA	NA	NA	-0.071393402	unbias	0.838335197	Brain_mean	0.0543	0.0979	1.8024
TRINITY_DN122299_c7_g1_i1	NA	NA	NA	NA	-0.082181951	unbias	0.207177422	Testis_mean	0.0426	0.0679	1.5955
TRINITY_DN122303_c1_g2_i1	NA	NA	NA	NA	-0.025974325	unbias	0.215835177	Ovary_mean	0.1943	0.2384	1.2268
TRINITY_DN122308_c0_g2_i4	NA	NA	NA	NA	-0.287449235	unbias	0.524139855	Ovary_mean	0.0654	0.1121	1.7139
TRINITY_DN122311_c0_g1_i1	NA	NA	NA	NA	1.077070121	unbias	0.482012837	G23_mean	0.074	0.092	1.2426
TRINITY_DN122322_c0_g1_i2	NA	NA	NA	NA	0.03975488	unbias	0.641816479	Testis_mean	0.0534	0.0886	1.6574
TRINITY_DN122325_c0_g1_i2	NA	NA	NA	NA	0.714029831	unbias	0.685246879	Testis_mean	0.0772	0.0822	1.0643
TRINITY_DN122326_c0_g1_i2	NA	NA	NA	NA	-0.152939833	unbias	0.387424044	Ovary_mean	0.0678	0.1328	1.9588
TRINITY_DN122329_c4_g1_i1	Xetrov90017402m	Chr07	1621745	1621745	0.537500176	unbias	0.536769551	Testis_mean	0.1328	0.1971	1.4835
TRINITY_DN122335_c0_g1_i1	NA	NA	NA	NA	0.06911539	unbias	0.264084542	Brain_mean	0.0615	0.0683	1.1109
TRINITY_DN122338_c1_g1_i5	hddc2-like	Chr05	48536852	48536852	0.159697784	unbias	0.070504798	G27_mean	0.0442	0.0651	1.4748
TRINITY_DN122345_c2_g1_i1	NA	NA	NA	NA	0.00577169	unbias	0.537698607	Brain_mean	0.041	0.0326	0.7957
TRINITY_DN122347_c0_g1_i2	NA	NA	NA	NA	-0.129327252	unbias	0.445053067	Ovary_mean	0.0105	0.0127	1.2033
TRINITY_DN122348_c0_g1_i1	NA	NA	NA	NA	0.104058801	unbias	0.363274718	Testis_mean	0.0847	0.1619	1.9114
TRINITY_DN122349_c0_g1_i2	NA	NA	NA	NA	0.02943019	unbias	0.571670047	Brain_mean	0.0669	0.1067	1.5947
TRINITY_DN122352_c0_g1_i2	NA	NA	NA	NA	-0.079425877	unbias	0.415631383	Ovary_mean	0.097	0.1888	1.9458
TRINITY_DN122354_c0_g3_i1	NA	NA	NA	NA	-0.090775526	unbias	0.293947669	Ovary_mean	0.1651	0.232	1.4056
TRINITY_DN122355_c6_g2_i1	NA	NA	NA	NA	0.015186876	unbias	0.294205494	Ovary_mean	0.0254	0.0293	1.1535
TRINITY_DN122356_c1_g4_i9	NA	NA	NA	NA	-0.100345379	unbias	0.721768431	Brain_mean	0.0769	0.0962	1.2507
TRINITY_DN122360_c1_g1_i1	NA	NA	NA	NA	-0.057566153	unbias	0.666572722	Brain_mean	0.0676	0.0739	1.0935
TRINITY_DN122360_c1_g2_i1	cutc	Chr07	27179803	27179803	-0.348071027	unbias	0.509215458	G43_M_mean	0.0876	0.1432	1.6349
TRINITY_DN122364_c3_g4_i2	NA	NA	NA	NA	-0.003697262	unbias	0.21301235	Ovary_mean	0.1188	0.172	1.4486
TRINITY_DN122367_c0_g1_i3	NA	NA	NA	NA	0.120421219	unbias	0.277033842	Ovary_mean	0.0346	0.0472	1.3652
TRINITY_DN122371_c0_g1_i1	NA	NA	NA	NA	-0.019721151	unbias	0.355324287	Ovary_mean	0.054	0.0991	1.8361
TRINITY_DN122372_c0_g2_i1	c8orf76	Chr07	4855114	4855114	0.21942809	unbias	0.709463776	Brain_mean	0.0498	0.0672	1.349
TRINITY_DN122373_c0_g1_i2	NA	NA	NA	NA	-0.187225813	unbias	0.628747211	Brain_mean	0.136	0.1352	0.9938
TRINITY_DN122374_c1_g5_i1	NA	NA	NA	NA	0.065998942	unbias	0.443630173	Ovary_mean	0.0872	0.1467	1.6824
TRINITY_DN122381_c0_g2_i8	NA	NA	NA	NA	-0.250663213	unbias	0.328767882	Ovary_mean	0.0732	0.1318	1.8015
TRINITY_DN122384_c0_g3_i2	NA	NA	NA	NA	0.058592236	unbias	0.589788246	Brain_mean	0.1193	0.1762	1.4769
TRINITY_DN122391_c0_g1_i1	ddx42-like	Chr10	7209525	7209525	0.392035648	unbias	0.465462533	G43_M_mean	0.1594	0.2515	1.5782
TRINITY_DN122392_c6_g2_i1	pcsk7	Chr07	84223103	84223103	-0.550842633	unbias	0.703063142	G23_mean	0.0863	0.093	1.0773
TRINITY_DN122399_c0_g1_i2	NA	NA	NA	NA	0.068076659	unbias	0.445297057	Ovary_mean	0.0657	0.0826	1.2575
TRINITY_DN122407_c3_g1_i3	NA	NA	NA	NA	-0.468196568	unbias	0.744656697	G23_mean	0.0672	0.1202	1.7879
TRINITY_DN122408_c1_g2_i10	NA	NA	NA	NA	0.115196774	unbias	0.88860736	Brain_mean	0.0199	0.038	1.9074
TRINITY_DN122414_c0_g1_i3	Xetrov90011857m	Chr04	83477567	83477567	0.052284245	unbias	0.668565311	Ovary_mean	0.0535	0.075	1.403
TRINITY_DN122415_c4_g3_i4	LOC101734368	Chr02	52886226	52886226	0.226155721	unbias	0.314484267	G27_mean	0.1078	0.1425	1.3218
TRINITY_DN122420_c1_g1_i3	NA	NA	NA	NA	-0.165685378	unbias	0.375404855	Ovary_mean	0.0879	0.1328	1.5098
TRINITY_DN122426_c0_g1_i3	NA	NA	NA	NA	0.165288776	unbias	0.521352129	Ovary_mean	0.1268	0.2109	1.6634
TRINITY_DN122427_c0_g2_i8	NA	NA	NA	NA	0.171312643	unbias	0.177463974	Ovary_mean	0.0061	0.0063	1.0257
TRINITY_DN122434_c0_g2_i5	Xetrov90018348m	Chr07	59538489	59538489	0.131595017	unbias	0.117374803	Ovary_mean	0.0921	0.1785	1.9386
TRINITY_DN122435_c0_g1_i2	NA	NA	NA	NA	0.247149255	unbias	0.635152583	Ovary_mean	0.0633	0.0945	1.4918
TRINITY_DN122437_c0_g1_i2	NA	NA	NA	NA	-0.157051709	unbias	0.110045539	Ovary_mean	0.0788	0.1118	1.4201
TRINITY_DN122440_c5_g1_i1	NA	NA	NA	NA	-0.353483307	unbias	0.33573838	G43_F_mean	0.0925	0.1617	1.749
TRINITY_DN122441_c1_g1_i2	NA	NA	NA	NA	-0.076746729	unbias	0.098027552	G23_mean	0.0668	0.0959	1.4365
TRINITY_DN122446_c0_g1_i4	LOC100494738	Chr10	16269108	16269108	0.258085683	unbias	0.173105933	Ovary_mean	0.1419	0.2288	1.6123
TRINITY_DN122446_c0_g2_i3	dhx38	Chr04	63264299	63264299	0.363983691	unbias	0.476548116	Brain_mean	0.1027	0.0961	0.9362
TRINITY_DN122453_c4_g1_i3	NA	NA	NA	NA	-0.226731338	unbias	0.289319775	Brain_mean	0.0429	0.0234	0.5465
TRINITY_DN122453_c4_g2_i1	NA	NA	NA	NA	0.145078925	unbias	0.467525709	Ovary_mean	0.0812	0.1071	1.3197
TRINITY_DN122455_c0_g1_i1	znf408-like	Chr04	4986739	4986739	0.094773552	unbias	0.353442342	Ovary_mean	0.0552	0.081	1.4677
TRINITY_DN122457_c0_g3_i2	NA	NA	NA	NA	-0.012116525	unbias	0.868039657	Brain_mean	0.054	0.0678	1.2564
TRINITY_DN122458_c2_g6_i2	NA	NA	NA	NA	-0.995879085	unbias	0.337236309	G43_F_mean	0.0428	0.0395	0.9227
TRINITY_DN122463_c5_g2_i1	ankrd50	Chr01	55884569	55884569	0.498885802	unbias	0.667840517	Brain_mean	0.0328	0.0398	1.2142
TRINITY_DN122463_c7_g3_i2	NA	NA	NA	NA	0.234085387	unbias	0.58488018	Ovary_mean	0.135	0.2418	1.7906
TRINITY_DN122465_c0_g2_i2	dcun1d3	Chr09	18524639	18524639	-0.064139345	unbias	0.888714812	Brain_mean	0.0502	0.0593	1.1829
TRINITY_DN122469_c0_g1_i1	NA	NA	NA	NA	0.048119288	unbias	0.463860683	Ovary_mean	0.0655	0.1024	1.5622
TRINITY_DN122475_c4_g1_i1	stk10	Chr03	30745446	30745446	0.060597927	unbias	0.531369877	Brain_mean	0.0953	0.0821	0.8614
TRINITY_DN122477_c0_g1_i1	stk31	Chr06	34492394	34492394	0.237590437	unbias	0.391763054	Brain_mean	0.0758	0.145	1.9122
TRINITY_DN122486_c8_g5_i1	NA	NA	NA	NA	-0.063332922	unbias	0.389644826	G23_mean	0.0862	0.1386	1.6091
TRINITY_DN122487_c2_g1_i1	NA	NA	NA	NA	-0.204017695	unbias	0.289301475	Testis_mean	0.094	0.1573	1.6731
TRINITY_DN122495_c0_g1_i9	NA	NA	NA	NA	-0.107019307	unbias	0.346351195	G27_mean	0.09	0.1269	1.4093
TRINITY_DN122501_c0_g1_i2	NA	NA	NA	NA	0.237129697	unbias	0.571821446	Ovary_mean	0.0835	0.1014	1.2137
TRINITY_DN122502_c0_g1_i1	NA	NA	NA	NA	0.353697042	unbias	0.092629366	G43_M_mean	0.0719	0.1075	1.4939
TRINITY_DN122504_c0_g1_i1	tapt1	Chr01	16782031	16782031	0.142060112	unbias	0.426771274	G27_mean	0.1148	0.2206	1.9209
TRINITY_DN122506_c0_g2_i7	NA	NA	NA	NA	0.320582888	unbias	0.267868034	G27_mean	0.0686	0.0885	1.2909
TRINITY_DN122513_c0_g2_i2	NA	NA	NA	NA	-0.465722966	unbias	0.389759133	Brain_mean	0.1265	0.2021	1.5979
TRINITY_DN122514_c0_g2_i1	NA	NA	NA	NA	-0.064271761	unbias	0.290634106	Ovary_mean	0.068	0.1143	1.6808
TRINITY_DN122522_c0_g1_i2	NA	NA	NA	NA	0.098560546	unbias	0.881530275	Brain_mean	0.0554	0.0621	1.1195
TRINITY_DN122523_c0_g1_i1	NA	NA	NA	NA	-0.079506253	unbias	0.410811258	Ovary_mean	0.1519	0.2269	1.4939
TRINITY_DN122524_c0_g1_i1	NA	NA	NA	NA	0.871820516	unbias	0.677676012	Brain_mean	0.0651	0.0587	0.9015
TRINITY_DN122525_c0_g1_i4	NA	NA	NA	NA	0.08632763	unbias	0.411952444	Brain_mean	0.0747	0.0954	1.2758
TRINITY_DN122528_c0_g2_i1	NA	NA	NA	NA	-0.016753507	unbias	0.414369455	Brain_mean	0.1324	0.2502	1.8887
TRINITY_DN122533_c0_g1_i1	MGC69520	Chr08	56921420	56921420	0.489893639	unbias	0.406240483	G43_M_mean	0.1012	0.1782	1.7608
TRINITY_DN122538_c1_g1_i1	NA	NA	NA	NA	0.106716855	unbias	0.350281816	Ovary_mean	0.0408	0.0422	1.0351
TRINITY_DN122549_c0_g1_i1	NA	NA	NA	NA	0.279640648	unbias	0.12414895	G27_mean	0.0195	0.0361	1.8537
TRINITY_DN122557_c0_g1_i2	NA	NA	NA	NA	-0.025368697	unbias	0.287270697	Ovary_mean	0.1118	0.1806	1.6158
TRINITY_DN122558_c5_g1_i7	NA	NA	NA	NA	1.016735958	unbias	0.570177922	Liver_mean	0.1831	0.2481	1.355
TRINITY_DN122559_c1_g2_i1	NA	NA	NA	NA	0.108543947	unbias	0.411097544	Brain_mean	0.0547	0.0778	1.4237
TRINITY_DN122561_c0_g1_i3	socs1	Chr09	31468729	31468729	-0.117716388	unbias	0.518305246	Liver_mean	0.1154	0.19	1.6462
TRINITY_DN122561_c0_g3_i2	NA	NA	NA	NA	-0.082778173	unbias	0.646484842	Ovary_mean	0.0704	0.1008	1.4324
TRINITY_DN122562_c0_g1_i2	NA	NA	NA	NA	-0.441731167	unbias	0.638499578	Ovary_mean	0.1617	0.2265	1.4003
TRINITY_DN122563_c0_g4_i1	NA	NA	NA	NA	0.281298374	unbias	0.282684229	G46_F_mean	0.1616	0.2023	1.2521
TRINITY_DN122569_c0_g3_i1	NA	NA	NA	NA	0.239251986	unbias	0.600047052	Brain_mean	0.0328	0.0634	1.9354
TRINITY_DN122572_c0_g1_i3	NA	NA	NA	NA	-0.174222059	unbias	0.196959156	Testis_mean	0.1458	0.2465	1.6904
TRINITY_DN122574_c0_g1_i1	NA	NA	NA	NA	0.056880026	unbias	0.151539478	G23_mean	0.0669	0.0834	1.247
TRINITY_DN122580_c0_g1_i2	NA	NA	NA	NA	0.323224493	unbias	0.437485799	Liver_mean	0.2007	0.2993	1.4917
TRINITY_DN122583_c2_g3_i1	NA	NA	NA	NA	0.122588364	unbias	0.918196243	Brain_mean	0.0547	0.0671	1.2254
TRINITY_DN122587_c0_g2_i1	ucp2	scaffold_314	113451	113451	-0.229333046	unbias	0.3154127	Ovary_mean	0.0605	0.1087	1.7969
TRINITY_DN122590_c2_g1_i1	NA	NA	NA	NA	-0.041887591	unbias	0.537911769	Ovary_mean	0.0554	0.0624	1.126
TRINITY_DN122602_c0_g2_i3	NA	NA	NA	NA	-0.250310041	unbias	0.45462661	Ovary_mean	0.132	0.1707	1.2936
TRINITY_DN122604_c0_g1_i1	NA	NA	NA	NA	-0.209212004	unbias	0.503557631	Ovary_mean	0.2196	0.3346	1.5235
TRINITY_DN122606_c2_g1_i2	NA	NA	NA	NA	0.341432143	unbias	0.235567777	Ovary_mean	0.0835	0.1048	1.2551
TRINITY_DN122611_c2_g3_i4	LOC100497894-like	Chr05	114454957	114454957	0.10964541	unbias	0.200375657	Ovary_mean	0.0552	0.0532	0.9634
TRINITY_DN122613_c0_g1_i3	hoxa3	Chr06	32943252	32943252	-0.169442743	unbias	0.407206546	Ovary_mean	0.1074	0.1244	1.158
TRINITY_DN122615_c0_g2_i1	NA	NA	NA	NA	-0.011612719	unbias	0.639075179	Brain_mean	0.0959	0.1129	1.1772
TRINITY_DN122624_c1_g1_i4	NA	NA	NA	NA	-0.181890242	unbias	0.28913548	Brain_mean	0.2018	0.3838	1.9017
TRINITY_DN122624_c3_g1_i1	NA	NA	NA	NA	0.153424561	unbias	0.356681864	Ovary_mean	0.0241	0.032	1.3283
TRINITY_DN122627_c0_g1_i1	NA	NA	NA	NA	-0.151504937	unbias	0.76838566	Brain_mean	0.0726	0.0607	0.8373
TRINITY_DN122628_c3_g3_i1	NA	NA	NA	NA	-0.108984197	unbias	0.468963811	Ovary_mean	0.0369	0.063	1.705
TRINITY_DN122630_c7_g1_i2	NA	NA	NA	NA	-0.123772299	unbias	0.482519198	Brain_mean	0.0137	0.0145	1.0568
TRINITY_DN122635_c5_g5_i6	NA	NA	NA	NA	0.06751737	unbias	0.169287213	G27_mean	0.0262	0.0314	1.1986
TRINITY_DN122642_c0_g1_i1	NA	NA	NA	NA	-0.220815137	unbias	0.656273126	Brain_mean	0.1273	0.1892	1.4863
TRINITY_DN122646_c2_g1_i1	cacng7	Chr07	108251132	108251132	0.127128879	unbias	0.481275838	Ovary_mean	0.0523	0.029	0.5545
TRINITY_DN122649_c6_g1_i4	NA	NA	NA	NA	-0.034153621	unbias	0.158254588	G23_mean	0.007	0.0058	0.8385
TRINITY_DN122654_c5_g1_i3	bcar1	Chr04	51234279	51234279	-0.321752593	unbias	0.492362918	Ovary_mean	0.138	0.1883	1.364
TRINITY_DN122654_c7_g8_i1	NA	NA	NA	NA	0.110408569	unbias	0.675935354	Ovary_mean	0.0848	0.1448	1.7073
TRINITY_DN122655_c0_g1_i3	NA	NA	NA	NA	0.158530248	unbias	0.420196492	G23_mean	0.0865	0.1099	1.2704
TRINITY_DN122657_c4_g1_i1	NA	NA	NA	NA	-0.188740556	unbias	0.515901782	Ovary_mean	0.11	0.1752	1.5922
TRINITY_DN122662_c0_g10_i3	NA	NA	NA	NA	-0.122655662	unbias	0.401193009	Ovary_mean	0.2306	0.3058	1.3262
TRINITY_DN122664_c1_g1_i1	NA	NA	NA	NA	-0.022356059	unbias	0.820092011	Brain_mean	0.0445	0.0831	1.866
TRINITY_DN122671_c3_g1_i1	nans	Chr01	97809488	97809488	-0.050770205	unbias	0.552473635	Testis_mean	0.0963	0.1791	1.8593
TRINITY_DN122675_c1_g1_i1	NA	NA	NA	NA	-0.041349004	unbias	0.196428638	Brain_mean	0.0553	0.106	1.9153
TRINITY_DN122676_c4_g6_i2	NA	NA	NA	NA	0.005525406	unbias	0.527531396	Brain_mean	0.0642	0.1097	1.7083
TRINITY_DN122676_c4_g8_i4	NA	NA	NA	NA	0.077614572	unbias	0.308821211	Ovary_mean	0.0468	0.0799	1.7084
TRINITY_DN122677_c3_g3_i2	NA	NA	NA	NA	-0.17002825	unbias	0.688088745	Brain_mean	0.0435	0.0516	1.1859
TRINITY_DN122677_c3_g6_i1	NA	NA	NA	NA	-0.037581163	unbias	0.870381695	Brain_mean	0.0178	0.0124	0.6964
TRINITY_DN122683_c0_g1_i2	plekhf2	Chr06	115410084	115410084	-0.310261015	unbias	0.898337734	Brain_mean	0.0297	0.0581	1.9575
TRINITY_DN122691_c0_g1_i1	NA	NA	NA	NA	0.212731253	unbias	0.585448536	Ovary_mean	0.1083	0.1542	1.424
TRINITY_DN122692_c0_g1_i5	NA	NA	NA	NA	-0.129578487	unbias	0.681110207	Brain_mean	0.0369	0.0517	1.4015
TRINITY_DN122694_c0_g1_i1	NA	NA	NA	NA	-0.289127755	unbias	0.528607023	Brain_mean	0.0147	0.0166	1.1242
TRINITY_DN122698_c3_g2_i1	NA	NA	NA	NA	-0.01753303	unbias	0.191004273	Brain_mean	0.0575	0.0723	1.2568
TRINITY_DN122701_c2_g2_i4	NA	NA	NA	NA	1.020163771	unbias	0.387904147	G43_M_mean	0.0878	0.161	1.8335
TRINITY_DN122708_c1_g6_i3	NA	NA	NA	NA	-0.356357798	unbias	0.558285383	Ovary_mean	0.2613	0.4739	1.8135
TRINITY_DN122709_c0_g1_i1	NA	NA	NA	NA	-0.354020597	unbias	0.472239295	Testis_mean	0.0226	0.0311	1.3761
TRINITY_DN122712_c0_g1_i1	NA	NA	NA	NA	-0.482426134	unbias	0.24912646	G43_M_mean	0.0822	0.1245	1.5159
TRINITY_DN122714_c15_g1_i1	NA	NA	NA	NA	0.012307696	unbias	0.36235471	Ovary_mean	0.0355	0.0521	1.4684
TRINITY_DN122715_c2_g1_i2	NA	NA	NA	NA	0.05134829	unbias	0.455698496	Ovary_mean	0.0619	0.0856	1.3838
TRINITY_DN122721_c0_g1_i1	NA	NA	NA	NA	-0.054233386	unbias	0.291137758	Ovary_mean	0.0964	0.1522	1.5793
TRINITY_DN122725_c0_g1_i3	NA	NA	NA	NA	0.007130255	unbias	0.381587615	G23_mean	0.0654	0.0516	0.7886
TRINITY_DN122727_c0_g1_i1	NA	NA	NA	NA	0.402297072	unbias	0.699857904	Ovary_mean	0.1285	0.2412	1.8777
TRINITY_DN122730_c1_g2_i5	NA	NA	NA	NA	0.03882377	unbias	0.222009826	Brain_mean	0.0247	0.0317	1.2831
TRINITY_DN122731_c0_g2_i1	NA	NA	NA	NA	-0.42791876	unbias	0.416242538	Ovary_mean	0.0692	0.1185	1.7119
TRINITY_DN122736_c0_g2_i2	NA	NA	NA	NA	-0.162749498	unbias	0.708438255	Brain_mean	0.0646	0.0701	1.0862
TRINITY_DN122739_c0_g2_i7	NA	NA	NA	NA	-0.0487351	unbias	0.461481991	Brain_mean	0.0168	0.027	1.6107
TRINITY_DN122740_c3_g1_i2	NA	NA	NA	NA	0.259408503	unbias	0.263759576	Brain_mean	0.1105	0.1917	1.734
TRINITY_DN122741_c0_g2_i3	NA	NA	NA	NA	0.415411809	unbias	0.448743998	Ovary_mean	0.0133	0.0239	1.7977
TRINITY_DN122745_c0_g1_i1	NA	NA	NA	NA	-0.039116102	unbias	0.288706681	Brain_mean	0.0909	0.1327	1.4594
TRINITY_DN122749_c0_g1_i3	baz1a	Chr08	89100073	89100073	0.133020975	unbias	0.391105371	Ovary_mean	0.0633	0.0999	1.5775
TRINITY_DN122752_c0_g1_i2	NA	NA	NA	NA	-0.430864906	unbias	0.558979094	Ovary_mean	0.0242	0.0319	1.3193
TRINITY_DN122753_c0_g1_i3	NA	NA	NA	NA	0.148864814	unbias	0.650342628	Brain_mean	0.1259	0.2304	1.8303
TRINITY_DN122757_c0_g1_i4	NA	NA	NA	NA	0.059794025	unbias	0.223031741	Testis_mean	0.0292	0.0529	1.8115
TRINITY_DN122758_c4_g4_i1	dnajb6	Chr06	9884065	9884065	-0.011833776	unbias	0.079353539	Testis_mean	0.1179	0.1752	1.4858
TRINITY_DN122759_c0_g1_i2	NA	NA	NA	NA	-0.300682595	unbias	0.39525761	Brain_mean	0.266	0.4003	1.5045
TRINITY_DN122760_c0_g2_i1	NA	NA	NA	NA	0.2359283	unbias	0.371064054	G23_mean	0.0165	0.0163	0.9874
TRINITY_DN122767_c2_g2_i1	NA	NA	NA	NA	-0.217204567	unbias	0.519502934	Brain_mean	0.1427	0.2333	1.6351
TRINITY_DN122768_c0_g1_i2	NA	NA	NA	NA	-0.038995029	unbias	0.49716503	Brain_mean	0.0078	0.0077	0.9926
TRINITY_DN122777_c0_g2_i2	NA	NA	NA	NA	0.042684625	unbias	0.269976408	G23_mean	0.1018	0.1794	1.7611
TRINITY_DN122777_c0_g3_i1	NA	NA	NA	NA	0.279378972	unbias	0.692237011	Brain_mean	0.1731	0.2025	1.1698
TRINITY_DN122781_c7_g1_i1	NA	NA	NA	NA	0.751352998	unbias	0.461768684	G43_M_mean	0.1973	0.1866	0.9458
TRINITY_DN122785_c0_g2_i2	slc22a15.2	Chr07	29624091	29624091	0.035267523	unbias	0.259827627	Ovary_mean	0.1049	0.0686	0.6539
TRINITY_DN122793_c0_g2_i2	NA	NA	NA	NA	-0.069329611	unbias	0.876651828	Brain_mean	0.0414	0.0429	1.0356
TRINITY_DN122800_c1_g1_i1	NA	NA	NA	NA	0.140201205	unbias	0.137434129	G27_mean	0.0296	0.0527	1.7804
TRINITY_DN122805_c0_g1_i2	NA	NA	NA	NA	-0.014203692	unbias	0.28504753	Ovary_mean	0.0496	0.064	1.29
TRINITY_DN122807_c0_g1_i1	NA	NA	NA	NA	0.308503385	unbias	0.408610598	G27_mean	0.0765	0.1123	1.4678
TRINITY_DN122809_c0_g1_i2	NA	NA	NA	NA	-0.362850988	unbias	0.664879082	Brain_mean	0.0188	0.0225	1.1947
TRINITY_DN122809_c1_g1_i1	NA	NA	NA	NA	0.005961153	unbias	0.41735166	Brain_mean	0.0414	0.0517	1.2492
TRINITY_DN122829_c0_g4_i1	lfng	Chr09	25672157	25672157	0.216606404	unbias	0.372015648	Testis_mean	0.0184	0.0199	1.0842
TRINITY_DN122839_c0_g1_i1	NA	NA	NA	NA	0.359130596	unbias	0.47726903	Ovary_mean	0.1066	0.132	1.2388
TRINITY_DN122842_c2_g2_i1	NA	NA	NA	NA	-0.073898382	unbias	0.484455569	Ovary_mean	0.2782	0.3384	1.2166
TRINITY_DN122848_c1_g1_i1	NA	NA	NA	NA	-0.163233796	unbias	0.709481036	Brain_mean	0.0677	0.1007	1.4866
TRINITY_DN122850_c0_g1_i1	NA	NA	NA	NA	-0.037209215	unbias	0.193220481	Ovary_mean	0.0297	0.0305	1.028
TRINITY_DN122851_c0_g2_i1	gpr37l1	Chr02	64332917	64332917	0.045880033	unbias	0.514410923	Ovary_mean	0.003	0.003	1.0022
TRINITY_DN122857_c0_g1_i1	NA	NA	NA	NA	0.164430764	unbias	0.677086752	Brain_mean	0.0688	0.0644	0.936
TRINITY_DN122859_c0_g1_i1	NA	NA	NA	NA	0.197050412	unbias	0.66395368	Ovary_mean	0.2279	0.3243	1.4231
TRINITY_DN122865_c0_g1_i1	NA	NA	NA	NA	-0.079817953	unbias	0.405898852	Ovary_mean	0.0132	0.0154	1.169
TRINITY_DN122866_c0_g1_i1	p2rx1	Chr02	97830639	97830639	0.214355583	unbias	0.702781287	Brain_mean	0.0326	0.0359	1.0994
TRINITY_DN122868_c1_g1_i4	LOC100498121-like	Chr02	85926804	85926804	0.096818703	unbias	0.130402427	G27_mean	0.0358	0.0655	1.8315
TRINITY_DN122871_c1_g3_i3	NA	NA	NA	NA	0.006311275	unbias	0.279939633	Ovary_mean	0.0605	0.0742	1.2265
TRINITY_DN122876_c3_g1_i10	NA	NA	NA	NA	0.040043049	unbias	0.180116607	G46_M_mean	0.0284	0.0381	1.342
TRINITY_DN122879_c0_g1_i3	NA	NA	NA	NA	0.077158057	unbias	0.845680554	Brain_mean	0.125	0.1855	1.4843
TRINITY_DN122881_c0_g1_i1	NA	NA	NA	NA	0.05217987	unbias	0.784091559	Brain_mean	0.0381	0.0466	1.2235
TRINITY_DN122882_c0_g1_i2	NA	NA	NA	NA	0.025924716	unbias	0.358709976	G23_mean	0.1385	0.2447	1.767
TRINITY_DN122883_c0_g1_i1	NA	NA	NA	NA	-0.279537094	unbias	0.488237713	Liver_mean	0.104	0.1427	1.3713
TRINITY_DN122887_c4_g1_i2	NA	NA	NA	NA	0.107242207	unbias	0.335585906	Brain_mean	0.0159	0.0313	1.9701
TRINITY_DN122889_c8_g1_i4	LOC100496630	Chr04	63474007	63474007	-0.106317542	unbias	0.221698454	Testis_mean	0.001	0.0006	0.5505
TRINITY_DN122891_c0_g2_i5	NA	NA	NA	NA	-0.000964642	unbias	0.180554998	G23_mean	0.0383	0.037	0.9652
TRINITY_DN122892_c0_g1_i1	NA	NA	NA	NA	-0.099503856	unbias	0.612910687	Ovary_mean	0.1426	0.1904	1.3351
TRINITY_DN122895_c0_g1_i2	pcmtd1	Chr06	99145061	99145061	-0.251255252	unbias	0.566370597	Ovary_mean	0.0942	0.122	1.2958
TRINITY_DN122898_c0_g1_i1	NA	NA	NA	NA	-0.077054079	unbias	0.196637633	Brain_mean	0.1112	0.1607	1.4448
TRINITY_DN122914_c0_g1_i2	NA	NA	NA	NA	0.013836511	unbias	0.54674466	Ovary_mean	0.0721	0.0949	1.3164
TRINITY_DN122923_c0_g1_i8	NA	NA	NA	NA	-0.009850286	unbias	0.706571783	Brain_mean	0.0353	0.0523	1.4821
TRINITY_DN122928_c0_g1_i3	NA	NA	NA	NA	0.063515132	unbias	0.261187747	Ovary_mean	0.0079	0.0084	1.0589
TRINITY_DN122933_c2_g4_i2	NA	NA	NA	NA	0.004093105	unbias	0.249262179	Ovary_mean	0.0157	0.0193	1.2293
