gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464
TRINITY_DN114776_c0_g1_i3	ccdc138	Chr02	105682600	105682600	5.99553323612338	-1.25480187143853	1.02563700388761e-06	9.31036054921433e-06	5.31810499330487	6.79901023349066	5.42096918101287	5.33770565673952	6.39893108491753
TRINITY_DN114777_c0_g1_i1	lin52	Chr08	60829040	60829040	4.93566442185463	-0.739022950661415	0.00911820871939078	0.0275905966791805	4.64076119726911	5.45874969827774	4.59224376170206	4.55017876631794	5.19055940236542
TRINITY_DN114784_c0_g1_i2	lmnb3	Chr03	95747312	95747312	5.16391472193424	-3.23757668714393	5.76953701637654e-24	2.4825163874065e-22	3.05967575100232	6.60001103577506	3.08304565155435	3.01702612038521	5.83856308023143
TRINITY_DN114785_c1_g1_i1	ccdc67	Chr02	162628104	162628104	2.23868263066122	-0.612797999192736	0.156585523647699	0.248838894648885	2.04328480753902	2.53206064025365	1.84164968430473	2.01858530056619	2.58681735422477
TRINITY_DN114786_c0_g1_i1	LOC100496630	Chr04	63474007	63474007	1.43301570474169	1.1292166114003	0.0397769317478637	0.0875429015873842	1.90248062926294	0.177274481798713	1.69373165395368	1.75073382571956	1.07732641647463
TRINITY_DN114790_c0_g1_i1	LOC100497964-like	Chr02	86544991	86544991	3.595523894294	0.925655336988135	0.0217098344820247	0.0550914577785184	3.44533169135912	2.55604051831546	4.02040172539182	4.12116068923922	3.29930565309992
TRINITY_DN114797_c0_g1_i1	map4k3	Chr05	52804255	52804255	2.42564863773348	-0.950059451369017	0.0242401711946115	0.0601818869980318	1.95095840858615	2.7964480243512	1.84164968430473	2.12333612948928	2.9921371348646
TRINITY_DN114798_c0_g1_i1	asb3	Chr05	19453650	19453650	3.63960874399692	-1.95004166915679	2.19902292137147e-08	2.56839191804483e-07	2.43280230808693	4.51385725938774	2.54090560464812	2.66457732795001	4.43689521837744
TRINITY_DN114799_c0_g1_i1	aga	Chr01	38042206	38042206	5.28302660898396	-0.922916615177476	0.0143062909982316	0.0393889870150954	4.77472551592345	4.85564906548468	5.06831817435355	4.64560141463146	6.30870969774503
TRINITY_DN114808_c0_g1_i1	egln1	Chr05	61512261	61512261	4.34473825000499	-0.199655757846711	0.55294142270578	0.64525828640118	4.43460892494829	4.75046589833478	4.27585069456774	4.05648828817146	4.10545269535759
TRINITY_DN114815_c0_g2_i1	LOC100124857	Chr06	108703924	108703924	4.46871109799282	-0.439082207315133	0.152936680464552	0.244339799756005	4.37367624847855	4.80651693196264	4.31181597059982	4.1400102918656	4.6159638657098
TRINITY_DN114816_c0_g1_i1	chst4	Chr08	50452950	50452950	0.656190702172762	1.23817211195336	0.0748615705535132	0.142276764004233	0.865666121313463	-1.49326438709616	1.08219220482458	1.0485504741983	0.526291718701065
TRINITY_DN114817_c0_g1_i3	lgals12-like	Chr04	35951670	35951670	2.97774920163988	-2.47072519897813	6.51550144154484e-05	0.000414227239992304	0.760793697351026	4.71894916982103	1.89681645306966	1.68379831020579	2.22277986239559
TRINITY_DN114818_c0_g1_i1	LOC100485780	Chr07	8025303	8025303	4.60145471450402	0.92899012205301	0.0103630612372734	0.030658814557027	4.51742015956482	3.64073492571917	4.79461707000425	5.28786808565603	4.25098500949268
TRINITY_DN114819_c0_g1_i3	cers4-like	Chr01	73803417	73803417	4.56014279461143	0.714684416456908	0.0430602996535607	0.0930680416663357	4.34675327398534	3.78974767726248	5.14722002037979	4.79975091944404	4.34044180572714
TRINITY_DN114827_c0_g1_i4	lamp5	Chr05	22420624	22420624	0.374941270872927	0.747695012409163	0.290914475934622	0.399667591821127	0.390830303589872	-0.864879278414514	1.12902274347228	0.000662604478550045	0.398812877242101
TRINITY_DN114828_c1_g1_i2	tpcn2	Chr04	6061992	6061992	1.27794079545836	-0.0620775796380617	0.915855734641496	0.940152699450193	0.242925029698681	0.930762650474005	1.72455343992716	1.29270871609911	1.5669229516618
TRINITY_DN114829_c0_g1_i1	LOC100496229	Chr04	39739544	39739544	1.17081641291596	-2.32374121636239	0.0036200454148602	0.0132047570456599	-0.572701714668757	2.7964480243512	-1.43094794640357	0.879388423313247	0.698593993059943
TRINITY_DN114836_c0_g1_i1	ppie-like	Chr02	86948630	86948630	4.61465881730367	-1.02135913606101	0.000876601748605164	0.00404356990126319	4.20404320628648	5.22447006782057	3.89730174771721	4.23658208298304	5.03846247355488
TRINITY_DN114841_c0_g1_i1	bmp6	Chr06	83435542	83435542	4.00423247435798	0.811460344635834	0.0317937161853629	0.0740110376554748	3.8422236080678	3.19801475120062	4.24429320960079	4.62344757464015	3.69491515902503
TRINITY_DN114848_c0_g1_i2	ropn1l	Chr06	39011994	39011994	3.77737857675651	0.615622986831932	0.0920731060010307	0.165734672231106	3.98873822193971	3.00245830764834	4.00164969151188	3.98878016977329	3.67441703634882
TRINITY_DN114849_c0_g1_i1	ankrd9	Chr08	76756924	76756924	1.48587170575038	1.21085020811214	0.0310108535074865	0.0724725784376838	1.63215809269184	0.0479619318366716	1.81325452404242	2.0454946307916	1.11837431853717
TRINITY_DN114850_c0_g1_i1	tmpo	Chr03	42004637	42004637	6.68574642695619	-1.06453828451506	2.22049034857973e-05	0.000157558144325014	6.18190271576014	7.40777939729114	6.17355449395646	6.13478187462472	7.02033913628405
TRINITY_DN114867_c0_g1_i1	eftud1-like	Chr03	96078423	96078423	5.7026118346349	-1.53541937340486	3.82547749257233e-09	4.99401230432046e-08	4.92789789504914	6.50157314887667	4.70085618958521	5.02264296158748	6.33397936210934
TRINITY_DN114876_c0_g1_i1	s100z	Chr01	164876388	164876388	2.56693074409401	0.285663605503527	0.604733998560807	0.691372475557296	2.04328480753902	1.78967040881446	3.43018020416238	1.99116449897408	2.79102602872966
TRINITY_DN114881_c0_g1_i2	LOC100487533	scaffold_634	51284	51284	3.74794992048944	-0.68118944075066	0.32045119512151	0.429597894556591	2.49950878947044	4.00538630812686	4.61298385391732	1.10079983409046	4.19931190492521
TRINITY_DN114886_c0_g1_i1	sort1	Chr02	63044428	63044428	7.698109620456	-0.35623353945103	0.169874917274157	0.264564135676575	7.625124871684	7.90044428345526	7.4251219336527	7.57762975496564	7.90130042157281
TRINITY_DN114887_c0_g1_i1	ppp1r27	Chr10	19845234	19845234	3.64915187780227	1.23426643194939	0.00165001489329281	0.00689872023765372	4.20404320628648	2.893748569544	3.52952300635241	4.24821140275702	2.72611593000484
TRINITY_DN114888_c0_g1_i1	drc1	scaffold_482	83611	83611	3.69595525560174	0.932496689574624	0.0117194990581573	0.0337648991876326	3.95348077263956	3.10354744062139	3.67074317699822	4.30499210104878	3.05691595899146
TRINITY_DN114904_c0_g1_i7	xpnpep3	Chr04	105928342	105928342	4.34673873230276	-1.39277041154254	4.26548086150078e-05	0.000284462353547203	3.63530353998442	5.31156667724143	3.38265925707437	3.83532423551372	4.63730331987815
TRINITY_DN114905_c0_g3_i2	nfkbia	Chr08	89257966	89257966	7.29761853647432	0.703319601836738	0.0198620185033707	0.0513719002261983	7.93782493974563	6.89379350161387	7.10030436889018	7.45941884179855	6.77768720405003
TRINITY_DN114909_c0_g1_i4	chadl	Chr04	106064910	106064910	4.42487305343989	-0.504864857320414	0.298312144428516	0.407524051010023	3.69344783633511	4.53813907523898	5.08622860826704	3.01702612038521	4.84721032249462
TRINITY_DN114927_c0_g2_i3	samsn1	Chr02	22431665	22431665	3.89375739303507	1.19314801565178	0.00102305822827847	0.00461427143043668	3.97708121538111	2.94912713141016	4.29137429806456	4.46304317532996	3.19763216143082
TRINITY_DN114928_c0_g1_i1	fut8	Chr08	99166881	99166881	5.51849739137208	-0.37840605763205	0.18879556574547	0.287537009871729	4.92183009291036	5.81731145018861	5.63888209719586	5.40678357716292	5.6449633516897
TRINITY_DN114931_c0_g1_i1	trmt12-like	Chr08	17532617	17532617	3.56969866599939	-2.13503410973849	4.91481579513327e-08	5.43916394117783e-07	2.2119038548053	4.83129214288011	2.46991820309843	2.35610264371728	3.96060548079319
TRINITY_DN114938_c0_g1_i3	pcgf6	Chr07	20385002	20385002	5.00254714443671	-1.85031080244741	3.48412329020734e-11	5.63589687710682e-10	3.95348077263956	5.79733142303865	4.00792749039244	3.96783219158125	5.83702690738762
TRINITY_DN114942_c0_g1_i1	sgcg	Chr02	153977868	153977868	6.23643124000457	0.0140225496284843	0.9614680056816	0.973046508337282	5.78725306458789	5.95669333160891	6.45317545046215	6.39229390001252	6.4550881117093
TRINITY_DN114945_c0_g2_i1	pikfyve	Chr09	40886179	40886179	3.5009010019306	-1.61339840703997	7.91092862255672e-06	6.18893521402492e-05	2.73919886957127	4.41242437393093	2.62499331005077	2.57506778428722	4.03752378407025
TRINITY_DN114946_c1_g6_i1	sec11c	Chr01	188226104	188226104	6.53838015057606	0.263627737631928	0.290167134688851	0.399044728694448	6.77002446390907	6.26928467917637	6.65466286697353	6.47627548961869	6.47201259435871
TRINITY_DN114946_c1_g7_i1	grp	Chr01	188197803	188197803	1.39683287884931	0.56147037094138	0.332694047744995	0.442372048404563	1.80034627637296	0.177274481798713	1.30247908552117	1.64912876018092	1.5669229516618
TRINITY_DN114950_c0_g1_i1	tvp23a-like	Chr09	30844092	30844092	5.92889126545797	-0.311738559382731	0.223164698024409	0.326609885258309	5.8840576641636	6.23997787967823	5.83523643386722	5.66065952269234	5.96209034148314
TRINITY_DN114954_c0_g1_i1	Xetrov90021363m	Chr08	74844301	74844301	2.13038120202064	0.120556754031621	0.818002514598051	0.866153520680473	2.13005640854742	1.13560717323447	1.94995118096747	2.39846641424851	2.58681735422477
TRINITY_DN114964_c0_g1_i1	fip1l1	Chr01	30492454	30492454	7.06795449688342	-0.760232231766088	0.00462472648937948	0.0160737262831196	6.93576588203089	7.69643757447522	6.60479784731075	6.57769586122216	7.21208303125245
TRINITY_DN114971_c4_g7_i1	slc25a10	Chr10	19666060	19666060	5.04883491909018	-0.418892698410769	0.158580182144745	0.250970578097841	4.93995747052295	5.54515259498839	4.93959150585307	4.71009211232823	4.97002994522576
TRINITY_DN114975_c0_g1_i1	ctnnbl1	Chr10	31036952	31036952	6.42579012816642	-0.815471242918108	0.000919379631113162	0.00420841135824863	6.02091906039204	7.00467982952329	5.96674043703063	6.13634727404016	6.69445464447262
TRINITY_DN114976_c0_g1_i1	mmab	Chr01	138372445	138372445	4.90099471018797	-0.181251649133671	0.609724323129037	0.69587518861505	5.1774853964381	5.05812437172224	4.01417809012934	5.04281544781643	4.95311157034885
TRINITY_DN114977_c0_g1_i1	LOC100497111	Chr10	39124618	39124618	3.35644553685239	0.832309603900029	0.0370083413380021	0.0831103815809789	3.80314593312507	2.55604051831546	3.28264688339507	3.77228509225927	3.02489009773687
TRINITY_DN114983_c0_g1_i1	gfer	Chr09	10368152	10368152	3.0872384356753	-0.27795386433741	0.468818007585139	0.570741886327902	3.03739868159449	3.18269353752267	2.97183300675191	2.90394285313486	3.29930565309992
TRINITY_DN114996_c0_g2_i1	LOC100497518	Chr01	144188447	144188447	3.97235647603701	0.621983472105573	0.206430559607885	0.308370161047357	3.9173400495462	2.32435973258059	4.60057561159651	3.92500104610773	4.21831695277953
TRINITY_DN114997_c0_g2_i1	rwdd4	Chr01	35864811	35864811	5.82458673055736	-0.42060665817746	0.0924781469512684	0.166213438054268	5.73630067702502	6.04406819875116	5.56203751969588	5.62319138679111	6.07717190765695
TRINITY_DN114998_c0_g1_i3	cyct	Chr09	61133117	61133117	5.44573282161967	0.454652100101776	0.106765161438707	0.185327229562074	5.48789511939805	4.91711721136342	5.74416253774889	5.58701555740558	5.36057823307042
TRINITY_DN115003_c0_g2_i2	ctu2	Chr04	60737862	60737862	5.02445460127909	-0.613448435249354	0.0327588027603383	0.0755906872556555	4.94594966519746	5.4902052259962	4.54984708436805	4.72681363714697	5.21441998836526
TRINITY_DN115005_c0_g1_i2	aprt	Chr04	60896153	60896153	4.99003814879712	0.286250279057473	0.386755897803819	0.495395712392913	5.35909822878775	4.61434594178789	4.54984708436805	5.26515314011015	4.98397859738213
TRINITY_DN115010_c0_g4_i2	cbx4	Chr10	24899013	24899013	6.01253949308259	-1.21443618263029	4.52009148811661e-06	3.72872884491337e-05	5.52439401884016	6.84596487555388	5.29057781856739	5.38324442498381	6.33724301272161
TRINITY_DN115011_c0_g1_i6	higd1c	Chr02	138856064	138856064	6.60437026500926	-0.175295505798368	0.486647389125896	0.586671070808839	6.47290287528329	6.67993477796105	6.35193890944929	6.74196207859331	6.73295895217807
TRINITY_DN115013_c0_g1_i1	vti1b	Chr02	48996884	48996884	4.28196594393287	-0.142833519267714	0.653646149156288	0.732882179119678	4.31931830436476	4.35890186837067	4.03276902610231	4.30499210104878	4.37048571632677
TRINITY_DN115015_c0_g1_i1	med27-like	Chr08	6457369	6457369	5.00775449012306	-1.67840732705308	8.65881474217046e-09	1.08054373760473e-07	3.98873822193971	5.96567282589794	4.16224057208467	4.1400102918656	5.54876607820657
TRINITY_DN115027_c0_g3_i2	rad51c-like.1	Chr02	91668727	91668727	3.97028940302869	-1.81867944042895	5.82237133792682e-08	6.37143931658991e-07	2.92054148759453	4.87484279330895	2.94591006399361	3.04396427838105	4.66180685685982
TRINITY_DN115029_c0_g4_i1	mrps33-like	scaffold_584	63041	63041	5.21621227530593	-0.251795866432109	0.357792206859986	0.46685720150326	5.04418406314148	5.40694925157496	5.12428819578314	5.1582631960098	5.31495726428289
TRINITY_DN115043_c0_g1_i2	b4galt7	Chr03	38176140	38176140	4.18197997270423	-0.746449447226383	0.0200108169357242	0.0516821987461189	3.85501776946988	4.57967301039543	3.96984427809204	3.67224001696459	4.57600238920868
TRINITY_DN115050_c0_g1_i1	figf	Chr02	32846215	32846215	3.7686588753421	0.810163059587951	0.0319797218711287	0.0742710802681905	3.82931496903974	2.93090278647674	3.88371115232795	4.34344943631503	3.48339211981822
TRINITY_DN115052_c1_g1_i1	zbtb12	Chr08	53889398	53889398	3.49279160484585	0.627259152935629	0.0927670310346804	0.166615991846086	3.44533169135912	3.01980608248123	3.69429029015762	3.93941984421013	3.15880829619237
TRINITY_DN115057_c0_g1_i2	mxra5	Chr02	34056409	34056409	5.02249922867265	0.603424027195383	0.0565725001637091	0.114822863011142	4.94594966519746	4.62004460444971	5.62261037944268	5.02939851238642	4.64785583739667
TRINITY_DN115060_c1_g2_i3	LOC100497272	Chr10	39136672	39136672	0.42961270074139	-1.74294564089787	0.0129041369130981	0.0362934852717235	-0.572701714668757	1.70640878471511	0.0968455700215514	-0.88164323536816	0.330584379704044
TRINITY_DN115062_c0_g1_i1	dmrt2	Chr01	116306551	116306551	3.92698147263204	0.81670528186322	0.0333667896334172	0.0766445774261518	4.31931830436476	3.10354744062139	3.70977752529801	4.47298890047152	3.62542414185135
TRINITY_DN115074_c0_g1_i1	orc3	Chr05	87042358	87042358	4.79831914130158	-1.65819761789447	9.63795113023449e-08	1.01942419181841e-06	4.03444658839232	5.62949983273703	3.51196207944864	4.10845605954395	5.47364374657625
TRINITY_DN115075_c0_g1_i1	pid1-like	Chr05	125471954	125471954	5.48300474749338	-1.11083088081069	5.8107722766785e-05	0.000374290283713956	4.92183009291036	6.29444868258067	4.95591879964792	4.92458529262218	5.73844045165396
TRINITY_DN115076_c0_g1_i1	sh3gl3	Chr03	95718096	95718096	4.96101275191233	-0.627974883085888	0.115384172664611	0.197045173099416	4.4766086351818	5.83701854748489	5.11559390826911	4.30499210104878	4.4570365353601
TRINITY_DN115077_c0_g1_i1	LOC100491202-like	Chr08	24763817	24763817	3.94513864568299	1.16514506020585	0.0448014546181373	0.0959254075094154	4.28190742916581	1.13560717323447	4.33197204523489	4.29941354503574	3.94927457036732
TRINITY_DN115084_c0_g1_i1	LOC100490554	Chr10	1786296	1786296	6.75341745288812	0.499594841047468	0.150188560213477	0.240807622926871	7.06939598962854	5.62383846935578	6.74010555375967	6.97151729695713	6.94746548108125
TRINITY_DN115095_c0_g1_i1	lhx8	Chr04	70931017	70931017	5.91317492922842	-5.67391634619848	5.67158336060851e-57	6.93286616023474e-55	1.69042676819638	7.50106050881113	1.12902274347228	1.87595196394017	6.792822047896
TRINITY_DN115110_c0_g2_i2	ccdc129	Chr06	26678962	26678962	2.06686021678792	0.234302644450866	0.612630387509342	0.698174073359254	2.17156047836099	1.61804601670371	2.16745604693881	2.12333612948928	2.16517882265115
TRINITY_DN115112_c0_g1_i1	bmp10	Chr03	111376568	111376568	2.04986574507111	0.46020620795262	0.471305428292526	0.573056684994089	2.43280230808693	0.177274481798713	1.49354298891733	2.51856902177755	2.48063205767731
TRINITY_DN115114_c1_g1_i1	arrdc4	Chr03	104698395	104698395	5.40920311401486	1.16867367973881	6.50664015043416e-05	0.000413908504424721	5.58324562341696	4.5501284265823	5.63888209719586	6.04429248597138	4.66180685685982
TRINITY_DN115117_c0_g1_i1	klf7	Chr09	41846705	41846705	0.217394732688187	0.0560928574497765	0.932252773259056	0.952935115416022	-0.321721167122745	0.507487517066256	0.273983330869831	0.544158816388014	-0.164685592534261
TRINITY_DN115118_c0_g1_i1	erp27	Chr04	118020700	118020700	2.27000417793974	-2.16997874364289	0.000124052416478963	0.000739707230634259	0.963429042862641	2.7964480243512	1.7547304981916	-0.238052310464674	3.40261517828227
TRINITY_DN115121_c1_g2_i2	rnf166	Chr04	60722355	60722355	1.7696959150927	0.743773725423295	0.133830884849143	0.219990652249729	1.85231707833524	1.00232495294225	2.12187625646664	2.0454946307916	1.53695873321086
TRINITY_DN115125_c0_g1_i1	pde1a	Chr09	57251252	57251252	3.43529899676037	0.873739728666413	0.0262990237806168	0.06390300402261	3.73556809516247	2.7964480243512	4.02659862782514	3.32223092232034	2.92431235704375
TRINITY_DN115126_c0_g1_i3	atp6ap1l	Chr01	168256163	168256163	1.40652168836242	0.445826755431288	0.448574133880042	0.552411214441627	1.90248062926294	0.177274481798713	1.34276984762752	1.42154983509233	1.68091894982631
TRINITY_DN115131_c0_g3_i1	ccnh	Chr01	169856023	169856023	4.93489695636713	-1.5923817697626	2.95513815941424e-08	3.38174693412968e-07	4.14275689046492	5.62949983273703	3.876867540934	4.21896042537717	5.70682846482383
TRINITY_DN115148_c0_g1_i1	fam81b-like	Chr01	172482617	172482617	3.17749241790322	0.759403795820024	0.0681128284869121	0.132445715118169	3.30318908693612	2.35201742587278	3.21913279673368	3.72312959615141	2.94727673557165
TRINITY_DN115149_c0_g1_i2	dkk2	Chr01	62532686	62532686	5.10781227263838	0.893085847421452	0.00315484120044748	0.0117958383014298	5.39458382655964	4.20815851151709	5.54918127964415	5.24787910506427	4.75910805924271
TRINITY_DN115152_c0_g2_i1	sav1	Chr08	72161391	72161391	3.43931714255057	-1.00174190485692	0.00739329237220819	0.0234324237029592	3.18656417614211	4.169820173098	2.87898855917228	2.79715742975808	3.68811476039378
TRINITY_DN115154_c0_g1_i1	tbr1	Chr09	67228487	67228487	0.0149139720612846	-0.557928752570135	0.406379843337601	0.513500290706282	-0.108000724523818	0.602660743810659	-0.217811279464127	-0.238052310464674	-0.0694172542797223
TRINITY_DN115157_c0_g1_i1	galns-like	Chr04	60915790	60915790	5.19268113222503	-0.274665966795499	0.366826793019547	0.475473648934964	5.038587067479	5.56005154974284	5.36826733154782	4.75561790425689	5.10889648571483
TRINITY_DN115163_c0_g1_i1	cyp51a1	Chr06	23356542	23356542	6.79666877906688	-0.462159544427141	0.152225010187103	0.243564544783975	6.51381788995635	7.51106235902381	6.83054277669717	6.40143636269642	6.38952999829155
TRINITY_DN115173_c0_g2_i1	ankrd29-like	Chr06	94113450	94113450	0.728611846956009	0.372952906870829	0.547028316109505	0.639885123574374	0.390830303589872	0.930762650474005	0.931824632242106	1.10079983409046	0.0199478493284536
TRINITY_DN115184_c0_g1_i1	LOC100492669	Chr01	82749838	82749838	1.7140974184033	-3.6639385720854	8.46918019920647e-11	1.31651692778705e-09	-0.572701714668757	3.08718352169494	-0.340049126112875	-0.691909515130741	2.51177651038075
TRINITY_DN115189_c0_g1_i2	LOC100487287-like	Chr05	33526346	33526346	5.92256152223171	0.0789285915068283	0.760471052126606	0.820664838255006	5.80054184264938	6.01408521917265	6.07982220089166	5.96370419090023	5.72355266216166
TRINITY_DN115192_c0_g2_i1	gjd3-like	scaffold_39	699389	699389	0.120598983050254	0.387143863589529	0.566992367512666	0.658582971313437	0.242925029698681	-0.0940927171373694	-0.217811279464127	0.617726312545469	-0.0694172542797223
TRINITY_DN115194_c0_g1_i1	crls1	Chr05	21082532	21082532	5.96442861223513	-0.709053321251045	0.0141073217927909	0.0389508368904138	5.99225128028272	6.56350971047511	5.3084898907361	5.5357445586142	6.09012666041784
TRINITY_DN115195_c0_g1_i1	tmem255a	Chr08	24789861	24789861	4.91147653386805	0.731196978800705	0.033162434483552	0.0762892018262552	5.2373438660261	3.82964110680745	5.03181612882622	5.2097270180175	4.85025945839793
TRINITY_DN115208_c0_g2_i1	dhrs7b	Chr09	33066385	33066385	5.97806639220447	-0.844215283016028	0.000809892385174614	0.00378219143116884	5.70484248310449	6.34693747682028	5.57689308689804	5.45022500162545	6.49264885988493
TRINITY_DN115213_c0_g3_i1	bmp7.1	scaffold_276	63402	63402	4.92373453978938	0.430653443294084	0.184388708823272	0.282264030284892	5.28066223020107	4.98050991537466	4.84808149341	5.08557827989382	4.23707489321754
TRINITY_DN115214_c4_g2_i1	tox3	Chr04	52549845	52549845	3.07125055486575	-0.205539704990479	0.594546633862569	0.682627616657024	3.05967575100232	3.2281775247779	3.00986444363885	2.88916324515248	3.14893685846496
TRINITY_DN115215_c0_g1_i1	LOC100490088	Chr09	63573510	63573510	2.11477445784024	0.521115938132676	0.294711518235076	0.40361974023835	1.99786004459111	1.19789830174927	2.52348352175366	2.29012906785848	2.18463582236147
TRINITY_DN115215_c1_g2_i1	opa3	Chr08	49444730	49444730	5.29752165171869	-0.191487306257732	0.526511671901638	0.621469846390532	5.53238099689372	5.61815480233804	5.01008882353506	5.0594130318971	5.16629754264392
TRINITY_DN115225_c0_g1_i2	LOC100135192	Chr09	15659955	15659955	4.88121716897889	0.696315047188145	0.0233887773373121	0.0585372447225376	4.88487737877319	4.38591131067241	5.41152911585428	5.00561437831969	4.46898772112529
TRINITY_DN115231_c0_g1_i2	aldh3b1-like.2	scaffold_376	92310	92310	6.51610492937299	1.23033644114335	4.11121890694162e-05	0.000275198393167212	6.42436978916672	5.64355680202804	6.81987788489055	7.29675390698439	5.68479307463298
TRINITY_DN115232_c1_g1_i1	mccc2	Chr01	167109246	167109246	6.66029179482772	-0.391542213803257	0.124673359225258	0.208798275756827	6.47290287528329	6.64682070199439	6.50735443033871	6.49225622553555	7.08259532263609
TRINITY_DN115235_c0_g1_i2	LOC101733299	Chr07	1736253	1736253	8.53832387602529	-0.680163095531231	0.024622167250936	0.0608735125530496	8.32223463212529	9.16967745353682	8.25137427113404	8.09856409133532	8.58570032286684
TRINITY_DN115242_c0_g1_i2	eral1	Chr03	40298751	40298751	4.2249216416298	-1.89038552294141	6.39647687229533e-09	8.09492961356246e-08	3.34005909301133	5.09541993932065	3.18629544727386	2.98957538409387	4.99779367783207
TRINITY_DN115244_c0_g1_i1	sh2d4a	Chr01	77329522	77329522	5.58059950840712	-0.79147120716662	0.00244886496877571	0.0095651563068701	5.20272892412258	5.92251350816628	5.38765512156467	5.01925328648124	6.07326268874997
TRINITY_DN115245_c1_g1_i1	Xetrov90029958m	scaffold_663	33927	33927	1.7618433099536	-0.0596729028429221	0.904985140782983	0.932285496974004	1.99786004459111	2.01400254293843	1.86949674074631	1.29270871609911	1.5669229516618
TRINITY_DN115247_c0_g2_i1	hypk	Chr03	97769541	97769541	6.9829695302771	0.199396698214795	0.437331898755413	0.541417796629299	7.13774085814056	6.88435378606394	6.84901871028258	7.17103941690734	6.83575910788027
TRINITY_DN115248_c0_g1_i2	tsr3	Chr09	22694346	22694346	4.54783023529579	-0.369646184832324	0.246536086742669	0.352892705933584	4.71281629043782	4.8700682477451	4.17345432637644	4.23073207989387	4.63376859164834
TRINITY_DN115253_c0_g1_i1	gap43	Chr02	1051808	1051808	6.20273644000957	0.59500118336681	0.023514379773314	0.0588105517836641	6.51784628883605	5.73041650187159	6.51398595031121	6.18102039002662	5.90017798348799
TRINITY_DN115261_c0_g1_i1	taf9b	Chr08	44623134	44623134	5.44621259342773	-2.04886107344372	1.6317884804167e-14	3.77487068469729e-13	4.30073412717828	6.40089746186933	4.17902868621924	4.34886060265713	6.23013127752753
TRINITY_DN115267_c0_g1_i2	asb16	Chr10	14172355	14172355	2.37780715053132	1.14700650671927	0.0147549237875896	0.0403909016022639	2.71132669068879	1.90619241102052	2.95892975886267	2.4796352682826	1.30773261374433
TRINITY_DN115275_c0_g1_i1	atpif1	Chr02	57062244	57062244	8.32856065119348	0.219969053336904	0.44523873338365	0.549246909977973	8.46885702301472	8.18289197370822	8.14217554514998	8.5905020240153	8.20237708168161
TRINITY_DN115288_c0_g1_i1	pih1d1	Chr07	104834950	104834950	5.27347974687959	-1.29321418132194	2.01775107284708e-06	1.75890991009854e-05	4.71281629043782	5.8827714592938	4.51059470652827	4.61897568914757	5.92207836628505
TRINITY_DN115289_c0_g1_i3	btbd6	Chr08	80556428	80556428	5.7719700547589	0.361549340088747	0.211740526705037	0.314077888274418	6.29889016199628	5.53312164798104	5.5790028783934	5.74516113718799	5.55625430330277
TRINITY_DN115291_c0_g1_i1	fbxo8	Chr01	39144104	39144104	5.02214910516107	-0.522265852355627	0.0849931805649397	0.156152287504194	5.04975942891257	5.2795184561076	4.3665814475357	4.88043063613005	5.33903378411283
TRINITY_DN115294_c0_g1_i4	LOC100486664	scaffold_707	29078	29078	3.23872514117904	-7.00622902406744	1.22237229537742e-30	7.87368789303888e-29	-2.63197177320659	4.84595558634117	-2.11292387947792	-0.88164323536816	4.11562513425736
TRINITY_DN115295_c0_g2_i1	lpcat3	Chr07	849641	849641	6.47557391310878	-0.0993777754457372	0.686305430897133	0.759603613556998	6.40926883164918	6.66347274601903	6.51839008917994	6.37250561076852	6.3937158238693
TRINITY_DN115298_c0_g1_i1	asip	Chr10	32830299	32830299	4.46060018951165	0.77079225247858	0.0441308696240182	0.0948529045811758	4.31931830436476	3.34289208901438	4.76897235280524	4.98838239818161	4.37472708148026
TRINITY_DN115310_c0_g1_i2	pmf1	scaffold_848	35681	35681	2.58953584597588	-2.32372253775215	5.71443817169936e-05	0.000368968856020228	2.17156047836099	3.90626368425594	0.878005401334821	0.106675916241595	2.98105213051096
TRINITY_DN115311_c0_g1_i1	snx7	Chr04	92914392	92914392	5.26804776699934	-0.744353279553454	0.00968877115540019	0.0290069889559254	4.79478530551129	5.71718465937095	5.2139063626603	4.70588127176202	5.6130066609293
TRINITY_DN115315_c0_g1_i1	cyp1d1	Chr01	118492294	118492294	6.83981062072762	0.938869036577456	0.00312146975667146	0.0117117719471625	7.11132348950897	6.1042615029202	7.5811473454029	6.57192329422931	6.30538078154317
TRINITY_DN115320_c0_g1_i3	LOC100492912-like	Chr04	41074860	41074860	5.57718072468501	-0.74146834295419	0.00454621415291078	0.0158726470765535	5.2901144173586	6.15027710195427	5.17538153361501	5.23624709555784	5.7741988607442
TRINITY_DN115324_c0_g1_i4	mrap2	Chr05	87929190	87929190	2.76883832751846	-3.54641078957702	1.70099363301669e-14	3.9181131713834e-13	0.0781059888164557	4.11437507084268	0.703339061465564	0.544158816388014	3.63252581605935
TRINITY_DN115328_c0_g1_i1	LOC100487399	scaffold_19	216323	216323	4.54372405140957	0.830941561414944	0.0420080368665604	0.0913074262625965	4.57268361742492	3.64073492571917	5.4233195772659	4.16476600506797	4.27387458462594
