gid	gname	chr	chrone	start	end	logCPM	logFC.XY46.SR46	PV.XY46.SR46	FDR.XY46.SR46	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN126147_c0_g3_i3	LOC100486174-like	Chr02	Chr02	138188537	138188537	0.61800475	0.162940574	0.796830104	0.999859762	0.603840886	0.616940972	0.501942098	0.740527205
TRINITY_DN126153_c3_g1_i5	pip4k2c	Chr02	Chr02	137525925	137525925	2.199640337	-0.222055181	0.707809269	0.999859762	1.404265903	2.81362623	2.357533978	1.78717781
TRINITY_DN126174_c0_g1_i2	chodl	Chr02	Chr02	16223230	16223230	4.462571169	-0.093703293	0.810162687	0.999859762	4.421653382	4.438093645	4.531968929	4.455450117
TRINITY_DN126207_c1_g1_i1	frs3	Chr02	Chr02	62522458	62522458	5.262767116	0.230179009	0.575415203	0.999859762	5.421081322	5.236745283	5.087189909	5.287748562
TRINITY_DN126224_c0_g1_i2	utp11l	Chr02	Chr02	53796203	53796203	4.72647423	0.001762524	0.996438054	0.999859762	4.943032911	4.573182371	4.724774817	4.639944056
TRINITY_DN126256_c6_g1_i1	LOC100496110	Chr02	Chr02	92404297	92404297	0.539779189	-0.267847253	0.6704822	0.999859762	0.344029079	0.58318805	0.722473006	0.451756746
TRINITY_DN126278_c1_g2_i1	ccdc90b	Chr02	Chr02	168360326	168360326	0.112410375	-0.712326012	0.282372207	0.999859762	-0.50275094	0.052593937	0.568464255	0.038067897
TRINITY_DN126314_c1_g1_i1	qsox2	Chr02	Chr02	81636598	81636598	4.519538907	-0.343574064	0.397014527	0.999859762	4.542867426	4.059755326	4.767876644	4.615625959
TRINITY_DN126335_c1_g3_i3	kmt2d	Chr02	Chr02	133093332	133093332	3.03583662	-0.365884608	0.38752272	0.999859762	2.864008762	2.87070096	3.298091741	3.059802012
TRINITY_DN126345_c2_g2_i1	sort1	Chr02	Chr02	63044428	63044428	7.312547896	-0.07581072	0.8743604	0.999859762	7.233440375	7.281915525	7.368993104	7.361291211
TRINITY_DN126357_c1_g1_i2	dhx40	Chr02	Chr02	87110132	87110132	4.999607511	0.046990417	0.907016997	0.999859762	4.934195934	4.876400617	4.964412892	5.201256188
TRINITY_DN126366_c0_g1_i2	hdac1	Chr02	Chr02	82271699	82271699	0.104428946	0.182437597	0.796540109	0.999859762	-0.380117625	0.362188136	-0.026568575	0.282337637
TRINITY_DN126408_c2_g5_i4	naalad2	Chr02	Chr02	164289398	164289398	4.323239641	0.368774267	0.368466409	0.999859762	4.183915055	4.588149447	4.040179204	4.417588642
TRINITY_DN126429_c0_g1_i1	sp5l	Chr02	Chr02	137812167	137812167	4.572757147	-0.207135108	0.591049182	0.999859762	4.408952453	4.48225567	4.724774817	4.650863667
TRINITY_DN126480_c1_g1_i2	cd247	Chr02	Chr02	1909146	1909146	1.502576415	-0.059752789	0.913638182	0.999859762	1.73794533	1.210277577	1.545816783	1.48920499
TRINITY_DN126487_c0_g2_i2	LOC100490819	Chr02	Chr02	141316625	141316625	6.472192387	0.045096748	0.920024671	0.999859762	6.507744941	6.447073382	6.43827485	6.49458547
TRINITY_DN126501_c5_g3_i1	dscr6	Chr02	Chr02	8624662	8624662	4.329777367	-0.224187414	0.563807865	0.999859762	4.14869757	4.283792655	4.493966771	4.368158741
TRINITY_DN126533_c2_g3_i1	trappc2	Chr02	Chr02	102288698	102288698	2.141646707	0.326888623	0.519610408	0.999859762	2.27451882	2.068119794	1.895922872	2.301269684
TRINITY_DN126542_c0_g2_i1	esd	Chr02	Chr02	131288037	131288037	3.325181551	0.135888369	0.76307199	0.999859762	3.619362543	2.971986777	3.222641501	3.417847672
TRINITY_DN126564_c5_g1_i1	Xetrov90004663m	Chr02	Chr02	46410681	46410681	1.421701076	0.045656068	0.935950724	0.999859762	1.62533456	1.526690266	1.389004099	1.113229678
TRINITY_DN126582_c2_g1_i3	LOC100491557-like	Chr02	Chr02	108995527	108995527	2.455390475	0.081577828	0.869976463	0.999859762	2.761164677	2.207568863	2.394675206	2.418365593
TRINITY_DN126666_c0_g2_i1	rnpep	Chr02	Chr02	64413782	64413782	4.708221819	0.069836134	0.858296971	0.999859762	4.741665402	4.562395732	4.655695868	4.857285161
TRINITY_DN126702_c2_g3_i1	aasdhppt	Chr02	Chr02	157535957	157535957	1.370511112	-0.547549198	0.316286906	0.999859762	1.260850622	1.071103117	1.745908155	1.302392466
TRINITY_DN126794_c4_g3_i1	ankrd42-like	Chr02	Chr02	168374536	168374536	2.586137609	0.126561568	0.79019949	0.999859762	2.466530404	2.635714813	2.492142248	2.729824126
TRINITY_DN126807_c0_g2_i1	yrdc	Chr02	Chr02	57898946	57898946	4.270764118	0.270990318	0.682539258	0.999859762	5.295602455	3.501006412	4.066311356	3.344412571
TRINITY_DN126819_c1_g2_i1	cisd3	Chr02	Chr02	51509213	51509213	4.749058495	0.138815098	0.735147771	0.999859762	4.784905782	5.050144012	4.644175483	4.450458962
TRINITY_DN126862_c0_g1_i6	cldn4	Chr02	Chr02	38090824	38090824	0.779314045	0.145748262	0.848710405	0.999859762	-0.636785047	1.253837383	0.662827522	1.087740284
TRINITY_DN126931_c1_g2_i7	kcna2	Chr02	Chr02	48297297	48297297	2.791987883	-0.407773142	0.415075842	0.999859762	3.214752881	2.39432463	3.081716763	2.256217451
TRINITY_DN126960_c0_g2_i1	dlg2-like.2	Chr02	Chr02	168276879	168276879	1.665184275	0.009200627	0.987357475	0.999859762	0.969427604	1.662182948	1.656991717	2.111949521
TRINITY_DN127046_c1_g2_i1	oca2	Chr02	Chr02	110870608	110870608	5.994020213	-0.340992185	0.462479021	0.999859762	6.169160313	5.332545178	6.241445359	6.067394417
TRINITY_DN127093_c0_g1_i1	dctn2	Chr02	Chr02	137419632	137419632	5.508724007	-0.421313807	0.420666561	0.999859762	5.805611253	4.390098945	5.811975656	5.617740968
TRINITY_DN127117_c2_g1_i1	LOC100492277-like	Chr02	Chr02	133431396	133431396	2.939244782	0.363894597	0.423658156	0.999859762	3.204989823	2.997837033	2.66170301	2.848402734
TRINITY_DN127149_c1_g1_i10	sh3bgr	Chr02	Chr02	7614259	7614259	3.244108364	0.035803373	0.932820315	0.999859762	3.234082998	3.035764162	3.217468368	3.45819112
TRINITY_DN127155_c3_g5_i9	stat6	Chr02	Chr02	136017434	136017434	2.818935517	0.189774512	0.6925791	0.999859762	2.606600034	3.228218344	2.676858897	2.662357284
TRINITY_DN127160_c7_g1_i2	pitpnm3	Chr02	Chr02	44863091	44863091	3.609837529	-0.041282574	0.925675373	0.999859762	3.165263177	3.757060974	3.641054082	3.78597426
TRINITY_DN127166_c3_g1_i1	ppil1	Chr02	Chr02	76623107	76623107	2.28615355	-0.312991927	0.534200943	0.999859762	2.514747195	1.829870388	2.509177199	2.197848651
TRINITY_DN127176_c4_g1_i6	pcid2	Chr02	Chr02	112490866	112490866	2.06602888	0.194140332	0.704832221	0.999859762	2.382405387	1.992991644	1.921598264	1.937435826
TRINITY_DN127187_c0_g1_i1	galnt6-like	Chr02	Chr02	139314356	139314356	5.787140994	-0.090377223	0.827771311	0.999859762	5.769634868	5.721883349	5.854252174	5.799478059
TRINITY_DN127192_c0_g1_i2	inpp4a	Chr02	Chr02	109509373	109509373	1.38794296	-0.317205375	0.566093207	0.999859762	1.298062992	1.142367939	1.610390272	1.449731404
TRINITY_DN127244_c6_g1_i1	ppm1e	Chr02	Chr02	91497038	91497038	0.261245752	-0.249987502	0.738172799	0.999859762	0.271044666	-0.709425848	0.432203733	0.707437398
TRINITY_DN127263_c1_g1_i1	tmem182-like.1	Chr02	Chr02	107333395	107333395	2.189187978	0.596742613	0.283320548	0.999859762	2.217391043	2.746596854	1.731464121	1.833920827
TRINITY_DN127282_c0_g1_i2	Xetrov90005170m	Chr02	Chr02	68602051	68602051	4.661736995	-0.097478962	0.807146111	0.999859762	4.693602175	4.830385908	4.733861172	4.344140013
TRINITY_DN127295_c1_g3_i3	col4a1	Chr02	Chr02	113776064	113776064	5.254646154	0.105223737	0.795485096	0.999859762	5.325196239	5.300448153	5.175204635	5.213092522
TRINITY_DN127326_c0_g1_i3	c21orf91	Chr02	Chr02	16435744	16435744	4.183939447	0.00916091	0.981813936	0.999859762	4.218293295	4.235720161	4.177047955	4.101468005
TRINITY_DN127348_c0_g1_i1	usp49	Chr02	Chr02	62299661	62299661	1.704529091	-0.399090696	0.43315691	0.999859762	1.791117307	1.396704722	1.983856077	1.583407553
TRINITY_DN127381_c4_g1_i1	LOC100145165	Chr02	Chr02	66599151	66599151	3.868135024	-0.160554779	0.698148712	0.999859762	3.626694393	4.071975292	3.986450513	3.737624921
TRINITY_DN127400_c8_g7_i1	mis12	Chr02	Chr02	98088458	98088458	3.455631901	-0.093734495	0.826517489	0.999859762	3.520494237	3.172561523	3.524411622	3.572864277
TRINITY_DN127437_c1_g1_i1	tmco3	Chr02	Chr02	112306684	112306684	1.644330088	-0.525999271	0.294958323	0.999859762	1.503183971	1.508822687	2.00802592	1.469603198
TRINITY_DN127502_c1_g1_i1	med18	Chr02	Chr02	52484983	52484983	0.610186587	-0.337673238	0.62196566	0.999859762	-0.380117625	0.889701935	0.834839876	0.673570789
TRINITY_DN127512_c7_g3_i1	gosr1	Chr02	Chr02	24555812	24555812	1.337258428	-0.508286925	0.392894425	0.999859762	1.298062992	0.58318805	1.687243536	1.546461329
TRINITY_DN127525_c0_g1_i1	txlna	Chr02	Chr02	82444235	82444235	0.832287005	0.26947113	0.692100255	0.999859762	0.112968161	1.095251318	0.632053822	1.187102294
TRINITY_DN127559_c5_g2_i1	rad51d	Chr02	Chr02	90287209	90287209	0.838410255	0.648983023	0.344235443	0.999859762	1.143082729	1.275133806	0.358922295	0.369532675
TRINITY_DN127591_c1_g2_i1	hpd-like.2	Chr02	Chr02	38271081	38271081	0.069374642	-0.207348812	0.781865333	0.999859762	-0.949215044	0.052593937	0.200148312	0.491175705
TRINITY_DN127596_c3_g1_i3	LOC100491657	Chr02	Chr02	150722779	150722779	5.28527989	-0.232306753	0.5656239	0.999859762	5.042319656	5.328731027	5.455614844	5.282140963
TRINITY_DN127622_c2_g2_i1	LOC100170494	Chr02	Chr02	137711412	137711412	2.910314925	-0.416128356	0.398192917	0.999859762	2.074577517	3.041989534	3.207066118	3.046632714
TRINITY_DN127648_c1_g6_i1	arhgap9-like	Chr02	Chr02	137244584	137244584	1.427715869	0.847909152	0.159026167	0.999859762	1.764776268	1.253837383	0.779750152	1.738869472
TRINITY_DN127650_c5_g1_i2	plcxd1	Chr02	Chr02	111487556	111487556	3.910113057	0.093798784	0.821006764	0.999859762	4.096847095	3.699151585	3.839299287	3.978569168
TRINITY_DN127672_c3_g1_i6	arhgef7-like	Chr02	Chr02	113369043	113369043	2.043105585	-0.032781806	0.951558162	0.999859762	1.682738407	2.497589414	2.06673621	1.755152647
TRINITY_DN127685_c0_g1_i1	arf3	Chr02	Chr02	133030339	133030339	4.869988513	0.010886208	0.977662557	0.999859762	4.72809566	4.842919566	4.862049194	5.02949179
TRINITY_DN127691_c1_g1_i1	cct6a	Chr02	Chr02	94248648	94248648	3.626842474	0.271392007	0.523378228	0.999859762	3.824566841	3.634706935	3.420195154	3.60466287
TRINITY_DN127691_c3_g2_i2	c2orf49	Chr02	Chr02	108147902	108147902	6.285549282	-0.04558707	0.917292534	0.999859762	6.228191006	6.304179245	6.31956917	6.288377152
TRINITY_DN127766_c6_g1_i1	zmpste24	Chr02	Chr02	85130244	85130244	2.047649311	0.03786228	0.943087434	0.999859762	2.27451882	1.561774956	2.019960671	2.244731083
TRINITY_DN127867_c0_g2_i2	lin28a	Chr02	Chr02	51671638	51671638	2.483466964	-0.057692858	0.903868763	0.999859762	2.311384748	2.576905082	2.526013351	2.497927155
TRINITY_DN127946_c0_g1_i1	prkx-like	Chr02	Chr02	33832090	33832090	0.094793337	-0.578383879	0.400440951	0.999859762	-0.636785047	0.280298971	0.467494259	-0.072532113
TRINITY_DN127947_c2_g4_i1	rabgef1	Chr02	Chr02	44396284	44396284	2.556281962	0.191884065	0.689236853	0.999859762	2.482782379	2.700115447	2.4128933	2.60960246
TRINITY_DN128007_c1_g3_i1	olfml3	Chr02	Chr02	67671613	67671613	4.411942495	-0.334428092	0.390150816	0.999859762	4.438415871	4.342975801	4.653782181	4.169869531
TRINITY_DN128032_c3_g1_i2	gab2	Chr02	Chr02	165684353	165684353	2.888963466	0.147907975	0.740456749	0.999859762	2.747777957	2.984969803	2.778713211	3.0199279
TRINITY_DN128078_c1_g1_i2	nr0b1	Chr02	Chr02	34997084	34997084	2.707577431	-0.522994142	0.271594215	0.999859762	2.095865576	2.828107987	3.076011755	2.636220994
TRINITY_DN12807_c0_g1_i1	tbc1d8	Chr02	Chr02	106794810	106794810	1.104694564	0.005036699	0.993788288	0.999859762	1.62533456	0.713705524	1.105141339	0.86578193
TRINITY_DN128099_c4_g12_i1	champ1-like	Chr02	Chr02	108316487	108316487	2.806030696	0.112955999	0.805057538	0.999859762	3.005712047	2.849561653	2.721394054	2.627402607
TRINITY_DN128113_c3_g1_i1	LOC100498121-like	Chr02	Chr02	85926804	85926804	3.853957208	-0.12975809	0.802266034	0.999859762	3.868522039	2.925603412	3.949486524	4.336044079
TRINITY_DN128167_c5_g2_i2	gemin4-like	Chr02	Chr02	92697773	92697773	1.766177786	1.312755973	0.050915991	0.999859762	0.969427604	2.442181261	0.722473006	2.161659141
TRINITY_DN128174_c4_g1_i1	LOC100485992	Chr02	Chr02	32812457	32812457	4.777856972	0.871104964	0.068023462	0.999859762	4.499595688	5.447216908	4.083473473	4.727135903
TRINITY_DN128194_c2_g2_i1	gpr143	Chr02	Chr02	72336642	72336642	1.095115161	-1.445584373	0.013557802	0.771413688	0.413498398	0.237542696	1.983856077	0.981025435
TRINITY_DN128216_c3_g1_i1	LOC100497282	Chr02	Chr02	57669904	57669904	2.429152398	0.009600927	0.984882667	0.999859762	2.692953231	2.0310447	2.421916797	2.507570791
TRINITY_DN128250_c5_g2_i1	suox	Chr02	Chr02	134558504	134558504	3.300718398	0.230691337	0.626954747	0.999859762	3.082369368	3.801771006	3.126562419	3.04000271
TRINITY_DN128263_c0_g1_i1	LOC101734118	Chr02	Chr02	159127977	159127977	6.310473642	-0.06093986	0.892786089	0.999859762	6.014263108	6.379854321	6.355923289	6.4527671
TRINITY_DN128268_c3_g4_i1	r3hdm2	Chr02	Chr02	136875347	136875347	2.569122348	0.484202148	0.34005751	0.999859762	2.994420767	2.576905082	2.198598395	2.408104655
TRINITY_DN128271_c1_g4_i1	grasp	Chr02	Chr02	131908097	131908097	3.174166655	0.071659669	0.870311653	0.999859762	3.039065147	2.997837033	3.121032357	3.482844636
TRINITY_DN128272_c3_g3_i1	mlnr	Chr02	Chr02	146255509	146255509	3.614218845	-0.179860237	0.664980749	0.999859762	3.732422595	3.523426731	3.745377473	3.433108976
TRINITY_DN128313_c5_g2_i1	kdm6a	Chr02	Chr02	69021431	69021431	8.16685611	1.518465576	0.006432306	0.501127668	8.476684706	8.615582934	6.905259246	8.135973205
TRINITY_DN128353_c0_g5_i2	rnmtl1	Chr02	Chr02	92666816	92666816	5.938568437	-0.294579622	0.609430521	0.999859762	6.252091648	4.594516678	6.153440165	6.206371565
TRINITY_DN128396_c8_g4_i1	lgals9c	Chr02	Chr02	101393331	101393331	1.864101028	0.160172674	0.762958192	0.999859762	2.157907519	1.927250713	1.745908155	1.583407553
TRINITY_DN128415_c0_g4_i3	LOC100487773	Chr02	Chr02	37561839	37561839	7.831990478	0.838354502	0.117437259	0.999859762	8.293041579	7.927582684	7.162424796	7.722301717
TRINITY_DN128420_c4_g1_i1	pan3	Chr02	Chr02	152017701	152017701	3.496013149	-0.071967461	0.868893211	0.999859762	3.41434869	3.741844327	3.549330506	3.226736953
TRINITY_DN128513_c1_g2_i6	arhgap42	Chr02	Chr02	159502011	159502011	6.977128561	0.28100516	0.563682516	0.999859762	6.899194325	7.015869447	6.761604995	7.196306556
TRINITY_DN128522_c3_g4_i2	rsbn1	Chr02	Chr02	75807959	75807959	4.399171007	-0.066097212	0.866294614	0.999859762	4.334788793	4.502711881	4.44832749	4.300427023
TRINITY_DN128543_c0_g1_i1	dgkh-like	Chr02	Chr02	129470118	129470118	2.718676816	-0.081784231	0.856824797	0.999859762	2.664739258	2.754200217	2.778713211	2.670965209
TRINITY_DN128610_c1_g5_i1	LOC100494399	Chr02	Chr02	136507481	136507481	3.266119941	-0.030476998	0.941667871	0.999859762	3.371349645	3.155436991	3.288256796	3.244146909
TRINITY_DN128610_c1_g6_i1	pithd1-like	Chr02	Chr02	86625632	86625632	2.106410728	1.368968246	0.036963303	0.999859762	2.514747195	2.791627328	1.012603315	1.409147326
TRINITY_DN128644_c0_g2_i5	c11orf54	Chr02	Chr02	96455516	96455516	3.510947559	0.311258945	0.474090192	0.999859762	3.759355486	3.605581165	3.273377515	3.360466388
TRINITY_DN128671_c3_g3_i1	c11orf73	Chr02	Chr02	165515965	165515965	3.022509183	0.12119625	0.779673494	0.999859762	3.06087973	3.041989534	2.931852019	3.05323239
TRINITY_DN128679_c5_g4_i1	arl13b	Chr02	Chr02	17633081	17633081	0.258041786	0.337610461	0.623285902	0.999859762	0.543141518	0.280298971	0.021714766	0.189531682
TRINITY_DN128689_c0_g1_i4	maml2-like	Chr02	Chr02	161136896	161136896	5.783030535	0.178159204	0.671732463	0.999859762	5.829636135	5.789118945	5.64765804	5.857189659
TRINITY_DN128726_c0_g1_i1	chst10-like	Chr02	Chr02	106655300	106655300	3.677873238	0.039178848	0.924803815	0.999859762	3.63398917	3.675320913	3.648761164	3.749865009
TRINITY_DN128746_c6_g1_i1	nlk	Chr02	Chr02	42971424	42971424	2.559608107	-0.161934818	0.732423475	0.999859762	2.678915214	2.344825888	2.676858897	2.517150392
TRINITY_DN128771_c5_g1_i1	med31-like	Chr02	Chr02	44649134	44649134	3.626895819	0.695550523	0.119244831	0.999859762	3.711887748	3.993845136	3.081716763	3.577450069
TRINITY_DN128787_c0_g3_i4	rasa4	Chr02	Chr02	90443008	90443008	2.108931999	-0.049800371	0.927690409	0.999859762	1.939798013	1.596026645	2.145112595	2.573329441
TRINITY_DN128838_c2_g1_i1	gabrg3	Chr02	Chr02	110642870	110642870	3.477645964	-0.136352004	0.743574905	0.999859762	3.388703352	3.422060802	3.577868772	3.511883298
TRINITY_DN128884_c1_g1_i1	atf7	Chr02	Chr02	143862180	143862180	4.446494693	0.04855805	0.908302053	0.999859762	4.343714418	4.797647432	4.410293842	4.154606046
TRINITY_DN128886_c5_g2_i3	asic1-like.2	Chr02	Chr02	145882854	145882854	1.185877116	0.163230658	0.820370444	0.999859762	0.271044666	1.953907633	1.059614152	0.86578193
TRINITY_DN128927_c0_g4_i1	chaf1b-like	Chr02	Chr02	8880205	8880205	7.729932324	0.235479309	0.633272378	0.999859762	7.830503874	7.763274535	7.549912405	7.761115689
TRINITY_DN128935_c0_g1_i2	csad	Chr02	Chr02	144623933	144623933	2.959298879	0.352122746	0.449055823	0.999859762	2.720626007	3.297503672	2.691857222	3.033342095
TRINITY_DN128980_c0_g1_i1	slc25a30	Chr02	Chr02	130677020	130677020	3.387525866	-0.838285167	0.203498523	0.999859762	1.334339606	3.880305425	3.958816688	3.142591399
TRINITY_DN128999_c1_g1_i1	fam172b	Chr02	Chr02	101553638	101553638	1.714624642	0.078878544	0.888642375	0.999859762	1.710605925	1.232221876	1.656991717	2.124538421
TRINITY_DN129081_c0_g1_i1	npas2	Chr02	Chr02	106739627	106739627	2.146416685	0.267944245	0.629166143	0.999859762	2.678915214	2.092317566	1.946824694	1.722400414
TRINITY_DN129095_c5_g4_i1	trim33	Chr02	Chr02	67205375	67205375	1.975377295	-0.158184341	0.754441202	0.999859762	1.764776268	2.196449323	2.089567291	1.78717781
TRINITY_DN129107_c0_g1_i2	myo16	Chr02	Chr02	114149735	114149735	3.481471904	-0.006237975	0.989720499	0.999859762	3.344921303	3.954784556	3.486207208	2.957970977
TRINITY_DN129121_c4_g2_i1	txlng-like	Chr02	Chr02	90841200	90841200	2.106853619	0.149792527	0.764336003	0.999859762	2.052970625	2.251209305	1.995991613	2.111949521
TRINITY_DN129152_c5_g2_i1	supt20h-like	Chr02	Chr02	148747394	148747394	3.471980584	0.198478254	0.646448783	0.999859762	3.405850796	3.730325582	3.322389719	3.392047836
TRINITY_DN129202_c2_g1_i2	synrg-like	Chr02	Chr02	49012670	49012670	4.465417598	0.738628726	0.074613556	0.999859762	4.483533068	4.712395561	3.882429167	4.646505736
TRINITY_DN129216_c1_g1_i2	gpd1	Chr02	Chr02	145974844	145974844	4.404749505	0.154819446	0.701777103	0.999859762	4.65109098	4.363005042	4.287312666	4.289288643
TRINITY_DN129320_c0_g1_i6	LOC100492173-like	Chr02	Chr02	146182041	146182041	0.29219426	1.434852396	0.084541743	0.999859762	-0.267096749	0.362188136	-0.783888192	1.113229678
TRINITY_DN129408_c1_g3_i1	birc2	Chr02	Chr02	159003174	159003174	0.708664254	0.787830524	0.31380107	0.999859762	-0.162290315	0.682166345	0.113688381	1.527627241
TRINITY_DN129412_c0_g1_i2	adprhl2	Chr02	Chr02	55924582	55924582	2.620606766	0.171317354	0.721420395	0.999859762	2.888613742	2.542190855	2.492142248	2.536120853
TRINITY_DN129414_c0_g1_i4	rapgef3	Chr02	Chr02	141190253	141190253	2.606736513	-0.506538337	0.329794145	0.999859762	2.197834447	2.991417763	2.963096289	1.979622366
TRINITY_DN129431_c4_g3_i1	LOC100497154	Chr02	Chr02	138395702	138395702	3.655921067	0.262767085	0.547839123	0.999859762	3.964229973	3.691251685	3.455777047	3.45819112
TRINITY_DN129434_c2_g1_i1	klhdc8a	Chr02	Chr02	64678787	64678787	0.966977943	3.002843209	0.003721955	0.340935216	1.764776268	1.800795932	-1.394703811	-0.466623526
TRINITY_DN129512_c5_g1_i2	thsd1-like	Chr02	Chr02	147296554	147296554	2.947674093	0.243060503	0.589085168	0.999859762	2.851547098	2.952290507	2.764595504	3.185277565
TRINITY_DN129526_c4_g1_i1	LOC734042	Chr02	Chr02	109558888	109558888	1.862782908	0.158417977	0.759298561	0.999859762	1.791117307	1.829870388	1.745908155	2.060465791
TRINITY_DN129543_c4_g3_i1	dlgap3	Chr02	Chr02	56628107	56628107	0.366384892	-0.997407142	0.199370648	0.999859762	-0.784559042	0.889701935	0.988510681	-0.713117304
TRINITY_DN129555_c0_g1_i1	aldh3a2	Chr02	Chr02	89275455	89275455	2.839769188	0.206860984	0.645321621	0.999859762	2.864008762	2.971986777	2.68437755	2.825453918
TRINITY_DN129562_c0_g3_i1	inpp5e-like	Chr02	Chr02	81879378	81879378	1.068711236	0.511316786	0.436214354	0.999859762	1.565551665	1.232221876	0.692958483	0.638890026
TRINITY_DN129597_c1_g3_i3	Xetrov90003945m	Chr02	Chr02	4413261	4413261	5.178567701	-0.02408211	0.952828856	0.999859762	5.300195045	4.975675594	5.196394194	5.223370249
TRINITY_DN129616_c1_g2_i2	orai1	Chr02	Chr02	42375547	42375547	1.582459208	-0.059117408	0.916690314	0.999859762	2.031035206	1.232221876	1.626091938	1.346046836
TRINITY_DN129631_c3_g2_i2	omg	Chr02	Chr02	101107275	101107275	4.581733166	0.272863632	0.562363688	0.999859762	4.070205874	5.147181546	4.373557673	4.506840437
TRINITY_DN129737_c0_g1_i1	tmtc4	Chr02	Chr02	116985118	116985118	1.450685764	-0.934943838	0.106217112	0.999859762	0.603840886	1.678258647	2.06673621	0.924554093
TRINITY_DN129738_c2_g1_i4	prpf8-like	Chr02	Chr02	40017773	40017773	2.332023679	0.123689691	0.815294156	0.999859762	1.816986017	2.668274448	2.240003692	2.448717666
TRINITY_DN129739_c5_g3_i1	cap1	Chr02	Chr02	86708138	86708138	0.742805442	0.155449177	0.802314757	0.999859762	0.823927035	0.682166345	0.632053822	0.835472918
TRINITY_DN129766_c2_g4_i3	pcyt1b-like	Chr02	Chr02	36567738	36567738	3.880408383	0.346697835	0.687462752	0.999859762	3.711887748	4.951076471	3.613750371	1.367388461
TRINITY_DN129806_c6_g1_i1	tm9sf2	Chr02	Chr02	117592886	117592886	3.885104095	-0.039799827	0.92122306	0.999859762	3.824566841	3.834417091	3.914750219	3.961128306
TRINITY_DN129825_c1_g3_i3	hoxc5	Chr02	Chr02	142885834	142885834	2.163700176	-0.243428851	0.631563252	0.999859762	1.682738407	2.240422328	2.338598534	2.278919421
TRINITY_DN129828_c3_g1_i1	sytl1	Chr02	Chr02	52130200	52130200	5.250633346	-0.015169217	0.970170412	0.999859762	5.270078509	5.125360571	5.261930967	5.337259624
TRINITY_DN129831_c2_g1_i1	LOC100490994	Chr02	Chr02	145155702	145155702	4.550424485	-0.176210702	0.65742571	0.999859762	4.266026118	4.718238452	4.680345522	4.489912916
TRINITY_DN129842_c2_g12_i1	scel-like	Chr02	Chr02	122671865	122671865	0.082581243	-1.574115981	0.276465053	0.999859762	-3.650945666	0.94389936	0.964008862	-3.650945666
TRINITY_DN129842_c2_g25_i1	wnt11	Chr02	Chr02	169158134	169158134	1.451816867	-0.7139785	0.184323979	0.999859762	0.969427604	1.18799433	1.934266616	1.48920499
TRINITY_DN129845_c1_g2_i1	atp4b	Chr02	Chr02	112254545	112254545	3.80182926	-0.059252297	0.88923182	0.999859762	3.641247247	4.041229085	3.846019158	3.635775675
TRINITY_DN129846_c2_g4_i1	trappc3	Chr02	Chr02	55692549	55692549	0.772996837	-0.208432329	0.751398332	0.999859762	0.026921425	1.119001966	0.913720371	0.740527205
TRINITY_DN129908_c0_g1_i1	trim63	Chr02	Chr02	51080256	51080256	4.584408978	-0.626428767	0.102066386	0.999859762	4.467289595	4.169025513	5.024887856	4.54011104
TRINITY_DN129942_c2_g1_i1	scml2	Chr02	Chr02	91303520	91303520	1.657590066	0.1300229	0.806912236	0.999859762	1.891920317	1.453852576	1.562233131	1.705741181
TRINITY_DN129966_c0_g1_i1	chit1	Chr02	Chr02	62332324	62332324	0.048723004	0.500758585	0.507005728	0.999859762	0.603840886	-0.408476997	-0.295679093	0.189531682
TRINITY_DN129988_c0_g1_i3	f7	Chr02	Chr02	112533853	112533853	1.390168838	0.183207127	0.765727929	0.999859762	0.874075488	1.33719943	1.254043043	1.879196788
TRINITY_DN130024_c2_g3_i1	asmtl	Chr02	Chr02	34679028	34679028	3.824678345	0.091737056	0.825803692	0.999859762	3.739203101	4.003447247	3.756120318	3.782006464
TRINITY_DN130044_c1_g2_i4	mogat1-like.1	Chr02	Chr02	169580384	169580384	6.791835469	0.196482178	0.678784578	0.999859762	6.771065324	6.786690534	6.642175177	6.950690246
TRINITY_DN130059_c0_g1_i1	sez6	Chr02	Chr02	26232354	26232354	4.164769536	0.176432028	0.671779138	0.999859762	4.183915055	4.43336539	4.031362231	3.964633387
TRINITY_DN130099_c8_g2_i2	rab34	Chr02	Chr02	26765832	26765832	2.654892916	0.228325356	0.637634353	0.999859762	2.561404497	2.984969803	2.483548744	2.526666804
TRINITY_DN130112_c7_g4_i4	proz	Chr02	Chr02	112507344	112507344	4.960268938	0.108742326	0.791442972	0.999859762	4.700567165	5.161547635	4.878530111	5.056021771
TRINITY_DN130129_c0_g1_i4	vdr	Chr02	Chr02	140682409	140682409	4.737733033	-0.202845946	0.598988031	0.999859762	4.577330959	4.581753989	4.886700501	4.872291851
TRINITY_DN130138_c1_g1_i1	pros1	Chr02	Chr02	17674218	17674218	2.686811884	0.235925353	0.636138525	0.999859762	3.028032901	2.32454087	2.509177199	2.802134148
TRINITY_DN130148_c2_g1_i2	fundc1	Chr02	Chr02	69119789	69119789	4.67862541	0.377824379	0.34611953	0.999859762	4.901322544	4.680827415	4.387443588	4.702157197
